,CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,Contract,PaymentMethod,Churn,TotalCharges
4186,4186,Female,0,45,56.01,Two year,Bank transfer,0,2520.45
4187,4187,Female,0,54,52.34,Two year,Credit card,1,2826.36
4188,4188,Female,1,46,114.18,One year,Mailed check,0,5252.28
4189,4189,Female,1,31,24.16,Two year,Credit card,0,748.96
4190,4190,Female,0,37,96.73,Two year,Bank transfer,0,3579.01
4191,4191,Male,0,16,68.31,Month-to-month,Electronic check,0,1092.96
4192,4192,Female,1,46,114.45,Two year,Electronic check,0,5264.7
4193,4193,Male,0,46,59.35,Two year,Bank transfer,1,2730.1
4194,4194,Male,1,61,90.8,One year,Credit card,0,5538.8
4195,4195,Female,0,46,26.99,Month-to-month,Mailed check,1,1241.54
4196,4196,Male,1,51,112.88,Two year,Electronic check,1,5756.88
4197,4197,Male,0,62,54.45,Two year,Credit card,0,3375.9
4198,4198,Male,0,35,72.4,One year,Mailed check,1,2534.0
4199,4199,Male,1,42,33.85,Two year,Bank transfer,0,1421.7
4200,4200,Female,1,45,114.56,Month-to-month,Credit card,1,5155.2
4201,4201,Female,1,68,87.3,Month-to-month,Mailed check,0,5936.4
4202,4202,Female,0,47,25.39,Month-to-month,Credit card,0,1193.33
4203,4203,Female,1,30,35.52,One year,Electronic check,1,1065.6
4204,4204,Female,1,24,59.98,Month-to-month,Bank transfer,0,1439.52
4205,4205,Female,0,66,41.68,Month-to-month,Electronic check,1,2750.88
4206,4206,Female,1,43,50.46,Month-to-month,Electronic check,0,2169.78
4207,4207,Female,1,34,119.75,Month-to-month,Credit card,0,4071.5
4208,4208,Female,1,23,85.86,Month-to-month,Bank transfer,0,1974.78
4209,4209,Female,0,61,112.22,Month-to-month,Credit card,1,6845.42
4210,4210,Male,0,37,63.58,One year,Mailed check,0,2352.46
4211,4211,Female,0,13,91.03,Month-to-month,Bank transfer,0,1183.39
4212,4212,Male,1,71,65.97,Two year,Electronic check,0,4683.87
4213,4213,Male,0,7,52.82,One year,Electronic check,1,369.74
4214,4214,Male,1,42,71.92,Two year,Electronic check,0,3020.64
4215,4215,Male,1,38,62.73,Two year,Credit card,0,2383.74
4216,4216,Female,1,52,118.05,Month-to-month,Credit card,0,6138.6
4217,4217,Male,0,44,69.62,Two year,Credit card,0,3063.28
4218,4218,Female,0,64,101.11,Two year,Bank transfer,1,6471.04
4219,4219,Female,1,13,86.68,Two year,Bank transfer,0,1126.84
4220,4220,Male,1,28,67.96,Month-to-month,Bank transfer,0,1902.88
4221,4221,Female,0,1,67.42,Month-to-month,Bank transfer,0,67.42
4222,4222,Male,0,43,54.19,Month-to-month,Mailed check,0,2330.17
4223,4223,Male,0,42,30.7,One year,Electronic check,0,1289.4
4224,4224,Female,1,50,96.15,Month-to-month,Credit card,1,4807.5
4225,4225,Female,0,60,111.81,Month-to-month,Credit card,0,6708.6
4226,4226,Male,0,1,41.8,Two year,Mailed check,0,41.8
4227,4227,Female,0,51,112.57,Month-to-month,Electronic check,0,5741.07
4228,4228,Female,1,16,43.23,Two year,Electronic check,1,691.68
4229,4229,Female,0,39,73.01,Month-to-month,Mailed check,0,2847.39
4230,4230,Male,1,15,54.36,Month-to-month,Bank transfer,1,815.4
4231,4231,Male,1,33,31.45,Month-to-month,Electronic check,0,1037.85
4232,4232,Female,1,53,25.28,Month-to-month,Bank transfer,0,1339.84
4233,4233,Female,0,17,56.53,Month-to-month,Mailed check,0,961.01
4234,4234,Female,0,6,24.73,Month-to-month,Credit card,0,148.38
4235,4235,Female,0,31,30.42,Month-to-month,Credit card,1,943.02
4236,4236,Female,1,69,34.23,Two year,Credit card,0,2361.87
4237,4237,Male,0,40,20.19,One year,Credit card,0,807.6
4238,4238,Female,1,30,35.33,One year,Electronic check,0,1059.9
4239,4239,Male,0,69,77.73,Month-to-month,Bank transfer,0,5363.37
4240,4240,Female,0,7,101.95,One year,Credit card,1,713.65
4241,4241,Male,0,13,39.34,Two year,Credit card,1,511.42
4242,4242,Female,0,4,28.09,Two year,Credit card,0,112.36
4243,4243,Male,1,50,92.95,Two year,Mailed check,0,4647.5
4244,4244,Female,1,3,20.82,One year,Electronic check,0,62.46
4245,4245,Male,1,12,93.42,One year,Mailed check,1,1121.04
4246,4246,Male,1,65,33.11,One year,Bank transfer,1,2152.15
4247,4247,Male,0,27,42.83,Month-to-month,Credit card,1,1156.41
4248,4248,Male,1,50,32.01,Two year,Electronic check,0,1600.5
4249,4249,Male,1,17,44.73,Two year,Electronic check,0,760.41
4250,4250,Male,1,32,99.82,Month-to-month,Electronic check,0,3194.24
4251,4251,Female,0,51,33.25,One year,Mailed check,0,1695.75
4252,4252,Male,1,17,119.42,Two year,Mailed check,0,2030.14
4253,4253,Female,1,34,52.71,One year,Mailed check,0,1792.14
4254,4254,Female,0,35,112.2,Month-to-month,Mailed check,0,3927.0
4255,4255,Female,0,24,39.0,One year,Bank transfer,0,936.0
4256,4256,Female,1,54,38.79,Month-to-month,Credit card,0,2094.66
4257,4257,Female,1,18,76.53,One year,Credit card,0,1377.54
4258,4258,Male,0,50,25.06,Month-to-month,Mailed check,1,1253.0
4259,4259,Male,1,46,100.1,Two year,Mailed check,0,4604.6
4260,4260,Male,0,48,63.96,Month-to-month,Mailed check,0,3070.08
4261,4261,Female,1,33,89.92,One year,Bank transfer,0,2967.36
4262,4262,Male,1,27,37.46,Two year,Bank transfer,1,1011.42
4263,4263,Male,1,1,84.24,One year,Electronic check,0,84.24
4264,4264,Male,1,59,79.41,One year,Credit card,0,4685.19
4265,4265,Male,1,10,95.57,Month-to-month,Mailed check,0,955.7
4266,4266,Male,0,25,49.74,Month-to-month,Electronic check,1,1243.5
4267,4267,Female,0,57,113.32,One year,Credit card,0,6459.24
4268,4268,Male,1,66,116.13,Month-to-month,Electronic check,0,7664.58
4269,4269,Female,1,15,106.81,One year,Bank transfer,1,1602.15
4270,4270,Female,1,28,77.2,Month-to-month,Bank transfer,0,2161.6
4271,4271,Female,0,13,62.03,Month-to-month,Electronic check,0,806.39
4272,4272,Female,0,14,25.8,One year,Electronic check,1,361.2
4273,4273,Female,0,66,114.72,Two year,Credit card,1,7571.52
4274,4274,Male,0,34,115.18,Month-to-month,Mailed check,0,3916.12
4275,4275,Male,0,25,21.87,One year,Credit card,1,546.75
4276,4276,Male,0,54,55.69,Two year,Credit card,0,3007.26
4277,4277,Female,0,12,108.0,Month-to-month,Bank transfer,0,1296.0
4278,4278,Male,0,9,28.09,Month-to-month,Bank transfer,0,252.81
4279,4279,Male,1,31,39.66,One year,Electronic check,0,1229.46
4280,4280,Female,0,53,117.87,Month-to-month,Bank transfer,0,6247.11
4281,4281,Female,0,43,104.73,One year,Credit card,1,4503.39
4282,4282,Female,0,38,111.21,One year,Electronic check,0,4225.98
4283,4283,Female,0,42,34.22,Month-to-month,Electronic check,0,1437.24
4284,4284,Male,1,48,41.13,Two year,Bank transfer,0,1974.24
4285,4285,Female,0,67,80.54,Month-to-month,Mailed check,0,5396.18
4286,4286,Female,1,66,70.17,Two year,Bank transfer,0,4631.22
4287,4287,Male,1,16,49.85,Month-to-month,Electronic check,0,797.6
4288,4288,Male,1,16,108.38,Two year,Electronic check,1,1734.08
4289,4289,Female,0,31,110.14,Month-to-month,Mailed check,1,3414.34
4290,4290,Male,0,58,49.17,Two year,Credit card,0,2851.86
4291,4291,Female,0,28,35.58,Two year,Electronic check,0,996.24
4292,4292,Female,1,4,34.91,Month-to-month,Mailed check,0,139.64
4293,4293,Male,1,10,68.44,Month-to-month,Credit card,0,684.4
4294,4294,Male,1,51,33.29,One year,Bank transfer,0,1697.79
4295,4295,Female,1,18,67.33,Two year,Mailed check,0,1211.94
4296,4296,Female,0,47,66.19,Month-to-month,Credit card,0,3110.93
4297,4297,Female,0,32,108.41,One year,Electronic check,0,3469.12
4298,4298,Male,0,30,49.62,Month-to-month,Electronic check,1,1488.6
4299,4299,Female,1,36,76.07,Two year,Mailed check,0,2738.52
4300,4300,Female,1,9,94.35,Month-to-month,Bank transfer,0,849.15
4301,4301,Female,0,36,79.59,Month-to-month,Mailed check,0,2865.24
4302,4302,Female,0,29,115.41,One year,Electronic check,0,3346.89
4303,4303,Female,1,16,80.23,Month-to-month,Credit card,0,1283.68
4304,4304,Male,0,21,110.19,One year,Bank transfer,0,2313.99
4305,4305,Female,0,64,44.51,Two year,Credit card,0,2848.64
4306,4306,Female,1,66,76.08,Two year,Mailed check,1,5021.28
4307,4307,Female,1,59,74.33,Month-to-month,Mailed check,1,4385.47
4308,4308,Female,1,28,118.95,One year,Credit card,0,3330.6
4309,4309,Male,0,55,40.45,Two year,Credit card,0,2224.75
4310,4310,Male,1,31,34.1,Month-to-month,Credit card,0,1057.1
4311,4311,Male,0,33,81.17,Month-to-month,Mailed check,0,2678.61
4312,4312,Female,0,60,42.37,Month-to-month,Credit card,0,2542.2
4313,4313,Female,1,41,83.92,Month-to-month,Electronic check,0,3440.72
4314,4314,Male,0,46,117.25,Month-to-month,Credit card,0,5393.5
4315,4315,Male,1,49,114.65,One year,Electronic check,0,5617.85
4316,4316,Male,1,65,43.11,Month-to-month,Electronic check,0,2802.15
4317,4317,Female,0,42,37.09,Month-to-month,Credit card,0,1557.78
4318,4318,Female,0,23,76.07,Month-to-month,Bank transfer,1,1749.61
4319,4319,Male,1,27,78.68,Month-to-month,Bank transfer,1,2124.36
4320,4320,Male,1,32,86.23,Month-to-month,Bank transfer,0,2759.36
4321,4321,Male,1,3,94.15,Month-to-month,Electronic check,0,282.45
4322,4322,Female,1,60,80.1,Month-to-month,Bank transfer,0,4806.0
4323,4323,Female,1,17,31.18,Two year,Bank transfer,0,530.06
4324,4324,Female,1,32,99.02,Two year,Credit card,0,3168.64
4325,4325,Male,0,7,27.95,Month-to-month,Mailed check,0,195.65
4326,4326,Male,0,71,22.0,One year,Electronic check,0,1562.0
4327,4327,Female,0,69,96.97,Month-to-month,Mailed check,0,6690.93
4328,4328,Male,0,58,74.84,One year,Electronic check,1,4340.72
4329,4329,Female,1,40,89.86,One year,Electronic check,0,3594.4
4330,4330,Male,0,48,58.27,One year,Bank transfer,0,2796.96
4331,4331,Male,0,51,21.11,One year,Credit card,0,1076.61
4332,4332,Male,1,57,53.1,One year,Mailed check,0,3026.7
4333,4333,Male,0,71,80.81,Two year,Mailed check,0,5737.51
4334,4334,Female,1,37,42.57,Month-to-month,Bank transfer,1,1575.09
4335,4335,Male,1,55,88.78,Two year,Mailed check,1,4882.9
4336,4336,Female,1,41,99.44,Two year,Mailed check,0,4077.04
4337,4337,Female,1,20,65.43,Month-to-month,Electronic check,0,1308.6
4338,4338,Female,1,33,107.57,Two year,Credit card,0,3549.81
4339,4339,Male,0,40,105.48,Month-to-month,Credit card,1,4219.2
4340,4340,Female,0,34,107.81,Month-to-month,Mailed check,1,3665.54
4341,4341,Female,0,62,86.1,Month-to-month,Mailed check,0,5338.2
4342,4342,Female,1,19,50.48,Month-to-month,Electronic check,1,959.12
4343,4343,Male,0,43,68.13,One year,Bank transfer,0,2929.59
4344,4344,Male,0,69,91.05,One year,Electronic check,0,6282.45
4345,4345,Female,0,63,41.06,Two year,Bank transfer,0,2586.78
4346,4346,Male,0,10,93.88,Month-to-month,Bank transfer,0,938.8
4347,4347,Female,1,13,74.81,Month-to-month,Electronic check,1,972.53
4348,4348,Female,0,5,29.6,Month-to-month,Credit card,0,148.0
4349,4349,Male,1,58,75.73,Month-to-month,Electronic check,1,4392.34
4350,4350,Female,1,59,26.68,One year,Bank transfer,1,1574.12
4351,4351,Male,0,59,21.43,One year,Credit card,1,1264.37
4352,4352,Male,1,15,108.96,One year,Credit card,0,1634.4
4353,4353,Female,1,1,68.99,Two year,Electronic check,0,68.99
4354,4354,Male,1,38,74.33,Month-to-month,Credit card,0,2824.54
4355,4355,Male,1,53,47.99,One year,Credit card,1,2543.47
4356,4356,Female,1,52,74.27,One year,Electronic check,0,3862.04
4357,4357,Female,1,1,36.89,Month-to-month,Mailed check,0,36.89
4358,4358,Male,1,11,94.56,One year,Credit card,1,1040.16
4359,4359,Male,0,58,102.33,Month-to-month,Electronic check,1,5935.14
4360,4360,Female,0,40,105.59,Month-to-month,Electronic check,1,4223.6
4361,4361,Male,1,60,30.67,One year,Mailed check,0,1840.2
4362,4362,Male,1,44,75.78,Two year,Credit card,0,3334.32
4363,4363,Male,0,6,100.88,Month-to-month,Bank transfer,0,605.28
4364,4364,Male,0,28,32.82,Two year,Bank transfer,0,918.96
4365,4365,Male,0,31,29.95,One year,Credit card,0,928.45
4366,4366,Male,0,8,101.69,Month-to-month,Credit card,0,813.52
4367,4367,Male,1,5,99.67,Month-to-month,Electronic check,1,498.35
4368,4368,Female,1,54,64.87,One year,Electronic check,1,3502.98
4369,4369,Female,0,17,30.97,Two year,Bank transfer,0,526.49
4370,4370,Female,0,38,71.61,One year,Credit card,0,2721.18
4371,4371,Female,0,9,59.48,One year,Electronic check,0,535.32
4372,4372,Female,0,14,71.85,One year,Bank transfer,0,1005.9
4373,4373,Male,1,26,63.99,Two year,Bank transfer,1,1663.74
4374,4374,Male,0,62,76.85,Month-to-month,Mailed check,0,4764.7
4375,4375,Male,0,25,92.71,Month-to-month,Credit card,0,2317.75
4376,4376,Male,0,36,97.49,One year,Mailed check,0,3509.64
4377,4377,Female,1,33,84.9,One year,Electronic check,1,2801.7
4378,4378,Male,1,3,39.89,Two year,Electronic check,1,119.67
4379,4379,Male,1,11,59.71,One year,Bank transfer,1,656.81
4380,4380,Female,0,58,27.12,Two year,Electronic check,0,1572.96
4381,4381,Male,0,64,65.17,Two year,Mailed check,0,4170.88
4382,4382,Male,0,18,117.03,Two year,Credit card,0,2106.54
4383,4383,Female,1,47,84.17,One year,Bank transfer,0,3955.99
4384,4384,Male,1,44,35.46,Month-to-month,Bank transfer,0,1560.24
4385,4385,Male,0,59,46.86,Two year,Electronic check,1,2764.74
4386,4386,Male,0,50,26.46,Month-to-month,Bank transfer,0,1323.0
4387,4387,Male,1,69,38.24,Two year,Bank transfer,0,2638.56
4388,4388,Male,0,29,68.78,One year,Credit card,1,1994.62
4389,4389,Female,0,67,54.49,Two year,Bank transfer,0,3650.83
4390,4390,Female,0,2,40.4,Two year,Credit card,0,80.8
4391,4391,Female,1,25,34.66,Month-to-month,Mailed check,0,866.5
4392,4392,Female,0,19,85.61,One year,Bank transfer,1,1626.59
4393,4393,Female,0,40,75.81,Two year,Mailed check,0,3032.4
4394,4394,Female,0,2,104.26,One year,Credit card,0,208.52
4395,4395,Male,0,65,38.33,Month-to-month,Bank transfer,1,2491.45
4396,4396,Female,1,62,104.8,One year,Electronic check,0,6497.6
4397,4397,Female,1,54,77.79,One year,Electronic check,1,4200.66
4398,4398,Male,1,45,46.62,Month-to-month,Bank transfer,0,2097.9
4399,4399,Male,0,49,47.36,Two year,Credit card,0,2320.64
4400,4400,Female,1,69,59.04,Two year,Electronic check,0,4073.76
4401,4401,Male,0,38,66.01,One year,Mailed check,0,2508.38
4402,4402,Female,1,4,28.25,Two year,Credit card,0,113.0
4403,4403,Male,0,17,104.2,Month-to-month,Credit card,0,1771.4
4404,4404,Female,1,53,32.15,One year,Bank transfer,0,1703.95
4405,4405,Male,1,53,68.35,One year,Mailed check,0,3622.55
4406,4406,Male,1,31,58.3,Two year,Credit card,0,1807.3
4407,4407,Female,0,22,71.23,Two year,Bank transfer,1,1567.06
4408,4408,Female,0,11,108.75,Two year,Mailed check,0,1196.25
4409,4409,Female,0,34,118.91,One year,Credit card,0,4042.94
4410,4410,Female,1,15,22.03,Two year,Electronic check,0,330.45
4411,4411,Female,0,10,59.32,One year,Mailed check,0,593.2
4412,4412,Male,0,53,101.76,Two year,Credit card,1,5393.28
4413,4413,Female,0,48,52.66,One year,Mailed check,1,2527.68
4414,4414,Female,0,31,84.9,One year,Electronic check,1,2631.9
4415,4415,Male,0,37,119.23,One year,Credit card,0,4411.51
4416,4416,Male,0,28,84.68,Two year,Electronic check,0,2371.04
4417,4417,Female,1,31,31.12,Two year,Bank transfer,0,964.72
4418,4418,Male,1,70,104.29,Month-to-month,Bank transfer,0,7300.3
4419,4419,Male,0,14,116.67,One year,Credit card,1,1633.38
4420,4420,Female,1,16,91.25,Two year,Credit card,1,1460.0
4421,4421,Male,1,25,61.91,Month-to-month,Mailed check,0,1547.75
4422,4422,Male,0,39,114.84,Month-to-month,Credit card,0,4478.76
4423,4423,Female,0,66,116.86,Two year,Bank transfer,0,7712.76
4424,4424,Female,1,38,113.51,One year,Credit card,1,4313.38
4425,4425,Male,0,41,61.18,Month-to-month,Mailed check,0,2508.38
4426,4426,Male,1,40,98.97,Month-to-month,Bank transfer,0,3958.8
4427,4427,Female,1,64,85.42,One year,Credit card,1,5466.88
4428,4428,Male,1,16,37.97,Two year,Electronic check,1,607.52
4429,4429,Male,0,59,73.55,One year,Electronic check,0,4339.45
4430,4430,Male,1,11,94.77,One year,Electronic check,0,1042.47
4431,4431,Female,0,1,109.59,Two year,Electronic check,1,109.59
4432,4432,Male,0,13,106.26,Month-to-month,Mailed check,0,1381.38
4433,4433,Male,0,30,35.47,One year,Electronic check,0,1064.1
4434,4434,Female,0,69,68.8,Month-to-month,Electronic check,0,4747.2
4435,4435,Male,0,18,67.83,Month-to-month,Credit card,1,1220.94
4436,4436,Male,1,13,109.87,Month-to-month,Electronic check,1,1428.31
4437,4437,Female,0,32,20.19,Two year,Electronic check,1,646.08
4438,4438,Female,0,71,93.87,Month-to-month,Credit card,0,6664.77
4439,4439,Female,0,50,81.86,One year,Bank transfer,0,4093.0
4440,4440,Female,0,71,112.16,One year,Mailed check,0,7963.36
4441,4441,Male,0,31,65.69,One year,Mailed check,1,2036.39
4442,4442,Male,1,51,85.77,Two year,Bank transfer,0,4374.27
4443,4443,Female,0,27,117.27,One year,Credit card,0,3166.29
4444,4444,Female,0,60,94.39,Two year,Bank transfer,0,5663.4
4445,4445,Male,1,33,26.74,Month-to-month,Mailed check,1,882.42
4446,4446,Female,0,53,36.75,Month-to-month,Mailed check,1,1947.75
4447,4447,Male,1,33,102.15,Two year,Bank transfer,1,3370.95
4448,4448,Female,1,41,53.48,Two year,Electronic check,0,2192.68
4449,4449,Male,1,19,90.59,Two year,Mailed check,1,1721.21
4450,4450,Female,1,41,89.98,Month-to-month,Bank transfer,0,3689.18
4451,4451,Female,0,42,119.37,Two year,Electronic check,1,5013.54
4452,4452,Male,0,23,66.99,Month-to-month,Electronic check,0,1540.77
4453,4453,Female,1,33,93.78,Month-to-month,Credit card,0,3094.74
4454,4454,Male,1,20,24.88,One year,Bank transfer,0,497.6
4455,4455,Male,0,25,66.26,Month-to-month,Mailed check,0,1656.5
4456,4456,Male,1,52,38.67,Two year,Credit card,0,2010.84
4457,4457,Male,1,12,104.06,Two year,Mailed check,0,1248.72
4458,4458,Male,1,32,103.99,Two year,Electronic check,0,3327.68
4459,4459,Female,0,33,43.64,Month-to-month,Bank transfer,0,1440.12
4460,4460,Female,1,68,51.83,Month-to-month,Electronic check,0,3524.44
4461,4461,Male,0,15,90.25,One year,Electronic check,1,1353.75
4462,4462,Female,0,51,93.83,One year,Electronic check,1,4785.33
4463,4463,Male,0,6,85.76,Two year,Bank transfer,1,514.56
4464,4464,Female,1,69,119.67,Month-to-month,Credit card,0,8257.23
4465,4465,Female,1,69,106.87,Two year,Mailed check,1,7374.03
4466,4466,Female,0,35,61.71,Two year,Electronic check,1,2159.85
4467,4467,Female,0,34,52.7,Two year,Mailed check,0,1791.8
4468,4468,Male,0,63,79.68,One year,Mailed check,0,5019.84
4469,4469,Male,1,68,101.76,Two year,Credit card,0,6919.68
4470,4470,Female,1,18,67.53,One year,Bank transfer,0,1215.54
4471,4471,Female,0,26,93.77,Month-to-month,Mailed check,1,2438.02
4472,4472,Male,0,61,21.92,Two year,Credit card,0,1337.12
4473,4473,Female,1,48,112.58,One year,Mailed check,0,5403.84
4474,4474,Male,0,31,97.38,Month-to-month,Electronic check,0,3018.78
4475,4475,Male,1,34,59.42,One year,Credit card,0,2020.28
4476,4476,Male,1,7,58.4,Two year,Bank transfer,0,408.8
4477,4477,Female,0,7,30.29,Month-to-month,Bank transfer,0,212.03
4478,4478,Male,0,47,101.62,Month-to-month,Electronic check,0,4776.14
4479,4479,Female,1,8,96.86,Month-to-month,Electronic check,0,774.88
4480,4480,Male,1,1,83.02,One year,Mailed check,0,83.02
4481,4481,Female,1,3,30.15,One year,Credit card,1,90.45
4482,4482,Female,1,53,46.23,One year,Credit card,1,2450.19
4483,4483,Female,1,38,65.89,Month-to-month,Credit card,0,2503.82
4484,4484,Male,0,51,46.6,Two year,Credit card,0,2376.6
4485,4485,Male,1,15,63.4,Two year,Mailed check,0,951.0
4486,4486,Female,1,67,42.6,Month-to-month,Credit card,0,2854.2
4487,4487,Female,1,64,54.96,Two year,Credit card,0,3517.44
4488,4488,Female,0,68,85.23,Month-to-month,Bank transfer,0,5795.64
4489,4489,Male,0,5,109.24,Two year,Bank transfer,1,546.2
4490,4490,Male,1,10,58.5,Two year,Mailed check,0,585.0
4491,4491,Male,1,8,89.19,Two year,Electronic check,1,713.52
4492,4492,Male,0,12,33.48,One year,Bank transfer,0,401.76
4493,4493,Female,0,64,74.08,One year,Electronic check,0,4741.12
4494,4494,Female,0,59,112.17,Month-to-month,Mailed check,0,6618.03
4495,4495,Male,0,67,22.79,One year,Bank transfer,0,1526.93
4496,4496,Male,1,50,46.76,Month-to-month,Bank transfer,0,2338.0
4497,4497,Female,0,23,33.25,One year,Mailed check,1,764.75
4498,4498,Male,1,40,73.31,Two year,Credit card,0,2932.4
4499,4499,Male,1,18,87.96,One year,Mailed check,0,1583.28
4500,4500,Male,0,21,25.78,One year,Electronic check,1,541.38
4501,4501,Male,0,1,27.03,One year,Electronic check,0,27.03
4502,4502,Male,0,38,106.96,Month-to-month,Credit card,0,4064.48
4503,4503,Male,0,41,65.62,Month-to-month,Mailed check,0,2690.42
4504,4504,Female,1,42,66.3,Two year,Mailed check,0,2784.6
4505,4505,Male,1,9,114.46,Two year,Credit card,0,1030.14
4506,4506,Male,1,23,52.02,Two year,Mailed check,0,1196.46
4507,4507,Female,0,11,109.7,One year,Bank transfer,0,1206.7
4508,4508,Female,1,71,117.43,Two year,Mailed check,0,8337.53
4509,4509,Female,0,31,44.17,Month-to-month,Bank transfer,1,1369.27
4510,4510,Male,1,26,71.4,Two year,Mailed check,0,1856.4
4511,4511,Female,0,30,73.44,Two year,Bank transfer,0,2203.2
4512,4512,Male,1,34,106.62,Two year,Electronic check,0,3625.08
4513,4513,Male,1,46,50.39,Two year,Credit card,0,2317.94
4514,4514,Male,0,69,99.8,Two year,Electronic check,1,6886.2
4515,4515,Female,1,5,117.1,Month-to-month,Bank transfer,0,585.5
4516,4516,Female,1,61,104.03,One year,Credit card,1,6345.83
4517,4517,Female,0,38,110.91,Two year,Electronic check,0,4214.58
4518,4518,Female,0,28,90.84,One year,Electronic check,0,2543.52
4519,4519,Female,0,26,110.4,Two year,Bank transfer,1,2870.4
4520,4520,Male,0,61,36.49,One year,Mailed check,0,2225.89
4521,4521,Male,0,23,91.24,Month-to-month,Mailed check,1,2098.52
4522,4522,Male,1,46,93.19,One year,Bank transfer,0,4286.74
4523,4523,Male,0,30,63.92,Two year,Electronic check,1,1917.6
4524,4524,Female,1,67,27.97,One year,Mailed check,0,1873.99
4525,4525,Female,1,33,82.24,One year,Mailed check,1,2713.92
4526,4526,Male,0,3,25.19,Two year,Electronic check,0,75.57
4527,4527,Female,1,69,58.24,One year,Bank transfer,0,4018.56
4528,4528,Female,1,42,59.37,Two year,Bank transfer,0,2493.54
4529,4529,Male,0,62,119.89,Month-to-month,Mailed check,1,7433.18
4530,4530,Male,1,58,49.98,Two year,Bank transfer,0,2898.84
4531,4531,Female,0,57,102.05,Month-to-month,Electronic check,0,5816.85
4532,4532,Female,0,1,25.32,One year,Bank transfer,1,25.32
4533,4533,Male,0,60,72.98,Two year,Credit card,0,4378.8
4534,4534,Male,1,69,73.67,One year,Bank transfer,0,5083.23
4535,4535,Male,1,59,82.87,Month-to-month,Bank transfer,1,4889.33
4536,4536,Female,1,46,101.0,Month-to-month,Bank transfer,0,4646.0
4537,4537,Male,1,34,96.19,One year,Credit card,1,3270.46
4538,4538,Male,0,25,96.1,Two year,Electronic check,0,2402.5
4539,4539,Female,1,42,63.23,Two year,Bank transfer,0,2655.66
4540,4540,Female,0,29,92.75,Two year,Mailed check,0,2689.75
4541,4541,Female,1,25,69.13,Two year,Bank transfer,1,1728.25
4542,4542,Female,1,54,26.7,Month-to-month,Credit card,1,1441.8
4543,4543,Female,1,67,109.02,Two year,Credit card,0,7304.34
4544,4544,Male,1,15,109.02,One year,Mailed check,0,1635.3
4545,4545,Male,1,4,52.29,Month-to-month,Credit card,0,209.16
4546,4546,Female,0,38,111.39,One year,Credit card,1,4232.82
4547,4547,Female,1,20,95.8,One year,Credit card,0,1916.0
4548,4548,Female,1,23,60.08,One year,Electronic check,0,1381.84
4549,4549,Female,1,37,53.15,Month-to-month,Credit card,1,1966.55
4550,4550,Female,1,62,117.51,Two year,Bank transfer,1,7285.62
4551,4551,Male,0,8,91.26,One year,Mailed check,0,730.08
4552,4552,Male,1,37,57.88,One year,Bank transfer,1,2141.56
4553,4553,Male,0,45,84.2,Two year,Bank transfer,1,3789.0
4554,4554,Male,1,33,77.15,Two year,Mailed check,1,2545.95
4555,4555,Female,0,7,72.45,Two year,Electronic check,0,507.15
4556,4556,Male,0,22,84.47,Two year,Electronic check,0,1858.34
4557,4557,Female,0,5,73.76,One year,Credit card,1,368.8
4558,4558,Female,0,15,85.48,Month-to-month,Electronic check,0,1282.2
4559,4559,Female,0,21,110.76,Two year,Electronic check,0,2325.96
4560,4560,Male,1,17,119.33,Two year,Credit card,0,2028.61
4561,4561,Female,0,56,90.93,One year,Electronic check,0,5092.08
4562,4562,Male,1,50,112.78,Two year,Electronic check,0,5639.0
4563,4563,Male,0,7,105.84,One year,Credit card,1,740.88
4564,4564,Female,0,50,49.5,One year,Bank transfer,0,2475.0
4565,4565,Female,1,60,113.29,One year,Bank transfer,0,6797.4
4566,4566,Female,0,7,27.08,One year,Mailed check,0,189.56
4567,4567,Male,0,40,52.99,Two year,Electronic check,0,2119.6
4568,4568,Female,0,45,83.99,Month-to-month,Credit card,0,3779.55
4569,4569,Male,0,59,72.69,Two year,Credit card,1,4288.71
4570,4570,Female,1,55,74.24,Month-to-month,Electronic check,0,4083.2
4571,4571,Female,0,64,99.49,Two year,Electronic check,0,6367.36
4572,4572,Male,0,65,39.47,One year,Credit card,1,2565.55
4573,4573,Male,1,54,118.21,Two year,Credit card,0,6383.34
4574,4574,Male,1,40,63.75,One year,Credit card,0,2550.0
4575,4575,Male,0,53,114.98,Two year,Mailed check,0,6093.94
4576,4576,Male,0,44,58.31,One year,Bank transfer,1,2565.64
4577,4577,Male,1,63,80.18,Month-to-month,Credit card,0,5051.34
4578,4578,Female,0,2,65.03,One year,Bank transfer,1,130.06
4579,4579,Female,1,21,87.59,Two year,Electronic check,0,1839.39
4580,4580,Male,0,50,38.36,One year,Bank transfer,0,1918.0
4581,4581,Female,1,52,60.06,Month-to-month,Bank transfer,0,3123.12
4582,4582,Male,1,9,26.84,Month-to-month,Bank transfer,0,241.56
4583,4583,Female,1,20,79.81,Two year,Electronic check,1,1596.2
4584,4584,Female,0,18,116.27,One year,Bank transfer,0,2092.86
4585,4585,Male,0,30,24.59,Two year,Bank transfer,0,737.7
4586,4586,Male,0,65,85.96,One year,Mailed check,0,5587.4
4587,4587,Male,0,24,97.51,Month-to-month,Electronic check,1,2340.24
4588,4588,Female,1,47,41.31,Two year,Bank transfer,0,1941.57
