Date,Reference Code,Transaction Type,Sent Amount,Sent Currency,Received Amount,Received Currency,Fee Amount,Fee Currency,Total Amount,Total Currency,Method,Source,Destination,Cost Basis,Cost Basis Currency,Bitcoin Price Amount,Bitcoin Price Currency,Transaction ID,Recurring,Tag
2025-08-07 12:32:46,56J5LIRFMM,Buy,50.00,USD,0.00042867,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,116639.84,USD,,True,
2025-08-08 12:32:02,HOHEXOORCA,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-08-08 12:32:03,WUMXFNRKIY,Buy,50.00,USD,0.0004276,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,116931.71,USD,,True,
2025-08-09 12:32:18,JXC7BQFF5Q,Buy,50.00,USD,0.00042588,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,117403.96,USD,,True,
2025-08-10 12:32:24,ONPCND2U4Y,Buy,50.00,USD,0.0004205,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,118906.06,USD,,True,
2025-08-11 12:32:05,265BNDBHFI,Buy,50.00,USD,0.00041638,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,120082.62,USD,,True,
2025-08-12 12:31:55,J3LCIWK3FA,Buy,50.00,USD,0.0004189,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,119360.23,USD,,True,
2025-08-13 12:32:11,G2SDDHZ2,Buy,50.00,USD,0.00041386,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,120813.80,USD,,True,
2025-08-14 12:32:50,TZ2Z7V23DA,Buy,50.00,USD,0.00041406,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,120755.45,USD,,True,
2025-08-15 12:32:45,QIVFGXFIJ4,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-08-15 12:32:45,NFJX57GL5M,Buy,50.00,USD,0.00041909,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,119306.12,USD,,True,
2025-08-16 12:31:59,BMNEIJUGBU,Buy,50.00,USD,0.00042365,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,118021.95,USD,,True,
2025-08-17 12:32:48,JURCQKHMVE,Buy,50.00,USD,0.00042151,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,118621.15,USD,,True,
2025-08-18 12:32:32,HV55CNTCZU,Buy,50.00,USD,0.00043299,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,115476.11,USD,,True,
2025-08-19 12:32:41,4NYT547GWM,Buy,50.00,USD,0.00043186,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,115778.26,USD,,True,
2025-08-20 12:33:04,HOUOHVXLEM,Buy,50.00,USD,0.00043857,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,114006.89,USD,,True,
2025-08-21 12:32:43,4C7BOLHRAU,Buy,50.00,USD,0.00044004,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,113626.03,USD,,True,
2025-08-22 12:32:00,DN7MR4DVU4,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-08-22 12:32:00,SWYEFMT5LA,Buy,50.00,USD,0.00044536,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,112268.73,USD,,True,
2025-08-23 12:32:23,7B7TZLPZOY,Buy,50.00,USD,0.00043241,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,115631.00,USD,,True,
2025-08-24 12:31:54,E4AAHJICUI,Buy,50.00,USD,0.00043489,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,114971.60,USD,,True,
2025-08-25 12:32:41,CV227BBEQI,Cash Deposit,,,430.00,USD,,,430.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-08-25 12:32:41,6QUV3EJG3I,Buy,90.00,USD,0.00080478,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,111831.80,USD,,True,
2025-08-26 12:32:11,U6QA666GEQ,Buy,90.00,USD,0.00081769,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,110066.16,USD,,True,
2025-08-27 12:32:19,4EBLMBCGDU,Buy,90.00,USD,0.00080796,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,111391.65,USD,,True,
2025-08-28 12:32:23,SUAV363GB4,Buy,90.00,USD,0.00079466,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,113255.98,USD,,True,
2025-08-29 12:32:47,7HXFPGOMPU,Buy,90.00,USD,0.00080894,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,111256.71,USD,,True,
2025-08-29 12:45:50,P3NWFWJJRU,Buy,18811.88,USD,0.16964823,BTC,188.12,USD,19000.00,USD,ACH Bank Transfer,TOTAL CHECKING ··6568,Bitcoin Balance,19000.00,USD,110887.57,USD,,False,
2025-08-30 12:32:47,K4GPHYT7MI,Buy,90.00,USD,0.00082766,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,108740.30,USD,,True,
2025-08-31 12:32:10,EZCCSL34HU,Buy,90.00,USD,0.00082809,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,108683.84,USD,,True,
2025-09-01 01:28:54,PJVFC6B4PA,Send,0.02212811,BTC,,,0.00000423,BTC,0.02213234,BTC,On Chain,Bitcoin Balance,bc1qzj0sqxdm4glye0ea7h7xxenepzp44nhfwhspfp,2535.44,USD,108243.47,USD,ff82c520658eb724712f6fe9e18ba8c59661494a9e16b5265d90ba16a77254b3,False,
2025-09-01 09:39:58,DUQJSD3CJM,Interest Payout,,,0.0000036,BTC,,,0.0000036,BTC,Interest Earned,Cash Balance,Bitcoin Balance,0.39,USD,109661.80,USD,,False,Interest
2025-09-01 12:32:49,3POJUUKDFE,Cash Deposit,,,630.00,USD,,,630.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-09-01 12:32:49,2ZKCDCPVOM,Buy,90.00,USD,0.00082399,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,109224.63,USD,,True,
2025-09-02 12:32:13,LKLNTOKCNU,Buy,90.00,USD,0.0008204,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,109702.58,USD,,True,
2025-09-03 12:31:58,ETFNXW7IAY,Buy,90.00,USD,0.00080522,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,111770.70,USD,,True,
2025-09-04 12:32:16,KJ3DC5HJJ4,Buy,90.00,USD,0.00080991,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,111123.46,USD,,True,
2025-09-05 00:47:48,BCBYCADGPM,Send,0.172905,BTC,,,0.00000635,BTC,0.17291135,BTC,On Chain,Bitcoin Balance,bc1q953qzxrfq2psyswm3f7zcrax9eexahh2qa00vm,19354.95,USD,110608.74,USD,72fc30dc5ba2f25010ba70594b7073d0e6a45ef9fed8bdc4ac34f4b2f08ec7d3,False,
2025-09-05 12:31:58,LGM5MK7CUU,Buy,90.00,USD,0.00079827,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,112743.81,USD,,True,
2025-09-06 12:32:45,W6D26IN7BI,Buy,90.00,USD,0.00081004,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,111105.62,USD,,True,
2025-09-07 12:32:47,36OQVVFYCA,Buy,90.00,USD,0.00080787,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,111404.06,USD,,True,
2025-09-08 12:32:10,RX7QDUTIQ4,Cash Deposit,,,630.00,USD,,,630.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-09-08 12:32:10,7GKOPYYY3A,Buy,90.00,USD,0.00080177,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,112251.64,USD,,True,
2025-09-09 12:32:22,T5WUH42VL4,Buy,90.00,USD,0.00079589,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,113080.95,USD,,True,
2025-09-10 12:32:05,A5WHT44EKM,Buy,90.00,USD,0.0007938,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,113378.68,USD,,True,
2025-09-11 12:32:22,P4NW2OYYLA,Buy,90.00,USD,0.00078713,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,114339.44,USD,,True,
2025-09-12 12:31:57,5SFI6VKU7Q,Buy,90.00,USD,0.00077988,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,115402.37,USD,,True,
2025-09-13 12:32:38,JDDDMB3U5I,Buy,90.00,USD,0.00077397,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,116283.58,USD,,True,
2025-09-14 12:32:35,63CSNMYFUM,Buy,90.00,USD,0.00077477,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,116163.51,USD,,True,
2025-09-15 12:32:00,T3BDD5JP4A,Cash Deposit,,,630.00,USD,,,630.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-09-15 12:32:00,NTURKDNGKM,Buy,90.00,USD,0.00078156,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,115154.31,USD,,True,
2025-09-16 12:31:56,C27ACRPPW4,Buy,90.00,USD,0.00077798,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,115684.21,USD,,True,
2025-09-17 12:32:34,ZPJ7XUKQGM,Buy,90.00,USD,0.00077139,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,116672.50,USD,,True,
2025-09-18 12:32:49,RGBXWIDJHY,Buy,90.00,USD,0.00076597,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,117498.07,USD,,True,
2025-09-19 12:32:16,PX5NECQR7E,Buy,90.00,USD,0.00077182,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,116607.50,USD,,True,
2025-09-20 12:31:53,BIJMMYWGQE,Buy,90.00,USD,0.0007747,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,116174.00,USD,,True,
2025-09-21 12:31:59,RV3XJQQOIA,Buy,90.00,USD,0.0007755,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,116054.16,USD,,True,
2025-09-22 12:32:46,YP4ZYUBN5U,Cash Deposit,,,630.00,USD,,,630.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-09-22 12:32:47,R72KETRJDI,Buy,90.00,USD,0.00079649,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,112995.77,USD,,True,
2025-09-23 12:32:08,PPLDVP37UM,Buy,90.00,USD,0.00079483,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,113231.76,USD,,True,
2025-09-24 12:32:30,VLP6T2MMUQ,Buy,90.00,USD,0.00079418,BTC,0.00,,90.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,90.00,USD,113324.44,USD,,True,
2025-09-25 12:32:45,ENINCTZUP4,Buy,50.00,USD,0.00044725,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,111794.30,USD,,True,
2025-09-26 12:32:43,NOZPIVGSHY,Buy,50.00,USD,0.00045589,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,109675.58,USD,,True,
2025-09-27 12:32:50,SKR2W5NSTM,Buy,50.00,USD,0.00045629,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,109579.43,USD,,True,
2025-09-28 12:32:12,YRTK3VJIJY,Buy,50.00,USD,0.00045577,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,109704.46,USD,,True,
2025-09-29 12:32:50,K63SKG7HKQ,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-09-29 12:32:50,AXD3I3EW4I,Buy,50.00,USD,0.00044359,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,112716.70,USD,,True,
2025-09-30 12:32:15,V4ZA75ZFM4,Buy,50.00,USD,0.000441,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,113378.68,USD,,True,
2025-10-01 09:41:46,VDDTOY4SOE,Interest Payout,,,0.00000855,BTC,,,0.00000855,BTC,Interest Earned,Cash Balance,Bitcoin Balance,1.00,USD,116429.89,USD,,False,Interest
2025-10-01 12:32:07,CA4RGAYB5I,Buy,50.00,USD,0.00042766,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,116915.31,USD,,True,
2025-10-01 13:11:41,FNV266ETGE,Send,0.01885746,BTC,,,0.00000635,BTC,0.01886381,BTC,On Chain,Bitcoin Balance,bc1qf85y6s4qv566ha06hmvn06wpe4pklmeqnt8xqh,2151.00,USD,116534.00,USD,c73e1598625c478ac1c482363bab1747a09f0889ee3cd8b656cbe138dd88aee3,False,
2025-10-02 12:32:24,KDV3RUHLZM,Buy,50.00,USD,0.00041853,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,119465.75,USD,,True,
2025-10-03 12:33:01,X4TZRFLRKA,Buy,50.00,USD,0.00041443,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,120647.64,USD,,True,
2025-10-04 12:32:31,BFELIKZJIE,Buy,50.00,USD,0.00040832,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,122452.98,USD,,True,
2025-10-05 12:32:45,R6CFRIHCG4,Buy,50.00,USD,0.00040482,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,123511.68,USD,,True,
2025-10-06 12:32:39,RRXMRH7BEI,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-10-06 12:32:40,77NUHR42FM,Buy,50.00,USD,0.00040065,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,124797.20,USD,,True,
2025-10-07 12:32:15,375ZEAP3RU,Buy,50.00,USD,0.0004005,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,124843.95,USD,,True,
2025-10-08 12:32:15,3ELNWMR76M,Buy,50.00,USD,0.00040655,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,122986.10,USD,,True,
2025-10-09 12:32:40,FP3SFJ5OWI,Buy,50.00,USD,0.00040535,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,123350.19,USD,,True,
2025-10-10 12:32:09,APBIOZR7UU,Buy,50.00,USD,0.00041034,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,121850.17,USD,,True,
2025-10-11 02:00:18,AOBZABVNDM,Buy,9900.99,USD,0.08853861,BTC,99.01,USD,10000.00,USD,ACH Bank Transfer,TOTAL CHECKING ··6568,Bitcoin Balance,10000.00,USD,111826.81,USD,,False,
2025-10-11 12:32:13,2YDQO2T2XA,Buy,50.00,USD,0.00044209,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,113099.14,USD,,True,
2025-10-12 01:17:15,VGZBZ4IFVI,Buy,26732.67,USD,0.24137504,BTC,267.33,USD,27000.00,USD,ACH Bank Transfer,TOTAL CHECKING ··6568,Bitcoin Balance,27000.00,USD,110751.59,USD,,False,
2025-10-12 12:32:36,272F6KYMLQ,Buy,50.00,USD,0.00044406,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,112597.40,USD,,True,
2025-10-13 12:32:01,EIRID7277I,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-10-13 12:32:01,ANLIVMHOFE,Buy,50.00,USD,0.00043587,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,114713.10,USD,,True,
2025-10-14 12:32:33,A5DKE4NCIA,Buy,50.00,USD,0.00044884,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,111398.27,USD,,True,
2025-10-15 12:32:08,7ANZW4Y5SA,Buy,50.00,USD,0.00044692,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,111876.85,USD,,True,
2025-10-16 12:32:18,VG24IFPXRA,Buy,50.00,USD,0.00044733,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,111774.31,USD,,True,
2025-10-17 12:20:13,ZWWZDO3RKA,Buy,9900.99,USD,0.09332005,BTC,99.01,USD,10000.00,USD,ACH Bank Transfer,TOTAL CHECKING ··6568,Bitcoin Balance,10000.00,USD,106097.14,USD,,False,
2025-10-17 12:32:46,KE55HXHPHI,Buy,50.00,USD,0.00047324,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,105654.64,USD,,True,
2025-10-17 21:18:25,47JMSFDZPM,Send,0.00909119,BTC,,,0.00000635,BTC,0.00909754,BTC,On Chain,Bitcoin Balance,bc1q0f8dtu2r66xaak607504esz0z3ms60r3weu6uf,1063.07,USD,107446.15,USD,9bb29fcddf12781524865a9efbc23a5a04a3488209e418c2d64d06194183fa6c,False,
2025-10-18 12:32:25,LK47YYTESI,Buy,50.00,USD,0.00046552,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,107406.77,USD,,True,
2025-10-19 12:31:56,F6VBSOBSW4,Buy,50.00,USD,0.00046342,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,107893.49,USD,,True,
2025-10-20 12:32:22,VA5AINSFJQ,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-10-20 12:32:22,KJVXCP5UGI,Buy,50.00,USD,0.00044918,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,111313.95,USD,,True,
2025-10-21 12:32:44,KS6WLBUTHA,Buy,50.00,USD,0.00045736,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,109323.07,USD,,True,
2025-10-22 12:32:02,SJE4XJCEB4,Buy,50.00,USD,0.0004615,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,108342.36,USD,,True,
2025-10-23 12:32:15,FPR7N2BK6Y,Buy,50.00,USD,0.0004581,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,109146.47,USD,,True,
2025-10-24 12:32:24,LSSKUCXNLU,Buy,50.00,USD,0.00044583,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,112150.37,USD,,True,
2025-10-25 12:32:46,7TJNYAKHHU,Buy,50.00,USD,0.00044654,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,111972.05,USD,,True,
2025-10-26 12:32:44,GJAA2NVFOM,Buy,50.00,USD,0.00043886,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,113931.55,USD,,True,
2025-10-26 16:20:53,ZRB4HRYAP4,Send,0.42502608,BTC,,,0.00000423,BTC,0.42503031,BTC,On Chain,Bitcoin Balance,bc1qv80ulydpake82g2kfpr8mdcn49vyza0p4sayj9,47186.93,USD,113367.90,USD,204c08f3508b206bcd1db0a479bc7479a07b672a20910d35c229aab95065428c,False,
2025-10-27 12:32:41,PWIV6QGFII,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-10-27 12:32:42,DMB3YBM6XI,Buy,50.00,USD,0.00043278,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,115532.14,USD,,True,
2025-10-28 12:31:59,XFCOUI2GXQ,Buy,50.00,USD,0.00043651,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,114544.91,USD,,True,
2025-10-29 12:32:27,IG63EA3RZE,Buy,50.00,USD,0.00044099,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,113381.26,USD,,True,
2025-10-30 12:32:51,QSK4UH7Y7Y,Buy,50.00,USD,0.00045818,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,109127.42,USD,,True,
2025-10-31 12:32:13,IGODRF3JC4,Buy,50.00,USD,0.00045246,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,110507.01,USD,,True,
2025-11-01 09:26:20,VFCEFMUSN4,Interest Payout,,,0.00000897,BTC,,,0.00000897,BTC,Interest Earned,Cash Balance,Bitcoin Balance,0.99,USD,110132.45,USD,,False,Interest
2025-11-01 12:32:32,A255OM7SKI,Buy,50.00,USD,0.00045333,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,110294.93,USD,,True,
2025-11-02 12:32:26,ODAZFTLWPE,Buy,50.00,USD,0.00044978,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,111165.46,USD,,True,
2025-11-03 12:32:15,IZUVHJ6F6A,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-11-03 12:32:15,PXPEM5TQMA,Buy,50.00,USD,0.00046168,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,108300.12,USD,,True,
2025-11-04 12:31:51,YMDY7MEAKU,Buy,50.00,USD,0.00047976,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,104218.78,USD,,True,
2025-11-05 12:32:22,XLOQEYEY7M,Buy,50.00,USD,0.00048731,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,102604.09,USD,,True,
2025-11-06 12:32:16,RGK45HKG5Q,Buy,50.00,USD,0.00048547,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,102992.98,USD,,True,
2025-11-07 12:32:25,C4FQDMLZS4,Buy,50.00,USD,0.00050065,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,99870.17,USD,,True,
2025-11-08 12:32:11,KGE2IUWKTU,Buy,50.00,USD,0.00048903,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,102243.22,USD,,True,
2025-11-08 13:32:42,OGREB2HYJY,Buy,50.00,USD,0.0004891,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,102228.58,USD,,True,
2025-11-09 04:35:45,MRT4JB7REY,Miscellaneous,0.00048903,BTC,,,,,0.00048903,BTC,,Bitcoin Balance,,50.00,USD,,,,False,
2025-11-09 04:35:45,5GUPSZGJSM,Cash Deposit,,,50.00,USD,,,50.00,USD,,,Cash Balance,,,,,,False,
2025-11-09 13:32:05,2ZEZXFAAWU,Buy,50.00,USD,0.00048646,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,102783.37,USD,,True,
2025-11-10 12:32:02,22D7FJTYSY,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-11-10 12:32:02,HWXLQYBZGE,Buy,50.00,USD,0.00047083,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,106195.44,USD,,True,
2025-11-11 12:31:49,Z7X2TOKXWM,Buy,50.00,USD,0.00047521,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,105216.64,USD,,True,
2025-11-12 12:32:08,B7J75SNDSA,Buy,50.00,USD,0.00047523,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,105212.21,USD,,True,
2025-11-13 12:32:40,DZJQCWW53A,Buy,50.00,USD,0.00048466,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,103165.11,USD,,True,
2025-11-14 12:32:24,RGAAUEEMSA,Buy,50.00,USD,0.00052167,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,95846.03,USD,,True,
2025-11-15 04:13:01,KGRS5ZDHHM,Send,0.0089468,BTC,,,0.00000423,BTC,0.00895103,BTC,On Chain,Bitcoin Balance,bc1q27a4nl88u7qguwujwzn9pg95hv7uzvf7usp3lr,950.99,USD,96137.50,USD,7ebcbbf33d75fdd652d4b42de16e9bfef942f947d32ff588e5fa5bd00ed67816,False,
2025-11-15 12:32:18,QB62PC63WY,Buy,50.00,USD,0.00052102,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,95965.61,USD,,True,
2025-11-16 12:32:31,42QAIYA6S4,Buy,50.00,USD,0.00052132,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,95910.38,USD,,True,
2025-11-17 12:32:25,C7AYALNJVQ,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-11-17 12:32:25,EOHBX5S2YE,Buy,50.00,USD,0.0005226,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,95675.47,USD,,True,
2025-11-18 12:32:10,ID2PYTUPBA,Buy,50.00,USD,0.00054668,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,91461.18,USD,,True,
