adult,original_language,original_title,popularity,release_date,video,vote_average,vote_count,genre_ids
False,en,Armageddon,8.1129,1998-07-01,False,6.832,8380,"[28, 53, 878, 12]"
False,zh,白蛇：浮生,8.2554,2024-07-30,False,7.793,29,"[16, 10749, 35, 14]"
False,en,Exodus: Gods and Kings,8.3339,2014-12-03,False,5.882,4763,"[12, 18, 28]"
False,en,Jeremiah Johnson,9.5195,1972-09-10,False,7.278,671,"[12, 37, 18, 28]"
False,zh,死囚,9.084,1976-05-27,False,5.7,3,"[28, 18]"
False,en,The Plague,8.7166,2025-12-24,False,7.875,8,"[18, 53]"
False,en,Dr. Gift,7.712,2023-12-12,False,0.0,0,"[27, 9648]"
False,en,Raya and the Last Dragon,8.7747,2021-03-03,False,7.808,7144,"[16, 10751, 14, 28, 12]"
False,en,13 Hours: The Secret Soldiers of Benghazi,7.7521,2016-01-14,False,7.272,3836,"[10752, 28, 36, 18, 53]"
False,en,Ocean's Thirteen,7.9415,2007-06-05,False,6.724,6720,"[80, 53]"
False,ja,ドラゴンボールＺ 超戦士撃破!!勝のはオレだ,7.8387,1994-07-09,False,5.8,552,"[16, 28, 878]"
False,ko,은밀하게 위대하게,7.2273,2013-06-05,False,6.983,208,"[28, 18, 35]"
False,en,The Final Run,8.9673,2025-08-15,False,5.0,2,"[28, 18]"
False,fr,Le Jardinier,7.8752,2025-01-30,False,6.143,175,"[28, 35]"
False,it,Il Macellaio,7.5844,1998-01-21,False,6.0,137,[18]
False,zh,一一,8.3571,2000-09-20,False,7.9,633,[18]
False,en,Sing,8.267,2016-11-23,False,7.12,8305,"[10751, 35, 10402, 16]"
False,ja,天空の城ラピュタ,8.8999,1986-08-02,False,7.966,4554,"[12, 14, 16, 28, 10751]"
False,en,Honor Society,8.1022,2022-07-23,False,7.463,423,[35]
False,ja,機動戦士ガンダム 閃光のハサウェイ,8.1256,2021-06-11,False,7.233,135,"[16, 28, 18, 878]"
False,en,Expend4bles,10.2921,2023-09-15,False,6.076,1800,"[28, 12, 53]"
False,en,Aliens vs Predator: Requiem,9.6343,2007-12-25,False,5.178,3207,"[28, 878, 53, 27]"
False,en,Kryptic,9.6299,2025-06-09,False,5.091,22,"[27, 53, 18]"
False,zh,角頭－大橋頭,8.245,2024-08-16,False,6.962,13,"[80, 28]"
False,ja,名探偵コナン 緋色の弾丸,7.2881,2021-04-16,False,6.4,95,"[16, 28, 80, 9648, 10749, 53]"
False,it,Bagnomaria,7.6102,1999-02-12,False,5.824,111,[35]
False,es,Contraataque,8.1201,2025-02-27,False,8.267,781,"[28, 12, 53]"
False,ja,ルームロンダリング,5.7529,2018-07-07,False,7.4,4,[18]
False,zh,疯狂的石头,8.3823,2006-06-30,False,7.599,137,"[28, 35]"
False,en,21 Jump Street,10.0708,2012-03-14,False,6.884,10786,"[28, 35, 80]"
False,zh,疯狂的石头,8.3823,2006-06-30,False,7.599,137,"[28, 35]"
False,en,21 Jump Street,10.0708,2012-03-14,False,6.884,10786,"[28, 35, 80]"
False,en,The Bad Guys,8.6381,2022-03-17,False,7.531,2441,"[10751, 35, 80, 12, 16, 28]"
False,en,Save Me,7.8551,1994-03-23,False,4.4,29,"[9648, 53]"
False,en,Burn,7.8316,2019-08-23,False,6.029,329,"[53, 80, 28]"
False,en,Shark Tale,7.9705,2004-09-20,False,6.028,6583,"[16, 28, 35, 10751]"
False,en,Fantastic Four,6.9933,2015-08-05,False,4.437,6312,"[28, 12, 878]"
False,en,Wrong Turn 3: Left for Dead,8.2768,2009-10-08,False,5.698,1240,"[27, 53]"
False,en,CODA,8.9453,2021-08-13,False,7.898,2477,"[18, 10402, 10749]"
False,en,Guardians of the Galaxy,8.4473,2014-07-30,False,7.905,29240,"[28, 878, 12]"
False,en,San Andreas,8.1155,2015-05-27,False,6.2,8874,"[28, 18, 53]"
False,ja,銀河鉄道の夜,7.7948,1985-07-13,False,7.2,93,"[12, 16, 18, 10751, 9648, 14]"
False,mk,Македонски дел на пеколот,8.5538,1971-08-02,False,5.5,6,"[36, 10752, 18]"
False,cn,壯士斷臂,8.3395,1994-01-27,False,6.0,3,"[28, 12, 36, 18]"
False,en,"War, Inc.",8.053,2008-04-28,False,5.531,291,"[28, 12, 35, 53]"
False,cn,偷窺無罪,8.5265,2002-03-16,False,4.6,12,"[53, 80, 9648, 10749]"
False,ja,連続１５人花嫁犯し,8.1207,1984-04-20,False,2.0,2,[]
False,en,Jurassic Park,8.6582,1993-06-11,False,7.965,17447,"[12, 878]"
False,en,Nahual,8.8194,2025-02-06,False,3.2,8,[27]
False,en,Chappie,9.0777,2015-03-04,False,6.785,8299,"[80, 28, 878]"
False,en,Nahual,8.8194,2025-02-06,False,3.2,8,[27]
False,en,Chappie,9.0777,2015-03-04,False,6.785,8299,"[80, 28, 878]"
False,ko,다만 악에서 구하소서,8.281,2020-08-05,False,6.888,219,"[80, 28, 18]"
False,ko,하숙집,8.953,2014-02-25,False,4.3,6,[10749]
False,en,Immaculate,8.2811,2024-03-20,False,6.216,1549,"[27, 9648, 53]"
False,ja,近畿地方のある場所について,7.1732,2025-08-08,False,6.6,7,"[27, 9648]"
False,cn,霹靂火,7.3018,1995-09-08,False,6.439,319,"[28, 53]"
False,ru,Ищу человека,6.861,1973-06-10,False,8.0,1,[18]
False,en,Friend of the Family,7.7684,1995-06-01,False,4.5,22,"[18, 53]"
False,fr,Elles,7.6915,2011-09-09,False,5.3,188,[18]
False,fr,Benedetta,8.8511,2021-07-09,False,6.604,1119,"[36, 18, 10749]"
False,en,Double Life,8.4046,2023-05-05,False,5.63,46,"[9648, 53, 18]"
False,it,Il Nido,7.6229,2016-08-11,False,6.167,6,[18]
False,en,Mary Poppins,8.2037,1964-12-17,False,7.553,4910,"[35, 10751, 14]"
False,hi,छावा,7.9348,2025-02-14,False,6.896,48,"[36, 28, 18]"
False,ja,制服美少女　先生あたしを抱いて,7.5016,2004-07-27,False,5.7,9,"[18, 10749]"
False,en,Dumbo,8.8869,1941-10-31,False,7.0,5200,"[16, 10751]"
False,zh,西遊記之大鬧天宮,7.9074,2014-01-09,False,5.581,229,"[28, 12, 10751, 14]"
False,zh,癲螳螂,7.6729,1980-01-03,False,5.4,8,[28]
False,ko,성판17: 남자들의 17가지 성적 판타지,8.3598,2017-11-13,False,6.1,12,"[35, 18, 10749]"
False,ja,ドラゴンボールＺ オラの悟飯をかえせッ!!,8.2367,1989-07-15,False,6.8,600,"[16, 28, 14]"
False,en,The Evil Dead,8.7196,1981-10-15,False,7.276,4340,[27]
False,cn,冰封俠：重生之門,8.4244,2014-04-17,False,5.505,215,"[28, 12, 878, 35, 14]"
False,en,Smile,8.1123,2022-09-23,False,6.7,3882,"[27, 9648]"
False,en,The Hunger Games: Mockingjay - Part 2,8.1675,2015-11-18,False,6.901,13118,"[28, 12, 878]"
False,en,Stand by Me,8.5988,1986-08-08,False,7.846,6309,"[80, 18]"
False,en,50 First Dates,9.5292,2004-02-13,False,6.9,7564,"[35, 10749]"
False,ja,花と蛇,7.9033,1974-06-22,False,5.4,48,"[53, 18, 27]"
False,en,Den of Thieves,9.5251,2018-01-18,False,6.853,3290,"[80, 53, 28]"
False,zh,九品芝麻官,7.2866,1994-03-31,False,7.406,143,[35]
False,en,American History X,9.152,1998-07-01,False,8.328,12267,[18]
False,zh,角頭,8.987,2015-07-05,False,5.857,7,"[80, 28]"
False,th,อนงค์ 2..สามสี่ชาติ,8.2249,2025-10-30,False,3.0,1,"[10749, 35, 27]"
False,cn,殺破狼·貪狼,8.3441,2017-08-25,False,6.7,203,"[28, 12, 80, 53, 18]"
False,ja,コクリコ坂から,8.5586,2011-07-16,False,7.531,1891,"[16, 18]"
False,ko,누나 친구,8.2803,2016-01-21,False,6.7,3,"[10749, 18]"
False,en,Anaconda,9.0374,1997-04-11,False,5.257,2706,"[12, 27, 53]"
False,ja,痴人の愛 リバース,8.0353,2024-05-24,False,4.0,2,[18]
False,ja,劇場版ポケットモンスター セレビィ 時を超えた遭遇,8.1272,2001-07-06,False,6.472,447,"[12, 14, 16, 878, 10751]"
False,ja,ドラゴンボール 魔訶不思議大冒険,8.6899,1988-07-09,False,6.7,298,"[28, 16]"
False,en,The Bourne Supremacy,7.7777,2004-07-23,False,7.324,7950,"[28, 18, 53]"
False,en,The Beverly Hillbillies,7.8633,1993-10-15,False,6.305,575,"[35, 10751]"
False,fr,Elyas,7.2846,2024-07-03,False,6.123,146,"[28, 53]"
False,ja,キュア,10.5305,1997-12-27,False,7.527,726,"[80, 53, 27, 9648]"
False,en,Monster Heroes,7.4813,2010-12-08,False,0.0,0,[35]
False,ja,団鬼六　人妻なぶり,8.4784,1987-10-17,False,1.0,2,"[18, 27]"
False,zh,龍發威,8.9364,1985-02-06,False,0.0,0,"[28, 14, 35]"
False,en,From Dusk Till Dawn,8.7181,1996-01-19,False,7.035,6323,"[27, 28, 53, 80]"
False,en,The Last Samurai,8.1834,2003-12-05,False,7.6,7331,"[18, 28, 10752]"
False,cn,食神,8.7179,1996-12-21,False,7.167,210,"[35, 18, 14]"
False,ja,アイアムアヒーロー,8.4967,2016-04-23,False,7.425,487,"[28, 27, 18]"
False,ja,神さまの言うとおり,8.7889,2014-11-15,False,7.117,553,"[53, 27, 35]"
False,lv,Vella kalpi,8.6291,1970-12-30,False,5.8,6,"[12, 35]"
False,ru,Белое солнце пустыни,7.8777,1969-12-14,False,7.228,158,"[28, 18, 10749, 35, 12, 10752]"
False,en,Enola Holmes,8.7479,2020-09-23,False,7.237,6405,"[12, 9648, 80]"
False,zh,三十年細說從頭,8.3829,1982-04-06,False,6.8,5,"[35, 18]"
False,ja,レッドライン,8.1197,2009-08-14,False,7.519,535,"[16, 28, 878]"
False,en,Sleeping Beauty,7.7368,1959-02-17,False,6.942,5386,"[14, 16, 10749, 10751]"
False,ar,کفرناحوم,8.01,2018-09-20,False,8.14,1904,[18]
False,en,The Hospital,9.2926,2013-02-15,False,2.9,23,[27]
False,ja,レッドライン,8.1197,2009-08-14,False,7.519,535,"[16, 28, 878]"
False,en,Sleeping Beauty,7.7368,1959-02-17,False,6.942,5386,"[14, 16, 10749, 10751]"
False,ar,کفرناحوم,8.01,2018-09-20,False,8.14,1904,[18]
False,en,The Hospital,9.2926,2013-02-15,False,2.9,23,[27]
False,en,The Rock,8.6145,1996-06-07,False,7.138,5044,"[28, 12, 53]"
False,es,Sigue mi voz,8.2652,2025-09-12,False,7.458,48,"[10749, 18]"
False,en,The Princess Diaries,7.3347,2001-08-03,False,7.0,5192,"[35, 10751, 10749]"
False,id,Pengantin Setan,7.8261,2025-01-16,False,6.8,8,"[27, 53]"
False,en,Don't Look Up,9.7806,2021-12-08,False,7.065,9037,"[35, 878, 18]"
False,ko,악인전,7.769,2019-05-15,False,7.84,1390,"[80, 28, 53]"
False,en,Prince Valiant,8.2691,1997-07-24,False,5.132,76,"[12, 14]"
False,it,Graffiante desiderio,7.4129,1993-06-09,False,4.7,34,"[18, 53]"
False,en,One Flew Over the Cuckoo's Nest,10.4968,1975-11-19,False,8.4,11162,[18]
False,fr,Cecilia,7.5763,1983-05-18,False,4.1,26,"[18, 10749]"
False,pt,Lá Fora,9.2546,2004-04-01,False,5.0,4,[18]
False,ja,溢れる淫汁 いけいけ、タイガー,6.9904,2019-05-24,False,2.0,2,[18]
False,cn,龍虎門,8.4068,2006-07-27,False,6.686,236,"[28, 53]"
False,en,Mr. & Mrs. Smith,9.2369,2005-06-07,False,6.689,10994,"[28, 35, 18, 53]"
False,ja,かぐや姫の物語,8.545,2013-11-23,False,8.09,1925,"[16, 18, 14]"
False,te,అఖిల్,7.1346,2015-11-11,False,3.5,11,"[28, 14, 10749]"
False,en,The Jungle Book,9.0249,1967-10-18,False,7.277,6548,"[10751, 16, 12]"
False,en,Spirit: Stallion of the Cimarron,7.0934,2002-05-24,False,7.688,4811,"[16, 12, 10751, 18, 37]"
False,en,The Creator,8.3484,2023-09-27,False,7.021,3640,"[878, 28, 12]"
False,en,End of Days,8.3163,1999-11-24,False,6.087,1981,"[28, 27, 14]"
False,ja,愛のむきだし,8.3574,2008-11-29,False,8.0,500,"[28, 35, 18, 10749]"
False,ja,寄生獣,7.473,2014-11-29,False,7.088,301,"[878, 27, 28, 18]"
False,en,The Survivalist,7.1385,2021-12-02,False,4.393,98,"[28, 878, 53]"
False,en,We're the Millers,8.8964,2013-08-07,False,6.838,9289,"[35, 80]"
False,fr,La Conquête,6.8876,2011-05-18,False,5.867,98,"[35, 18]"
False,da,Pusher III,8.0231,2005-08-22,False,7.171,410,"[28, 53, 80]"
False,en,Total Recall,8.3578,1990-06-01,False,7.311,6259,"[28, 12, 878]"
False,zh,东极岛,7.8309,2025-08-08,False,6.722,18,"[18, 36, 10752]"
False,cn,我為卿狂,8.8968,1991-11-15,False,5.1,25,"[10749, 18]"
False,en,Whistle,8.5621,2026-02-05,False,0.0,0,"[27, 9648]"
False,en,GoldenEye,7.9778,1995-11-16,False,6.899,4198,"[12, 28, 53]"
False,ja,RE:BORN,7.7698,2016-09-24,False,7.107,243,"[28, 80]"
False,ja,ストリートファイターZERO - THE ANIMATION -,8.1219,2001-01-30,False,6.4,102,"[28, 16]"
False,en,Elysium,7.2898,2013-08-07,False,6.515,9358,"[878, 28, 18, 53]"
False,en,Rise of the Planet of the Apes,8.0903,2011-08-03,False,7.339,12501,"[53, 28, 18, 878]"
False,ja,言の葉の庭,9.1043,2013-05-31,False,7.58,2162,"[16, 18, 10749]"
False,en,Elysium,7.2898,2013-08-07,False,6.515,9358,"[878, 28, 18, 53]"
False,en,Rise of the Planet of the Apes,8.0903,2011-08-03,False,7.339,12501,"[53, 28, 18, 878]"
False,ja,言の葉の庭,9.1043,2013-05-31,False,7.58,2162,"[16, 18, 10749]"
False,zh,宗师叶问,7.5226,2019-12-23,False,6.5,183,"[28, 18]"
False,ko,챌린지 게임,8.6059,2016-08-04,False,6.4,9,"[53, 10749]"
False,en,Kick-Ass,9.5437,2010-03-26,False,7.122,12164,"[28, 80]"
False,de,Un/Dressed,8.733,2024-09-20,False,6.033,15,"[53, 10749, 18]"
False,en,The Greatest Showman,9.5032,2017-12-20,False,7.867,9878,[18]
False,da,Marco effekten,8.9283,2021-05-27,False,5.785,121,"[53, 80]"
False,zh,悟空傳,8.2213,2017-07-13,False,7.518,199,"[14, 28, 12, 10751]"
False,cn,聊齋三集之燈草和尚,8.3236,1992-03-05,False,5.5,30,"[27, 18, 14]"
False,en,Teenage Mutant Ninja Turtles,9.6787,2014-08-07,False,5.925,7075,"[878, 28, 12, 35]"
False,ta,ஸ்டீபன்,8.8751,2025-12-05,False,6.417,12,[53]
False,ja,ぼくは明日、昨日のきみとデートする,7.6699,2016-12-17,False,7.526,194,"[10749, 18]"
False,ko,내 이웃의 아내,7.9054,2016-07-28,False,4.4,7,"[10749, 18]"
False,de,Frau Holle,7.3602,2008-12-25,False,5.3,3,"[10751, 10770]"
False,en,Honey,8.1421,2003-12-05,False,6.344,1218,"[10402, 18, 10749]"
False,en,Project Hail Mary,8.4278,2026-03-18,False,0.0,0,"[878, 12, 9648]"
False,en,Halloween,8.3092,1978-10-24,False,7.554,6031,"[27, 53]"
False,ko,조작된 도시,8.3984,2017-02-09,False,7.673,338,"[28, 53, 80]"
False,ko,딸의 친구,8.5046,2017-01-19,False,4.2,4,[10749]
False,en,Godzilla,9.4275,2014-05-14,False,6.353,9571,"[28, 18, 878]"
False,en,Johnny English Reborn,7.0081,2011-09-15,False,6.242,3491,"[80, 28, 35]"
False,en,Black Hawk Down,9.4299,2001-12-28,False,7.4,6179,"[28, 10752, 36]"
False,en,The Rats: A Witcher Tale,8.5082,2025-10-29,False,5.35,130,"[14, 18, 12]"
False,ja,未成年だけどコドモじゃない,8.498,2017-12-23,False,7.836,73,"[10749, 18, 35]"
False,en,The Angry Birds Movie,7.3011,2016-05-11,False,6.3,3897,"[16, 12, 35, 10751]"
False,zh,霸王别姬,7.935,1993-01-01,False,7.9,655,[18]
False,en,"Sorry, Baby",8.5797,2025-06-27,False,6.838,204,"[18, 35]"
False,ja,名探偵コナン １１人目のストライカー,8.2455,2012-04-14,False,6.9,139,"[16, 9648, 28]"
False,el,Έξω οι Κλέφτες!,6.181,1961-01-03,False,6.3,6,[35]
False,cn,驚變,7.2719,1996-06-14,False,5.7,21,"[80, 18, 10749]"
False,zh,笑傲江湖,8.0715,2025-01-23,False,5.769,13,"[18, 28]"
False,ja,名探偵コナン 異次元の狙撃手,8.0375,2014-04-19,False,6.8,129,"[16, 28, 18, 9648]"
False,en,Jingle All the Way,9.2198,1996-11-21,False,6.1,2874,"[10751, 35, 12]"
False,en,Heart of Champions,7.8779,2021-09-16,False,6.556,80,[18]
False,en,Ocean's Eight,8.2859,2018-06-07,False,6.964,8649,"[80, 35, 28]"
False,en,The Lost Bus,8.7398,2025-09-19,False,7.108,591,"[18, 9648, 53]"
False,ja,ゴジラ ファイナルウォーズ,7.1875,2004-12-04,False,7.1,348,"[28, 12, 878, 14, 53]"
False,cn,双龙会,7.5236,1992-01-15,False,6.745,414,"[28, 35, 80]"
False,en,1408,8.0253,2007-06-22,False,6.7,4745,"[27, 9648]"
False,ja,仄暗い水の底から,8.2032,2002-01-19,False,6.826,677,"[27, 9648, 53]"
False,en,Gone with the Wind,8.2689,1939-12-15,False,7.9,4283,"[18, 10752, 10749]"
False,en,Casper,7.9654,1995-05-26,False,6.331,4835,"[14, 35, 10751]"
False,ja,甘い鞭,8.88,2013-09-21,False,5.9,30,"[18, 80]"
False,cn,浪子殺手霸王花,8.6445,1992-01-01,False,4.0,1,"[80, 28]"
False,zh,过家家,8.1676,2026-01-01,False,7.333,3,"[35, 18]"
False,fr,Alpha,8.4565,2025-08-20,False,6.5,87,"[27, 18, 878]"
False,th,บอดี้การ์ดหน้าเหลี่ยม,8.1942,2004-01-21,False,5.9,55,"[28, 35]"
False,ko,은교,7.1381,2012-04-25,False,6.763,97,"[18, 10749]"
False,hi,तू झूठी मैं मक्कार,7.6147,2023-03-08,False,6.3,211,"[35, 10749, 10751]"
False,en,"I, Robot",8.6142,2004-07-15,False,6.959,12405,"[28, 878]"
False,en,Splitsville,8.0368,2025-08-21,False,6.327,139,[35]
False,en,It's a Wonderful Life,8.8819,1946-12-20,False,8.276,4749,"[18, 10751, 14]"
False,en,Virgin Territory,8.1926,2007-12-17,False,4.9,359,"[12, 28, 35, 10749]"
False,zh,武俠,8.1487,2011-07-04,False,6.903,309,"[18, 28, 53]"
False,ko,미인,6.3573,2000-08-12,False,5.6,19,"[10749, 18]"
False,en,Alien³,7.8872,1992-05-22,False,6.377,6191,"[878, 28, 27]"
False,te,పెద్ది,7.302,2026-03-27,False,0.0,0,"[18, 28]"
False,cn,青蛙王子,8.4836,1984-04-18,False,5.6,8,"[35, 10749]"
False,en,Labyrinth,6.7742,1986-06-27,False,7.3,2651,"[12, 10751, 14]"
False,zh,拈花惹草,8.5373,1976-06-26,False,4.0,5,"[80, 35, 18]"
False,en,Extraction,8.2547,2020-04-23,False,7.3,6450,"[28, 53]"
False,ja,ドラゴンボールゼット 超スーパーサイヤ人じんだ孫そん悟ご空くう,9.0091,1991-03-19,False,6.5,573,"[28, 16, 878]"
False,fr,Les Dalton,7.223,2004-11-08,False,3.7,358,"[35, 37, 12]"
False,en,Eenie Meanie,9.257,2025-08-21,False,6.312,277,"[53, 28, 35]"
False,zh,原神：尘间星旅,9.1384,2025-06-12,False,0.0,0,"[16, 10402]"
False,ml,മെമ്മറീസ്,8.0368,2013-08-08,False,7.0,48,"[80, 53]"
False,en,Insurgent,7.4053,2015-03-18,False,6.363,10301,"[28, 878, 53]"
False,en,Wanted,7.9407,2008-06-19,False,6.526,7431,"[28, 53, 80]"
False,en,Christy,7.8621,2025-11-06,False,7.3,59,"[36, 18]"
False,en,The Hunger Games,7.5323,2012-03-12,False,7.221,22943,"[878, 12, 28, 53]"
False,en,The Good Dinosaur,7.6256,2015-11-14,False,6.738,5878,"[12, 16, 10751]"
False,cn,西遊記第壹佰零壹回之月光寶盒,8.4322,1995-01-21,False,7.552,297,"[28, 12, 14, 35, 10749]"
False,en,Ghostbusters: Frozen Empire,8.9406,2024-03-20,False,6.471,2041,"[14, 12, 35]"
False,en,Love Don't Co$t a Thing,7.5983,2003-12-12,False,7.546,655,"[35, 18, 10751, 10749]"
False,es,Tres metros sobre el cielo,7.6044,2010-12-03,False,7.7,3170,"[10749, 18]"
False,ko,안시성,7.2578,2018-09-19,False,6.765,183,"[10752, 36, 28]"
False,en,Busy Bodies,8.1715,1933-10-07,False,7.301,88,[35]
False,en,Bumblebee,8.2856,2018-11-22,False,6.72,6490,"[28, 12, 878]"
False,cn,鼠膽龍威,6.9361,1995-07-01,False,6.647,139,"[28, 35, 80, 53]"
False,it,Loro 1,8.8039,2018-04-24,False,6.79,542,[18]
False,zh,抓娃娃,8.2946,2024-07-13,False,6.955,78,[35]
False,fr,Vie privée,8.3513,2025-09-27,False,5.767,75,"[18, 80, 9648]"
False,ja,PERFECT DAYS,9.2435,2023-11-10,False,7.783,1761,[18]
False,zh,孤岛惊魂,9.2399,2011-07-07,False,3.45,20,[27]
False,en,Jumanji: Welcome to the Jungle,8.4625,2017-12-09,False,6.818,14238,"[12, 35, 14, 28]"
False,en,Dark Phoenix,8.8354,2019-06-05,False,5.96,6922,"[878, 28, 12]"
False,cn,孽欲追击档案之邪杀,8.5559,1996-06-22,False,4.9,13,[27]
False,en,A Perfect Ending,7.2977,2012-06-01,False,6.212,132,"[18, 10749]"
False,en,A Quiet Place Part II,9.3228,2021-05-21,False,7.444,7161,"[878, 53, 27]"
False,it,Miranda,8.0522,1985-10-15,False,5.11,105,"[35, 10749]"
False,ko,미인도,7.305,2008-11-13,False,6.179,39,"[18, 10749]"
False,ja,映画 五等分の花嫁,8.5344,2022-05-20,False,8.305,428,"[16, 35, 10749]"
False,cn,破·地獄,7.6567,2024-11-09,False,7.94,67,[18]
False,ru,Монгол,8.4688,2007-09-20,False,6.777,743,"[36, 12, 10752, 28]"
False,ja,バトル・ロワイアル,6.5543,2000-12-16,False,7.27,3702,"[18, 53, 28]"
False,th,ข้างบ้าน,8.881,2025-12-04,False,5.667,3,"[27, 53]"
False,ja,イノセンス,8.1854,2004-03-06,False,7.333,944,"[16, 18, 878]"
False,cn,精武風雲,6.9581,2010-09-01,False,6.807,444,"[18, 28, 36, 53]"
False,ja,バトル・ロワイアル,6.5543,2000-12-16,False,7.27,3702,"[18, 53, 28]"
False,ja,イノセンス,8.1854,2004-03-06,False,7.333,944,"[16, 18, 878]"
False,cn,精武風雲,6.9581,2010-09-01,False,6.807,444,"[18, 28, 36, 53]"
False,en,Stealing Lust,8.0849,2021-10-07,False,3.5,2,[10749]
False,en,Terminator Salvation,8.0425,2009-05-20,False,6.077,6862,"[28, 878, 53]"
False,en,Defending Santa,7.2472,2013-11-24,False,6.4,28,"[35, 10751, 10770]"
False,en,Live Free or Die Hard,8.6244,2007-06-20,False,6.638,6190,"[28, 53]"
False,da,La Tosca,7.0624,1908-11-17,False,0.0,0,"[36, 18]"
False,en,Tombstone,8.0835,1993-12-25,False,7.579,2356,"[37, 28]"
False,cn,熱血姐妹團,7.0794,2019-06-11,False,0.0,0,[10749]
False,en,The Expendables 2,8.3035,2012-08-08,False,6.348,7029,"[28, 12, 53]"
False,en,Red Sparrow,9.1398,2018-02-15,False,6.534,6264,"[53, 9648]"
False,en,The Dukes of Hazzard,8.4197,2005-08-05,False,5.603,1266,"[35, 12, 28]"
False,ja,ドラゴンボールＧＴ 悟空外伝！ 勇気の証しは四星球,8.7268,1997-03-26,False,6.787,363,"[12, 28, 16, 878]"
False,ko,박쥐,7.7559,2009-04-30,False,7.111,1040,"[18, 27, 53]"
False,fr,20 Ans d'écart,9.1356,2013-03-06,False,6.475,1549,[35]
False,en,Aquaman,7.8726,2018-12-07,False,6.9,14689,"[28, 12, 14]"
False,cn,應召女郎1988,8.2444,1988-01-01,False,4.4,8,[18]
False,en,Abominable,7.801,2019-09-19,False,7.456,2134,"[10751, 16, 12, 35]"
False,th,ช็อคโกแลต,5.7968,2008-02-07,False,7.326,544,"[28, 80]"
False,zh,魚美人,8.1174,1965-01-29,False,6.5,2,"[14, 10749, 18, 10402]"
False,hi,समाज को बदल डालो,8.126,1970-01-01,False,0.0,0,[18]
False,en,Fire Serpent,8.4325,2007-02-24,False,4.625,24,"[10770, 27, 878, 28]"
False,ja,俺ではない炎上,7.3611,2025-09-26,False,8.0,2,"[18, 9648]"
False,en,The Perfect Neighbor,8.7345,2025-10-10,False,6.776,165,"[99, 53, 80]"
False,ja,映画ドラえもん のび太と夢幻三剣士,8.4496,1994-03-12,False,7.3,29,"[16, 10751]"
False,en,The Electric State,12.0264,2025-03-07,False,6.483,1519,"[878, 12, 28]"
False,en,Ella McCay,8.1719,2025-12-11,False,4.8,22,"[35, 18]"
False,cn,傷城,7.4517,2006-12-21,False,6.3,84,"[80, 53]"
False,te,ఆర్య,5.5437,2004-05-07,False,6.432,44,"[18, 10749]"
False,en,Man on Fire,8.4374,2004-04-23,False,7.459,5493,"[28, 18, 53]"
False,fr,Falcon Express,9.0697,2025-07-02,False,6.9,34,"[16, 35, 12, 53]"
False,zh,挡马夺刀,8.1386,2025-05-20,False,7.4,15,"[28, 12]"
False,cn,匯峰號黃金大風暴,7.8804,1979-05-28,False,6.3,6,"[28, 18, 53, 80]"
False,ko,브이아이피,8.0132,2017-08-23,False,7.733,221,"[80, 53, 28]"
False,fr,"Mektoub, My Love: Intermezzo",6.7884,2019-05-23,False,4.2,18,"[35, 18]"
False,ko,미드나이트,8.3051,2021-06-30,False,7.177,300,"[53, 80]"
False,en,M3GAN,7.5539,2022-12-28,False,7.041,4639,"[878, 27]"
False,ja,人妻観察委員会,6.5059,2014-08-02,False,4.5,2,[18]
False,ja,クレヨンしんちゃん 爆睡！ユメミーワールド大突撃,7.3113,2016-04-16,False,6.5,52,"[12, 16, 35, 10751, 14]"
False,en,Shanghai Knights,8.9153,2003-02-06,False,6.138,2386,"[28, 12, 35, 37]"
False,en,Novocaine,8.1467,2025-03-12,False,6.823,1410,"[28, 35, 53]"
False,en,Brokeback Mountain,8.105,2005-10-22,False,7.784,7396,"[18, 10749]"
False,ru,Приворот. Чёрное венчание,8.1562,2021-02-11,False,6.566,190,[27]
False,en,The Great Wall,8.2031,2016-12-16,False,6.03,5437,"[28, 12, 14]"
False,ko,젊은 엄마 2,6.7206,2014-05-29,False,6.2,18,"[18, 10749]"
False,hi,द लीज़ेंड ऑफ़ भगत सिंह,8.0426,2002-06-07,False,7.022,67,"[80, 18, 36]"
False,th,โป๊ะแตก,6.7081,2010-06-03,False,5.0,7,[35]
False,en,Disclosure Day,8.8524,2026-06-10,False,0.0,0,[878]
False,mk,Приказната за Силјан,9.0284,2025-09-22,False,8.0,3,[99]
False,ko,남산의 부장들,7.6138,2020-01-22,False,7.096,146,"[18, 53]"
False,ja,劇場版ポケットモンスター ダイヤモンド&パール アルセウス 超克の時空へ,8.6232,2009-07-18,False,7.1,302,"[10751, 16, 12, 14]"
False,en,Déjà Vu,8.8108,2006-11-22,False,6.874,5140,"[28, 53, 878]"
False,sr,Majka Mara,7.1694,2025-03-27,False,4.0,1,[18]
False,en,Longlegs,8.5694,2024-07-10,False,6.538,2434,"[80, 27, 9648]"
False,ru,Tikhaya Zastava,8.04,2011-01-20,False,4.389,18,"[18, 28, 10752]"
False,es,El talento,8.6094,2025-09-05,False,6.25,16,[18]
False,cn,特殊身份,7.9273,2013-10-17,False,5.935,169,"[18, 28, 80]"
False,ml,സർവം മായ,7.3203,2025-12-25,False,8.8,6,"[35, 27]"
False,en,Captain America: The First Avenger,8.1876,2011-07-22,False,7.004,22398,"[28, 12, 878]"
