anime_id,title,score,rank,popularity,members,synopsis,start_date,end_date,type,episodes,image_url
38699,Boku no Hero Academia the Movie 1: Futari no Hero Specials,7.34,2735,1819,140316,"Episode 1 is based on one-shot manga released in Vol. Origin, it explores the back-story of All Might's past and his journey into becoming the No.1 hero. Episode 2 is an epilogue picture drama for Boku no Hero Academia the Movie: Futari no Hero. Short specials included with the Blu-ray/DVD release of Boku no Hero Academia the Movie: Futari no Hero.",2019-01-01,2019-01-01,Special,2,https://cdn.myanimelist.net/images/anime/1969/153817.jpg
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.,7.34,2736,1549,173481,"Takato Saijou has held the title of ""Sexiest Man of the Year"" for five years running. He is an accomplished actor, with 20 years of experience under his belt, and is aware his good looks are well above average. Proud of his career, Takato regards the title as an appropriate indicator of his success. But when his reign is ended by acting newbie Junta Azumaya, who debuted only three years ago, Takato's initial shock gives way to jealous hostility. Even in the new drama that he has been cast in, Junta seems to have suddenly surpassed him; snatching Takato's usual spot of lead actor, Junta continually manages to get on his nerves. Most infuriating of all are the bright smile and kind words that accompany everything Junta does. All this animosity comes to a head, however, when Junta catches Takato in a rather vulnerable drunken state. Endangering his own public image, Takato confronts the junior actor with harsh words and angry comments—an opportunity Junta takes every advantage of. With the famous actor Takato Saijou now on video picking a fight with a co-star, Junta has the perfect means to blackmail him. Asking the price of his enemy's silence, Takato is shocked to find that his motivation lies far from advancing his career; instead, Junta's terms are those that can only be realized in the bedroom! [Written by MAL Rewrite]",2018-01-01,2018-01-01,TV,13,https://cdn.myanimelist.net/images/anime/1402/95620.jpg
6930,Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,7.34,2737,7351,9097,"While Nobita is sleeping, he suddenly feels the floor is trembling, like there would be an earthquake in his room. A little rabbit from an alternate universe named Chamii opens the door between the dimensions using a hammer and gets inside Nobita's room through the floor. Nobita waks up and Doraemon hears somebody steals food from the fridge in the kitchen. It is Chamii, who gets caught by Doraemon and Nobita. She shows them the passageway through Nobita's floor into the spaceship. After they enter the spaceship, they see the Koya Koya Planet. they meet a boy named Roppuru...",2009-01-01,2009-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/9/72434.jpg
4970,Afro Samurai: Resurrection,7.34,2731,2141,113709,"After obtaining the Number One headband, which proclaims him to be the best of all warriors, Afro spends most of his days in peace, though his nightmare-filled nights are not so tranquil. His life crescendos into chaos once again when Jinno and Sio, his former friends from long ago, take the headband from him, as well as the remains of his father. Challenged by Sio to don the Number Two headband again and exact revenge on them for their actions, Afro embarks on another journey as the wearer of said headband—an item for which anyone would kill him. Afro Samurai: Resurrection follows Afro as he fights a second series of battles against all manner of foes, wading through the sea of corpses in his wake so that he may once again quench his never-ending thirst for revenge. [Written by MAL Rewrite]",2009-01-01,2009-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/6/77929.jpg
344,Futatsu no Spica,7.34,2739,6613,11721,"When Kamogawa Asumi was just a baby, her mother was grievously injured when a rocket crashed to the ground. Five years later, having been in a coma all the time, Asumi's mother finally dies, and the little girl struggles to come to terms with the death of a mother she barely remembers. In the midst of her turmoil, she meets ""Lion-san,"" a strange figure wearing a lion mask and claiming to be a ghost. Lion-san helps Asumi to bury her mother's ashes, and finally, Asumi reaches her own decision: ""When I grow up, I'm going to be a rocket pilot."" (Source: ANN)",2003-01-01,2004-01-01,TV,20,https://cdn.myanimelist.net/images/anime/12/73986.jpg
33506,Ao no Exorcist: Kyoto Fujouou-hen,7.34,2733,270,812522,"The ExWire of True Cross Academy are beset with shock and fear in the aftermath of discovering that one of their own classmates, Rin Okumura, is the son of Satan. But for the moment, they have more pressing concerns than that of Rin's parentage: the left eye of the Impure King, a powerful demon, has been stolen from the academy's Deep Keep. After an attempt is made to steal the right eye in Kyoto as well, Rin and the other ExWires are sent to investigate the mystery behind the Impure King and the ultimate goal of the thief. While this mission has them cooperating for the time being, Rin has never felt more distant from his fellow exorcists. In his attempt to reconcile with them, he undergoes specialized training to control his dark power. However, when the right eye is stolen not long after their arrival, the unthinkable threat of a traitor amongst them leaves them in need of all the power they can get. [Written by MAL Rewrite]",2017-01-01,2017-01-01,TV,12,https://cdn.myanimelist.net/images/anime/5/85201.jpg
38533,Huyao Xiao Hongniang 6: Zhu Ye Pian,7.34,2741,8839,5790,Sixth season of Huyao Xiao Hongniang .,2019-01-01,2019-01-01,ONA,12,https://cdn.myanimelist.net/images/anime/1333/99422.jpg
61748,Douluo Dalu: Jiandao Chen Xin,7.34,2738,14458,1125,"Twenty years before the final Douluo battle, the Spirit Hall had conspired to unify the entire spirit master world and annex all the sects. The Seven Treasures Glazed Tile Sect was the first to be hit and fell into danger. Bone Douluo brought the sect's young master, the five-year-old Ning Rongrong, to ask Sword Douluo to rescue them. So Sword Douluo Chenxin took little Rongrong on a life-and-death escape. However, what they didn't know was that behind this road was a huge conspiracy that would affect Douluo Continent... (Source: Tencent, Google translated)",2025-01-01,2025-01-01,ONA,1,https://cdn.myanimelist.net/images/anime/1615/150280.jpg
38741,Xue Ying Ling Zhu,7.34,2727,8939,5597,"In the Tranquil Sun province of the empire, there exists an unremarkable lordship known as Xue Ying Territory! This is the home of the Dong Bo clan, the clan of our hero Xue Ying! His father, a commoner turned noble; his mother, a noble who abandoned her clan for love, and his brother, an innocent toddler. But peace cannot last forever, Xue Ying’s peaceful life is shattered, and the only way to reclaim it is through power! (Source: Novel Updates)",2018-01-01,2019-01-01,ONA,26,https://cdn.myanimelist.net/images/anime/1761/124124.jpg
2330,Jibaku-kun,7.34,2742,6028,14678,"Bucky, the protagonist of the history, is a normal boy that lives in the first world. He lives with a single and humble ambition: to dominate the world (in the sense of the whole planet). He is very certain and he would certainly die to reach his dream. One day he meets with Spark, the Great Child of Primas (World One). Spark is known as the strongest Great Child of all of the worlds, and he is a successor's search. After finding Bucky and talk a little with him, Spark without apparent reason choose Bucky his successor. Bucky has just become a Great Child and to win the company of Jibaki, the spirit of the first world. (Source: Wikipedia)",1999-01-01,2000-01-01,TV,26,https://cdn.myanimelist.net/images/anime/1630/143498.jpg
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,7.34,2743,7681,8099,"10-year-old Flone is a very active, tomboyish sort of a girl. One day, her father receives a letter from his English friend who is now in Australia. In the letter, the friend asks her father to come down to Australia because of a serious shortage of doctors. The family decides to leave their old house in Bern. Now their drifting voyage has begun! Flone's fantastic adventures will teach children about the importance of family and the joys of living amidst nature's beauty.",1981-01-01,1981-01-01,TV,50,https://cdn.myanimelist.net/images/anime/1191/98626.jpg
12149,AKB0048,7.34,2732,3024,64486,"After an interplanetary war at the beginning of the 21st century, planet Earth has been left in ruins, with much of its ecosystem completely destroyed. Because it was no longer possible to live a normal life on this planet, the inhabitants are forced to move on to other planets where life will, hopefully, be more comfortable. The Deep Galactic Trade Organization, a totalitarian government that affects many of the newly inhabited planets, has somehow come to the conclusion that music is a source of evil, and that it must be banned and destroyed for good. The talent group AKB0048 is soon formed, based on the original AKB48 members that once lived on Earth. Even though their music is now considered universally illegal, they make it their mission to bring their music back to life by travelling from one planet to another and holding as many concerts as they possibly can. They must undergo a whole new set of training methods in order to become the best that they can possibly be, while also avoiding the constant danger of being arrested because of their music. Join interplanetary popstars AKB0048 as they try to save the world－with music!",2012-01-01,2012-01-01,TV,13,https://cdn.myanimelist.net/images/anime/3/74157.jpg
53449,Hanhua Riji 4th Season,7.34,2740,12391,2016,Fourth season of Hanhua Riji .,2024-01-01,2024-01-01,ONA,12,https://cdn.myanimelist.net/images/anime/1477/138814.jpg
92,Kidou Shinseiki Gundam X,7.34,2746,3963,39731,"When one space colony declared its independence from the Earth Federation, the devastating 7th Space War, an all-out war between Earth and space, resulted. The Federation responded to the Space Revolutionary Army with mobile suits, called Gundams. However, the Space Revolutionary forces played their trump card and dropped hundreds of space colonies onto the Earth, plunging the planet into a seven-year-long nuclear winter. The Federation collapsed, but the Space Revolutionary Army was unable to invade the Earth in the aftermath of the colony drop. Fifteen years have passed. The year is now After War 0015, and a New Federation has sprung up on Earth to restore order. In space, the colonial leaders have been rebuilding their own forces as well. By chance, fifteen-year-old Garrod Ran has discovered an old Federation mobile suit, the Gundam X, and now he uses it to help out the Vulture ship Freeden in its struggle to keep the powers that be from repeating the mistakes of the past.",1996-01-01,1996-01-01,TV,39,https://cdn.myanimelist.net/images/anime/10/16054.jpg
60407,Kimi to Idol Precure♪,7.34,2747,8527,6280,"Uta Sakura is a lively and energetic middle school student who loves singing. One day, while walking her dog, she encounters a cute, peach-like fairy named Purirun, who is searching for the Legendary Protectors ""Idol Precure."" Purirun's hometown, KirakiLand, was a peaceful, sparkly place but has been forced into darkness by the villainous Darkine, leader of the Chokkiri Gang. Uta decides to help Purirun search for cheerful and happy people to become the Precure so KirakiLand can become bright again. Suddenly, the Chokkiri gang arrive in Hanamichi Town, Uta's hometown, and steal the sparkles from the townspeople. Uta decides to illuminate the darkness with sparkles from her song and is granted the power to transform into the Legendary Protector, Cure Idol.",2025-01-01,,TV,49,https://cdn.myanimelist.net/images/anime/1277/147358.jpg
2577,Tom Sawyer no Bouken,7.34,2722,6862,10729,"Tom Sawyer is a young boy growing up along the Mississippi River in the mid 1800s. Along with his best friend Huckleberry Finn, he spends his days ditching school, fishing, climbing trees and having adventures. (Source: ANN)",1980-01-01,1980-01-01,TV,49,https://cdn.myanimelist.net/images/anime/10/73344.jpg
23441,Love Stage!!: Chotto ja Nakutte,7.34,2749,2890,70540,"Bundled with volume four of the manga series Love Stage!! written by Eiki Eiki. This OVA takes place right after the final episode of Love Stage!! the anime series, which is based on the manga volumes 1-3.",2014-01-01,2014-01-01,OVA,1,https://cdn.myanimelist.net/images/anime/2/72350.jpg
15813,Majokko Shimai no Yoyo to Nene,7.34,2750,5444,19304,"Based on a manga ""Noroiya Shimai"" written by Hirarin and serialized in Monthly Comic Ryuu. It is a story about a pair of sisters who work as ""noroiya"" (cursers) using magic in a fantasy world. One day a big tree suddenly appears in a forest, and tall buildings that look like they are from our world can be seen entangled in it. The two sisters go there to investigate and get ported to our world. They then encounter two children who are startled by the sisters' sudden appearance and rush back home but at home they see their parents turned into monsters... (Source: MAL News)",2013-01-01,2013-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1598/94444.jpg
33106,Love Live! μ's Final Love Live! Opening Animation,7.34,2748,7609,8338,"An anime special shown prior to the μ's Final Love Live Live concert that took place in the Tokyo Dome on March 31st and April 1st 2016. In the episode, the members of μ's visit the school's new baby alpaca, and muse about their current selves.",2016-01-01,2016-01-01,Special,1,https://cdn.myanimelist.net/images/anime/6/88034.jpg
2743,Kidou Senshi Gundam SEED: SEED Supernova - Tanekyara Gekijou,7.34,2745,7486,8696,The first two shorts feature the original SEED cast and deal with an attempt by Yzak Joule to reclaim his his honor from Athrun Zala after having been one-upped at seemingly every contest with him since his childhood. The last two shorts feature the Minerva crew sent back in time on comical missions from Gil in an attempt to disrupt key events of the Seed era with disastrous yet hilarious effect. (Source: ANN),2007-01-01,2007-01-01,Special,4,https://cdn.myanimelist.net/images/anime/3/52119.jpg
1454,Kemonozume,7.34,2744,2660,81035,"Creatures known as Shokujinki have been secretly living alongside humans for hundreds of years. Though they may look like humans, Shokujinki are able to transform into uncontrollable beasts with gigantic claws and consume humans to survive. The equally secretive Kifuuken dojo specializes in killing Shokujinki by cutting off their arms, and is the only force preventing unchecked Shokujinki domination. Toshihiko Momota, the son of the leader of the Kifuuken, is instantly charmed by a mysterious woman named Yuka Kamitsuki. Their relationship is complicated, however, because unbeknownst to them both, Yuka is a Shokujinki and Toshihiko is sworn to kill her. Meanwhile, the Kifuuken is having a crisis of confidence as Toshihiko's brother Kazuma pushes against tradition and tries to modernize the Kifuuken. As emotions are strained and the secrets of both the past and present are revealed, who will live, and who will be eaten? [Written by MAL Rewrite]",2006-01-01,2006-01-01,TV,13,https://cdn.myanimelist.net/images/anime/3/86766.jpg
59632,Mattaku Saikin no Tantei to Kitara,7.34,2751,3741,44355,"In the detective business, everyone knows the name Keiichirou Nagumo. Back in high school, he was called a genius for cracking tough cases that even the police could not solve. But those days are long gone—or so the rumors say. However, one day, an unexpected visitor barges into his office: Mashiro, an energetic high school student who demands to be hired as his new assistant. Although Keiichirou tries to brush her off, Mashiro is persistent. She is determined to become a detective, and to prove her worth, she begins by teaching him about the latest technology and offers a fresh perspective on his business. Thus, Keiichirou takes Mashiro on as his assistant and embarks on a brand new chapter in his career—one where he finds himself constantly surprised by the modern generation of detectives. [Written by MAL Rewrite]",2025-01-01,2025-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1323/149460.jpg
48590,Mini Dragon,7.34,2752,3010,65226,Commemoration mini-anime series released on Kyoani YouTube Channel ahead of Kobayashi-san Chi no Maid Dragon S .,2021-01-01,2021-01-01,ONA,13,https://cdn.myanimelist.net/images/anime/1060/117806.jpg
1919,Urusei Yatsura OVA,7.34,2723,7176,9667,"The adventures of Lum, Ataru, Ten, and all the gang from Tomobiki continue in an assortment of new – but no less weird – stories. Watch as Lum, Ataru, and Shinobu encounter a rabbit-clad youth, enter the Room of Destiny, and get a glimpse into their futures in ""Inaba the Dreammaker,"" or see Ran's plans to use a sherbet cone-producing bird to open a sherbet shop one hot Tokyo summer go terribly awry in “Raging Sherbet.” Ataru has yet another bad experience with Lum's cooking in ""I Howl at the Moon"". (Source: ANN)",1985-01-01,1991-01-01,OVA,11,https://cdn.myanimelist.net/images/anime/1424/92240.jpg
40513,Nami yo Kiitekure,7.34,2753,2472,91151,"Restaurant worker Minare Koda has recently been through a bad breakup. Heartbroken and drunk after a night out, she rants about her misery to a complete stranger—Kanetsugu Matou, a radio station director local to Sapporo, Hokkaido. The next day at work, Minare is shocked to hear a recording of herself from the previous night playing over the radio. Flustered, she rushes to the radio station in a frenzy to stop the broadcast. As she confronts Matou, a chain of events leads to her giving an impromptu talk live on air, explaining her savage drunken speech. With her energetic voice, she delivers a smooth dialogue with no hesitation, which Matou recognizes as raw talent. Minare soon becomes a late-night talk show host under Matou's direction, covering amusing narratives set in Sapporo, all while balancing her day job and personal life to make ends meet. [Written by MAL Rewrite]",2020-01-01,2020-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1913/112190.jpg
38528,Quanzhi Fashi III,7.34,2760,3108,61737,"After the crisis brought forth by the Black Order, Bo City's surviving residents desert the place. With nearby cities providing shelter to the displaced refugees, Mo Fan and his family accept the offer and travel to Mingzhu City, the capital of magic. Mo Fan has little time to settle in when his teacher Tang Yue requests him to assist her with an investigation involving the Black Order. However, Mo Fan agrees only on the condition of having a dark element awakened in him. As he steadily attunes to his newfound powers, Mo Fan prepares to enroll at Mingzhu University, a dream place for all magicians. Along the way, Mo Fan's interactions with the elements steadily surpass his expectations, showing him that this is only the beginning of discoveries within his limitless potential. [Written by MAL Rewrite]",2018-01-01,2018-01-01,ONA,12,https://cdn.myanimelist.net/images/anime/1398/95679.jpg
3965,Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,7.34,2755,4549,29805,"World-class conductor Franz von Stresemann sends his favorite music students Shinichi Chiaki, Megumi ""Nodame"" Noda, Ryuutarou Mine, and Masumi Okuyama to the Nina Lutz Music Festival in Nagano to study under other famous masters. During their car ride, Chiaki is irritated by his friends' antics, but later wakes up from a nap to discover that they took a detour to a beach in Niigata. Mine tans under the bright sun while Nodame and Masumi enjoy a refreshing swim; Chiaki sits inside the beach club, trying his best to hide his fear of the sea. When Nodame suggests renting an inflatable boat to row over to a small island, will Chiaki be able to keep his secret? [Written by MAL Rewrite]",2007-01-01,2007-01-01,Special,1,https://cdn.myanimelist.net/images/anime/3/11970.jpg
31918,Owaranai Seraph: Nagoya-hen,7.34,2758,3142,60238,Specials included in the Blu-ray and DVD releases.,2015-01-01,2016-01-01,Special,4,https://cdn.myanimelist.net/images/anime/10/77545.jpg
27787,Nisekoi:,7.34,2754,307,733550,"Despite having seemingly quelled the war between their respective gangs, Raku Ichijou and Chitoge Kirisaki still carry on with their fake relationship. Eventually, as Chitoge's perception of Raku slowly changes, she even begins to see him as a little charming. Chitoge struggles to come to terms with her newfound feelings for Raku, as a new girl joins the slew of Raku's admirers and the competition among those vying for the yakuza heir's attention grows even fiercer. And amidst all this, Raku's search for his first love and the contents of the mysterious sealed locket continues in Nisekoi: , which picks up where the first season left off. [Written by MAL Rewrite]",2015-01-01,2015-01-01,TV,12,https://cdn.myanimelist.net/images/anime/13/72626.jpg
30714,Owaranai Seraph,7.34,2757,2350,98877,Specials included in the Blu-ray and DVD releases.,2015-01-01,2015-01-01,Special,9,https://cdn.myanimelist.net/images/anime/6/76505.jpg
19193,Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,7.33,2765,3544,48459,"Third movie of Ghost in the Shell: Arise. Motoko and Batou work to try to stop a terrorist organization whose symbol is the Scylla. Meanwhile, Togusa investigates a murder of a man who possessed a prosthetic leg manufactured by the Mermaid's Leg corporation. (Source: Wikipedia)",2014-01-01,2014-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/9/56607.jpg
1526,Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,7.34,2759,1997,124746,"A long time ago, the people of Camaron Palace found themselves on the brink of destruction. Fortunately, they escaped it when Sir Aaron, the True Guardian of Aura, saved them. He sacrificed himself to stop a war between kingdoms. From that day on, a tournament is held every year to commemorate his noble deed. Satoshi, a budding Pokémon trainer from Kanto, manages to win the latest tournament and is allowed to wield a staff said to have belonged to Sir Aaron himself. Lucario, the Aura Pokémon—who is also the servant of the True Guardian—emerges from the staff. However, remembering his last memory of his master abandoning him, Lucario runs away in confusion. Meanwhile, Pikachu, Satoshi's companion, is abruptly taken by a Pokémon named Mew to the legendary Tree of Beginning. Only Lucario knows the way there, but he is unwilling to trust humans after his master's betrayal. Even so, to save his partner, Satoshi and his companions must acquire all the help they need and travel to the Tree of Beginning, unfolding hidden truths from centuries ago. [Written by MAL Rewrite]",2005-01-01,2005-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/6/79257.jpg
350,Ojamajo Doremi,7.34,2756,3100,61955,"Harukaze Doremi considers herself to be the unluckiest girl in the world. Her parents are always fighting, her little sister makes fun of her, and her crush pines after another girl. If only Doremi could just wave a magic wand, she would have a much better life—or so she used to think. After a mishap with a real witch, Doremi becomes an apprentice witch herself, and it turns out she's pretty horrible at that, too. Now she and her two friends must study to become better at magic so they can become good witches. That is, if they can focus on their magic studies! The three apprentices will need all the luck they can get if they want to pass the witch exams and become full-fledged witches. Only then will Doremi's debt to the witch Majorika be repaid. Until then, Doremi will remain a useless little witch girl!",1999-01-01,2000-01-01,TV,51,https://cdn.myanimelist.net/images/anime/1069/133679.jpg
52890,Long Zu Episode 0,7.33,2766,5871,15730,Episode 0 of Long Zu .,2022-01-01,2022-01-01,ONA,1,https://cdn.myanimelist.net/images/anime/1980/127330.jpg
58080,Kenka Dokugaku,7.33,2762,2471,91102,"The bullies at Yoo Hobin's high school are no ordinary trouble-makers: they are NewTubers, budding internet celebrities who force Hobin to partake in humiliating videos and host live-streams in his house. Hobin only manages to stay strong by reminding himself that he needs to work hard to support his hospitalized mother. However, during his classmate Woo Jihyeok's live stream, Hobin completely snaps after a humiliating incident. As a result, the two men engage in a grotesque fistfight that lasts until dawn. The following day, Hobin discovers that the livestream of his fight went viral on NewTube, turning him into a celebrity overnight. After he realizes that making viral videos is a very lucrative endeavor, Hobin agrees to team up with Jihyeok to create a channel that features his martial prowess. However, Hobin needs to become a seasoned fighter and keep his distance from those who seek to use him for his newfound fame, unless he wants a lack of views to become the least of his problems. Thankfully for him, the unexpected discovery of a series of obscure self-learning videos might be just what he needs to survive in the content creation industry. [Written by MAL Rewrite]",2024-01-01,2024-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1594/142521.jpg
3268,Mai-Otome 0: S.ifr,7.33,2768,5933,15355,"This is the prequel of My-Otome, which predates the events before the My-Otome Series. In this series, it focuses upon the origins of Lena Sayers, the mother of Arika Yumemiya and former bearer of Lofty Crimson Jade / Blue Sky Sapphire GEM, and Sifr Fran, the biological mother of Nina Wáng and the former queen of Windbloom Kingdom, as well as the origins of Schwartz, Aswad, and the Garderobe Academy and its Five Columns. The kidnapping of Sifr and the powerful revelation of Lena's GEM will soon fatefully determine the outcome of the future for themselves and the others around them. (Source: ANN)",2008-01-01,2008-01-01,OVA,3,https://cdn.myanimelist.net/images/anime/4/12403.jpg
333,Mama wa Shougaku 4-nensei,7.33,2769,7708,8036,"Natsumi Mizuki is a 4th grader whose parents have gone to London. Her Aunt Izumi comes to live with her. Izumi is an aspiring manga writer who is trying to get her first big break, so she doesn't have time for a baby that appears out of thin air on Natsumi's first night alone. The baby's name is Mirai and her mother is *Natsumi*, but 15 years older. Somehow, Mirai had traveled back in time. Now the young Natsumi has to raise Mirai while trying to keep her 4th grade life from falling apart and keep Mirai-chan secret from everyone. She has the dubious help of Izumi and some baby-care gadgets from the future. (Source: ANN)",1992-01-01,1992-01-01,TV,51,https://cdn.myanimelist.net/images/anime/12/87408.jpg
30016,Nanbaka,7.33,2772,748,356723,"Nanba is the world's most formidable prison, built to incarcerate criminals who are too slippery to stay in ordinary confinement. The four inmates who occupy Cell 13 are particularly cunning on that behalf, having escaped every other prison with a perfect success rate. There is Juugo, a specialist in locks who has spent the majority of his life in prison; Uno, a gambler with great intuition; Nico, an otaku whose body reacts strangely to drugs; and Rock, a bruiser with a love for food. The daily shenanigans of the four prisoners always cause trouble for the building supervisor, Hajime Sugoroku, who desperately tries to prevent them from breaking out of Nanba. Nanbaka follows the comedic, sparkle-filled exploits of these prisoners and their guards. From three square meals a day to sports festivals, prison life in Nanba isn't actually that bad—and it is the closest these four have to a home. [Written by MAL Rewrite]",2016-01-01,2016-01-01,TV,13,https://cdn.myanimelist.net/images/anime/2/81399.jpg
10536,Kimi ni Todoke 2nd Season: Minitodo Gekijou,7.33,2764,3342,54009,"DVD and BD-Box original animation shorts. Episodes 1 and 2 (DVD and BD) are short fairy tales of Cinderella and Snow White from Kurumi's telling, respectively. Episode 3 (BD only) is a stage performance of Romeo and Juliet by Kazehaya and Sawako with Chizuru, Ayane, Ryuu in the backstage and Miura as the announcer.",2011-01-01,2011-01-01,Special,3,https://cdn.myanimelist.net/images/anime/1353/121755.jpg
36043,Net-juu no Susume Special,7.33,2774,2101,117257,"Much to her dismay, Moriko Morioka's computer has broken down. However, not all is lost as she remembers that Yuuta Sakurai is a computer geek, leading Morioka to seek his expertise. But when Sakurai visits to help build her a new computer, hilarity ensues. [Written by MAL Rewrite]",2017-01-01,2017-01-01,Special,1,https://cdn.myanimelist.net/images/anime/7/90115.jpg
2204,Karakuri Zoushi Ayatsuri Sakon,7.33,2761,6276,13287,"The dark-haired bishounen is Sakon Tachibana, a puppeteer, and the other is Ukon, his favorite puppet, and best friend. Sakon is the (only) grandson of Saemon Tachibana, a national treasure of Japan famous for his manipulation of Bunraku puppets. Ukon is a child doll puppet made in the early Meiji era by the famous female dollmaker Unosuke. Together they run into murders and solve them. (Source: AnimeNfo)",1999-01-01,2000-01-01,TV,26,https://cdn.myanimelist.net/images/anime/10/16022.jpg
54883,Mononogatari 2nd Season,7.33,2771,3848,42296,"Although Hyouma Kunato has begun to feel comfortable around Botan Nagatsuki and her family of tsukumogami—objects possessed by spirits called marebito—he has not forgotten about his main goal in life: revenge. Unbeknownst to Hyouma, while he is training in Kyoto under the supervision of the Kadomori family, the Bureau of Traditional Music, a group of three musical instrument tsukumogami, begins to enact its plan. The trio questions Botan's family about their intentions regarding Hyouma's presence near the person embodying the frontier between the human and marebito worlds. Soon after, the paper umbrella tsukumogami that Hyouma had been pursuing for years suddenly reappears and abducts Botan along with her university friends. Rushing to save the one he swore to protect, Hyouma might have to change his priorities if he wants to keep his promise to Botan. [Written by MAL Rewrite]",2023-01-01,2023-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1111/135927.jpg
1091,Kidou Senshi Gundam II: Ai Senshi-hen,7.33,2763,3908,41093,"As the War continues, Amuro and the White Base crew must make their way toward the Earth Federation Headquarters, Jaburo. On their way they meet several new enemies and face off against impossible odds. They fight in Operation Odessa to relieve the Earth from the clutches of the Zeon forces. Lives are lost, new friendships are made, and discoveries at every corner. Amuro soon learns that he possesses the powers of the mysterious Newtypes. (Source: Otakufreakmk2)",1981-01-01,1981-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1336/143747.jpg
9124,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,7.33,2775,7400,8927,"According to HMV, the DVD & Blu-ray volume 7 of Ookiku Furikabutte ~Natsu no Taikai Hen~ will include an unaired episode 12.5. Director Mizushima posted in his blog that the special was made because they couldn't put the original manga episodes happened between the episode 12 and 13 within the TV series.",2010-01-01,2010-01-01,Special,1,https://cdn.myanimelist.net/images/anime/3/25253.jpg
238,Rekka no Honoo,7.33,2779,2861,71678,"Most people think that ninjas are a thing of the past, but Rekka Hanabishi wishes otherwise. Although he comes from a family that makes fireworks, he likes to think of himself as a self-styled, modern-day ninja. Sounds like fun, right? Maybe not. Rekka ends up in lots of fights because he once made the bold announcement that if someone can defeat him, he will become their servant. Then one day, Rekka meets Yanagi Sakoshita, a gentle girl with the ability to heal any wound or injury. Their meeting sets off a chain of events, which culminate into a shocking discovery. Rekka is the last surviving member of a legendary ninja clan that was wiped out centuries ago. Even more astonishing than being an actual ninja, he also wields the power to control fire. What does this mean for Rekka? Who are these strange people after him and Yanagi? Find out in Rekka no Honoo !",1997-01-01,1998-01-01,TV,42,https://cdn.myanimelist.net/images/anime/1646/113504.jpg
20709,Sabage-bu!,7.33,2780,1622,163161,"On a train to her new middle school, Momoka Sonokawa is preyed upon by a molester, only to be rescued by a girl wielding dual pistols. The girl turns out to be Miou Ootori, Momoka's upperclassman and president of the Aogiri Academy's Survival Game Club, called Sabage-bu for short. Noticing Momoka's aptitude with a pistol, Miou takes a liking to her and tries to persuade her to join the club. In spite of her steadfast refusal, Momoka inexplicably finds herself a member of Sabage-bu. Sabage-bu is anything but a typical middle-school club. Its members' socially awkward behaviors scare Momoka. Their personalities range from the fanatical to the completely delusional. They do not hold back from walking around public areas wearing ghillie suits or even bungee jumping from the school building. Thrown together with this collection of survival game maniacs, the zealously ordinary Momoka must somehow adjust to her unexpectedly wild school life. [Written by MAL Rewrite]",2014-01-01,2014-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1278/98837.jpg
6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,7.33,2773,1237,220766,"After being sent to investigate the alarming disappearance of four bloodline limit-wielding ninjas from different countries, Kakashi Hatake, Naruto Uzumaki, Sakura Haruno, and Sai successfully discover their whereabouts and inform the Hokage. Unexpectedly, Tsunade's further arrangements fall apart when Hiruko—the mastermind behind the incident and also a former Konohagakure ninja obsessed with power—appears to announce that he has absorbed the missing ninjas' unique abilities. On the verge of becoming invincible, he seeks one more bloodline limit before starting an all-out war to take over the world. As Konohagakure's past connections with Hiruko raise suspicions among the nations about its involvement in the affair, Tsunade receives an ultimatum to solve the crisis. Left with no other choice, she decides to follow Kakashi's lead after he presents a daring yet salutary scheme—a proposal that could send him to certain death. However, Naruto opposes such a plan! Despite the Hokage's decision, he is determined to save his teacher's life, even if it means fighting friend and foe alike. [Written by MAL Rewrite]",2009-01-01,2009-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1493/116732.jpg
