Year,Month,Category,Series,Monthly Sales
2024,4,SUV,荣威RX5,802
2024,4,SUV,奔驰GLA,801
2024,4,SUV,蔚来ES8,773
2024,4,SUV,哪吒X,773
2024,4,SUV,凌放HARRIER,761
2024,4,SUV,宝骏悦也,723
2024,4,SUV,凯迪拉克XT4,708
2024,4,SUV,启辰VX6,700
2024,4,SUV,宝骏悦也Plus,692
2024,4,SUV,问界M5,668
2024,4,SUV,创维HT-i,665
2024,4,SUV,启辰大V,665
2024,4,SUV,阿维塔11,662
2024,4,SUV,起亚EV5,638
2024,4,SUV,铂智4X,619
2024,4,SUV,瑞虎3x,617
2024,4,SUV,标致5008,610
2024,4,SUV,炫界,603
2024,4,SUV,北京X7 PHEV,576
2024,4,SUV,奕跑,576
2024,4,SUV,丰田C-HR,573
2024,4,SUV,星途追风,571
2024,4,SUV,哈弗H5,550
2024,4,SUV,极氪X,548
2024,4,SUV,合创Z03,525
2024,4,SUV,风行T5,521
2024,4,SUV,长安UNI-T,520
2024,4,SUV,大蚂蚁,520
2024,4,SUV,影酷,508
2024,4,SUV,捷途山海L9,502
2024,4,SUV,坦克500,500
2024,4,SUV,smart精灵#3,491
2024,4,SUV,本田CR-V新能源,485
2024,4,SUV,沃尔沃XC40,483
2024,4,SUV,VGV U70 PRO,480
2024,4,SUV,奥迪Q5 e-tron,470
2024,4,SUV,创维汽车EV6,461
2024,4,SUV,哪吒AYA,461
2024,4,SUV,奥迪Q5L Sportback,460
2024,4,SUV,星途揽月,450
2024,4,SUV,哈弗枭龙,448
2024,4,SUV,风光500,445
2024,4,SUV,探岳X,438
2024,4,SUV,奔腾T55,434
2024,4,SUV,昊铂HT,430
2024,4,SUV,传祺ES9,414
2024,4,SUV,风光580,406
2024,4,SUV,吉利ICON,406
2024,4,SUV,东风本田M-NV,403
2024,4,SUV,途铠,400
2024,4,SUV,ID.6 CROZZ,400
2024,4,SUV,奥迪Q3 Sportback,393
2024,4,SUV,荣威RX5新能源,393
2024,4,SUV,凯翼昆仑,385
2024,4,SUV,哈弗H9,383
2024,4,SUV,魔方,376
2024,4,SUV,MG ONE,365
2024,4,SUV,奥迪Q6,363
2024,4,SUV,极越01,362
2024,4,SUV,宝马iX1,360
2024,4,SUV,ARIYA艾睿雅,346
2024,4,SUV,飞行家,343
2024,4,SUV,沃尔沃XC60新能源,340
2024,4,SUV,领裕,330
2024,4,SUV,北京BJ60,324
2024,4,SUV,天逸 C5 AIRCROSS,320
2024,4,SUV,风行T5 EVO,289
2024,4,SUV,纳米BOX,287
2024,4,SUV,柯米克,285
2024,4,SUV,帕拉丁,276
2024,4,SUV,风光S560,257
2024,4,SUV,风行雷霆,253
2024,4,SUV,ID.6 X,250
2024,4,SUV,领克09,238
2024,4,SUV,凯迪拉克GT4,237
2024,4,SUV,智己LS7,237
2024,4,SUV,奕泽IZOA,229
2024,4,SUV,摩卡新能源,229
2024,4,SUV,元Pro,222
2024,4,SUV,江淮QX PHEV,214
2024,4,SUV,红旗HS7,212
2024,4,SUV,睿蓝9,205
2024,4,SUV,蔚来EC7,203
2024,4,SUV,奔腾T77,202
2024,4,SUV,凯迪拉克XT6,201
2024,4,SUV,捷途X70S EV,192
2024,4,SUV,本田e:NS1,186
2024,4,SUV,IQ傲歌,181
2024,4,SUV,开拓者,180
2024,4,SUV,探界者,174
2024,4,SUV,欧萌达,169
2024,4,SUV,英菲尼迪QX60,162
2024,4,SUV,昂科旗,158
2024,4,SUV,撼路者,157
2024,4,SUV,勇士,155
2024,4,SUV,极石01,154
2024,4,SUV,五菱星云,153
2024,4,SUV,SWM斯威大虎,152
2024,4,SUV,睿蓝汽车X3 PRO,145
2024,4,SUV,EVOS,144
2024,4,SUV,柯珞克,133
2024,4,SUV,长安CS75 PLUS 智电iDD,132
2024,4,SUV,智跑,125
2024,4,SUV,212,120
2024,4,SUV,捷豹E-PACE,118
2024,4,SUV,Polestar 4,117
2024,4,SUV,e:NP1 极湃1,117
2024,4,SUV,小鹏G3,113
2024,4,SUV,途观L新能源,110
2024,4,SUV,昂科拉,100
2024,4,SUV,奔驰EQA,99
2024,4,SUV,荣威D5X DMH,97
2024,4,SUV,森雅R7,97
2024,4,SUV,皓影新能源,91
2024,4,SUV,IQ锐歌,91
2024,4,SUV,炫界Pro EV,88
2024,4,SUV,索奈,87
2024,4,SUV,长安UNI-K 智电iDD,86
2024,4,SUV,启辰星,83
2024,4,SUV,福特烈马,79
2024,4,SUV,探岳GTE,77
2024,4,SUV,柯迪亚克,76
2024,4,SUV,睿蓝7,76
2024,4,SUV,别克E4,69
2024,4,SUV,飞凡R7,68
2024,4,SUV,威兰达新能源,66
2024,4,SUV,福特电马,65
2024,4,SUV,传祺GS4 PLUS,64
2024,4,SUV,蔚来ES7,48
2024,4,SUV,哈弗赤兔,44
2024,4,SUV,沃尔沃XC40新能源,38
2024,4,SUV,远航H8,36
2024,4,SUV,AION LX,35
2024,4,SUV,腾势N8,33
2024,4,SUV,宝马X2,32
2024,4,SUV,英菲尼迪QX50,32
2024,4,SUV,胜达,31
2024,4,SUV,星迈罗,30
2024,4,SUV,昂扬,30
2024,4,SUV,K60新能源,25
2024,4,SUV,星途追风C-DM,22
2024,4,SUV,沃尔沃C40,21
2024,4,SUV,风光E3,20
2024,4,SUV,上汽大通MAXUS D90 Pro,18
2024,4,SUV,SWM斯威G05,17
2024,4,SUV,北京BJ80,16
2024,4,SUV,红旗E-HS9,16
2024,4,SUV,极狐 阿尔法T(ARCFOX αT),13
2024,4,SUV,奥迪e-tron,12
2024,4,SUV,创酷,12
2024,4,SUV,红旗国耀,11
2024,4,SUV,长安CS95,11
2024,4,SUV,荣威RX9,11
2024,4,SUV,大通D60,9
2024,4,SUV,江淮X8 PLUS,8
2024,4,SUV,发现运动版新能源,8
2024,4,SUV,揽胜极光新能源,8
2024,4,SUV,奔驰EQB,5
2024,4,SUV,SWM斯威G01,5
2024,4,SUV,RAV4荣放双擎E+,5
2024,4,SUV,萨瓦纳,3
2024,4,SUV,赛力斯SF5,2
2024,4,SUV,奕泽IZOA E进擎,2
2024,4,SUV,宝马X1新能源,2
2024,4,SUV,星越L增程电动版,1
2024,5,SUV,Model Y,39985
2024,5,SUV,宋PLUS新能源,33422
2024,5,SUV,元PLUS,24646
2024,5,SUV,宋Pro新能源,22130
2024,5,SUV,锋兰达,21258
2024,5,SUV,AION Y,17190
2024,5,SUV,问界M9,16462
2024,5,SUV,RAV4荣放,14257
2024,5,SUV,星越L,13254
2024,5,SUV,理想L6,12965
2024,5,SUV,威兰达,12812
2024,5,SUV,卡罗拉锐放,12526
2024,5,SUV,探岳,12429
2024,5,SUV,长安CS75 PLUS,12400
2024,5,SUV,唐新能源,12123
2024,5,SUV,瑞虎8,11618
2024,5,SUV,本田CR-V,11459
2024,5,SUV,奥迪Q5L,11130
2024,5,SUV,逍客,11037
2024,5,SUV,问界M7,10181
2024,5,SUV,皓影,10170
2024,5,SUV,奔驰GLC,10150
2024,5,SUV,元UP,9565
2024,5,SUV,理想L7,9540
2024,5,SUV,宝马X3,9378
2024,5,SUV,哈弗H6,9365
2024,5,SUV,途观L,9321
2024,5,SUV,宝马X1,8527
2024,5,SUV,汉兰达,8120
2024,5,SUV,蔚来ES6,8094
2024,5,SUV,奔驰GLB,7900
2024,5,SUV,宝马X5,7683
2024,5,SUV,捷途X70,7350
2024,5,SUV,博越L,6837
2024,5,SUV,捷途旅行者,6819
2024,5,SUV,零跑C11,6581
2024,5,SUV,理想L9,6579
2024,5,SUV,红旗HS5,6515
2024,5,SUV,途岳,6085
2024,5,SUV,坦克300,6062
2024,5,SUV,领克08,6001
2024,5,SUV,深蓝S07,5977
2024,5,SUV,缤越,5946
2024,5,SUV,沃尔沃XC60,5787
2024,5,SUV,哈弗大狗,5672
2024,5,SUV,银河L7,5589
2024,5,SUV,问界M5,5583
2024,5,SUV,零跑C10,5411
2024,5,SUV,理想L8,5322
2024,5,SUV,捷达VS5,5190
2024,5,SUV,长安UNI-Z新能源,5031
2024,5,SUV,途昂,4658
2024,5,SUV,传祺GS4,4578
2024,5,SUV,iCAR 03,4145
2024,5,SUV,长安启源Q05经典,4063
2024,5,SUV,T-ROC探歌,4061
2024,5,SUV,长安欧尚X5 PLUS,3970
2024,5,SUV,ID.4 CROZZ,3961
2024,5,SUV,领克06,3925
2024,5,SUV,长安CS55PLUS,3894
2024,5,SUV,皇冠陆放,3852
2024,5,SUV,宋L EV,3802
2024,5,SUV,哪吒L,3732
2024,5,SUV,极狐 阿尔法T5,3731
2024,5,SUV,昂科威,3635
2024,5,SUV,瑞虎9,3614
2024,5,SUV,博越,3570
2024,5,SUV,捷途旅行者C-DM,3504
2024,5,SUV,瑞虎7,3472
2024,5,SUV,长安欧尚Z6,3463
2024,5,SUV,哈弗猛龙新能源,3420
2024,5,SUV,小鹏G6,3362
2024,5,SUV,皓瀚,3238
2024,5,SUV,捷途X90,3165
2024,5,SUV,坦克500新能源,3158
2024,5,SUV,坦克400新能源,3116
2024,5,SUV,小鹏G9,3068
2024,5,SUV,探索06,3067
2024,5,SUV,奥迪Q3,3051
2024,5,SUV,传祺GS3,3049
2024,5,SUV,奇骏,2888
2024,5,SUV,途胜L,2848
2024,5,SUV,揽巡,2834
2024,5,SUV,ID.4 X,2800
2024,5,SUV,星纪元 ET,2770
2024,5,SUV,北京BJ40,2754
2024,5,SUV,捷途大圣,2750
2024,5,SUV,蔚来EC6,2732
2024,5,SUV,马自达CX-5,2642
2024,5,SUV,豪越L,2602
2024,5,SUV,smart精灵#1,2527
2024,5,SUV,红旗HS3,2513
2024,5,SUV,豹5,2430
2024,5,SUV,长安欧尚X7 PLUS,2410
2024,5,SUV,航海家,2122
2024,5,SUV,本田HR-V,2115
2024,5,SUV,几何E萤火虫,2111
2024,5,SUV,奔腾T90,2095
2024,5,SUV,腾势N7,2031
2024,5,SUV,威飒,2023
2024,5,SUV,北京BJ30,2010
2024,5,SUV,魏牌 蓝山,2006
2024,5,SUV,PATHFINDER探陆,2002
2024,5,SUV,锐界L,1906
2024,5,SUV,领睿,1905
2024,5,SUV,宝马iX3,1902
2024,5,SUV,凯迪拉克XT5,1856
2024,5,SUV,北京现代ix35,1843
2024,5,SUV,坦克700新能源,1826
2024,5,SUV,AION V,1825
2024,5,SUV,坦克300新能源,1767
2024,5,SUV,冠道,1727
2024,5,SUV,蓝电E5,1705
2024,5,SUV,揽境,1667
2024,5,SUV,哈弗M6,1631
2024,5,SUV,五菱星驰,1582
2024,5,SUV,探险者,1567
2024,5,SUV,福特烈马,1560
2024,5,SUV,长安CS35PLUS,1553
2024,5,SUV,风云T9,1547
2024,5,SUV,冒险家,1525
2024,5,SUV,长安欧尚Z6 智电iDD,1485
2024,5,SUV,星途凌云,1465
2024,5,SUV,缤智,1464
2024,5,SUV,传祺GS8,1396
2024,5,SUV,捷达VS7,1377
2024,5,SUV,护卫舰07,1372
2024,5,SUV,悦虎,1256
2024,5,SUV,长安UNI-K,1202
2024,5,SUV,奥迪Q4 e-tron,1200
2024,5,SUV,五菱星辰,1188
2024,5,SUV,启辰大V DD-i,1163
2024,5,SUV,发现运动版,1137
2024,5,SUV,启辰VX6,1133
2024,5,SUV,瑞虎5x,1121
2024,5,SUV,吉利ICON,1119
2024,5,SUV,领克06新能源,1119
2024,5,SUV,星途瑶光C-DM,1049
2024,5,SUV,本田XR-V,1043
2024,5,SUV,锐际,1007
2024,5,SUV,极越01,1001
2024,5,SUV,星越L 智擎,976
2024,5,SUV,赛图斯,939
2024,5,SUV,蔚来ES8,937
2024,5,SUV,捷途山海L9,920
2024,5,SUV,宝骏悦也,919
2024,5,SUV,昊铂HT,915
2024,5,SUV,领克09新能源,901
2024,5,SUV,奔驰GLA,900
2024,5,SUV,ID.6 CROZZ,897
2024,5,SUV,探影,884
2024,5,SUV,狮铂拓界,870
2024,5,SUV,别克E5,851
2024,5,SUV,宝骏悦也Plus,848
2024,5,SUV,凌放HARRIER,843
2024,5,SUV,岚图FREE,836
2024,5,SUV,马自达CX-50行也,834
2024,5,SUV,东风风神L7新能源,803
2024,5,SUV,smart精灵#3,800
2024,5,SUV,荣威RX5,791
2024,5,SUV,揽胜极光,787
2024,5,SUV,本田UR-V,766
2024,5,SUV,丰田C-HR,738
2024,5,SUV,奥迪Q2L,726
2024,5,SUV,海狮07EV,715
2024,5,SUV,领克09,709
2024,5,SUV,北京X7,705
2024,5,SUV,劲客,697
2024,5,SUV,奔驰EQE SUV,689
2024,5,SUV,哈弗H5,686
2024,5,SUV,领克01,686
2024,5,SUV,天逸 C5 AIRCROSS,686
2024,5,SUV,宝马iX1,685
2024,5,SUV,皓极,670
2024,5,SUV,五菱缤果PLUS,661
2024,5,SUV,风光ix5,660
2024,5,SUV,启辰大V,659
2024,5,SUV,哈弗大狗PLUS新能源,659
2024,5,SUV,阿维塔11,643
2024,5,SUV,炫界,633
2024,5,SUV,创维汽车EV6,629
2024,5,SUV,创维HT-i,629
2024,5,SUV,传祺ES9,626
2024,5,SUV,星途瑶光,620
2024,5,SUV,大蚂蚁,613
2024,5,SUV,仰望U8,608
2024,5,SUV,凯迪拉克XT4,599
2024,5,SUV,瑞虎3x,595
2024,5,SUV,铂智4X,581
2024,5,SUV,长安UNI-T,573
2024,5,SUV,沃尔沃XC40,508
2024,5,SUV,哪吒X,492
2024,5,SUV,ARIYA艾睿雅,489
2024,5,SUV,智己LS6,483
2024,5,SUV,IQ傲歌,463
2024,5,SUV,哪吒AYA,462
2024,5,SUV,奥迪Q5L Sportback,455
2024,5,SUV,探岳X,446
2024,5,SUV,星途揽月,435
2024,5,SUV,柯米克,408
2024,5,SUV,奥迪Q5 e-tron,400
2024,5,SUV,本田CR-V新能源,395
2024,5,SUV,纳米BOX,395
2024,5,SUV,奥迪Q3 Sportback,394
2024,5,SUV,凯翼昆仑,388
2024,5,SUV,哈弗枭龙,386
2024,5,SUV,沃尔沃XC60新能源,378
2024,5,SUV,极氪X,378
2024,5,SUV,奔驰EQB,360
2024,5,SUV,奥迪Q6,355
2024,5,SUV,起亚EV5,353
2024,5,SUV,飞行家,347
2024,5,SUV,ZR-V 致在,343
2024,5,SUV,坦克500,342
2024,5,SUV,奕跑,340
2024,5,SUV,智己LS7,335
2024,5,SUV,远航H8,335
2024,5,SUV,捷途X70S EV,335
2024,5,SUV,领裕,327
2024,5,SUV,魔方,310
2024,5,SUV,蔚来EC7,298
2024,5,SUV,昂科旗,296
2024,5,SUV,凯迪拉克XT6,283
2024,5,SUV,北京BJ60,278
2024,5,SUV,ID.6 X,260
2024,5,SUV,奔驰EQA,242
2024,5,SUV,元Pro,242
2024,5,SUV,途观L新能源,242
2024,5,SUV,柯珞克,239
2024,5,SUV,摩卡新能源,239
2024,5,SUV,东风本田M-NV,215
2024,5,SUV,昂科拉,215
2024,5,SUV,荣威RX5新能源,207
2024,5,SUV,VGV U70 PRO,207
2024,5,SUV,标致5008,207
2024,5,SUV,柯迪亚克,207
2024,5,SUV,睿蓝7,205
2024,5,SUV,福特电马,201
2024,5,SUV,风行T5,198
2024,5,SUV,奔腾T55,195
2024,5,SUV,红旗HS7,192
2024,5,SUV,影酷,182
2024,5,SUV,奕泽IZOA,181
2024,5,SUV,MG ONE,181
2024,5,SUV,帕拉丁,180
2024,5,SUV,英菲尼迪QX60,179
2024,5,SUV,标致4008,178
2024,5,SUV,途铠,175
2024,5,SUV,欧萌达,174
2024,5,SUV,212,172
2024,5,SUV,哈弗H9,168
2024,5,SUV,极石01,163
2024,5,SUV,智跑,161
2024,5,SUV,IQ锐歌,156
2024,5,SUV,五菱星云,148
2024,5,SUV,e:NP1 极湃1,146
2024,5,SUV,风光580,142
2024,5,SUV,探界者,140
2024,5,SUV,Polestar 4,138
2024,5,SUV,开拓者,138
2024,5,SUV,睿蓝9,136
2024,5,SUV,别克E4,130
2024,5,SUV,睿蓝汽车X3 PRO,125
2024,5,SUV,启辰星,121
2024,5,SUV,凯迪拉克GT4,120
2024,5,SUV,探岳GTE,118
2024,5,SUV,皓影新能源,113
2024,5,SUV,长安CS75 PLUS 智电iDD,113
2024,5,SUV,风光500,111
2024,5,SUV,勇士,107
2024,5,SUV,EVOS,106
2024,5,SUV,SWM斯威大虎,104
2024,5,SUV,江淮QX PHEV,103
2024,5,SUV,蔚来ES7,103
2024,5,SUV,撼路者,98
2024,5,SUV,马自达CX-30,92
2024,5,SUV,本田e:NS1,92
2024,5,SUV,长安UNI-K 智电iDD,86
2024,5,SUV,合创Z03,78
2024,5,SUV,捷豹E-PACE,76
2024,5,SUV,炫界Pro EV,76
2024,5,SUV,飞凡R7,68
2024,5,SUV,风光S560,65
2024,5,SUV,红旗天工08,53
2024,5,SUV,哈弗赤兔,50
2024,5,SUV,SWM斯威G05,48
2024,5,SUV,沃尔沃XC40新能源,43
2024,5,SUV,昂扬,42
2024,5,SUV,胜达,40
2024,5,SUV,SWM斯威G01,35
2024,5,SUV,腾势N8,34
2024,5,SUV,AION LX,33
2024,5,SUV,e:NP2 极湃2,33
2024,5,SUV,探界者Plus,33
2024,5,SUV,K60新能源,31
2024,5,SUV,DS 7,30
2024,5,SUV,威兰达新能源,26
2024,5,SUV,星迈罗,26
2024,5,SUV,星途追风,25
2024,5,SUV,英菲尼迪QX50,25
2024,5,SUV,传祺GS4 PLUS,24
2024,5,SUV,森雅R7,24
2024,5,SUV,宝马X2,23
2024,5,SUV,创酷,21
2024,5,SUV,揽胜极光新能源,19
2024,5,SUV,北京BJ80,19
2024,5,SUV,沃尔沃C40,18
2024,5,SUV,江淮X8 PLUS,17
2024,5,SUV,风光E3,17
2024,5,SUV,领地,17
2024,5,SUV,红旗E-HS9,16
2024,5,SUV,极狐 阿尔法T(ARCFOX αT),15
2024,5,SUV,索奈,13
2024,5,SUV,红旗国耀,11
2024,5,SUV,荣威RX9,10
2024,5,SUV,凯翼昆仑新能源,10
2024,5,SUV,星途追风C-DM,9
2024,5,SUV,奥迪e-tron,7
2024,5,SUV,大家6,6
2024,5,SUV,小鹏G3,5
2024,5,SUV,奕泽IZOA E进擎,4
2024,5,SUV,长安CS95,4
2024,5,SUV,发现运动版新能源,3
2024,5,SUV,RAV4荣放双擎E+,3
2024,5,SUV,哈弗H6新能源,2
2024,5,SUV,微蓝7,2
2024,5,SUV,一汽丰田bZ4X,2
2024,5,SUV,宝马X1新能源,2
2024,5,SUV,大通D60,1
2024,5,SUV,标致2008,1
2024,5,SUV,广汽本田VE-1,1
2024,5,SUV,星越L增程电动版,1
2024,5,SUV,启辰T60,1
2024,6,SUV,Model Y,41110
2024,6,SUV,宋PLUS新能源,32911
2024,6,SUV,元PLUS,23918
2024,6,SUV,理想L6,23864
2024,6,SUV,锋兰达,21951
2024,6,SUV,宋Pro新能源,19316
2024,6,SUV,问界M7,17501
2024,6,SUV,AION Y,16670
2024,6,SUV,本田CR-V,16570
2024,6,SUV,问界M9,16525
2024,6,SUV,RAV4荣放,16432
2024,6,SUV,卡罗拉锐放,16161
2024,6,SUV,星越L,14947
2024,6,SUV,奔驰GLC,13600
2024,6,SUV,唐新能源,12978
2024,6,SUV,奥迪Q5L,12974
2024,6,SUV,瑞虎8,12521
2024,6,SUV,坦克300,12387
2024,6,SUV,威兰达,12369
2024,6,SUV,探岳,10876
2024,6,SUV,长安CS75 PLUS,10770
2024,6,SUV,理想L7,10726
2024,6,SUV,捷途旅行者,10002
2024,6,SUV,途观L,9857
2024,6,SUV,皓影,8841
2024,6,SUV,红旗HS5,8742
2024,6,SUV,宝马X3,8656
2024,6,SUV,元UP,8392
2024,6,SUV,缤越,8358
2024,6,SUV,逍客,7834
2024,6,SUV,蔚来ES6,7654
2024,6,SUV,宝马X1,7493
2024,6,SUV,深蓝S07,7310
2024,6,SUV,汉兰达,7054
2024,6,SUV,理想L9,6841
2024,6,SUV,哈弗大狗,6810
2024,6,SUV,问界M5,6796
2024,6,SUV,宝马X5,6727
2024,6,SUV,银河L7,6499
2024,6,SUV,领克08,6199
2024,6,SUV,捷途X70,6134
2024,6,SUV,博越L,5996
2024,6,SUV,零跑C11,5905
2024,6,SUV,理想L8,5754
2024,6,SUV,哈弗H6,5686
2024,6,SUV,零跑C10,5470
2024,6,SUV,小鹏G6,5426
2024,6,SUV,沃尔沃XC60,5356
2024,6,SUV,哪吒L,5283
2024,6,SUV,T-ROC探歌,5213
2024,6,SUV,海狮07EV,5193
2024,6,SUV,长安UNI-Z新能源,4999
2024,6,SUV,风云T9,4990
2024,6,SUV,途岳,4882
2024,6,SUV,奔驰GLB,4563
2024,6,SUV,捷途旅行者C-DM,4556
2024,6,SUV,途昂,4540
2024,6,SUV,哈弗猛龙新能源,4465
2024,6,SUV,瑞虎9,4277
2024,6,SUV,长安启源Q05经典,4196
2024,6,SUV,iCAR 03,4195
2024,6,SUV,皇冠陆放,4190
2024,6,SUV,坦克400新能源,4107
2024,6,SUV,星纪元 ET,4100
2024,6,SUV,ID.4 CROZZ,4094
2024,6,SUV,北京BJ30,3947
2024,6,SUV,领克06,3863
2024,6,SUV,东风风神L7新能源,3816
2024,6,SUV,北京BJ40,3749
2024,6,SUV,极狐 阿尔法T5,3702
2024,6,SUV,长安欧尚X5 PLUS,3691
2024,6,SUV,昂科威,3672
2024,6,SUV,瑞虎7,3558
2024,6,SUV,坦克500新能源,3417
2024,6,SUV,宋L EV,3283
2024,6,SUV,传祺GS3,3267
2024,6,SUV,捷达VS5,3258
2024,6,SUV,探影,3198
2024,6,SUV,奥迪Q3,3121
2024,6,SUV,皓瀚,3102
2024,6,SUV,长安CS55PLUS,2988
2024,6,SUV,途胜L,2780
2024,6,SUV,捷途X90,2777
2024,6,SUV,ID.4 X,2760
2024,6,SUV,豹5,2680
2024,6,SUV,揽巡,2670
2024,6,SUV,红旗HS3,2653
2024,6,SUV,长安欧尚Z6,2574
2024,6,SUV,探索06,2485
2024,6,SUV,蔚来EC6,2481
2024,6,SUV,传祺GS4,2396
2024,6,SUV,本田HR-V,2389
2024,6,SUV,博越,2372
2024,6,SUV,捷途大圣,2362
2024,6,SUV,锐界L,2294
2024,6,SUV,奇骏,2255
2024,6,SUV,smart精灵#1,2245
2024,6,SUV,小鹏G9,2190
2024,6,SUV,航海家,2179
2024,6,SUV,蓝电E5,2173
2024,6,SUV,腾势N7,2089
2024,6,SUV,智己LS6,2013
2024,6,SUV,豪越L,2009
2024,6,SUV,威飒,1969
2024,6,SUV,岚图FREE,1939
2024,6,SUV,几何E萤火虫,1916
2024,6,SUV,魏牌 蓝山,1902
2024,6,SUV,长安欧尚X7 PLUS,1871
2024,6,SUV,传祺GS8,1849
2024,6,SUV,马自达CX-5,1755
2024,6,SUV,宝马iX1,1708
2024,6,SUV,AION V,1680
2024,6,SUV,凯迪拉克XT5,1617
2024,6,SUV,沃尔沃XC40,1610
2024,6,SUV,坦克700新能源,1606
2024,6,SUV,北京现代ix35,1574
2024,6,SUV,揽境,1555
2024,6,SUV,哪吒X,1542
2024,6,SUV,探险者,1505
2024,6,SUV,奔腾T90,1463
2024,6,SUV,冠道,1453
2024,6,SUV,星途瑶光C-DM,1423
2024,6,SUV,本田XR-V,1380
2024,6,SUV,冒险家,1356
2024,6,SUV,星途凌云,1354
2024,6,SUV,启辰大V DD-i,1348
2024,6,SUV,赛图斯,1346
2024,6,SUV,领克06新能源,1330
2024,6,SUV,奥迪Q4 e-tron,1301
2024,6,SUV,五菱星驰,1295
2024,6,SUV,启辰VX6,1263
2024,6,SUV,哈弗M6,1243
2024,6,SUV,领睿,1222
2024,6,SUV,星途瑶光,1174
2024,6,SUV,长安CS35PLUS,1155
2024,6,SUV,宝马iX3,1135
2024,6,SUV,长安欧尚Z6 智电iDD,1135
2024,6,SUV,护卫舰07,1115
2024,6,SUV,捷达VS7,1109
2024,6,SUV,狮铂拓界,1093
2024,6,SUV,凌放HARRIER,1075
2024,6,SUV,领克09新能源,1063
2024,6,SUV,五菱星辰,1040
2024,6,SUV,阿维塔11,1018
2024,6,SUV,eπ008,1016
2024,6,SUV,长安UNI-K,995
2024,6,SUV,荣威RX5,992
2024,6,SUV,捷途山海L9,990
2024,6,SUV,瑞虎5x,973
2024,6,SUV,发现运动版,929
2024,6,SUV,零跑C16,889
2024,6,SUV,smart精灵#3,886
2024,6,SUV,蔚来ES8,882
2024,6,SUV,星越L 智擎,881
2024,6,SUV,锐际,867
2024,6,SUV,缤智,860
2024,6,SUV,标致4008,835
2024,6,SUV,极氪X,821
2024,6,SUV,本田UR-V,801
2024,6,SUV,奔驰EQE SUV,770
2024,6,SUV,领克09,769
2024,6,SUV,PATHFINDER探陆,760
2024,6,SUV,天逸 C5 AIRCROSS,759
2024,6,SUV,荣威D5X DMH,747
2024,6,SUV,哈弗大狗PLUS新能源,737
2024,6,SUV,别克E5,728
2024,6,SUV,宝骏悦也,726
2024,6,SUV,铂智4X,715
2024,6,SUV,奥迪Q2L,714
2024,6,SUV,吉利ICON,713
2024,6,SUV,大蚂蚁,713
2024,6,SUV,福特烈马,701
2024,6,SUV,劲客,683
2024,6,SUV,宝骏悦也Plus,682
2024,6,SUV,揽胜极光,674
2024,6,SUV,皓极,650
2024,6,SUV,创维汽车EV6,650
2024,6,SUV,创维HT-i,643
2024,6,SUV,马自达CX-50行也,625
2024,6,SUV,ID.6 CROZZ,611
2024,6,SUV,风光S560,607
2024,6,SUV,沃尔沃XC60新能源,604
2024,6,SUV,悦虎,604
2024,6,SUV,瑞虎3x,603
2024,6,SUV,凯迪拉克XT4,602
2024,6,SUV,起亚EV5,594
2024,6,SUV,启辰大V,593
2024,6,SUV,炫界,572
2024,6,SUV,领克01,541
2024,6,SUV,五菱缤果PLUS,540
2024,6,SUV,凯迪拉克XT6,535
2024,6,SUV,奥迪Q5L Sportback,527
2024,6,SUV,坦克300新能源,523
2024,6,SUV,远航H8,523
2024,6,SUV,奔驰GLA,522
2024,6,SUV,传祺ES9,518
2024,6,SUV,飞凡R7,513
2024,6,SUV,哈弗H5,510
2024,6,SUV,昊铂HT,502
2024,6,SUV,北京X7,501
2024,6,SUV,IQ傲歌,493
2024,6,SUV,星途揽月,488
2024,6,SUV,极越01,461
2024,6,SUV,e:NP2 极湃2,435
2024,6,SUV,长安UNI-T,427
2024,6,SUV,VGV U70 PRO,423
2024,6,SUV,仰望U8,418
2024,6,SUV,本田CR-V新能源,416
2024,6,SUV,探岳X,413
2024,6,SUV,凯翼昆仑,403
2024,6,SUV,奥迪Q6,400
2024,6,SUV,奕跑,397
2024,6,SUV,魔方,391
2024,6,SUV,红旗HS7,389
2024,6,SUV,哈弗枭龙,355
2024,6,SUV,奥迪Q5 e-tron,350
2024,6,SUV,奥迪Q3 Sportback,346
2024,6,SUV,飞行家,342
2024,6,SUV,丰田C-HR,340
2024,6,SUV,哪吒AYA,337
2024,6,SUV,北京BJ60,330
2024,6,SUV,睿蓝7,329
2024,6,SUV,标致5008,321
2024,6,SUV,蔚来EC7,319
2024,6,SUV,风光580,314
2024,6,SUV,智己LS7,311
2024,6,SUV,风光500,302
2024,6,SUV,ZR-V 致在,283
2024,6,SUV,睿蓝9,281
2024,6,SUV,柯米克,274
2024,6,SUV,柯迪亚克,260
2024,6,SUV,极石01,260
2024,6,SUV,奔驰EQB,256
2024,6,SUV,领裕,245
2024,6,SUV,蔚来ES7,245
2024,6,SUV,ARIYA艾睿雅,237
2024,6,SUV,坦克500,230
2024,6,SUV,摩卡新能源,223
2024,6,SUV,帕拉丁,212
2024,6,SUV,合创Z03,208
2024,6,SUV,东风本田M-NV,205
2024,6,SUV,途铠,203
2024,6,SUV,英菲尼迪QX60,202
2024,6,SUV,ID.6 X,200
2024,6,SUV,沃尔沃EX30,199
2024,6,SUV,探界者Plus,193
2024,6,SUV,凯翼昆仑新能源,183
