产品名称,年份,厂家,规格,终端类型,销售额
头孢氨苄胶囊,2013,湖南科伦制药,125mg,城市公立,4389
头孢氨苄胶囊,2013,白云山制药总厂,125mg,城市公立,2076
头孢氨苄胶囊,2013,石家庄华新药业,125mg,城市公立,591
头孢氨苄胶囊,2013,石家庄协和药业,125mg,城市公立,571
头孢氨苄胶囊,2013,石家庄四药,125mg,城市公立,240864
头孢氨苄胶囊,2013,石药中诺药业(石家庄),125mg,城市公立,5334
头孢氨苄胶囊,2013,贵州三仁堂药业,125mg,城市公立,37
头孢氨苄胶囊,2013,辅仁药业集团,125mg,城市公立,18885
头孢氨苄胶囊,2013,重庆科瑞制药(集团),125mg,城市公立,3339
头孢氨苄胶囊,2013,长春迪瑞制药,125mg,城市公立,514
头孢氨苄胶囊,2014,上海华源安徽仁济制药,125mg,城市公立,41643
头孢氨苄胶囊,2014,上海新亚药业闵行,125mg,城市公立,652
头孢氨苄胶囊,2014,上海普康药业,125mg,城市公立,156961
头孢氨苄胶囊,2014,上海衡山药业,125mg,城市公立,124436
头孢氨苄胶囊,2014,华北制药河北华民药业,125mg,城市公立,316067
头孢氨苄胶囊,2014,华北制药秦皇岛,125mg,城市公立,36872
头孢氨苄胶囊,2014,哈药三精明水药业,125mg,城市公立,97044
头孢氨苄胶囊,2014,哈药制药总厂,125mg,城市公立,15718
头孢氨苄胶囊,2014,四川制药制剂,125mg,城市公立,77196
头孢氨苄胶囊,2014,回音必浙江齐齐,125mg,城市公立,14569
头孢氨苄胶囊,2014,国药汕头金石制药,125mg,城市公立,5154
头孢氨苄胶囊,2014,天津太平洋制药,125mg,城市公立,707
头孢氨苄胶囊,2014,宁波大红鹰药业,125mg,城市公立,2001
头孢氨苄胶囊,2014,安徽国森药业,125mg,城市公立,6343
头孢氨苄胶囊,2014,安科恒益药业,125mg,城市公立,9129
头孢氨苄胶囊,2014,宜昌人福药业,125mg,城市公立,63495
头孢氨苄胶囊,2014,山东罗欣药业集团,125mg,城市公立,196912
头孢氨苄胶囊,2014,山东鲁抗医药,125mg,城市公立,218840
头孢氨苄胶囊,2014,山西仟源医药集团,125mg,城市公立,5374
头孢氨苄胶囊,2014,广东南国药业,125mg,城市公立,4299
头孢氨苄胶囊,2014,普洛药业,125mg,城市公立,16134
头孢氨苄胶囊,2014,汕头鮀滨制药,125mg,城市公立,5848
头孢氨苄胶囊,2014,江苏亚邦强生药业,125mg,城市公立,39183
头孢氨苄胶囊,2014,江苏艾迪药业,125mg,城市公立,4463
头孢氨苄胶囊,2014,浙江亚太药业,125mg,城市公立,136190
头孢氨苄胶囊,2014,浙江京新药业,125mg,城市公立,20704
头孢氨苄胶囊,2014,浙江医药新昌制药,125mg,城市公立,31227
头孢氨苄胶囊,2014,海虹巢湖今辰药业,125mg,城市公立,10901
头孢氨苄胶囊,2014,淄博新达制药,125mg,城市公立,3307
头孢氨苄胶囊,2014,湖南科伦制药,125mg,城市公立,164041
头孢氨苄胶囊,2014,白云山制药总厂,125mg,城市公立,2304
头孢氨苄胶囊,2014,石家庄四药,125mg,城市公立,90306
头孢氨苄胶囊,2014,石药中诺药业(石家庄),125mg,城市公立,1976
头孢氨苄胶囊,2014,贵州三仁堂药业,125mg,城市公立,289
头孢氨苄胶囊,2014,辅仁药业集团,125mg,城市公立,28909
头孢氨苄胶囊,2014,迪沙药业集团,125mg,城市公立,2420
头孢氨苄胶囊,2014,重庆科瑞制药(集团),125mg,城市公立,3349
头孢氨苄胶囊,2014,长春迪瑞制药,125mg,城市公立,915
头孢氨苄胶囊,2015,三才石岐制药,125mg,城市公立,4251
头孢氨苄胶囊,2015,上海华源安徽仁济制药,125mg,城市公立,84206
头孢氨苄胶囊,2015,上海新亚药业闵行,125mg,城市公立,2932
头孢氨苄胶囊,2015,上海普康药业,125mg,城市公立,1229
头孢氨苄胶囊,2015,上海福达制药,125mg,城市公立,2018
头孢氨苄胶囊,2015,上海衡山药业,125mg,城市公立,190644
头孢氨苄胶囊,2015,佛山手心制药,125mg,城市公立,507
头孢氨苄胶囊,2015,华北制药河北华民药业,125mg,城市公立,77903
头孢氨苄胶囊,2015,华北制药秦皇岛,125mg,城市公立,4052
头孢氨苄胶囊,2015,哈药三精明水药业,125mg,城市公立,2423
头孢氨苄胶囊,2015,哈药制药总厂,125mg,城市公立,201497
头孢氨苄胶囊,2015,四川制药制剂,125mg,城市公立,57122
头孢氨苄胶囊,2015,回音必浙江齐齐,125mg,城市公立,7729
头孢氨苄胶囊,2015,国药汕头金石制药,125mg,城市公立,1787
头孢氨苄胶囊,2015,天津太平洋制药,125mg,城市公立,4694
头孢氨苄胶囊,2015,宁波大红鹰药业,125mg,城市公立,766
头孢氨苄胶囊,2015,安徽国森药业,125mg,城市公立,6089
头孢氨苄胶囊,2015,安科恒益药业,125mg,城市公立,7116
头孢氨苄胶囊,2015,宜昌人福药业,125mg,城市公立,138847
头孢氨苄胶囊,2015,山东新华制药,125mg,城市公立,634838
头孢氨苄胶囊,2015,山东罗欣药业集团,125mg,城市公立,214771
头孢氨苄胶囊,2015,山东鲁抗医药,125mg,城市公立,461489
头孢氨苄胶囊,2015,广东华南药业集团,125mg,城市公立,22962
头孢氨苄胶囊,2015,广东恒健制药,125mg,城市公立,235
头孢氨苄胶囊,2015,广东香山堂制药,125mg,城市公立,660
头孢氨苄胶囊,2015,扬子江药业集团,125mg,城市公立,12363
头孢氨苄胶囊,2015,普洛药业,125mg,城市公立,7168
头孢氨苄胶囊,2015,江苏亚邦强生药业,125mg,城市公立,10283
头孢氨苄胶囊,2015,浙江亚太药业,125mg,城市公立,138548
头孢氨苄胶囊,2015,浙江京新药业,125mg,城市公立,2215
头孢氨苄胶囊,2015,浙江优胜美特中药,125mg,城市公立,782
头孢氨苄胶囊,2015,浙江医药新昌制药,125mg,城市公立,42266
头孢氨苄胶囊,2015,浙江昂利康制药,125mg,城市公立,378
头孢氨苄胶囊,2015,海南惠普森医药,125mg,城市公立,221
头孢氨苄胶囊,2015,海虹巢湖今辰药业,125mg,城市公立,5074
头孢氨苄胶囊,2015,淄博新达制药,125mg,城市公立,1600
头孢氨苄胶囊,2015,湖南科伦制药,125mg,城市公立,208292
头孢氨苄胶囊,2015,甘肃兰药药业,125mg,城市公立,480
头孢氨苄胶囊,2015,白云山制药总厂,125mg,城市公立,8877
头孢氨苄胶囊,2015,石家庄华新药业,125mg,城市公立,1969
头孢氨苄胶囊,2015,石家庄四药,125mg,城市公立,11864
头孢氨苄胶囊,2015,福建古田药业,125mg,城市公立,871
头孢氨苄胶囊,2015,贵州三仁堂药业,125mg,城市公立,111
头孢氨苄胶囊,2015,辅仁药业集团,125mg,城市公立,157899
头孢氨苄胶囊,2015,迪沙药业集团,125mg,城市公立,10707
头孢氨苄胶囊,2015,重庆科瑞制药(集团),125mg,城市公立,3597
头孢氨苄胶囊,2015,长春迪瑞制药,125mg,城市公立,4698
头孢氨苄胶囊,2016,一力制药,125mg,城市公立,187
头孢氨苄胶囊,2016,三才石岐制药,125mg,城市公立,4631
头孢氨苄胶囊,2016,上海华源安徽仁济制药,125mg,城市公立,92653
头孢氨苄胶囊,2016,上海新亚药业闵行,125mg,城市公立,83740
头孢氨苄胶囊,2016,上海普康药业,125mg,城市公立,7640
头孢氨苄胶囊,2016,上海福达制药,125mg,城市公立,24258
头孢氨苄胶囊,2016,上海衡山药业,125mg,城市公立,114888
头孢氨苄胶囊,2016,佛山手心制药,125mg,城市公立,2198
头孢氨苄胶囊,2016,华北制药河北华民药业,125mg,城市公立,4665230
头孢氨苄胶囊,2016,华北制药秦皇岛,125mg,城市公立,794
头孢氨苄胶囊,2016,哈药三精明水药业,125mg,城市公立,8937
头孢氨苄胶囊,2016,哈药制药总厂,125mg,城市公立,1074041
头孢氨苄胶囊,2016,四川制药制剂,125mg,城市公立,75161
头孢氨苄胶囊,2016,回音必浙江齐齐,125mg,城市公立,38269
头孢氨苄胶囊,2016,国药汕头金石制药,125mg,城市公立,46377
头孢氨苄胶囊,2016,天津太平洋制药,125mg,城市公立,104333
头孢氨苄胶囊,2016,宁波大红鹰药业,125mg,城市公立,4103
头孢氨苄胶囊,2016,安徽国森药业,125mg,城市公立,4060
头孢氨苄胶囊,2016,安科恒益药业,125mg,城市公立,15363
头孢氨苄胶囊,2016,宜昌人福药业,125mg,城市公立,655203
头孢氨苄胶囊,2016,山东新华制药,125mg,城市公立,288656
头孢氨苄胶囊,2016,山东罗欣药业集团,125mg,城市公立,591934
头孢氨苄胶囊,2016,山东鲁抗医药,125mg,城市公立,564616
头孢氨苄胶囊,2016,山西好医生药业,125mg,城市公立,179923
头孢氨苄胶囊,2016,广东华南药业集团,125mg,城市公立,25786
头孢氨苄胶囊,2016,广东南国药业,125mg,城市公立,17616
头孢氨苄胶囊,2016,广东恒健制药,125mg,城市公立,19044
头孢氨苄胶囊,2016,广东罗特药业,125mg,城市公立,2508
头孢氨苄胶囊,2016,广东邦民制药,125mg,城市公立,15438
头孢氨苄胶囊,2016,广东香山堂制药,125mg,城市公立,13679
头孢氨苄胶囊,2016,扬子江药业集团,125mg,城市公立,20571
头孢氨苄胶囊,2016,汕头鮀滨制药,125mg,城市公立,26896
头孢氨苄胶囊,2016,江苏亚邦强生药业,125mg,城市公立,64134
头孢氨苄胶囊,2016,江苏艾迪药业,125mg,城市公立,3894
头孢氨苄胶囊,2016,河北三石药业,125mg,城市公立,9742
头孢氨苄胶囊,2016,浙江亚太药业,125mg,城市公立,150982
头孢氨苄胶囊,2016,浙江京新药业,125mg,城市公立,12539
头孢氨苄胶囊,2016,浙江医药新昌制药,125mg,城市公立,109510
头孢氨苄胶囊,2016,浙江巨泰药业,125mg,城市公立,13472
头孢氨苄胶囊,2016,海口制药,125mg,城市公立,2684
头孢氨苄胶囊,2016,海虹巢湖今辰药业,125mg,城市公立,3508
头孢氨苄胶囊,2016,淄博新达制药,125mg,城市公立,17581
头孢氨苄胶囊,2016,湖南科伦制药,125mg,城市公立,561319
头孢氨苄胶囊,2016,白云山东泰商丘药业,125mg,城市公立,5734
头孢氨苄胶囊,2016,白云山制药总厂,125mg,城市公立,86421
头孢氨苄胶囊,2016,石家庄华新药业,125mg,城市公立,130783
头孢氨苄胶囊,2016,石家庄四药,125mg,城市公立,378271
头孢氨苄胶囊,2016,石家庄康力药业,125mg,城市公立,61154
头孢氨苄胶囊,2016,神威药业集团,125mg,城市公立,116
头孢氨苄胶囊,2016,福州海王福药制药,125mg,城市公立,16666
头孢氨苄胶囊,2016,辅仁药业集团,125mg,城市公立,225702
头孢氨苄胶囊,2016,迪沙药业集团,125mg,城市公立,330838
头孢氨苄胶囊,2016,重庆科瑞制药(集团),125mg,城市公立,50843
头孢氨苄胶囊,2016,长春迪瑞制药,125mg,城市公立,29824
头孢氨苄胶囊,2016,黑龙江诺捷制药,125mg,城市公立,16282
头孢氨苄胶囊,2017,三才石岐制药,125mg,城市公立,3771
头孢氨苄胶囊,2017,上海华源安徽仁济制药,125mg,城市公立,58524
头孢氨苄胶囊,2017,上海新亚药业闵行,125mg,城市公立,58502
头孢氨苄胶囊,2017,上海普康药业,125mg,城市公立,4670
头孢氨苄胶囊,2017,上海福达制药,125mg,城市公立,20769
头孢氨苄胶囊,2017,上海美优制药,125mg,城市公立,2835
头孢氨苄胶囊,2017,上海衡山药业,125mg,城市公立,192037
头孢氨苄胶囊,2017,佛山手心制药,125mg,城市公立,427
头孢氨苄胶囊,2017,华北制药河北华民药业,125mg,城市公立,2499842
头孢氨苄胶囊,2017,华北制药秦皇岛,125mg,城市公立,646
头孢氨苄胶囊,2017,哈药三精明水药业,125mg,城市公立,9481
头孢氨苄胶囊,2017,哈药制药总厂,125mg,城市公立,1833301
头孢氨苄胶囊,2017,四川制药制剂,125mg,城市公立,30579
头孢氨苄胶囊,2017,回音必浙江齐齐,125mg,城市公立,268176
头孢氨苄胶囊,2017,国药汕头金石制药,125mg,城市公立,16768
头孢氨苄胶囊,2017,天津太平洋制药,125mg,城市公立,2964
头孢氨苄胶囊,2017,宁波大红鹰药业,125mg,城市公立,462
头孢氨苄胶囊,2017,安科恒益药业,125mg,城市公立,20728
头孢氨苄胶囊,2017,宜昌人福药业,125mg,城市公立,1075813
头孢氨苄胶囊,2017,山东新华制药,125mg,城市公立,194248
头孢氨苄胶囊,2017,山东罗欣药业集团,125mg,城市公立,267477
头孢氨苄胶囊,2017,山东鲁抗医药,125mg,城市公立,652797
头孢氨苄胶囊,2017,山西好医生药业,125mg,城市公立,115122
头孢氨苄胶囊,2017,广东华南药业集团,125mg,城市公立,21003
头孢氨苄胶囊,2017,广东恒健制药,125mg,城市公立,15511
头孢氨苄胶囊,2017,扬子江药业集团,125mg,城市公立,2523
头孢氨苄胶囊,2017,普洛药业,125mg,城市公立,142
头孢氨苄胶囊,2017,汕头鮀滨制药,125mg,城市公立,9907
头孢氨苄胶囊,2017,江苏亚邦强生药业,125mg,城市公立,16710
头孢氨苄胶囊,2017,河北三石药业,125mg,城市公立,1139
头孢氨苄胶囊,2017,浙江亚太药业,125mg,城市公立,244640
头孢氨苄胶囊,2017,浙江京新药业,125mg,城市公立,3197
头孢氨苄胶囊,2017,浙江医药新昌制药,125mg,城市公立,1075
头孢氨苄胶囊,2017,浙江巨泰药业,125mg,城市公立,27399
头孢氨苄胶囊,2017,海虹巢湖今辰药业,125mg,城市公立,19754
头孢氨苄胶囊,2017,淄博新达制药,125mg,城市公立,50435
头孢氨苄胶囊,2017,湖南科伦制药,125mg,城市公立,1204961
头孢氨苄胶囊,2017,白云山制药总厂,125mg,城市公立,51727
头孢氨苄胶囊,2017,石家庄华新药业,125mg,城市公立,63228
头孢氨苄胶囊,2017,石家庄四药,125mg,城市公立,138824
头孢氨苄胶囊,2017,石家庄康力药业,125mg,城市公立,34035
头孢氨苄胶囊,2017,辅仁药业集团,125mg,城市公立,318930
头孢氨苄胶囊,2017,迪沙药业集团,125mg,城市公立,45474
头孢氨苄胶囊,2017,重庆科瑞制药(集团),125mg,城市公立,17617
头孢氨苄胶囊,2017,长春迪瑞制药,125mg,城市公立,28548
头孢氨苄胶囊,2017,黑龙江诺捷制药,125mg,城市公立,4773
头孢氨苄胶囊,2018,上海华源安徽仁济制药,125mg,城市公立,74268
头孢氨苄胶囊,2018,上海新亚药业闵行,125mg,城市公立,31613
头孢氨苄胶囊,2018,上海普康药业,125mg,城市公立,8338
头孢氨苄胶囊,2018,上海福达制药,125mg,城市公立,11807
头孢氨苄胶囊,2018,上海衡山药业,125mg,城市公立,154543
头孢氨苄胶囊,2018,华北制药河北华民药业,125mg,城市公立,2798448
头孢氨苄胶囊,2018,华北制药秦皇岛,125mg,城市公立,927
头孢氨苄胶囊,2018,哈药制药总厂,125mg,城市公立,1527718
头孢氨苄胶囊,2018,回音必浙江齐齐,125mg,城市公立,40856
头孢氨苄胶囊,2018,国药汕头金石制药,125mg,城市公立,32772
头孢氨苄胶囊,2018,天津太平洋制药,125mg,城市公立,646
头孢氨苄胶囊,2018,宁波大红鹰药业,125mg,城市公立,3413
头孢氨苄胶囊,2018,宜昌人福药业,125mg,城市公立,1276714
头孢氨苄胶囊,2018,山东新华制药,125mg,城市公立,103443
头孢氨苄胶囊,2018,山东罗欣药业集团,125mg,城市公立,135490
头孢氨苄胶囊,2018,山东鲁抗医药,125mg,城市公立,306180
头孢氨苄胶囊,2018,山西好医生药业,125mg,城市公立,148439
头孢氨苄胶囊,2018,广东华南药业集团,125mg,城市公立,3139
头孢氨苄胶囊,2018,广东南国药业,125mg,城市公立,3962
头孢氨苄胶囊,2018,广东邦民制药,125mg,城市公立,1415
头孢氨苄胶囊,2018,扬子江药业集团,125mg,城市公立,20844
头孢氨苄胶囊,2018,普洛药业,125mg,城市公立,11475
头孢氨苄胶囊,2018,汕头鮀滨制药,125mg,城市公立,24899
头孢氨苄胶囊,2018,江苏亚邦强生药业,125mg,城市公立,8387
头孢氨苄胶囊,2018,江苏涟水制药,125mg,城市公立,38189
头孢氨苄胶囊,2018,江苏艾迪药业,125mg,城市公立,19403
头孢氨苄胶囊,2018,浙江亚太药业,125mg,城市公立,266588
头孢氨苄胶囊,2018,浙江医药新昌制药,125mg,城市公立,11162
头孢氨苄胶囊,2018,浙江巨泰药业,125mg,城市公立,1510
头孢氨苄胶囊,2018,海虹巢湖今辰药业,125mg,城市公立,4221
头孢氨苄胶囊,2018,淄博新达制药,125mg,城市公立,20588
头孢氨苄胶囊,2018,湖南科伦制药,125mg,城市公立,607458
头孢氨苄胶囊,2018,白云山制药总厂,125mg,城市公立,52609
头孢氨苄胶囊,2018,石家庄华新药业,125mg,城市公立,58422
头孢氨苄胶囊,2018,石家庄四药,125mg,城市公立,168677
头孢氨苄胶囊,2018,石家庄康力药业,125mg,城市公立,7590
头孢氨苄胶囊,2018,苏州第三制药,125mg,城市公立,1024
头孢氨苄胶囊,2018,辅仁药业集团,125mg,城市公立,324652
头孢氨苄胶囊,2018,迪沙药业集团,125mg,城市公立,33214
头孢氨苄胶囊,2018,重庆科瑞制药(集团),125mg,城市公立,5147
头孢氨苄胶囊,2018,长春迪瑞制药,125mg,城市公立,34168
头孢氨苄胶囊,2018,黑龙江诺捷制药,125mg,城市公立,1366
头孢氨苄胶囊,2019,上海华源安徽仁济制药,125mg,城市公立,21059
头孢氨苄胶囊,2019,上海新亚药业闵行,125mg,城市公立,17902
头孢氨苄胶囊,2019,上海普康药业,125mg,城市公立,8126
头孢氨苄胶囊,2019,上海福达制药,125mg,城市公立,150324
头孢氨苄胶囊,2019,上海衡山药业,125mg,城市公立,41229
头孢氨苄胶囊,2019,华北制药河北华民药业,125mg,城市公立,1086174
头孢氨苄胶囊,2019,哈药三精明水药业,125mg,城市公立,419
头孢氨苄胶囊,2019,哈药制药总厂,125mg,城市公立,2114574
头孢氨苄胶囊,2019,四川制药制剂,125mg,城市公立,1389
头孢氨苄胶囊,2019,回音必浙江齐齐,125mg,城市公立,30201
头孢氨苄胶囊,2019,国药汕头金石制药,125mg,城市公立,2513
头孢氨苄胶囊,2019,天津太平洋制药,125mg,城市公立,562
头孢氨苄胶囊,2019,宜昌人福药业,125mg,城市公立,1351030
头孢氨苄胶囊,2019,山东新华制药,125mg,城市公立,276940
头孢氨苄胶囊,2019,山东罗欣药业集团,125mg,城市公立,40891
头孢氨苄胶囊,2019,山东鲁抗医药,125mg,城市公立,385278
头孢氨苄胶囊,2019,广东华南药业集团,125mg,城市公立,262
头孢氨苄胶囊,2019,普洛药业,125mg,城市公立,2819
头孢氨苄胶囊,2019,江苏亚邦强生药业,125mg,城市公立,13663
头孢氨苄胶囊,2019,江苏涟水制药,125mg,城市公立,8296
头孢氨苄胶囊,2019,江苏艾迪药业,125mg,城市公立,9189
头孢氨苄胶囊,2019,浙江亚太药业,125mg,城市公立,209085
头孢氨苄胶囊,2019,浙江医药新昌制药,125mg,城市公立,26966
头孢氨苄胶囊,2019,海虹巢湖今辰药业,125mg,城市公立,10967
头孢氨苄胶囊,2019,淄博新达制药,125mg,城市公立,9721
头孢氨苄胶囊,2019,湖南科伦制药,125mg,城市公立,1045719
头孢氨苄胶囊,2019,白云山制药总厂,125mg,城市公立,390
头孢氨苄胶囊,2019,石家庄四药,125mg,城市公立,96380
头孢氨苄胶囊,2019,辅仁药业集团,125mg,城市公立,444158
头孢氨苄胶囊,2019,迪沙药业集团,125mg,城市公立,9111
头孢氨苄胶囊,2019,长春迪瑞制药,125mg,城市公立,297
头孢氨苄胶囊,2020,上海华源安徽仁济制药,125mg,城市公立,19638
头孢氨苄胶囊,2020,上海新亚药业闵行,125mg,城市公立,11330
头孢氨苄胶囊,2020,上海普康药业,125mg,城市公立,4853
头孢氨苄胶囊,2020,上海福达制药,125mg,城市公立,900018
头孢氨苄胶囊,2020,上海衡山药业,125mg,城市公立,35147
头孢氨苄胶囊,2020,佛山手心制药,125mg,城市公立,524
头孢氨苄胶囊,2020,华北制药河北华民药业,125mg,城市公立,79938
头孢氨苄胶囊,2020,南宁金马制药,125mg,城市公立,905
头孢氨苄胶囊,2020,哈药三精明水药业,125mg,城市公立,15584
头孢氨苄胶囊,2020,哈药制药总厂,125mg,城市公立,2844684
头孢氨苄胶囊,2020,回音必浙江齐齐,125mg,城市公立,42738
头孢氨苄胶囊,2020,国药汕头金石制药,125mg,城市公立,4262
头孢氨苄胶囊,2020,宜昌人福药业,125mg,城市公立,1478573
头孢氨苄胶囊,2020,山东新华制药,125mg,城市公立,284960
头孢氨苄胶囊,2020,山东罗欣药业集团,125mg,城市公立,5758
头孢氨苄胶囊,2020,山东鲁抗医药,125mg,城市公立,174919
头孢氨苄胶囊,2020,扬子江药业集团,125mg,城市公立,185
头孢氨苄胶囊,2020,普洛药业,125mg,城市公立,1504
头孢氨苄胶囊,2020,江苏亚邦强生药业,125mg,城市公立,42017
头孢氨苄胶囊,2020,江苏涟水制药,125mg,城市公立,15600
头孢氨苄胶囊,2020,江苏艾迪药业,125mg,城市公立,7541
头孢氨苄胶囊,2020,浙江亚太药业,125mg,城市公立,70706
头孢氨苄胶囊,2020,浙江医药新昌制药,125mg,城市公立,18015
头孢氨苄胶囊,2020,海虹巢湖今辰药业,125mg,城市公立,26068
头孢氨苄胶囊,2020,淄博新达制药,125mg,城市公立,1146
头孢氨苄胶囊,2020,湖南科伦制药,125mg,城市公立,764739
头孢氨苄胶囊,2020,特一药业集团,125mg,城市公立,7886
头孢氨苄胶囊,2020,石家庄四药,125mg,城市公立,102716
头孢氨苄胶囊,2020,苏州第三制药,125mg,城市公立,39129
头孢氨苄胶囊,2020,辅仁药业集团,125mg,城市公立,15828
头孢氨苄胶囊,2020,迪沙药业集团,125mg,城市公立,22654
头孢氨苄胶囊,2020,重庆科瑞制药(集团),125mg,城市公立,52982
头孢氨苄胶囊,2020,长春迪瑞制药,125mg,城市公立,2081
头孢氨苄胶囊,2021,上海华源安徽仁济制药,125mg,城市公立,11808
头孢氨苄胶囊,2021,上海新亚药业闵行,125mg,城市公立,7555
头孢氨苄胶囊,2021,上海普康药业,125mg,城市公立,5885
头孢氨苄胶囊,2021,上海福达制药,125mg,城市公立,1716760
头孢氨苄胶囊,2021,佛山手心制药,125mg,城市公立,561
头孢氨苄胶囊,2021,华北制药河北华民药业,125mg,城市公立,134398
头孢氨苄胶囊,2021,南宁金马制药,125mg,城市公立,994
头孢氨苄胶囊,2021,哈药三精明水药业,125mg,城市公立,31178
头孢氨苄胶囊,2021,回音必浙江齐齐,125mg,城市公立,48141
头孢氨苄胶囊,2021,宜昌人福药业,125mg,城市公立,640006
头孢氨苄胶囊,2021,山东新华制药,125mg,城市公立,311890
头孢氨苄胶囊,2021,山东鲁抗医药,125mg,城市公立,214439
头孢氨苄胶囊,2021,扬子江药业集团,125mg,城市公立,61
头孢氨苄胶囊,2021,江苏亚邦强生药业,125mg,城市公立,30401
头孢氨苄胶囊,2021,浙江亚太药业,125mg,城市公立,13434
头孢氨苄胶囊,2021,浙江医药新昌制药,125mg,城市公立,6618
头孢氨苄胶囊,2021,海虹巢湖今辰药业,125mg,城市公立,98321
头孢氨苄胶囊,2021,淄博新达制药,125mg,城市公立,21828
头孢氨苄胶囊,2021,湖南科伦制药,125mg,城市公立,217451
头孢氨苄胶囊,2021,特一药业集团,125mg,城市公立,144043
头孢氨苄胶囊,2021,迪沙药业集团,125mg,城市公立,3034
头孢氨苄胶囊,2021,重庆科瑞制药(集团),125mg,城市公立,54530
头孢氨苄胶囊,2022,上海华源安徽仁济制药,125mg,城市公立,40000
头孢氨苄胶囊,2022,上海福达制药,125mg,城市公立,430000
头孢氨苄胶囊,2022,哈药制药总厂,125mg,城市公立,10000
头孢氨苄胶囊,2022,回音必浙江齐齐,125mg,城市公立,60000
头孢氨苄胶囊,2022,宜昌人福药业,125mg,城市公立,50000
头孢氨苄胶囊,2022,山东新华制药,125mg,城市公立,40000
头孢氨苄胶囊,2022,山东鲁抗医药,125mg,城市公立,130000
头孢氨苄胶囊,2022,开封制药(集团),125mg,城市公立,20000
头孢氨苄胶囊,2022,浙江亚太药业,125mg,城市公立,20000
头孢氨苄胶囊,2022,海虹巢湖今辰药业,125mg,城市公立,70000
头孢氨苄胶囊,2022,淄博新达制药,125mg,城市公立,20000
头孢氨苄胶囊,2022,湖南科伦制药,125mg,城市公立,140000
头孢氨苄胶囊,2022,特一药业集团,125mg,城市公立,40000
头孢氨苄胶囊,2022,迪沙药业集团,125mg,城市公立,10000
头孢氨苄胶囊,2023,上海华源安徽仁济制药,125mg,城市公立,50000
头孢氨苄胶囊,2023,上海福达制药,125mg,城市公立,560000
头孢氨苄胶囊,2023,回音必浙江齐齐,125mg,城市公立,90000
头孢氨苄胶囊,2023,山东罗欣药业集团,125mg,城市公立,1390000
头孢氨苄胶囊,2023,山东鲁抗医药,125mg,城市公立,40000
头孢氨苄胶囊,2023,浙江亚太药业,125mg,城市公立,50000
头孢氨苄胶囊,2023,海虹巢湖今辰药业,125mg,城市公立,200000
头孢氨苄胶囊,2023,淄博新达制药,125mg,城市公立,10000
头孢氨苄胶囊,2023,湖南科伦制药,125mg,城市公立,20000
头孢氨苄胶囊,2024,上海普康药业,125mg,城市公立,40000
头孢氨苄胶囊,2024,上海福达制药,125mg,城市公立,720000
头孢氨苄胶囊,2024,回音必浙江齐齐,125mg,城市公立,120000
头孢氨苄胶囊,2024,山东罗欣药业集团,125mg,城市公立,2570000
头孢氨苄胶囊,2024,山东鲁抗医药,125mg,城市公立,40000
头孢氨苄胶囊,2024,浙江亚太药业,125mg,城市公立,80000
头孢氨苄胶囊,2024,海虹巢湖今辰药业,125mg,城市公立,250000
头孢氨苄胶囊,2025,上海普康药业,125mg,城市公立,20000
头孢氨苄胶囊,2025,上海福达制药,125mg,城市公立,300000
头孢氨苄胶囊,2025,回音必浙江齐齐,125mg,城市公立,60000
头孢氨苄胶囊,2025,山东罗欣药业集团,125mg,城市公立,2140000
头孢氨苄胶囊,2025,山东鲁抗医药,125mg,城市公立,20000
头孢氨苄胶囊,2025,浙江亚太药业,125mg,城市公立,50000
头孢氨苄胶囊,2025,海虹巢湖今辰药业,125mg,城市公立,180000
头孢氨苄胶囊,2013,华北制药河北华民药业,250mg,城市公立,143878
头孢氨苄胶囊,2013,哈药制药总厂,250mg,城市公立,4034
头孢氨苄胶囊,2013,四川制药制剂,250mg,城市公立,1672
头孢氨苄胶囊,2013,山东罗欣药业集团,250mg,城市公立,1087248
头孢氨苄胶囊,2013,山东鲁抗医药,250mg,城市公立,18097
头孢氨苄胶囊,2013,石药中诺药业(石家庄),250mg,城市公立,18070
头孢氨苄胶囊,2013,石药欧意药业,250mg,城市公立,107406
头孢氨苄胶囊,2013,福州海王福药制药,250mg,城市公立,12696
头孢氨苄胶囊,2013,西南药业,250mg,城市公立,1774
头孢氨苄胶囊,2014,华北制药河北华民药业,250mg,城市公立,155040
头孢氨苄胶囊,2014,哈药制药总厂,250mg,城市公立,2329
头孢氨苄胶囊,2014,四川制药制剂,250mg,城市公立,357
头孢氨苄胶囊,2014,山东罗欣药业集团,250mg,城市公立,539783
头孢氨苄胶囊,2014,山东鲁抗医药,250mg,城市公立,2529
头孢氨苄胶囊,2014,石药中诺药业(石家庄),250mg,城市公立,9186
头孢氨苄胶囊,2014,石药欧意药业,250mg,城市公立,105731
头孢氨苄胶囊,2014,葵花药业湖北武当,250mg,城市公立,63539
头孢氨苄胶囊,2014,长春迪瑞制药,250mg,城市公立,177
头孢氨苄胶囊,2015,云南昊邦制药,250mg,城市公立,25972
头孢氨苄胶囊,2015,华北制药河北华民药业,250mg,城市公立,227482
头孢氨苄胶囊,2015,哈药制药总厂,250mg,城市公立,1747
头孢氨苄胶囊,2015,四川制药制剂,250mg,城市公立,16146
