#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
2151,claim,9949163247,48,a friend learned  from the news a claim that 1 in 3 people have never used the internet,not verified,under review,698386,1234,54,0,0
2152,claim,2239861809,32,a friend learned  from the news a claim that there are currently over 300 cruise ships operating around the world,not verified,active,707115,219971,17357,4704,334
2153,claim,1641829821,16,"a friend learned  from the news a claim that the city with the largest bus network in the world is jakarta, indonesia",not verified,banned,774266,417110,6074,2942,735
2154,claim,5306897424,47,a friend learned  from the news a claim that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,not verified,active,166843,22965,6006,417,90
2155,claim,2043253077,10,a friend learned  from the news a claim that it snows metal and rains acid on venus,not verified,active,270552,130828,7038,341,33
2156,claim,2039976721,38,a friend learned  from the news a claim that the chinese began to document halley’s comet in 240 b.c.,not verified,under review,946832,367401,29013,2192,172
2157,claim,2827844793,53,a friend learned  from the news a claim that sound actually travels in space,not verified,active,311441,81253,19553,2013,1060
2158,claim,1425960963,42,a friend learned  from the news a claim that a single day on venus takes 243 earth days,not verified,under review,299112,111858,11059,1153,265
2159,claim,6511622623,20,a friend learned  from the news a claim that 5 dwarf planets are recognized in the solar system,not verified,banned,612939,106821,6811,818,311
2160,claim,5621844846,51,a friend learned  from the news a claim that there are currently 6 spacecrafts on mars,not verified,banned,619501,402394,154360,7340,315
2161,claim,4496210621,20,a friend learned  from the news a claim that mars has running water,not verified,active,6333,3604,293,69,4
2162,claim,7695768420,30,a friend learned  from the news a claim that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,active,752531,268573,71635,1028,596
2163,claim,9925291272,12,a friend learned  from the news a claim that chihuahuas have the largest brain among dogs,not verified,active,250504,36761,11680,16,11
2164,claim,3679767010,28,a friend learned  from the news a claim that the scottish were the first people to fry chicken,not verified,banned,778893,499275,8120,861,528
2165,claim,9385740650,25,a friend learned  from the news a claim that typing keyboards were previously arranged alphabetically,not verified,banned,456246,254400,89131,4472,2318
2166,claim,5904191430,55,a friend learned  from the news a claim that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,233079,47915,5492,385,65
2167,claim,7884825160,6,a friend learned  from the news a claim that baked beans are not actually baked,not verified,active,678736,283660,109796,6100,3982
2168,claim,3079701795,43,a friend learned  from the news a claim that australia has the most number of beaches in the world,not verified,banned,868019,491029,151578,5039,48
2169,claim,2442934234,52,a friend learned  from the news a claim that a pound of houseflies contains more protein than a pound of beef,not verified,active,82816,12148,1874,92,17
2170,claim,6533976567,29,"a friend learned  from the news a claim that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,active,953265,493784,135564,4898,1410
2171,claim,8594473243,45,a friend learned  from the news a claim that sweden has the most islands of any country,not verified,active,665799,173029,48228,806,80
2172,claim,5830013500,15,"a friend learned  from the news a claim that cows have ""best friends"" and will get stressed when separated",not verified,active,174223,17340,663,251,99
2173,claim,1700523866,33,a friend learned  from the news a claim that human ears and noses never stop growing,not verified,active,762720,295832,85519,2909,1297
2174,claim,3247422201,13,a friend learned  from the news a claim that wild boars wash their food,not verified,active,938816,188442,50583,3151,275
2175,claim,8114340768,24,a friend learned  from the news a claim that the first commercial airplane flight lasted 23 minutes,not verified,under review,987083,154010,32277,2342,1369
2176,claim,6686696467,21,a friend learned  from the news a claim that the continental tectonic plates move at the same rate that fingernails grow,not verified,active,465928,129655,40176,2816,793
2177,claim,8677203246,19,a friend learned  from the news a claim that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,active,748261,267352,74754,3360,2048
2178,claim,5391146536,36,a friend learned  from the news a claim that one strand of hair can hold up to 3 ounces of weight,not verified,active,925921,224140,43003,4944,545
2179,claim,8168672572,53,a friend learned  from the news a claim that melting glaciers make fizzy noises,not verified,under review,921301,164847,14212,3776,2399
2180,claim,4397518080,45,a friend learned  from the news a claim that bottled water has an expiration date,not verified,active,184122,76106,21963,1717,801
2181,claim,8840176797,28,a friend learned  from the news a claim that driving south from detroit will lead to canada,not verified,active,403450,92092,10831,1403,507
2182,claim,7922272930,33,"a friend learned  from the news a claim that in a deck of cards, the king of hearts is the only king without a mustache",not verified,banned,763455,281190,62481,4927,3002
2183,claim,6841808145,21,a friend learned  from the news a claim that cats can't taste sweet flavors,not verified,banned,512572,241217,43101,5502,474
2184,claim,3279697722,46,a friend learned  from the news a claim that the average american spends time totalling 2.5 days annually looking for lost items,not verified,banned,372620,227513,48622,5636,1657
2185,claim,7609843393,7,a friend learned  from the news a claim that sloths can hold their breaths longer than dolphins,not verified,under review,113558,74133,6342,427,204
2186,claim,5686650002,6,a friend learned  from the news a claim that baby spiders are called spiderlings,not verified,banned,238506,125448,19813,2813,302
2187,claim,3131266519,13,a friend learned  from the news a claim that the largest living thing on earth is a tree,not verified,under review,739095,380178,147404,9278,4276
2188,claim,6521319222,51,a friend learned  from the news a claim that you can fit about 400 grapevines in one acre of land,not verified,under review,70729,1508,328,32,4
2189,claim,2582079169,9,a friend learned  from the news a claim that the moon is moving away from the earth,not verified,active,387813,88018,3889,1197,177
2190,claim,6860107993,35,a friend learned  from the media that new elements have been discovered outside the periodic table,not verified,active,462524,34193,7401,97,7
2191,claim,6174428231,14,a friend learned  from the media that new islands are being formed by volcanoes in the sea everyday,not verified,active,242970,81079,6413,1267,747
2192,claim,8939626667,10,a friend learned  from the media that damascus is the oldest continuously inhabited city in the world,not verified,active,4112,472,151,3,1
2193,claim,7234034312,26,a friend learned  from the media that canada has the most lakes in the world,not verified,active,786926,179473,3271,3004,1728
2194,claim,9582859469,11,a friend learned  from the media that the rubik's cube is the best-selling product of all time,not verified,banned,313506,140217,42169,3161,634
2195,claim,4330033978,40,a friend learned  from the media that 90% of goods are shipped by ocean freight,not verified,active,189583,120628,11430,2854,736
2196,claim,2450550089,10,a friend learned  from the media that more businesses will be owned by women than men by 2045,not verified,under review,252388,90448,17660,700,271
2197,claim,1536932083,43,a friend learned  from the media that 90% of drivers admit to singing in the car,not verified,active,805531,267865,8323,1777,1016
2198,claim,6251545114,56,a friend learned  from the media that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,under review,923802,496331,144587,5953,3100
2199,claim,3486854128,23,a friend learned  from the media that an average user spends 40% of their day on the internet,not verified,active,186640,45453,2250,606,23
2200,claim,3437807661,18,a friend learned  from the media that 1 in 3 people have never used the internet,not verified,active,15391,889,48,3,1
2201,claim,7414191714,46,a friend learned  from the media that kite flying is a professional sport in thailand.,not verified,active,256331,165156,19917,1424,3
2202,claim,8620127149,60,"a friend learned  from the media that shanghai, china has the world's longest subway system",not verified,active,902412,107161,24401,915,140
2203,claim,9470904701,53,a friend learned  from the media that one-third of the world’s airports are located in the u.s.,not verified,active,899436,512430,93920,6165,3543
2204,claim,9902428200,21,a friend learned  from the media that there are currently over 300 cruise ships operating around the world,not verified,banned,728927,62727,23929,649,358
2205,claim,4447866868,54,a friend learned  from the media that some ants can lift up to 20 times their own body weight,not verified,under review,16823,1556,171,22,12
2206,claim,1577630759,16,a friend learned  from the media that the sun takes over one earth month to make a full rotation,not verified,active,770018,9797,1124,93,31
2207,claim,3883779255,38,a friend learned  from the media that 5 dwarf planets are recognized in the solar system,not verified,active,173340,77160,20268,140,24
2208,claim,9699821143,32,a friend learned  from the media that new parents lose around 750 hours of sleep in the first year of their first child’s life,not verified,under review,572437,267328,26213,4479,254
2209,claim,6984248555,40,a friend learned  from the media that the pupil of a goat is rectangular,not verified,active,226857,95442,20134,614,143
2210,claim,2365773671,16,a friend learned  from the media that people don’t sneeze in their sleep,not verified,banned,101439,30587,3714,535,89
2211,claim,2671275149,38,a friend learned  from the media that insects are attracted to light because of the moon,not verified,under review,994643,209463,65326,55,8
2212,claim,5627899920,17,a friend learned  from the media that sweden has the most islands of any country,not verified,under review,813080,241704,59092,5208,317
2213,claim,3746439724,41,a friend learned  from the media that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,active,148077,87822,27412,523,71
2214,claim,8282674124,36,a friend learned  from the media that there are billions of eggs produced commercially each year,not verified,under review,977785,467963,158123,7320,2231
2215,claim,8119422673,19,a friend learned  from the media that the elasticity of rubber bands will last much longer when they are refrigerated,not verified,active,628011,260769,26640,2963,1782
2216,claim,7011305040,48,a friend learned  from the media that x-rays can’t distinguish real diamonds from fake ones,not verified,active,565517,343085,24400,5467,898
2217,claim,8190734403,37,a friend learned  from the media that human eyeballs do not grow or change their size as they age,not verified,under review,935341,450682,98809,6815,3924
2218,claim,5886401200,34,a friend learned  from the media that cactus spines can be used to make hooks,not verified,active,675205,395096,83105,7653,964
2219,claim,5705515496,19,a friend learned  from the media that triskaidekaphobia is the fear of the number 13,not verified,under review,562631,163797,55691,2632,97
2220,claim,8140864682,17,a friend learned  from the media that snakes can predict earthquakes,not verified,under review,249969,119740,27141,1059,496
2221,claim,8317570688,38,a friend learned  from the media that a man once set a record by putting on over 260 t-shirts,not verified,active,524706,268328,7165,6278,3406
2222,claim,3425837942,17,a friend learned  from the media that the average american spends time totalling 2.5 days annually looking for lost items,not verified,active,922898,148162,14688,568,227
2223,claim,4084926197,49,a friend learned  from the media that mice typically only live for 6 months in the wild,not verified,active,745914,341344,125645,5149,1501
2224,claim,8758039473,40,"a friend learned  from the media that there are over 6,000 species of grass",not verified,active,468046,38299,10844,309,99
2225,claim,5503702820,15,a friend learned  from the media that you can fit about 400 grapevines in one acre of land,not verified,active,660306,120470,40831,2388,1303
2226,claim,7044206857,20,a friend learned  from the media that the longest recorded tennis match lasted for 11 hours,not verified,banned,729872,153712,43793,1658,584
2227,claim,4161701643,33,a friend learned  from the media a claim that humans will live on mars by 2035,not verified,active,701187,251324,32570,1851,1227
2228,claim,8005172060,18,a friend learned  from the media a claim that austrian physicist erwin schrödinger was allergic to cats,not verified,banned,58375,30181,10595,69,34
2229,claim,6616853184,48,a friend learned  from the media a claim that dubai is an island created by humans,not verified,active,882608,369095,105393,7592,905
2230,claim,7753516223,43,"a friend learned  from the media a claim that the metro of st. petersburg, with an average depth of hundred meters, is the deepest metro in the world",not verified,active,481887,183772,35818,2263,1026
2231,claim,9696899584,57,a friend learned  from the media a claim that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,738209,311659,45208,4242,2504
2232,claim,6572908576,15,a friend learned  from the media a claim that the average car contains over 30000 unique parts,not verified,active,806117,219618,47368,2163,346
2233,claim,9367944331,22,a friend learned  from the media a claim that the first electric vehicle was created in 1832,not verified,active,914987,424900,149658,7355,1183
2234,claim,3352539427,11,a friend learned  from the media a claim that vinyl record sales now surpass compact disc sales,not verified,under review,973023,433008,99396,3199,787
2235,claim,3426147746,22,a friend learned  from the media a claim that the musical artist prince played 27 different instruments on his debut album,not verified,under review,450665,238336,74467,1867,468
2236,claim,5252596458,34,a friend learned  from the media a claim that it would take a 50 petabyte drive to store every written work ever created,not verified,active,678224,130710,34526,2230,794
2237,claim,5079949562,11,a friend learned  from the media a claim that the average user checks their mobile phone around 150 times each day,not verified,active,485389,146865,28191,2649,133
2238,claim,5134535012,18,a friend learned  from the media a claim that the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,92465,5798,1971,129,30
2239,claim,6841340350,15,a friend learned  from the media a claim that the first cricket balls were made of tightly packed sheep wool.,not verified,active,81842,4949,321,17,2
2240,claim,2114178713,23,a friend learned  from the media a claim that the concorde was the fastest passenger jet ever,not verified,under review,441500,278598,21046,5165,707
2241,claim,8645927218,7,a friend learned  from the media a claim that the first cruise ship set sail in 1900,not verified,active,78990,15808,6109,138,2
2242,claim,4885201608,8,a friend learned  from the media a claim that dragonflies can see in all directions at the same time,not verified,active,108274,27078,6516,102,1
2243,claim,7035761964,26,a friend learned  from the media a claim that the hottest planet in our solar system is venus.,not verified,active,151706,93255,601,264,31
2244,claim,3721045409,24,a friend learned  from the media a claim that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,active,253500,115734,12810,2878,1235
2245,claim,7226756027,41,a friend learned  from the media a claim that marie curie is the only person with two nobel prizes in different sciences,not verified,under review,503288,61976,24498,800,404
2246,claim,3306379161,15,a friend learned  from the media a claim that it takes an average of 364 licks to get to the center of a lollipop,not verified,active,915251,34332,8105,394,184
2247,claim,2662951375,27,a friend learned  from the media a claim that the pupil of a goat is rectangular,not verified,banned,940348,342486,67382,2766,79
2248,claim,8039037917,27,a friend learned  from the media a claim that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,under review,119702,65141,17242,862,226
2249,claim,5596509217,10,a friend learned  from the media a claim that elephants will console each other during stressful situations,not verified,active,431888,263974,68527,4028,1841
2250,claim,5875975261,19,a friend learned  from the media a claim that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,under review,112390,54685,16447,15,2
2251,claim,1388871722,58,a friend learned  from the media a claim that antarctica is the only continent without any reptiles or snakes,not verified,under review,40453,15624,5677,233,75
2252,claim,7133122367,58,a friend learned  from the media a claim that artificial banana flavoring is based on an extinct banana type,not verified,active,125529,32793,4441,617,107
2253,claim,2659311866,33,a friend learned  from the media a claim that cats sleep for two-thirds of their lives,not verified,active,276449,6586,1458,151,60
2254,claim,7380654855,52,a friend learned  from the media a claim that the eiffel tower leans away from the sun,not verified,under review,495905,82023,22091,2040,133
2255,claim,9644209470,52,a friend learned  from the media a claim that the longest location name on the planet earth is 85 letters in english.,not verified,active,197907,13166,1298,66,8
2256,claim,7112889168,57,a friend learned  from the media a claim that there are more than 24 time zones around the world,not verified,active,1406,411,46,9,3
2257,claim,5227285534,35,a friend learned  from the media a claim that sweden has the most islands of any country,not verified,active,854779,127549,34722,1140,109
2258,claim,8725095359,44,"a friend learned  from the media a claim that one type of parrot, kea parrots, laugh together when they're in a good mood",not verified,under review,435418,27698,4983,79,22
2259,claim,6700225451,11,a friend learned  from the media a claim that human ears and noses never stop growing,not verified,under review,125988,29206,3821,271,24
2260,claim,2568495027,13,a friend learned  from the media a claim that humans have jumped further than horses in the olympics,not verified,active,885341,211759,43888,4971,271
2261,claim,2282064815,44,a friend learned  from the media a claim that an espresso maker has been sent to space,not verified,active,312966,110252,40326,2524,68
2262,claim,4068334783,24,a friend learned  from the media a claim that the first commercial airplane flight lasted 23 minutes,not verified,banned,555570,227698,35868,1540,968
2263,claim,9838281074,49,a friend learned  from the media a claim that x-rays can’t distinguish real diamonds from fake ones,not verified,active,751785,239605,62436,4286,798
2264,claim,9598590024,51,a friend learned  from the media a claim that humans physically cannot hum while holding your nose,not verified,active,125357,17486,2035,315,157
2265,claim,9593006841,10,a friend learned  from the media a claim that the sound of knuckles cracking is actually gasses that are released when pressure is put on them,not verified,active,662615,261359,1192,2147,1238
2266,claim,2246678807,49,a friend learned  from the media a claim that cold water is just as cleansing as hot water,not verified,active,374094,102934,13732,836,296
2267,claim,2079700859,28,a friend learned  from the media a claim that no two teeth from different people will ever be alike,not verified,active,651478,203983,63648,254,57
2268,claim,6829202492,48,a friend learned  from the media a claim that technicolored squirrels roam the lands of southern india,not verified,under review,555540,4174,672,30,1
2269,claim,9252106667,12,a friend learned  from the media a claim that sloths can hold their breaths longer than dolphins,not verified,active,146880,66432,23832,851,554
2270,claim,4184108425,28,a friend learned  from the media a claim that honeybees can recognize human faces,not verified,banned,830253,445012,163131,10786,6067
2271,claim,5872975850,39,a friend learned  from the media a claim that you can burn calories just by standing,not verified,under review,30993,1730,477,30,2
2272,claim,9409338187,34,a friend learned  from the media a claim that mice typically only live for 6 months in the wild,not verified,under review,13532,1253,41,6,2
2273,claim,8445835678,35,a friend learned  from the media a claim that the largest living thing on earth is a tree,not verified,active,319835,115092,20206,2047,444
2274,claim,8552847594,50,a friend learned  from the media a claim that lightning strikes somewhere on earth about 100 times every second,not verified,under review,147536,58851,9842,995,630
2275,claim,8138948318,18,a friend learned  from the media a claim that ketchup leaves the bottle at a measured speed of 25 miles per year,verified,banned,692254,330571,100714,1099,236
2276,claim,7956290870,14,a friend learned  from the media a claim that the longest recorded tennis match lasted for 11 hours,not verified,active,727912,37523,13236,426,155
2277,claim,1432434990,14,a friend learned  from the media a claim that redwoods are the tallest trees,not verified,active,410027,14259,1544,195,128
2278,claim,9106434388,13,a friend read  online that humans will live on mars by 2035,not verified,active,82519,48521,835,724,196
2279,claim,9336751923,13,a friend read  online that microbes from the sahara desert help feed the amazon rainforest,not verified,active,871782,55570,20545,756,108
2280,claim,9848409415,18,a friend read  online that damascus is the oldest continuously inhabited city in the world,not verified,active,872158,309770,21735,7543,4039
2281,claim,3661727603,49,a friend read  online that 1 billion cars are currently in use around the world,not verified,active,26607,2360,761,58,27
2282,claim,8371516138,18,a friend read  online that the automotive industry employs about 9.9 million americans,not verified,under review,444991,207657,50060,296,18
2283,claim,7906733097,19,a friend read  online that the oldest playable musical instruments were found in china,not verified,active,685811,17167,58,110,31
2284,claim,4495677959,38,a friend read  online that the earliest playable recording of a person singing was recorded in 1860,not verified,banned,758687,483349,155704,6973,4520
2285,claim,3312648898,8,a friend read  online that the harmonica is the best selling musical instrument,not verified,under review,739423,319592,41636,5719,209
2286,claim,5727921749,24,a friend read  online that the musical artist prince played 27 different instruments on his debut album,not verified,banned,683664,322252,97276,7982,2280
2287,claim,3423217660,25,a friend read  online that over 60% of the world's population has access to the internet,not verified,active,220321,131019,28799,2507,1408
2288,claim,2691052851,22,a friend read  online that the longest recorded cricket match lasted 14 days,not verified,under review,105902,1885,229,39,9
2289,claim,1873395556,42,a friend read  online that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),not verified,under review,409700,245888,88114,4195,61
2290,claim,3823208902,51,a friend read  online that american basketball legend wilt chamberlain never fouled out of a game,not verified,active,465139,286113,79867,1852,598
2291,claim,2605352481,52,"a friend read  online that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",not verified,banned,952445,563707,26698,11471,714
2292,claim,5450645010,50,a friend read  online that the longest possible train journey in the world is from portugal to singapore,not verified,active,333179,122853,44241,1298,618
2293,claim,3231859264,43,a friend read  online that the first cruise ship set sail in 1900,not verified,under review,376586,203738,75984,566,244
2294,claim,8967705330,31,a friend read  online that there are currently over 300 cruise ships operating around the world,not verified,active,427222,199002,26293,1431,355
2295,claim,6556260104,54,a friend read  online that adult cats only meow to humans,not verified,under review,293677,61655,18644,398,88
2296,claim,5691007849,11,a friend read  online that the hummingbird is the only bird that can fly backwards,not verified,active,80321,27945,2478,296,97
2297,claim,8351429242,43,a friend read  online that we only see the same side of the moon,not verified,active,810806,57875,9570,166,61
2298,claim,6540301452,47,a friend read  online that neptune radiates more heat than it gets from the sun,not verified,banned,710221,420618,67045,9405,1048
2299,claim,1402226234,34,a friend read  online that a day on mars is about the same length as on earth,not verified,active,503029,124596,12057,766,411
2300,claim,5062070127,26,a friend read  online that the sun takes over one earth month to make a full rotation,not verified,under review,991241,506960,37639,3397,2159
2301,claim,8621309247,34,a friend read  online that marie curie is the only person with two nobel prizes in different sciences,not verified,active,572980,242539,10588,5179,1183
2302,claim,6565621690,53,a friend read  online that new parents lose around 750 hours of sleep in the first year of their first child’s life,not verified,under review,439465,290447,10794,3403,740
2303,claim,6526562539,6,a friend read  online that china owns all of the pandas in the world,not verified,active,166936,60744,17895,1513,321
2304,claim,2822504522,28,a friend read  online that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,under review,370371,202710,7946,3458,1485
2305,claim,4773901904,7,a friend read  online that antarctica is the only continent without any reptiles or snakes,not verified,active,904832,280635,79130,900,438
2306,claim,4166395872,14,a friend read  online that a snail can sleep for three years,not verified,active,65006,32184,11302,731,30
2307,claim,9405084800,38,a friend read  online that sneezing while traveling at 60 mph makes you close your eyes for 50 feet,not verified,active,680137,273867,87660,3256,1594
2308,claim,1341453819,44,a friend read  online that australia has the most number of beaches in the world,not verified,active,451737,11669,1737,49,30
2309,claim,8249634274,9,a friend read  online that j is the only letter that doesn’t appear on the periodic table of elements,not verified,banned,173490,64673,9422,1077,259
2310,claim,4921211056,40,a friend read  online that penguins can jump as high as 9 feet in the air,not verified,under review,360274,50429,1680,1056,600
2311,claim,1429542206,7,a friend read  online that the eiffel tower leans away from the sun,not verified,active,929077,379068,139324,3821,2371
2312,claim,1908112606,42,"a friend read  online that the canary islands are named after types of dogs, not birds",not verified,active,924578,10275,2497,170,31
2313,claim,9666780459,50,a friend read  online that wild boars wash their food,not verified,under review,641473,260927,10814,3178,346
2314,claim,4292060939,13,a friend read  online that the first commercial airplane flight lasted 23 minutes,not verified,banned,916347,593641,220745,10027,3089
2315,claim,1471644402,31,a friend read  online that the eye of an ostrich is bigger than its brain,not verified,active,446510,277013,48669,2084,1034
2316,claim,6757108963,35,a friend read  online that the continental tectonic plates move at the same rate that fingernails grow,not verified,active,796982,346216,136682,3205,718
2317,claim,7089490661,43,a friend read  online that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,under review,974593,80624,10725,909,397
2318,claim,8783772806,13,a friend read  online that outerspace partly smells like diesel fuel and barbeque,not verified,active,169510,40283,3434,52,14
2319,claim,8972511284,60,a friend read  online that the world’s largest pyramid cannot be found in egypt,not verified,active,856965,453130,46272,8671,765
2320,claim,5733423941,53,"a friend read  online that in a deck of cards, the king of hearts is the only king without a mustache",not verified,active,867175,539544,18257,6892,958
2321,claim,6933246489,10,a friend read  online that cats can't taste sweet flavors,not verified,active,746092,462045,9109,5843,2308
2322,claim,2876994864,45,a friend read  online that a man once set a record by putting on over 260 t-shirts,not verified,active,354847,10188,3388,237,141
2323,claim,3077500908,47,a friend read  online that ravens are always aware when someone is watching them,not verified,active,354593,212840,57543,3937,386
2324,claim,1665235790,36,a friend read  online that a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,878847,412385,34483,9613,3062
2325,claim,3590951715,51,a friend read  online that the largest living thing on earth is a tree,not verified,active,742654,40100,7650,226,71
2326,claim,6457731053,14,a friend read  online that the moon is moving away from the earth,not verified,active,311797,113343,31602,1595,342
2327,claim,4329977202,20,a friend read  online a claim that making emotional facial expressions can prompt humans to have those emotions,not verified,active,263548,78624,20500,642,158
2328,claim,1731032883,12,a friend read  online a claim that microbes from the sahara desert help feed the amazon rainforest,not verified,active,887283,101834,14324,208,109
2329,claim,3414738259,29,a friend read  online a claim that there are more microorganisms in one teaspoon of soil than people on the planet,not verified,active,271716,103404,15547,2373,860
2330,claim,6893855831,35,a friend read  online a claim that dubai is an island created by humans,not verified,active,694903,107678,15426,15,9
2331,claim,7232886785,32,a friend read  online a claim that iceland is growing 5 centimeters per year,not verified,active,512616,46996,17733,708,46
2332,claim,2404769236,19,a friend read  online a claim that it snows in the sahara desert,not verified,active,500975,309735,81362,6597,3178
2333,claim,9239661056,24,a friend read  online a claim that canada has the most lakes in the world,not verified,active,978503,209971,73302,5139,1691
2334,claim,8082627717,7,"a friend read  online a claim that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",not verified,active,14318,5496,1794,81,16
2335,claim,3114886983,6,a friend read  online a claim that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,active,961131,17637,6131,428,281
2336,claim,7384181496,51,a friend read  online a claim that more businesses will be owned by women than men by 2045,not verified,active,430971,161382,5572,817,523
2337,claim,5284540277,56,a friend read  online a claim that 1 billion cars are currently in use around the world,not verified,active,930679,448060,73689,2052,474
2338,claim,6453691016,21,a friend read  online a claim that elvis presley has sold more records than the music band the beatles,not verified,banned,871121,146136,36290,428,162
2339,claim,2087082532,39,a friend read  online a claim that vinyl record sales now surpass compact disc sales,not verified,under review,90457,30508,12111,622,297
2340,claim,6190932891,18,"a friend read  online a claim that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",not verified,active,225322,117356,28768,728,331
2341,claim,2098719736,47,"a friend read  online a claim that the best selling single of all time is ""white christmas"" by bing crosby",not verified,active,820217,182063,25228,1321,5
2342,claim,2664343547,46,a friend read  online a claim that over 60% of the world's population has access to the internet,not verified,banned,935045,361970,44961,8863,1271
2343,claim,8595349505,35,"a friend read  online a claim that 99% of individuals in denmark, ireland and the united arab emirates have internet access",not verified,active,515327,104525,19899,1630,131
2344,claim,9086855439,55,a friend read  online a claim that the world generates 2.5 quintillion bytes of data every day,not verified,active,142751,5969,2006,109,41
2345,claim,3290798472,41,a friend read  online a claim that american basketball legend wilt chamberlain never fouled out of a game,not verified,under review,212211,67569,21172,1163,444
2346,claim,4234630924,9,"a friend read  online a claim that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",verified,active,448876,161370,42149,2840,1584
2347,claim,9137054293,30,a friend read  online a claim that the longest commercial flight in history took around 30 hours,not verified,under review,164267,23067,7906,148,24
2348,claim,6639963171,52,"a friend read  online a claim that shanghai, china has the world's longest subway system",not verified,active,880947,290261,49648,2920,964
2349,claim,6249335275,14,"a friend read  online a claim that the city with the largest bus network in the world is jakarta, indonesia",not verified,active,673780,58153,11312,1149,514
2350,claim,8515630663,14,a friend read  online a claim that some ants can lift up to 20 times their own body weight,not verified,active,551513,87318,33442,1228,473
2351,claim,9045626876,39,a friend read  online a claim that we only see the same side of the moon,not verified,under review,696032,32436,8956,637,19
2352,claim,2536624792,10,a friend read  online a claim that the bent joint in the legs of the flamingo is its ankles,not verified,banned,272851,78227,2254,1647,189
2353,claim,6464609223,43,"a friend read  online a claim that through the seasons, a reindeer’s eyes will change color",not verified,active,497015,295002,9337,4080,411
2354,claim,1856495995,15,a friend read  online a claim that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,banned,284536,62245,23046,54,32
2355,claim,7851949265,36,a friend read  online a claim that elephants will console each other during stressful situations,not verified,active,959581,468071,156916,1600,910
2356,claim,4220433369,24,a friend read  online a claim that a crocodile cannot stick its tongue out,not verified,active,109777,71942,2489,1276,414
2357,claim,9137851668,17,a friend read  online a claim that australia has the most number of beaches in the world,not verified,active,450023,263634,31254,5273,3033
2358,claim,8276382631,23,a friend read  online a claim that a full jumbo jet tank has enough fuel to drive a car around the world four times,not verified,active,909046,171439,8778,3820,1771
2359,claim,2941175604,34,a friend read  online a claim that penguins can jump as high as 9 feet in the air,not verified,active,830545,464272,34476,9515,804
2360,claim,3076024542,51,a friend read  online a claim that new zealanders have more pets per household than any other country,not verified,active,2327,281,91,1,0
2361,claim,8322402024,23,a friend read  online a claim that bubble wrap was originally designed to be used as wallpaper,not verified,active,690623,14859,4443,369,170
2362,claim,2813104192,11,a friend read  online a claim that neptune was the first planet that was discovered before being seen through a telescope,not verified,active,104588,59472,5064,869,100
2363,claim,1630016705,29,a friend read  online a claim that bees can fly higher than mount everest,not verified,active,786402,384699,33549,1691,1008
2364,claim,8241421130,23,a friend read  online a claim that the french scrabble world champion winner doesn’t speak french,not verified,banned,516774,282963,20566,5907,2151
2365,claim,9546656502,48,a friend read  online a claim that the sound of knuckles cracking is actually gasses that are released when pressure is put on them,verified,active,513033,228678,46789,4116,1832
2366,claim,8912467984,27,a friend read  online a claim that pineapples are named after pinecones,not verified,active,655052,138361,21032,1540,774
2367,claim,5602581179,56,a friend read  online a claim that melting glaciers make fizzy noises,not verified,active,959678,200749,15923,4539,2724
2368,claim,1774821747,7,a friend read  online a claim that the world’s largest pyramid cannot be found in egypt,not verified,active,889840,398430,128538,387,131
2369,claim,8449867952,41,a friend read  online a claim that losing weight alters brain activity,not verified,active,84079,8262,2954,93,48
2370,claim,6111101234,44,a friend read  online a claim that driving south from detroit will lead to canada,not verified,active,515707,106846,20759,2452,1419
2371,claim,8862553749,52,a friend read  online a claim that more people speak english as their second language than those who use it as their primary language,not verified,active,213487,49431,12971,144,68
2372,claim,2882822301,12,a friend read  online a claim that no two teeth from different people will ever be alike,not verified,active,285723,130652,40550,2074,1164
2373,claim,8999054740,47,a friend read  online a claim that sea otters are born unable to swim,not verified,active,707929,60496,20433,23,15
