member_id,visit_date,age,gender,membership_type,workout_type,workout_duration_minutes,calories_burned,check_in_time,attendance_status
775,2024-09-03,38,Male,Quarterly,Strength Training,69,685,7:46,Present
776,2024-11-19,18,Female,Annual,Yoga,93,860,21:08,Absent
777,2024-11-11,26,Male,Quarterly,CrossFit,120,1093,12:04,Present
778,2024-09-15,24,Other,Monthly,Yoga,116,693,7:08,Present
779,2024-01-06,47,Male,Monthly,Strength Training,58,538,9:18,Present
780,2024-12-02,43,Male,Monthly,Strength Training,87,475,13:42,Absent
781,2024-10-28,56,Male,Monthly,Strength Training,79,652,9:52,Present
782,2024-06-26,64,Female,Annual,HIIT,49,256,5:21,Present
783,2024-03-26,18,Male,Quarterly,Yoga,118,717,10:45,Present
784,2024-11-13,31,Other,Annual,HIIT,25,242,14:15,Absent
785,2024-05-31,28,Other,Annual,Cardio,106,1025,17:41,Present
786,2024-08-13,54,Male,Monthly,Yoga,22,160,12:44,Absent
787,2024-10-05,36,Male,Monthly,HIIT,59,340,8:36,Absent
788,2024-03-30,55,Female,Quarterly,Strength Training,82,703,20:11,Present
789,2024-01-08,58,Male,Quarterly,CrossFit,43,420,8:46,Present
790,2024-07-03,64,Female,Monthly,Cardio,111,676,8:54,Absent
791,2024-01-27,27,Other,Quarterly,Cardio,60,410,22:17,Absent
792,2024-10-12,51,Female,Quarterly,Strength Training,80,421,15:47,Absent
793,2024-02-13,27,Other,Monthly,Yoga,82,604,5:16,Present
794,2024-08-30,47,Female,Annual,Cardio,42,268,18:04,Absent
795,2024-10-29,45,Female,Annual,Yoga,21,173,12:46,Present
796,2024-10-05,52,Female,Monthly,CrossFit,71,640,9:12,Present
797,2024-09-05,48,Other,Monthly,HIIT,49,357,17:30,Present
798,2024-10-07,44,Male,Annual,HIIT,95,784,19:24,Absent
799,2024-03-29,39,Female,Monthly,Cardio,54,406,11:13,Present
800,2024-08-14,62,Other,Annual,CrossFit,74,386,10:31,Present
801,2024-08-10,39,Other,Annual,Strength Training,83,803,21:21,Present
802,2024-08-24,51,Female,Annual,Cardio,85,703,8:25,Absent
803,2024-09-29,53,Female,Quarterly,Yoga,44,375,22:19,Absent
804,2024-09-12,62,Other,Monthly,CrossFit,106,806,8:36,Absent
805,2024-09-20,51,Female,Quarterly,Strength Training,54,502,11:58,Present
806,2024-11-30,44,Other,Monthly,Strength Training,44,334,21:25,Absent
807,2024-04-17,35,Female,Annual,Cardio,103,715,14:33,Present
808,2024-08-17,38,Other,Quarterly,Yoga,45,385,22:57,Absent
809,2024-05-30,22,Female,Quarterly,CrossFit,108,1011,8:58,Absent
810,2024-01-02,48,Male,Monthly,Yoga,28,145,9:12,Present
811,2024-12-22,52,Other,Quarterly,Cardio,61,370,20:47,Absent
812,2024-11-08,52,Male,Annual,Yoga,20,148,21:38,Present
813,2024-11-09,43,Male,Monthly,Cardio,109,722,22:11,Present
814,2024-11-01,18,Female,Annual,HIIT,102,723,7:30,Present
815,2024-08-31,20,Male,Quarterly,Strength Training,68,376,22:28,Absent
816,2024-04-19,21,Male,Annual,HIIT,86,548,21:20,Present
817,2024-07-10,21,Male,Annual,Yoga,22,145,21:15,Absent
818,2024-05-06,31,Other,Monthly,HIIT,91,765,20:05,Present
819,2024-07-03,61,Male,Annual,Cardio,108,679,10:13,Absent
820,2024-02-07,38,Female,Monthly,Cardio,39,206,6:47,Present
821,2024-10-17,45,Female,Annual,Cardio,110,612,11:08,Absent
822,2024-01-29,36,Male,Quarterly,HIIT,33,193,8:40,Present
823,2024-06-25,37,Male,Quarterly,Cardio,103,847,18:54,Present
824,2024-04-01,61,Female,Quarterly,CrossFit,68,354,10:30,Absent
825,2024-10-19,55,Male,Monthly,HIIT,40,221,16:20,Absent
826,2024-10-21,18,Female,Quarterly,HIIT,112,911,20:03,Absent
827,2024-09-18,37,Other,Monthly,Yoga,58,485,10:43,Present
828,2024-10-23,50,Male,Monthly,Strength Training,114,1078,18:22,Absent
829,2024-11-25,65,Female,Annual,CrossFit,39,196,18:54,Present
830,2024-10-16,18,Female,Quarterly,CrossFit,95,637,19:16,Present
831,2024-03-05,61,Other,Quarterly,Cardio,103,1003,7:05,Present
832,2024-04-28,57,Other,Annual,Yoga,39,357,15:01,Absent
833,2024-01-16,61,Male,Annual,CrossFit,110,678,15:30,Absent
834,2024-09-27,37,Other,Quarterly,Cardio,23,173,10:42,Present
835,2024-08-29,56,Female,Quarterly,Strength Training,76,533,18:49,Present
836,2024-10-10,64,Female,Quarterly,Cardio,44,354,10:45,Present
837,2024-03-01,55,Male,Quarterly,CrossFit,42,410,10:32,Absent
838,2024-04-04,18,Other,Monthly,Strength Training,72,643,9:40,Present
839,2024-09-23,18,Other,Monthly,CrossFit,100,665,20:49,Absent
840,2024-02-10,23,Female,Monthly,Yoga,62,611,8:12,Absent
841,2024-05-10,65,Female,Monthly,Strength Training,109,897,7:01,Present
842,2024-05-01,60,Female,Monthly,Yoga,113,647,8:05,Absent
843,2024-08-04,42,Male,Quarterly,HIIT,72,673,10:44,Absent
844,2024-08-11,29,Male,Annual,HIIT,88,600,19:30,Present
845,2024-09-06,39,Female,Monthly,Yoga,65,550,12:32,Present
846,2024-11-10,61,Female,Annual,CrossFit,25,201,9:31,Present
847,2024-03-15,59,Other,Quarterly,CrossFit,93,908,20:47,Present
848,2024-10-03,19,Female,Quarterly,Cardio,70,684,21:57,Present
849,2024-02-21,48,Male,Annual,CrossFit,80,440,8:22,Present
850,2024-04-03,43,Male,Annual,Yoga,25,183,14:00,Absent
851,2024-04-07,57,Other,Annual,CrossFit,38,288,12:50,Present
852,2024-11-09,23,Female,Monthly,Cardio,64,500,12:36,Present
853,2024-07-18,46,Female,Annual,HIIT,87,626,6:31,Present
854,2024-12-20,36,Other,Quarterly,CrossFit,119,1072,10:18,Present
855,2024-12-12,57,Male,Annual,Cardio,92,567,14:05,Present
856,2024-12-03,52,Male,Annual,CrossFit,61,571,11:05,Present
857,2024-02-14,28,Male,Monthly,CrossFit,27,176,14:41,Absent
858,2024-01-12,51,Female,Quarterly,HIIT,31,296,13:00,Present
859,2024-10-31,48,Female,Annual,Cardio,31,207,22:45,Absent
860,2024-07-01,31,Male,Annual,Strength Training,101,612,8:31,Absent
861,2024-02-10,23,Female,Annual,Yoga,23,211,12:54,Present
862,2024-08-25,54,Male,Annual,Cardio,111,603,5:58,Present
863,2024-06-12,31,Male,Annual,CrossFit,72,400,19:04,Absent
864,2024-05-07,52,Female,Quarterly,CrossFit,24,175,20:04,Absent
865,2024-07-23,54,Other,Monthly,HIIT,106,915,13:06,Absent
866,2024-03-14,34,Male,Monthly,Cardio,50,485,9:06,Present
867,2024-11-11,26,Male,Monthly,HIIT,95,576,18:11,Present
868,2024-06-17,39,Male,Annual,Cardio,104,807,6:13,Present
869,2024-10-24,48,Female,Quarterly,HIIT,116,1018,11:04,Absent
870,2024-01-02,45,Male,Annual,CrossFit,23,206,22:25,Absent
871,2024-02-18,26,Male,Monthly,Strength Training,42,235,20:49,Absent
872,2024-12-06,39,Other,Annual,Yoga,36,325,17:31,Absent
873,2024-02-06,42,Other,Annual,CrossFit,77,607,10:47,Absent
874,2024-07-01,41,Other,Quarterly,Yoga,93,471,10:51,Present
875,2024-03-07,49,Male,Annual,Cardio,44,221,12:49,Present
876,2024-07-01,18,Female,Quarterly,Strength Training,98,898,17:05,Present
877,2024-09-03,34,Male,Quarterly,Yoga,40,236,19:43,Present
878,2024-06-08,59,Male,Annual,Cardio,89,577,16:09,Present
879,2024-08-01,29,Female,Quarterly,Strength Training,110,723,10:17,Present
880,2024-06-20,27,Female,Quarterly,Strength Training,81,602,6:46,Absent
881,2024-05-13,36,Male,Monthly,CrossFit,63,514,12:21,Absent
882,2024-07-21,27,Male,Monthly,Strength Training,57,359,20:18,Absent
883,2024-09-14,30,Female,Annual,Strength Training,96,807,10:45,Absent
884,2024-10-29,62,Other,Quarterly,CrossFit,109,807,9:40,Present
885,2024-09-16,32,Male,Monthly,CrossFit,108,619,12:23,Absent
886,2024-11-06,22,Female,Monthly,CrossFit,101,909,5:00,Absent
887,2024-03-06,43,Male,Quarterly,CrossFit,37,295,14:29,Present
888,2024-12-02,40,Male,Quarterly,HIIT,42,318,20:47,Absent
889,2024-08-06,38,Other,Annual,Strength Training,84,609,17:54,Present
890,2024-03-08,27,Other,Annual,Strength Training,59,443,20:52,Absent
891,2024-10-10,37,Other,Quarterly,Strength Training,105,611,6:24,Present
892,2024-12-30,62,Male,Annual,HIIT,26,189,15:05,Present
893,2024-09-03,40,Other,Monthly,Yoga,31,232,10:08,Absent
894,2024-02-21,43,Female,Monthly,Yoga,86,562,10:33,Present
895,2024-03-03,20,Male,Monthly,Strength Training,73,578,20:11,Absent
896,2024-11-04,21,Other,Quarterly,HIIT,22,163,20:52,Absent
897,2024-06-11,19,Female,Quarterly,Yoga,54,369,5:27,Present
898,2024-10-24,49,Female,Monthly,CrossFit,82,753,16:36,Absent
899,2024-06-11,31,Other,Quarterly,Strength Training,34,222,14:41,Present
900,2024-03-27,32,Female,Quarterly,Cardio,20,104,11:15,Absent
901,2024-11-18,50,Female,Monthly,HIIT,30,239,6:34,Absent
902,2024-09-01,57,Other,Monthly,HIIT,100,805,7:16,Absent
903,2024-02-16,58,Male,Monthly,CrossFit,20,109,12:38,Present
904,2024-01-24,27,Female,Quarterly,Cardio,111,1004,16:31,Absent
905,2024-05-13,21,Other,Monthly,Cardio,112,706,21:07,Present
906,2024-11-02,42,Male,Quarterly,Strength Training,76,534,10:44,Present
907,2024-11-12,33,Other,Monthly,HIIT,60,354,22:32,Present
908,2024-04-15,56,Other,Quarterly,CrossFit,26,199,17:29,Present
909,2024-11-19,48,Other,Annual,Strength Training,25,202,14:13,Absent
910,2024-12-09,21,Other,Monthly,Cardio,69,674,17:45,Absent
911,2024-05-06,53,Female,Monthly,Cardio,57,386,22:16,Present
912,2024-02-01,46,Female,Annual,Cardio,28,144,14:47,Absent
913,2024-10-01,52,Other,Annual,CrossFit,33,297,8:17,Absent
914,2024-07-30,52,Male,Monthly,Yoga,45,252,13:21,Present
915,2024-07-05,47,Female,Annual,Strength Training,40,310,15:40,Absent
916,2024-06-14,51,Other,Quarterly,CrossFit,74,631,10:42,Absent
917,2024-04-26,40,Male,Monthly,CrossFit,93,650,12:13,Present
918,2024-09-15,36,Male,Monthly,Cardio,63,429,19:27,Present
919,2024-07-25,65,Female,Annual,Strength Training,109,692,22:36,Absent
920,2024-07-07,31,Other,Annual,CrossFit,109,889,19:07,Present
921,2024-08-05,24,Male,Annual,Strength Training,74,431,22:33,Absent
922,2024-01-19,43,Female,Quarterly,Yoga,77,439,11:13,Present
923,2024-02-14,23,Other,Monthly,Yoga,74,721,8:56,Absent
924,2024-07-07,57,Male,Annual,Yoga,43,241,11:28,Present
925,2024-10-21,24,Other,Quarterly,HIIT,73,640,5:22,Present
926,2024-11-08,54,Male,Quarterly,Yoga,36,248,22:17,Present
927,2024-10-21,36,Male,Annual,Cardio,84,765,5:52,Absent
928,2024-06-25,46,Other,Monthly,CrossFit,84,490,16:12,Present
929,2024-12-16,31,Male,Annual,Strength Training,118,787,9:13,Absent
930,2024-02-05,48,Female,Monthly,Strength Training,75,530,13:22,Present
931,2024-09-23,20,Other,Quarterly,Strength Training,117,826,16:47,Present
932,2024-02-16,42,Male,Monthly,HIIT,89,814,22:39,Present
933,2024-01-26,53,Male,Annual,Strength Training,32,269,13:23,Absent
934,2024-09-19,33,Other,Quarterly,HIIT,96,814,20:49,Present
935,2024-07-26,46,Other,Monthly,CrossFit,69,367,12:17,Absent
936,2024-05-24,57,Other,Annual,CrossFit,75,668,16:40,Present
937,2024-01-05,45,Male,Annual,Yoga,110,966,16:27,Present
938,2024-10-10,51,Female,Quarterly,Yoga,51,272,7:09,Present
939,2024-05-06,43,Other,Monthly,HIIT,77,642,8:38,Absent
940,2024-08-27,63,Female,Monthly,Cardio,60,450,18:18,Present
941,2024-04-09,23,Female,Monthly,CrossFit,27,239,6:44,Absent
942,2024-09-02,51,Male,Quarterly,Cardio,74,616,19:13,Absent
943,2024-10-26,54,Male,Annual,HIIT,51,504,21:25,Present
944,2024-03-31,29,Female,Monthly,CrossFit,54,305,5:53,Absent
945,2024-10-10,31,Female,Quarterly,Cardio,80,411,8:39,Absent
946,2024-06-04,21,Female,Annual,Yoga,37,197,6:13,Present
947,2024-09-09,60,Other,Monthly,Yoga,39,230,7:42,Absent
948,2024-01-17,62,Female,Annual,Yoga,117,767,7:57,Present
949,2024-01-10,26,Other,Annual,CrossFit,97,698,11:41,Present
950,2024-04-26,61,Male,Quarterly,Yoga,86,498,17:29,Absent
951,2024-04-18,56,Female,Quarterly,Strength Training,54,503,19:16,Present
952,2024-01-10,53,Female,Annual,Cardio,48,336,11:44,Absent
953,2024-05-15,30,Female,Quarterly,CrossFit,99,628,10:58,Present
954,2024-02-07,36,Other,Quarterly,CrossFit,60,466,7:09,Absent
955,2024-04-27,26,Other,Quarterly,Yoga,63,410,19:07,Absent
956,2024-05-30,38,Male,Quarterly,Cardio,98,962,7:33,Present
957,2024-08-05,53,Other,Quarterly,Cardio,45,292,18:35,Absent
958,2024-11-24,53,Female,Annual,HIIT,39,202,11:37,Present
959,2024-04-04,46,Male,Monthly,Strength Training,21,150,13:32,Present
960,2024-05-29,37,Other,Monthly,Strength Training,35,204,8:42,Present
961,2024-09-15,30,Male,Monthly,CrossFit,102,582,9:07,Present
962,2024-01-15,47,Female,Quarterly,Cardio,93,576,18:10,Present
963,2024-04-01,35,Male,Annual,Strength Training,80,765,9:32,Absent
964,2024-08-25,21,Other,Monthly,Yoga,68,370,13:27,Absent
965,2024-09-29,27,Female,Quarterly,Yoga,37,321,14:58,Absent
966,2024-11-06,37,Other,Annual,CrossFit,85,629,13:49,Absent
967,2024-07-19,29,Other,Quarterly,HIIT,96,628,19:32,Present
968,2024-01-09,26,Female,Monthly,Cardio,37,365,18:38,Absent
969,2024-10-05,65,Male,Quarterly,HIIT,68,540,7:44,Present
970,2024-02-08,51,Male,Annual,CrossFit,81,490,9:46,Absent
971,2024-09-12,49,Female,Quarterly,Yoga,119,852,10:44,Absent
972,2024-06-16,49,Male,Annual,Yoga,65,640,21:35,Absent
973,2024-12-23,63,Other,Quarterly,CrossFit,24,206,17:29,Absent
974,2024-10-12,58,Female,Annual,Cardio,76,435,15:27,Present
975,2024-01-22,34,Other,Monthly,Strength Training,102,535,8:00,Absent
976,2024-02-09,34,Female,Quarterly,HIIT,100,830,12:24,Absent
977,2024-02-06,38,Other,Monthly,HIIT,87,525,11:04,Present
978,2024-09-24,38,Other,Monthly,Strength Training,58,340,18:41,Present
979,2024-03-21,41,Male,Quarterly,CrossFit,33,310,8:51,Present
980,2024-11-27,41,Male,Annual,Strength Training,61,450,21:29,Absent
981,2024-09-12,22,Male,Quarterly,Strength Training,23,195,7:57,Absent
982,2024-10-20,64,Female,Annual,Cardio,30,198,21:16,Present
983,2024-05-11,30,Female,Annual,Strength Training,85,589,19:14,Absent
984,2024-01-07,31,Male,Monthly,CrossFit,89,459,17:15,Absent
985,2024-04-06,47,Female,Annual,Strength Training,57,503,8:40,Absent
986,2024-08-17,32,Other,Quarterly,Cardio,67,601,6:24,Absent
987,2024-10-13,28,Other,Monthly,Yoga,27,167,18:12,Absent
988,2024-02-27,31,Female,Monthly,Yoga,58,392,10:36,Absent
989,2024-11-22,52,Female,Monthly,Strength Training,50,383,7:27,Absent
990,2024-02-07,26,Other,Quarterly,CrossFit,62,542,14:25,Present
991,2024-09-18,60,Other,Annual,HIIT,73,665,8:01,Present
992,2024-12-19,59,Male,Quarterly,Strength Training,66,486,11:04,Present
993,2024-07-21,35,Male,Annual,Cardio,104,715,16:35,Absent
994,2024-04-06,42,Male,Annual,Yoga,88,700,21:46,Absent
995,2024-08-29,58,Female,Monthly,Cardio,111,645,16:55,Absent
996,2024-12-05,65,Female,Annual,Yoga,63,375,10:05,Absent
997,2024-06-14,41,Other,Quarterly,Yoga,110,995,17:19,Present
998,2024-01-13,57,Female,Quarterly,HIIT,92,642,11:13,Present
999,2024-01-06,48,Other,Monthly,HIIT,114,825,17:33,Absent
1000,2024-05-25,62,Other,Annual,CrossFit,111,591,15:30,Present
1001,2024-04-05,50,Other,Annual,Cardio,59,321,7:07,Absent
1002,2024-11-22,32,Female,Annual,HIIT,30,152,21:34,Absent
1003,2024-09-08,31,Other,Monthly,HIIT,36,263,11:38,Absent
1004,2024-12-21,28,Female,Quarterly,HIIT,108,790,16:29,Present
1005,2024-07-20,25,Female,Quarterly,Yoga,114,961,14:34,Absent
1006,2024-12-29,18,Female,Quarterly,HIIT,37,327,7:03,Absent
1007,2024-01-30,41,Female,Quarterly,Cardio,42,415,16:18,Absent
1008,2024-07-14,20,Other,Annual,Strength Training,56,540,8:36,Present
1009,2024-08-18,43,Male,Monthly,HIIT,108,834,21:40,Absent
1010,2024-09-18,56,Other,Monthly,Cardio,22,110,22:59,Absent
1011,2024-02-13,62,Female,Quarterly,Strength Training,75,658,9:09,Present
1012,2024-10-15,49,Other,Quarterly,Yoga,35,294,8:12,Absent
1013,2024-09-05,30,Male,Annual,Cardio,55,320,12:35,Absent
1014,2024-10-21,36,Female,Quarterly,Cardio,94,891,7:21,Present
1015,2024-10-12,44,Male,Quarterly,Cardio,54,379,5:20,Absent
1016,2024-08-26,64,Male,Monthly,Cardio,99,645,16:31,Present
1017,2024-07-29,29,Female,Annual,CrossFit,34,205,16:55,Present
1018,2024-09-03,65,Female,Annual,Cardio,115,790,5:13,Present
1019,2024-05-03,38,Male,Annual,CrossFit,116,1048,19:22,Absent
1020,2024-12-26,60,Female,Annual,Yoga,50,329,10:24,Present
1021,2024-12-28,46,Other,Annual,Cardio,47,370,22:22,Present
1022,2024-02-15,63,Other,Annual,HIIT,65,509,11:00,Absent
1023,2024-03-10,59,Male,Monthly,CrossFit,94,721,16:09,Absent
1024,2024-07-11,60,Male,Monthly,Cardio,77,645,16:54,Absent
1025,2024-09-14,60,Other,Quarterly,HIIT,57,472,13:05,Absent
1026,2024-04-29,24,Other,Quarterly,Strength Training,104,525,13:10,Present
1027,2024-12-28,29,Male,Quarterly,HIIT,29,186,21:53,Present
1028,2024-03-26,28,Male,Annual,Cardio,77,448,20:28,Present
1029,2024-05-02,64,Other,Monthly,Yoga,78,425,6:49,Present
1030,2024-04-03,27,Female,Annual,Strength Training,113,1008,8:48,Present
1031,2024-06-30,28,Female,Monthly,Strength Training,86,589,9:23,Present
1032,2024-08-21,27,Female,Monthly,HIIT,116,684,9:52,Present
1033,2024-11-23,45,Other,Annual,HIIT,91,866,22:11,Present
1034,2024-07-11,20,Other,Quarterly,CrossFit,75,466,13:00,Present
1035,2024-06-23,20,Other,Monthly,HIIT,90,713,18:10,Present
1036,2024-01-28,44,Other,Quarterly,Strength Training,104,583,16:51,Absent
1037,2024-03-12,51,Other,Quarterly,CrossFit,51,315,6:22,Absent
1038,2024-06-16,29,Other,Annual,HIIT,48,375,11:49,Present
1039,2024-03-11,19,Male,Monthly,CrossFit,88,445,21:51,Absent
1040,2024-12-23,62,Female,Annual,Cardio,71,605,13:43,Absent
1041,2024-07-29,60,Other,Annual,Cardio,49,395,22:26,Present
1042,2024-04-25,27,Other,Monthly,Yoga,62,329,16:31,Present
1043,2024-07-15,28,Female,Annual,Yoga,72,687,14:35,Absent
1044,2024-08-14,54,Female,Annual,HIIT,28,265,13:19,Present
1045,2024-04-25,41,Other,Annual,Cardio,83,715,21:23,Present
1046,2024-06-15,42,Other,Quarterly,Strength Training,23,188,16:19,Absent
1047,2024-09-22,39,Other,Annual,Cardio,68,562,20:42,Present
1048,2024-03-29,26,Female,Annual,Strength Training,38,236,12:16,Present
1049,2024-12-01,60,Female,Quarterly,Strength Training,64,616,8:55,Absent
1050,2024-02-09,60,Female,Monthly,HIIT,20,191,19:16,Absent
1051,2024-10-07,50,Other,Annual,Strength Training,63,515,17:34,Absent
1052,2024-06-05,27,Male,Quarterly,Strength Training,105,697,13:05,Absent
1053,2024-11-04,29,Male,Quarterly,Strength Training,38,218,6:10,Present
1054,2024-05-14,52,Other,Quarterly,Strength Training,115,667,13:06,Present
1055,2024-07-21,22,Other,Monthly,Yoga,55,508,15:36,Absent
1056,2024-08-13,18,Other,Monthly,Strength Training,74,637,9:14,Absent
1057,2024-02-06,42,Male,Annual,Yoga,28,159,12:24,Absent
1058,2024-10-21,26,Female,Monthly,HIIT,44,431,8:30,Absent
1059,2024-05-25,22,Female,Quarterly,Cardio,95,883,19:57,Present
1060,2024-03-20,45,Female,Quarterly,CrossFit,55,451,20:50,Present
1061,2024-03-26,19,Male,Monthly,CrossFit,50,345,12:24,Present
1062,2024-09-28,38,Female,Quarterly,CrossFit,35,333,5:10,Absent
1063,2024-08-16,64,Female,Annual,Cardio,22,115,5:25,Absent
1064,2024-07-27,37,Male,Monthly,Cardio,81,479,12:14,Present
1065,2024-03-08,60,Female,Quarterly,Cardio,41,268,13:06,Absent
1066,2024-12-20,37,Male,Annual,Yoga,27,140,10:32,Present
1067,2024-08-26,43,Other,Annual,Yoga,31,293,5:22,Present
1068,2024-09-22,56,Female,Quarterly,Yoga,47,342,19:27,Absent
1069,2024-07-04,64,Female,Annual,HIIT,78,513,16:42,Absent
1070,2024-02-15,25,Other,Monthly,CrossFit,35,337,8:47,Absent
1071,2024-06-09,43,Female,Monthly,CrossFit,24,182,8:54,Absent
1072,2024-11-14,18,Other,Monthly,Strength Training,75,690,18:09,Absent
1073,2024-07-04,43,Female,Monthly,HIIT,73,435,13:16,Present
1074,2024-05-02,36,Female,Monthly,Strength Training,50,348,21:08,Present
1075,2024-11-08,38,Male,Monthly,Strength Training,20,143,11:45,Present
1076,2024-10-02,61,Other,Quarterly,CrossFit,37,196,7:27,Absent
1077,2024-03-14,59,Female,Monthly,Yoga,117,659,20:54,Absent
1078,2024-01-14,49,Male,Quarterly,CrossFit,44,351,22:35,Absent
1079,2024-09-20,58,Male,Quarterly,CrossFit,20,110,18:30,Absent
1080,2024-08-19,48,Other,Quarterly,Strength Training,78,542,17:40,Absent
1081,2024-08-21,61,Other,Quarterly,Yoga,116,763,13:30,Absent
1082,2024-05-16,48,Other,Quarterly,Strength Training,109,756,17:38,Absent
1083,2024-06-02,20,Other,Annual,Strength Training,56,294,10:02,Present
1084,2024-03-18,28,Other,Annual,Yoga,74,672,9:07,Absent
1085,2024-11-18,59,Other,Quarterly,HIIT,74,391,21:29,Absent
1086,2024-09-09,36,Female,Quarterly,CrossFit,106,661,10:34,Absent
1087,2024-01-17,56,Male,Annual,CrossFit,113,1039,6:15,Absent
1088,2024-09-23,43,Other,Quarterly,Cardio,92,534,17:03,Present
1089,2024-10-12,41,Other,Quarterly,HIIT,27,228,15:26,Present
1090,2024-01-12,41,Other,Annual,Strength Training,37,190,22:03,Present
1091,2024-12-02,19,Female,Monthly,HIIT,114,1042,5:47,Present
1092,2024-08-23,52,Other,Monthly,HIIT,119,867,15:37,Absent
1093,2024-11-15,55,Female,Annual,Strength Training,31,242,12:51,Present
1094,2024-07-15,65,Other,Quarterly,Cardio,34,253,17:03,Absent
1095,2024-01-13,52,Other,Annual,Strength Training,94,891,12:22,Present
1096,2024-07-10,39,Female,Quarterly,Strength Training,39,268,10:32,Absent
1097,2024-11-13,47,Male,Monthly,Strength Training,65,353,6:27,Absent
1098,2024-08-28,48,Male,Quarterly,Yoga,118,901,5:16,Absent
1099,2024-08-01,59,Female,Quarterly,Strength Training,93,630,9:28,Present
1100,2024-07-01,45,Other,Annual,Strength Training,103,563,10:34,Absent
1101,2024-07-20,49,Female,Annual,Cardio,119,1121,20:16,Absent
1102,2024-02-20,53,Male,Monthly,Cardio,22,168,8:49,Absent
1103,2024-01-11,23,Female,Monthly,Strength Training,32,239,16:48,Absent
1104,2024-01-21,62,Female,Monthly,Cardio,74,469,12:46,Present
1105,2024-05-28,33,Female,Quarterly,CrossFit,80,582,22:15,Absent
1106,2024-09-01,50,Female,Quarterly,HIIT,27,192,12:14,Absent
1107,2024-08-30,42,Female,Quarterly,HIIT,65,461,8:18,Present
1108,2024-08-13,41,Female,Annual,Cardio,114,594,22:15,Present
1109,2024-10-12,32,Other,Quarterly,Strength Training,53,422,21:51,Present
1110,2024-02-16,62,Female,Annual,HIIT,53,438,9:37,Absent
1111,2024-06-08,21,Female,Quarterly,HIIT,37,204,14:37,Present
1112,2024-07-04,56,Male,Quarterly,Cardio,71,412,9:24,Absent
1113,2024-02-10,51,Female,Annual,HIIT,32,319,16:39,Present
1114,2024-04-28,20,Male,Quarterly,Cardio,40,237,19:41,Present
1115,2024-02-22,58,Female,Annual,HIIT,30,282,20:12,Present
1116,2024-06-05,64,Male,Monthly,HIIT,79,482,10:19,Present
1117,2024-12-18,43,Female,Annual,Strength Training,43,392,14:49,Present
1118,2024-04-18,58,Female,Annual,Cardio,39,242,5:29,Absent
1119,2024-05-29,23,Other,Annual,CrossFit,87,867,21:02,Present
1120,2024-08-12,43,Male,Monthly,Strength Training,72,624,6:29,Present
1121,2024-08-06,25,Male,Annual,Yoga,83,681,16:18,Present
1122,2024-07-11,37,Male,Monthly,HIIT,79,554,11:28,Present
1123,2024-05-26,22,Female,Quarterly,Yoga,68,420,6:27,Present
1124,2024-01-20,58,Female,Monthly,Cardio,119,644,14:13,Absent
1125,2024-07-28,42,Female,Monthly,Strength Training,105,1023,5:58,Present
1126,2024-08-14,20,Male,Quarterly,CrossFit,95,743,12:36,Present
1127,2024-11-02,34,Female,Annual,CrossFit,65,575,17:35,Present
1128,2024-06-17,46,Other,Annual,CrossFit,44,394,12:37,Absent
1129,2024-06-13,41,Male,Annual,Cardio,93,664,5:04,Present
1130,2024-07-29,27,Other,Monthly,Yoga,85,838,9:34,Absent
1131,2024-10-29,30,Male,Quarterly,Yoga,76,456,21:38,Absent
1132,2024-01-03,19,Other,Quarterly,Yoga,97,925,14:23,Absent
1133,2024-06-26,64,Female,Quarterly,CrossFit,40,363,16:42,Present
1134,2024-11-25,29,Female,Annual,Cardio,102,938,12:11,Present
1135,2024-10-21,47,Other,Quarterly,CrossFit,70,577,17:35,Absent
1136,2024-09-18,22,Other,Annual,Yoga,65,474,12:10,Absent
1137,2024-12-23,40,Other,Annual,Yoga,75,679,16:25,Present
1138,2024-03-06,51,Male,Annual,Cardio,100,905,19:29,Present
1139,2024-05-13,60,Female,Annual,Cardio,26,158,9:28,Absent
1140,2024-06-02,64,Female,Quarterly,Yoga,55,491,5:21,Absent
1141,2024-08-13,36,Female,Quarterly,HIIT,64,586,6:32,Absent
1142,2024-11-11,38,Male,Quarterly,Cardio,46,343,16:05,Absent
1143,2024-04-13,27,Other,Monthly,HIIT,96,513,20:12,Absent
1144,2024-11-26,48,Other,Monthly,Yoga,70,474,12:47,Absent
1145,2024-08-10,39,Male,Monthly,Cardio,38,323,17:42,Present
1146,2024-06-06,57,Female,Quarterly,Strength Training,106,622,14:53,Present
1147,2024-01-16,27,Male,Monthly,Strength Training,42,281,5:33,Present
1148,2024-05-31,51,Other,Monthly,Cardio,73,671,19:20,Absent
1149,2024-02-10,34,Female,Annual,Strength Training,56,533,16:30,Absent
1150,2024-08-19,45,Male,Quarterly,HIIT,65,332,14:34,Absent
1151,2024-10-24,49,Other,Monthly,Strength Training,64,435,21:57,Absent
1152,2024-11-12,47,Male,Annual,Yoga,82,416,18:50,Present
1153,2024-01-11,64,Female,Monthly,Cardio,61,443,6:34,Present
1154,2024-01-11,51,Male,Quarterly,Yoga,21,105,17:13,Absent
1155,2024-09-25,25,Other,Annual,Yoga,78,390,18:05,Present
1156,2024-11-22,36,Female,Annual,Strength Training,117,911,11:06,Present
1157,2024-06-21,45,Male,Quarterly,CrossFit,53,408,13:48,Present
