country,region,year,vehicle_segment,powertrain_type,ev_sales,petrol_car_sales,diesel_car_sales,total_vehicle_sales,ev_market_share,charging_stations,fast_chargers_share,avg_ev_range_km,fuel_price_usd_per_liter,electricity_price_usd_per_kwh,gdp_per_capita,urban_population_percent,co2_emissions_transport_mt,ev_subsidy_usd,emission_regulation_score,ev_growth_rate_yoy,is_ev_dominant
Germany,Europe,2019,commercial,ICE,5577,313246,208830,527653,1.06,32917,14.7,304,1.543,0.338,46222,76.8,159.4,5938,74.8,62.26,0
Germany,Europe,2019,mass_market,ICE,63521,1795042,244779,2103342,3.02,32917,14.7,304,1.543,0.338,46222,76.8,159.4,5938,74.8,63.58,0
Germany,Europe,2019,premium,ICE,38679,777041,67569,883289,4.38,32917,14.7,304,1.543,0.338,46222,76.8,159.4,5938,74.8,65.96,0
Germany,Europe,2020,commercial,ICE,20289,252120,168080,440489,4.61,44062,14.8,360,1.703,0.357,47086,77.5,155.8,8952,79.3,263.8,0
Germany,Europe,2020,mass_market,ICE,230506,1338535,182527,1751568,13.16,44062,14.8,360,1.703,0.357,47086,77.5,155.8,8952,79.3,262.88,0
Germany,Europe,2020,premium,ICE,138036,538520,46828,723384,19.08,44062,14.8,360,1.703,0.357,47086,77.5,155.8,8952,79.3,256.88,0
Germany,Europe,2021,commercial,ICE,35700,213782,142522,392004,9.11,52606,17.8,370,1.887,0.376,48190,77.7,151.1,7584,80.5,75.96,0
Germany,Europe,2021,mass_market,ICE,402316,1006599,137264,1546179,26.02,52606,17.8,370,1.887,0.376,48190,77.7,151.1,7584,80.5,74.54,0
Germany,Europe,2021,premium,ICE,248912,377958,32866,659736,37.73,52606,17.8,370,1.887,0.376,48190,77.7,151.1,7584,80.5,80.32,0
Germany,Europe,2022,commercial,ICE,41741,209795,139863,391399,10.66,85692,17.3,404,1.99,0.37904,48110,78.2,150.9,6000,82.0,16.92,0
Germany,Europe,2022,mass_market,ICE,482805,969514,132207,1584526,30.47,85692,17.3,404,1.99,0.37904,48110,78.2,150.9,6000,82.0,20.01,0
Germany,Europe,2022,premium,BEV,289692,336714,29280,655686,44.18,85692,17.3,404,1.99,0.37904,48110,78.2,150.9,6000,82.0,16.38,0
Germany,Europe,2023,commercial,ICE,40750,238665,159110,438525,9.29,125189,20.5,439,2.007,0.37904,50125,77.7,145.7,4586,85.9,-2.37,0
Germany,Europe,2023,mass_market,ICE,514967,1105943,156676,1777586,28.97,125189,20.5,439,2.007,0.37904,50125,77.7,145.7,4586,85.9,6.66,0
Germany,Europe,2023,premium,BEV,305853,375507,35259,716619,42.68,125189,20.5,439,2.007,0.37904,50125,77.7,145.7,4586,85.9,5.58,0
Germany,Europe,2024,commercial,ICE,44989,221956,147971,414916,10.84,147077,21.3,465,1.933,0.379,52064,78.3,141.0,0,87.1,10.4,0
Germany,Europe,2024,mass_market,ICE,516118,1011872,137982,1665972,30.98,147077,21.3,465,1.933,0.379,52064,78.3,141.0,0,87.1,0.22,0
Germany,Europe,2024,premium,BEV,311491,351375,30554,693420,44.92,147077,21.3,465,1.933,0.379,52064,78.3,141.0,0,87.1,1.84,0
Germany,Europe,2025,commercial,ICE,48491,230839,153893,433223,11.19,185439,24.6,486,1.85,0.373,54204,78.1,136.5,0,90.0,7.78,0
Germany,Europe,2025,mass_market,ICE,549850,1029166,140341,1719357,31.98,185439,24.6,486,1.85,0.373,54204,78.1,136.5,0,90.0,6.54,0
Germany,Europe,2025,premium,BEV,335891,357387,31077,724355,46.37,185439,24.6,486,1.85,0.373,54204,78.1,136.5,0,90.0,7.83,0
India,APAC,2010,commercial,ICE,6,272921,181951,454878,0.0,0,0.0,107,0.77,0.067,1359,30.9,166.9,0,19.484,0.0,0
India,APAC,2010,mass_market,ICE,79,1574664,214738,1789481,0.0,0,0.0,107,0.77,0.067,1359,30.9,166.9,0,19.484,0.0,0
India,APAC,2010,premium,ICE,51,688207,59848,748106,0.01,0,0.0,107,0.77,0.067,1359,30.9,166.9,0,19.484,0.0,0
India,APAC,2011,commercial,ICE,17,284389,189593,473999,0.0,38,1.0,119,0.82,0.071,1402,31.4,177.4,363,19.8,183.33,0
India,APAC,2011,mass_market,ICE,186,1639680,223593,1863459,0.01,38,1.0,119,0.82,0.071,1402,31.4,177.4,363,19.8,135.44,0
India,APAC,2011,premium,ICE,114,721989,62782,784885,0.01,38,1.0,119,0.82,0.071,1402,31.4,177.4,363,19.8,123.53,0
India,APAC,2012,commercial,ICE,16,282353,188235,470604,0.0,72,1.9,136,0.87,0.074,1463,31.6,190.1,719,19.5,63.3,0
India,APAC,2012,mass_market,ICE,188,1655912,225806,1881906,0.01,72,1.9,136,0.87,0.074,1463,31.6,190.1,719,19.5,1.08,0
India,APAC,2012,premium,ICE,112,712641,61969,774722,0.01,72,1.9,136,0.87,0.074,1463,31.6,190.1,719,19.5,-1.75,0
India,APAC,2013,commercial,ICE,17,296840,197894,494751,0.0,118,2.9,135,0.91,0.075,1500,32.1,200.3,1089,21.6,41.5,0
India,APAC,2013,mass_market,ICE,194,1709098,233059,1942351,0.01,118,2.9,135,0.91,0.075,1500,32.1,200.3,1089,21.6,3.19,0
India,APAC,2013,premium,ICE,118,745804,64852,810774,0.01,118,2.9,135,0.91,0.075,1500,32.1,200.3,1089,21.6,5.36,0
India,APAC,2014,commercial,ICE,68,293459,195639,489166,0.01,147,3.8,141,0.95,0.077,1557,32.6,212.4,1437,23.8,58.74,0
India,APAC,2014,mass_market,ICE,789,1734426,236513,1971728,0.04,147,3.8,141,0.95,0.077,1557,32.6,212.4,1437,23.8,300.0,0
India,APAC,2014,premium,ICE,484,767152,66709,834345,0.06,147,3.8,141,0.95,0.077,1557,32.6,212.4,1437,23.8,300.0,0
India,APAC,2015,commercial,ICE,91,312178,208119,520388,0.02,206,4.6,158,0.977,0.079,1599,32.9,221.9,1803,24.9,78.5,0
India,APAC,2015,mass_market,ICE,1028,1807822,246521,2055371,0.05,206,4.6,158,0.977,0.079,1599,32.9,221.9,1803,24.9,30.29,0
India,APAC,2015,premium,ICE,624,791778,68850,861252,0.07,206,4.6,158,0.977,0.079,1599,32.9,221.9,1803,24.9,28.93,0
India,APAC,2016,commercial,ICE,156,334239,222826,557221,0.03,413,6.5,171,1.013,0.08,1738,33.3,236.6,1841,27.3,109.36,0
India,APAC,2016,mass_market,ICE,1787,1963639,267769,2233195,0.08,413,6.5,171,1.013,0.08,1738,33.3,236.6,1841,27.3,73.83,0
India,APAC,2016,premium,ICE,1094,867004,75392,943490,0.12,413,6.5,171,1.013,0.08,1738,33.3,236.6,1841,27.3,75.32,0
India,APAC,2017,commercial,ICE,213,365402,243602,609217,0.03,609,8.8,200,1.027,0.08,1879,33.7,247.3,1885,31.7,36.54,0
India,APAC,2017,mass_market,ICE,2375,2087996,284727,2375098,0.1,609,8.8,200,1.027,0.08,1879,33.7,247.3,1885,31.7,32.9,0
India,APAC,2017,premium,ICE,1459,924394,80382,1006235,0.14,609,8.8,200,1.027,0.08,1879,33.7,247.3,1885,31.7,33.36,0
India,APAC,2018,commercial,ICE,242,345233,230155,575630,0.04,821,10.2,247,1.063,0.08,2026,34.1,259.2,1964,32.0,13.62,0
India,APAC,2018,mass_market,ICE,2747,2011743,274329,2288819,0.12,821,10.2,247,1.063,0.08,2026,34.1,259.2,1964,32.0,15.66,0
India,APAC,2018,premium,ICE,1682,887985,77216,966883,0.17,821,10.2,247,1.063,0.08,2026,34.1,259.2,1964,32.0,15.28,0
India,APAC,2019,commercial,ICE,322,345277,230184,575783,0.06,1426,13.1,272,1.087,0.08,2090,34.4,250.1,2001,37.3,33.06,0
India,APAC,2019,mass_market,ICE,3668,2014429,274695,2292792,0.16,1426,13.1,272,1.087,0.08,2090,34.4,250.1,2001,37.3,33.53,0
India,APAC,2019,premium,ICE,2232,882956,76779,961967,0.23,1426,13.1,272,1.087,0.08,2090,34.4,250.1,2001,37.3,32.7,0
India,APAC,2020,commercial,ICE,250,267685,178457,446392,0.06,1987,14.4,320,1.13,0.081,2215,34.9,250.7,2139,40.9,-22.36,0
India,APAC,2020,mass_market,ICE,2876,1579281,215357,1797514,0.16,1987,14.4,320,1.13,0.081,2215,34.9,250.7,2139,40.9,-21.59,0
India,APAC,2020,premium,ICE,1739,688019,59828,749586,0.23,1987,14.4,320,1.13,0.081,2215,34.9,250.7,2139,40.9,-22.09,0
India,APAC,2021,commercial,ICE,763,334820,223214,558797,0.14,2820,17.1,339,1.193,0.081,2292,35.2,253.2,2376,43.2,205.2,0
India,APAC,2021,mass_market,ICE,8716,1959067,267145,2234928,0.39,2820,17.1,339,1.193,0.081,2292,35.2,253.2,2376,43.2,203.06,0
India,APAC,2021,premium,ICE,5310,858953,74692,938955,0.57,2820,17.1,339,1.193,0.081,2292,35.2,253.2,2376,43.2,205.35,0
India,APAC,2022,commercial,ICE,2539,429503,286335,718377,0.35,6618,20.1,362,1.227,0.085,2394,35.6,272.7,2486,47.4,232.77,0
India,APAC,2022,mass_market,ICE,29722,2563455,349562,2942739,1.01,6618,20.1,362,1.227,0.085,2394,35.6,272.7,2486,47.4,241.01,0
India,APAC,2022,premium,ICE,17745,1098416,95514,1211675,1.46,6618,20.1,362,1.227,0.085,2394,35.6,272.7,2486,47.4,234.18,0
India,APAC,2023,commercial,ICE,4196,449851,299901,753948,0.56,12051,23.0,392,1.273,0.088,2587,36.1,288.8,2741,51.8,65.26,0
India,APAC,2023,mass_market,ICE,48242,2627529,358299,3034070,1.59,12051,23.0,392,1.273,0.088,2587,36.1,288.8,2741,51.8,62.31,0
India,APAC,2023,premium,ICE,28669,1117649,97187,1243505,2.31,12051,23.0,392,1.273,0.088,2587,36.1,288.8,2741,51.8,61.56,0
India,APAC,2024,commercial,ICE,6134,487714,325142,818990,0.75,21023,29.0,415,1.253,0.09,2750,36.1,306.2,3015,52.9,46.19,0
India,APAC,2024,mass_market,ICE,68707,2764885,377030,3210622,2.14,21023,29.0,415,1.253,0.09,2750,36.1,306.2,3015,52.9,42.42,0
India,APAC,2024,premium,ICE,41665,1196976,104085,1342726,3.1,21023,29.0,415,1.253,0.09,2750,36.1,306.2,3015,52.9,45.33,0
India,APAC,2025,commercial,ICE,9164,486962,324642,820768,1.12,34475,31.1,436,1.24,0.091,2934,36.5,329.0,3018,58.3,49.4,0
India,APAC,2025,mass_market,ICE,106863,2853916,389170,3349949,3.19,34475,31.1,436,1.24,0.091,2934,36.5,329.0,3018,58.3,55.53,0
India,APAC,2025,premium,ICE,65242,1237618,107619,1410479,4.63,34475,31.1,436,1.24,0.091,2934,36.5,329.0,3018,58.3,56.59,0
Indonesia,APAC,2010,commercial,ICE,5,69429,46290,115724,0.0,0,0.0,108,0.4829,0.06699000000000001,3118,49.9,108.3,0,19.484,0.0,0
Indonesia,APAC,2010,mass_market,ICE,15,405830,55343,461188,0.0,0,0.0,108,0.4829,0.06699000000000001,3118,49.9,108.3,0,19.484,0.0,0
Indonesia,APAC,2010,premium,ICE,10,172832,15030,187872,0.01,0,0.0,108,0.4829,0.06699000000000001,3118,49.9,108.3,0,19.484,0.0,0
Indonesia,APAC,2011,commercial,ICE,5,85896,57267,143168,0.0,6,1.0,115,0.4829,0.06699000000000001,3145,50.6,108.6,115,19.484,0.0,0
Indonesia,APAC,2011,mass_market,ICE,15,490700,66916,557631,0.0,6,1.0,115,0.4829,0.06699000000000001,3145,50.6,108.6,115,19.484,0.0,0
Indonesia,APAC,2011,premium,ICE,10,215999,18783,234792,0.0,6,1.0,115,0.4829,0.06699000000000001,3145,50.6,108.6,115,19.484,0.0,0
Indonesia,APAC,2012,commercial,ICE,5,97296,64868,162169,0.0,12,2.0,129,0.4829,0.06699000000000001,3110,51.4,111.9,234,19.484,0.0,0
Indonesia,APAC,2012,mass_market,ICE,15,577142,78703,655860,0.0,12,2.0,129,0.4829,0.06699000000000001,3110,51.4,111.9,234,19.484,0.0,0
Indonesia,APAC,2012,premium,ICE,10,249628,21708,271346,0.0,12,2.0,129,0.4829,0.06699000000000001,3110,51.4,111.9,234,19.484,0.0,0
Indonesia,APAC,2013,commercial,ICE,5,111360,74244,185609,0.0,18,3.3,138,0.4829,0.06699000000000001,3285,52.0,118.0,344,19.9,0.0,0
Indonesia,APAC,2013,mass_market,ICE,30,650829,88754,739613,0.0,18,3.3,138,0.4829,0.06699000000000001,3285,52.0,118.0,344,19.9,25.99,0
Indonesia,APAC,2013,premium,ICE,17,286154,24884,311055,0.01,18,3.3,138,0.4829,0.06699000000000001,3285,52.0,118.0,344,19.9,19.35,0
Indonesia,APAC,2014,commercial,ICE,6,99575,66384,165965,0.0,25,4.1,146,0.483,0.068,3299,52.6,124.9,455,21.0,6.27,0
Indonesia,APAC,2014,mass_market,ICE,67,589091,80331,669489,0.01,25,4.1,146,0.483,0.068,3299,52.6,124.9,455,21.0,64.69,0
Indonesia,APAC,2014,premium,ICE,41,258400,22470,280911,0.01,25,4.1,146,0.483,0.068,3299,52.6,124.9,455,21.0,60.05,0
Indonesia,APAC,2015,commercial,ICE,5,94239,62826,157070,0.0,33,4.8,154,0.513,0.071,3341,53.9,130.8,579,21.8,0.0,0
Indonesia,APAC,2015,mass_market,ICE,62,545362,74368,619792,0.01,33,4.8,154,0.513,0.071,3341,53.9,130.8,579,21.8,60.48,0
Indonesia,APAC,2015,premium,ICE,38,238835,20768,259641,0.01,33,4.8,154,0.513,0.071,3341,53.9,130.8,579,21.8,56.05,0
Indonesia,APAC,2016,commercial,ICE,11,93041,62027,155079,0.01,38,5.9,170,0.553,0.072,3554,54.3,137.2,686,24.6,30.06,0
Indonesia,APAC,2016,mass_market,ICE,121,533505,72751,606377,0.02,38,5.9,170,0.553,0.072,3554,54.3,137.2,686,24.6,59.18,0
Indonesia,APAC,2016,premium,ICE,75,236579,20572,257226,0.03,38,5.9,170,0.553,0.072,3554,54.3,137.2,686,24.6,64.01,0
Indonesia,APAC,2017,commercial,ICE,11,96006,64004,160021,0.01,44,7.4,192,0.597,0.075,3719,55.2,143.9,797,26.3,22.39,0
Indonesia,APAC,2017,mass_market,ICE,132,580963,79222,660317,0.02,44,7.4,192,0.597,0.075,3719,55.2,143.9,797,26.3,9.09,0
Indonesia,APAC,2017,premium,ICE,78,246464,21432,267974,0.03,44,7.4,192,0.597,0.075,3719,55.2,143.9,797,26.3,23.91,0
Indonesia,APAC,2018,commercial,ICE,17,95534,63689,159240,0.01,49,8.7,239,0.647,0.075,3880,55.4,150.5,909,26.6,50.37,0
Indonesia,APAC,2018,mass_market,ICE,194,569055,77598,646847,0.03,49,8.7,239,0.647,0.075,3880,55.4,150.5,909,26.6,46.97,0
Indonesia,APAC,2018,premium,ICE,116,245795,21374,267285,0.04,49,8.7,239,0.647,0.075,3880,55.4,150.5,909,26.6,45.06,0
Indonesia,APAC,2019,commercial,ICE,41,88852,59235,148128,0.03,131,9.8,273,0.71,0.078,4059,56.0,145.3,1043,30.2,55.05,0
Indonesia,APAC,2019,mass_market,ICE,468,514464,70154,585086,0.08,131,9.8,273,0.71,0.078,4059,56.0,145.3,1043,30.2,141.24,0
Indonesia,APAC,2019,premium,ICE,293,232114,20184,252591,0.12,131,9.8,273,0.71,0.078,4059,56.0,145.3,1043,30.2,152.59,0
Indonesia,APAC,2020,commercial,ICE,25,47605,31737,79367,0.03,195,13.0,294,0.777,0.079,4376,56.6,141.1,1143,32.1,31.48,0
Indonesia,APAC,2020,mass_market,ICE,287,280518,38253,319058,0.09,195,13.0,294,0.777,0.079,4376,56.6,141.1,1143,32.1,-38.68,0
Indonesia,APAC,2020,premium,ICE,173,121849,10596,132618,0.13,195,13.0,294,0.777,0.079,4376,56.6,141.1,1143,32.1,-40.96,0
Indonesia,APAC,2021,commercial,ICE,108,80588,53726,134422,0.08,488,15.5,334,0.85,0.081,4630,57.1,138.1,1284,34.6,85.21,0
Indonesia,APAC,2021,mass_market,ICE,1226,468007,63819,533052,0.23,488,15.5,334,0.85,0.081,4630,57.1,138.1,1284,34.6,300.0,0
Indonesia,APAC,2021,premium,ICE,751,206514,17958,225223,0.33,488,15.5,334,0.85,0.081,4630,57.1,138.1,1284,34.6,300.0,0
Indonesia,APAC,2022,commercial,ICE,511,91957,61304,153772,0.33,1453,19.6,359,0.897,0.085,4808,57.4,144.1,1389,39.7,300.0,0
Indonesia,APAC,2022,mass_market,ICE,5821,534066,72827,612714,0.95,1453,19.6,359,0.897,0.085,4808,57.4,144.1,1389,39.7,300.0,0
Indonesia,APAC,2022,premium,ICE,3500,230524,20046,254070,1.38,1453,19.6,359,0.897,0.085,4808,57.4,144.1,1389,39.7,300.0,0
Indonesia,APAC,2023,commercial,ICE,905,91286,60858,153049,0.59,2818,21.7,384,0.917,0.087,4960,58.2,148.5,1526,41.6,77.1,0
Indonesia,APAC,2023,mass_market,ICE,10302,527358,71912,609572,1.69,2818,21.7,384,0.917,0.087,4960,58.2,148.5,1526,41.6,76.98,0
Indonesia,APAC,2023,premium,ICE,6052,221660,19275,246987,2.45,2818,21.7,384,0.917,0.087,4960,58.2,148.5,1526,41.6,72.91,0
Indonesia,APAC,2024,commercial,ICE,1517,92308,61539,155364,0.98,6436,25.6,406,0.887,0.088,5087,58.8,151.1,1470,44.7,67.62,0
Indonesia,APAC,2024,mass_market,ICE,17555,538261,73399,629215,2.79,6436,25.6,406,0.887,0.088,5087,58.8,151.1,1470,44.7,70.4,0
Indonesia,APAC,2024,premium,ICE,10544,230081,20007,260632,4.05,6436,25.6,406,0.887,0.088,5087,58.8,151.1,1470,44.7,74.22,0
Indonesia,APAC,2025,commercial,ICE,2166,93907,62605,158678,1.37,9977,29.7,429,0.85,0.086,5253,59.1,154.7,1506,48.7,42.78,0
Indonesia,APAC,2025,mass_market,ICE,25097,544205,74210,643512,3.9,9977,29.7,429,0.85,0.086,5253,59.1,154.7,1506,48.7,42.96,0
Indonesia,APAC,2025,premium,ICE,14956,229559,19962,264477,5.65,9977,29.7,429,0.85,0.086,5253,59.1,154.7,1506,48.7,41.84,0
Italy,Europe,2010,commercial,ICE,7,173469,115650,289126,0.0,47,2.1,123,1.48,0.226,35991,68.5,110.6,0,49.7,0.0,0
Italy,Europe,2010,mass_market,ICE,102,1050397,143250,1193749,0.01,47,2.1,123,1.48,0.226,35991,68.5,110.6,0,49.7,0.0,0
Italy,Europe,2010,premium,ICE,54,448869,39037,487960,0.01,47,2.1,123,1.48,0.226,35991,68.5,110.6,0,49.7,0.0,0
Italy,Europe,2011,commercial,ICE,18,155450,103634,259102,0.01,209,2.7,130,1.513,0.227,33736,68.8,107.6,664,51.4,157.14,0
Italy,Europe,2011,mass_market,ICE,207,909862,124072,1034141,0.02,209,2.7,130,1.513,0.227,33736,68.8,107.6,664,51.4,102.94,0
Italy,Europe,2011,premium,ICE,122,386672,33624,420418,0.03,209,2.7,130,1.513,0.227,33736,68.8,107.6,664,51.4,125.93,0
Italy,Europe,2012,commercial,ICE,24,136301,90868,227193,0.01,343,3.3,146,1.527,0.231,33628,68.4,105.7,1327,53.0,85.16,0
Italy,Europe,2012,mass_market,ICE,271,796079,108556,904906,0.03,343,3.3,146,1.527,0.231,33628,68.4,105.7,1327,53.0,30.92,0
Italy,Europe,2012,premium,ICE,166,350698,30496,381360,0.04,343,3.3,146,1.527,0.231,33628,68.4,105.7,1327,53.0,36.07,0
Italy,Europe,2013,commercial,ICE,54,114655,76437,191146,0.03,517,3.7,153,1.53,0.239,33153,68.8,105.1,2021,54.6,97.59,0
Italy,Europe,2013,mass_market,ICE,605,664462,90609,755676,0.08,517,3.7,153,1.53,0.239,33153,68.8,105.1,2021,54.6,123.25,0
Italy,Europe,2013,premium,ICE,379,300107,26096,326582,0.12,517,3.7,153,1.53,0.239,33153,68.8,105.1,2021,54.6,128.31,0
Italy,Europe,2014,commercial,ICE,76,129831,86554,216461,0.04,1246,4.4,154,1.547,0.244,31584,68.9,101.7,2613,56.4,61.63,0
Italy,Europe,2014,mass_market,ICE,867,762097,103922,866886,0.1,1246,4.4,154,1.547,0.244,31584,68.9,101.7,2613,56.4,43.31,0
Italy,Europe,2014,premium,ICE,525,332562,28918,362005,0.15,1246,4.4,154,1.547,0.244,31584,68.9,101.7,2613,56.4,38.52,0
Italy,Europe,2015,commercial,ICE,108,142943,95296,238347,0.05,1768,5.5,175,1.563,0.251,29917,69.1,100.0,3313,57.5,65.1,0
Italy,Europe,2015,mass_market,ICE,1239,837862,114254,953355,0.13,1768,5.5,175,1.563,0.251,29917,69.1,100.0,3313,57.5,42.91,0
Italy,Europe,2015,premium,ICE,753,366649,31883,399285,0.19,1768,5.5,175,1.563,0.251,29917,69.1,100.0,3313,57.5,43.43,0
Italy,Europe,2016,commercial,ICE,136,166586,111057,277779,0.05,3104,5.9,191,1.577,0.252,31725,69.4,99.2,4042,60.2,25.93,0
Italy,Europe,2016,mass_market,ICE,1534,962968,131314,1095816,0.14,3104,5.9,191,1.577,0.252,31725,69.4,99.2,4042,60.2,23.81,0
Italy,Europe,2016,premium,ICE,924,417697,36321,454942,0.2,3104,5.9,191,1.577,0.252,31725,69.4,99.2,4042,60.2,22.71,0
Italy,Europe,2017,commercial,ICE,319,176401,117601,294321,0.11,3817,7.0,223,1.567,0.258,31490,69.8,99.2,4682,61.5,134.56,0
Italy,Europe,2017,mass_market,ICE,3768,1066177,145388,1215333,0.31,3817,7.0,223,1.567,0.258,31490,69.8,99.2,4682,61.5,145.63,0
Italy,Europe,2017,premium,ICE,2280,464492,40391,507163,0.45,3817,7.0,223,1.567,0.258,31490,69.8,99.2,4682,61.5,146.75,0
Italy,Europe,2018,commercial,ICE,520,174341,116227,291088,0.18,6437,7.6,262,1.593,0.259,32673,70.3,97.1,5407,66.1,63.01,0
Italy,Europe,2018,mass_market,ICE,5963,1023579,139579,1169121,0.51,6437,7.6,262,1.593,0.259,32673,70.3,97.1,5407,66.1,58.25,0
Italy,Europe,2018,premium,ICE,3565,440223,38280,482068,0.74,6437,7.6,262,1.593,0.259,32673,70.3,97.1,5407,66.1,56.36,0
Italy,Europe,2019,commercial,ICE,905,173696,115798,290399,0.31,9006,7.6,299,1.653,0.267,32947,70.4,90.5,5962,68.3,74.04,0
Italy,Europe,2019,mass_market,ICE,10387,1017917,138807,1167111,0.89,9006,7.6,299,1.653,0.267,32947,70.4,90.5,5962,68.3,74.19,0
Italy,Europe,2019,premium,ICE,6225,438075,38094,482394,1.29,9006,7.6,299,1.653,0.267,32947,70.4,90.5,5962,68.3,74.61,0
Italy,Europe,2020,commercial,ICE,3323,120514,80343,204180,1.63,12642,11.1,345,1.79,0.295,32676,71.5,86.5,5901,72.6,267.18,0
Italy,Europe,2020,mass_market,ICE,37366,674257,91944,803567,4.65,12642,11.1,345,1.79,0.295,32676,71.5,86.5,5901,72.6,259.74,0
Italy,Europe,2020,premium,ICE,22713,289022,25132,336867,6.74,12642,11.1,345,1.79,0.295,32676,71.5,86.5,5901,72.6,264.87,0
Italy,Europe,2021,commercial,ICE,7689,128120,85413,221222,3.48,22496,12.4,377,1.96,0.349,33894,71.2,84.6,5459,73.6,131.39,0
Italy,Europe,2021,mass_market,ICE,88829,709035,96687,894551,9.93,22496,12.4,377,1.96,0.349,33894,71.2,84.6,5459,73.6,137.73,0
Italy,Europe,2021,premium,ICE,53160,290759,25283,369202,14.4,22496,12.4,377,1.96,0.349,33894,71.2,84.6,5459,73.6,134.05,0
Italy,Europe,2022,commercial,ICE,5797,115831,77220,198848,2.92,34576,13.2,400,2.043,0.37904,34398,71.1,87.5,5047,77.8,-24.61,0
Italy,Europe,2022,mass_market,ICE,65788,637103,86878,789769,8.33,34576,13.2,400,2.043,0.37904,34398,71.1,87.5,5047,77.8,-25.94,0
Italy,Europe,2022,premium,ICE,42110,261362,22960,326432,12.9,34576,13.2,400,2.043,0.37904,34398,71.1,87.5,5047,77.8,-20.79,0
Italy,Europe,2023,commercial,ICE,6759,134378,89585,230722,2.93,48063,16.1,433,2.053,0.37904,35756,71.3,86.8,4499,78.9,16.59,0
Italy,Europe,2023,mass_market,ICE,77963,751073,102419,931455,8.37,48063,16.1,433,2.053,0.37904,35756,71.3,86.8,4499,78.9,18.51,0
Italy,Europe,2023,premium,ICE,47092,313652,27274,388018,12.14,48063,16.1,433,2.053,0.37904,35756,71.3,86.8,4499,78.9,11.83,0
Italy,Europe,2024,commercial,ICE,8175,140020,93347,241542,3.38,65326,17.6,462,1.963,0.352,37218,71.8,84.9,3973,82.7,20.95,0
Italy,Europe,2024,mass_market,ICE,92430,759806,103610,955846,9.67,65326,17.6,462,1.963,0.352,37218,71.8,84.9,3973,82.7,18.56,0
Italy,Europe,2024,premium,ICE,57073,321971,27998,407042,14.02,65326,17.6,462,1.963,0.352,37218,71.8,84.9,3973,82.7,21.19,0
Italy,Europe,2025,commercial,ICE,10080,136411,90941,237432,4.25,77783,19.3,469,1.89,0.326,38575,71.9,82.5,2975,84.6,23.3,0
Italy,Europe,2025,mass_market,ICE,118074,752690,102639,973403,12.13,77783,19.3,469,1.89,0.326,38575,71.9,82.5,2975,84.6,27.74,0
Italy,Europe,2025,premium,ICE,70098,302173,26276,398547,17.59,77783,19.3,469,1.89,0.326,38575,71.9,82.5,2975,84.6,22.82,0
Japan,APAC,2010,commercial,ICE,107,459304,306203,765614,0.01,991,9.8,129,1.29,0.18,44864,90.3,223.2,4452,48.8,0.0,0
Japan,APAC,2010,mass_market,ICE,1211,2663470,363200,3027881,0.04,991,9.8,129,1.29,0.18,44864,90.3,223.2,4452,48.8,0.0,0
Japan,APAC,2010,premium,ICE,718,1138264,98979,1237961,0.06,991,9.8,129,1.29,0.18,44864,90.3,223.2,4452,48.8,0.0,0
Japan,APAC,2011,commercial,ICE,840,464224,309482,774546,0.11,2318,13.0,129,1.26,0.19,42613,91.1,226.3,4308,49.3,300.0,0
Japan,APAC,2011,mass_market,ICE,9777,2766736,377282,3153795,0.31,2318,13.0,129,1.26,0.19,42613,91.1,226.3,4308,49.3,300.0,0
Japan,APAC,2011,premium,ICE,5821,1185941,103125,1294887,0.45,2318,13.0,129,1.26,0.19,42613,91.1,226.3,4308,49.3,300.0,0
Japan,APAC,2012,commercial,ICE,1354,482781,321854,805989,0.17,3571,14.5,143,1.24,0.197,40459,91.2,225.5,4154,51.6,61.19,0
Japan,APAC,2012,mass_market,ICE,15367,2803798,382336,3201501,0.48,3571,14.5,143,1.24,0.197,40459,91.2,225.5,4154,51.6,57.18,0
Japan,APAC,2012,premium,ICE,9244,1213398,105513,1328155,0.7,3571,14.5,143,1.24,0.197,40459,91.2,225.5,4154,51.6,58.8,0
Japan,APAC,2013,commercial,ICE,1561,494524,329682,825767,0.19,4680,18.8,145,1.207,0.203,38450,91.2,219.5,3902,53.1,15.29,0
Japan,APAC,2013,mass_market,ICE,17874,2896997,395045,3309916,0.54,4680,18.8,145,1.207,0.203,38450,91.2,219.5,3902,53.1,16.31,0
Japan,APAC,2013,premium,ICE,10743,1252407,108905,1372055,0.78,4680,18.8,145,1.207,0.203,38450,91.2,219.5,3902,53.1,16.22,0
Japan,APAC,2014,commercial,ICE,1555,483602,322402,807559,0.19,13099,20.5,156,1.16,0.209,36364,91.1,214.1,3697,54.2,-0.38,0
Japan,APAC,2014,mass_market,ICE,17334,2758127,376108,3151569,0.55,13099,20.5,156,1.16,0.209,36364,91.1,214.1,3697,54.2,-3.02,0
Japan,APAC,2014,premium,ICE,10511,1202881,104598,1317990,0.8,13099,20.5,156,1.16,0.209,36364,91.1,214.1,3697,54.2,-2.16,0
Japan,APAC,2015,commercial,ICE,1481,444632,296422,742535,0.2,20717,24.6,170,1.13,0.217,34987,90.9,209.6,3494,55.1,-4.76,0
Japan,APAC,2015,mass_market,ICE,16840,2585057,352508,2954405,0.57,20717,24.6,170,1.13,0.217,34987,90.9,209.6,3494,55.1,-2.85,0
