From,To,Distance,Duration
nei-lu-CDC,nei-lu-CDC-suo-zai-cheng-shi,0,0
nan-jing-DC,nei-lu-CDC-suo-zai-cheng-shi,1027,746
qing-dao-DC,nei-lu-CDC-suo-zai-cheng-shi,603,507
gang-kou-CDC,nei-lu-CDC-suo-zai-cheng-shi,2046,1305
shang-hai-DC,nei-lu-CDC-suo-zai-cheng-shi,1158,892
shen-zhen-DC,nei-lu-CDC-suo-zai-cheng-shi,2152,1348
tian-jin-DC,nei-lu-CDC-suo-zai-cheng-shi,89,121
xi-an-DC,nei-lu-CDC-suo-zai-cheng-shi,1085,841
chang-sha-DC,nei-lu-CDC-suo-zai-cheng-shi,1465,1022
zheng-zhou-DC,nei-lu-CDC-suo-zai-cheng-shi,682,507
hang-zhou-DC,nei-lu-CDC-suo-zai-cheng-shi,1279,921
wu-han-DC,nei-lu-CDC-suo-zai-cheng-shi,1134,820
da-lian-DC,nei-lu-CDC-suo-zai-cheng-shi,853,702
ha-er-bin-DC,nei-lu-CDC-suo-zai-cheng-shi,1255,914
bei-jing-DC,nei-lu-CDC-suo-zai-cheng-shi,66,86
ning-bo-DC,nei-lu-CDC-suo-zai-cheng-shi,1327,922
chong-qing-DC,nei-lu-CDC-suo-zai-cheng-shi,1765,1235
nei-lu-CDC,ning-bo-DC,1327,976
gang-kou-CDC,ning-bo-DC,834,624
cheng-du-DC,ning-bo-shi,2056,1336
dong-guan-DC,ning-bo-shi,1351,938
guang-zhou-DC,ning-bo-shi,1359,945
nei-lu-CDC,ning-bo-shi,1327,976
nan-jing-DC,ning-bo-shi,434,322
qing-dao-DC,ning-bo-shi,897,673
gang-kou-CDC,ning-bo-shi,834,624
shang-hai-DC,ning-bo-shi,227,223
shen-zhen-DC,ning-bo-shi,1361,954
tian-jin-DC,ning-bo-shi,1252,919
xi-an-DC,ning-bo-shi,1498,1048
chang-sha-DC,ning-bo-shi,1013,753
zheng-zhou-DC,ning-bo-shi,1086,770
hang-zhou-DC,ning-bo-shi,168,180
wu-han-DC,ning-bo-shi,929,682
da-lian-DC,ning-bo-shi,2058,1396
ha-er-bin-DC,ning-bo-shi,2461,1573
bei-jing-DC,ning-bo-shi,1377,987
ning-bo-DC,ning-bo-shi,0,0
chong-qing-DC,ning-bo-shi,1810,1260
cheng-du-DC,ning-de-shi,2072,1380
dong-guan-DC,ning-de-shi,923,655
guang-zhou-DC,ning-de-shi,973,682
nei-lu-CDC,ning-de-shi,1785,1257
nan-jing-DC,ning-de-shi,823,622
qing-dao-DC,ning-de-shi,1355,989
gang-kou-CDC,ning-de-shi,354,267
shang-hai-DC,ning-de-shi,687,565
shen-zhen-DC,ning-de-shi,921,636
tian-jin-DC,ning-de-shi,1710,1202
xi-an-DC,ning-de-shi,1678,1184
chang-sha-DC,ning-de-shi,885,677
zheng-zhou-DC,ning-de-shi,1380,993
hang-zhou-DC,ning-de-shi,551,443
wu-han-DC,ning-de-shi,933,732
da-lian-DC,ning-de-shi,2517,1689
ha-er-bin-DC,ning-de-shi,2919,1859
bei-jing-DC,ning-de-shi,1836,1295
ning-bo-DC,ning-de-shi,487,375
chong-qing-DC,ning-de-shi,1779,1243
nei-lu-CDC,qing-dao-DC,651,491
gang-kou-CDC,qing-dao-DC,1694,1148
cheng-du-DC,qing-dao-shi,2049,1359
dong-guan-DC,qing-dao-shi,1923,1246
guang-zhou-DC,qing-dao-shi,1912,1257
nei-lu-CDC,qing-dao-shi,651,491
nan-jing-DC,qing-dao-shi,570,412
qing-dao-DC,qing-dao-shi,0,0
gang-kou-CDC,qing-dao-shi,1694,1148
shang-hai-DC,qing-dao-shi,722,582
shen-zhen-DC,qing-dao-shi,1940,1254
tian-jin-DC,qing-dao-shi,528,425
xi-an-DC,qing-dao-shi,1212,918
chang-sha-DC,qing-dao-shi,1439,1014
zheng-zhou-DC,qing-dao-shi,746,590
hang-zhou-DC,qing-dao-shi,843,629
wu-han-DC,qing-dao-shi,1074,795
da-lian-DC,qing-dao-shi,410,787
ha-er-bin-DC,qing-dao-shi,1736,1187
bei-jing-DC,qing-dao-shi,653,536
ning-bo-DC,qing-dao-shi,891,637
chong-qing-DC,qing-dao-shi,1862,1257
cheng-du-DC,quan-zhou-shi,2032,1352
dong-guan-DC,quan-zhou-shi,664,474
guang-zhou-DC,quan-zhou-shi,714,498
nei-lu-CDC,quan-zhou-shi,2017,1357
nan-jing-DC,quan-zhou-shi,1063,822
qing-dao-DC,quan-zhou-shi,1606,1144
gang-kou-CDC,quan-zhou-shi,95,97
shang-hai-DC,quan-zhou-shi,938,764
shen-zhen-DC,quan-zhou-shi,662,463
tian-jin-DC,quan-zhou-shi,1989,1350
xi-an-DC,quan-zhou-shi,1769,1249
chang-sha-DC,quan-zhou-shi,888,687
zheng-zhou-DC,quan-zhou-shi,1519,1065
hang-zhou-DC,quan-zhou-shi,848,631
wu-han-DC,quan-zhou-shi,1023,810
da-lian-DC,quan-zhou-shi,2796,1838
ha-er-bin-DC,quan-zhou-shi,3198,2009
bei-jing-DC,quan-zhou-shi,2039,1367
ning-bo-DC,quan-zhou-shi,739,547
chong-qing-DC,quan-zhou-shi,1718,1200
cheng-du-DC,ri-zhao-shi,1910,1260
dong-guan-DC,ri-zhao-shi,1784,1160
guang-zhou-DC,ri-zhao-shi,1773,1160
nei-lu-CDC,ri-zhao-shi,617,486
nan-jing-DC,ri-zhao-shi,431,314
qing-dao-DC,ri-zhao-shi,148,148
gang-kou-CDC,ri-zhao-shi,1555,1053
shang-hai-DC,ri-zhao-shi,583,477
shen-zhen-DC,ri-zhao-shi,1801,1175
tian-jin-DC,ri-zhao-shi,537,425
xi-an-DC,ri-zhao-shi,1056,825
chang-sha-DC,ri-zhao-shi,1300,923
zheng-zhou-DC,ri-zhao-shi,589,474
hang-zhou-DC,ri-zhao-shi,704,520
wu-han-DC,ri-zhao-shi,935,690
da-lian-DC,ri-zhao-shi,1349,1017
ha-er-bin-DC,ri-zhao-shi,1751,1186
bei-jing-DC,ri-zhao-shi,668,524
ning-bo-DC,ri-zhao-shi,752,527
chong-qing-DC,ri-zhao-shi,1723,1170
cheng-du-DC,shan-tou-shi,1975,1290
dong-guan-DC,shan-tou-shi,375,285
guang-zhou-DC,shan-tou-shi,425,313
nei-lu-CDC,shan-tou-shi,2097,1406
nan-jing-DC,shan-tou-shi,1212,907
qing-dao-DC,shan-tou-shi,1780,1229
gang-kou-CDC,shan-tou-shi,247,202
shang-hai-DC,shan-tou-shi,1289,947
shen-zhen-DC,shan-tou-shi,342,265
tian-jin-DC,shan-tou-shi,2069,1382
xi-an-DC,shan-tou-shi,1830,1271
chang-sha-DC,shan-tou-shi,884,684
zheng-zhou-DC,shan-tou-shi,1580,1087
hang-zhou-DC,shan-tou-shi,1104,815
wu-han-DC,shan-tou-shi,1085,824
da-lian-DC,shan-tou-shi,2876,1888
ha-er-bin-DC,shan-tou-shi,3278,2050
bei-jing-DC,shan-tou-shi,2119,1413
ning-bo-DC,shan-tou-shi,1049,778
chong-qing-DC,shan-tou-shi,1702,1136
nei-lu-CDC,shang-hai-DC,1154,885
gang-kou-CDC,shang-hai-DC,1028,801
cheng-du-DC,shang-hai-shi,1966,1287
dong-guan-DC,shang-hai-shi,1424,996
guang-zhou-DC,shang-hai-shi,1432,991
nei-lu-CDC,shang-hai-shi,1154,885
nan-jing-DC,shang-hai-shi,309,267
qing-dao-DC,shang-hai-shi,724,577
gang-kou-CDC,shang-hai-shi,1028,801
shang-hai-DC,shang-hai-shi,0,0
shen-zhen-DC,shang-hai-shi,1434,1008
tian-jin-DC,shang-hai-shi,1079,827
xi-an-DC,shang-hai-shi,1384,981
chang-sha-DC,shang-hai-shi,1078,802
zheng-zhou-DC,shang-hai-shi,938,680
hang-zhou-DC,shang-hai-shi,178,208
wu-han-DC,shang-hai-shi,838,646
da-lian-DC,shang-hai-shi,1885,1314
ha-er-bin-DC,shang-hai-shi,2287,1478
bei-jing-DC,shang-hai-shi,1204,918
ning-bo-DC,shang-hai-shi,226,223
chong-qing-DC,shang-hai-shi,1720,1220
cheng-du-DC,shang-qiu-shi,1463,1039
dong-guan-DC,shang-qiu-shi,1519,1007
guang-zhou-DC,shang-qiu-shi,1508,1021
nei-lu-CDC,shang-qiu-shi,658,489
nan-jing-DC,shang-qiu-shi,472,345
qing-dao-DC,shang-qiu-shi,605,477
gang-kou-CDC,shang-qiu-shi,1399,964
shang-hai-DC,shang-qiu-shi,756,585
shen-zhen-DC,shang-qiu-shi,1537,1021
tian-jin-DC,shang-qiu-shi,612,501
xi-an-DC,shang-qiu-shi,680,523
chang-sha-DC,shang-qiu-shi,852,646
zheng-zhou-DC,shang-qiu-shi,208,177
hang-zhou-DC,shang-qiu-shi,751,573
wu-han-DC,shang-qiu-shi,519,396
da-lian-DC,shang-qiu-shi,1419,1070
ha-er-bin-DC,shang-qiu-shi,1821,1241
bei-jing-DC,shang-qiu-shi,680,509
ning-bo-DC,shang-qiu-shi,908,643
chong-qing-DC,shang-qiu-shi,1275,936
cheng-du-DC,shang-rao-shi,1696,1210
dong-guan-DC,shang-rao-shi,917,660
guang-zhou-DC,shang-rao-shi,925,677
nei-lu-CDC,shang-rao-shi,1507,1075
nan-jing-DC,shang-rao-shi,561,439
qing-dao-DC,shang-rao-shi,1110,854
gang-kou-CDC,shang-rao-shi,623,480
shang-hai-DC,shang-rao-shi,518,416
shen-zhen-DC,shang-rao-shi,927,692
tian-jin-DC,shang-rao-shi,1488,1045
xi-an-DC,shang-rao-shi,1374,1017
chang-sha-DC,shang-rao-shi,579,430
zheng-zhou-DC,shang-rao-shi,1030,774
hang-zhou-DC,shang-rao-shi,334,259
wu-han-DC,shang-rao-shi,593,469
da-lian-DC,shang-rao-shi,2294,1556
ha-er-bin-DC,shang-rao-shi,2696,1724
bei-jing-DC,shang-rao-shi,1528,1072
ning-bo-DC,shang-rao-shi,435,321
chong-qing-DC,shang-rao-shi,1484,1064
cheng-du-DC,shao-xing-shi,1954,1301
dong-guan-DC,shao-xing-shi,1277,907
guang-zhou-DC,shao-xing-shi,1285,916
nei-lu-CDC,shao-xing-shi,1306,965
nan-jing-DC,shao-xing-shi,396,305
qing-dao-DC,shao-xing-shi,876,665
gang-kou-CDC,shao-xing-shi,854,655
shang-hai-DC,shao-xing-shi,206,214
shen-zhen-DC,shao-xing-shi,1287,922
tian-jin-DC,shao-xing-shi,1231,902
xi-an-DC,shao-xing-shi,1408,1017
chang-sha-DC,shao-xing-shi,939,701
zheng-zhou-DC,shao-xing-shi,995,710
hang-zhou-DC,shao-xing-shi,84,136
wu-han-DC,shao-xing-shi,827,638
da-lian-DC,shao-xing-shi,2037,1394
ha-er-bin-DC,shao-xing-shi,2439,1565
bei-jing-DC,shao-xing-shi,1356,979
ning-bo-DC,shao-xing-shi,132,118
chong-qing-DC,shao-xing-shi,1684,1232
cheng-du-DC,shen-yang-shi,2530,1639
dong-guan-DC,shen-yang-shi,2810,1691
guang-zhou-DC,shen-yang-shi,2799,1699
nei-lu-CDC,shen-yang-shi,691,559
nan-jing-DC,shen-yang-shi,1589,1081
qing-dao-DC,shen-yang-shi,1186,903
gang-kou-CDC,shen-yang-shi,2657,1647
shang-hai-DC,shen-yang-shi,1741,1191
shen-zhen-DC,shen-yang-shi,2827,1698
tian-jin-DC,shen-yang-shi,678,535
xi-an-DC,shen-yang-shi,1760,1197
chang-sha-DC,shen-yang-shi,2140,1379
zheng-zhou-DC,shen-yang-shi,1357,954
hang-zhou-DC,shen-yang-shi,1862,1223
wu-han-DC,shen-yang-shi,1810,1177
da-lian-DC,shen-yang-shi,381,280
ha-er-bin-DC,shen-yang-shi,581,428
bei-jing-DC,shen-yang-shi,696,541
ning-bo-DC,shen-yang-shi,1910,1228
chong-qing-DC,shen-yang-shi,2441,1592
nei-lu-CDC,shen-zhen-DC,2147,1398
gang-kou-CDC,shen-zhen-DC,577,404
cheng-du-DC,shen-zhen-shi,1710,1145
dong-guan-DC,shen-zhen-shi,78,123
guang-zhou-DC,shen-zhen-shi,145,167
nei-lu-CDC,shen-zhen-shi,2147,1398
nan-jing-DC,shen-zhen-shi,1379,991
qing-dao-DC,shen-zhen-shi,1939,1289
gang-kou-CDC,shen-zhen-shi,577,404
shang-hai-DC,shen-zhen-shi,1455,1023
shen-zhen-DC,shen-zhen-shi,0,0
tian-jin-DC,shen-zhen-shi,2153,1409
xi-an-DC,shen-zhen-shi,1739,1230
chang-sha-DC,shen-zhen-shi,787,609
zheng-zhou-DC,shen-zhen-shi,1542,1090
hang-zhou-DC,shen-zhen-shi,1270,901
wu-han-DC,shen-zhen-shi,1055,762
da-lian-DC,shen-zhen-shi,2971,1884
ha-er-bin-DC,shen-zhen-shi,3373,2069
bei-jing-DC,shen-zhen-shi,2169,1427
ning-bo-DC,shen-zhen-shi,1372,947
chong-qing-DC,shen-zhen-shi,1437,998
cheng-du-DC,shi-jia-zhuang-shi,1567,1135
dong-guan-DC,shi-jia-zhuang-shi,1908,1243
guang-zhou-DC,shi-jia-zhuang-shi,1904,1249
nei-lu-CDC,shi-jia-zhuang-shi,286,220
nan-jing-DC,shi-jia-zhuang-shi,910,669
qing-dao-DC,shi-jia-zhuang-shi,648,493
gang-kou-CDC,shi-jia-zhuang-shi,1909,1219
shang-hai-DC,shi-jia-zhuang-shi,1169,893
shen-zhen-DC,shi-jia-zhuang-shi,1942,1245
tian-jin-DC,shi-jia-zhuang-shi,327,257
xi-an-DC,shi-jia-zhuang-shi,797,654
chang-sha-DC,shi-jia-zhuang-shi,1221,899
zheng-zhou-DC,shi-jia-zhuang-shi,417,323
hang-zhou-DC,shi-jia-zhuang-shi,1189,879
wu-han-DC,shi-jia-zhuang-shi,901,676
da-lian-DC,shi-jia-zhuang-shi,1110,866
ha-er-bin-DC,shi-jia-zhuang-shi,1512,1052
bei-jing-DC,shi-jia-zhuang-shi,343,260
ning-bo-DC,shi-jia-zhuang-shi,1327,927
chong-qing-DC,shi-jia-zhuang-shi,1478,1099
cheng-du-DC,su-qian-shi,1722,1175
dong-guan-DC,su-qian-shi,1598,1045
guang-zhou-DC,su-qian-shi,1587,1058
nei-lu-CDC,su-qian-shi,722,593
nan-jing-DC,su-qian-shi,252,206
qing-dao-DC,su-qian-shi,380,316
gang-kou-CDC,su-qian-shi,1406,986
shang-hai-DC,su-qian-shi,502,402
shen-zhen-DC,su-qian-shi,1616,1061
tian-jin-DC,su-qian-shi,647,519
xi-an-DC,su-qian-shi,939,724
chang-sha-DC,su-qian-shi,1053,790
zheng-zhou-DC,su-qian-shi,467,350
hang-zhou-DC,su-qian-shi,535,422
wu-han-DC,su-qian-shi,702,526
da-lian-DC,su-qian-shi,1453,1093
ha-er-bin-DC,su-qian-shi,1855,1261
bei-jing-DC,su-qian-shi,811,609
ning-bo-DC,su-qian-shi,654,463
chong-qing-DC,su-qian-shi,1535,1073
cheng-du-DC,tai-an-shi,1650,1190
dong-guan-DC,tai-an-shi,1823,1181
guang-zhou-DC,tai-an-shi,1812,1175
nei-lu-CDC,tai-an-shi,458,358
nan-jing-DC,tai-an-shi,628,474
qing-dao-DC,tai-an-shi,343,299
gang-kou-CDC,tai-an-shi,1687,1130
shang-hai-DC,tai-an-shi,780,647
shen-zhen-DC,tai-an-shi,1840,1182
tian-jin-DC,tai-an-shi,406,334
xi-an-DC,tai-an-shi,889,702
chang-sha-DC,tai-an-shi,1156,861
zheng-zhou-DC,tai-an-shi,423,356
hang-zhou-DC,tai-an-shi,901,692
wu-han-DC,tai-an-shi,823,612
da-lian-DC,tai-an-shi,1213,945
ha-er-bin-DC,tai-an-shi,1615,1118
bei-jing-DC,tai-an-shi,486,373
ning-bo-DC,tai-an-shi,949,695
chong-qing-DC,tai-an-shi,1530,1100
cheng-du-DC,tai-yuan-shi,1398,1030
dong-guan-DC,tai-yuan-shi,1908,1295
guang-zhou-DC,tai-yuan-shi,1897,1295
nei-lu-CDC,tai-yuan-shi,483,373
nan-jing-DC,tai-yuan-shi,1077,812
qing-dao-DC,tai-yuan-shi,863,681
gang-kou-CDC,tai-yuan-shi,1964,1300
shang-hai-DC,tai-yuan-shi,1360,995
shen-zhen-DC,tai-yuan-shi,1980,1311
tian-jin-DC,tai-yuan-shi,524,419
xi-an-DC,tai-yuan-shi,627,471
chang-sha-DC,tai-yuan-shi,1230,948
zheng-zhou-DC,tai-yuan-shi,441,376
hang-zhou-DC,tai-yuan-shi,1356,994
wu-han-DC,tai-yuan-shi,940,751
da-lian-DC,tai-yuan-shi,1307,990
ha-er-bin-DC,tai-yuan-shi,1709,1171
bei-jing-DC,tai-yuan-shi,489,387
ning-bo-DC,tai-yuan-shi,1512,1043
chong-qing-DC,tai-yuan-shi,1308,985
cheng-du-DC,tang-shan-shi,1982,1373
dong-guan-DC,tang-shan-shi,2251,1403
guang-zhou-DC,tang-shan-shi,2240,1416
nei-lu-CDC,tang-shan-shi,169,173
nan-jing-DC,tang-shan-shi,1044,792
qing-dao-DC,tang-shan-shi,641,534
gang-kou-CDC,tang-shan-shi,2112,1370
shang-hai-DC,tang-shan-shi,1196,912
shen-zhen-DC,tang-shan-shi,2269,1418
tian-jin-DC,tang-shan-shi,135,153
xi-an-DC,tang-shan-shi,1212,921
chang-sha-DC,tang-shan-shi,1581,1098
zheng-zhou-DC,tang-shan-shi,810,625
hang-zhou-DC,tang-shan-shi,1317,942
wu-han-DC,tang-shan-shi,1251,897
da-lian-DC,tang-shan-shi,706,576
ha-er-bin-DC,tang-shan-shi,1110,845
bei-jing-DC,tang-shan-shi,180,179
ning-bo-DC,tang-shan-shi,1365,941
chong-qing-DC,tang-shan-shi,1936,1310
nei-lu-CDC,tian-jin-DC,91,115
gang-kou-CDC,tian-jin-DC,1997,1298
cheng-du-DC,tian-jin-shi,1867,1285
dong-guan-DC,tian-jin-shi,2136,1336
guang-zhou-DC,tian-jin-shi,2125,1339
nei-lu-CDC,tian-jin-shi,91,115
nan-jing-DC,tian-jin-shi,929,687
qing-dao-DC,tian-jin-shi,526,433
gang-kou-CDC,tian-jin-shi,1997,1298
shang-hai-DC,tian-jin-shi,1081,839
shen-zhen-DC,tian-jin-shi,2154,1340
tian-jin-DC,tian-jin-shi,0,0
xi-an-DC,tian-jin-shi,1097,840
chang-sha-DC,tian-jin-shi,1466,1032
zheng-zhou-DC,tian-jin-shi,695,524
hang-zhou-DC,tian-jin-shi,1202,862
wu-han-DC,tian-jin-shi,1136,824
da-lian-DC,tian-jin-shi,824,667
ha-er-bin-DC,tian-jin-shi,1228,905
bei-jing-DC,tian-jin-shi,154,149
ning-bo-DC,tian-jin-shi,1250,873
chong-qing-DC,tian-jin-shi,1821,1239
cheng-du-DC,wei-fang-shi,1858,1307
dong-guan-DC,wei-fang-shi,1947,1253
guang-zhou-DC,wei-fang-shi,1936,1254
nei-lu-CDC,wei-fang-shi,456,392
nan-jing-DC,wei-fang-shi,594,429
qing-dao-DC,wei-fang-shi,175,155
gang-kou-CDC,wei-fang-shi,1718,1155
shang-hai-DC,wei-fang-shi,746,599
shen-zhen-DC,wei-fang-shi,1965,1261
tian-jin-DC,wei-fang-shi,381,326
xi-an-DC,wei-fang-shi,1111,874
chang-sha-DC,wei-fang-shi,1379,988
zheng-zhou-DC,wei-fang-shi,640,496
hang-zhou-DC,wei-fang-shi,868,643
wu-han-DC,wei-fang-shi,1046,790
da-lian-DC,wei-fang-shi,1188,932
ha-er-bin-DC,wei-fang-shi,1590,1099
bei-jing-DC,wei-fang-shi,506,426
ning-bo-DC,wei-fang-shi,915,649
chong-qing-DC,wei-fang-shi,1753,1228
cheng-du-DC,wei-hai-shi,2173,1489
dong-guan-DC,wei-hai-shi,2169,1380
guang-zhou-DC,wei-hai-shi,2158,1383
nei-lu-CDC,wei-hai-shi,735,581
nan-jing-DC,wei-hai-shi,816,592
qing-dao-DC,wei-hai-shi,275,220
gang-kou-CDC,wei-hai-shi,1949,1292
shang-hai-DC,wei-hai-shi,969,769
shen-zhen-DC,wei-hai-shi,2186,1394
tian-jin-DC,wei-hai-shi,660,504
xi-an-DC,wei-hai-shi,1426,1053
chang-sha-DC,wei-hai-shi,1685,1151
zheng-zhou-DC,wei-hai-shi,955,734
hang-zhou-DC,wei-hai-shi,1089,811
wu-han-DC,wei-hai-shi,1320,928
da-lian-DC,wei-hai-shi,253,687
ha-er-bin-DC,wei-hai-shi,1869,1246
bei-jing-DC,wei-hai-shi,786,630
ning-bo-DC,wei-hai-shi,1137,818
chong-qing-DC,wei-hai-shi,2108,1393
cheng-du-DC,wen-zhou-shi,1987,1375
dong-guan-DC,wen-zhou-shi,1144,836
guang-zhou-DC,wen-zhou-shi,1194,852
nei-lu-CDC,wen-zhou-shi,1551,1104
nan-jing-DC,wen-zhou-shi,578,436
qing-dao-DC,wen-zhou-shi,1121,850
gang-kou-CDC,wen-zhou-shi,573,444
shang-hai-DC,wen-zhou-shi,451,386
shen-zhen-DC,wen-zhou-shi,1143,808
tian-jin-DC,wen-zhou-shi,1476,1049
xi-an-DC,wen-zhou-shi,1614,1129
chang-sha-DC,wen-zhou-shi,971,728
zheng-zhou-DC,wen-zhou-shi,1230,865
hang-zhou-DC,wen-zhou-shi,297,286
wu-han-DC,wen-zhou-shi,884,680
da-lian-DC,wen-zhou-shi,2283,1545
ha-er-bin-DC,wen-zhou-shi,2685,1710
bei-jing-DC,wen-zhou-shi,1602,1126
ning-bo-DC,wen-zhou-shi,270,205
chong-qing-DC,wen-zhou-shi,1739,1255
nei-lu-CDC,wu-han-DC,1132,832
gang-kou-CDC,wu-han-DC,1031,757
cheng-du-DC,wu-han-shi,1156,822
dong-guan-DC,wu-han-shi,1028,759
guang-zhou-DC,wu-han-shi,1024,749
nei-lu-CDC,wu-han-shi,1132,832
nan-jing-DC,wu-han-shi,541,428
qing-dao-DC,wu-han-shi,1076,805
gang-kou-CDC,wu-han-shi,1031,757
shang-hai-DC,wu-han-shi,827,652
shen-zhen-DC,wu-han-shi,1082,777
tian-jin-DC,wu-han-shi,1138,835
xi-an-DC,wu-han-shi,745,579
chang-sha-DC,wu-han-shi,341,286
zheng-zhou-DC,wu-han-shi,510,399
hang-zhou-DC,wu-han-shi,751,596
wu-han-DC,wu-han-shi,0,0
da-lian-DC,wu-han-shi,1955,1311
ha-er-bin-DC,wu-han-shi,2357,1497
bei-jing-DC,wu-han-shi,1153,850
ning-bo-DC,wu-han-shi,911,667
chong-qing-DC,wu-han-shi,931,692
cheng-du-DC,wu-hu-shi,1647,1117
dong-guan-DC,wu-hu-shi,1256,896
guang-zhou-DC,wu-hu-shi,1264,902
nei-lu-CDC,wu-hu-shi,1092,811
nan-jing-DC,wu-hu-shi,114,135
qing-dao-DC,wu-hu-shi,678,526
gang-kou-CDC,wu-hu-shi,1069,792
shang-hai-DC,wu-hu-shi,359,319
shen-zhen-DC,wu-hu-shi,1266,909
tian-jin-DC,wu-hu-shi,1041,786
xi-an-DC,wu-hu-shi,1065,816
chang-sha-DC,wu-hu-shi,822,622
zheng-zhou-DC,wu-hu-shi,700,515
hang-zhou-DC,wu-hu-shi,283,283
wu-han-DC,wu-hu-shi,517,417
da-lian-DC,wu-hu-shi,1847,1283
ha-er-bin-DC,wu-hu-shi,2249,1466
bei-jing-DC,wu-hu-shi,1121,834
ning-bo-DC,wu-hu-shi,442,341
chong-qing-DC,wu-hu-shi,1422,1008
cheng-du-DC,wu-xi-shi,1839,1222
dong-guan-DC,wu-xi-shi,1438,1003
guang-zhou-DC,wu-xi-shi,1451,1030
nei-lu-CDC,wu-xi-shi,1053,833
nan-jing-DC,wu-xi-shi,178,166
qing-dao-DC,wu-xi-shi,647,500
gang-kou-CDC,wu-xi-shi,1071,827
shang-hai-DC,wu-xi-shi,140,185
shen-zhen-DC,wu-xi-shi,1448,1021
tian-jin-DC,wu-xi-shi,978,766
xi-an-DC,wu-xi-shi,1266,910
chang-sha-DC,wu-xi-shi,1047,793
zheng-zhou-DC,wu-xi-shi,819,580
hang-zhou-DC,wu-xi-shi,231,237
wu-han-DC,wu-xi-shi,709,552
da-lian-DC,wu-xi-shi,1784,1286
ha-er-bin-DC,wu-xi-shi,2186,1450
bei-jing-DC,wu-xi-shi,1103,850
ning-bo-DC,wu-xi-shi,293,240
chong-qing-DC,wu-xi-shi,1614,1111
nei-lu-CDC,xi-an-DC,1071,813
gang-kou-CDC,xi-an-DC,1820,1212
cheng-du-DC,xi-an-shi,785,636
dong-guan-DC,xi-an-shi,1716,1161
guang-zhou-DC,xi-an-shi,1706,1139
nei-lu-CDC,xi-an-shi,1071,813
nan-jing-DC,xi-an-shi,1109,790
qing-dao-DC,xi-an-shi,1191,913
gang-kou-CDC,xi-an-shi,1820,1212
shang-hai-DC,xi-an-shi,1379,978
shen-zhen-DC,xi-an-shi,1782,1216
tian-jin-DC,xi-an-shi,1112,848
xi-an-DC,xi-an-shi,0,0
chang-sha-DC,xi-an-shi,1039,816
zheng-zhou-DC,xi-an-shi,493,391
hang-zhou-DC,xi-an-shi,1355,958
wu-han-DC,xi-an-shi,784,598
da-lian-DC,xi-an-shi,1894,1317
ha-er-bin-DC,xi-an-shi,2296,1506
bei-jing-DC,xi-an-shi,1077,841
ning-bo-DC,xi-an-shi,1499,1018
chong-qing-DC,xi-an-shi,714,586
cheng-du-DC,xian-yang-shi,772,619
dong-guan-DC,xian-yang-shi,1739,1174
guang-zhou-DC,xian-yang-shi,1728,1174
nei-lu-CDC,xian-yang-shi,1093,837
nan-jing-DC,xian-yang-shi,1132,804
qing-dao-DC,xian-yang-shi,1214,912
gang-kou-CDC,xian-yang-shi,1842,1220
shang-hai-DC,xian-yang-shi,1401,992
shen-zhen-DC,xian-yang-shi,1804,1218
tian-jin-DC,xian-yang-shi,1134,872
xi-an-DC,xian-yang-shi,33,52
chang-sha-DC,xian-yang-shi,1061,830
zheng-zhou-DC,xian-yang-shi,515,407
hang-zhou-DC,xian-yang-shi,1353,989
wu-han-DC,xian-yang-shi,806,621
da-lian-DC,xian-yang-shi,1917,1328
ha-er-bin-DC,xian-yang-shi,2319,1517
bei-jing-DC,xian-yang-shi,1099,829
ning-bo-DC,xian-yang-shi,1521,1029
chong-qing-DC,xian-yang-shi,716,584
cheng-du-DC,xiang-yang-shi,1034,815
dong-guan-DC,xiang-yang-shi,1220,878
guang-zhou-DC,xiang-yang-shi,1209,874
nei-lu-CDC,xiang-yang-shi,1036,776
nan-jing-DC,xiang-yang-shi,801,565
qing-dao-DC,xiang-yang-shi,1084,803
gang-kou-CDC,xiang-yang-shi,1341,938
shang-hai-DC,xiang-yang-shi,1071,807
shen-zhen-DC,xiang-yang-shi,1286,919
tian-jin-DC,xiang-yang-shi,1042,792
xi-an-DC,xiang-yang-shi,468,399
chang-sha-DC,xiang-yang-shi,534,417
zheng-zhou-DC,xiang-yang-shi,394,325
hang-zhou-DC,xiang-yang-shi,1023,791
wu-han-DC,xiang-yang-shi,305,244
da-lian-DC,xiang-yang-shi,1860,1267
ha-er-bin-DC,xiang-yang-shi,2262,1448
bei-jing-DC,xiang-yang-shi,1058,802
ning-bo-DC,xiang-yang-shi,1191,837
chong-qing-DC,xiang-yang-shi,852,643
cheng-du-DC,xin-xiang-shi,1308,1001
dong-guan-DC,xin-xiang-shi,1581,1073
guang-zhou-DC,xin-xiang-shi,1578,1081
nei-lu-CDC,xin-xiang-shi,607,435
nan-jing-DC,xin-xiang-shi,711,509
qing-dao-DC,xin-xiang-shi,688,557
gang-kou-CDC,xin-xiang-shi,1598,1079
shang-hai-DC,xin-xiang-shi,995,761
shen-zhen-DC,xin-xiang-shi,1615,1093
tian-jin-DC,xin-xiang-shi,626,485
xi-an-DC,xin-xiang-shi,587,477
chang-sha-DC,xin-xiang-shi,895,706
zheng-zhou-DC,xin-xiang-shi,78,138
