dt,position_name_cn,business_type,dsp_name,position_type,discovery_cnt_num,click_cnt_num,consume_amount
20260108,极速版免费领时长激励视频,效果广告,墨果,极速版,43,51,1.95161
20260105,极速版-信息流激励视频,效果广告,穿山甲（模板）,极速版,4719,4641,114.804
20260109,极速版免费领时长激励视频,效果广告,爱奇艺,极速版,232,207,12.34859
20260119,极速版-激励视频-福利页,adsounds,?,极速版,11740,11585,108.814978
20260101,激励视频-福利页,效果广告,广点通,福利页,1416217,905803,56540.86923
20260123,奇迹小说-书籍红包激励视频,效果广告,穿山甲（模板）,极速版,29,7,0.58
20260109,激励视频-金币模式,效果广告,佳投-v2,福利页,1,1,0.0027
20260127,福利页-领现金-激励视频,效果广告,广推,福利页,20,20,0.08813
20260110,收听气泡超级翻倍激励视频,效果广告,广点通,极速版,757,17,2.777
20260111,积分中心激励视频,声播,?,福利页,909,150,18.2302719999676
20260108,极速版-激励视频-福利页,效果广告,爱奇艺,极速版,11194,11145,152.08503
20260115,激励视频-时长模式,品牌广告,Tap-tap,时长模式,134926,120153,7418.79335
20260127,激励视频-时长模式,效果广告,穿山甲（模板）,时长模式,1192273,725811,147392.4033
20260114,激励视频-唤端广告,品牌广告,Tap-tap,时长模式,19641,5125,487.95411
20260109,极速版-激励视频-福利页,效果广告,广点通,极速版,124514,120122,1234.57494
20260107,收听时长-超级翻倍-激励视频-卡友,效果广告,广点通,极速版,2120,1835,40.28
20260124,激励视频-时长模式,效果广告,广推,时长模式,5308,4251,305.18024
20260112,激励视频-唤端广告,效果广告,吉欣,时长模式,1458,227,38.33841
20260113,激励视频-唤端广告,效果广告,枫岚rtb,时长模式,47376,8546,998.07542
20260112,极速版免费领时长激励视频,效果广告,爱奇艺,极速版,226,199,12.93797
20260116,激励视频-时长模式,效果广告,穿山甲（模板）,时长模式,1156465,698370,131841.31888
20260118,激励视频-唤端广告,品牌广告,手淘_巨浪,时长模式,2282,637,81.88865
20260119,激励视频-时长模式,品牌广告,拼多多,时长模式,56220,51731,4423.94595
20260102,激励视频-时长模式,效果广告,软告V2,时长模式,33940,30634,2003.87776
20260117,极速版免费领时长激励视频,效果广告,ToBid聚合SDK,极速版,12985,8658,673.75491
20260121,福利页红包-激励视频,adsounds,?,极速版,947,968,11.429445
20260119,激励视频-福利页-唤端广告,效果广告,易点天下,福利页,35727,32001,437.14719
20260104,福利页-下载任务,效果广告,VIVO,福利页,3962,1036,111.52843
20260102,激励视频-福利页,效果广告,布鲁肯,福利页,147576,141714,3154.36178
20260120,激励视频-时长模式,效果广告,广推,时长模式,2179,2053,181.91254
20260124,激励视频-福利页,声播,?,福利页,237462,213604,5364.813981089931
20260127,激励视频-唤端广告,效果广告,OPPO-API,时长模式,6310,2057,283.02644
20260104,激励视频-福利页,效果广告,VIVO,福利页,86749,80160,3513.75543
20260107,极速版-福利页-愉悦赚H5,效果广告,,极速版,,,1502.1008000871911
20260121,极速版免费领时长激励视频,声播,?,极速版,37,58,1.313105
20260124,激励视频-唤端广告,效果广告,荣耀_他方,时长模式,459,48,6.18027
20260118,福利页-领现金-激励视频,效果广告,百度SDK,福利页,16,10,0.60685
20260105,激励视频-福利页-唤端广告,效果广告,舜飞,福利页,348,337,7.06342
20260101,收听时长-超级翻倍-激励视频,adsounds,?,极速版,1858,1888,45.472986
20260106,激励视频-唤端广告,效果广告,舜飞,时长模式,513,32,10.10156
20260121,激励视频-福利页,adsounds,?,福利页,524052,407981,7832.1048060282155
20260108,激励视频-福利页,效果广告,美数_v2,福利页,29665,28760,658.86251
20260119,激励视频-金币模式,声播,?,福利页,3,2,0.011013
20260117,激励视频-唤端广告,效果广告,星梵,时长模式,13696,2704,464.23385
20260103,激励视频-唤端广告,品牌广告,Tap-tap,时长模式,25388,5323,524.1155
20260108,激励视频-福利页,效果广告,广点通,福利页,1453276,916303,49774.29128
20260113,激励视频-福利页-唤端广告,效果广告,爱奇艺,福利页,82021,63509,1325.05565
20260128,积分中心激励视频,效果广告,旺脉2,福利页,2097,1772,103.21339
20260104,激励视频-福利页-唤端广告,效果广告,舜飞,福利页,381,354,6.62034
20260113,激励视频-福利页-唤端广告,效果广告,舜飞,福利页,1271,967,21.14075
20260104,激励视频-福利页-唤端广告,品牌广告,汇川,福利页,207,154,2.34683
20260104,激励视频-时长模式,效果广告,瑞狮,时长模式,18274,17828,1032.24297
20260123,激励视频-福利页,效果广告,易点天下,福利页,87008,80580,2365.42946
20260110,激励视频-福利页,品牌广告,拼多多,福利页,69849,60898,2701.44403
20260108,收听时长-超级翻倍-激励视频,效果广告,广点通,极速版,58810,39919,749.23185
20260119,激励视频-福利页,效果广告,VIVO,福利页,78283,71980,3305.51758
20260116,首页金币播报-激励视频,声播,?,极速版,1,5,0.07523
20260114,奇迹小说-宝箱激励视频,adsounds,?,极速版,65,44,0.322911
20260115,积分中心激励视频,效果广告,方歌,福利页,2738,2506,85.55676
20260107,答题活动激励视频,adsounds,?,极速版,15344,15706,288.823266
20260111,收听时长-超级翻倍-激励视频,效果广告,广点通,极速版,58460,39302,718.91573
20260124,激励视频-唤端广告,效果广告,广推,时长模式,50762,13246,2014.88385
20260117,激励视频-福利页,品牌广告,拼多多,福利页,64979,58411,2267.14649
20260115,收听时长-超级翻倍-激励视频-卡友,效果广告,穿山甲（模板）,极速版,7,0,0.063
20260107,激励视频-福利页-唤端广告,效果广告,方歌,福利页,1755,1682,39.58305
20260119,激励视频-唤端广告,效果广告,亿典v2,时长模式,123,5,1.86157
20260107,激励视频-福利页,品牌广告,手淘_巨浪,福利页,1146,697,115.90117
20260128,激励视频-福利页,效果广告,点思,福利页,6145,6111,103.57173
20260116,极速版-信息流激励视频-卡友,效果广告,广点通,极速版,104,103,1.976
20260111,福利页-领现金-激励视频,效果广告,广推,福利页,2,2,0.02141
20260103,激励视频-唤端广告,效果广告,布鲁肯,时长模式,9931,848,199.93923
20260124,激励视频-福利页,adsounds,?,福利页,392555,268637,5636.219909910072
20260128,收听时长-激励视频,声播,?,极速版,7,11,0.254503
20260128,积分中心-任务-banner,效果广告,讯飞,福利页,29767,29686,461.65799
20260123,极速版-信息流激励视频,效果广告,广点通,极速版,14735,12644,225.42
20260108,激励视频-听书任务,效果广告,fancy-v2,主app-其他,602,533,5.29608
20260123,极速版免费领时长激励视频,效果广告,穿山甲（模板）,极速版,24210,15263,1119.51394
20260127,答题活动激励视频,效果广告,广点通,极速版,123064,109632,802.25221
20260105,收听时长-超级翻倍-激励视频,效果广告,ToBid聚合SDK,极速版,84853,66169,1780.08171
20260116,激励视频-福利页-唤端广告,效果广告,方歌,福利页,564,531,15.90546
20260125,激励视频-福利页,效果广告,布鲁肯,福利页,140030,134487,4404.84328
20260118,喝水打卡激励视频,声播,?,极速版,672,1106,17.384191
20260102,激励视频-时长模式,效果广告,广点通,时长模式,1036354,754962,86247.08156
20260110,激励视频-福利页-唤端广告,效果广告,旺脉2,福利页,10249,6787,122.56424
20260123,激励视频-唤端广告,品牌广告,快手UG,时长模式,3188,584,40.53157
20260103,激励视频-福利页,效果广告,百度SDK,福利页,585627,583725,10749.61954
20260106,福利页-愉悦赚H5,效果广告,,福利页,,,7077.886401768887
20260123,激励视频-福利页,效果广告,OPPO-API,福利页,43408,35594,1788.63873
20260122,?,效果广告,广点通,极速版,0,2,0.0
20260114,激励视频-福利页-唤端广告,声播,?,福利页,1,0,0.0
20260115,福利页-愉悦赚H5,效果广告,,福利页,,,4748.263602675017
20260118,激励视频-福利页,效果广告,荣耀_他方,福利页,164055,160666,3885.21377
20260112,前插视频,效果广告,穿山甲（开屏/自渲染）,主app-其他,3576,1174,172.8
20260128,激励视频-时长模式,效果广告,墨果,时长模式,4064,4002,400.39755
20260102,激励视频-福利页,效果广告,软告V2,福利页,277,274,5.02724
20260126,激励视频-唤端广告,品牌广告,喜马拉雅,时长模式,171818,74333,17181.8
20260106,积分中心-任务-banner,效果广告,枫岚rtb,福利页,4843,4844,25.36336
20260126,激励视频-福利页-唤端广告,效果广告,VIVO,福利页,3893,3121,69.46095
20260117,激励视频-福利页,效果广告,VIVO,福利页,69518,64165,2876.38182
20260120,激励视频-时长模式,效果广告,佳投-v2,时长模式,2963,2630,110.67164
20260113,极速版免费领时长激励视频,效果广告,广点通,极速版,24954,14959,752.18322
20260112,激励视频-唤端广告,效果广告,易点天下,时长模式,1604,197,28.05266
20260108,激励视频-福利页,品牌广告,Tap-tap,福利页,113215,110636,2215.46424
20260123,收听气泡超级翻倍激励视频,效果广告,广点通,极速版,803,52,3.03
20260128,激励视频-时长模式,adsounds,?,时长模式,344267,160220,67961.640155
20260104,福利页-领现金-激励视频,效果广告,枫岚rtb,福利页,120,72,5.6994
20260123,激励视频-听书任务,效果广告,广推,主app-其他,144,137,1.5424
20260119,收听时长-激励视频,声播,?,极速版,11,20,0.541383
20260116,激励视频-福利页,效果广告,百度SDK,福利页,671024,697897,13361.06822
20260110,激励视频-福利页,品牌广告,快手UG,福利页,1178,945,27.75295
20260117,激励视频-时长模式,效果广告,星梵,时长模式,8357,7695,736.25673
20260104,激励视频-时长模式,效果广告,快友V2,时长模式,8647,8171,917.77043
20260114,激励视频-福利页-唤端广告,效果广告,fancy-v2,福利页,9028,5604,140.9066
20260117,激励视频-福利页,效果广告,穿山甲（模板）,福利页,2267718,1534058,81092.98865
20260110,激励视频-唤端广告,品牌广告,汇川,时长模式,12,4,0.10003
20260120,小说-阅读器免广告激励视频,效果广告,穿山甲（模板）,极速版,9,5,0.648
20260118,激励视频-时长模式,品牌广告,喜马拉雅,时长模式,54243,19393,0.0
20260119,极速版免费领时长激励视频,效果广告,穿山甲聚合SDK,极速版,146996,97984,10715.04162
20260127,奇迹小说-宝箱激励视频,效果广告,广点通,极速版,29,0,0.145
20260107,激励视频-福利页-唤端广告,效果广告,点思,福利页,9506,8841,151.70094
20260125,极速版免费领章节激励视频,效果广告,穿山甲（模板）,极速版,11,12,0.099
20260119,激励视频-时长模式,品牌广告,快手UG,时长模式,1313,1137,35.09671
20260124,收听时长-超级翻倍-激励视频,效果广告,穿山甲（模板）,极速版,52693,38218,801.75153
20260124,收听失效奖励激励视频,效果广告,广点通,极速版,164,4,0.662
20260127,积分中心激励视频,声播,?,福利页,630,108,4.0009730000001
20260105,福利页-提取现金-激励视频,效果广告,广点通,福利页,9408,8088,752.64
20260108,福利页-领现金-激励视频,效果广告,穿山甲（模板）,福利页,91,15,7.62253
20260109,激励视频-福利页,效果广告,墨果,福利页,56989,54910,1390.09459
20260125,激励视频-时长模式,效果广告,佳投-v2,时长模式,2081,1899,79.46996
20260111,激励视频-时长模式,效果广告,软告V2,时长模式,40825,36684,2499.07071
20260117,积分中心激励视频,效果广告,广点通,福利页,97437,74861,4577.15405
20260108,收听时长-超级翻倍-激励视频-卡友,效果广告,穿山甲（模板）,极速版,14,0,0.126
20260128,激励视频-时长模式,效果广告,亿典v2,时长模式,2532,2454,200.22104
20260124,激励视频-时长模式,品牌广告,喜马拉雅,时长模式,46036,15443,0.0
20260125,激励视频-福利页-唤端广告,效果广告,穿山甲（开屏/自渲染）,福利页,420209,336203,6416.97946
20260103,激励视频-福利页-唤端广告,品牌广告,快手UG,福利页,304,244,5.55898
20260102,激励视频-唤端广告,效果广告,穿山甲（开屏/自渲染）,时长模式,642551,192009,25148.06456
20260120,激励视频-时长模式,品牌广告,东风,时长模式,9068,8718,460.56598
20260122,激励视频-福利页,效果广告,软告V2,福利页,1641,1350,98.43638
20260112,激励视频-福利页-唤端广告,效果广告,旺脉2,福利页,12838,8779,127.73329
20260102,福利页-提取现金-激励视频,声播,?,福利页,870,838,68.1924389997467
20260104,福利页-下载任务,效果广告,爱奇艺,福利页,49,3,0.59227
20260118,收听时长-激励视频,效果广告,广点通,极速版,191,70,2.865
20260109,首页金币播报-激励视频,效果广告,穿山甲（模板）,极速版,33,18,0.3
20260113,激励视频-唤端广告,效果广告,星梵,时长模式,6433,1223,157.253
20260124,激励视频-唤端广告,效果广告,有境V2,时长模式,14759,2840,592.2237
20260107,极速版免费领时长激励视频,adsounds,?,极速版,1345,1258,50.052493
20260108,积分中心-任务-banner,效果广告,讯飞,福利页,90901,90721,1651.30637
20260112,福利页-提取现金-激励视频,品牌广告,快手UG,福利页,4,4,0.12
20260114,激励视频-福利页-唤端广告,效果广告,枫岚rtb,福利页,11095,8981,230.63815
20260114,激励视频-福利页,效果广告,百度SDK,福利页,659085,657018,11453.10131
20260123,极速版-信息流激励视频,效果广告,穿山甲（模板）,极速版,4691,4247,110.424
20260118,激励视频-时长模式,效果广告,广点通,时长模式,1101687,809313,86945.78591
20260101,收听时长-激励视频,效果广告,穿山甲（模板）,极速版,3579,2202,57.264
20260110,激励视频-福利页,效果广告,瑞狮,福利页,51688,50017,1181.61849
20260108,收听时长-超级翻倍-激励视频,品牌广告,拼多多,极速版,47,3,0.16024
20260109,激励视频-时长模式,效果广告,海贝（嗨量）,时长模式,64353,57897,4293.56297
20260127,喝水打卡激励视频,效果广告,穿山甲（模板）,极速版,90024,59316,1802.72019
20260113,激励视频-金币模式,声播,?,福利页,25,8,3.528843
20260123,激励视频-福利页,效果广告,新数,福利页,1,0,0.12051
20260116,激励视频-时长模式,效果广告,易点天下,时长模式,110401,95706,7632.31861
20260105,激励视频-听书任务,效果广告,fancy-v2,主app-其他,1487,1353,16.89122
20260111,激励视频-福利页,效果广告,华夏乐游,福利页,79,56,6.02107
20260101,激励视频-唤端广告,效果广告,舜飞,时长模式,548,123,8.78442
20260119,激励视频-听书任务,效果广告,广推,主app-其他,162,153,1.40991
20260106,?,效果广告,fancy-v2,极速版,0,2,0.0
20260123,极速版-激励视频-福利页,效果广告,美数_v2,极速版,1870,1844,39.96932
20260121,激励视频-福利页,效果广告,多盟,福利页,228432,238042,4206.73111
20260109,激励视频-福利页-唤端广告,效果广告,爱奇艺,福利页,97699,78328,1538.8092
20260117,激励视频-福利页,品牌广告,Tap-tap,福利页,122765,119200,2068.07374
20260125,收听气泡超级翻倍激励视频,效果广告,穿山甲（模板）,极速版,64,0,0.039
20260124,激励视频-时长模式,效果广告,OPPO-API,时长模式,33807,27257,3263.26226
20260127,答题活动激励视频,声播,?,极速版,2765,4509,58.118286
20260125,极速版-激励视频-福利页唤端,品牌广告,汇川,极速版,13895,7467,136.77691
20260103,激励视频-听书任务,效果广告,穿山甲（模板）,主app-其他,58997,36945,616.63156
20260112,激励视频-时长模式,效果广告,吉欣,时长模式,243,218,13.87212
20260103,激励视频-福利页-唤端广告,效果广告,佳投-v2,福利页,5171,3811,129.94908
20260119,前插视频,adsounds,?,主app-其他,17398,2556,456.1639329999997
20260128,福利页-提取现金-激励视频,声播,?,福利页,676,589,42.5444439995549
20260125,激励视频-福利页,效果广告,讯飞,福利页,241289,232163,6229.23824
20260128,激励视频-时长模式,品牌广告,喜马拉雅,时长模式,44512,14798,0.0
20260116,福利页-提取现金-激励视频,声播,?,福利页,892,831,69.2064019999839
20260101,激励视频-时长模式,效果广告,美数_v2,时长模式,6404,5394,482.59066
20260107,激励视频-福利页,效果广告,穿山甲（模板）,福利页,1858121,1134954,68204.27919
20260118,激励视频-金币模式,效果广告,佳投-v2,福利页,4,4,0.01083
20260110,激励视频-唤端广告,效果广告,吉欣,时长模式,2669,280,84.21501
20260121,激励视频-福利页-唤端广告,效果广告,广推,福利页,3202,2722,41.9763
20260111,激励视频-唤端广告,效果广告,舜飞,时长模式,130,16,3.17468
20260122,极速版免费领时长激励视频,品牌广告,汇川,极速版,1536,1406,80.15576
20260127,激励视频-唤端广告,品牌广告,京准通_API,时长模式,249670,37725,8516.16939
20260127,收听时长-激励视频,adsounds,?,极速版,45,35,0.630343
20260113,激励视频-时长模式,品牌广告,手淘_巨浪,时长模式,9498,8408,1486.57633
20260107,激励视频-福利页-唤端广告,效果广告,OPPO-API,福利页,1151,899,31.11846
20260126,极速版免费领时长激励视频,adsounds,?,极速版,1435,1273,31.57671
20260119,极速版-信息流激励视频,效果广告,广点通,极速版,15248,12853,233.712
20260102,极速版免费领时长激励视频,效果广告,点思,极速版,1563,1402,130.35572
20260106,激励视频-时长模式,效果广告,华夏乐游,时长模式,90,85,6.75114
20260118,福利页-提取现金-激励视频,效果广告,广点通,福利页,6055,4988,484.4
20260105,激励视频-时长模式,品牌广告,京准通_API,时长模式,2,0,0.18882
20260116,极速版免费领时长激励视频,效果广告,百度（模板）,极速版,2717,2090,54.34
20260118,答题活动激励视频,声播,?,极速版,1586,2606,30.210127
20260111,福利页-下载任务,品牌广告,汇川,福利页,53903,2131,633.3475
20260128,激励视频-唤端广告,效果广告,广点通,时长模式,1133520,411506,48328.64928
20260115,福利页-领现金-激励视频,品牌广告,汇川,福利页,45,35,1.66132
20260128,极速版免费领时长激励视频,效果广告,讯飞,极速版,443,424,19.6753
20260111,激励视频-唤端广告,品牌广告,京准通_API,时长模式,98278,16723,2998.47107
20260122,收听时长-超级翻倍-激励视频,adsounds,?,极速版,3284,3308,33.183943
20260105,激励视频-时长模式,效果广告,华为,时长模式,2343,2200,143.17357
20260106,激励视频-听书任务,adsounds,?,主app-其他,21488,1184,44.7707830000001
20260107,激励视频-福利页,效果广告,VIVO,福利页,88853,80901,3751.56434
20260123,激励视频-短剧模式,声播,?,主app-其他,15,16,0.274171
20260102,激励视频-福利页-唤端广告,效果广告,多盟,福利页,7891,7566,136.62019
20260106,激励视频-唤端广告,效果广告,海贝（嗨量）,时长模式,55077,4436,806.27081
20260114,激励视频-时长模式,品牌广告,喜马拉雅,时长模式,44639,15871,0.0
20260105,激励视频-听书任务,效果广告,广点通,主app-其他,47230,35898,574.15306
20260117,喝水打卡激励视频,效果广告,广点通,极速版,91272,79236,1091.33429
20260128,首页金币播报-激励视频,效果广告,广点通,极速版,8101,7215,81.17549
20260121,激励视频-时长模式,效果广告,广推,时长模式,3164,2842,219.99994
20260111,激励视频-福利页,效果广告,易点天下,福利页,106576,99717,3097.31552
20260114,激励视频-时长模式,效果广告,有境V2,时长模式,17233,15858,3124.09018
20260116,激励视频-福利页,效果广告,广点通,福利页,1404222,909608,43666.83636
20260109,激励视频-唤端广告,效果广告,墨果,时长模式,0,1,0.0
20260123,激励视频-福利页,效果广告,软告V2,福利页,1669,1336,102.68365
20260105,激励视频,adsounds,?,主app-其他,78,12,0.338345
20260108,激励视频-时长模式,效果广告,布鲁肯,时长模式,26514,19789,1398.51147
20260103,收听时长-超级翻倍-激励视频,声播,?,极速版,915,1712,11.935572
20260115,激励视频-福利页-唤端广告,效果广告,多盟,福利页,4893,4694,82.53
20260112,激励视频-金币模式,效果广告,穿山甲（模板）,福利页,2133,1146,192.56776
20260117,激励视频-福利页-唤端广告,效果广告,有境V2,福利页,1544,869,9.59093
20260127,激励视频-唤端广告,效果广告,美数_v2,时长模式,485,43,12.83202
20260128,福利页-提取现金-激励视频,效果广告,fancy-v2,福利页,184,161,24.6809
20260121,收听时长-超级翻倍-激励视频,效果广告,ToBid聚合SDK,极速版,13662,11409,319.63556
20260116,激励视频-福利页,效果广告,佳投-v2,福利页,24051,23850,665.23917
20260106,激励视频-唤端广告,效果广告,fancy-v2,时长模式,2007,220,51.36548
20260101,激励视频-福利页-唤端广告,效果广告,美数_v2,福利页,284,256,3.40068
20260102,激励视频-福利页,效果广告,荣耀_他方,福利页,162296,158144,5515.02686
20260127,福利页-提取现金-激励视频,adsounds,?,福利页,4270,3960,250.4005249999999
20260101,极速版-激励视频-福利页唤端,效果广告,广点通,极速版,64913,37174,1438.4962
20260102,福利页-提取现金-激励视频,效果广告,fancy-v2,福利页,74,69,9.59029
20260126,激励视频-时长模式,效果广告,枫岚rtb,时长模式,135169,119256,9586.80744
20260128,激励视频-唤端广告,品牌广告,快手UG,时长模式,5475,649,66.66873
20260121,福利页红包-激励视频,效果广告,穿山甲（模板）,极速版,5831,3724,27.76
20260124,奇迹小说-宝箱激励视频,效果广告,穿山甲（模板）,极速版,93,29,0.651
20260121,激励视频-福利页,品牌广告,汇川,福利页,296564,282292,6633.69219
20260106,收听时长-激励视频,声播,?,极速版,6,8,0.170108
20260121,激励视频-时长模式,效果广告,广点通,时长模式,1217398,905501,94711.13169
20260109,激励视频-福利页-唤端广告,效果广告,多盟,福利页,5671,5520,119.96396
20260125,激励视频-福利页,声播,?,福利页,249146,221829,4817.152960027513
20260113,激励视频-福利页-唤端广告,效果广告,荣耀_他方,福利页,6121,5759,90.63239
20260112,激励视频-唤端广告,效果广告,VIVO,时长模式,29942,8871,1079.08345
20260118,激励视频-福利页,效果广告,美数_v2,福利页,40369,39327,1308.7544
20260112,激励视频-唤端广告,效果广告,海贝（嗨量）,时长模式,50818,5184,747.68283
20260119,答题活动激励视频,效果广告,穿山甲（模板）,极速版,90641,30986,511.57431
20260128,激励视频-听书任务,效果广告,fancy-v2,主app-其他,760,683,10.01678
20260126,积分中心-任务-banner,效果广告,佳投-v2,福利页,56879,56723,929.26009
20260121,前插视频,声播,?,主app-其他,703,574,22.135695
20260125,激励视频-时长模式,效果广告,亿典v2,时长模式,1315,1268,119.30972
20260115,激励视频-时长模式,效果广告,方歌,时长模式,47275,42053,1663.91362
20260128,极速版-激励视频-福利页唤端,品牌广告,汇川,极速版,10475,5811,106.85452
20260115,福利页红包-激励视频,adsounds,?,极速版,2473,2530,21.113634
20260117,收听时长-激励视频,效果广告,广点通,极速版,140,54,2.1
20260114,激励视频-福利页-唤端广告,效果广告,爱奇艺,福利页,87896,68495,1375.38282
20260104,边听边看-看广免广,adsounds,?,主app-其他,1005,64,41.246711
20260123,激励视频-时长模式,品牌广告,汇川,时长模式,152578,139411,12749.50323
20260123,激励视频-福利页,效果广告,广推,福利页,10270,10396,232.27372
20260111,积分中心-任务-banner,效果广告,旺脉2,福利页,31052,30887,410.05194
20260103,激励视频-唤端广告,效果广告,广点通,时长模式,1130083,409405,47376.4385
20260126,收听时长-超级翻倍-激励视频,效果广告,ToBid聚合SDK,极速版,12791,10769,349.45261
20260109,福利页-提取现金-激励视频,效果广告,旺脉2,福利页,2,2,0.10108
20260105,激励视频-时长模式,品牌广告,手淘_巨浪,时长模式,10655,9463,1658.40629
20260105,收听时长-超级翻倍-激励视频,效果广告,广点通,极速版,60419,41489,731.93463
20260127,激励视频-时长模式,效果广告,点思,时长模式,61866,56511,5002.82035
20260127,积分中心-任务-banner,效果广告,讯飞,福利页,32603,32520,567.70214
20260104,激励视频-听书任务,效果广告,穿山甲（模板）,主app-其他,56257,35990,576.26057
20260125,极速版免费领时长激励视频,效果广告,讯飞,极速版,399,401,16.65862
20260101,激励视频-时长模式,效果广告,旺脉2,时长模式,79743,73638,8245.96812
20260114,激励视频-时长模式,效果广告,枫岚rtb,时长模式,88402,74558,4203.15756
20260114,激励视频-时长模式,效果广告,瑞狮,时长模式,13841,13464,1034.63057
20260127,激励视频-唤端广告,效果广告,佳投-v2,时长模式,5305,591,72.96505
20260122,喝水打卡激励视频,adsounds,?,极速版,5622,5647,82.479113
20260120,激励视频-福利页,效果广告,广推,福利页,2483,2459,68.42772
20260101,奇迹小说-宝箱激励视频,adsounds,?,极速版,201,32,1.833942
20260115,极速版免费领时长激励视频,效果广告,点思,极速版,1847,1689,128.10627
20260122,激励视频-福利页,效果广告,百度SDK,福利页,595017,592880,11473.73257
20260106,激励视频-唤端广告,效果广告,穿山甲（开屏/自渲染）,时长模式,680082,194793,24337.13391
20260127,福利页-下载任务,效果广告,广点通,福利页,656437,503855,17846.04163
20260122,福利页-领现金-激励视频,效果广告,fancy-v2,福利页,56,51,2.93607
20260105,喝水打卡激励视频,效果广告,穿山甲（模板）,极速版,102483,73432,1910.51637
20260101,激励视频-唤端广告,adsounds,?,时长模式,496000,219585,7084.537335
20260108,激励视频-时长模式,效果广告,爱奇艺,时长模式,82388,76619,5534.33298
20260124,激励视频-福利页-唤端广告,效果广告,亿典v2,福利页,5989,4018,142.49411
20260119,激励视频-时长模式,效果广告,百度SDK,时长模式,180010,176043,6756.99077
20260115,激励视频-福利页-唤端广告,效果广告,讯飞,福利页,1853,1134,31.42527
20260115,极速版-激励视频-福利页,adsounds,?,极速版,21583,21310,142.601872
20260120,激励视频-时长模式,adsounds,?,时长模式,367217,183545,67666.617178
20260107,前插视频,adsounds,?,主app-其他,17894,3323,618.6928720000003
20260119,积分中心-任务-banner,效果广告,fancy-v2,福利页,5635,5585,127.92775
20260124,收听气泡超级翻倍激励视频,效果广告,穿山甲（模板）,极速版,89,0,0.04
20260125,答题活动激励视频,声播,?,极速版,4046,6854,93.950298
20260104,福利页-愉悦赚H5,效果广告,,福利页,,,9477.789999141192
20260122,激励视频-福利页,效果广告,星梵,福利页,959,952,12.25282
20260122,激励视频-福利页,效果广告,OPPO-API,福利页,43702,35616,1822.6985
20260105,收听时长-激励视频,adsounds,?,极速版,81,79,2.53528
20260115,福利页红包-激励视频,声播,?,极速版,163,275,3.489589
20260104,激励视频-福利页-唤端广告,品牌广告,手淘_巨浪,福利页,238,132,7.5478
20260125,激励视频-时长模式,效果广告,华为,时长模式,1625,1539,118.22976
20260123,答题活动激励视频,效果广告,广点通,极速版,119104,107447,803.55761
20260127,激励视频-福利页-唤端广告,效果广告,VIVO,福利页,3424,2583,63.65722
20260123,收听时长-激励视频,效果广告,穿山甲（模板）,极速版,3438,2114,55.008
20260104,答题活动激励视频,效果广告,广点通,极速版,114458,102633,629.38619
20260112,福利页-领现金-激励视频,效果广告,广推,福利页,1,1,0.00796
20260112,极速版-激励视频-福利页,声播,?,极速版,10107,10893,126.661971
20260103,激励视频-短剧模式,adsounds,?,主app-其他,50,130,2.34135
20260113,激励视频-福利页,效果广告,星梵,福利页,2077,2065,37.8759
20260114,福利页-下载任务,效果广告,爱奇艺,福利页,9,2,0.11308
20260116,极速版-激励视频-福利页,效果广告,美数_v2,极速版,1663,1616,33.76904
20260128,收听时长-超级翻倍-激励视频,adsounds,?,极速版,2678,2692,29.280985
20260109,极速版-激励视频-福利页,声播,?,极速版,10119,10774,98.680411
20260117,奇迹小说-看视频任务激励视频,效果广告,穿山甲（模板）,极速版,18,7,0.162
20260108,激励视频-福利页,品牌广告,手淘_巨浪,福利页,942,648,81.58128
20260115,激励视频-唤端广告,效果广告,方歌,时长模式,208,14,5.90167
20260104,激励视频-福利页-唤端广告,效果广告,荣耀_他方,福利页,4245,3857,182.31882
20260126,极速版-激励视频-福利页唤端,效果广告,广点通,极速版,66121,39870,1668.69101
20260105,福利页-领现金-激励视频,效果广告,广点通,福利页,142,70,20.8666
20260112,激励视频-福利页-唤端广告,效果广告,枫岚rtb,福利页,4201,3668,107.23891
20260103,激励视频-时长模式,品牌广告,Tap-tap,时长模式,83877,76731,5169.42525
20260124,激励视频-福利页,效果广告,瑞狮,福利页,74724,72359,1885.10268
20260125,福利页-提取现金-激励视频,效果广告,fancy-v2,福利页,315,290,36.64338
20260118,极速版免费领时长激励视频,效果广告,ToBid聚合SDK,极速版,12723,8841,731.9456
20260113,激励视频-时长模式,效果广告,新义-v2,时长模式,2827,2693,213.80422
20260104,激励视频-福利页-唤端广告,效果广告,枫岚rtb,福利页,6809,5741,132.79783
20260117,福利页-领现金-激励视频,效果广告,百度SDK,福利页,21,18,0.90807
20260101,激励视频-福利页,adsounds,?,福利页,399295,208406,9655.9207670066
20260105,极速版-激励视频-福利页唤端,效果广告,穿山甲（开屏/自渲染）,极速版,49244,28783,1287.26079
20260118,激励视频-福利页,品牌广告,拼多多,福利页,67031,60339,2600.13696
20260114,极速版免费领时长激励视频,效果广告,百度（模板）,极速版,2863,2395,57.26
20260109,激励视频-时长模式,效果广告,布鲁肯,时长模式,25426,18871,1356.53501
20260107,激励视频-时长模式,品牌广告,东风,时长模式,5972,5867,281.95136
20260125,激励视频-时长模式,效果广告,讯飞,时长模式,124835,113939,5767.96691
