下单数量,购买时间,昨日销售数量,过去七天平均销售数量,过去30天平均销售数量,昨日退回数量,过去七天平均退回数量,过去30天平均退回数量,昨日返利金额,过去七天平均返利金额,过去30天平均返利金额,昨日折扣金额,过去七天平均折扣金额,过去30天平均折扣金额,过去七天平均特批数量,过去30天平均特批数量,过去七天平均特批价格,一周的第几天,距离五一多少日,距离十一多少日,距离双11多少日,距离内购会多少日,距离春节多少日,距离奥运会多少日,距离世界杯多少日,过去7天客户价变动次数,过去7天价格里使用的固定折扣点值
9137,2020-01-17,41758.0,52185.0,26076.0,2596.0,873.0,200.0,24426.0,15309.0,3680.0,0.0,0.0,0.0,14317.0,5842.0,1506408.0,5,105,258,299,230,7,553,1039,352.0,2.005999999999996
2216,2020-01-18,9137.0,43575.0,25958.0,805.0,860.0,229.0,0.0,12247.0,3651.0,0.0,0.0,0.0,11795.0,5738.0,1264445.0,6,104,257,298,229,6,552,1038,375.0,1.6759999999999955
1604,2020-01-19,2216.0,36682.0,25563.0,10.0,718.0,229.0,0.0,10206.0,3425.0,0.0,0.0,0.0,10179.0,5704.0,1144392.0,7,103,256,297,228,5,551,1037,402.0,2.035999999999996
913,2020-01-20,1604.0,31671.0,23500.0,12.0,617.0,210.0,0.0,8748.0,3425.0,0.0,0.0,0.0,8918.0,5602.0,1025031.0,1,102,255,296,227,4,550,1036,417.0,2.035999999999996
192,2020-01-21,913.0,14801.0,23053.0,60.0,573.0,203.0,0.0,3489.0,3304.0,0.0,0.0,0.0,2741.0,5403.0,459709.0,2,101,254,295,226,3,549,1035,266.0,1.4959999999999956
37,2020-01-22,192.0,10269.0,23050.0,63.0,564.0,206.0,0.0,3489.0,3241.0,0.0,0.0,0.0,2028.0,5396.0,402319.0,3,100,253,294,225,2,548,1034,213.0,0.9599999999999956
5,2020-01-24,0.0,2350.0,23902.0,0.0,158.0,212.0,0.0,0.0,3370.0,0.0,0.0,0.0,972.0,5552.0,225204.0,5,98,251,292,223,0,546,1032,172.0,0.8199999999999955
26,2020-02-01,0.0,0.0,21166.0,0.0,0.0,288.0,0.0,0.0,3760.0,0.0,0.0,0.0,0.0,5168.0,0.0,6,90,243,284,215,8,538,1024,130.0,0.5899999999999955
244,2020-02-02,26.0,26.0,20833.0,0.0,0.0,283.0,0.0,0.0,3760.0,0.0,0.0,0.0,0.0,4747.0,0.0,7,89,242,283,214,9,537,1023,105.0,0.4699999999999955
14523,2020-02-04,0.0,135.0,20950.0,0.0,0.0,296.0,0.0,0.0,3982.0,0.0,0.0,0.0,282.0,4755.0,1452.0,2,87,240,281,212,11,535,1021,74.0,0.4699999999999955
61,2020-02-05,14523.0,4931.0,20982.0,681.0,227.0,336.0,0.0,0.0,3700.0,0.0,0.0,0.0,198.0,4570.0,2918.0,3,86,239,280,211,12,534,1020,34.0,-4.440892098500625e-15
468,2020-02-06,61.0,3714.0,20885.0,0.0,170.0,336.0,0.0,0.0,3602.0,0.0,0.0,0.0,169.0,4371.0,2836.0,4,85,238,279,210,13,533,1019,15.0,-4.440892098500625e-15
470,2020-02-08,0.0,3064.0,14885.0,0.0,136.0,320.0,0.0,0.0,3827.0,0.0,0.0,0.0,228.0,4015.0,3685.0,6,83,236,277,208,15,531,1017,3.0,-4.440892098500625e-15
15530,2020-02-09,470.0,3153.0,14037.0,0.0,136.0,301.0,0.0,0.0,3602.0,0.0,0.0,0.0,251.0,3786.0,12755.0,7,82,235,276,207,16,530,1016,3.0,-4.440892098500625e-15
20,2020-02-10,15530.0,6210.0,14120.0,0.0,136.0,285.0,0.0,0.0,3402.0,0.0,0.0,0.0,1577.0,3975.0,14611.0,1,81,234,275,206,17,529,1015,3.0,-4.440892098500625e-15
2699,2020-02-11,20.0,5179.0,13378.0,0.0,114.0,270.0,0.0,0.0,3223.0,0.0,0.0,0.0,1369.0,3783.0,13142.0,2,80,233,274,205,18,528,1014,1.0,-4.440892098500625e-15
1533,2020-02-12,2699.0,3208.0,12844.0,0.0,0.0,256.0,0.0,0.0,3062.0,0.0,0.0,0.0,1367.0,3595.0,15106.0,3,79,232,273,204,19,527,1013,1.0,-4.440892098500625e-15
18579,2020-02-13,1533.0,3453.0,6971.0,0.0,0.0,238.0,0.0,0.0,1221.0,0.0,0.0,0.0,1360.0,1404.0,19749.0,4,78,231,272,203,20,526,1012,1.0,-4.440892098500625e-15
37940,2020-02-14,18579.0,6472.0,6304.0,0.0,0.0,231.0,5614.0,936.0,1502.0,0.0,0.0,0.0,1428.0,1195.0,22255.0,5,77,230,271,202,21,525,1011,1.0,-4.440892098500625e-15
13227,2020-02-15,37940.0,10967.0,7398.0,0.0,0.0,211.0,0.0,802.0,1502.0,0.0,0.0,0.0,1227.0,1035.0,19190.0,6,76,229,270,201,22,524,1010,1.0,-4.440892098500625e-15
3904,2020-02-16,13227.0,12790.0,5971.0,0.0,0.0,82.0,0.0,802.0,281.0,0.0,0.0,0.0,1234.0,786.0,21681.0,7,75,228,269,200,23,523,1009,1.0,-4.440892098500625e-15
156,2020-02-17,3904.0,11129.0,5710.0,0.0,0.0,41.0,0.0,802.0,281.0,0.0,0.0,0.0,207.0,701.0,19940.0,1,74,227,268,199,24,522,1008,1.0,-4.440892098500625e-15
10822,2020-02-18,156.0,11148.0,5607.0,0.0,0.0,41.0,0.0,802.0,281.0,0.0,0.0,0.0,203.0,611.0,22722.0,2,73,226,267,198,25,521,1007,1.0,-4.440892098500625e-15
10328,2020-02-19,10822.0,12309.0,6067.0,0.0,0.0,40.0,0.0,802.0,281.0,0.0,0.0,0.0,218.0,550.0,24256.0,3,72,225,266,197,26,520,1006,0.0,-4.440892098500625e-15
7103,2020-02-20,10328.0,13565.0,6538.0,1.0,0.0,37.0,0.0,802.0,281.0,0.0,0.0,0.0,227.0,524.0,32549.0,4,71,224,265,196,27,519,1005,0.0,0.2599999999999956
6922,2020-02-21,7103.0,11926.0,6884.0,70.0,10.0,38.0,0.0,0.0,281.0,0.0,0.0,0.0,182.0,549.0,38768.0,5,70,223,264,195,28,518,1004,3.0,0.2599999999999956
1299,2020-02-22,6922.0,7495.0,7228.0,18.0,13.0,38.0,0.0,0.0,281.0,0.0,0.0,0.0,215.0,562.0,48256.0,6,69,222,263,194,29,517,1003,3.0,0.2599999999999956
90,2020-02-23,1299.0,5791.0,6946.0,6.0,14.0,37.0,0.0,0.0,267.0,0.0,0.0,0.0,203.0,539.0,49550.0,7,68,221,262,193,30,516,1002,4.0,0.4199999999999956
104,2020-02-24,90.0,5246.0,6950.0,36.0,19.0,39.0,0.0,0.0,267.0,0.0,0.0,0.0,210.0,541.0,50330.0,1,67,220,261,192,31,515,1001,4.0,0.4199999999999956
632,2020-02-25,104.0,5238.0,6639.0,2.0,19.0,37.0,0.0,0.0,255.0,0.0,0.0,0.0,220.0,533.0,55425.0,2,66,219,260,191,32,514,1000,4.0,0.4199999999999956
8138,2020-02-26,632.0,3783.0,6377.0,8.0,20.0,36.0,0.0,0.0,244.0,0.0,0.0,0.0,262.0,529.0,73581.0,3,65,218,259,190,33,513,999,11.0,0.4199999999999956
8760,2020-02-27,8138.0,3470.0,6451.0,477.0,88.0,54.0,0.0,0.0,234.0,0.0,0.0,0.0,395.0,550.0,102106.0,4,64,217,258,189,34,512,998,11.0,0.5999999999999956
2254,2020-02-28,8760.0,3706.0,6543.0,441.0,141.0,70.0,0.0,0.0,225.0,0.0,0.0,0.0,1355.0,819.0,125553.0,5,63,216,257,188,35,511,997,12.0,0.33999999999999564
2913,2020-02-29,2254.0,3040.0,6378.0,6.0,139.0,67.0,0.0,0.0,216.0,0.0,0.0,0.0,1324.0,789.0,117078.0,6,62,215,256,187,36,510,996,23.0,0.33999999999999564
307,2020-03-01,2913.0,3270.0,6250.0,0.0,139.0,65.0,0.0,0.0,208.0,0.0,0.0,0.0,1422.0,788.0,128777.0,7,61,214,255,186,37,509,995,23.0,1.0399999999999956
248,2020-03-02,307.0,3301.0,6038.0,0.0,133.0,62.0,0.0,0.0,200.0,0.0,0.0,0.0,1607.0,808.0,136386.0,1,60,213,254,185,38,508,994,22.0,0.8799999999999956
14579,2020-03-03,248.0,3322.0,6046.0,0.0,133.0,62.0,0.0,0.0,200.0,0.0,0.0,0.0,1744.0,855.0,131744.0,2,59,212,253,184,39,507,993,23.0,0.8799999999999956
3966,2020-03-04,14579.0,5314.0,6557.0,213.0,162.0,70.0,0.0,0.0,200.0,0.0,0.0,0.0,1798.0,864.0,122603.0,3,58,211,252,183,40,506,992,23.0,0.8799999999999956
6170,2020-03-05,3966.0,4718.0,6468.0,51.0,102.0,69.0,0.0,0.0,194.0,0.0,0.0,0.0,1738.0,855.0,95357.0,4,57,210,251,182,41,505,991,16.0,0.8799999999999956
4894,2020-03-06,6170.0,4348.0,6180.0,29.0,43.0,47.0,0.0,0.0,194.0,0.0,0.0,0.0,1549.0,1059.0,81942.0,5,56,209,250,181,42,504,990,16.0,0.8299999999999956
9282,2020-03-07,4894.0,4725.0,6347.0,2.0,42.0,47.0,0.0,0.0,194.0,0.0,0.0,0.0,2099.0,1190.0,95887.0,6,55,208,249,180,43,503,989,20.0,0.8299999999999956
6030,2020-03-08,9282.0,5635.0,6651.0,19.0,45.0,48.0,0.0,0.0,194.0,0.0,0.0,0.0,2280.0,1244.0,91062.0,7,54,207,248,179,44,502,988,6.0,0.8299999999999956
3543,2020-03-09,6030.0,6453.0,6630.0,19.0,48.0,47.0,0.0,0.0,187.0,0.0,0.0,0.0,2438.0,1285.0,89175.0,1,53,206,247,178,45,501,987,9.0,0.8049999999999957
2737,2020-03-10,3543.0,6923.0,6732.0,1.0,48.0,47.0,0.0,0.0,187.0,0.0,0.0,0.0,2707.0,1388.0,118282.0,2,52,205,246,177,46,500,986,22.0,1.0149999999999957
3565,2020-03-11,2737.0,5232.0,6306.0,2.0,18.0,47.0,0.0,0.0,187.0,0.0,0.0,0.0,2981.0,1239.0,134755.0,3,51,204,245,176,47,499,985,27.0,1.1549999999999958
5559,2020-03-12,3565.0,5174.0,6424.0,5.0,11.0,47.0,0.0,0.0,187.0,0.0,0.0,0.0,3279.0,1318.0,184028.0,4,50,203,244,175,48,498,984,28.0,1.1549999999999958
4373,2020-03-13,5559.0,5087.0,6519.0,1.0,7.0,47.0,0.0,0.0,187.0,0.0,0.0,0.0,3347.0,1531.0,218426.0,5,49,202,243,174,49,497,983,29.0,1.294999999999996
16500,2020-03-14,4373.0,5013.0,6614.0,14.0,9.0,47.0,0.0,0.0,187.0,0.0,0.0,0.0,3186.0,1622.0,268699.0,6,48,201,242,173,50,496,982,79.0,1.1649999999999958
9553,2020-03-15,16500.0,6044.0,6545.0,37.0,11.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,3345.0,1698.0,268626.0,7,47,200,241,172,51,495,981,90.0,1.1649999999999958
937,2020-03-16,9553.0,6547.0,5599.0,1.0,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,3367.0,1784.0,270441.0,1,46,199,240,171,52,494,980,99.0,1.1649999999999958
26579,2020-03-17,937.0,6175.0,5189.0,0.0,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,3302.0,1870.0,257567.0,2,45,198,239,170,53,493,979,115.0,0.48999999999999605
12422,2020-03-18,26579.0,9581.0,5945.0,57.0,16.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,3349.0,1972.0,295787.0,3,44,197,238,169,54,492,978,124.0,0.46999999999999603
11035,2020-03-19,12422.0,10846.0,6354.0,986.0,157.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,3755.0,2146.0,286395.0,4,43,196,237,168,55,491,977,142.0,0.7799999999999959
15286,2020-03-20,11035.0,11628.0,6361.0,28.0,160.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,3449.0,2285.0,408069.0,5,42,195,236,167,56,490,976,157.0,0.8899999999999959
7342,2020-03-21,15286.0,13187.0,6526.0,24.0,162.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,3401.0,2363.0,422384.0,6,41,194,235,166,57,489,975,164.0,1.6899999999999957
1207,2020-03-22,7342.0,11879.0,6534.0,23.0,160.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,3383.0,2445.0,452397.0,7,40,193,234,165,58,488,974,124.0,1.7999999999999958
727,2020-03-23,1207.0,10687.0,6343.0,22.0,163.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,3612.0,2577.0,451445.0,1,39,192,233,164,59,487,973,112.0,2.599999999999996
7274,2020-03-24,727.0,10657.0,6324.0,5.0,164.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,3483.0,2636.0,461068.0,2,38,191,232,163,60,486,972,123.0,2.599999999999996
10299,2020-03-25,7274.0,7899.0,6564.0,282.0,196.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,3491.0,2738.0,417957.0,3,37,190,231,162,61,485,971,121.0,2.884999999999996
4370,2020-03-26,10299.0,7596.0,6904.0,31.0,59.0,93.0,0.0,0.0,0.0,77.4,11.0,3.0,3449.0,2900.0,520721.0,4,36,189,230,161,62,484,970,101.0,2.8149999999999964
2052,2020-03-27,4370.0,6644.0,7028.0,10.0,57.0,93.0,0.0,0.0,0.0,0.0,11.0,3.0,3036.0,2932.0,374920.0,5,35,188,229,160,63,483,969,114.0,2.364999999999996
12462,2020-03-28,2052.0,4753.0,6825.0,0.0,53.0,77.0,0.0,0.0,0.0,0.0,11.0,3.0,3253.0,3030.0,386650.0,6,34,187,228,159,64,482,968,125.0,2.509999999999996
1082,2020-03-29,12462.0,5484.0,6949.0,29.0,54.0,63.0,0.0,0.0,0.0,0.0,11.0,3.0,3524.0,2951.0,389956.0,7,33,186,227,158,65,481,967,134.0,1.6899999999999964
5144,2020-03-30,1082.0,5467.0,6910.0,1.0,51.0,63.0,0.0,0.0,0.0,0.0,11.0,3.0,3135.0,2999.0,409193.0,1,32,185,226,157,66,480,966,149.0,1.6099999999999963
4660,2020-03-31,5144.0,6098.0,6984.0,3.0,51.0,63.0,0.0,0.0,0.0,0.0,11.0,3.0,4181.0,3280.0,415367.0,2,31,184,225,156,67,479,965,170.0,0.8099999999999963
5213,2020-04-01,4660.0,5724.0,7129.0,40.0,16.0,64.0,0.0,0.0,0.0,0.0,11.0,3.0,4206.0,3344.0,421928.0,3,30,183,224,155,68,478,964,157.0,0.8099999999999963
5259,2020-04-02,5213.0,4998.0,7295.0,42.0,18.0,66.0,0.0,0.0,0.0,43.5,6.0,4.0,3908.0,3405.0,388360.0,4,29,182,223,154,69,477,963,149.0,0.5249999999999962
11186,2020-04-03,5259.0,5125.0,6984.0,2.0,17.0,59.0,0.0,0.0,0.0,0.0,6.0,4.0,4122.0,3475.0,407252.0,5,28,181,222,153,70,476,962,150.0,0.4749999999999962
9040,2020-04-04,11186.0,6429.0,7225.0,113.0,33.0,61.0,0.0,0.0,0.0,0.0,6.0,4.0,3979.0,3552.0,349104.0,6,27,180,221,152,71,475,961,116.0,0.5799999999999962
1325,2020-04-05,9040.0,5941.0,7320.0,33.0,33.0,61.0,0.0,0.0,0.0,0.0,6.0,4.0,3602.0,3430.0,383142.0,7,26,179,220,151,72,474,960,95.0,0.3249999999999962
1505,2020-04-06,1325.0,5975.0,7201.0,1.0,33.0,61.0,0.0,0.0,0.0,0.0,6.0,4.0,3539.0,3335.0,363124.0,1,25,178,219,150,73,473,959,80.0,0.20499999999999616
3221,2020-04-07,1505.0,5455.0,6942.0,0.0,33.0,60.0,0.0,0.0,0.0,0.0,6.0,4.0,2438.0,3316.0,383624.0,2,24,177,218,149,74,472,958,70.0,0.7349999999999961
19297,2020-04-08,3221.0,5250.0,6849.0,13.0,29.0,60.0,0.0,0.0,0.0,0.0,6.0,4.0,2462.0,3350.0,393141.0,3,23,176,217,148,75,471,957,59.0,0.8549999999999961
6718,2020-04-09,19297.0,7262.0,7374.0,317.0,68.0,71.0,0.0,0.0,0.0,0.0,0.0,4.0,2415.0,3337.0,354534.0,4,22,175,216,147,76,470,956,66.0,0.994999999999996
6518,2020-04-10,6718.0,7470.0,7506.0,190.0,95.0,77.0,0.0,0.0,0.0,0.0,0.0,4.0,2388.0,3336.0,384108.0,5,21,174,215,146,77,469,955,75.0,1.534999999999996
7313,2020-04-11,6518.0,6803.0,7605.0,14.0,81.0,77.0,0.0,0.0,0.0,38.7,6.0,5.0,2674.0,3411.0,385986.0,6,20,173,214,145,78,468,954,91.0,1.4649999999999959
3076,2020-04-12,7313.0,6557.0,7663.0,13.0,78.0,78.0,0.0,0.0,0.0,0.0,6.0,5.0,2752.0,3291.0,372093.0,7,19,172,213,144,79,467,953,100.0,1.5199999999999958
1248,2020-04-13,3076.0,6807.0,7620.0,1.0,78.0,77.0,0.0,0.0,0.0,0.0,6.0,5.0,3029.0,3299.0,388657.0,1,18,171,212,143,80,466,952,103.0,1.784999999999996
18721,2020-04-14,1248.0,6770.0,7112.0,5.0,79.0,76.0,0.0,0.0,0.0,0.0,6.0,5.0,4182.0,3512.0,354906.0,2,17,170,211,142,81,465,951,118.0,1.784999999999996
8391,2020-04-15,18721.0,8984.0,7417.0,58.0,85.0,78.0,0.0,0.0,0.0,0.0,6.0,5.0,10841.0,5094.0,367579.0,3,16,169,210,141,82,464,950,120.0,1.7149999999999963
8715,2020-04-16,8391.0,7426.0,7666.0,11.0,42.0,78.0,0.0,0.0,0.0,0.0,6.0,5.0,14480.0,5945.0,396783.0,4,15,168,209,140,83,463,949,133.0,1.5949999999999962
7615,2020-04-17,8715.0,7712.0,7070.0,30.0,19.0,78.0,0.0,0.0,0.0,0.0,6.0,5.0,14457.0,5928.0,339149.0,5,14,167,208,139,84,462,948,163.0,1.4549999999999959
26878,2020-04-18,7615.0,7868.0,6910.0,165.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,14233.0,5856.0,349177.0,6,13,166,207,138,85,461,947,186.0,1.024999999999996
1913,2020-04-19,26878.0,10663.0,7438.0,87.0,51.0,52.0,171.98,25.0,6.0,0.0,0.0,5.0,14276.0,5818.0,375674.0,7,12,165,206,137,86,460,946,185.0,1.024999999999996
1597,2020-04-20,1913.0,10497.0,6992.0,0.0,51.0,51.0,0.0,25.0,6.0,0.0,0.0,5.0,13957.0,5762.0,362827.0,1,11,164,205,136,87,459,945,208.0,1.2099999999999962
32825,2020-04-21,1597.0,10547.0,6801.0,0.0,50.0,51.0,0.0,25.0,6.0,0.0,0.0,5.0,13204.0,5803.0,371128.0,2,10,163,204,135,88,458,944,237.0,1.0899999999999963
17886,2020-04-22,32825.0,12562.0,7855.0,288.0,83.0,59.0,0.0,25.0,6.0,0.0,0.0,5.0,6582.0,5787.0,340598.0,3,9,162,203,134,89,457,943,346.0,1.1099999999999963
35325,2020-04-23,17886.0,13918.0,8427.0,22.0,85.0,60.0,0.0,25.0,6.0,0.0,0.0,5.0,7329.0,6843.0,288435.0,4,8,161,202,133,90,456,942,392.0,0.8999999999999964
6863,2020-04-24,35325.0,17720.0,9362.0,74.0,91.0,53.0,0.0,25.0,6.0,0.0,0.0,5.0,10067.0,7462.0,363440.0,5,7,160,201,132,91,455,941,365.0,0.8999999999999964
25523,2020-04-25,6863.0,17612.0,9247.0,0.0,67.0,52.0,0.0,25.0,6.0,0.0,0.0,3.0,9677.0,7309.0,380334.0,6,6,159,200,131,92,454,940,413.0,1.0399999999999965
6568,2020-04-26,25523.0,17419.0,9952.0,14.0,57.0,52.0,0.0,0.0,6.0,0.0,0.0,3.0,10662.0,7597.0,465856.0,7,5,158,199,130,93,453,939,396.0,1.2199999999999964
39149,2020-04-27,6568.0,18084.0,10103.0,0.0,57.0,52.0,712.0,102.0,29.0,0.0,0.0,3.0,12211.0,7852.0,488823.0,1,4,157,198,129,94,452,938,429.0,1.2199999999999964
14394,2020-04-28,39149.0,23448.0,10992.0,320.0,103.0,62.0,0.0,102.0,29.0,0.0,0.0,3.0,18123.0,9210.0,533950.0,2,3,156,197,128,95,451,937,485.0,0.8749999999999964
7303,2020-04-29,14394.0,20815.0,11436.0,3745.0,596.0,187.0,1568.0,326.0,82.0,0.0,0.0,3.0,18090.0,9276.0,620172.0,3,2,155,196,127,96,450,936,480.0,1.0699999999999965
5437,2020-05-01,0.0,16633.0,11744.0,0.0,680.0,192.0,0.0,380.0,85.0,0.0,0.0,3.0,16636.0,10146.0,667757.0,5,0,153,194,125,98,448,934,368.0,1.0499999999999965
254,2020-05-02,5437.0,16396.0,11752.0,0.0,680.0,190.0,0.0,380.0,85.0,0.0,0.0,1.0,22228.0,11217.0,648428.0,6,1,152,193,124,99,447,933,313.0,0.7699999999999965
82165,2020-05-06,0.0,4331.0,12087.0,0.0,1.0,207.0,0.0,0.0,94.0,0.0,0.0,1.0,21080.0,12183.0,382170.0,3,5,148,189,120,103,443,929,349.0,1.1899999999999964
21787,2020-05-07,82165.0,29285.0,15189.0,154.0,51.0,212.0,1925.0,642.0,168.0,0.0,0.0,1.0,13813.0,12381.0,432698.0,4,6,147,188,119,104,442,928,269.0,1.3999999999999964
12233,2020-05-08,21787.0,27411.0,15903.0,801.0,239.0,243.0,0.0,481.0,168.0,0.0,0.0,1.0,11729.0,12459.0,561841.0,5,7,146,187,118,105,441,927,260.0,1.2499999999999964
7411,2020-05-09,12233.0,29110.0,15631.0,0.0,239.0,231.0,0.0,481.0,168.0,277.8,69.0,12.0,4413.0,12540.0,680919.0,6,8,145,186,117,106,440,926,280.0,1.4099999999999964
13604,2020-05-10,7411.0,30899.0,15658.0,60.0,254.0,226.0,0.0,481.0,168.0,207.9,121.0,20.0,4633.0,12494.0,774987.0,7,9,144,185,116,107,439,925,201.0,1.7249999999999963
4117,2020-05-11,13604.0,27440.0,15931.0,6.0,204.0,225.0,0.0,385.0,168.0,0.0,97.0,19.0,4243.0,12407.0,675606.0,1,10,143,184,115,108,438,924,195.0,1.5949999999999962
37202,2020-05-12,4117.0,23553.0,15808.0,1.0,170.0,225.0,0.0,321.0,168.0,0.0,81.0,19.0,3980.0,12401.0,623993.0,2,11,142,183,114,109,437,923,210.0,1.5949999999999962
43258,2020-05-14,0.0,16059.0,17755.0,0.0,148.0,234.0,0.0,0.0,175.0,0.0,81.0,19.0,3480.0,12540.0,513344.0,4,13,140,181,112,111,435,921,230.0,1.7599999999999962
1,2020-05-15,43258.0,19638.0,18737.0,209.0,49.0,240.0,3249.0,542.0,305.0,0.0,81.0,19.0,3460.0,10752.0,495881.0,5,14,139,180,111,112,434,920,194.0,1.3399999999999963
58593,2020-05-16,1.0,17599.0,18401.0,0.0,49.0,240.0,0.0,542.0,305.0,0.0,35.0,19.0,2637.0,9620.0,363442.0,6,15,138,179,110,113,433,919,309.0,1.1349999999999962
30038,2020-05-17,58593.0,26129.0,20396.0,38.0,45.0,240.0,550.0,633.0,327.0,0.0,0.0,19.0,31589.0,16527.0,579804.0,7,16,137,178,109,114,432,918,326.0,1.1699999999999964
3737,2020-05-18,30038.0,28868.0,21293.0,40.0,51.0,235.0,0.0,633.0,327.0,0.0,0.0,19.0,56730.0,22533.0,575338.0,1,17,136,177,108,115,431,917,324.0,1.0099999999999965
48473,2020-05-19,3737.0,28805.0,20367.0,0.0,51.0,232.0,0.0,633.0,320.0,0.0,0.0,19.0,83595.0,28962.0,542885.0,2,18,135,176,107,116,430,916,379.0,0.7349999999999965
34555,2020-05-20,48473.0,30683.0,22230.0,627.0,152.0,257.0,0.0,633.0,320.0,0.0,0.0,19.0,98282.0,32602.0,536771.0,3,19,134,175,106,117,429,915,374.0,0.6649999999999966
18147,2020-05-21,34555.0,31236.0,23548.0,22.0,134.0,258.0,0.0,543.0,320.0,0.0,0.0,19.0,93472.0,35016.0,496737.0,4,20,133,174,105,118,428,914,354.0,0.6649999999999966
76735,2020-05-23,0.0,32257.0,23172.0,0.0,126.0,257.0,0.0,92.0,334.0,0.0,0.0,20.0,109994.0,35382.0,497234.0,6,22,131,172,103,120,426,912,429.0,2.019999999999997
19937,2020-05-24,76735.0,35281.0,24898.0,593.0,218.0,278.0,0.0,0.0,334.0,0.0,0.0,20.0,90376.0,36873.0,336764.0,7,23,130,171,102,121,425,911,451.0,2.019999999999997
1419,2020-05-25,19937.0,33597.0,25443.0,1325.0,432.0,333.0,0.0,0.0,334.0,0.0,0.0,20.0,69373.0,37993.0,307226.0,1,24,129,170,101,122,424,910,359.0,2.1849999999999965
29844,2020-05-26,1419.0,33211.0,24438.0,36.0,438.0,334.0,0.0,0.0,334.0,0.0,0.0,20.0,53384.0,40405.0,313982.0,2,25,128,169,100,123,423,909,387.0,2.0099999999999967
23689,2020-05-27,29844.0,30106.0,25408.0,15.0,336.0,335.0,0.0,0.0,304.0,0.0,0.0,20.0,41762.0,40839.0,327956.0,3,26,127,168,99,124,422,908,366.0,2.224999999999997
11503,2020-05-28,23689.0,28295.0,24764.0,7.0,334.0,322.0,0.0,0.0,304.0,0.0,0.0,20.0,32792.0,39387.0,411883.0,4,27,126,167,98,125,421,907,349.0,2.649999999999997
15355,2020-05-29,11503.0,27188.0,24643.0,16.0,332.0,166.0,0.0,0.0,238.0,0.0,0.0,20.0,32662.0,39668.0,597402.0,5,28,125,166,97,126,420,906,352.0,2.8249999999999966
47674,2020-05-30,15355.0,25497.0,24979.0,75.0,295.0,170.0,0.0,0.0,238.0,0.0,0.0,20.0,28400.0,38602.0,574598.0,6,29,124,165,96,127,419,905,358.0,3.0749999999999966
7919,2020-05-31,47674.0,21346.0,25887.0,226.0,243.0,172.0,0.0,0.0,229.0,0.0,0.0,19.0,21077.0,37307.0,498838.0,7,30,123,164,95,128,418,904,276.0,1.5549999999999962
1013,2020-06-01,7919.0,19629.0,25986.0,0.0,54.0,172.0,0.0,0.0,229.0,0.0,0.0,19.0,17508.0,36041.0,518360.0,1,31,122,163,94,129,417,903,265.0,1.834999999999996
59239,2020-06-02,1013.0,19571.0,26016.0,0.0,48.0,172.0,1619.0,231.0,294.0,0.0,0.0,19.0,12448.0,37316.0,503585.0,2,32,121,162,93,130,416,902,244.0,2.334999999999996
10331,2020-06-04,0.0,23784.0,27294.0,0.0,81.0,172.0,0.0,270.0,282.0,0.0,0.0,19.0,15610.0,37393.0,440612.0,4,34,119,160,91,132,414,900,206.0,3.439999999999996
7620,2020-06-05,10331.0,23588.0,26666.0,9.0,80.0,166.0,0.0,270.0,272.0,0.0,0.0,18.0,18890.0,37116.0,307534.0,5,35,118,159,90,133,413,899,175.0,3.2249999999999956
18076,2020-06-06,7620.0,22299.0,23905.0,35.0,73.0,161.0,0.0,270.0,201.0,0.0,0.0,18.0,19330.0,37074.0,397647.0,6,36,117,158,89,134,412,898,140.0,2.759999999999996
9229,2020-06-07,18076.0,17366.0,23768.0,0.0,35.0,132.0,0.0,270.0,201.0,0.0,0.0,18.0,29202.0,39295.0,389048.0,7,37,116,157,88,135,411,897,117.0,2.4449999999999963
1259,2020-06-08,9229.0,17585.0,23656.0,0.0,35.0,132.0,0.0,270.0,201.0,0.0,0.0,8.0,34405.0,40363.0,564143.0,1,38,115,156,87,136,410,896,109.0,2.1949999999999963
8154,2020-06-09,1259.0,17626.0,23428.0,0.0,35.0,129.0,0.0,0.0,201.0,0.0,0.0,0.0,29301.0,40377.0,577562.0,2,39,114,155,86,137,409,895,114.0,3.5499999999999963
6,2020-06-10,8154.0,9112.0,23227.0,2.0,8.0,129.0,0.0,0.0,201.0,0.0,0.0,0.0,25178.0,40817.0,668614.0,3,40,113,154,85,138,408,894,104.0,3.269999999999996
43287,2020-06-11,6.0,7811.0,23074.0,0.0,7.0,129.0,0.0,0.0,201.0,0.0,0.0,0.0,21582.0,40718.0,573442.0,4,41,112,153,84,139,407,893,126.0,2.754999999999996
