SHIPMENT_ID,CARRIER_ID,EMAIL_COUNT,UNIQUE_EMAIL_COUNT,PHONE_COUNT,UNIQUE_PHONE_COUNT,TOTAL_ROWS
73129,37500,1,1,1,1,1
73324,20867,1,1,1,1,1
72712,23222,1,1,1,1,1
73511,23766,1,1,1,1,1
73253,37211,1,1,0,0,1
72935,35820,1,1,1,1,1
72496,23235,0,0,1,1,1
72504,36304,1,1,1,1,1
73203,20755,1,1,1,1,1
72712,21116,1,1,1,1,1
72683,36333,1,1,1,1,1
73536,38029,1,1,1,1,1
72563,36485,3,1,3,1,3
72686,21465,1,1,1,1,1
72949,36272,1,1,1,1,1
73583,22855,1,1,1,1,1
72777,36497,1,1,1,1,1
72493,22077,1,1,1,1,1
72683,21064,1,1,1,1,1
73328,36974,1,1,1,1,1
73140,35628,1,1,1,1,1
73537,37782,3,1,3,1,3
73325,37907,1,1,2,1,2
73332,35820,1,1,1,1,1
72683,34536,1,1,1,1,1
73032,22525,1,1,1,1,1
73253,22067,3,1,3,2,3
72736,21392,1,1,1,1,1
73140,36978,1,1,1,1,1
73502,37917,2,1,2,1,2
73133,34205,3,1,3,1,3
73539,38029,1,1,1,1,1
72643,32935,1,1,1,1,1
72836,36485,2,1,2,1,2
72949,36792,1,1,1,1,1
73139,37632,1,1,1,1,1
73014,22193,1,1,1,1,1
73541,34495,1,1,1,1,1
72589,35109,1,1,1,1,1
72842,21707,1,1,1,1,1
72743,33523,1,1,1,1,1
73038,35593,1,1,0,0,1
73253,22486,1,1,1,1,1
72916,37724,0,0,1,1,1
73176,21465,1,1,1,1,1
72909,37640,0,0,1,1,1
73131,36026,2,1,2,1,2
73118,36026,2,1,2,1,2
72949,22486,2,2,2,1,2
72883,22131,1,1,1,1,1
73464,35845,1,1,1,1,1
73325,34021,1,1,1,1,1
73538,37782,3,1,3,1,3
71998,37782,0,0,1,1,1
73498,21117,1,1,1,1,1
73332,37750,1,1,1,1,1
72683,36893,0,0,2,1,2
72774,36507,0,0,1,1,1
72887,33139,1,1,1,1,1
72949,20776,1,1,1,1,1
72494,36278,1,1,1,1,1
72592,21129,1,1,1,1,1
73119,26724,1,1,1,1,1
73209,21707,1,1,1,1,1
73322,20867,1,1,1,1,1
73514,21129,1,1,1,1,1
73016,37000,2,1,2,1,2
73275,21468,1,1,1,1,1
73325,34064,1,1,1,1,1
72535,20876,1,1,1,1,1
73285,22707,1,1,1,1,1
73325,23401,2,1,2,1,2
72931,37394,1,1,1,1,1
71998,36229,0,0,2,2,2
73208,24694,2,1,2,2,2
73018,34064,6,2,6,5,6
72769,36110,4,2,3,2,4
72493,35820,3,1,3,2,3
73332,22398,2,1,2,2,2
72683,36276,3,1,4,2,4
72949,33964,4,2,4,3,4
73247,22067,3,1,3,2,3
73550,37972,2,1,2,2,2
72949,21617,2,2,2,2,2
73131,34064,5,2,5,4,5
73209,24694,2,1,2,2,2
73417,34064,5,1,5,4,5
73015,22472,2,1,2,2,2
73015,27902,2,2,2,2,2
73348,34064,2,2,2,2,2
73027,21617,2,2,2,2,2
72683,21936,3,2,3,2,3
73261,35820,2,1,2,2,2
73325,33523,6,2,6,2,6
72391,34064,2,1,2,2,2
72496,21577,2,1,2,2,2
