gameid,usd,eur,gbp,jpy,rub,date_acquired
408149,29.99,29.99,24.99,,2658.0,2025-02-22
403867,4.99,4.99,4.19,,530.0,2025-02-22
407566,19.99,19.99,16.74,,1772.0,2025-02-22
407314,9.99,9.99,8.39,,886.0,2025-02-22
406751,4.99,4.99,4.19,,442.0,2025-02-22
394514,39.99,39.99,34.99,,3146.0,2025-02-22
408255,,,,,,2025-02-22
408256,3.99,,3.29,,354.0,2025-02-22
5925,,,,,,2025-02-22
408332,6.99,6.99,5.79,,620.0,2025-02-22
406859,,,,,,2025-02-22
409601,7.99,7.99,6.69,,708.0,2025-02-22
393110,14.99,14.99,12.49,,1329.0,2025-02-22
406007,19.99,19.99,15.74,,1772.0,2025-02-22
408722,9.99,9.99,8.39,,1062.0,2025-02-22
408988,14.99,14.99,12.49,,1329.0,2025-02-22
408077,14.99,14.99,12.49,,1594.0,2025-02-22
3984,19.99,,24.99,,,2025-02-22
406351,29.99,24.99,22.99,,3189.0,2025-02-22
405854,9.99,9.99,8.39,,1062.0,2025-02-22
20853,39.99,39.99,29.99,,3545.0,2025-02-22
406618,12.99,12.99,10.74,,,2025-02-22
406088,,,,,,2025-02-22
409001,,,,,,2025-02-22
403885,,,,,,2025-02-22
406966,,,,,,2025-02-22
406158,9.99,9.99,8.39,,886.0,2025-02-22
409657,29.99,29.99,24.99,,2658.0,2025-02-22
406316,49.99,49.99,45.99,,4431.0,2025-02-22
409706,39.99,39.99,34.99,,3545.0,2025-02-22
404464,,,,,,2025-02-22
407571,39.99,39.99,34.99,,3545.0,2025-02-22
410436,29.99,,24.99,,,2025-02-22
409187,19.99,19.99,16.74,,1772.0,2025-02-22
567298,4.99,4.99,4.19,,442.0,2025-02-22
406344,14.99,14.99,12.49,,1329.0,2025-02-22
410825,14.99,14.99,12.49,,1594.0,2025-02-22
411182,23.99,23.99,19.78,,2126.0,2025-02-22
413416,19.99,19.99,16.74,,,2025-02-22
409371,9.99,9.99,8.39,,886.0,2025-02-22
409787,5.99,5.99,4.99,,531.0,2025-02-22
413778,29.99,29.99,24.99,,2658.0,2025-02-22
412913,29.99,27.98,23.49,,,2025-02-22
409698,24.99,,19.99,,2215.0,2025-02-22
415410,34.99,34.99,29.24,,3721.0,2025-02-22
414036,7.99,7.99,7.99,,708.0,2025-02-22
410653,29.99,29.99,24.99,,,2025-02-22
414640,14.99,14.99,12.49,,1594.0,2025-02-22
410838,19.99,19.99,16.74,,,2025-02-22
416754,39.99,39.99,29.99,,3545.0,2025-02-22
416224,5.99,5.99,4.99,,636.0,2025-02-22
1042,,,,,,2025-02-22
414356,8.99,8.99,35.99,,797.0,2025-02-22
418000,19.99,19.99,16.74,,1772.0,2025-02-22
416527,12.99,12.99,11.99,,1381.0,2025-02-22
413365,9.99,,8.39,,,2025-02-22
418302,39.99,,32.99,,3545.0,2025-02-22
411038,4.99,4.99,4.19,,442.0,2025-02-22
417158,39.99,39.99,33.49,,3545.0,2025-02-22
418631,0.99,0.99,0.83,,88.0,2025-02-22
418438,,,,,,2025-02-22
418067,9.99,9.99,9.99,,886.0,2025-02-22
414566,15.99,15.99,13.99,,817.0,2025-02-22
405684,29.99,29.99,24.99,,2658.0,2025-02-22
418309,9.99,9.99,8.39,,886.0,2025-02-22
414469,11.99,11.99,25.99,,1063.0,2025-02-22
1220,11.99,11.99,8.99,,914.0,2025-02-22
418293,,,,,,2025-02-22
9474,19.99,19.99,14.99,,1772.0,2025-02-22
414610,29.99,,24.99,,2658.0,2025-02-22
414037,19.99,19.99,16.74,,1772.0,2025-02-22
409265,39.99,39.99,33.49,,3545.0,2025-02-22
413389,19.99,19.99,15.74,,1772.0,2025-02-22
415144,16.99,16.99,14.99,,1806.0,2025-02-22
414669,19.99,19.99,14.99,,1772.0,2025-02-22
416030,19.99,19.99,16.74,,,2025-02-22
411093,39.99,39.99,34.99,,3545.0,2025-02-22
414896,,,,,,2025-02-22
387479,4.99,4.99,4.19,,530.0,2025-02-22
1625,14.99,14.99,11.99,,1594.0,2025-02-22
408349,19.99,19.99,16.74,,1772.0,2025-02-22
417159,,,,,,2025-02-22
414759,9.99,9.99,8.39,,1062.0,2025-02-22
1934,4.99,4.79,3.39,,239.0,2025-02-22
419838,7.99,7.99,6.69,,708.0,2025-02-22
419837,7.99,7.99,6.69,,708.0,2025-02-22
1146,,,,,,2025-02-22
420572,16.99,16.99,14.24,,1506.0,2025-02-22
422610,49.99,49.99,44.99,,4431.0,2025-02-22
419920,5.99,5.99,4.99,,636.0,2025-02-22
420916,39.99,39.99,34.99,,3545.0,2025-02-22
407196,59.99,69.99,49.99,,6380.0,2025-02-22
420144,,,,,,2025-02-22
423358,7.99,7.99,6.69,,708.0,2025-02-22
423340,29.99,29.99,24.99,,2658.0,2025-02-22
423464,1.99,1.99,1.67,,176.0,2025-02-22
420978,19.99,19.99,15.99,,1772.0,2025-02-22
420339,14.99,14.99,12.49,,1594.0,2025-02-22
421338,,,,,,2025-02-22
423659,14.99,14.99,11.99,,1329.0,2025-02-22
420403,24.99,24.99,20.99,,2126.0,2025-02-22
754719,29.99,29.99,24.99,,2658.0,2025-02-22
421383,17.99,17.99,14.99,,1913.0,2025-02-22
387482,4.99,4.99,4.19,,530.0,2025-02-22
421273,,,,,,2025-02-22
420751,24.99,24.99,20.99,,2215.0,2025-02-22
424021,9.99,9.99,7.99,,886.0,2025-02-22
421279,14.99,14.99,11.99,,1329.0,2025-02-22
424585,4.99,4.99,4.19,,442.0,2025-02-22
425005,5.99,5.99,4.99,,531.0,2025-02-22
421490,39.99,,34.99,,3545.0,2025-02-22
420416,29.99,29.99,24.99,,2658.0,2025-02-22
1863,14.99,14.99,11.99,,722.0,2025-02-22
1416,9.99,9.49,6.75,,,2025-02-22
425912,14.99,14.99,12.49,,1594.0,2025-02-22
408360,4.99,4.99,4.19,,442.0,2025-02-22
421365,17.99,17.99,14.99,,1595.0,2025-02-22
424648,5.99,5.99,4.99,,636.0,2025-02-22
424281,19.99,,17.99,,708.0,2025-02-22
426440,19.99,19.99,17.99,,1595.0,2025-02-22
425272,14.99,14.99,12.49,,1329.0,2025-02-22
426315,4.99,4.99,4.99,,442.0,2025-02-22
427290,2.99,2.99,2.49,,265.0,2025-02-22
1240,,,,,,2025-02-22
427098,14.99,14.99,14.99,,1329.0,2025-02-22
427516,29.99,29.99,24.99,,2658.0,2025-02-22
425911,3.74,3.74,3.12,,332.0,2025-02-22
424640,9.99,9.99,8.39,,886.0,2025-02-22
423207,14.99,12.99,11.99,,1151.0,2025-02-22
426941,4.99,4.99,4.19,,442.0,2025-02-22
426632,14.99,14.99,12.49,,1329.0,2025-02-22
426439,19.99,19.99,17.99,,1595.0,2025-02-22
416796,29.99,29.99,24.99,,2348.0,2025-02-22
425215,15.99,15.99,12.99,,1417.0,2025-02-22
418669,6.99,6.99,5.79,,743.0,2025-02-22
427712,3.99,3.99,3.29,,354.0,2025-02-22
425636,9.99,9.99,8.39,,886.0,2025-02-22
427507,39.99,39.99,31.99,,3545.0,2025-02-22
416345,19.99,19.99,15.99,,1772.0,2025-02-22
407916,39.99,39.99,34.99,,3545.0,2025-02-22
3407,,,,,,2025-02-22
384914,39.99,39.98,34.99,,3545.0,2025-02-22
427992,49.99,49.99,44.99,,4431.0,2025-02-22
334326,59.99,69.99,59.99,,5318.0,2025-02-22
385323,8.99,10.49,7.49,,,2025-02-22
428025,6.99,6.99,5.79,,620.0,2025-02-22
409594,39.99,39.99,34.99,,3545.0,2025-02-22
424154,16.99,16.99,12.99,,1506.0,2025-02-22
405707,,,,,,2025-02-22
415160,19.99,17.99,15.74,,1462.0,2025-02-22
428761,14.99,14.99,12.49,,1329.0,2025-02-22
427955,7.99,7.99,6.69,,708.0,2025-02-22
428241,5.99,5.99,4.99,,531.0,2025-02-22
429088,,,,,,2025-02-22
429320,9.99,9.99,8.39,,886.0,2025-02-22
428026,4.99,4.99,4.19,,442.0,2025-02-22
429026,7.49,7.49,6.19,,664.0,2025-02-22
428890,4.99,4.99,4.19,,442.0,2025-02-22
429060,4.99,4.99,4.19,,442.0,2025-02-22
429493,9.99,9.99,8.39,,886.0,2025-02-22
429048,19.99,19.99,16.74,,2126.0,2025-02-22
377247,29.99,29.98,24.99,,3189.0,2025-02-22
429492,9.99,9.99,8.39,,886.0,2025-02-22
427883,19.99,19.99,16.74,,2126.0,2025-02-22
428875,16.99,16.99,14.24,,1806.0,2025-02-22
393961,17.99,17.99,14.99,,1595.0,2025-02-22
425312,39.99,39.99,36.74,,3057.0,2025-02-22
428462,9.99,,8.39,,,2025-02-22
430113,8.99,8.99,7.49,,797.0,2025-02-22
430809,49.99,59.99,49.99,,5318.0,2025-02-22
428524,19.99,19.99,16.74,,,2025-02-22
429665,29.99,29.99,24.99,,2658.0,2025-02-22
430789,12.99,12.99,9.99,,1151.0,2025-02-22
430879,4.99,4.99,4.99,,442.0,2025-02-22
7997,14.99,14.99,11.99,,1329.0,2025-02-22
429952,4.99,4.99,4.99,,442.0,2025-02-22
431076,19.99,19.99,15.74,,1772.0,2025-02-22
430198,3.99,3.99,3.29,,354.0,2025-02-22
21379,7.99,6.98,6.39,,849.0,2025-02-22
756023,39.99,39.99,33.49,,,2025-02-22
420349,,29.99,,,,2025-02-22
431064,19.99,19.99,14.99,,1772.0,2025-02-22
431093,19.99,19.99,14.99,,1772.0,2025-02-22
544212,4.99,4.99,4.19,,442.0,2025-02-22
378969,29.99,29.99,24.99,,2658.0,2025-02-22
518000,4.99,4.99,4.19,,442.0,2025-02-22
548458,,,,,,2025-02-22
383939,,,,,,2025-02-22
12578,19.99,17.99,14.99,,1772.0,2025-02-22
169628,7.99,6.98,6.39,,849.0,2025-02-22
1904,,,,,,2025-02-22
175679,7.99,6.99,6.09,,849.0,2025-02-22
138963,7.99,6.98,6.39,,849.0,2025-02-22
138962,7.99,6.98,6.39,,849.0,2025-02-22
21385,7.99,6.98,6.39,,849.0,2025-02-22
502950,6.99,6.99,5.79,,620.0,2025-02-22
426456,19.99,19.99,17.99,,1595.0,2025-02-22
165744,7.99,6.98,6.39,,849.0,2025-02-22
3868,,,,,,2025-02-22
426495,19.99,19.99,17.99,,1595.0,2025-02-22
503126,29.99,29.99,24.99,,3189.0,2025-02-22
502886,19.99,19.99,16.74,,1772.0,2025-02-22
6478,,,,,,2025-02-22
502887,9.99,8.99,7.99,,797.0,2025-02-22
502896,19.99,19.99,14.99,,1772.0,2025-02-22
1857,,,,,,2025-02-22
502535,4.99,4.99,4.19,,442.0,2025-02-22
503596,19.99,19.99,16.74,,,2025-02-22
502689,14.99,14.99,12.99,,886.0,2025-02-22
502353,19.99,19.99,16.99,,2126.0,2025-02-22
499990,4.99,4.99,4.19,,442.0,2025-02-22
501779,12.99,12.98,10.74,,1381.0,2025-02-22
501780,9.99,9.99,8.39,,886.0,2025-02-22
501638,,,,,,2025-02-22
502723,39.99,39.99,33.49,,3456.0,2025-02-22
502454,9.99,9.99,8.39,,,2025-02-22
502066,24.99,24.99,20.99,,,2025-02-22
489954,,,,,,2025-02-22
499493,49.99,49.99,44.99,,4431.0,2025-02-22
488540,5.99,5.99,4.99,,531.0,2025-02-22
465650,4.64,4.64,3.89,,411.0,2025-02-22
458251,17.99,17.99,14.99,,1595.0,2025-02-22
479674,5.99,5.99,4.99,,531.0,2025-02-22
458384,19.99,19.99,15.99,,1772.0,2025-02-22
457435,4.99,4.99,4.19,,530.0,2025-02-22
457461,9.99,9.99,8.39,,886.0,2025-02-22
499096,19.99,19.99,16.74,,1772.0,2025-02-22
457434,2.79,2.79,2.34,,247.0,2025-02-22
457316,9.99,9.99,8.39,,1062.0,2025-02-22
457412,11.99,11.99,9.99,,1275.0,2025-02-22
457365,19.99,19.99,16.74,,,2025-02-22
457381,14.99,14.99,12.49,,1329.0,2025-02-22
456167,7.99,7.99,6.69,,708.0,2025-02-22
456108,4.99,4.99,3.99,,442.0,2025-02-22
456844,,,,,,2025-02-22
455675,14.99,14.99,11.99,,1329.0,2025-02-22
456422,7.99,7.99,6.69,,708.0,2025-02-22
455857,4.99,4.99,4.19,,442.0,2025-02-22
456534,4.99,4.99,4.19,,442.0,2025-02-22
455786,4.99,4.99,4.19,,530.0,2025-02-22
455905,49.99,49.99,39.99,,4431.0,2025-02-22
453174,4.99,4.99,3.99,,309.0,2025-02-22
455320,19.99,19.99,16.24,,2126.0,2025-02-22
453711,9.99,9.99,8.39,,886.0,2025-02-22
453947,4.99,4.99,4.99,,442.0,2025-02-22
456008,4.99,4.99,4.99,,442.0,2025-02-22
453173,49.99,49.99,41.74,,4431.0,2025-02-22
450786,4.99,4.99,4.19,,530.0,2025-02-22
456028,19.99,19.99,16.74,,1772.0,2025-02-22
447656,9.99,9.99,8.39,,,2025-02-22
453569,17.99,17.99,14.99,,1913.0,2025-02-22
443028,,,,,,2025-02-22
451241,24.99,24.99,20.49,,,2025-02-22
442834,4.99,4.99,4.19,,530.0,2025-02-22
440942,14.99,14.99,12.49,,1329.0,2025-02-22
453062,29.99,29.99,24.99,,2658.0,2025-02-22
453235,9.99,9.99,7.99,,886.0,2025-02-22
438644,39.99,39.99,34.99,,,2025-02-22
437762,29.99,,24.99,,2658.0,2025-02-22
445540,8.99,8.99,6.99,,797.0,2025-02-22
436369,5.49,5.49,4.59,,487.0,2025-02-22
437418,39.99,39.99,34.99,,3545.0,2025-02-22
436213,6.99,6.99,5.99,,620.0,2025-02-22
433792,24.99,24.99,20.99,,,2025-02-22
438341,9.99,9.99,7.99,,886.0,2025-02-22
432426,12.99,12.99,10.74,,1151.0,2025-02-22
447355,19.99,19.99,16.74,,1772.0,2025-02-22
432418,4.99,4.99,4.19,,442.0,2025-02-22
432425,24.99,24.99,20.99,,2657.0,2025-02-22
429186,4.99,4.99,4.19,,442.0,2025-02-22
425939,19.99,19.99,15.74,,1772.0,2025-02-22
436365,19.99,19.99,16.74,,2126.0,2025-02-22
418556,19.99,19.99,16.74,,1772.0,2025-02-22
427526,24.99,24.35,19.99,,2657.0,2025-02-22
419950,,,,,,2025-02-22
420890,,,,,,2025-02-22
435089,24.99,24.99,20.99,,2215.0,2025-02-22
416424,,,,,,2025-02-22
409745,39.99,39.99,34.99,,,2025-02-22
432940,19.99,19.99,16.74,,1772.0,2025-02-22
408305,4.99,4.99,4.19,,530.0,2025-02-22
426330,4.99,4.99,4.19,,442.0,2025-02-22
407380,,,,,,2025-02-22
399293,,,,,,2025-02-22
408855,24.99,24.99,21.99,,2215.0,2025-02-22
406060,,,,,,2025-02-22
399285,19.99,19.99,15.99,,1772.0,2025-02-22
399284,19.99,19.99,15.99,,1772.0,2025-02-22
407383,19.79,23.09,19.79,,1754.0,2025-02-22
395101,19.99,19.99,16.74,,1772.0,2025-02-22
394018,19.99,19.99,14.99,,1772.0,2025-02-22
393460,4.99,4.99,4.19,,442.0,2025-02-22
404118,39.99,39.99,34.99,,4253.0,2025-02-22
337050,,,,,,2025-02-22
393963,24.99,24.99,19.99,,2215.0,2025-02-22
333954,19.99,29.99,24.99,,2167.0,2025-02-22
395487,4.99,4.99,4.99,,442.0,2025-02-22
331739,59.99,69.99,59.99,,5318.0,2025-02-22
183487,7.99,6.98,6.39,,849.0,2025-02-22
184137,29.99,29.99,24.99,,2658.0,2025-02-22
393815,,,,,,2025-02-22
408191,,,,,,2025-02-22
183280,15.99,15.99,12.79,,1417.0,2025-02-22
174830,,,,,,2025-02-22
182239,7.99,6.98,6.39,,849.0,2025-02-22
183371,29.99,29.99,24.99,,3189.0,2025-02-22
182264,14.99,14.99,12.49,,1329.0,2025-02-22
183442,39.99,39.99,29.99,,,2025-02-22
182242,14.99,14.99,12.49,,1329.0,2025-02-22
181682,19.99,19.99,16.74,,1772.0,2025-02-22
167710,19.99,19.99,16.99,,1772.0,2025-02-22
179944,,,,,,2025-02-22
168795,29.99,29.99,23.99,,2658.0,2025-02-22
168419,39.99,39.99,34.99,,3545.0,2025-02-22
20754,,,,,,2025-02-22
14312,,,,,,2025-02-22
19342,,,,,,2025-02-22
14576,,,,,,2025-02-22
164073,,,,,,2025-02-22
18204,,,,,,2025-02-22
10485,,,,,,2025-02-22
16625,,,,,,2025-02-22
9328,,,,,,2025-02-22
2346,,,,,,2025-02-22
5428,,,,,,2025-02-22
9115,,,,,,2025-02-22
12540,,,,,,2025-02-22
18867,,,,,,2025-02-22
10338,7.99,7.98,6.39,,886.0,2025-02-22
9677,,,,,,2025-02-22
3660,,,,,,2025-02-22
3530,,,,,,2025-02-22
2573,,,,,,2025-02-22
2499,,,,,,2025-02-22
2424,,,,,,2025-02-22
2533,,,,,,2025-02-22
2406,,,,,,2025-02-22
2478,,,,,,2025-02-22
2487,,,,,,2025-02-22
2675,,,,,,2025-02-22
4841,,,,,,2025-02-22
2576,14.99,14.99,11.99,,722.0,2025-02-22
2469,,,,,,2025-02-22
5230,,,,,,2025-02-22
2534,,,,,,2025-02-22
2459,,,,,,2025-02-22
2529,,,,,,2025-02-22
2681,,,,,,2025-02-22
2353,,,,,,2025-02-22
2345,,,,,,2025-02-22
2503,,,,,,2025-02-22
1743,,,,,,2025-02-22
2699,,,,,,2025-02-22
2440,,,,,,2025-02-22
2001,,,,,,2025-02-22
2319,,,,,,2025-02-22
1901,,,,,,2025-02-22
2318,,,,,,2025-02-22
2377,,,,,,2025-02-22
2136,,,,,,2025-02-22
1919,,,,,,2025-02-22
1725,,,,,,2025-02-22
1727,,,,,,2025-02-22
1973,,,,,,2025-02-22
1777,,,,,,2025-02-22
2162,,,,,,2025-02-22
1055,9.99,9.99,7.99,,886.0,2025-02-22
1792,,,,,,2025-02-22
10588,,,,,,2025-02-22
1719,,,,,,2025-02-22
5924,17.99,17.99,14.99,,1595.0,2025-02-22
3950,,,,,,2025-02-22
6954,,,,,,2025-02-22
1786,,,,,,2025-02-22
2758,,,,,,2025-02-22
8803,59.99,69.99,49.99,,6380.0,2025-02-22
6684,,,,,,2025-02-22
7349,29.99,,23.99,,2658.0,2025-02-22
6704,,,,,,2025-02-22
7596,,,,,,2025-02-22
1593,,,,,,2025-02-22
7903,4.99,4.99,3.99,,,2025-02-22
7961,14.99,14.99,11.99,,1594.0,2025-02-22
10670,,,,,,2025-02-22
8324,19.99,,17.99,,1772.0,2025-02-22
7099,,,,,,2025-02-22
5746,,,,,,2025-02-22
8400,,,,,,2025-02-22
4813,,,,,,2025-02-22
8045,,,,,,2025-02-22
7812,,,,,,2025-02-22
10683,29.99,,,,,2025-02-22
6448,,,,,,2025-02-22
8035,19.99,19.99,16.24,,1772.0,2025-02-22
6587,24.99,24.99,19.99,,2215.0,2025-02-22
7488,59.99,69.99,54.99,,,2025-02-22
8107,,,,,,2025-02-22
8059,,,,,,2025-02-22
5010,,,,,,2025-02-22
1757,,,,,,2025-02-22
5956,,,,,,2025-02-22
7698,,,,,,2025-02-22
6257,,,,,,2025-02-22
5842,,,,,,2025-02-22
8079,,,,,,2025-02-22
6006,4.99,4.99,3.99,,442.0,2025-02-22
4931,,,,,,2025-02-22
7405,39.99,39.99,35.49,,,2025-02-22
4970,,,,,,2025-02-22
6798,,,,,,2025-02-22
6489,,,,,,2025-02-22
5843,,,,,,2025-02-22
7207,,,,,,2025-02-22
3932,,,,,,2025-02-22
6493,6.49,6.49,5.19,,575.0,2025-02-22
2832,,,,,,2025-02-22
3888,,,,,,2025-02-22
2790,,,,,,2025-02-22
2814,,,,,,2025-02-22
3210,,,,,,2025-02-22
4904,,,,,,2025-02-22
4914,,,,,,2025-02-22
4784,,,,,,2025-02-22
2738,,,,,,2025-02-22
6816,,,,,,2025-02-22
2838,,,,,,2025-02-22
2802,,,,,,2025-02-22
6153,,,,,,2025-02-22
2799,,,,,,2025-02-22
2735,,,,,,2025-02-22
2719,,,,,,2025-02-22
2737,,,,,,2025-02-22
753184,4.99,4.99,4.19,,442.0,2025-02-22
753130,14.99,14.99,12.49,,1329.0,2025-02-22
753133,4.99,4.99,4.19,,442.0,2025-02-22
2734,,,,,,2025-02-22
3302,14.99,,11.59,,,2025-02-22
2731,,,,,,2025-02-22
2740,,,,,,2025-02-22
1811,,,,,,2025-02-22
1873,,,,,,2025-02-22
639413,9.99,9.99,8.39,,886.0,2025-02-22
3865,,,,,,2025-02-22
1827,,,,,,2025-02-22
640171,7.99,7.99,6.69,,708.0,2025-02-22
664784,4.99,4.99,4.19,,442.0,2025-02-22
642664,14.99,14.99,12.49,,1329.0,2025-02-22
662472,3.49,3.49,2.93,,309.0,2025-02-22
664786,4.99,4.99,4.19,,442.0,2025-02-22
662256,3.49,3.49,2.93,,309.0,2025-02-22
3243,,,,,,2025-02-22
662183,24.99,24.99,20.99,,2215.0,2025-02-22
661721,9.99,9.99,8.39,,886.0,2025-02-22
2703,,,,,,2025-02-22
5839,9.99,9.99,7.99,,886.0,2025-02-22
1876,,,,,,2025-02-22
6820,,,,,,2025-02-22
6792,,,,,,2025-02-22
5840,,,,,,2025-02-22
10591,,,,,,2025-02-22
6818,,,,,,2025-02-22
10815,,,,,,2025-02-22
401542,39.99,39.99,34.99,,3545.0,2025-02-22
1888,,,,,,2025-02-22
753107,4.99,5.19,4.19,,442.0,2025-02-22
10661,19.99,19.99,17.99,,1772.0,2025-02-22
6789,,,,,,2025-02-22
5007,,,,,,2025-02-22
6779,,,,,,2025-02-22
638932,,,,,,2025-02-22
32433,,,,,,2025-02-22
637401,69.99,69.99,57.99,,,2025-02-22
8645,,,,,,2025-02-22
7256,,,,,,2025-02-22
10791,9.99,9.99,8.99,,628.0,2025-02-22
664934,14.99,14.99,12.49,,1329.0,2025-02-22
3221,,,,,,2025-02-22
7918,,,,,,2025-02-22
665250,14.99,14.99,11.99,,1329.0,2025-02-22
638956,5.99,5.99,4.99,,531.0,2025-02-22
2837,,,,,,2025-02-22
14205,,,,,,2025-02-22
400064,13.99,13.99,11.74,,1240.0,2025-02-22
15566,,,,,,2025-02-22
14152,19.99,19.99,,,1772.0,2025-02-22
399970,23.99,23.99,19.99,,2551.0,2025-02-22
7003,,,,,,2025-02-22
14160,,,,,,2025-02-22
662171,19.99,19.99,16.99,,1772.0,2025-02-22
6781,,,,,,2025-02-22
752957,4.99,4.99,4.19,,442.0,2025-02-22
6827,,,,,,2025-02-22
2798,,,,,,2025-02-22
2779,,,,,,2025-02-22
6791,,,,,,2025-02-22
752958,4.99,4.99,4.19,,442.0,2025-02-22
8376,29.99,29.99,24.99,,2658.0,2025-02-22
190749,,,,,,2025-02-22
2819,9.99,9.49,6.75,,480.0,2025-02-22
665450,9.99,9.99,8.39,,,2025-02-22
399599,,,,,,2025-02-22
2788,,,,,,2025-02-22
6778,,,,,,2025-02-22
2823,,,,,,2025-02-22
2858,,,,,,2025-02-22
637516,9.99,9.99,9.99,,886.0,2025-02-22
637861,9.89,9.89,8.29,,,2025-02-22
6790,,,,,,2025-02-22
662312,11.99,11.99,9.99,,1063.0,2025-02-22
638290,19.99,19.99,17.99,,,2025-02-22
6822,,,,,,2025-02-22
6825,,,,,,2025-02-22
662456,4.99,4.99,4.29,,442.0,2025-02-22
662311,11.99,11.99,9.99,,1063.0,2025-02-22
664917,14.99,14.99,12.59,,1329.0,2025-02-22
641286,19.99,19.99,16.99,,,2025-02-22
7607,,,,,,2025-02-22
7157,,,,,,2025-02-22
6795,,,,,,2025-02-22
11185,,,,,,2025-02-22
665609,34.99,34.99,29.24,,,2025-02-22
8864,,,,,,2025-02-22
8380,,,,,,2025-02-22
3987,,,,,,2025-02-22
6809,,,,,,2025-02-22
2753,,,,,,2025-02-22
7805,,,,,,2025-02-22
642372,,,,,,2025-02-22
638805,39.99,39.99,34.99,,3545.0,2025-02-22
2745,,,,,,2025-02-22
662285,39.99,39.99,33.49,,3545.0,2025-02-22
2722,,,,,,2025-02-22
7840,35.99,41.98,15.99,,3827.0,2025-02-22
546331,39.99,39.99,39.99,,3545.0,2025-02-22
1466,,,,,,2025-02-22
1698,,,,,,2025-02-22
522300,7.99,7.99,6.69,,708.0,2025-02-22
553006,4.99,4.99,4.19,,442.0,2025-02-22
689228,14.99,14.99,12.49,,1329.0,2025-02-22
698826,,,,,,2025-02-22
2804,,,,,,2025-02-22
527787,24.99,24.99,20.99,,2215.0,2025-02-22
5035,,,,,,2025-02-22
501369,6.99,6.99,5.99,,620.0,2025-02-22
628242,,,,,,2025-02-22
499956,3.99,3.99,3.29,,354.0,2025-02-22
647579,12.99,12.99,10.74,,,2025-02-22
494987,5.99,5.99,5.02,,531.0,2025-02-22
637962,24.99,24.99,20.99,,2215.0,2025-02-22
491179,59.99,,59.99,,,2025-02-22
489212,59.99,59.99,49.99,,5318.0,2025-02-22
691835,59.99,59.99,49.99,,5318.0,2025-02-22
1559,,,,,,2025-02-22
461092,19.99,19.99,16.74,,,2025-02-22
447361,14.99,14.99,12.49,,1594.0,2025-02-22
442655,39.99,49.99,44.99,,3545.0,2025-02-22
406843,,,,,,2025-02-22
451239,,,,,,2025-02-22
495836,4.99,4.99,4.49,,442.0,2025-02-22
554701,19.99,19.99,14.99,,1772.0,2025-02-22
395817,39.99,39.99,34.99,,3545.0,2025-02-22
337396,,,,,,2025-02-22
3659,,,,,,2025-02-22
2553,19.99,19.99,19.99,,24.0,2025-02-22
2042,,,,,,2025-02-22
9595,,,,,,2025-02-22
1842,,,,,,2025-02-22
1846,,,,,,2025-02-22
1855,,,,,,2025-02-22
1871,,,,,,2025-02-22
1834,,,,,,2025-02-22
1835,,,,,,2025-02-22
1874,,,,,,2025-02-22
1849,,,,,,2025-02-22
1819,,,,,,2025-02-22
1818,39.99,39.99,34.99,,3545.0,2025-02-22
1205,,,,,,2025-02-22
1065,4.99,4.79,3.39,,,2025-02-22
1440,14.99,14.99,11.99,,753.0,2025-02-22
1810,,,,,,2025-02-22
757715,17.99,17.99,14.99,,1595.0,2025-02-22
1838,,,,,,2025-02-22
1434,,,,,,2025-02-22
1093,,,,,,2025-02-22
1453,,,,,,2025-02-22
460650,,,,,2215.0,2025-02-22
744158,5.99,5.99,4.99,,531.0,2025-02-22
479223,19.99,19.99,16.74,,1772.0,2025-02-22
1323,,,,,,2025-02-22
1637,,,,,,2025-02-22
470397,29.99,29.99,24.99,,2658.0,2025-02-22
468505,59.99,44.99,39.99,,5104.0,2025-02-22
689742,,,,,,2025-02-22
475124,,,,,,2025-02-22
1385,,,,,,2025-02-22
479563,,,,,,2025-02-22
411124,59.99,69.99,59.99,,,2025-02-22
394385,,,,,,2025-02-22
418352,,,,,,2025-02-22
459277,39.99,39.99,33.49,,3545.0,2025-02-22
10492,,,,,,2025-02-22
14222,,,,,,2025-02-22
10822,,,,,,2025-02-22
10448,,,,,,2025-02-22
6315,,,,,,2025-02-22
7356,,,,,,2025-02-22
9300,,,,,,2025-02-22
485494,3.99,3.99,3.29,,354.0,2025-02-22
2644,,,,,,2025-02-22
3574,,,,,,2025-02-22
451446,,,,,,2025-02-22
6243,,,,,,2025-02-22
2509,9.99,9.99,6.99,,842.0,2025-02-22
2123,,,,,,2025-02-22
2277,,,,,,2025-02-22
485623,,,,,,2025-02-22
2307,,,,,,2025-02-22
1049,,,,,,2025-02-22
755445,4.99,4.99,4.19,,442.0,2025-02-22
480033,,,,,,2025-02-22
757398,,,,,,2025-02-22
490662,6.99,6.99,6.99,,620.0,2025-02-22
2643,,,,,,2025-02-22
1486,9.99,9.49,6.75,,480.0,2025-02-22
1758,,,,,,2025-02-22
2604,,,,,,2025-02-22
1069,4.99,4.79,3.39,,,2025-02-22
1203,,,,,,2025-02-22
1171,,,,,,2025-02-22
175536,11.99,11.99,9.99,,1063.0,2025-02-22
14547,,,,,,2025-02-22
2289,,,,,,2025-02-22
8136,,,,,,2025-02-22
6221,,,,,,2025-02-22
14840,,,,,,2025-02-22
