gameid,title,developers,publishers,genres,supported_languages,release_date
8727,WE ARE DOOMED,['Vertex Pop'],['Vertex Pop'],['shooter'],"['French', 'Spanish', 'German', 'Italian', 'Portuguese (Brazil)']",2015-04-17
7804,Rabbids Invasion : The Interactive TV Show,['Ubisoft Barcelona'],['Ubisoft'],['Family'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish', 'Portuguese (Brazil)']",2014-11-18
8710,Stealth Inc. 2: A Game of Clones,['Carbon'],['Curve Digital'],['platformer'],"['French', 'Spanish', 'German', 'Italian', 'Russian']",2015-04-03
6952,Slender: The Arrival,['Blue Isle Studios'],['Midnight City'],"['Action', 'Adventure']",,2014-09-24
8613,Slender: The Arrival,['Blue Isle Studios'],['Midnight City'],"['Action', 'Adventure']",,2015-03-25
7363,FIFA 15,['EA Canada'],['Electronic Arts'],['sports'],,2014-09-23
8725,Tower of Guns,['Terrible Posture Games'],['Terrible Posture Games LLC'],['shooter'],,2015-04-10
7755,Lara Croft and the Temple of Osiris,['crystal dynamics'],['Crystal Dynamics'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2014-12-09
5998,Dragon's Lair,['Digital Leisure Inc.'],['Digital Leisure Inc.'],"['Action', 'Adventure', 'Classics']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2012-05-18
1894,Bejeweled LIVE,['PopCap Games'],['PopCap Games'],['puzzle'],"['French', 'Spanish', 'German', 'Italian']",2010-10-08
6498,Super Time Force,['Capybara Games'],['Microsoft Studios'],"['Action', 'Adventure', 'shooter', 'platformer']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish', 'Portuguese (Brazil)']",2014-05-14
8885,Tiny Troopers,['Kukouri'],['Iceberg Interactive'],"['Action', 'Adventure']",,2014-12-03
7479,JUST DANCE 2015,['Ubisoft'],['Ubisoft'],['Music+'],,2014-10-21
8978,Hitman GO,['Studio Onoma'],['Square Enix'],['puzzle'],,2015-04-28
8905,Hitman GO,['Studio Onoma'],['Square Enix'],['puzzle'],,2015-04-28
2749,Rapala for Kinect,['Nowpro'],['Activision'],"['sports', 'kinect']","['Spanish', 'German']",2011-11-15
8433,Rugby 15,['HB Studios'],['Maximum Games'],['sports'],,2015-02-24
7846,RUGBY 15,['HB Studios'],['Bigben Interactive'],['sports'],"['French', 'Spanish', 'German', 'Italian', 'Russian']",2015-02-24
8042,Angry Birds Stella,['Rovio'],['Rovio'],['Puzzle'],,2014-12-16
8381,Shiftlings,['Rock Pocket Games'],['Sierra'],"['platformer', 'puzzle']","['French', 'Spanish', 'German', 'Italian']",2015-03-04
642734,Kanjozoku Game - レーサーCar Racing & Highway Driving Simulator Games,,,,,2024-01-04
8301,Pneuma: Breath of Life,['Deco Digital'],['Deco Digital'],"['Action', 'Adventure', 'puzzle']","['French', 'Spanish', 'German', 'Italian']",2015-02-27
6757,Zombie Driver Ultimate Edition,['EXOR Studios'],['EXOR Studios'],"['Action', 'Adventure', 'Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2014-07-01
8395,DYNASTY WARRIORS 8 Empires,['KOEI TECMO GAMES CO.'],['KOEI TECMO GAMES CO.'],"['Action', 'Adventure']",,2015-02-24
8190,Riptide GP2,['Vector Unit'],['Vector Unit'],"['Racing', 'Flying']",,2015-01-23
7326,D4: Dark Dreams Don't Die,['Access Games'],['Microsoft Studios'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Portuguese (Brazil)']",2014-09-19
8135,MONOPOLY PLUS,['Ubisoft'],['Ubisoft'],"['Board Games', 'Family']","['French', 'Spanish', 'German', 'Italian', 'Russian']",2015-01-14
8108,Funk of Titans,['A Crowd of Monsters'],['A Crowd of Monsters'],"['Action', 'Adventure', 'platformer']","['French', 'Spanish', 'German', 'Italian']",2015-01-09
7843,Thomas Was Alone,['Mike Bithell'],['Curve Digital'],['platformer'],"['French', 'Spanish', 'German', 'Italian']",2014-11-21
7712,Pure Pool,['VooFoo Studios'],['Ripstone'],"['strategy', 'Simulation', 'sports', 'Family', 'social']","['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Portuguese (Brazil)']",2014-11-14
7719,Pier Solar and the Great Architects,['WaterMelon'],['WaterMelon'],['Role-Playing Games (RPG)'],"['Japanese', 'French', 'Spanish', 'German', 'Portuguese (Brazil)']",2014-11-21
8022,Kalimba,['Press Play'],['Microsoft Game Studios'],['platformer'],"['French', 'Spanish', 'German', 'Italian', 'Portuguese (Brazil)']",2014-12-17
6037,Rayman Legends,['Ubisoft Montpellier'],['Ubisoft'],"['Action', 'Adventure', 'platformer']","['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2014-02-18
7870,LIMBO,"['playdead', 'Double Eleven']",['playdead'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2014-12-05
8077,Asphalt Overdrive,['Gameloft'],['Gameloft'],['Racing'],,2014-12-22
8066,CHAOS;CHILD,['5pb.'],['5pb.'],"['Action', 'Adventure']",,2014-12-18
8181,Unmechanical: Extended,"['Talawa Games', 'GRIP Digital', 'Teotl Studios']",['GRIP Digital'],['platformer'],,2015-01-30
7648,Puyo Puyo Tetris,['Sonic Team'],['SEGA'],['puzzle'],,2014-12-04
7406,Syberia,['Microids'],['BANDAI NAMCO Games'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2014-12-03
8029,World At Arms,['Gameloft'],['Gameloft'],['Adventure'],,2014-12-15
7122,Assassin's Creed Pirates,['Ubisoft Paris'],['Ubisoft'],"['Naval', 'Vehicular Combat']",,2014-08-14
8030,World At Arms,['Gameloft'],['Gameloft'],"['Action', 'Adventure']",,2014-12-15
7944,Tiny Troopers,['Kukouri'],['Iceberg Interactive'],['Adventure'],,2014-12-03
8098,Total Conquest,['Gameloft'],['Gameloft'],['strategy'],,2014-12-28
5961,Cold Alley,['Revo Solutions Games'],['Microsoft Studios'],"['Action', 'Adventure', 'Racing', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian']",2013-12-27
4866,Deadpool,['high moon studios'],['Activision'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2015-11-17
7808,MONOPOLY PLUS,['Ubisoft'],['Ubisoft'],"['Board Games', 'Family', 'Classics']","['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Portuguese (Brazil)']",2014-11-26
7809,MONOPOLY DEAL,['Ubisoft'],['Ubisoft'],"['Board Games', 'Family']","['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Portuguese (Brazil)']",2014-11-26
7514,Duck Dynasty,['Fun Labs'],['Activision'],['shooter'],,2014-10-14
7909,Boom Ball for Kinect,['Virtual Air Guitar Company'],['Virtual Air Guitar Company'],"['Action', 'Adventure', 'Family']",['Chinese (simplified)'],2014-11-28
639411,Choo-Choo Charles,['Two Star Games'],['Two Star Games'],['Action Horror'],,2023-12-21
638955,Rock 'N Racing Off Road,"['EnjoyUp Games', 'Super PowerUp Games']",['Super PowerUp Games'],"['Arcade Racing', 'Automobile']",,2023-12-22
7666,Costume Quest 2,['Double Fine Productions'],['Midnight City'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2014-10-29
7697,Shape Up,['Ubisoft Montreal'],['Ubisoft'],"['sports', 'Family']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2014-11-11
7604,The Wolf Among Us,['telltale games'],['telltale games'],"['Action', 'Adventure']","['French', 'Spanish', 'German']",2014-11-04
7667,Costume Quest 2,['Double Fine Productions'],['Midnight City'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2014-10-29
7566,The Walking Dead: Season Two,['telltale games'],['telltale games'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Portuguese (Brazil)']",2014-10-21
7580,Lords of the Fallen (2014),"['CI Games', 'deck 13']",['CI Games'],['Role-Playing Games (RPG)'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Polish', 'Portuguese (Brazil)']",2014-10-28
7213,Stick it To The Man,['zoink games'],['Ripstone'],"['Action', 'Adventure', 'platformer', 'puzzle']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (simplified)']",2014-08-28
7513,The Walking Dead: The Complete First Season,['telltale games'],['telltale games'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2014-10-14
6255,Kinect Sports Rivals,['Rare'],['Microsoft Studios'],"['sports', 'Family']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2014-04-08
6256,LEGO The Hobbit,"[""Traveller's Tales""]",['Warner Bros. Interactive Entertainment'],"['Action', 'Adventure', 'Family']","['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Portuguese (Brazil)']",2014-04-08
7540,Shadow Warrior,['flying wild hog'],['devolver digital'],['shooter'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish', 'Portuguese (Brazil)']",2014-10-24
6190,METAL GEAR SOLID V: GROUND ZEROES,['kojima productions'],['Konami Digital Entertainment'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2014-03-18
6374,Secrets and Treasure: The Lost Cities,['mediatonic'],['Microsoft Studios'],"['Action', 'Adventure', 'puzzle']",,2014-06-04
7130,The Golf Club,['HB Studios'],['HB Studios'],['sports'],"['French', 'Spanish', 'German', 'Italian', 'Portuguese (Brazil)']",2014-08-19
7510,Zoo Tycoon Friends,['Behaviour Interactive'],['Xbox Game Studios'],['Adventure'],,2014-10-13
7414,Zoo Tycoon Friends,['Behaviour Interactive'],['Xbox Game Studios'],"['Action', 'Adventure']",,2014-10-13
7403,Skylanders Trap Team,['Toys for Bob'],['Activision'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Swedish', 'Portuguese (Brazil)']",2014-10-10
7338,Disney Fantasia: Music Evolved,['Harmonix Music Systems'],['Disney Interactive'],"['Action', 'Adventure', 'Family', 'Music+']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2014-10-24
7400,NBA 2K15,['Visual Concepts'],['2K Games'],"['strategy', 'Simulation', 'sports']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Chinese (simplified)']",2014-10-07
7277,Zumba Fitness World Party,['Zoë Mode'],['Majesco'],['Music+'],,2013-11-19
7376,Killer Instinct 2 Classic,['Code Mystics'],['Microsoft Studios'],['fighting'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2014-09-23
6877,Microsoft Jackpot,['Arkadium'],['Microsoft Studios'],"['Action', 'Adventure']",,2015-01-05
3966,Doritos Crash Course 2,['Behaviour Interactive'],['Microsoft Studios'],"['Action', 'Adventure', 'platformer']",,2013-05-08
5913,Temple Run 2,['Imangi Studios'],['Imangi Studios'],['Platformer'],,2013-12-20
639408,Wordsweeper by POWGI,['Lightwood Games'],['Lightwood Games'],['Puzzle'],,2023-12-22
639409,Jack Dragon and the Stone of Peace,['Tea Monster Games'],['Tea Monster Games'],['Platformer'],,2023-12-22
637083,Aztek Tiki Talisman,['Josep Monzonis Hernandez'],['JanduSoft'],['Platformer'],,2023-12-14
6835,Guacamelee! Super Turbo Championship Edition,['DrinkBox Studios'],['DrinkBox Studios'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian', 'Portuguese (Brazil)']",2014-07-02
5911,Max: The Curse of Brotherhood,['Press Play'],['Microsoft Studios'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian', 'Chinese (simplified)', 'Portuguese (Brazil)']",2013-12-20
6765,Contrast,['Compulsion Games'],['focus home interactive'],['platformer'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2014-06-26
6746,Valiant Hearts - The Great War,['Ubisoft Montpellier'],['Ubisoft'],"['Action', 'Adventure', 'puzzle']","['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Polish', 'Portuguese (Brazil)']",2014-06-25
6723,Outlast,['Red Barrels'],['Red Barrels'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish', 'Portuguese (Brazil)']",2014-06-19
6520,Wolfenstein: The New Order,['machinegames'],['Bethesda Softworks'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2014-05-20
6380,Child of Light,['Ubisoft Montreal'],['Ubisoft'],"['Action', 'Adventure', 'platformer', 'Role-Playing Games (RPG)']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)', 'Portuguese (Brazil)']",2014-04-30
6251,Strike Suit Zero: Director's Cut,['Born Ready Games'],['Born Ready Games'],['shooter'],"['French', 'Spanish', 'German', 'Italian']",2014-04-08
6724,Sniper Elite 3,['rebellion'],['rebellion'],"['Action', 'Adventure', 'shooter']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2014-07-01
6040,The LEGO Movie Videogame,"[""Traveller's Tales""]",['Warner Bros. Interactive Entertainment'],"['Action', 'Adventure', 'Family']","['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Portuguese (Brazil)']",2014-02-07
6075,Thief,['eidos montreal'],,"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian']",2014-02-25
6855,VoiceStudio,['Xbox Game Studios'],['Microsoft Studios'],['Tools'],,2014-07-24
6756,Transformers: Rise of the Dark Spark,['Edge of Reality'],['Activision'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2014-06-24
6758,R.B.I. Baseball 14,['Behaviour Interactive'],['MLB'],['sports'],"['French', 'Spanish']",2014-06-24
5807,Peggle 2,['PopCap Games'],['Electronic Arts'],['puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Chinese (simplified)', 'Portuguese (Brazil)']",2013-12-09
6178,Kinectimals Unleashed,['Frontier Developments'],['Microsoft Studios'],['Family'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2014-03-07
4972,Real Racing 2,['Firemint'],['Electronic Arts'],"['Simulation Racing', 'Automobile']",,2013-05-22
6577,Murdered: Soul Suspect,['airtight games'],['Square Enix'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian']",2014-06-03
637518,Argonauts Agency 2: Pandora’s Box,,,,,2023-12-15
6299,Hexic,['Other Ocean Interactive'],['Microsoft Studios'],['Adventure'],"['French', 'Spanish', 'German', 'Italian']",2007-08-15
6136,South Park: The Stick of Truth,['Obsidian Entertainment'],['Ubisoft'],['Role-Playing Games (RPG)'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2018-02-13
6730,Sixty Second Shooter Prime,['Happion Laboratories'],['Happion Laboratories'],['shooter'],"['French', 'Spanish', 'German', 'Italian', 'Portuguese (Brazil)']",2014-06-18
6173,Throne Together,['Rogue Rocket Games'],['Microsoft Studios'],['puzzle'],"['French', 'Spanish', 'German', 'Italian']",2014-03-06
5912,Disney Mermaid,['HitPoint Studios'],['Microsoft Studios'],"['puzzle', 'Family']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2013-12-20
5966,Tomb Raider: Definitive Edition,['crystal dynamics'],['Crystal Dynamics'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2014-01-28
6762,Another World - 20th Anniversary Edition,,['The Digital Lounge'],"['Action', 'Adventure']","['French', 'Spanish', 'German']",2014-06-25
638723,DETECTIVE - Stella Porta case,['k148 Game Studio'],['JanduSoft'],['Puzzle'],,2023-12-21
638724,Three Minutes To Eight,['Chaosmonger Studio'],['Assemble Entertainment'],"['Adventure', 'Point & Click']",,2023-12-21
637520,M.A.D. Cows,['Cascadia Games'],['Cascadia Games'],['Platformer'],,2024-03-01
1807,Bloody Good Time,['Outerlight Ltd.'],['Ubisoft'],['shooter'],"['French', 'Spanish', 'German', 'Italian']",2010-10-27
4872,DARK,['Realmforge Studios'],['Kalypso Media Digital'],"['Action', 'Adventure']","['French', 'German']",2013-08-09
3863,Capcom Arcade Cabinet,['CAPCOM Co.'],['CAPCOM Co.'],['Classics'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2013-02-20
2797,Choplifter HD,['inXile Entertainment'],['Konami Digital Entertainment'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2012-03-13
2759,Self-Defense,['Ubisoft'],['Ubisoft'],"['kinect', 'educational']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2012-09-25
1891,Glyder: Adventure Worlds,['Glu Mobile'],['Glu Mobile'],"['Adventure', 'Open World']","['French', 'Spanish', 'German', 'Italian']",2010-10-17
3877,Picnic Wars,['Crown ADAM'],['Chillingo'],['Puzzle'],,2013-01-10
2846,Zumba Fitness: Rush,['Zoë Mode'],['Majesco'],"['Music+', 'kinect']","['French', 'Spanish', 'German', 'Italian']",2012-02-13
4940,Monster Burner,['Ubisoft Montreal'],['Ubisoft'],['Action'],,2013-05-08
1882,Burn It All!,['Pasta Games'],['BulkyPix'],['Puzzle'],"['French', 'Spanish', 'German', 'Italian']",2011-02-10
4858,Amazing Alex,['Rovio'],['Rovio'],['Puzzle'],,2013-04-03
2902,World Gone Sour,['playbrains'],['Capcom'],"['Action', 'Adventure']",,2012-04-11
4952,Angry Birds Rio,['Rovio'],['Rovio'],['Puzzle'],,2013-05-15
4988,Rabbids Go Phone,['Ubisoft Paris'],['Ubisoft'],['Simulation'],,2013-05-29
4812,Shark Dash,['Gameloft'],['Gameloft'],['puzzle'],,2013-03-20
2833,Rhythm Party,['Konami Digital Entertainment'],['Konami Digital Entertainment Inc.'],"['Music+', 'kinect']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2012-02-01
2907,Sid Meier's Pirates!,['Firaxis'],['2K Games'],['Action'],,2012-04-11
1886,Rise Of Glory,['Revo Solutions Games'],['Revo Solutions Games'],"['Aerial', 'Vehicular Combat']","['French', 'Spanish', 'German', 'Italian']",2010-12-14
3960,Angry Birds Seasons,['Rovio'],['Rovio'],['Puzzle'],,2013-02-20
2920,Monster Island,['Miniclip'],['Miniclip SA'],['Adventure'],"['French', 'Spanish', 'German', 'Italian']",2012-04-18
2771,SpongeBob Surf & Skate,['Blitz Games'],['THQ'],"['sports', 'kinect']","['French', 'Spanish', 'German']",2011-11-11
2836,GRAND SLAM TENNIS 2,['Electronic Arts'],['Electronic Arts'],['sports'],"['French', 'Spanish', 'German', 'Italian']",2012-02-14
2747,Kung-Fu High Impact,['Virtual Air Guitar Company'],['Black Bean Games'],['kinect'],"['French', 'Spanish', 'German', 'Italian']",2011-11-15
2746,Just Dance Kids,['Land Ho!'],['Ubisoft'],"['Family', 'Music+', 'kinect']","['French', 'Spanish', 'German', 'Italian']",2011-11-04
2768,Yoostar on MTV,['Blitz Games'],['Yoostar Entertainment Group'],['kinect'],"['French', 'Spanish', 'German', 'Italian']",2011-11-15
2868,UNDER DEFEAT HD,['G.rev Ltd.'],['G.rev Ltd.'],['shooter'],,2012-11-09
6782,SBS ON DEMAND,['Special Broadcasting Service'],['Special Broadcasting Service'],['Video'],,2013-11-22
2879,Gerbil Physics,['Pencel Games'],['Xbox Game Studios'],['Puzzle'],,2012-03-14
6796,Zattoo Live TV,['Zattoo Europa'],['Zattoo Europa'],['Video'],"['Spanish', 'German']",2013-11-22
6928,The Movie Network GO,['Bell Media'],['Bell Media'],['Video'],,2014-07-15
665249,Glorious Savior,['EXE-CREATE'],['KEMCO'],"['Role Playing', 'Turn Based']",,2024-04-12
2795,Let's Cheer!,['Cat Daddy Games'],['2K Play'],"['Family', 'Music+', 'kinect']",,2012-05-15
2825,Armored Core V,['from software'],['Namco Bandai Games'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2012-03-20
2773,BattleWagon,['IronSun Studios'],['IronSun Studios'],['Puzzle'],"['French', 'Spanish', 'German', 'Italian', 'Russian']",2011-11-11
3294,MonstaFish,['IronSun Studios'],['IronSun Studios'],['Action'],"['French', 'Spanish', 'German', 'Italian', 'Russian']",2012-05-30
3224,Feed Me Oil,['Holy Water Games'],['Chillingo'],['Puzzle'],"['French', 'Spanish', 'German', 'Italian']",2012-05-09
2725,Shuffle Party,['Babaroga'],['Microsoft Studios'],['sports'],,2011-11-03
2780,Family Game Night Fun Pack,['EA Salt Lake'],['Electronic Arts'],"['Collection', 'Card & Board', 'Party']",,2011-11-01
2761,Apples To Apples,['ImaginEngine'],['THQ'],['puzzle'],,2011-12-07
5847,Voice Studio,['Xbox Team'],['Xbox Team'],['social'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish']",2012-03-13
2717,Dynasty Warriors Strikeforce (TC),['KOEI TECMO GAMES CO.'],['KOEI TECMO GAMES CO.'],"['Action', 'Adventure']",,2009-10-01
2854,Junk Fu,['Wahoo Studios'],['Microsoft Studios'],['kinect'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Polish']",2012-02-20
2720,Battle Stuff,['Smoking Gun Interactive'],['Microsoft Studios'],['kinect'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Polish']",2011-11-28
2791,NFL Blitz,['EA Tiburon'],['Electronic Arts'],['sports'],,2012-01-04
2792,INSTANT BRAIN,['LTD.'],['LTD.'],['Collection'],,2011-11-10
2766,Breeze,['Null City Software'],['Xbox Game Studios'],['Puzzle'],,2011-11-11
2718,Happy Feet 2,['KMM Games'],['Warner Bros. Games'],"['Action', 'Adventure', 'Music+']","['French', 'Spanish', 'German', 'Italian']",2011-11-08
2726,Scene It? Movie Night,['Sarbakan'],['Screenlife Games'],"['puzzle', 'Family']",,2011-11-30
2789,Spider Jack,['maxnick'],['Chillingo'],['Puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)']",2011-12-28
2847,Ever17,['CyberFront'],['5pb.'],['Visual Novel'],,2011-12-01
2752,Nat Geo Challenge!,['Gusto Games'],['Black Bean Games'],['puzzle'],"['French', 'Spanish', 'German', 'Italian']",2011-11-23
2767,Karaoke Revolution Glee Volume 3,['LLC.'],['Konami Digital Entertainment Inc.'],['Music+'],"['French', 'Spanish']",2011-11-21
2772,Marvel Super Hero Squad: Comic Combat,['Griptonite Games'],['THQ'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2011-11-15
2748,Ghostscape,['Psionic Games'],['Xbox Game Studios'],['Point & Click'],"['French', 'Spanish', 'German', 'Italian']",2011-10-31
1829,Zombie Attack 2,['IUGO Mobile'],['IUGO Mobile'],"['Strategy', 'Tower Defence']","['French', 'Spanish', 'German', 'Italian']",2011-02-04
14069,Perfect Woman,['Peter Lu & Lea Schönfelder'],['Peter Lu & Lea Schönfelder'],"['strategy', 'Simulation']",,2016-09-14
462038,Oddworld: Soulstorm Enhanced Edition,['Oddworld Inhabitants'],"['Oddworld Inhabitants', 'Microids']","['Puzzle', 'Platformer']",,2021-11-30
462856,"Pukan, Bye-Bye!",['Artalasky'],['ChiliDog Interactive'],['Platformer'],,2021-11-05
462336,Riders Republic,['Ubisoft Annecy'],['Ubisoft'],"['Open World', 'Sports', 'Cycling', 'Skiing', 'Snowboarding']",,2021-10-28
462520,QUByte Classics - The Immortal by PIKO,['Piko Interactive'],['QUByte Interactive'],"['Action-Adventure', 'Collection']",,2021-10-28
462649,Gefragt Gejagt - Das Spiel,['Beatshapers'],['bitComposer Games'],['Educational & Trivia'],,2021-10-27
462697,Okinawa Rush,['Sokaikan'],['PixelHeart'],"['Platformer', ""Beat 'em up""]",,2021-10-28
1801,Yaris,['Backbone Entertainment'],['Castaway Entertainment'],"['Action', 'Adventure']",,2007-10-10
757703,ROBOBEAT,['Simon Fredholm'],['Kwalee'],,,2025-01-30
1802,Fight Night Round 4,['EA Canada'],['Electronic Arts'],['sports'],"['French', 'German']",2009-06-23
757704,Montgomery Fox And The Case Of The Diamond Necklace,"['Paprikari', 'Cateia Games']",['Ocean Media'],"['Adventure', 'Point & Click']",,2024-12-18
2706,Winter Sports 2011,['49Games'],"['Zoo Games', 'dtp entertainment']","['strategy', 'Simulation', 'sports']","['French', 'Spanish', 'German', 'Italian']",2010-11-29
1809,Truth or Lies,['Big Ant Studios'],['THQ'],['Family'],['German'],2010-09-14
1898,Plants vs. Zombies,['PopCap Games'],['PopCap Games'],['strategy'],"['French', 'Spanish', 'German', 'Italian']",2010-09-08
1804,Full House Poker,['Krome Studios'],['Microsoft Studios'],['Board Games'],"['French', 'Spanish', 'German', 'Italian']",2011-03-16
1866,Hydro Thunder GO,['Pixelbite Games'],['Xbox Game Studios'],"['Arcade Racing', 'Naval']","['French', 'Spanish', 'German', 'Italian']",2011-03-12
1883,Tiki Towers,['Mr.Goodliving'],['GameHouse'],['Puzzle'],"['French', 'Spanish', 'German', 'Italian']",2011-01-21
757702,Cave Ranger,['Cascadia Games'],['Cascadia Games'],['Platformer'],,2024-12-20
1853,The Harvest,['Luma Arcade'],['Microsoft Studios'],['Role-Playing Games (RPG)'],"['French', 'Spanish', 'German', 'Italian']",2010-10-16
1878,Game Chest Solitaire,['Bonfire Studios'],['Xbox Game Studios'],['Card & Board'],"['French', 'Spanish', 'German', 'Italian']",2010-10-25
1817,Fable Coin Golf,['Ideaworks Game Studio'],"['Lionhead Studios', 'Xbox Game Studios']",['Puzzle'],"['French', 'Spanish', 'German', 'Italian']",2011-03-09
637833,Gray Dawn,['Interactive Stone'],['Interactive Stone'],['Adventure'],,2023-12-22
757701,Die for the Economy!,['Tea Monster Games'],['Tea Monster Games'],"[""Shoot 'em up""]",,2024-12-20
664987,Outer Terror,"['Salt & Pixel', 'VoxPop Games']",['Ratalaika Games'],['Roguelite'],,2024-04-12
665524,"Coffee, Plis",['Diverte Games'],['Cube Games'],['Party'],,2024-04-12
638524,Bahnsen Knights,['LCB Game Studio'],['Chorus Worldwide Games'],['Adventure'],,2023-12-14
662520,Dreamland Solitaire: Dark Prophecy,"['Alawar Entertainment', 'Adept Studios']",['ChiliDog Interactive'],['Card & Board'],,2024-04-05
7583,TrueAchievements,['TrueAchievements'],['TrueAchievements'],['Companion'],,2014-10-28
643867,Saga of the Moon Priestess,"['Pixel Trash', 'eastasiasoft']",['eastasiasoft'],['Action-Adventure'],,2024-01-24
637517,Criminal Expert,,,,,2023-12-15
572820,Alice in Wonderland - a jigsaw puzzle tale,,,,,2023-02-09
757698,Swords & Bones 2,['SEEP'],['RedDeerGames'],['Platformer'],,2024-12-27
757699,Doodle Taxi,['Metgan Games'],['Metgan Games'],['Simulation'],,2024-12-27
757259,Citizen Sleeper 2: Starward Vector,['Jump Over The Age'],['Fellow Traveller'],,,2025-01-31
757038,Mika and The Witch's Mountain,"['Nukefist', 'Chibig Studio']",['Chibig Studio'],,,2025-01-22
756555,Rivenaar's Grove,"['Double Mizzlee', 'eastasiasoft']",['eastasiasoft'],,,2025-01-08
662741,Vigour,,,,,2024-04-04
