Employee_ID,MBTI,Dimension_EI,Dimension_SN,Dimension_TF,Dimension_JP,Department,Role,Seniority,Tenure_Years,AI_Tool_Usage_Daily_Hours,AI_Tool_Preference,Tool_Adoption_Score,Meeting_Hours_Weekly,Focus_Time_Hours_Weekly,Collaboration_Intensity,Context_Switching_Index,Project_Completion_Rate,Process_Adherence_Score,Innovation_Output_Score,Stakeholder_Satisfaction_Score,Weekly_Report_Submission_Offset,Overtime_Hours_Weekly,Learning_Hours_Monthly,Rework_Rate_Percent
EMP1245,ESFP,Extravert,Sensing,Feeling,Perceiving,Product,PM,Senior,6.3,3.6,Search/Research,88.8,9.3,16.6,83.6,5.1,64.5,58.9,60.0,69.0,1.0,1.6,12.2,8.4
EMP1246,INTJ,Introvert,Intuitive,Thinking,Judging,Sales,SDR,Junior,1.2,3.4,Automation Script,54.8,15.4,20.8,65.5,1.5,66.9,68.2,54.9,67.2,7.4,0.2,6.5,8.8
EMP1247,INFJ,Introvert,Intuitive,Feeling,Judging,Sales,AE,Junior,0.4,2.1,Search/Research,73.9,14.6,19.5,68.2,2.8,97.8,67.2,45.8,82.7,3.6,5.7,11.1,9.6
EMP1248,ENTJ,Extravert,Intuitive,Thinking,Judging,Product,UX Research,Mid,3.5,3.0,Search/Research,87.5,6.5,21.6,59.6,5.1,77.8,56.2,70.3,57.2,3.3,0.5,7.2,4.6
EMP1249,ISTP,Introvert,Sensing,Thinking,Perceiving,Product,PM,Mid,3.4,4.5,LLM Chatbot,36.7,10.4,15.1,44.3,5.4,83.1,63.1,59.8,63.0,-0.8,6.6,7.3,5.6
EMP1250,ENFJ,Extravert,Intuitive,Feeling,Judging,Marketing,Content,Senior,6.9,3.1,Code Assistant,74.5,9.9,22.9,75.1,4.4,95.5,70.6,69.1,74.9,6.2,1.7,4.5,3.5
EMP1251,ESTJ,Extravert,Sensing,Thinking,Judging,Sales,AE,Mid,4.4,1.9,Search/Research,53.0,16.7,17.2,62.4,7.0,51.9,71.4,25.1,72.5,4.6,3.0,2.0,6.5
EMP1252,ESFP,Extravert,Sensing,Feeling,Perceiving,R&D,Data,Mid,2.8,4.0,Code Assistant,74.5,12.3,16.9,65.3,6.7,51.4,44.9,52.7,69.2,-3.8,6.1,6.5,6.4
EMP1253,INTP,Introvert,Intuitive,Thinking,Perceiving,R&D,Frontend,Mid,4.4,3.9,Automation Script,60.8,10.7,21.7,46.8,4.0,73.6,41.3,80.1,60.0,-0.1,10.1,11.6,14.1
EMP1254,ISFJ,Introvert,Sensing,Feeling,Judging,R&D,QA,Junior,1.3,2.9,Visualization,55.3,6.9,27.8,54.1,1.8,95.8,91.2,47.9,70.8,5.0,5.4,13.5,3.0
EMP1255,ENFJ,Extravert,Intuitive,Feeling,Judging,Marketing,Brand,Mid,2.2,3.4,Visualization,63.8,17.1,20.0,89.5,5.9,86.5,77.3,64.0,82.2,3.6,1.0,4.7,3.6
EMP1256,ESFJ,Extravert,Sensing,Feeling,Judging,Marketing,Content,Mid,3.9,2.6,LLM Chatbot,39.0,14.8,13.1,91.8,9.0,99.0,73.6,51.0,88.3,5.6,2.4,5.4,5.9
EMP1257,ISTP,Introvert,Sensing,Thinking,Perceiving,HR,HRBP,Senior,5.9,1.3,Automation Script,45.8,16.9,18.3,64.1,6.0,39.8,63.0,45.2,57.7,-1.5,4.7,6.9,13.2
EMP1258,ISFP,Introvert,Sensing,Feeling,Perceiving,Sales,SDR,Mid,2.9,2.3,Code Assistant,47.2,14.8,11.9,60.6,6.0,61.1,59.6,32.5,62.7,-4.1,2.5,5.0,16.0
EMP1259,ISTJ,Introvert,Sensing,Thinking,Judging,Marketing,Brand,Mid,2.1,3.3,LLM Chatbot,42.1,8.3,18.8,68.6,2.4,56.3,86.0,45.5,62.5,7.4,5.3,2.9,3.7
EMP1260,ISFJ,Introvert,Sensing,Feeling,Judging,HR,HRBP,Mid,2.4,1.4,Search/Research,56.4,19.8,11.5,64.6,1.7,88.2,93.7,38.1,80.3,0.9,4.4,6.3,10.3
EMP1261,INFJ,Introvert,Intuitive,Feeling,Judging,Operations,Finance Ops,Mid,2.9,3.1,LLM Chatbot,56.1,13.3,16.7,60.9,6.6,90.5,66.0,70.3,76.0,1.2,0.2,9.9,7.6
EMP1262,INFJ,Introvert,Intuitive,Feeling,Judging,Sales,Account Manager,Senior,7.8,2.9,Search/Research,66.8,16.4,22.7,71.3,3.3,92.5,70.9,45.1,85.2,4.4,0.3,7.8,9.3
EMP1263,INTP,Introvert,Intuitive,Thinking,Perceiving,Sales,Account Manager,Mid,2.1,2.2,LLM Chatbot,72.8,7.6,18.9,61.6,7.6,51.8,31.4,71.2,54.5,3.3,0.5,6.3,5.8
EMP1264,ESFP,Extravert,Sensing,Feeling,Perceiving,Operations,Ops,Mid,2.1,2.3,Visualization,60.8,9.7,9.1,77.2,6.8,54.7,61.3,41.8,73.1,-1.7,1.5,5.5,11.4
EMP1265,INTP,Introvert,Intuitive,Thinking,Perceiving,Marketing,Brand,Lead,8.8,2.3,Visualization,69.4,15.5,15.0,58.8,4.7,69.7,33.1,70.6,57.8,1.1,3.9,7.8,5.6
EMP1266,ISTP,Introvert,Sensing,Thinking,Perceiving,Sales,Account Manager,Mid,3.6,2.1,Search/Research,34.8,15.8,13.5,51.5,5.1,66.7,57.0,46.3,69.6,-3.2,0.0,8.5,7.6
EMP1267,ESTP,Extravert,Sensing,Thinking,Perceiving,Operations,Supply Ops,Senior,6.9,1.9,LLM Chatbot,50.1,9.5,14.9,62.2,9.5,83.3,67.3,47.2,54.1,-0.9,3.0,6.7,8.4
EMP1268,ENFP,Extravert,Intuitive,Feeling,Perceiving,HR,HRBP,Lead,10.2,2.7,Automation Script,41.3,24.3,8.1,82.6,3.8,80.2,61.3,73.2,70.2,3.3,2.2,6.5,9.9
EMP1269,ISFP,Introvert,Sensing,Feeling,Perceiving,Operations,Supply Ops,Mid,3.2,2.1,Automation Script,58.9,6.8,22.3,55.1,6.1,67.9,65.0,41.2,66.5,1.8,0.8,4.8,8.4
EMP1270,ENTP,Extravert,Intuitive,Thinking,Perceiving,Operations,Ops,Senior,5.0,2.5,LLM Chatbot,71.4,18.1,10.9,66.3,5.9,64.5,46.9,86.8,65.6,1.1,1.4,5.3,8.5
EMP1271,ISFJ,Introvert,Sensing,Feeling,Judging,Operations,Ops,Mid,3.1,2.9,Visualization,46.5,8.2,26.2,69.2,2.1,94.7,93.7,30.2,82.7,4.1,0.0,6.8,3.0
EMP1272,INTJ,Introvert,Intuitive,Thinking,Judging,Product,Design,Mid,4.6,4.0,Code Assistant,76.7,5.1,26.5,41.7,1.9,64.8,74.0,77.8,60.7,7.0,1.5,7.3,8.9
EMP1273,ENFP,Extravert,Intuitive,Feeling,Perceiving,HR,Recruiter,Mid,3.6,2.7,Search/Research,59.8,17.2,9.0,95.0,7.7,64.0,46.6,79.0,79.4,0.7,0.3,12.2,12.5
EMP1274,ISTJ,Introvert,Sensing,Thinking,Judging,Operations,Finance Ops,Junior,1.9,1.1,Code Assistant,46.8,13.4,20.3,50.5,0.0,94.3,83.2,46.6,71.7,1.1,1.0,3.6,6.7
EMP1275,ENTJ,Extravert,Intuitive,Thinking,Judging,Product,PM,Lead,9.1,4.2,Visualization,86.3,17.8,17.6,67.0,4.9,76.9,66.0,62.6,62.9,5.7,1.9,8.7,6.5
EMP1276,ISFP,Introvert,Sensing,Feeling,Perceiving,Product,UX Research,Mid,3.8,3.4,Automation Script,45.7,11.7,14.7,57.5,7.3,43.5,42.5,61.7,57.6,-2.7,1.5,8.2,9.4
EMP1277,ISTP,Introvert,Sensing,Thinking,Perceiving,HR,Recruiter,Mid,4.6,1.1,Search/Research,63.5,15.4,14.1,45.8,3.9,87.0,69.1,26.7,68.0,3.4,1.8,3.6,10.2
EMP1278,INFP,Introvert,Intuitive,Feeling,Perceiving,Sales,Account Manager,Mid,3.2,2.3,LLM Chatbot,74.2,19.1,12.8,84.2,7.8,65.3,34.5,73.1,80.8,-2.5,0.2,7.2,8.8
EMP1279,ESTJ,Extravert,Sensing,Thinking,Judging,Marketing,Growth,Senior,7.6,2.5,LLM Chatbot,38.1,16.1,18.6,70.5,6.9,94.5,68.1,40.1,76.9,1.1,0.2,6.4,1.0
EMP1280,INTP,Introvert,Intuitive,Thinking,Perceiving,HR,Recruiter,Senior,7.4,3.4,Code Assistant,55.5,16.3,19.8,45.8,2.7,65.2,43.6,66.5,53.1,1.1,1.7,11.7,13.3
EMP1281,ESTJ,Extravert,Sensing,Thinking,Judging,Sales,Account Manager,Junior,1.6,1.8,LLM Chatbot,42.8,17.0,13.7,66.2,5.9,66.0,80.9,33.5,70.9,9.1,0.8,7.8,3.1
EMP1282,ISTJ,Introvert,Sensing,Thinking,Judging,Marketing,Content,Senior,7.3,2.3,LLM Chatbot,48.1,15.9,19.2,54.8,4.6,66.8,78.2,35.0,65.4,6.2,0.8,1.1,1.3
EMP1283,ESFP,Extravert,Sensing,Feeling,Perceiving,Sales,SDR,Mid,4.0,1.9,LLM Chatbot,54.5,16.1,10.6,80.8,8.9,65.0,62.4,40.9,67.7,1.2,2.4,7.8,9.6
EMP1284,ENFJ,Extravert,Intuitive,Feeling,Judging,R&D,Frontend,Mid,4.1,3.0,Code Assistant,64.3,6.1,20.8,67.8,5.6,91.2,67.3,66.5,93.5,6.9,3.5,11.1,9.1
EMP1285,ESTJ,Extravert,Sensing,Thinking,Judging,R&D,Backend,Junior,1.0,3.6,Automation Script,53.4,16.9,20.2,75.3,1.1,71.7,77.2,43.0,57.3,4.8,4.4,7.2,7.0
EMP1286,ISTP,Introvert,Sensing,Thinking,Perceiving,HR,Recruiter,Junior,1.9,2.9,Visualization,48.3,15.2,15.9,48.7,5.7,59.7,64.8,31.0,62.2,-2.4,0.8,7.5,11.3
EMP1287,ISFP,Introvert,Sensing,Feeling,Perceiving,Marketing,Brand,Mid,3.0,2.5,Visualization,37.5,7.9,18.3,80.0,6.4,69.1,45.2,62.6,81.0,1.0,4.1,6.2,8.6
EMP1288,INFJ,Introvert,Intuitive,Feeling,Judging,Operations,Ops,Mid,4.0,2.4,Code Assistant,62.5,13.9,27.6,68.2,2.3,69.0,81.9,48.8,79.5,6.8,2.8,7.4,7.8
EMP1289,INFP,Introvert,Intuitive,Feeling,Perceiving,Operations,Supply Ops,Mid,3.8,2.1,LLM Chatbot,55.2,9.3,19.3,60.3,5.3,73.4,50.9,64.0,78.2,1.9,0.6,8.6,8.8
EMP1290,ISTP,Introvert,Sensing,Thinking,Perceiving,Operations,Ops,Mid,2.6,1.6,LLM Chatbot,57.1,13.4,12.4,58.5,8.8,44.9,70.5,42.9,57.9,0.4,2.6,4.4,6.4
EMP1291,INTP,Introvert,Intuitive,Thinking,Perceiving,HR,L&D,Junior,1.4,1.9,LLM Chatbot,41.2,15.6,21.7,48.9,6.6,79.1,41.4,64.9,71.8,4.1,2.6,10.8,13.1
EMP1292,ISTP,Introvert,Sensing,Thinking,Perceiving,Marketing,Growth,Lead,9.6,1.6,Visualization,41.9,16.5,9.3,70.7,8.4,82.7,66.6,60.1,78.9,-1.2,6.6,2.7,10.6
EMP1293,ENTP,Extravert,Intuitive,Thinking,Perceiving,Product,UX Research,Junior,1.3,3.7,Code Assistant,78.2,11.0,16.3,67.6,8.2,66.3,39.3,89.0,51.7,-5.4,0.5,10.6,9.3
EMP1294,ESFP,Extravert,Sensing,Feeling,Perceiving,Sales,Account Manager,Mid,4.1,2.4,Visualization,65.3,12.2,6.0,84.5,9.6,74.1,49.9,59.3,71.5,-1.2,2.4,4.9,9.8
EMP1295,ISTJ,Introvert,Sensing,Thinking,Judging,Marketing,Content,Senior,5.3,2.4,Search/Research,37.0,8.6,26.0,53.0,4.1,88.8,82.3,41.4,79.5,8.0,0.4,7.5,2.9
EMP1296,ENTJ,Extravert,Intuitive,Thinking,Judging,HR,L&D,Senior,5.7,2.7,Automation Script,73.3,23.9,17.2,77.9,4.6,61.8,82.6,62.9,56.4,4.0,1.8,6.8,2.6
EMP1297,INTJ,Introvert,Intuitive,Thinking,Judging,Operations,Supply Ops,Mid,4.0,2.1,Automation Script,65.4,9.0,15.6,55.7,1.2,79.9,69.3,73.2,72.6,4.7,4.4,7.0,3.4
EMP1298,ISTP,Introvert,Sensing,Thinking,Perceiving,Product,UX Research,Junior,1.4,3.5,Automation Script,58.4,6.7,25.4,55.7,4.7,66.7,42.2,63.6,56.4,2.1,0.4,10.4,9.8
EMP1299,INTJ,Introvert,Intuitive,Thinking,Judging,Operations,Ops,Mid,4.1,2.5,Automation Script,62.4,7.7,28.5,43.3,2.6,70.4,73.5,63.7,66.2,6.3,0.4,6.5,8.8
EMP1300,ISTJ,Introvert,Sensing,Thinking,Judging,Operations,Ops,Senior,7.2,1.1,Automation Script,54.7,13.9,20.9,47.0,0.9,94.6,92.2,48.6,81.8,5.9,0.8,4.6,2.5
EMP1301,INFJ,Introvert,Intuitive,Feeling,Judging,Product,PM,Mid,3.4,4.9,Automation Script,72.1,14.3,22.0,49.8,1.5,86.6,69.8,68.8,75.2,1.1,1.1,10.7,7.9
EMP1302,ENTP,Extravert,Intuitive,Thinking,Perceiving,R&D,Data,Mid,4.8,3.8,Automation Script,68.1,9.1,19.0,71.1,6.3,71.6,51.3,81.6,59.6,-0.9,3.5,8.9,11.3
EMP1303,INFJ,Introvert,Intuitive,Feeling,Judging,Operations,Supply Ops,Mid,2.1,2.5,Automation Script,50.4,12.3,23.5,56.1,3.2,36.4,78.0,58.8,66.3,1.9,2.7,9.8,5.0
EMP1304,ENTJ,Extravert,Intuitive,Thinking,Judging,R&D,Backend,Junior,1.4,4.4,Search/Research,80.8,15.3,19.4,66.7,2.5,92.3,73.1,74.3,77.9,7.3,6.1,11.1,10.1
EMP1305,ESTP,Extravert,Sensing,Thinking,Perceiving,HR,Recruiter,Senior,7.8,1.9,LLM Chatbot,46.3,24.7,10.1,79.6,8.4,84.5,62.3,63.6,67.4,-1.5,0.1,6.3,7.9
EMP1306,ESFP,Extravert,Sensing,Feeling,Perceiving,R&D,Frontend,Lead,8.9,3.2,Automation Script,44.3,15.7,16.9,79.7,5.3,79.9,53.0,66.0,77.1,2.8,5.4,4.4,8.7
EMP1307,ISFP,Introvert,Sensing,Feeling,Perceiving,HR,HRBP,Junior,0.8,1.5,LLM Chatbot,75.6,14.2,22.0,71.5,5.6,45.9,78.4,43.1,79.6,6.0,1.0,6.1,9.5
EMP1308,INTJ,Introvert,Intuitive,Thinking,Judging,R&D,Data,Junior,0.9,5.2,Automation Script,78.0,6.8,23.8,53.0,2.4,83.0,74.9,72.7,75.9,0.5,3.5,10.3,8.2
EMP1309,ESTP,Extravert,Sensing,Thinking,Perceiving,Sales,AE,Mid,4.8,1.6,LLM Chatbot,39.8,18.5,21.5,78.9,9.2,68.9,47.0,62.3,73.4,-0.4,1.3,6.4,5.9
EMP1310,ENTJ,Extravert,Intuitive,Thinking,Judging,Operations,Ops,Mid,2.7,2.7,LLM Chatbot,48.3,11.0,16.3,65.0,0.9,66.6,87.7,72.0,75.2,5.9,2.0,9.6,6.4
EMP1311,ENFP,Extravert,Intuitive,Feeling,Perceiving,Marketing,Growth,Senior,5.8,2.4,Search/Research,48.4,20.1,11.0,77.5,8.6,56.0,51.0,90.9,76.7,-1.9,0.3,6.7,6.3
EMP1312,ISTJ,Introvert,Sensing,Thinking,Judging,R&D,Backend,Mid,2.7,4.7,Automation Script,83.8,9.6,28.1,54.9,2.8,60.0,87.4,52.6,66.3,4.4,3.8,5.8,4.2
EMP1313,ENFJ,Extravert,Intuitive,Feeling,Judging,R&D,QA,Lead,9.5,4.4,Automation Script,56.5,10.9,16.7,78.3,6.0,96.0,67.9,70.2,74.6,4.5,5.8,11.2,3.8
EMP1314,INFJ,Introvert,Intuitive,Feeling,Judging,Operations,Supply Ops,Senior,7.5,2.0,Visualization,48.7,6.7,28.9,62.1,1.1,92.9,84.1,63.8,72.2,6.1,5.5,7.2,9.0
EMP1315,ISFP,Introvert,Sensing,Feeling,Perceiving,Sales,AE,Junior,1.6,1.3,Automation Script,48.0,16.9,13.7,64.5,7.0,81.9,51.4,60.5,85.4,-1.0,0.2,6.8,16.5
EMP1316,ISTP,Introvert,Sensing,Thinking,Perceiving,Operations,Supply Ops,Lead,8.7,1.3,Automation Script,38.8,19.3,18.6,47.9,7.3,37.3,65.4,45.9,51.9,6.5,2.1,5.4,8.1
EMP1317,ENFP,Extravert,Intuitive,Feeling,Perceiving,Sales,Account Manager,Junior,1.7,2.4,Automation Script,55.0,17.8,10.1,95.0,10.0,55.7,49.1,73.6,82.1,3.7,2.9,9.7,11.0
EMP1318,ENFJ,Extravert,Intuitive,Feeling,Judging,Marketing,Growth,Mid,4.5,3.8,Search/Research,54.4,13.0,25.1,84.3,7.2,84.7,62.6,81.5,83.8,0.6,5.4,8.5,3.8
EMP1319,INTJ,Introvert,Intuitive,Thinking,Judging,Marketing,Brand,Junior,2.0,2.7,Code Assistant,75.0,13.7,20.6,57.2,3.4,87.0,52.8,87.5,68.8,4.8,1.9,13.4,5.1
EMP1320,ESTP,Extravert,Sensing,Thinking,Perceiving,Marketing,Growth,Lead,12.3,2.8,Search/Research,40.1,17.5,8.2,63.5,5.6,54.1,56.2,56.8,58.8,2.7,9.7,4.7,10.5
EMP1321,ENFJ,Extravert,Intuitive,Feeling,Judging,R&D,QA,Junior,1.9,3.5,Code Assistant,70.9,13.9,18.9,77.4,3.2,70.8,69.3,75.0,76.3,4.8,3.3,10.3,3.4
EMP1322,INTP,Introvert,Intuitive,Thinking,Perceiving,Product,PM,Senior,6.5,3.7,Search/Research,71.8,10.3,12.9,47.6,2.6,51.5,52.0,78.6,52.7,1.0,0.7,8.9,13.1
EMP1323,ENFP,Extravert,Intuitive,Feeling,Perceiving,R&D,Backend,Senior,7.7,4.3,Automation Script,58.8,17.5,8.2,73.9,7.9,37.8,39.5,70.0,65.6,4.3,9.3,11.3,8.6
EMP1324,ISTJ,Introvert,Sensing,Thinking,Judging,Marketing,Brand,Senior,5.2,2.6,Search/Research,34.9,9.9,16.5,55.5,3.1,100.0,95.0,62.6,68.3,3.6,2.1,7.2,5.4
EMP1325,ISFJ,Introvert,Sensing,Feeling,Judging,Operations,Finance Ops,Mid,3.9,2.3,Automation Script,40.2,9.4,23.2,65.7,1.5,97.5,95.0,37.9,75.4,7.8,1.4,6.6,1.0
EMP1326,INFP,Introvert,Intuitive,Feeling,Perceiving,Product,Design,Mid,3.6,4.8,Automation Script,77.1,7.0,16.1,57.2,6.7,50.3,44.2,79.4,54.1,-1.4,0.7,10.4,10.0
EMP1327,ENFJ,Extravert,Intuitive,Feeling,Judging,R&D,Data,Mid,3.8,4.6,Automation Script,68.8,11.2,17.2,68.9,6.4,91.1,62.6,61.8,73.1,4.3,3.1,9.5,10.9
EMP1328,ESTP,Extravert,Sensing,Thinking,Perceiving,HR,HRBP,Mid,3.0,2.6,LLM Chatbot,48.2,15.3,13.1,76.1,6.8,47.4,75.6,42.1,59.3,-2.8,0.9,8.0,10.5
EMP1329,ENFJ,Extravert,Intuitive,Feeling,Judging,Operations,Ops,Mid,3.8,3.1,Code Assistant,60.4,15.3,15.7,73.4,4.5,58.6,76.2,58.8,78.6,8.4,1.1,12.6,2.8
EMP1330,ENFP,Extravert,Intuitive,Feeling,Perceiving,R&D,Frontend,Lead,8.9,3.7,Search/Research,49.7,12.6,14.3,81.7,8.2,54.8,50.2,81.1,54.7,-3.1,5.6,8.9,9.5
EMP1331,ISTJ,Introvert,Sensing,Thinking,Judging,Operations,Finance Ops,Lead,8.6,1.9,Code Assistant,52.3,17.9,16.7,48.2,2.4,89.4,95.0,35.6,61.5,8.1,3.1,4.1,1.0
EMP1332,ESTP,Extravert,Sensing,Thinking,Perceiving,R&D,QA,Mid,2.5,3.3,Automation Script,61.7,13.3,18.6,68.9,9.6,78.1,48.5,65.7,66.0,-1.9,5.3,9.3,11.0
EMP1333,ISTJ,Introvert,Sensing,Thinking,Judging,Marketing,Growth,Junior,1.5,1.5,Visualization,52.0,13.5,25.3,70.0,3.5,73.1,68.1,50.0,62.3,7.0,0.5,4.5,3.8
EMP1334,INTJ,Introvert,Intuitive,Thinking,Judging,Product,Design,Mid,2.6,3.0,Code Assistant,76.9,9.0,19.0,36.1,0.0,91.3,64.4,67.5,79.4,4.2,5.3,9.9,4.4
EMP1335,ISTP,Introvert,Sensing,Thinking,Perceiving,Product,UX Research,Lead,11.5,2.5,Visualization,57.8,9.3,20.1,69.8,4.6,93.9,53.4,47.5,60.7,2.5,7.2,3.8,8.1
EMP1336,INFP,Introvert,Intuitive,Feeling,Perceiving,R&D,Data,Mid,3.8,3.7,Visualization,75.0,8.7,20.5,59.1,4.5,88.1,29.2,77.6,68.9,-1.3,3.8,10.5,10.7
EMP1337,ENTJ,Extravert,Intuitive,Thinking,Judging,Operations,Ops,Mid,2.5,2.3,Code Assistant,64.9,12.8,20.8,65.0,2.6,89.4,66.6,62.7,76.7,5.1,1.8,8.4,8.6
EMP1338,INFJ,Introvert,Intuitive,Feeling,Judging,Marketing,Growth,Mid,3.2,3.4,Automation Script,77.5,13.0,21.0,64.7,6.0,60.8,57.7,61.0,66.0,6.9,4.1,4.3,11.0
EMP1339,INFJ,Introvert,Intuitive,Feeling,Judging,Marketing,Brand,Senior,7.8,4.0,Automation Script,57.0,14.1,24.3,63.8,2.9,75.5,67.8,58.5,77.4,3.9,3.2,10.0,5.8
EMP1340,ESTP,Extravert,Sensing,Thinking,Perceiving,Sales,AE,Senior,7.6,1.8,Search/Research,44.6,23.2,6.0,59.3,9.2,61.5,61.5,43.8,60.6,-1.5,0.4,4.7,7.7
EMP1341,ENFP,Extravert,Intuitive,Feeling,Perceiving,Marketing,Brand,Senior,7.1,3.1,Visualization,54.1,18.5,13.3,84.1,9.6,44.5,44.4,66.3,63.2,-1.5,0.4,7.5,16.2
EMP1342,ESFJ,Extravert,Sensing,Feeling,Judging,R&D,Backend,Junior,1.1,4.1,Visualization,65.5,8.0,18.1,69.3,6.9,73.2,79.3,56.8,68.3,2.6,4.7,10.4,3.3
EMP1343,ISFP,Introvert,Sensing,Feeling,Perceiving,Marketing,Brand,Junior,0.9,1.9,Visualization,52.9,12.1,26.7,67.3,5.7,72.3,55.4,50.6,74.2,4.4,1.4,6.3,6.1
EMP1344,ISTP,Introvert,Sensing,Thinking,Perceiving,Sales,SDR,Mid,3.6,1.7,Visualization,45.1,14.7,18.3,60.3,7.4,51.8,57.7,42.8,74.2,4.3,1.2,8.1,1.0
EMP1345,ESFP,Extravert,Sensing,Feeling,Perceiving,Marketing,Growth,Senior,6.7,2.3,LLM Chatbot,20.0,14.0,9.4,84.5,8.9,64.0,31.5,51.9,56.2,-1.8,4.1,4.4,9.3
EMP1346,ENTP,Extravert,Intuitive,Thinking,Perceiving,HR,HRBP,Mid,3.1,3.3,Search/Research,67.5,19.9,10.4,67.9,8.0,47.7,49.1,63.6,65.7,-3.7,0.5,5.3,9.4
EMP1347,ISTP,Introvert,Sensing,Thinking,Perceiving,Sales,SDR,Mid,3.3,2.5,LLM Chatbot,39.9,18.4,25.5,70.7,6.4,75.3,64.3,26.3,64.9,3.3,0.7,6.8,6.2
EMP1348,ISFP,Introvert,Sensing,Feeling,Perceiving,Marketing,Growth,Mid,2.3,2.8,Automation Script,50.5,6.6,27.8,68.1,3.2,48.9,50.0,64.5,62.2,7.5,1.2,6.9,6.2
EMP1349,ESTJ,Extravert,Sensing,Thinking,Judging,R&D,Data,Mid,2.1,4.6,Automation Script,62.8,7.7,26.2,72.0,4.1,87.9,71.3,58.1,65.7,8.3,3.2,5.0,1.0
EMP1350,ENTJ,Extravert,Intuitive,Thinking,Judging,R&D,QA,Lead,11.1,3.1,Automation Script,74.9,12.8,23.4,55.1,2.5,77.8,68.8,58.5,68.3,5.9,7.3,13.1,2.3
EMP1351,INTP,Introvert,Intuitive,Thinking,Perceiving,Operations,Ops,Lead,8.5,2.1,Visualization,49.1,10.3,25.5,40.5,4.9,49.2,45.7,70.5,54.0,-1.3,3.6,7.8,12.1
EMP1352,INFJ,Introvert,Intuitive,Feeling,Judging,HR,HRBP,Mid,2.9,3.0,LLM Chatbot,65.0,11.4,21.6,68.5,3.0,51.9,78.0,59.9,78.4,6.9,2.1,9.0,7.0
EMP1353,ISTP,Introvert,Sensing,Thinking,Perceiving,R&D,Backend,Lead,13.2,5.1,LLM Chatbot,44.5,7.4,26.5,48.5,5.5,97.8,51.1,48.0,72.8,6.5,13.3,8.1,12.0
EMP1354,ISFP,Introvert,Sensing,Feeling,Perceiving,HR,L&D,Senior,6.9,1.9,Search/Research,48.4,12.5,15.8,76.7,3.3,82.2,72.4,40.2,80.2,-3.6,2.5,6.0,8.8
EMP1355,ESTP,Extravert,Sensing,Thinking,Perceiving,Product,Design,Lead,13.6,3.5,LLM Chatbot,44.5,21.4,7.3,56.6,7.8,33.6,48.8,62.4,53.7,9.8,2.0,6.2,9.9
EMP1356,ISFJ,Introvert,Sensing,Feeling,Judging,Product,UX Research,Junior,1.1,4.1,LLM Chatbot,41.6,8.5,33.2,53.7,1.6,98.2,85.8,43.2,98.0,5.5,1.9,10.5,4.1
EMP1357,ISFP,Introvert,Sensing,Feeling,Perceiving,HR,HRBP,Mid,2.1,3.0,Automation Script,53.7,15.8,16.1,64.6,6.5,63.1,68.0,38.0,77.5,-4.6,1.2,10.0,9.9
EMP1358,ENTJ,Extravert,Intuitive,Thinking,Judging,R&D,Data,Mid,4.2,4.1,Visualization,74.3,9.8,24.2,65.5,3.5,63.5,64.5,68.5,62.4,-0.2,3.1,12.0,9.2
EMP1359,ESTJ,Extravert,Sensing,Thinking,Judging,Marketing,Content,Mid,2.8,3.2,Code Assistant,53.1,12.8,18.3,70.9,4.3,74.8,70.2,45.0,63.4,7.7,0.4,7.5,5.9
EMP1360,INTP,Introvert,Intuitive,Thinking,Perceiving,Marketing,Content,Mid,3.4,3.2,Automation Script,75.5,13.6,12.4,56.2,4.3,83.1,37.4,88.5,66.7,-2.6,2.6,7.6,12.2
EMP1361,ISTP,Introvert,Sensing,Thinking,Perceiving,Product,Design,Junior,1.5,3.5,Visualization,72.0,13.2,19.7,44.9,3.8,92.9,49.6,58.8,63.2,-1.8,5.4,9.8,10.0
EMP1362,ISFJ,Introvert,Sensing,Feeling,Judging,Marketing,Brand,Senior,7.0,2.9,Search/Research,33.0,8.0,28.0,73.6,3.2,76.1,86.9,37.7,63.1,5.6,0.5,5.2,3.6
EMP1363,ESFP,Extravert,Sensing,Feeling,Perceiving,Sales,AE,Mid,2.6,2.1,Search/Research,56.0,19.0,10.2,83.6,8.0,73.4,61.8,53.6,67.4,1.0,4.6,6.3,11.3
EMP1364,ENTP,Extravert,Intuitive,Thinking,Perceiving,Marketing,Content,Junior,1.8,3.1,Search/Research,76.1,18.7,9.3,79.9,7.6,72.8,51.0,95.0,59.7,-5.2,1.4,9.3,9.6
EMP1365,ENFP,Extravert,Intuitive,Feeling,Perceiving,Sales,Account Manager,Mid,4.1,2.0,LLM Chatbot,71.0,16.2,11.3,92.2,9.3,25.7,25.7,63.3,59.7,4.7,0.5,7.7,12.1
EMP1366,ENTP,Extravert,Intuitive,Thinking,Perceiving,R&D,Frontend,Mid,3.0,4.1,Automation Script,66.9,10.3,16.2,60.6,8.7,57.2,50.3,86.7,53.5,4.6,4.8,11.3,7.1
EMP1367,ESTJ,Extravert,Sensing,Thinking,Judging,Product,PM,Mid,4.5,3.0,Visualization,65.0,19.3,12.9,52.0,3.3,88.5,56.1,54.7,63.9,5.0,1.3,7.5,2.5
