产品名称,年份,厂家,规格,终端类型,销售额
依那普利氢氯噻嗪片(Ⅰ),2016,北京红林制药,10mg/6.25mg,城市公立,939906
依那普利氢氯噻嗪片(Ⅰ),2017,北京红林制药,10mg/6.25mg,城市公立,1363183
依那普利氢氯噻嗪片(Ⅰ),2018,北京红林制药,10mg/6.25mg,城市公立,1540148
依那普利氢氯噻嗪片(Ⅰ),2019,北京红林制药,10mg/6.25mg,城市公立,1492931
依那普利氢氯噻嗪片(Ⅰ),2020,北京红林制药,10mg/6.25mg,城市公立,712633
依那普利氢氯噻嗪片(Ⅰ),2021,北京红林制药,10mg/6.25mg,城市公立,151545
依那普利氢氯噻嗪片(Ⅰ),2022,北京红林制药,10mg/6.25mg,城市公立,90000
依那普利氢氯噻嗪片(Ⅰ),2023,北京红林制药,10mg/6.25mg,城市公立,190000
依那普利氢氯噻嗪片(Ⅰ),2024,北京红林制药,10mg/6.25mg,城市公立,100000
依那普利氢氯噻嗪片(Ⅰ),2025,北京红林制药,10mg/6.25mg,城市公立,40000
依那普利氢氯噻嗪片(Ⅱ),2014,国药德众(佛山)药业,10mg/25mg,城市公立,5901
依那普利氢氯噻嗪片(Ⅱ),2018,国药德众(佛山)药业,10mg/25mg,城市公立,56853
依那普利氢氯噻嗪片(Ⅱ),2019,国药德众(佛山)药业,10mg/25mg,城市公立,369949
依那普利氢氯噻嗪片(Ⅱ),2020,国药德众(佛山)药业,10mg/25mg,城市公立,25382
氢氯噻嗪片,2013,万邦德制药集团,25mg,城市公立,8829
氢氯噻嗪片,2013,三才石岐制药,25mg,城市公立,236799
氢氯噻嗪片,2013,上药信谊药厂,25mg,城市公立,669668
氢氯噻嗪片,2013,世贸天阶制药(江苏),25mg,城市公立,523757
氢氯噻嗪片,2013,云鹏医药集团,25mg,城市公立,121055
氢氯噻嗪片,2013,仁和堂药业,25mg,城市公立,64906
氢氯噻嗪片,2013,北京太洋药业,25mg,城市公立,2027
氢氯噻嗪片,2013,北京海王中新药业,25mg,城市公立,494
氢氯噻嗪片,2013,华润双鹤药业,25mg,城市公立,4065
氢氯噻嗪片,2013,华润紫竹药业,25mg,城市公立,422
氢氯噻嗪片,2013,四川维奥制药,25mg,城市公立,2361
氢氯噻嗪片,2013,天津力生制药,25mg,城市公立,1478901
氢氯噻嗪片,2013,山西亨瑞达制药,25mg,城市公立,10201
氢氯噻嗪片,2013,山西天源制药,25mg,城市公立,581
氢氯噻嗪片,2013,常州制药,25mg,城市公立,620687
氢氯噻嗪片,2013,振东泰盛制药,25mg,城市公立,4970
氢氯噻嗪片,2013,杭州民生药业,25mg,城市公立,747
氢氯噻嗪片,2013,江苏云阳集团药业,25mg,城市公立,4067
氢氯噻嗪片,2013,江苏吉贝尔药业,25mg,城市公立,242
氢氯噻嗪片,2013,河北东风药业,25mg,城市公立,2567
氢氯噻嗪片,2013,河北长天药业,25mg,城市公立,1705
氢氯噻嗪片,2013,济南永宁制药,25mg,城市公立,24
氢氯噻嗪片,2013,精华制药集团,25mg,城市公立,363
氢氯噻嗪片,2013,西南药业,25mg,城市公立,56213
氢氯噻嗪片,2013,辰欣药业,25mg,城市公立,209
氢氯噻嗪片,2013,邯郸滏荣制药,25mg,城市公立,1037
氢氯噻嗪片,2014,万邦德制药集团,25mg,城市公立,15934
氢氯噻嗪片,2014,三才石岐制药,25mg,城市公立,549270
氢氯噻嗪片,2014,上药信谊药厂,25mg,城市公立,639842
氢氯噻嗪片,2014,世贸天阶制药(江苏),25mg,城市公立,602164
氢氯噻嗪片,2014,云鹏医药集团,25mg,城市公立,137148
氢氯噻嗪片,2014,仁和堂药业,25mg,城市公立,49092
氢氯噻嗪片,2014,北京太洋药业,25mg,城市公立,551
氢氯噻嗪片,2014,北京海王中新药业,25mg,城市公立,969
氢氯噻嗪片,2014,华润紫竹药业,25mg,城市公立,276
氢氯噻嗪片,2014,四川维奥制药,25mg,城市公立,528
氢氯噻嗪片,2014,天津力生制药,25mg,城市公立,1378301
氢氯噻嗪片,2014,山西亨瑞达制药,25mg,城市公立,12664
氢氯噻嗪片,2014,山西天源制药,25mg,城市公立,3007
氢氯噻嗪片,2014,常州制药,25mg,城市公立,690776
氢氯噻嗪片,2014,振东泰盛制药,25mg,城市公立,5966
氢氯噻嗪片,2014,江苏云阳集团药业,25mg,城市公立,11373
氢氯噻嗪片,2014,江苏吉贝尔药业,25mg,城市公立,161
氢氯噻嗪片,2014,河北东风药业,25mg,城市公立,4179
氢氯噻嗪片,2014,河北金砖药业,25mg,城市公立,208
氢氯噻嗪片,2014,河北长天药业,25mg,城市公立,1025
氢氯噻嗪片,2014,济南永宁制药,25mg,城市公立,48
氢氯噻嗪片,2014,西南药业,25mg,城市公立,90554
氢氯噻嗪片,2014,辰欣药业,25mg,城市公立,100074
氢氯噻嗪片,2014,邯郸滏荣制药,25mg,城市公立,775
氢氯噻嗪片,2015,万邦德制药集团,25mg,城市公立,4515
氢氯噻嗪片,2015,三才石岐制药,25mg,城市公立,795603
氢氯噻嗪片,2015,上药信谊药厂,25mg,城市公立,894005
氢氯噻嗪片,2015,世贸天阶制药(江苏),25mg,城市公立,639817
氢氯噻嗪片,2015,云鹏医药集团,25mg,城市公立,259195
氢氯噻嗪片,2015,仁和堂药业,25mg,城市公立,50913
氢氯噻嗪片,2015,北京海王中新药业,25mg,城市公立,585
氢氯噻嗪片,2015,天津力生制药,25mg,城市公立,725531
氢氯噻嗪片,2015,山西亨瑞达制药,25mg,城市公立,2515
氢氯噻嗪片,2015,山西天源制药,25mg,城市公立,20558
氢氯噻嗪片,2015,山西天致药业,25mg,城市公立,2671
氢氯噻嗪片,2015,常州制药,25mg,城市公立,266545
氢氯噻嗪片,2015,振东泰盛制药,25mg,城市公立,3767
氢氯噻嗪片,2015,江苏云阳集团药业,25mg,城市公立,497
氢氯噻嗪片,2015,河北东风药业,25mg,城市公立,585
氢氯噻嗪片,2015,河北金砖药业,25mg,城市公立,531
氢氯噻嗪片,2015,河北长天药业,25mg,城市公立,397
氢氯噻嗪片,2015,西南药业,25mg,城市公立,945174
氢氯噻嗪片,2015,辰欣药业,25mg,城市公立,236364
氢氯噻嗪片,2015,远大医药(中国),25mg,城市公立,4832
氢氯噻嗪片,2015,邯郸滏荣制药,25mg,城市公立,282
氢氯噻嗪片,2016,万邦德制药集团,25mg,城市公立,3208
氢氯噻嗪片,2016,三才石岐制药,25mg,城市公立,718815
氢氯噻嗪片,2016,上药信谊药厂,25mg,城市公立,2074751
氢氯噻嗪片,2016,世贸天阶制药(江苏),25mg,城市公立,569306
氢氯噻嗪片,2016,云鹏医药集团,25mg,城市公立,511865
氢氯噻嗪片,2016,仁和堂药业,25mg,城市公立,259148
氢氯噻嗪片,2016,吉林银河制药,25mg,城市公立,134
氢氯噻嗪片,2016,天津力生制药,25mg,城市公立,1397578
氢氯噻嗪片,2016,山西亨瑞达制药,25mg,城市公立,338
氢氯噻嗪片,2016,山西天源制药,25mg,城市公立,8925
氢氯噻嗪片,2016,山西天致药业,25mg,城市公立,46
氢氯噻嗪片,2016,常州制药,25mg,城市公立,432978
氢氯噻嗪片,2016,振东泰盛制药,25mg,城市公立,1243
氢氯噻嗪片,2016,河北东风药业,25mg,城市公立,12182
氢氯噻嗪片,2016,西南药业,25mg,城市公立,49799
氢氯噻嗪片,2016,辰欣药业,25mg,城市公立,167211
氢氯噻嗪片,2016,远大医药(中国),25mg,城市公立,2589
氢氯噻嗪片,2017,万邦德制药集团,25mg,城市公立,2613
氢氯噻嗪片,2017,三才石岐制药,25mg,城市公立,687551
氢氯噻嗪片,2017,上药信谊药厂,25mg,城市公立,1971240
氢氯噻嗪片,2017,世贸天阶制药(江苏),25mg,城市公立,534492
氢氯噻嗪片,2017,云鹏医药集团,25mg,城市公立,722537
氢氯噻嗪片,2017,仁和堂药业,25mg,城市公立,245899
氢氯噻嗪片,2017,北京太洋药业,25mg,城市公立,4293
氢氯噻嗪片,2017,吉林银河制药,25mg,城市公立,1618
氢氯噻嗪片,2017,天津力生制药,25mg,城市公立,1146574
氢氯噻嗪片,2017,山西亨瑞达制药,25mg,城市公立,32972
氢氯噻嗪片,2017,山西天源制药,25mg,城市公立,17125
氢氯噻嗪片,2017,山西天致药业,25mg,城市公立,146239
氢氯噻嗪片,2017,常州制药,25mg,城市公立,999527
氢氯噻嗪片,2017,振东泰盛制药,25mg,城市公立,1013
氢氯噻嗪片,2017,河北东风药业,25mg,城市公立,8963
氢氯噻嗪片,2017,西南药业,25mg,城市公立,45130
氢氯噻嗪片,2017,辰欣药业,25mg,城市公立,674291
氢氯噻嗪片,2017,远大医药(中国),25mg,城市公立,2115
氢氯噻嗪片,2018,三才石岐制药,25mg,城市公立,517041
氢氯噻嗪片,2018,上药信谊药厂,25mg,城市公立,1070095
氢氯噻嗪片,2018,世贸天阶制药(江苏),25mg,城市公立,420088
氢氯噻嗪片,2018,云鹏医药集团,25mg,城市公立,705696
氢氯噻嗪片,2018,仁和堂药业,25mg,城市公立,233952
氢氯噻嗪片,2018,天津力生制药,25mg,城市公立,1257212
氢氯噻嗪片,2018,山西亨瑞达制药,25mg,城市公立,12724
氢氯噻嗪片,2018,山西天源制药,25mg,城市公立,2241
氢氯噻嗪片,2018,山西天致药业,25mg,城市公立,2493
氢氯噻嗪片,2018,常州制药,25mg,城市公立,1255658
氢氯噻嗪片,2018,河北东风药业,25mg,城市公立,9771
氢氯噻嗪片,2018,西南药业,25mg,城市公立,95458
氢氯噻嗪片,2018,辰欣药业,25mg,城市公立,785906
氢氯噻嗪片,2018,邯郸滏荣制药,25mg,城市公立,90
氢氯噻嗪片,2019,三才石岐制药,25mg,城市公立,355011
氢氯噻嗪片,2019,上药信谊药厂,25mg,城市公立,1116055
氢氯噻嗪片,2019,世贸天阶制药(江苏),25mg,城市公立,573018
氢氯噻嗪片,2019,云鹏医药集团,25mg,城市公立,1642953
氢氯噻嗪片,2019,仁和堂药业,25mg,城市公立,197409
氢氯噻嗪片,2019,北京太洋药业,25mg,城市公立,1021
氢氯噻嗪片,2019,吉林银河制药,25mg,城市公立,823
氢氯噻嗪片,2019,天津力生制药,25mg,城市公立,2096482
氢氯噻嗪片,2019,山西亨瑞达制药,25mg,城市公立,6214
氢氯噻嗪片,2019,山西天源制药,25mg,城市公立,1049
氢氯噻嗪片,2019,常州制药,25mg,城市公立,2090473
氢氯噻嗪片,2019,河北东风药业,25mg,城市公立,2071
氢氯噻嗪片,2019,西南药业,25mg,城市公立,341379
氢氯噻嗪片,2019,辰欣药业,25mg,城市公立,1073076
氢氯噻嗪片,2019,邯郸滏荣制药,25mg,城市公立,4655
氢氯噻嗪片,2020,三才石岐制药,25mg,城市公立,547253
氢氯噻嗪片,2020,上药信谊药厂,25mg,城市公立,845772
氢氯噻嗪片,2020,世贸天阶制药(江苏),25mg,城市公立,507105
氢氯噻嗪片,2020,云鹏医药集团,25mg,城市公立,1823242
氢氯噻嗪片,2020,仁和堂药业,25mg,城市公立,156199
氢氯噻嗪片,2020,北京太洋药业,25mg,城市公立,1815
氢氯噻嗪片,2020,华中药业,25mg,城市公立,3893
氢氯噻嗪片,2020,天津力生制药,25mg,城市公立,2190772
氢氯噻嗪片,2020,山西亨瑞达制药,25mg,城市公立,55455
氢氯噻嗪片,2020,常州制药,25mg,城市公立,2844249
氢氯噻嗪片,2020,河北东风药业,25mg,城市公立,4930
氢氯噻嗪片,2020,西南药业,25mg,城市公立,92973
氢氯噻嗪片,2020,辰欣药业,25mg,城市公立,703344
氢氯噻嗪片,2020,邯郸滏荣制药,25mg,城市公立,18558
氢氯噻嗪片,2021,三才石岐制药,25mg,城市公立,554900
氢氯噻嗪片,2021,上药信谊药厂,25mg,城市公立,664429
氢氯噻嗪片,2021,世贸天阶制药(江苏),25mg,城市公立,387990
氢氯噻嗪片,2021,云鹏医药集团,25mg,城市公立,2079741
氢氯噻嗪片,2021,仁和堂药业,25mg,城市公立,265802
氢氯噻嗪片,2021,北京太洋药业,25mg,城市公立,1980
氢氯噻嗪片,2021,天津力生制药,25mg,城市公立,2135888
氢氯噻嗪片,2021,山西亨瑞达制药,25mg,城市公立,14681
氢氯噻嗪片,2021,山西天致药业,25mg,城市公立,2135
氢氯噻嗪片,2021,常州制药,25mg,城市公立,2702950
氢氯噻嗪片,2021,河北东风药业,25mg,城市公立,6944
氢氯噻嗪片,2021,西南药业,25mg,城市公立,202430
氢氯噻嗪片,2021,辰欣药业,25mg,城市公立,797082
氢氯噻嗪片,2021,邯郸滏荣制药,25mg,城市公立,16685
氢氯噻嗪片,2022,三才石岐制药,25mg,城市公立,680000
氢氯噻嗪片,2022,上药信谊药厂,25mg,城市公立,430000
氢氯噻嗪片,2022,世贸天阶制药(江苏),25mg,城市公立,340000
氢氯噻嗪片,2022,云鹏医药集团,25mg,城市公立,1860000
氢氯噻嗪片,2022,仁和堂药业,25mg,城市公立,320000
氢氯噻嗪片,2022,天津力生制药,25mg,城市公立,1690000
氢氯噻嗪片,2022,山西亨瑞达制药,25mg,城市公立,40000
氢氯噻嗪片,2022,常州制药,25mg,城市公立,2170000
氢氯噻嗪片,2022,西南药业,25mg,城市公立,300000
氢氯噻嗪片,2022,辰欣药业,25mg,城市公立,830000
氢氯噻嗪片,2022,邯郸滏荣制药,25mg,城市公立,10000
氢氯噻嗪片,2023,上药信谊药厂,25mg,城市公立,420000
氢氯噻嗪片,2023,世贸天阶制药(江苏),25mg,城市公立,250000
氢氯噻嗪片,2023,云鹏医药集团,25mg,城市公立,1730000
氢氯噻嗪片,2023,仁和堂药业,25mg,城市公立,280000
氢氯噻嗪片,2023,天津力生制药,25mg,城市公立,1740000
氢氯噻嗪片,2023,山西亨瑞达制药,25mg,城市公立,220000
氢氯噻嗪片,2023,常州制药,25mg,城市公立,3990000
氢氯噻嗪片,2023,石岐制药(广东),25mg,城市公立,600000
氢氯噻嗪片,2023,西南药业,25mg,城市公立,360000
氢氯噻嗪片,2023,辰欣药业,25mg,城市公立,1240000
氢氯噻嗪片,2024,上药信谊药厂,25mg,城市公立,390000
氢氯噻嗪片,2024,世贸天阶制药(江苏),25mg,城市公立,90000
氢氯噻嗪片,2024,云鹏医药集团,25mg,城市公立,760000
氢氯噻嗪片,2024,仁和堂药业,25mg,城市公立,170000
氢氯噻嗪片,2024,天津力生制药,25mg,城市公立,1730000
氢氯噻嗪片,2024,山西亨瑞达制药,25mg,城市公立,300000
氢氯噻嗪片,2024,常州制药,25mg,城市公立,4620000
氢氯噻嗪片,2024,石岐制药(广东),25mg,城市公立,420000
氢氯噻嗪片,2024,西南药业,25mg,城市公立,150000
氢氯噻嗪片,2024,辰欣药业,25mg,城市公立,1150000
氢氯噻嗪片,2025,上药信谊药厂,25mg,城市公立,170000
氢氯噻嗪片,2025,世贸天阶制药(江苏),25mg,城市公立,40000
氢氯噻嗪片,2025,云鹏医药集团,25mg,城市公立,410000
氢氯噻嗪片,2025,仁和堂药业,25mg,城市公立,100000
氢氯噻嗪片,2025,天津力生制药,25mg,城市公立,1140000
氢氯噻嗪片,2025,山西亨瑞达制药,25mg,城市公立,110000
氢氯噻嗪片,2025,常州制药,25mg,城市公立,1690000
氢氯噻嗪片,2025,石岐制药(广东),25mg,城市公立,130000
氢氯噻嗪片,2025,西南药业,25mg,城市公立,60000
氢氯噻嗪片,2025,辰欣药业,25mg,城市公立,670000
替米沙坦氢氯噻嗪片,2013,湖北舒邦药业,40mg/12.5mg,城市公立,90759
替米沙坦氢氯噻嗪片,2013,苏州中化药品,40mg/12.5mg,城市公立,24207
替米沙坦氢氯噻嗪片,2014,常州制药,40mg/12.5mg,城市公立,567568
替米沙坦氢氯噻嗪片,2014,湖北舒邦药业,40mg/12.5mg,城市公立,60984
替米沙坦氢氯噻嗪片,2014,苏州中化药品,40mg/12.5mg,城市公立,340635
替米沙坦氢氯噻嗪片,2015,常州制药,40mg/12.5mg,城市公立,1119697
替米沙坦氢氯噻嗪片,2015,湖北舒邦药业,40mg/12.5mg,城市公立,106030
替米沙坦氢氯噻嗪片,2015,苏州中化药品,40mg/12.5mg,城市公立,694051
替米沙坦氢氯噻嗪片,2016,常州制药,40mg/12.5mg,城市公立,6170513
替米沙坦氢氯噻嗪片,2016,湖北舒邦药业,40mg/12.5mg,城市公立,110858
替米沙坦氢氯噻嗪片,2016,苏州中化药品,40mg/12.5mg,城市公立,996343
替米沙坦氢氯噻嗪片,2017,常州制药,40mg/12.5mg,城市公立,5294376
替米沙坦氢氯噻嗪片,2017,湖北舒邦药业,40mg/12.5mg,城市公立,461421
替米沙坦氢氯噻嗪片,2017,苏州中化药品,40mg/12.5mg,城市公立,2802627
替米沙坦氢氯噻嗪片,2018,常州制药,40mg/12.5mg,城市公立,2462822
替米沙坦氢氯噻嗪片,2018,湖北舒邦药业,40mg/12.5mg,城市公立,468854
替米沙坦氢氯噻嗪片,2018,苏州中化药品,40mg/12.5mg,城市公立,2013094
替米沙坦氢氯噻嗪片,2019,常州制药,40mg/12.5mg,城市公立,2732405
替米沙坦氢氯噻嗪片,2019,湖北舒邦药业,40mg/12.5mg,城市公立,76996
替米沙坦氢氯噻嗪片,2019,苏州中化药品,40mg/12.5mg,城市公立,2358007
替米沙坦氢氯噻嗪片,2020,常州制药,40mg/12.5mg,城市公立,5479022
替米沙坦氢氯噻嗪片,2020,湖北舒邦药业,40mg/12.5mg,城市公立,387941
替米沙坦氢氯噻嗪片,2020,苏州中化药品,40mg/12.5mg,城市公立,4644566
替米沙坦氢氯噻嗪片,2021,常州制药,40mg/12.5mg,城市公立,23147043
替米沙坦氢氯噻嗪片,2021,湖北舒邦药业,40mg/12.5mg,城市公立,4941677
替米沙坦氢氯噻嗪片,2021,苏州中化药品,40mg/12.5mg,城市公立,19023269
替米沙坦氢氯噻嗪片,2022,常州制药,40mg/12.5mg,城市公立,40140000
替米沙坦氢氯噻嗪片,2022,苏州中化药品,40mg/12.5mg,城市公立,25810000
替米沙坦氢氯噻嗪片,2022,远大医药(中国),40mg/12.5mg,城市公立,8030000
替米沙坦氢氯噻嗪片,2023,常州制药,40mg/12.5mg,城市公立,39390000
替米沙坦氢氯噻嗪片,2023,苏州中化药品,40mg/12.5mg,城市公立,26860000
替米沙坦氢氯噻嗪片,2023,远大医药(中国),40mg/12.5mg,城市公立,10370000
替米沙坦氢氯噻嗪片,2024,常州制药,40mg/12.5mg,城市公立,48100000
替米沙坦氢氯噻嗪片,2024,苏州中化药品,40mg/12.5mg,城市公立,29310000
替米沙坦氢氯噻嗪片,2024,远大医药(中国),40mg/12.5mg,城市公立,2640000
替米沙坦氢氯噻嗪片,2025,常州制药,40mg/12.5mg,城市公立,35600000
替米沙坦氢氯噻嗪片,2025,苏州中化药品,40mg/12.5mg,城市公立,17500000
替米沙坦氢氯噻嗪片,2025,远大医药(中国),40mg/12.5mg,城市公立,810000
氨苯蝶啶氢氯噻嗪片,2013,天津力生制药,50mg/25mg,城市公立,507
氨苯蝶啶氢氯噻嗪片,2014,天津力生制药,50mg/25mg,城市公立,59
替米沙坦氢氯噻嗪片,2013,勃林格殷格翰,80mg/12.5mg,城市公立,28174432
替米沙坦氢氯噻嗪片,2014,勃林格殷格翰,80mg/12.5mg,城市公立,33127340
替米沙坦氢氯噻嗪片,2015,勃林格殷格翰,80mg/12.5mg,城市公立,36460823
替米沙坦氢氯噻嗪片,2016,勃林格殷格翰,80mg/12.5mg,城市公立,27830624
替米沙坦氢氯噻嗪片,2017,勃林格殷格翰,80mg/12.5mg,城市公立,19549904
替米沙坦氢氯噻嗪片,2018,勃林格殷格翰,80mg/12.5mg,城市公立,20283476
替米沙坦氢氯噻嗪片,2019,勃林格殷格翰,80mg/12.5mg,城市公立,20864343
替米沙坦氢氯噻嗪片,2020,勃林格殷格翰,80mg/12.5mg,城市公立,22216985
替米沙坦氢氯噻嗪片,2021,勃林格殷格翰,80mg/12.5mg,城市公立,22222849
替米沙坦氢氯噻嗪片,2022,勃林格殷格翰,80mg/12.5mg,城市公立,20070000
替米沙坦氢氯噻嗪片,2023,勃林格殷格翰,80mg/12.5mg,城市公立,18510000
替米沙坦氢氯噻嗪片,2024,勃林格殷格翰,80mg/12.5mg,城市公立,24050000
替米沙坦氢氯噻嗪片,2025,勃林格殷格翰,80mg/12.5mg,城市公立,13390000
依那普利氢氯噻嗪片(Ⅱ),2015,国药德众(佛山)药业,5mg/12.5mg,城市社区,3731
依那普利氢氯噻嗪片(Ⅱ),2016,国药德众(佛山)药业,5mg/12.5mg,城市社区,31
依那普利氢氯噻嗪片(Ⅱ),2017,国药德众(佛山)药业,5mg/12.5mg,城市社区,1329
依那普利氢氯噻嗪片(Ⅱ),2018,国药德众(佛山)药业,5mg/12.5mg,城市社区,2892
依那普利氢氯噻嗪片(Ⅱ),2019,国药德众(佛山)药业,5mg/12.5mg,城市社区,7274
依那普利氢氯噻嗪片(Ⅱ),2020,国药德众(佛山)药业,5mg/12.5mg,城市社区,5043
依那普利氢氯噻嗪片(Ⅱ),2021,国药德众(佛山)药业,5mg/12.5mg,城市社区,4176
氢氯噻嗪片,2013,云鹏医药集团,10mg,城市社区,20522
氢氯噻嗪片,2013,陕西西岳制药,10mg,城市社区,9458
氢氯噻嗪片,2014,云鹏医药集团,10mg,城市社区,11579
氢氯噻嗪片,2014,陕西西岳制药,10mg,城市社区,5903
氢氯噻嗪片,2015,云鹏医药集团,10mg,城市社区,9457
氢氯噻嗪片,2015,陕西西岳制药,10mg,城市社区,4857
氢氯噻嗪片,2016,云鹏医药集团,10mg,城市社区,24118
氢氯噻嗪片,2016,陕西西岳制药,10mg,城市社区,3528
氢氯噻嗪片,2017,云鹏医药集团,10mg,城市社区,23128
氢氯噻嗪片,2017,陕西西岳制药,10mg,城市社区,1372
氢氯噻嗪片,2018,云鹏医药集团,10mg,城市社区,65856
氢氯噻嗪片,2018,山西利丰华瑞制药,10mg,城市社区,9
氢氯噻嗪片,2018,陕西西岳制药,10mg,城市社区,1039
氢氯噻嗪片,2019,云鹏医药集团,10mg,城市社区,384835
氢氯噻嗪片,2019,陕西西岳制药,10mg,城市社区,1057
氢氯噻嗪片,2020,云鹏医药集团,10mg,城市社区,245204
氢氯噻嗪片,2021,云鹏医药集团,10mg,城市社区,490912
氢氯噻嗪片,2022,云鹏医药集团,10mg,城市社区,80000
氢氯噻嗪片,2022,陕西西岳制药,10mg,城市社区,150000
氢氯噻嗪片,2023,陕西西岳制药,10mg,城市社区,570000
氢氯噻嗪片,2024,陕西西岳制药,10mg,城市社区,800000
氢氯噻嗪片,2025,陕西西岳制药,10mg,城市社区,310000
依那普利氢氯噻嗪片(Ⅰ),2013,北京红林制药,10mg/6.25mg,城市社区,151531
依那普利氢氯噻嗪片(Ⅰ),2014,北京红林制药,10mg/6.25mg,城市社区,190607
依那普利氢氯噻嗪片(Ⅰ),2015,北京红林制药,10mg/6.25mg,城市社区,72239
依那普利氢氯噻嗪片(Ⅰ),2016,北京红林制药,10mg/6.25mg,城市社区,130298
依那普利氢氯噻嗪片(Ⅰ),2017,北京红林制药,10mg/6.25mg,城市社区,433941
依那普利氢氯噻嗪片(Ⅰ),2018,北京红林制药,10mg/6.25mg,城市社区,351168
依那普利氢氯噻嗪片(Ⅰ),2019,北京红林制药,10mg/6.25mg,城市社区,317621
依那普利氢氯噻嗪片(Ⅰ),2020,北京红林制药,10mg/6.25mg,城市社区,26434
依那普利氢氯噻嗪片(Ⅱ),2019,国药德众(佛山)药业,10mg/25mg,城市社区,394781
依那普利氢氯噻嗪片(Ⅱ),2020,国药德众(佛山)药业,10mg/25mg,城市社区,17359
氢氯噻嗪片,2013,万邦德制药集团,25mg,城市社区,135
氢氯噻嗪片,2013,三才石岐制药,25mg,城市社区,91568
氢氯噻嗪片,2013,上药信谊药厂,25mg,城市社区,14159
氢氯噻嗪片,2013,世贸天阶制药(江苏),25mg,城市社区,186791
氢氯噻嗪片,2013,云鹏医药集团,25mg,城市社区,44199
氢氯噻嗪片,2013,仁和堂药业,25mg,城市社区,72348
氢氯噻嗪片,2013,四川维奥制药,25mg,城市社区,283
氢氯噻嗪片,2013,天津力生制药,25mg,城市社区,63889
氢氯噻嗪片,2013,山西亨瑞达制药,25mg,城市社区,401
氢氯噻嗪片,2013,山西天源制药,25mg,城市社区,624
氢氯噻嗪片,2013,常州制药,25mg,城市社区,13980
氢氯噻嗪片,2013,振东泰盛制药,25mg,城市社区,208
氢氯噻嗪片,2013,西南药业,25mg,城市社区,38001
氢氯噻嗪片,2014,万邦德制药集团,25mg,城市社区,76
氢氯噻嗪片,2014,三才石岐制药,25mg,城市社区,320059
氢氯噻嗪片,2014,上药信谊药厂,25mg,城市社区,7900
氢氯噻嗪片,2014,世贸天阶制药(江苏),25mg,城市社区,207181
氢氯噻嗪片,2014,云鹏医药集团,25mg,城市社区,54771
氢氯噻嗪片,2014,仁和堂药业,25mg,城市社区,24157
氢氯噻嗪片,2014,天津力生制药,25mg,城市社区,17023
氢氯噻嗪片,2014,山西亨瑞达制药,25mg,城市社区,139
氢氯噻嗪片,2014,山西天源制药,25mg,城市社区,3316
氢氯噻嗪片,2014,常州制药,25mg,城市社区,44410
氢氯噻嗪片,2014,西南药业,25mg,城市社区,156981
氢氯噻嗪片,2014,辰欣药业,25mg,城市社区,68274
氢氯噻嗪片,2015,三才石岐制药,25mg,城市社区,375046
氢氯噻嗪片,2015,上药信谊药厂,25mg,城市社区,141318
氢氯噻嗪片,2015,世贸天阶制药(江苏),25mg,城市社区,160327
氢氯噻嗪片,2015,云鹏医药集团,25mg,城市社区,56042
氢氯噻嗪片,2015,仁和堂药业,25mg,城市社区,60478
氢氯噻嗪片,2015,天津力生制药,25mg,城市社区,40864
氢氯噻嗪片,2015,山西亨瑞达制药,25mg,城市社区,39056
氢氯噻嗪片,2015,常州制药,25mg,城市社区,69587
氢氯噻嗪片,2015,西南药业,25mg,城市社区,221699
氢氯噻嗪片,2015,辰欣药业,25mg,城市社区,76912
氢氯噻嗪片,2016,三才石岐制药,25mg,城市社区,400445
氢氯噻嗪片,2016,上药信谊药厂,25mg,城市社区,53510
氢氯噻嗪片,2016,世贸天阶制药(江苏),25mg,城市社区,108514
氢氯噻嗪片,2016,云鹏医药集团,25mg,城市社区,156893
氢氯噻嗪片,2016,仁和堂药业,25mg,城市社区,90284
氢氯噻嗪片,2016,天津力生制药,25mg,城市社区,94918
氢氯噻嗪片,2016,山西亨瑞达制药,25mg,城市社区,67161
氢氯噻嗪片,2016,山西天源制药,25mg,城市社区,800
氢氯噻嗪片,2016,山西天致药业,25mg,城市社区,8
氢氯噻嗪片,2016,常州制药,25mg,城市社区,119679
氢氯噻嗪片,2016,河北东风药业,25mg,城市社区,91
氢氯噻嗪片,2016,西南药业,25mg,城市社区,77157
氢氯噻嗪片,2016,辰欣药业,25mg,城市社区,92451
氢氯噻嗪片,2017,三才石岐制药,25mg,城市社区,362143
氢氯噻嗪片,2017,上药信谊药厂,25mg,城市社区,110016
氢氯噻嗪片,2017,世贸天阶制药(江苏),25mg,城市社区,129575
氢氯噻嗪片,2017,云鹏医药集团,25mg,城市社区,166072
氢氯噻嗪片,2017,仁和堂药业,25mg,城市社区,75391
氢氯噻嗪片,2017,天津力生制药,25mg,城市社区,253709
氢氯噻嗪片,2017,山西亨瑞达制药,25mg,城市社区,60329
氢氯噻嗪片,2017,山西天源制药,25mg,城市社区,598
氢氯噻嗪片,2017,山西天致药业,25mg,城市社区,553
氢氯噻嗪片,2017,常州制药,25mg,城市社区,96434
氢氯噻嗪片,2017,河北东风药业,25mg,城市社区,73
氢氯噻嗪片,2017,西南药业,25mg,城市社区,57713
氢氯噻嗪片,2017,辰欣药业,25mg,城市社区,98134
氢氯噻嗪片,2018,三才石岐制药,25mg,城市社区,342853
