season,celebrity_name,avg_judge_score,avg_judge_percent,avg_fan_percent,avg_fan_rank,avg_judge_rank,weeks_survived,ballroom_partner,celebrity_industry,celebrity_age,age_group,industry_group,placement,celebrity_homecountry,is_us
29,Anne Heche,18.0,0.0645782649858624,0.06913535210334978,9.5,9.0,4,Keo Motsepe,Actor/Actress,51,45-55,Actor/Actress,13,United States,US
29,Carole Baskin,13.0,0.04787345908342347,0.06416001633477914,13.666666666666666,13.666666666666666,3,Pasha Pashkov,TV Personality,59,55+,TV Personality,14,United States,US
29,Charles Oakley,13.5,0.0505494505494505,0.06349845170314265,14.0,14.0,2,Emma Slater,Athlete,56,55+,Athlete,15,United States,US
29,Chrishell Stause,21.375,0.08058646900446759,0.0853791606673448,7.875,7.75,8,Gleb Savchenko,Actor/Actress,39,35-45,Actor/Actress,8,United States,US
29,Jeannie Mai,21.333333333333332,0.07668856124021041,0.07611161728732088,7.333333333333333,7.333333333333333,6,Brandon Armstrong,TV Personality,41,35-45,TV Personality,9,United States,US
29,Jesse Metcalfe,19.6,0.06992695043356824,0.07216989535275804,8.8,9.2,5,Sharna Burgess,Actor/Actress,41,35-45,Actor/Actress,12,United States,US
29,Johnny Weir,25.05,0.10416588502488053,0.10150819922950842,4.4,4.2,10,Britt Stewart,Athlete,36,35-45,Athlete,6,United States,US
29,Justina Machado,25.090872727272725,0.11587162582983751,0.11451563553935844,4.181818181818182,4.181818181818182,11,Sasha Farber,Actor/Actress,48,45-55,Actor/Actress,4,United States,US
29,Kaitlyn Bristowe,26.0,0.1196993225462098,0.11579504386584456,2.8181818181818183,2.909090909090909,11,Artem Chigvintsev,TV Personality,35,25-35,TV Personality,1,Canada,International
29,Monica Aldama,22.142857142857142,0.08030089782948117,0.08104005094124656,6.857142857142857,7.0,7,Valentin Chmerkovskiy,TV Personality,48,45-55,TV Personality,10,United States,US
29,Nelly,22.954545454545453,0.10656418310607019,0.11139165568095476,8.0,8.181818181818182,11,Daniella Karagach,Singer/Rapper,45,35-45,Musician,3,United States,US
29,Nev Schulman,26.363618181818183,0.12117762578604344,0.11636201291093151,3.272727272727273,3.272727272727273,11,Jenna Johnson,Producer,35,25-35,Other,2,United States,US
29,Skai Jackson,23.54996,0.09831012045881472,0.09994907762999453,6.9,7.0,10,Alan Bersten,Actor/Actress,18,Under 25,Actor/Actress,5,United States,US
29,Veron Davis,20.166666666666668,0.07237152298741982,0.0750120774918077,9.5,9.5,6,Peta Murgatroyd,Athlete,36,35-45,Athlete,11,United States,US
30,Amanda Kloots,34.95,0.11909111818914386,0.11425537476256298,2.5,2.5,10,Alan Bersten,TV Personality,39,35-45,TV Personality,4,United States,US
30,Brian Austin Green,23.0,0.06285563484947113,0.0691271796747087,11.0,11.75,4,Sharna Burgess,Actor/Actress,48,45-55,Actor/Actress,13,United States,US
30,Christine Chiu,23.333333333333332,0.0670378239747807,0.06727704713763173,10.333333333333334,8.0,3,Pasha Pashkov,TV Personality,38,35-45,TV Personality,14,Taiwan China,International
30,Cody Rigsby,31.05,0.10724626929936969,0.11138212904596227,7.4,8.0,10,Cheryl Burke,Fitness Instructor,34,25-35,Other,3,United States,US
30,Iman Shumpert,31.1,0.10825456267479203,0.11211326949941922,6.8,7.5,10,Daniella Karagach,Athlete,31,25-35,Athlete,1,United States,US
30,Jimmie Allen,30.4375,0.08601278140761459,0.08790546400147907,7.25,7.25,8,Emma Slater,Singer/Rapper,36,35-45,Musician,7,United States,US
30,JoJo Siwa,35.9,0.12221615921209206,0.11553420664985259,1.9,1.9,10,Jenna Johnson,Social Media Personality,18,Under 25,Other,2,United States,US
30,Kenya Moore,28.083333333333332,0.07600128317597689,0.07800065887593151,7.833333333333333,8.0,6,Brandon Armstrong,TV Personality,50,45-55,TV Personality,10,United States,US
30,Martin Kove,14.0,0.0372400823220495,0.0610057377690079,15.0,15.0,2,Britt Stewart,Actor/Actress,75,55+,Actor/Actress,15,United States,US
30,Matt James,23.625,0.06454401133384975,0.06915621800379357,11.75,12.0,4,Lindsay Arnold,Athlete,29,25-35,Athlete,12,United States,US
30,Melanie C,29.6,0.07963225144700734,0.0744799872770182,5.8,4.4,5,Gleb Savchenko,Singer/Rapper,47,45-55,Musician,11,England,International
30,Melora Hardin,33.166666666666664,0.10051733503490619,0.09794740853722106,4.444444444444445,4.555555555555555,9,Artem Chigvintsev,Actor/Actress,54,45-55,Actor/Actress,6,United States,US
30,"Mike ""The Miz"" Mizanin",28.928571428571427,0.07989317071438187,0.08266424671186802,8.142857142857142,8.857142857142858,7,Witney Carson,Athlete,40,35-45,Athlete,9,United States,US
30,Olivia Jade,32.625,0.09257959047384026,0.08904908055106472,5.5,5.0,8,Valentin Chmerkovskiy,Social Media Personality,21,Under 25,Other,8,United States,US
30,Suni Lee,32.94444444444444,0.09999006036521438,0.09710637143088989,6.222222222222222,5.555555555555555,9,Sasha Farber,Athlete,18,Under 25,Athlete,5,United States,US
31,Charli D'Amelio,37.9,0.12420739928260305,0.11623966484278976,1.0,1.0,10,Mark Ballas,Social Media Personality,18,Under 25,Other,1,United States,US
31,Cheryl Ladd,22.0,0.055166015217289,0.0645200116839677,12.666666666666666,12.666666666666666,3,Louis van Amstel,Actor/Actress,71,55+,Actor/Actress,14,United States,US
31,Daniel Durant,32.611111111111114,0.09501389881218814,0.0962572339549946,5.888888888888889,6.111111111111111,9,Britt Stewart,Actor/Actress,32,25-35,Actor/Actress,5,United States,US
31,Gabby Windey,36.25,0.11940012270090446,0.11472385681222227,2.7,2.7,10,Valentin Chmerkovskiy,TV Personality,31,25-35,TV Personality,2,United States,US
31,Heidi D'Amelio,32.875,0.08792698545604376,0.08799531947219547,5.375,5.5,8,Artem Chigvintsev,Social Media Personality,50,45-55,Other,8,United States,US
31,Jason Lewis,18.0,0.0471204188481675,0.0596470940001568,15.0,15.0,1,Peta Murgatroyd,Actor/Actress,51,45-55,Actor/Actress,16,United States,US
31,Jessie James Decker,28.333333333333332,0.07103044990659109,0.07676775376922006,9.666666666666666,9.833333333333334,6,Alan Bersten,Singer/Rapper,34,25-35,Musician,10,Italy,International
31,Jordin Sparks,31.428571428571427,0.08173973917388008,0.08265405101139024,7.142857142857143,7.285714285714286,7,Brandon Armstrong,Singer/Rapper,32,25-35,Musician,9,United States,US
31,Joseph Baena,27.8,0.06735054721733494,0.07243611564168165,10.2,10.2,5,Daniella Karagach,Actor/Actress,24,Under 25,Actor/Actress,11,United States,US
31,Sam Champion,24.0,0.059618291567276195,0.06731530208746613,12.25,12.25,4,Cheryl Burke,News Anchor,61,55+,TV Personality,13,United States,US
31,Selma Blair,29.0,0.07219682076107642,0.06989445468832248,6.5,6.5,4,Sasha Farber,Actor/Actress,50,45-55,Actor/Actress,12,United States,US
31,Shangela,34.55,0.1139331555758516,0.11246218435468067,4.9,5.0,10,Gleb Savchenko,TV Personality,40,35-45,TV Personality,4,United States,US
31,Teresa Giudice,21.5,0.05409063183042745,0.06255356104054675,14.0,14.0,2,Pasha Pashkov,TV Personality,50,45-55,TV Personality,15,United States,US
31,Trevor Donovan,31.833333333333332,0.09262717813995111,0.09555880625580529,7.222222222222222,7.333333333333333,9,Emma Slater,Actor/Actress,39,35-45,Actor/Actress,6,United States,US
31,Vinny Guadagnino,26.9375,0.07215623178066663,0.08385142014210317,11.0,11.125,8,Koko Iwasaki,TV Personality,34,25-35,TV Personality,7,United States,US
31,Wayne Brady,36.25,0.11827978305830882,0.11361059249517125,3.5,3.5,10,Witney Carson,Comedian,50,45-55,Actor/Actress,3,United States,US
32,Adrian Peterson,19.0,0.07413968577861765,0.0781576868375258,9.5,8.0,4,Britt Stewart,Athlete,38,35-45,Athlete,11,United States,US
32,Alyson Hannigan,25.545454545454547,0.11286054404984171,0.12033119722856006,6.363636363636363,7.0,11,Sasha Farber,Actor/Actress,49,45-55,Actor/Actress,5,United States,US
32,Ariana Madix,30.863636363636363,0.13478127524205405,0.12769624552921124,2.5454545454545454,2.5454545454545454,11,Pasha Pashkov,TV Personality,38,35-45,TV Personality,3,United States,US
32,Barry Williams,24.6875,0.09220696125495063,0.09794316457603412,7.125,7.625,8,Peta Murgatroyd,Actor/Actress,68,55+,Actor/Actress,7,United States,US
32,Charity Lawson,30.636363636363637,0.13461325854728431,0.1276490772950264,2.727272727272727,2.8181818181818183,11,Artem Chigvintsev,TV Personality,27,25-35,TV Personality,4,United States,US
32,Harry Jowsey,23.22222222222222,0.08908138886719803,0.10137351682116284,8.333333333333334,8.88888888888889,9,Rylee Arnold,TV Personality,26,25-35,TV Personality,6,Australia,International
32,Jamie Lynn Spears,15.5,0.0660809778456837,0.07184626201402425,10.5,9.0,2,Alan Bersten,Actor/Actress,32,25-35,Actor/Actress,13,United States,US
32,Jason Mraz,30.863636363636363,0.1354073324722125,0.12804277666284677,3.0,3.0,11,Daniella Karagach,Singer/Rapper,46,45-55,Musician,2,United States,US
32,Lele Pons,26.642857142857142,0.09858340438805104,0.09436336095762088,5.285714285714286,4.571428571428571,7,Brandon Armstrong,Social Media Personality,27,25-35,Other,8,Venezuela,International
32,Matt Walsh,12.0,0.0519480519480519,0.0673090406454928,13.0,13.0,1,Koko Iwasaki,Comedian,58,55+,Actor/Actress,14,United States,US
32,Mauricio Umansky,21.0,0.07803563367653416,0.08621366705545351,9.333333333333334,9.166666666666666,6,Emma Slater,TV Personality,53,45-55,TV Personality,9,Mexico,International
32,Mira Sorvino,20.8,0.08177706967954644,0.08297694533962471,7.6,7.2,5,Gleb Savchenko,Actor/Actress,55,45-55,Actor/Actress,10,United States,US
32,Tyson Beckford,16.666666666666668,0.06316593623095167,0.07397788424886582,11.333333333333334,11.333333333333334,3,Jenna Johnson,Model,52,45-55,Model,12,United States,US
32,Xochitl Gomez,31.727272727272727,0.13899779601002285,0.12953677705679406,2.272727272727273,2.272727272727273,11,Valentin Chmerkovskiy,Actor/Actress,17,Under 25,Actor/Actress,1,United States,US
33,Anna Delvey,17.5,0.06938298339767125,0.0743199063737907,10.0,9.5,2,Ezra Sosa,Con artist,33,25-35,Other,12,Russia,International
33,Brooks Nader,25.125,0.0887873402181468,0.08805281316983145,7.75,6.5,4,Gleb Savchenko,Model,27,25-35,Model,9,United States,US
33,Chandler Kinney,29.055555555555557,0.14370070716539782,0.13658737377649663,1.4444444444444444,1.5555555555555556,9,Brandon Armstrong,Actor/Actress,24,Under 25,Actor/Actress,3,United States,US
33,Danny Amendola,26.77777777777778,0.13177639669434948,0.13132106007533179,4.444444444444445,4.444444444444445,9,Witney Carson,Athlete,39,35-45,Athlete,5,United States,US
33,Dwight Howard ,25.428571428571427,0.110576846270476,0.11206807161692632,5.142857142857143,5.285714285714286,7,Daniella Karagach,Athlete,38,35-45,Athlete,6,United States,US
33,Eric Roberts,17.666666666666668,0.06373177461604977,0.07784876459833596,11.333333333333334,11.666666666666666,3,Britt Stewart,Actor/Actress,68,55+,Actor/Actress,10,United States,US
33,Ilona Maher,25.77777777777778,0.12870323750355472,0.13074297598989248,5.555555555555555,5.444444444444445,9,Alan Bersten,Athlete,28,25-35,Athlete,2,United States,US
33,Jenn Tran,26.25,0.10560289376264927,0.10354473001877912,5.833333333333333,5.666666666666667,6,Sasha Farber,TV Personality,26,25-35,TV Personality,7,United States,US
33,Joey Graziadei,28.666666666666668,0.14095812317408155,0.13538262835843587,2.2222222222222223,2.2222222222222223,9,Jenna Johnson,TV Personality,29,25-35,TV Personality,1,United States,US
33,Phaedra Parks,24.8,0.09480483176575594,0.09558060316145926,6.8,7.4,5,Val Chmerkovskiy,TV Personality,51,45-55,TV Personality,8,United States,US
33,Reginald VelJohnson,17.333333333333332,0.0629848662226667,0.07819521955922064,11.0,12.0,3,Emma Slater,Actor/Actress,74,55+,Actor/Actress,10,United States,US
33,Stephen Nedoroscik,26.88888888888889,0.1328377557663968,0.132593334403438,4.222222222222222,4.444444444444445,9,Rylee Arnold,Athlete,26,25-35,Athlete,4,United States,US
33,Tori Spelling,18.0,0.07123466089194355,0.07386136571480564,12.0,10.5,2,Pasha Pashkov,Actor/Actress,51,45-55,Actor/Actress,12,United States,US
34,Alix Earle,30.136363636363637,0.12117864766322249,0.1168126882023801,3.0,3.0,11,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,24,Under 25,Other,2,United States,US
34,Andy Richter,22.666666666666668,0.07985188146483799,0.09405238453590524,9.88888888888889,10.222222222222221,9,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,59,55+,Actor/Actress,7,United States,US
34,Baron Davis,14.0,0.0628619055974732,0.06883650199502064,11.0,10.0,2,Britt Stewart,Athlete,46,45-55,Athlete,13,United States,US
34,Corey Feldman,12.0,0.05441744165643095,0.0678419445035029,14.0,14.0,2,Jenna Johnson,Actor/Actress,54,45-55,Actor/Actress,13,United States,US
34,Danielle Fishel,26.25,0.0918226335745835,0.09355721311115998,7.0,7.125,8,Pasha Pashkov,Actor/Actress,44,35-45,Actor/Actress,8,United States,US
34,Dylan Efron,28.98483636363636,0.11626060829964803,0.11526514773653984,5.0,5.0,11,Daniella Karagach (Rumer Willis week 9),TV Personality,33,25-35,TV Personality,4,United States,US
34,Elaine Hendrix,27.909072727272726,0.11319161287516097,0.11413404354937039,5.7272727272727275,5.818181818181818,11,Alan Bersten (Rashad Jennings week 9),Actor/Actress,55,45-55,Actor/Actress,5,United States,US
34,Hilaria Baldwin,20.0,0.0848126175820495,0.07915618816982778,6.5,5.25,4,Gleb Savchenko,Entrepreneur,41,35-45,Other,11,United States,US
34,Jen Affleck,24.428571428571427,0.08687976596138611,0.08848462977660453,7.142857142857143,7.142857142857143,7,Jan Ravnik,TV Personality,26,25-35,TV Personality,9,United States,US
34,Jordan Chiles,29.5606,0.11837002854867057,0.11599870602559638,3.727272727272727,3.909090909090909,11,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,24,Under 25,Athlete,3,United States,US
34,Lauren Jauregui,17.333333333333332,0.07494892384469566,0.07514191444783767,8.333333333333334,8.333333333333334,3,Brandon Armstrong,Singer/Rapper,29,25-35,Musician,12,United States,US
34,Robert Irwin,30.196963636363638,0.12182882693949491,0.11688141663260744,3.727272727272727,3.6363636363636362,11,Witney Carson (Xoshitl Gomez week 9),Conservationist,22,Under 25,Other,1,Australia,International
34,Scott Hoying,21.5,0.07903398832235577,0.08465463421602731,9.0,9.5,6,Rylee Arnold,Singer/Rapper,34,25-35,Musician,10,United States,US
34,Whitney Leavitt,31.05,0.11666068025976886,0.10923312079238656,2.6,2.4,10,Mark Ballas,TV Personality,32,25-35,TV Personality,6,United States,US
