company,industry,country,continent,layoff_date,layoff_count,workforce_percentage,funding_stage,total_funding_million_usd,stock_price_change_7d,hiring_status,reason,revenue_growth_percent,market_cap_billion_usd,company_size,layoff_severity_score,ai_automation_flag,economic_cycle_flag
Company_7841,Healthcare,Australia,Oceania,2025-12-03,53,9.96,Series A,1762.94,-0.22,Freeze,Restructuring,17.46,114.43,Enterprise,527.88,0,AI Restructuring
Company_7842,EdTech,USA,North America,2026-10-10,228,28.72,Series A,810.3,7.87,Freeze,Cost Cutting,-16.49,474.79,Enterprise,6548.16,0,AI Restructuring
Company_7843,Energy,UK,Europe,2026-04-13,289,27.01,IPO,1615.78,-18.96,Slowdown,Market Downturn,3.43,119.08,Startup,7805.89,0,AI Restructuring
Company_7844,Manufacturing,Canada,North America,2025-11-25,224,30.36,Series A,29.39,-9.34,Hiring,Overexpansion,18.96,146.84,Mid-size,6800.639999999999,0,AI Restructuring
Company_7845,EdTech,Germany,Europe,2022-07-03,677,29.91,Seed,735.15,-7.75,Freeze,Restructuring,-0.06,105.68,Startup,20249.07,0,Tech Correction
Company_7846,Finance,UK,Europe,2026-04-14,72,14.47,Series C,899.57,3.37,Freeze,AI Automation,5.88,398.94,Mid-size,1041.8400000000001,1,AI Restructuring
Company_7847,AI,USA,North America,2022-11-15,117,18.36,Seed,44.41,6.84,Freeze,M&A Activity,4.22,355.5,Enterprise,2148.12,0,Tech Correction
Company_7848,AI,Canada,North America,2025-03-30,262,24.34,Series C,867.7,4.26,Slowdown,AI Automation,31.6,379.29,Mid-size,6377.08,1,AI Restructuring
Company_7849,Healthcare,Canada,North America,2024-06-30,72,20.87,IPO,119.84,-5.39,Slowdown,Market Downturn,-12.33,153.22,Mid-size,1502.64,0,AI Restructuring
Company_7850,Finance,Australia,Oceania,2026-08-24,361,33.87,Series A,365.04,-8.58,Freeze,Market Downturn,12.48,399.66,Startup,12227.07,0,AI Restructuring
Company_7851,Finance,Japan,Asia,2021-03-03,159,15.77,Series A,291.31,-10.16,Slowdown,M&A Activity,30.38,135.43,Mid-size,2507.43,0,Pandemic Impact
Company_7852,Healthcare,Singapore,Asia,2023-05-01,587,34.09,Series B,517.53,7.11,Slowdown,Overexpansion,-8.34,125.35,Mid-size,20010.83,0,Tech Correction
Company_7853,Tech,Brazil,South America,2020-01-30,54,12.89,Seed,845.9,-13.43,Freeze,Market Downturn,-9.32,198.08,Mid-size,696.0600000000001,0,Pandemic Impact
Company_7854,Manufacturing,Singapore,Asia,2020-06-27,95,26.78,Series C,1089.43,-3.8,Freeze,Market Downturn,-1.36,63.61,Mid-size,2544.1,0,Pandemic Impact
Company_7855,FinTech,Japan,Asia,2025-10-21,35,13.41,Series B,283.86,-14.95,Hiring,Restructuring,-2.79,111.63,Startup,469.35,0,AI Restructuring
Company_7856,Retail,India,Asia,2022-01-02,600,30.81,Series C,372.33,7.58,Hiring,Overexpansion,-7.13,300.47,Mid-size,18486.0,0,Tech Correction
Company_7857,FinTech,Germany,Europe,2022-03-15,53,3.44,Series B,602.94,-7.04,Freeze,Restructuring,-12.46,418.82,Enterprise,182.32,0,Tech Correction
Company_7858,Healthcare,UK,Europe,2022-11-15,140,8.04,Series B,259.39,-6.52,Freeze,Restructuring,19.77,247.57,Startup,1125.6,0,Tech Correction
Company_7859,FinTech,India,Asia,2024-05-03,418,32.69,Seed,307.3,4.1,Hiring,Market Downturn,20.72,120.62,Enterprise,13664.419999999998,0,AI Restructuring
Company_7860,Retail,Canada,North America,2021-03-17,5,3.05,Series C,324.37,1.3,Slowdown,Market Downturn,-5.48,126.0,Mid-size,15.25,0,Pandemic Impact
Company_7861,AI,Australia,Oceania,2021-03-12,415,37.18,Series B,1379.16,-9.98,Hiring,M&A Activity,8.71,236.71,Startup,15429.7,0,Pandemic Impact
Company_7862,Finance,USA,North America,2021-02-12,100,35.27,Series B,627.17,2.13,Freeze,AI Automation,1.14,272.9,Enterprise,3527.0000000000005,1,Pandemic Impact
Company_7863,Finance,UK,Europe,2026-06-21,283,24.84,IPO,1973.72,0.15,Hiring,Market Downturn,-1.88,291.37,Enterprise,7029.72,0,AI Restructuring
Company_7864,FinTech,Canada,North America,2023-02-27,412,14.53,IPO,902.71,-3.09,Hiring,M&A Activity,13.53,250.71,Enterprise,5986.36,0,Tech Correction
Company_7865,Finance,UK,Europe,2025-02-21,174,36.55,Series C,1283.33,-9.32,Hiring,Overexpansion,0.51,231.9,Startup,6359.7,0,AI Restructuring
Company_7866,EdTech,India,Asia,2023-08-10,636,22.46,Series C,1237.3,0.09,Slowdown,Market Downturn,14.8,117.62,Enterprise,14284.560000000001,0,Tech Correction
Company_7867,Retail,USA,North America,2026-08-16,150,14.81,Seed,1773.3,-5.36,Freeze,Market Downturn,14.92,393.19,Enterprise,2221.5,0,AI Restructuring
Company_7868,AI,Japan,Asia,2026-05-23,343,18.69,Series B,1360.56,8.1,Slowdown,Cost Cutting,-0.67,285.02,Startup,6410.67,0,AI Restructuring
Company_7869,Retail,USA,North America,2026-01-12,110,21.56,IPO,12.44,-12.65,Hiring,AI Automation,2.6,217.81,Enterprise,2371.6,1,AI Restructuring
Company_7870,Tech,Australia,Oceania,2022-12-06,330,13.29,Seed,1056.27,7.04,Slowdown,Overexpansion,3.23,465.23,Enterprise,4385.7,0,Tech Correction
Company_7871,Manufacturing,Singapore,Asia,2023-04-25,473,28.78,Seed,1047.75,-4.1,Slowdown,Restructuring,-1.36,49.31,Startup,13612.94,0,Tech Correction
Company_7872,Retail,Japan,Asia,2024-09-19,88,8.51,Series B,772.01,0.09,Hiring,Overexpansion,7.91,99.92,Mid-size,748.88,0,AI Restructuring
Company_7873,Manufacturing,Singapore,Asia,2025-01-28,133,9.53,Series A,432.51,2.92,Hiring,AI Automation,-4.31,188.87,Enterprise,1267.49,1,AI Restructuring
Company_7874,Retail,Singapore,Asia,2024-04-25,245,25.36,Series B,317.46,-5.55,Hiring,Overexpansion,7.38,176.28,Mid-size,6213.2,0,AI Restructuring
Company_7875,Tech,USA,North America,2026-03-20,303,29.88,Seed,233.15,2.37,Slowdown,Restructuring,-7.95,143.41,Mid-size,9053.64,0,AI Restructuring
Company_7876,Tech,India,Asia,2025-11-23,207,11.0,IPO,779.65,4.34,Hiring,Cost Cutting,4.53,351.58,Enterprise,2277.0,0,AI Restructuring
Company_7877,Retail,USA,North America,2020-01-02,21,10.87,Series B,696.88,-4.86,Freeze,Restructuring,-27.18,24.59,Startup,228.26999999999998,0,Pandemic Impact
Company_7878,Healthcare,Singapore,Asia,2024-06-15,494,30.16,IPO,1098.18,-8.17,Freeze,M&A Activity,-8.46,273.07,Enterprise,14899.04,0,AI Restructuring
Company_7879,Healthcare,UK,Europe,2020-07-28,12,3.92,Series A,276.53,-3.42,Freeze,Cost Cutting,29.15,135.23,Startup,47.04,0,Pandemic Impact
Company_7880,Tech,Singapore,Asia,2020-09-13,297,26.26,Series C,562.83,6.55,Slowdown,AI Automation,-11.13,459.63,Enterprise,7799.22,1,Pandemic Impact
Company_7881,Healthcare,Germany,Europe,2026-08-14,158,24.51,Series C,1524.2,18.32,Slowdown,Overexpansion,-18.41,455.62,Mid-size,3872.5800000000004,0,AI Restructuring
Company_7882,Healthcare,India,Asia,2024-02-09,114,20.13,Series B,1730.83,-3.17,Freeze,M&A Activity,27.44,401.59,Startup,2294.8199999999997,0,AI Restructuring
Company_7883,Finance,Singapore,Asia,2020-08-31,225,34.09,Series C,1875.41,-6.27,Slowdown,AI Automation,-1.24,390.13,Startup,7670.250000000001,1,Pandemic Impact
Company_7884,EdTech,UK,Europe,2026-12-13,52,4.14,Series A,1520.45,-3.29,Slowdown,Market Downturn,7.63,16.84,Enterprise,215.27999999999997,0,AI Restructuring
Company_7885,Healthcare,Singapore,Asia,2024-08-01,24,2.21,Series A,1092.59,-2.37,Slowdown,AI Automation,-10.81,349.55,Mid-size,53.04,1,AI Restructuring
Company_7886,AI,UK,Europe,2024-05-18,175,18.0,Series A,1064.27,-8.3,Slowdown,M&A Activity,-11.51,494.2,Enterprise,3150.0,0,AI Restructuring
Company_7887,FinTech,Japan,Asia,2023-01-08,145,6.36,IPO,1357.11,3.38,Freeze,Restructuring,-14.31,425.97,Mid-size,922.2,0,Tech Correction
Company_7888,Finance,USA,North America,2026-11-01,348,26.69,Series A,1547.62,-11.25,Hiring,AI Automation,-2.32,492.97,Enterprise,9288.12,1,AI Restructuring
Company_7889,Manufacturing,Brazil,South America,2025-11-18,25,13.84,IPO,1174.15,3.31,Freeze,AI Automation,25.69,158.37,Mid-size,346.0,1,AI Restructuring
Company_7890,FinTech,Germany,Europe,2022-12-11,126,11.04,Series C,974.63,3.17,Hiring,M&A Activity,4.99,331.71,Enterprise,1391.04,0,Tech Correction
Company_7891,FinTech,India,Asia,2024-11-15,157,10.99,Seed,1105.95,5.35,Slowdown,Cost Cutting,28.44,37.64,Enterprise,1725.43,0,AI Restructuring
Company_7892,Manufacturing,Brazil,South America,2026-03-23,233,33.88,Series C,366.99,-4.69,Hiring,Cost Cutting,7.27,19.47,Mid-size,7894.040000000001,0,AI Restructuring
Company_7893,Healthcare,Australia,Oceania,2020-12-19,126,16.73,Series B,677.4,-14.96,Slowdown,Restructuring,-8.17,363.85,Enterprise,2107.98,0,Pandemic Impact
Company_7894,Tech,Canada,North America,2020-09-21,42,3.21,Series C,883.5,-16.36,Slowdown,Market Downturn,11.43,398.95,Mid-size,134.82,0,Pandemic Impact
Company_7895,Healthcare,USA,North America,2022-02-05,260,17.3,Series C,1307.79,-2.02,Slowdown,Restructuring,-8.5,495.53,Enterprise,4498.0,0,Tech Correction
Company_7896,Finance,Canada,North America,2023-09-06,327,15.18,Series B,1827.23,-17.63,Hiring,Cost Cutting,-7.35,47.21,Enterprise,4963.86,0,Tech Correction
Company_7897,FinTech,India,Asia,2025-04-22,19,13.41,Series A,501.84,-3.88,Freeze,Market Downturn,9.25,157.28,Enterprise,254.79,0,AI Restructuring
Company_7898,FinTech,Canada,North America,2026-01-04,52,30.02,Series C,1869.83,-9.3,Slowdown,Market Downturn,28.85,456.34,Mid-size,1561.04,0,AI Restructuring
Company_7899,Tech,USA,North America,2026-06-18,98,13.23,Series A,945.72,7.44,Hiring,Restructuring,-11.44,92.11,Mid-size,1296.54,0,AI Restructuring
Company_7900,FinTech,Australia,Oceania,2023-11-20,159,14.31,IPO,1488.91,5.53,Freeze,M&A Activity,32.9,343.19,Startup,2275.29,0,Tech Correction
Company_7901,Healthcare,USA,North America,2020-08-16,158,38.29,IPO,1020.72,-8.45,Slowdown,Cost Cutting,41.16,295.14,Enterprise,6049.82,0,Pandemic Impact
Company_7902,Manufacturing,Japan,Asia,2020-03-25,207,20.96,Seed,185.21,-14.45,Freeze,Market Downturn,7.45,202.56,Enterprise,4338.72,0,Pandemic Impact
Company_7903,Retail,Brazil,South America,2025-01-02,31,10.05,Series B,1002.34,-4.44,Hiring,M&A Activity,9.85,462.32,Enterprise,311.55,0,AI Restructuring
Company_7904,Healthcare,Brazil,South America,2023-11-09,36,6.35,Series B,644.08,-1.47,Freeze,Restructuring,0.29,384.87,Enterprise,228.6,0,Tech Correction
Company_7905,Tech,Singapore,Asia,2023-01-04,44,1.62,Series C,140.73,-7.3,Slowdown,Cost Cutting,-4.01,361.1,Enterprise,71.28,0,Tech Correction
Company_7906,Tech,India,Asia,2023-10-22,473,34.42,IPO,161.02,-12.32,Hiring,AI Automation,-2.94,427.97,Startup,16280.660000000002,1,Tech Correction
Company_7907,Energy,UK,Europe,2023-01-24,288,14.06,Series A,695.25,-4.5,Slowdown,M&A Activity,5.58,123.98,Mid-size,4049.28,0,Tech Correction
Company_7908,AI,Japan,Asia,2020-06-01,215,21.2,Seed,237.64,-0.46,Freeze,Cost Cutting,10.32,354.0,Startup,4558.0,0,Pandemic Impact
Company_7909,Tech,Australia,Oceania,2025-01-10,181,9.39,Series A,652.2,10.16,Slowdown,Market Downturn,-19.64,335.66,Mid-size,1699.5900000000001,0,AI Restructuring
Company_7910,Energy,USA,North America,2026-12-20,81,5.84,Series B,183.21,-0.62,Slowdown,Overexpansion,-30.58,173.31,Mid-size,473.03999999999996,0,AI Restructuring
Company_7911,Healthcare,Canada,North America,2025-12-21,569,30.41,Series C,1010.54,-9.22,Freeze,Overexpansion,-8.81,64.45,Mid-size,17303.29,0,AI Restructuring
Company_7912,Energy,Germany,Europe,2020-08-10,131,11.19,IPO,1095.81,1.24,Freeze,Overexpansion,25.38,144.17,Startup,1465.8899999999999,0,Pandemic Impact
Company_7913,Healthcare,Singapore,Asia,2026-10-06,257,20.84,Seed,132.03,5.14,Hiring,M&A Activity,29.59,391.45,Enterprise,5355.88,0,AI Restructuring
Company_7914,Tech,USA,North America,2024-09-06,17,5.76,Series A,1288.58,2.53,Slowdown,Overexpansion,10.1,483.17,Mid-size,97.92,0,AI Restructuring
Company_7915,AI,India,Asia,2025-08-30,506,31.74,Seed,963.14,-13.68,Hiring,Cost Cutting,4.28,294.83,Mid-size,16060.439999999999,0,AI Restructuring
Company_7916,Healthcare,UK,Europe,2022-03-08,286,15.74,Seed,866.77,-3.07,Slowdown,Overexpansion,29.22,204.51,Mid-size,4501.64,0,Tech Correction
Company_7917,Manufacturing,Japan,Asia,2022-10-17,443,16.01,Series A,1331.96,-5.15,Slowdown,M&A Activity,-1.34,332.98,Mid-size,7092.43,0,Tech Correction
Company_7918,Healthcare,Singapore,Asia,2025-05-20,507,26.64,Series C,580.76,-7.73,Freeze,Market Downturn,14.96,242.2,Mid-size,13506.48,0,AI Restructuring
Company_7919,Manufacturing,Brazil,South America,2021-07-22,5,3.04,Series B,1402.34,-7.78,Freeze,Restructuring,-10.45,127.53,Enterprise,15.2,0,Pandemic Impact
Company_7920,Manufacturing,Australia,Oceania,2026-01-23,188,17.63,Series B,1715.12,-7.5,Slowdown,Overexpansion,-19.79,253.01,Startup,3314.4399999999996,0,AI Restructuring
Company_7921,Energy,Canada,North America,2025-08-13,112,35.51,Series C,1719.99,-7.15,Hiring,M&A Activity,12.42,31.53,Enterprise,3977.12,0,AI Restructuring
Company_7922,Energy,Canada,North America,2025-09-20,280,23.47,Series C,1121.3,-6.59,Hiring,Cost Cutting,-6.28,452.58,Startup,6571.599999999999,0,AI Restructuring
Company_7923,Tech,USA,North America,2021-12-20,231,34.85,Series B,1952.64,-0.55,Freeze,Overexpansion,9.98,182.01,Mid-size,8050.35,0,Pandemic Impact
Company_7924,AI,Brazil,South America,2022-10-18,138,34.85,Series A,646.79,1.81,Freeze,Restructuring,-11.11,366.22,Mid-size,4809.3,0,Tech Correction
Company_7925,FinTech,Brazil,South America,2021-07-12,64,5.35,IPO,1303.57,2.21,Slowdown,M&A Activity,22.14,6.57,Mid-size,342.4,0,Pandemic Impact
Company_7926,FinTech,Canada,North America,2023-03-24,115,30.08,Series C,334.95,-15.62,Freeze,Cost Cutting,3.97,480.25,Startup,3459.2,0,Tech Correction
Company_7927,AI,Brazil,South America,2020-05-24,219,36.38,Series B,1320.63,11.86,Slowdown,Overexpansion,-0.53,184.66,Enterprise,7967.22,0,Pandemic Impact
Company_7928,Retail,Germany,Europe,2025-05-29,296,14.89,Seed,1848.1,-3.81,Slowdown,Market Downturn,24.01,273.47,Mid-size,4407.4400000000005,0,AI Restructuring
Company_7929,Finance,India,Asia,2025-11-10,218,18.72,Seed,36.85,-1.44,Freeze,M&A Activity,-4.79,6.55,Enterprise,4080.9599999999996,0,AI Restructuring
Company_7930,Finance,Germany,Europe,2025-12-30,281,39.95,Series C,490.28,-16.07,Slowdown,Restructuring,17.11,459.57,Mid-size,11225.95,0,AI Restructuring
Company_7931,Manufacturing,Brazil,South America,2026-04-28,37,22.73,Series B,1686.5,-14.51,Hiring,Restructuring,6.53,8.54,Startup,841.01,0,AI Restructuring
Company_7932,FinTech,India,Asia,2022-02-21,146,16.89,Series A,1041.97,2.96,Hiring,Market Downturn,20.13,211.55,Enterprise,2465.94,0,Tech Correction
Company_7933,Finance,Japan,Asia,2025-03-07,401,33.07,Seed,1145.2,-4.94,Slowdown,Cost Cutting,11.78,153.4,Startup,13261.07,0,AI Restructuring
Company_7934,Finance,Australia,Oceania,2024-12-13,153,33.6,Series C,847.47,-5.43,Hiring,Overexpansion,-11.1,359.56,Mid-size,5140.8,0,AI Restructuring
Company_7935,Tech,Canada,North America,2026-02-12,111,12.33,IPO,1130.03,-2.21,Slowdown,Restructuring,8.96,489.1,Startup,1368.63,0,AI Restructuring
Company_7936,Manufacturing,UK,Europe,2024-12-01,8,11.33,Seed,992.9,-9.95,Hiring,M&A Activity,-15.01,232.09,Mid-size,90.64,0,AI Restructuring
Company_7937,Energy,Canada,North America,2025-04-10,596,33.71,Series B,510.89,-1.44,Hiring,M&A Activity,-6.05,403.72,Enterprise,20091.16,0,AI Restructuring
Company_7938,AI,Japan,Asia,2024-05-18,73,4.33,IPO,1645.67,11.83,Slowdown,AI Automation,8.68,109.71,Enterprise,316.09000000000003,1,AI Restructuring
Company_7939,FinTech,Australia,Oceania,2020-11-29,222,33.83,Series C,1134.03,-12.87,Slowdown,Cost Cutting,21.06,64.91,Enterprise,7510.259999999999,0,Pandemic Impact
Company_7940,FinTech,Japan,Asia,2025-02-24,524,30.24,Series C,1657.79,-21.35,Slowdown,Market Downturn,33.99,228.35,Mid-size,15845.759999999998,0,AI Restructuring
Company_7941,FinTech,USA,North America,2026-01-19,100,13.32,Series B,1659.77,-2.05,Hiring,Restructuring,-36.72,252.06,Startup,1332.0,0,AI Restructuring
Company_7942,Energy,Brazil,South America,2021-10-27,58,7.85,Seed,1887.46,5.38,Freeze,Restructuring,20.27,52.4,Enterprise,455.29999999999995,0,Pandemic Impact
Company_7943,Tech,USA,North America,2023-08-08,521,27.5,Series A,182.15,-0.6,Hiring,AI Automation,-11.04,374.48,Enterprise,14327.5,1,Tech Correction
Company_7944,Energy,USA,North America,2024-02-26,78,8.96,Series B,1147.31,3.09,Freeze,Market Downturn,3.33,323.21,Enterprise,698.8800000000001,0,AI Restructuring
Company_7945,Tech,UK,Europe,2025-12-17,647,38.81,Series B,243.66,-14.95,Slowdown,Market Downturn,-18.26,432.8,Mid-size,25110.07,0,AI Restructuring
Company_7946,FinTech,Japan,Asia,2024-09-30,122,12.77,IPO,1698.5,-8.5,Freeze,Restructuring,10.6,458.0,Mid-size,1557.94,0,AI Restructuring
Company_7947,Finance,UK,Europe,2024-08-29,158,10.6,IPO,141.91,-6.08,Hiring,Cost Cutting,-8.38,257.74,Startup,1674.8,0,AI Restructuring
Company_7948,EdTech,Singapore,Asia,2022-09-17,522,27.62,Series C,864.92,2.95,Hiring,Restructuring,9.28,297.94,Startup,14417.640000000001,0,Tech Correction
Company_7949,Retail,Brazil,South America,2026-07-09,342,31.22,Series B,846.97,-4.99,Hiring,M&A Activity,18.64,33.85,Startup,10677.24,0,AI Restructuring
Company_7950,Retail,Canada,North America,2023-09-04,937,35.92,IPO,1315.17,-10.37,Hiring,AI Automation,27.04,497.82,Enterprise,33657.04,1,Tech Correction
Company_7951,Healthcare,Brazil,South America,2025-10-15,106,14.52,Seed,1323.4,1.68,Hiring,Market Downturn,-16.16,474.26,Enterprise,1539.12,0,AI Restructuring
Company_7952,Manufacturing,Brazil,South America,2025-08-09,634,34.96,Seed,1264.49,-1.33,Freeze,AI Automation,5.06,477.43,Startup,22164.64,1,AI Restructuring
Company_7953,EdTech,Canada,North America,2022-04-30,499,22.76,Series B,815.96,-7.39,Freeze,Restructuring,-20.99,147.26,Startup,11357.240000000002,0,Tech Correction
Company_7954,Healthcare,Singapore,Asia,2024-08-13,184,11.99,Series A,150.28,9.51,Freeze,M&A Activity,-13.59,151.57,Startup,2206.16,0,AI Restructuring
Company_7955,Tech,UK,Europe,2022-04-21,28,11.22,Seed,1425.7,13.16,Freeze,M&A Activity,-2.36,40.83,Mid-size,314.16,0,Tech Correction
Company_7956,Tech,UK,Europe,2025-11-19,493,35.91,Seed,298.0,3.26,Freeze,Cost Cutting,3.39,402.73,Startup,17703.629999999997,0,AI Restructuring
Company_7957,EdTech,Australia,Oceania,2022-08-09,339,14.75,Series B,12.61,-8.58,Hiring,AI Automation,-0.79,45.07,Mid-size,5000.25,1,Tech Correction
Company_7958,AI,Australia,Oceania,2020-01-09,71,20.9,Series A,1586.25,18.15,Slowdown,Overexpansion,4.94,377.48,Enterprise,1483.8999999999999,0,Pandemic Impact
Company_7959,Retail,Germany,Europe,2024-02-10,35,3.97,Series C,1795.24,-3.33,Hiring,M&A Activity,8.54,119.59,Mid-size,138.95000000000002,0,AI Restructuring
Company_7960,Energy,UK,Europe,2026-08-23,54,5.41,IPO,1640.54,-2.62,Freeze,Cost Cutting,36.92,396.35,Enterprise,292.14,0,AI Restructuring
Company_7961,Healthcare,Brazil,South America,2021-09-09,5,1.4,Seed,737.57,1.63,Slowdown,M&A Activity,1.01,426.23,Mid-size,7.0,0,Pandemic Impact
Company_7962,Finance,Canada,North America,2022-07-21,393,18.99,Series B,1492.95,8.99,Freeze,AI Automation,6.0,77.1,Startup,7463.07,1,Tech Correction
Company_7963,Retail,Australia,Oceania,2025-09-09,265,20.09,Series B,576.18,-4.83,Freeze,M&A Activity,16.33,245.83,Startup,5323.85,0,AI Restructuring
Company_7964,AI,Singapore,Asia,2024-01-29,40,28.2,Series A,1775.15,-3.54,Hiring,M&A Activity,26.55,265.2,Mid-size,1128.0,0,AI Restructuring
Company_7965,Healthcare,Germany,Europe,2023-09-29,466,18.5,Series B,482.12,-10.65,Freeze,AI Automation,20.99,268.82,Enterprise,8621.0,1,Tech Correction
Company_7966,Healthcare,Canada,North America,2020-05-25,101,28.65,Series B,713.84,1.4,Freeze,AI Automation,0.12,300.07,Enterprise,2893.6499999999996,1,Pandemic Impact
Company_7967,Tech,Australia,Oceania,2020-11-10,274,33.28,Seed,913.89,-1.57,Slowdown,Cost Cutting,22.16,371.15,Startup,9118.720000000001,0,Pandemic Impact
Company_7968,Tech,Canada,North America,2024-02-06,88,29.44,IPO,1269.77,-11.03,Hiring,Overexpansion,-4.48,314.15,Enterprise,2590.7200000000003,0,AI Restructuring
Company_7969,Manufacturing,UK,Europe,2022-03-15,88,16.92,Series B,738.09,-3.75,Slowdown,Overexpansion,13.81,23.26,Startup,1488.96,0,Tech Correction
Company_7970,Tech,Brazil,South America,2024-09-11,294,16.98,IPO,443.51,-4.94,Hiring,AI Automation,4.46,58.6,Enterprise,4992.12,1,AI Restructuring
Company_7971,Manufacturing,Brazil,South America,2024-01-05,77,9.72,Series C,499.26,-17.43,Slowdown,Market Downturn,26.3,162.23,Startup,748.44,0,AI Restructuring
Company_7972,FinTech,India,Asia,2025-11-23,119,19.17,Series A,1396.91,-7.1,Freeze,AI Automation,9.47,176.08,Enterprise,2281.23,1,AI Restructuring
Company_7973,EdTech,Canada,North America,2025-12-10,205,24.31,Series C,1791.05,-6.86,Slowdown,Cost Cutting,-14.14,162.52,Enterprise,4983.55,0,AI Restructuring
Company_7974,Tech,Brazil,South America,2024-01-12,130,9.57,Series C,1055.18,-5.79,Hiring,AI Automation,-1.21,307.07,Enterprise,1244.1000000000001,1,AI Restructuring
Company_7975,FinTech,USA,North America,2025-03-02,274,14.46,IPO,1823.64,7.2,Hiring,Overexpansion,-0.6,39.09,Enterprise,3962.0400000000004,0,AI Restructuring
Company_7976,Energy,USA,North America,2026-06-25,36,25.23,Series B,1289.04,9.58,Freeze,Market Downturn,-2.8,199.36,Startup,908.28,0,AI Restructuring
Company_7977,EdTech,Brazil,South America,2020-04-17,208,26.73,Seed,1217.56,-5.75,Freeze,Cost Cutting,10.18,491.14,Mid-size,5559.84,0,Pandemic Impact
Company_7978,Manufacturing,Australia,Oceania,2024-05-23,167,8.51,Series B,1353.71,-3.62,Slowdown,Restructuring,-2.76,460.93,Mid-size,1421.17,0,AI Restructuring
Company_7979,Tech,Australia,Oceania,2023-08-16,124,26.86,IPO,884.49,-1.5,Slowdown,Overexpansion,4.11,85.48,Mid-size,3330.64,0,Tech Correction
Company_7980,Healthcare,UK,Europe,2022-04-07,144,19.95,Series A,73.89,-8.51,Hiring,Cost Cutting,21.49,290.5,Mid-size,2872.7999999999997,0,Tech Correction
Company_7981,AI,Germany,Europe,2020-03-15,244,24.61,Seed,79.71,-6.29,Hiring,M&A Activity,5.45,77.26,Mid-size,6004.84,0,Pandemic Impact
Company_7982,Finance,India,Asia,2020-06-01,385,26.11,Series C,74.36,-1.94,Freeze,Cost Cutting,-1.76,106.61,Enterprise,10052.35,0,Pandemic Impact
Company_7983,Retail,Australia,Oceania,2022-09-18,306,13.76,Series B,1747.53,-16.78,Hiring,M&A Activity,9.9,272.03,Enterprise,4210.5599999999995,0,Tech Correction
Company_7984,Finance,Canada,North America,2021-08-25,87,8.23,Seed,567.94,-2.52,Slowdown,Overexpansion,-13.9,314.48,Startup,716.01,0,Pandemic Impact
Company_7985,Finance,UK,Europe,2021-08-14,46,9.1,Series A,1358.69,-4.31,Slowdown,Overexpansion,-4.89,80.81,Startup,418.59999999999997,0,Pandemic Impact
Company_7986,Finance,Canada,North America,2020-01-09,220,18.73,Series A,1805.07,-3.48,Freeze,Market Downturn,11.12,358.76,Enterprise,4120.6,0,Pandemic Impact
Company_7987,AI,UK,Europe,2021-08-19,69,11.01,Series B,1789.84,-8.53,Slowdown,AI Automation,-13.0,353.72,Enterprise,759.6899999999999,1,Pandemic Impact
Company_7988,Healthcare,Canada,North America,2022-09-09,1159,38.67,Seed,1067.1,1.49,Hiring,M&A Activity,2.4,164.86,Startup,44818.53,0,Tech Correction
Company_7989,Healthcare,USA,North America,2020-03-02,234,34.37,Seed,1059.78,8.05,Hiring,AI Automation,19.59,338.47,Startup,8042.579999999999,1,Pandemic Impact
Company_7990,EdTech,Singapore,Asia,2026-10-08,70,29.57,Series A,299.73,7.02,Slowdown,M&A Activity,-26.18,469.0,Enterprise,2069.9,0,AI Restructuring
Company_7991,Healthcare,Canada,North America,2022-08-23,19,8.76,Series B,767.6,5.02,Slowdown,Restructuring,2.02,16.8,Startup,166.44,0,Tech Correction
Company_7992,EdTech,India,Asia,2022-08-13,445,36.76,Series B,1307.32,7.41,Hiring,Restructuring,-17.8,187.94,Startup,16358.199999999999,0,Tech Correction
Company_7993,Manufacturing,Australia,Oceania,2021-04-22,266,19.03,Series C,1739.71,-0.55,Hiring,Restructuring,19.76,18.94,Mid-size,5061.9800000000005,0,Pandemic Impact
Company_7994,AI,Singapore,Asia,2023-01-30,202,20.36,Series C,1180.11,-8.54,Freeze,Overexpansion,17.0,95.53,Enterprise,4112.72,0,Tech Correction
Company_7995,AI,USA,North America,2026-01-10,53,6.2,IPO,592.79,-2.32,Freeze,Restructuring,6.42,205.15,Mid-size,328.6,0,AI Restructuring
Company_7996,Manufacturing,Germany,Europe,2024-03-19,384,26.92,Seed,689.78,-11.08,Hiring,Restructuring,-7.65,314.54,Mid-size,10337.28,0,AI Restructuring
Company_7997,Retail,USA,North America,2025-03-19,231,14.47,Seed,1139.62,-6.39,Hiring,Overexpansion,11.69,405.31,Enterprise,3342.57,0,AI Restructuring
Company_7998,Retail,Germany,Europe,2024-03-23,314,26.33,Seed,659.6,13.16,Freeze,AI Automation,23.17,306.19,Startup,8267.619999999999,1,AI Restructuring
Company_7999,Finance,Brazil,South America,2024-09-28,218,11.5,Series C,1430.19,-0.39,Hiring,Overexpansion,14.82,257.29,Enterprise,2507.0,0,AI Restructuring
Company_8000,Finance,Japan,Asia,2022-03-21,863,39.92,Series C,1380.12,-5.23,Slowdown,AI Automation,-4.34,342.18,Startup,34450.96,1,Tech Correction
Company_8001,AI,Brazil,South America,2026-09-16,27,31.93,IPO,155.46,-8.9,Freeze,M&A Activity,0.98,290.33,Enterprise,862.11,0,AI Restructuring
