产品名称,给药途径,剂型,年份,厂家,规格,终端类型,销售额
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,佛山手心制药,20mg,城市公立,24909
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,哈尔滨松鹤制药,20mg,城市公立,69789
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,四川科伦药业,20mg,城市公立,391730
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,山东惠诺药业,20mg,城市公立,50256
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,山东方明药业集团,20mg,城市公立,250603
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,山东益健药业,20mg,城市公立,40482
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,山东罗欣药业集团,20mg,城市公立,23443583
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,山西津华晖星制药,20mg,城市公立,53779
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,常州四药制药,20mg,城市公立,267935403
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,广东彼迪药业,20mg,城市公立,1052
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,广东逸舒制药,20mg,城市公立,1150644
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,康普药业,20mg,城市公立,252550
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,悦康药业集团,20mg,城市公立,401763
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,成都天台山制药,20mg,城市公立,322979
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,扬子江药业集团,20mg,城市公立,3937144
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,杭州民生药业,20mg,城市公立,18573
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,桂林华信制药,20mg,城市公立,489024
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,永信药品,20mg,城市公立,33704
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,汕头鮀滨制药,20mg,城市公立,647949
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,江苏长江药业,20mg,城市公立,632588
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,江苏飞马药业,20mg,城市公立,716912
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,河北山姆士药业,20mg,城市公立,902833
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,浙江亚太药业,20mg,城市公立,26099675
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,浙江京新药业,20mg,城市公立,7809
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,浙江医药新昌制药,20mg,城市公立,873053
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,海南海力制药,20mg,城市公立,144110
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,海南海灵化学制药,20mg,城市公立,190243
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,海南海神同洲制药,20mg,城市公立,14712
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,海南葫芦娃药业集团,20mg,城市公立,2488064
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,海南通用三洋药业,20mg,城市公立,393501
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,海口奇力制药,20mg,城市公立,581706
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,淄博万杰制药,20mg,城市公立,27595
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,湖南迪诺制药,20mg,城市公立,26305
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,珠海润都制药,20mg,城市公立,1021315
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,石药欧意药业,20mg,城市公立,1092847
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,苏州二叶制药,20mg,城市公立,625446
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,辅仁药业集团,20mg,城市公立,738543
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,郑州泰丰制药,20mg,城市公立,23012
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,金华康恩贝生物制药,20mg,城市公立,113910557
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,锦州九泰药业,20mg,城市公立,15422
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,长春北华药业,20mg,城市公立,1613
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,阿斯利康,20mg,城市公立,54011
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,香港正美药品,20mg,城市公立,22544
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2019,鲁南贝特制药,20mg,城市公立,1364
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,万邦德制药集团,20mg,城市公立,19012150
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,上海信谊万象药业,20mg,城市公立,506677
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,上海美优制药,20mg,城市公立,590846
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,东北制药沈阳第一制药,20mg,城市公立,3321
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,佛山手心制药,20mg,城市公立,142009
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,哈尔滨松鹤制药,20mg,城市公立,72082
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,四川科伦药业,20mg,城市公立,351113
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,山东惠诺药业,20mg,城市公立,7078
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,山东方明药业集团,20mg,城市公立,1074796
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,山东益健药业,20mg,城市公立,161214
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,山东罗欣药业集团,20mg,城市公立,6968289
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,山西津华晖星制药,20mg,城市公立,44398
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,常州四药制药,20mg,城市公立,197744837
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,广东彼迪药业,20mg,城市公立,5954
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,广东逸舒制药,20mg,城市公立,497950
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,康普药业,20mg,城市公立,358187
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,悦康药业集团,20mg,城市公立,444363
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,成都天台山制药,20mg,城市公立,297303
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,扬子江药业集团,20mg,城市公立,8284665
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,桂林华信制药,20mg,城市公立,4343708
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,永信药品,20mg,城市公立,1384
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,汕头鮀滨制药,20mg,城市公立,730787
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,江苏长江药业,20mg,城市公立,626386
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,江苏飞马药业,20mg,城市公立,70299
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,江苏鹏鹞药业,20mg,城市公立,43200
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,河北山姆士药业,20mg,城市公立,1434946
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,浙江亚太药业,20mg,城市公立,21002474
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,浙江京新药业,20mg,城市公立,34418
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,浙江医药新昌制药,20mg,城市公立,2952241
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,海南海力制药,20mg,城市公立,426795
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,海南海灵化学制药,20mg,城市公立,8314091
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,海南海神同洲制药,20mg,城市公立,174574
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,海南葫芦娃药业集团,20mg,城市公立,3367159
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,海口奇力制药,20mg,城市公立,591621
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,湖南威特制药,20mg,城市公立,7188
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,湖南迪诺制药,20mg,城市公立,10490
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,珠海润都制药,20mg,城市公立,1302454
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,石药欧意药业,20mg,城市公立,1011180
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,苏州二叶制药,20mg,城市公立,428511
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,辅仁药业集团,20mg,城市公立,508492
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,金华康恩贝生物制药,20mg,城市公立,122547994
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,锦州九泰药业,20mg,城市公立,17073
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,阿斯利康,20mg,城市公立,39170
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,香港正美药品,20mg,城市公立,148807
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2020,鲁南贝特制药,20mg,城市公立,16704
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,万邦德制药集团,20mg,城市公立,380242
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,上海信谊万象药业,20mg,城市公立,19606
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,上海美优制药,20mg,城市公立,24833
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,东北制药沈阳第一制药,20mg,城市公立,2988
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,佛山手心制药,20mg,城市公立,33715
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,华东医药(西安)博华制药,20mg,城市公立,238560
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,哈尔滨松鹤制药,20mg,城市公立,4787
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,四川科伦药业,20mg,城市公立,15311
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,山东方明药业集团,20mg,城市公立,933025
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,山东益健药业,20mg,城市公立,53579
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,山东罗欣药业集团,20mg,城市公立,22130474
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,山西津华晖星制药,20mg,城市公立,3236
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,常州四药制药,20mg,城市公立,54685048
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,广东彼迪药业,20mg,城市公立,47746
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,广东逸舒制药,20mg,城市公立,7183
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,康普药业,20mg,城市公立,52696
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,悦康药业集团,20mg,城市公立,11272
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,成都天台山制药,20mg,城市公立,265741
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,扬子江药业集团,20mg,城市公立,10483893
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,桂林华信制药,20mg,城市公立,1048847
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,永信药品,20mg,城市公立,1522
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,江苏长江药业,20mg,城市公立,99475
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,河北山姆士药业,20mg,城市公立,1062461
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,浙江亚太药业,20mg,城市公立,599853
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,浙江京新药业,20mg,城市公立,10259
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,浙江医药新昌制药,20mg,城市公立,1402208
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,海南全星制药,20mg,城市公立,29376
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,海南海灵化学制药,20mg,城市公立,36602042
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,海南海神同洲制药,20mg,城市公立,1993
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,海南葫芦娃药业集团,20mg,城市公立,14862
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,海口奇力制药,20mg,城市公立,56279
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,湖南迪诺制药,20mg,城市公立,578
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,烟台鲁银药业,20mg,城市公立,113123
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,珠海润都制药,20mg,城市公立,876681
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,苏州二叶制药,20mg,城市公立,4310
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,辅仁药业集团,20mg,城市公立,29045
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,郑州泰丰制药,20mg,城市公立,5610
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,金华康恩贝生物制药,20mg,城市公立,45874237
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,锦州九泰药业,20mg,城市公立,8092
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2021,香港正美药品,20mg,城市公立,163688
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,万邦德制药集团,20mg,城市公立,310000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,山东方明药业集团,20mg,城市公立,100000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,山东益健药业,20mg,城市公立,60000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,山东罗欣药业集团,20mg,城市公立,28970000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,常州四药制药,20mg,城市公立,16480000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,成都天台山制药,20mg,城市公立,10000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,扬子江药业集团,20mg,城市公立,5280000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,桂林华信制药,20mg,城市公立,80000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,浙江医药新昌制药,20mg,城市公立,380000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,海南海灵化学制药,20mg,城市公立,25620000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,海口奇力制药,20mg,城市公立,50000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,烟台鲁银药业,20mg,城市公立,530000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,金华康恩贝生物制药,20mg,城市公立,40790000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2022,香港正美药品,20mg,城市公立,60000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,万邦德制药集团,20mg,城市公立,380000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,山东方明药业集团,20mg,城市公立,40000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,山东罗欣药业集团,20mg,城市公立,30240000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,常州四药制药,20mg,城市公立,10670000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,广东逸舒制药,20mg,城市公立,50000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,悦康药业集团,20mg,城市公立,920000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,成都天台山制药,20mg,城市公立,80000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,扬子江药业集团,20mg,城市公立,2560000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,桂林华信制药,20mg,城市公立,1440000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,浙江医药新昌制药,20mg,城市公立,380000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,海南三叶制药,20mg,城市公立,40000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,海南海灵化学制药,20mg,城市公立,29790000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,海口奇力制药,20mg,城市公立,30000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,烟台鲁银药业,20mg,城市公立,920000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,金华康恩贝生物制药,20mg,城市公立,47040000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2023,阿斯利康,20mg,城市公立,280000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,万邦德制药集团,20mg,城市公立,120000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,山东方明药业集团,20mg,城市公立,50000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,山东罗欣药业集团,20mg,城市公立,23820000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,常州四药制药,20mg,城市公立,9240000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,广东逸舒制药,20mg,城市公立,40000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,悦康药业集团,20mg,城市公立,1380000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,成都天台山制药,20mg,城市公立,40000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,扬子江药业集团,20mg,城市公立,2660000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,桂林华信制药,20mg,城市公立,1350000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,浙江亚太药业,20mg,城市公立,80000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,浙江医药新昌制药,20mg,城市公立,910000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,海南三叶制药,20mg,城市公立,70000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,海南海灵化学制药,20mg,城市公立,35660000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,烟台鲁银药业,20mg,城市公立,1510000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,金华康恩贝生物制药,20mg,城市公立,30810000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2024,阿斯利康,20mg,城市公立,330000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,万邦德制药集团,20mg,城市公立,40000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,山东方明药业集团,20mg,城市公立,20000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,山东罗欣药业集团,20mg,城市公立,10110000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,常州四药制药,20mg,城市公立,6550000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,广东逸舒制药,20mg,城市公立,20000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,悦康药业集团,20mg,城市公立,370000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,成都天台山制药,20mg,城市公立,20000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,扬子江药业集团,20mg,城市公立,1130000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,桂林华信制药,20mg,城市公立,840000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,浙江亚太药业,20mg,城市公立,50000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,浙江医药新昌制药,20mg,城市公立,510000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,海南三叶制药,20mg,城市公立,40000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,海南海灵化学制药,20mg,城市公立,28090000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,烟台鲁银药业,20mg,城市公立,1310000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,金华康恩贝生物制药,20mg,城市公立,18010000
奥美拉唑肠溶胶囊,口服,肠溶胶囊,2025 H1,阿斯利康,20mg,城市公立,130000
奥美拉唑钠肠溶片,口服,肠溶片,2017,北京康蒂尼药业,20mg,城市公立,115785
奥美拉唑钠肠溶片,口服,肠溶片,2017,苏州中化药品,20mg,城市公立,1444926
奥美拉唑钠肠溶片,口服,肠溶片,2018,北京康蒂尼药业,20mg,城市公立,136030
奥美拉唑钠肠溶片,口服,肠溶片,2018,苏州中化药品,20mg,城市公立,1106526
奥美拉唑钠肠溶片,口服,肠溶片,2019,北京康蒂尼药业,20mg,城市公立,77646
奥美拉唑钠肠溶片,口服,肠溶片,2019,苏州中化药品,20mg,城市公立,210206
奥美拉唑钠肠溶片,口服,肠溶片,2020,北京康蒂尼药业,20mg,城市公立,55295
奥美拉唑钠肠溶片,口服,肠溶片,2020,苏州中化药品,20mg,城市公立,1431299
奥美拉唑钠肠溶片,口服,肠溶片,2021,北京康蒂尼药业,20mg,城市公立,1714
奥美拉唑钠肠溶片,口服,肠溶片,2021,苏州中化药品,20mg,城市公立,568690
奥美拉唑钠肠溶片,口服,肠溶片,2022,苏州中化药品,20mg,城市公立,80000
奥美拉唑镁肠溶片,口服,肠溶片,2017,许昌高新制药,20mg,城市公立,4310117
奥美拉唑镁肠溶片,口服,肠溶片,2017,阿斯利康,20mg,城市公立,231291472
奥美拉唑镁肠溶片,口服,肠溶片,2018,许昌高新制药,20mg,城市公立,3861107
奥美拉唑镁肠溶片,口服,肠溶片,2018,阿斯利康,20mg,城市公立,222933526
奥美拉唑镁肠溶片,口服,肠溶片,2019,许昌高新制药,20mg,城市公立,6896079
奥美拉唑镁肠溶片,口服,肠溶片,2019,阿斯利康,20mg,城市公立,227855285
奥美拉唑镁肠溶片,口服,肠溶片,2020,许昌高新制药,20mg,城市公立,9555933
奥美拉唑镁肠溶片,口服,肠溶片,2020,阿斯利康,20mg,城市公立,208397007
奥美拉唑镁肠溶片,口服,肠溶片,2021,许昌高新制药,20mg,城市公立,5491507
奥美拉唑镁肠溶片,口服,肠溶片,2021,阿斯利康,20mg,城市公立,92959761
奥美拉唑镁肠溶片,口服,肠溶片,2022,许昌高新制药,20mg,城市公立,4400000
奥美拉唑镁肠溶片,口服,肠溶片,2022,阿斯利康,20mg,城市公立,78300000
奥美拉唑镁肠溶片,口服,肠溶片,2023,许昌高新制药,20mg,城市公立,2400000
奥美拉唑镁肠溶片,口服,肠溶片,2023,阿斯利康,20mg,城市公立,69460000
奥美拉唑镁肠溶片,口服,肠溶片,2024,修正药业天汉药业,20mg,城市公立,5980000
奥美拉唑镁肠溶片,口服,肠溶片,2024,阿斯利康,20mg,城市公立,74440000
奥美拉唑镁肠溶片,口服,肠溶片,2025 H1,修正药业天汉药业,20mg,城市公立,5190000
奥美拉唑镁肠溶片,口服,肠溶片,2025 H1,阿斯利康,20mg,城市公立,29930000
安奈拉唑钠肠溶片,口服,肠溶片,2024,轩竹(北京)医药,20mg,城市公立,2930000
安奈拉唑钠肠溶片,口服,肠溶片,2025 H1,轩竹(北京)医药,20mg,城市公立,1480000
注射用右兰索拉唑,注射,粉针,2023,南京博德生物制药,20mg,城市公立,1340000
注射用右兰索拉唑,注射,粉针,2024,南京博德生物制药,20mg,城市公立,7950000
注射用右兰索拉唑,注射,粉针,2025 H1,南京博德生物制药,20mg,城市公立,4840000
注射用奥美拉唑钠,注射,粉针,2017,山东北大高科华泰制药,20mg,城市公立,36550434
注射用奥美拉唑钠,注射,粉针,2017,山东罗欣药业集团,20mg,城市公立,45789159
注射用奥美拉唑钠,注射,粉针,2017,广东众生药业,20mg,城市公立,11574767
注射用奥美拉唑钠,注射,粉针,2017,广州一品红制药,20mg,城市公立,2283817
注射用奥美拉唑钠,注射,粉针,2017,朗天药业(湖北),20mg,城市公立,2944564
注射用奥美拉唑钠,注射,粉针,2017,江苏奥赛康药业,20mg,城市公立,383701653
注射用奥美拉唑钠,注射,粉针,2017,海南灵康制药,20mg,城市公立,94523639
注射用奥美拉唑钠,注射,粉针,2017,青海晨菲制药,20mg,城市公立,94779
注射用奥美拉唑钠,注射,粉针,2018,山东北大高科华泰制药,20mg,城市公立,39496633
注射用奥美拉唑钠,注射,粉针,2018,山东罗欣药业集团,20mg,城市公立,14434033
注射用奥美拉唑钠,注射,粉针,2018,广东众生药业,20mg,城市公立,1007943
注射用奥美拉唑钠,注射,粉针,2018,广州一品红制药,20mg,城市公立,3303736
注射用奥美拉唑钠,注射,粉针,2018,晋城海斯制药,20mg,城市公立,645416
注射用奥美拉唑钠,注射,粉针,2018,朗天药业(湖北),20mg,城市公立,1397271
注射用奥美拉唑钠,注射,粉针,2018,江苏奥赛康药业,20mg,城市公立,399943330
注射用奥美拉唑钠,注射,粉针,2018,海南灵康制药,20mg,城市公立,111214416
注射用奥美拉唑钠,注射,粉针,2018,青海晨菲制药,20mg,城市公立,286571
注射用奥美拉唑钠,注射,粉针,2019,山东北大高科华泰制药,20mg,城市公立,31346371
注射用奥美拉唑钠,注射,粉针,2019,山东罗欣药业集团,20mg,城市公立,4980983
注射用奥美拉唑钠,注射,粉针,2019,广东众生药业,20mg,城市公立,1830131
注射用奥美拉唑钠,注射,粉针,2019,广州一品红制药,20mg,城市公立,1134077
注射用奥美拉唑钠,注射,粉针,2019,晋城海斯制药,20mg,城市公立,3267300
注射用奥美拉唑钠,注射,粉针,2019,朗天药业(湖北),20mg,城市公立,1654675
注射用奥美拉唑钠,注射,粉针,2019,江苏奥赛康药业,20mg,城市公立,386920478
注射用奥美拉唑钠,注射,粉针,2019,海南灵康制药,20mg,城市公立,86670742
注射用奥美拉唑钠,注射,粉针,2019,青海晨菲制药,20mg,城市公立,3554010
注射用奥美拉唑钠,注射,粉针,2020,山东北大高科华泰制药,20mg,城市公立,16749399
注射用奥美拉唑钠,注射,粉针,2020,山东罗欣药业集团,20mg,城市公立,7492290
注射用奥美拉唑钠,注射,粉针,2020,广东众生药业,20mg,城市公立,324234
注射用奥美拉唑钠,注射,粉针,2020,广州一品红制药,20mg,城市公立,2091780
注射用奥美拉唑钠,注射,粉针,2020,晋城海斯制药,20mg,城市公立,6714353
注射用奥美拉唑钠,注射,粉针,2020,朗天药业(湖北),20mg,城市公立,1404011
注射用奥美拉唑钠,注射,粉针,2020,江苏奥赛康药业,20mg,城市公立,289073525
注射用奥美拉唑钠,注射,粉针,2020,海南灵康制药,20mg,城市公立,81027079
注射用奥美拉唑钠,注射,粉针,2020,青海晨菲制药,20mg,城市公立,1327091
注射用奥美拉唑钠,注射,粉针,2021,山东北大高科华泰制药,20mg,城市公立,6959049
注射用奥美拉唑钠,注射,粉针,2021,山东罗欣药业集团,20mg,城市公立,4146323
注射用奥美拉唑钠,注射,粉针,2021,广东众生药业,20mg,城市公立,2173124
注射用奥美拉唑钠,注射,粉针,2021,广州一品红制药,20mg,城市公立,1722634
注射用奥美拉唑钠,注射,粉针,2021,晋城海斯制药,20mg,城市公立,5847216
注射用奥美拉唑钠,注射,粉针,2021,朗天药业(湖北),20mg,城市公立,3362605
注射用奥美拉唑钠,注射,粉针,2021,江苏奥赛康药业,20mg,城市公立,257199091
注射用奥美拉唑钠,注射,粉针,2021,海南灵康制药,20mg,城市公立,47553878
注射用奥美拉唑钠,注射,粉针,2021,青海晨菲制药,20mg,城市公立,131450
注射用奥美拉唑钠,注射,粉针,2022,山东北大高科华泰制药,20mg,城市公立,4990000
注射用奥美拉唑钠,注射,粉针,2022,山东裕欣药业,20mg,城市公立,3000000
注射用奥美拉唑钠,注射,粉针,2022,广东众生药业,20mg,城市公立,1840000
注射用奥美拉唑钠,注射,粉针,2022,晋城海斯制药,20mg,城市公立,6450000
注射用奥美拉唑钠,注射,粉针,2022,朗天药业(湖北),20mg,城市公立,4240000
注射用奥美拉唑钠,注射,粉针,2022,江苏奥赛康药业,20mg,城市公立,139020000
