,Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
11499,1964,Tokyo,Sailing,Sailing,Sture Stork,SWE,Men,5.5M,Silver,Sweden
11500,1964,Tokyo,Sailing,Sailing,Lars Thörn,SWE,Men,5.5M,Silver,Sweden
11501,1964,Tokyo,Sailing,Sailing,Richard Burke Deaver,USA,Men,Dragon,Bronze,United States
11502,1964,Tokyo,Sailing,Sailing,Lowell Orton North,USA,Men,Dragon,Bronze,United States
11503,1964,Tokyo,Sailing,Sailing,Charles Sinclair Rogers,USA,Men,Dragon,Bronze,United States
11504,1964,Tokyo,Sailing,Sailing,Ole Valdemar Henrik Berntsen,DEN,Men,Dragon,Gold,Denmark
11505,1964,Tokyo,Sailing,Sailing,Ole Poulsen,DEN,Men,Dragon,Gold,Denmark
11506,1964,Tokyo,Sailing,Sailing,Christian Robert Von Bülow,DEN,Men,Dragon,Gold,Denmark
11507,1964,Tokyo,Sailing,Sailing,Peter Ahrendt,EUA,Men,Dragon,Silver,
11508,1964,Tokyo,Sailing,Sailing,Wilfred Lorenz,EUA,Men,Dragon,Silver,
11509,1964,Tokyo,Sailing,Sailing,Ulrich Mense,EUA,Men,Dragon,Silver,
11510,1964,Tokyo,Sailing,Sailing,William Bruce Bentsen,USA,Men,Flying Dutchman,Bronze,United States
11511,1964,Tokyo,Sailing,Sailing,Harry Clemens Melges,USA,Men,Flying Dutchman,Bronze,United States
11512,1964,Tokyo,Sailing,Sailing,Helmer Orlaf L. Pedersen,NZL,Men,Flying Dutchman,Gold,New Zealand
11513,1964,Tokyo,Sailing,Sailing,Earle Leonard Wells,NZL,Men,Flying Dutchman,Gold,New Zealand
11514,1964,Tokyo,Sailing,Sailing,Anthony William Crawfort Morgan,GBR,Men,Flying Dutchman,Silver,United Kingdom
11515,1964,Tokyo,Sailing,Sailing,Franklyn Keith Musto,GBR,Men,Flying Dutchman,Silver,United Kingdom
11516,1964,Tokyo,Sailing,Sailing,Henning Norgaard Wind,DEN,Men,Single-Handed Dinghy (Finn),Bronze,Denmark
11517,1964,Tokyo,Sailing,Sailing,Wilhelm Kuhweide,EUA,Men,Single-Handed Dinghy (Finn),Gold,
11518,1964,Tokyo,Sailing,Sailing,Peter Jones Barrett,USA,Men,Single-Handed Dinghy (Finn),Silver,United States
11519,1964,Tokyo,Sailing,Sailing,Pelle Helmer Pettersson,SWE,Men,Two-Person Keelboat Open (Star),Bronze,Sweden
11520,1964,Tokyo,Sailing,Sailing,Holger Sundström,SWE,Men,Two-Person Keelboat Open (Star),Bronze,Sweden
11521,1964,Tokyo,Sailing,Sailing,Cecil George Cooke,BAH,Men,Two-Person Keelboat Open (Star),Gold,Bahamas
11522,1964,Tokyo,Sailing,Sailing,Durward Randolph Knowles,BAH,Men,Two-Person Keelboat Open (Star),Gold,Bahamas
11523,1964,Tokyo,Sailing,Sailing,Richard Irving Stearns,USA,Men,Two-Person Keelboat Open (Star),Silver,United States
11524,1964,Tokyo,Sailing,Sailing,Lynn Alfred Iii Williams,USA,Men,Two-Person Keelboat Open (Star),Silver,United States
11525,1964,Tokyo,Shooting,Shooting,Lubomir Nacovsky,TCH,Men,25M Rapid Fire Pistol (60 Shots),Bronze,
11526,1964,Tokyo,Shooting,Shooting,Pentti Tapio Akseli Linnosvuo,FIN,Men,25M Rapid Fire Pistol (60 Shots),Gold,Finland
11527,1964,Tokyo,Shooting,Shooting,Ion Tripsa,ROU,Men,25M Rapid Fire Pistol (60 Shots),Silver,
11528,1964,Tokyo,Shooting,Shooting,Martine Ingemar Gunnarsson,USA,Men,300M Free Rifle 3 Positions (3X40 Shots),Bronze,United States
11529,1964,Tokyo,Shooting,Shooting,Gary Lee Anderson,USA,Men,300M Free Rifle 3 Positions (3X40 Shots),Gold,United States
11530,1964,Tokyo,Shooting,Shooting,Shota Kveliashvili,URS,Men,300M Free Rifle 3 Positions (3X40 Shots),Silver,
11531,1964,Tokyo,Shooting,Shooting,Yoshihisa Yoshikawa,JPN,Men,50M Pistol (60 Shots),Bronze,Japan
11532,1964,Tokyo,Shooting,Shooting,Väinö Johannes Markkanen,FIN,Men,50M Pistol (60 Shots),Gold,Finland
11533,1964,Tokyo,Shooting,Shooting,Franklin Crawford Green,USA,Men,50M Pistol (60 Shots),Silver,United States
11534,1964,Tokyo,Shooting,Shooting,Laszlo Hammerl,HUN,Men,50M Rifle 3 Positions (3X40 Shots),Bronze,Hungary
11535,1964,Tokyo,Shooting,Shooting,Lones Wesley Jr. Wigger,USA,Men,50M Rifle 3 Positions (3X40 Shots),Gold,United States
11536,1964,Tokyo,Shooting,Shooting,Velitchko Christov,BUL,Men,50M Rifle 3 Positions (3X40 Shots),Silver,Bulgaria
11537,1964,Tokyo,Shooting,Shooting,Thomas Gayle Pool,USA,Men,50M Rifle Prone (60 Shots),Bronze,United States
11538,1964,Tokyo,Shooting,Shooting,Laszlo Hammerl,HUN,Men,50M Rifle Prone (60 Shots),Gold,Hungary
11539,1964,Tokyo,Shooting,Shooting,Lones Wesley Jr. Wigger,USA,Men,50M Rifle Prone (60 Shots),Silver,United States
11540,1964,Tokyo,Shooting,Shooting,William Clifton Morris,USA,Men,Trap (125 Targets),Bronze,United States
11541,1964,Tokyo,Shooting,Shooting,Ennio Mattarelli,ITA,Men,Trap (125 Targets),Gold,Italy
11542,1964,Tokyo,Shooting,Shooting,Pavel Senichev,URS,Men,Trap (125 Targets),Silver,
11543,1964,Tokyo,Volleyball,Volleyball,Yutaka Demachi,JPN,Men,Volleyball,Bronze,Japan
11544,1964,Tokyo,Volleyball,Volleyball,Tokihiko Higuchi,JPN,Men,Volleyball,Bronze,Japan
11545,1964,Tokyo,Volleyball,Volleyball,Nachiro Ikeda,JPN,Men,Volleyball,Bronze,Japan
11546,1964,Tokyo,Volleyball,Volleyball,Toshiaki Kosedo,JPN,Men,Volleyball,Bronze,Japan
11547,1964,Tokyo,Volleyball,Volleyball,Tsutomu Koyama,JPN,Men,Volleyball,Bronze,Japan
11548,1964,Tokyo,Volleyball,Volleyball,Masayuki Minami,JPN,Men,Volleyball,Bronze,Japan
11549,1964,Tokyo,Volleyball,Volleyball,Teruhisa Moriyama,JPN,Men,Volleyball,Bronze,Japan
11550,1964,Tokyo,Volleyball,Volleyball,Yuzo Nakamura,JPN,Men,Volleyball,Bronze,Japan
11551,1964,Tokyo,Volleyball,Volleyball,Katsutoshi Nekoda,JPN,Men,Volleyball,Bronze,Japan
11552,1964,Tokyo,Volleyball,Volleyball,Yasutaka Sato,JPN,Men,Volleyball,Bronze,Japan
11553,1964,Tokyo,Volleyball,Volleyball,Sadatoshi Sugahara,JPN,Men,Volleyball,Bronze,Japan
11554,1964,Tokyo,Volleyball,Volleyball,Takeshi Tokutomi,JPN,Men,Volleyball,Bronze,Japan
11555,1964,Tokyo,Volleyball,Volleyball,Ivan Bugaenkov,URS,Men,Volleyball,Gold,
11556,1964,Tokyo,Volleyball,Volleyball,Nikolai Burobin,URS,Men,Volleyball,Gold,
11557,1964,Tokyo,Volleyball,Volleyball,Yuri Chesnokov,URS,Men,Volleyball,Gold,
11558,1964,Tokyo,Volleyball,Volleyball,Valeri Kalachikhin,URS,Men,Volleyball,Gold,
11559,1964,Tokyo,Volleyball,Volleyball,Vazha Katcharava,URS,Men,Volleyball,Gold,
11560,1964,Tokyo,Volleyball,Volleyball,Vitali Kovalenko,URS,Men,Volleyball,Gold,
11561,1964,Tokyo,Volleyball,Volleyball,Stanislav Lyugailo,URS,Men,Volleyball,Gold,
11562,1964,Tokyo,Volleyball,Volleyball,Georgi Mondzolevsky,URS,Men,Volleyball,Gold,
11563,1964,Tokyo,Volleyball,Volleyball,Yuri Poyarkov,URS,Men,Volleyball,Gold,
11564,1964,Tokyo,Volleyball,Volleyball,Eduard Sibiryakov,URS,Men,Volleyball,Gold,
11565,1964,Tokyo,Volleyball,Volleyball,Yuri Vengerovsky,URS,Men,Volleyball,Gold,
11566,1964,Tokyo,Volleyball,Volleyball,Dmitri Voskoboinikov,URS,Men,Volleyball,Gold,
11567,1964,Tokyo,Volleyball,Volleyball,Milan Cuda,TCH,Men,Volleyball,Silver,
11568,1964,Tokyo,Volleyball,Volleyball,Bohumil Golian,TCH,Men,Volleyball,Silver,
11569,1964,Tokyo,Volleyball,Volleyball,Zdenek Humhal,TCH,Men,Volleyball,Silver,
11570,1964,Tokyo,Volleyball,Volleyball,Petr Kop,TCH,Men,Volleyball,Silver,
11571,1964,Tokyo,Volleyball,Volleyball,Josef Labuda,TCH,Men,Volleyball,Silver,
11572,1964,Tokyo,Volleyball,Volleyball,Josef Musil,TCH,Men,Volleyball,Silver,
11573,1964,Tokyo,Volleyball,Volleyball,Karel Paulus,TCH,Men,Volleyball,Silver,
11574,1964,Tokyo,Volleyball,Volleyball,Boris Perusic,TCH,Men,Volleyball,Silver,
11575,1964,Tokyo,Volleyball,Volleyball,Pavel Schenk,TCH,Men,Volleyball,Silver,
11576,1964,Tokyo,Volleyball,Volleyball,Vaclav Smidl,TCH,Men,Volleyball,Silver,
11577,1964,Tokyo,Volleyball,Volleyball,Josef Sorm,TCH,Men,Volleyball,Silver,
11578,1964,Tokyo,Volleyball,Volleyball,Ladislav Toman,TCH,Men,Volleyball,Silver,
11579,1964,Tokyo,Volleyball,Volleyball,Hanna Krystyna Busz,POL,Women,Volleyball,Bronze,Poland
11580,1964,Tokyo,Volleyball,Volleyball,Krystyna Czajkowska,POL,Women,Volleyball,Bronze,Poland
11581,1964,Tokyo,Volleyball,Volleyball,Marja Golimowska,POL,Women,Volleyball,Bronze,Poland
11582,1964,Tokyo,Volleyball,Volleyball,Barbara Wieslawa Hermela-Niemczyk,POL,Women,Volleyball,Bronze,Poland
11583,1964,Tokyo,Volleyball,Volleyball,Krystyna Jakubowska,POL,Women,Volleyball,Bronze,Poland
11584,1964,Tokyo,Volleyball,Volleyball,Danuta Kordaczuk,POL,Women,Volleyball,Bronze,Poland
11585,1964,Tokyo,Volleyball,Volleyball,Krystyna Krup,POL,Women,Volleyball,Bronze,Poland
11586,1964,Tokyo,Volleyball,Volleyball,Jozefa Ledwig,POL,Women,Volleyball,Bronze,Poland
11587,1964,Tokyo,Volleyball,Volleyball,Jadwiga Marko-Ksiazek,POL,Women,Volleyball,Bronze,Poland
11588,1964,Tokyo,Volleyball,Volleyball,Jadwiga Rutkowska,POL,Women,Volleyball,Bronze,Poland
11589,1964,Tokyo,Volleyball,Volleyball,Marja Sliwka,POL,Women,Volleyball,Bronze,Poland
11590,1964,Tokyo,Volleyball,Volleyball,Zofia Szczesniewska,POL,Women,Volleyball,Bronze,Poland
11591,1964,Tokyo,Volleyball,Volleyball,Yuko Fujimoto,JPN,Women,Volleyball,Gold,Japan
11592,1964,Tokyo,Volleyball,Volleyball,Yuriko Handa,JPN,Women,Volleyball,Gold,Japan
11593,1964,Tokyo,Volleyball,Volleyball,Sata Isobe,JPN,Women,Volleyball,Gold,Japan
11594,1964,Tokyo,Volleyball,Volleyball,Masae Kasai,JPN,Women,Volleyball,Gold,Japan
11595,1964,Tokyo,Volleyball,Volleyball,Maseko Kondo,JPN,Women,Volleyball,Gold,Japan
11596,1964,Tokyo,Volleyball,Volleyball,Katsumi Matsumura,JPN,Women,Volleyball,Gold,Japan
11597,1964,Tokyo,Volleyball,Volleyball,Yoshiko Matsumura,JPN,Women,Volleyball,Gold,Japan
11598,1964,Tokyo,Volleyball,Volleyball,Emiko Miyamoto,JPN,Women,Volleyball,Gold,Japan
11599,1964,Tokyo,Volleyball,Volleyball,Setsuko Sasaki,JPN,Women,Volleyball,Gold,Japan
11600,1964,Tokyo,Volleyball,Volleyball,Ayano Shibuki,JPN,Women,Volleyball,Gold,Japan
11601,1964,Tokyo,Volleyball,Volleyball,Yoko Shinozaki,JPN,Women,Volleyball,Gold,Japan
11602,1964,Tokyo,Volleyball,Volleyball,Kinuko Tanida,JPN,Women,Volleyball,Gold,Japan
11603,1964,Tokyo,Volleyball,Volleyball,Nelli Abramova,URS,Women,Volleyball,Silver,
11604,1964,Tokyo,Volleyball,Volleyball,Astra Biltauer,URS,Women,Volleyball,Silver,
11605,1964,Tokyo,Volleyball,Volleyball,Lyudmila Buldakova,URS,Women,Volleyball,Silver,
11606,1964,Tokyo,Volleyball,Volleyball,Lyudmila Gureeva,URS,Women,Volleyball,Silver,
11607,1964,Tokyo,Volleyball,Volleyball,Valentina Kamenek-Vinogradova,URS,Women,Volleyball,Silver,
11608,1964,Tokyo,Volleyball,Volleyball,Marita Katusheva,URS,Women,Volleyball,Silver,
11609,1964,Tokyo,Volleyball,Volleyball,Ninel Lukanina,URS,Women,Volleyball,Silver,
11610,1964,Tokyo,Volleyball,Volleyball,Valentina Mishak,URS,Women,Volleyball,Silver,
11611,1964,Tokyo,Volleyball,Volleyball,Tatyana Roshchina,URS,Women,Volleyball,Silver,
11612,1964,Tokyo,Volleyball,Volleyball,Inna Ryskal,URS,Women,Volleyball,Silver,
11613,1964,Tokyo,Volleyball,Volleyball,Antonina Ryzhova,URS,Women,Volleyball,Silver,
11614,1964,Tokyo,Volleyball,Volleyball,Tamara Tikhonina,URS,Women,Volleyball,Silver,
11615,1964,Tokyo,Weightlifting,Weightlifting,Shiro Ishinoseki,JPN,Men,"- 56KG, Total (Bantamweight)",Bronze,Japan
11616,1964,Tokyo,Weightlifting,Weightlifting,Aleksei Vakhonin,URS,Men,"- 56KG, Total (Bantamweight)",Gold,
11617,1964,Tokyo,Weightlifting,Weightlifting,Imre Földi,HUN,Men,"- 56KG, Total (Bantamweight)",Silver,Hungary
11618,1964,Tokyo,Weightlifting,Weightlifting,Norbert Schemansky,USA,Men,"+ 90KG, Total (Heavyweight)",Bronze,United States
11619,1964,Tokyo,Weightlifting,Weightlifting,Leonid Zhabotinsky,URS,Men,"+ 90KG, Total (Heavyweight)",Gold,
11620,1964,Tokyo,Weightlifting,Weightlifting,Yuri Vlasov,URS,Men,"+ 90KG, Total (Heavyweight)",Silver,
11621,1964,Tokyo,Weightlifting,Weightlifting,Mieczyslaw Nowak,POL,Men,"56 - 60KG, Total (Featherweight)",Bronze,Poland
11622,1964,Tokyo,Weightlifting,Weightlifting,Yoshinobu Miyake,JPN,Men,"56 - 60KG, Total (Featherweight)",Gold,Japan
11623,1964,Tokyo,Weightlifting,Weightlifting,Isaac Berger,USA,Men,"56 - 60KG, Total (Featherweight)",Silver,United States
11624,1964,Tokyo,Weightlifting,Weightlifting,Marian Zielinski,POL,Men,"60 - 67.5KG, Total (Lightweight)",Bronze,Poland
11625,1964,Tokyo,Weightlifting,Weightlifting,Waldemar Baszanowski,POL,Men,"60 - 67.5KG, Total (Lightweight)",Gold,Poland
11626,1964,Tokyo,Weightlifting,Weightlifting,Vladimir Kaplunov,URS,Men,"60 - 67.5KG, Total (Lightweight)",Silver,
11627,1964,Tokyo,Weightlifting,Weightlifting,Masashi Ohuchi,JPN,Men,"67.5 - 75KG, Total (Middleweight)",Bronze,Japan
11628,1964,Tokyo,Weightlifting,Weightlifting,Hans Zdrazila,TCH,Men,"67.5 - 75KG, Total (Middleweight)",Gold,
11629,1964,Tokyo,Weightlifting,Weightlifting,Viktor Kurentsov,URS,Men,"67.5 - 75KG, Total (Middleweight)",Silver,
11630,1964,Tokyo,Weightlifting,Weightlifting,Gyözö Veres,HUN,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Bronze,Hungary
11631,1964,Tokyo,Weightlifting,Weightlifting,Rudolf Plyukfelder,URS,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Gold,
11632,1964,Tokyo,Weightlifting,Weightlifting,Geza Toth,HUN,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Silver,Hungary
11633,1964,Tokyo,Weightlifting,Weightlifting,Ireneusz Palinski,POL,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Bronze,Poland
11634,1964,Tokyo,Weightlifting,Weightlifting,Vladimir Golovanov,URS,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Gold,
11635,1964,Tokyo,Weightlifting,Weightlifting,Louis George Martin,GBR,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Silver,United Kingdom
11636,1964,Tokyo,Wrestling,Wrestling Free.,Said Ali Akbar Haydari,IRI,Men,- 52KG (Flyweight),Bronze,Iran
11637,1964,Tokyo,Wrestling,Wrestling Free.,Yoshikatsu Yoshida,JPN,Men,- 52KG (Flyweight),Gold,Japan
11638,1964,Tokyo,Wrestling,Wrestling Free.,Chang-Sun Chang,KOR,Men,- 52KG (Flyweight),Silver,"Korea, South"
11639,1964,Tokyo,Wrestling,Wrestling Free.,Hamit Kaplan,TUR,Men,+ 97KG (Heavyweight),Bronze,Turkey
11640,1964,Tokyo,Wrestling,Wrestling Free.,Aleksandr Ivanitsky,URS,Men,+ 97KG (Heavyweight),Gold,
11641,1964,Tokyo,Wrestling,Wrestling Free.,Liutvi Akhmedov Djiber,BUL,Men,+ 97KG (Heavyweight),Silver,Bulgaria
11642,1964,Tokyo,Wrestling,Wrestling Free.,Aidyn Ali Ogly Ibragimov,URS,Men,52 - 57KG (Bantamweight),Bronze,
11643,1964,Tokyo,Wrestling,Wrestling Free.,Yojiro Uetake,JPN,Men,52 - 57KG (Bantamweight),Gold,Japan
11644,1964,Tokyo,Wrestling,Wrestling Free.,Hüseyin Akbas,TUR,Men,52 - 57KG (Bantamweight),Silver,Turkey
11645,1964,Tokyo,Wrestling,Wrestling Free.,Nodar Khokhashvili,URS,Men,57 - 63KG (Featherweight),Bronze,
11646,1964,Tokyo,Wrestling,Wrestling Free.,Osamu Watanabe,JPN,Men,57 - 63KG (Featherweight),Gold,Japan
11647,1964,Tokyo,Wrestling,Wrestling Free.,Stancho Ivanov Kolev,BUL,Men,57 - 63KG (Featherweight),Silver,Bulgaria
11648,1964,Tokyo,Wrestling,Wrestling Free.,Iwao Horiuchi,JPN,Men,63 - 70KG (Lightweight),Bronze,Japan
11649,1964,Tokyo,Wrestling,Wrestling Free.,Enyu Dimov Valtchev,BUL,Men,63 - 70KG (Lightweight),Gold,Bulgaria
11650,1964,Tokyo,Wrestling,Wrestling Free.,Klaus-Jürgen Rost,EUA,Men,63 - 70KG (Lightweight),Silver,
11651,1964,Tokyo,Wrestling,Wrestling Free.,Mohammad Ali Sanatkaran,IRI,Men,70 - 78KG (Welterweight),Bronze,Iran
11652,1964,Tokyo,Wrestling,Wrestling Free.,Ismail Ogan,TUR,Men,70 - 78KG (Welterweight),Gold,Turkey
11653,1964,Tokyo,Wrestling,Wrestling Free.,Guliko Sagaradze,URS,Men,70 - 78KG (Welterweight),Silver,
11654,1964,Tokyo,Wrestling,Wrestling Free.,Daniel Oliver Brand,USA,Men,78 - 87KG (Middleweight),Bronze,United States
11655,1964,Tokyo,Wrestling,Wrestling Free.,Prodan Stoyanov Gardjev,BUL,Men,78 - 87KG (Middleweight),Gold,Bulgaria
11656,1964,Tokyo,Wrestling,Wrestling Free.,Hasan Güngör,TUR,Men,78 - 87KG (Middleweight),Silver,Turkey
11657,1964,Tokyo,Wrestling,Wrestling Free.,Said Mustafov Cherifov,BUL,Men,87 - 97KG (Light-Heavyweight),Bronze,Bulgaria
11658,1964,Tokyo,Wrestling,Wrestling Free.,Aleksandr Medved,URS,Men,87 - 97KG (Light-Heavyweight),Gold,
11659,1964,Tokyo,Wrestling,Wrestling Free.,Ahmet Ayik,TUR,Men,87 - 97KG (Light-Heavyweight),Silver,Turkey
11660,1964,Tokyo,Wrestling,Wrestling Gre-R,Dumitru Pirvulescu,ROU,Men,- 52KG (Flyweight),Bronze,
11661,1964,Tokyo,Wrestling,Wrestling Gre-R,Tsutomu Hanahara,JPN,Men,- 52KG (Flyweight),Gold,Japan
11662,1964,Tokyo,Wrestling,Wrestling Gre-R,Angel Stoyanov Keresov,BUL,Men,- 52KG (Flyweight),Silver,Bulgaria
11663,1964,Tokyo,Wrestling,Wrestling Gre-R,Wilfried Dietrich,EUA,Men,+ 97KG (Super Heavyweight),Bronze,
11664,1964,Tokyo,Wrestling,Wrestling Gre-R,Istvan Kozma,HUN,Men,+ 97KG (Super Heavyweight),Gold,Hungary
11665,1964,Tokyo,Wrestling,Wrestling Gre-R,Anatoli Roshchin,URS,Men,+ 97KG (Super Heavyweight),Silver,
11666,1964,Tokyo,Wrestling,Wrestling Gre-R,Ion Cernea,ROU,Men,52 - 57KG (Bantamweight),Bronze,
11667,1964,Tokyo,Wrestling,Wrestling Gre-R,Masamitsu Ichiguchi,JPN,Men,52 - 57KG (Bantamweight),Gold,Japan
11668,1964,Tokyo,Wrestling,Wrestling Gre-R,Vladlen Trostyansky,URS,Men,52 - 57KG (Bantamweight),Silver,
11669,1964,Tokyo,Wrestling,Wrestling Gre-R,Branko Martinovic,YUG,Men,57 - 63KG (Featherweight),Bronze,
11670,1964,Tokyo,Wrestling,Wrestling Gre-R,Imre Polyak,HUN,Men,57 - 63KG (Featherweight),Gold,Hungary
11671,1964,Tokyo,Wrestling,Wrestling Gre-R,Roman Rurua,URS,Men,57 - 63KG (Featherweight),Silver,
11672,1964,Tokyo,Wrestling,Wrestling Gre-R,David Gvanteladze,URS,Men,63 - 70KG (Lightweight),Bronze,
11673,1964,Tokyo,Wrestling,Wrestling Gre-R,Kazim Ayvaz,TUR,Men,63 - 70KG (Lightweight),Gold,Turkey
11674,1964,Tokyo,Wrestling,Wrestling Gre-R,Valeriu Bularca,ROU,Men,63 - 70KG (Lightweight),Silver,
11675,1964,Tokyo,Wrestling,Wrestling Gre-R,Bertil Nyström,SWE,Men,70 - 78KG (Welterweight),Bronze,Sweden
11676,1964,Tokyo,Wrestling,Wrestling Gre-R,Anatoli Kolesov,URS,Men,70 - 78KG (Welterweight),Gold,
11677,1964,Tokyo,Wrestling,Wrestling Gre-R,Kiril Petkov Todorov,BUL,Men,70 - 78KG (Welterweight),Silver,Bulgaria
11678,1964,Tokyo,Wrestling,Wrestling Gre-R,Lothar Metz,EUA,Men,78 - 87KG (Middleweight),Bronze,
11679,1964,Tokyo,Wrestling,Wrestling Gre-R,Branislav Simic,YUG,Men,78 - 87KG (Middleweight),Gold,
11680,1964,Tokyo,Wrestling,Wrestling Gre-R,Jiri Kormanik,TCH,Men,78 - 87KG (Middleweight),Silver,
11681,1964,Tokyo,Wrestling,Wrestling Gre-R,Heinz Kiehl,EUA,Men,87 - 97KG (Light-Heavyweight),Bronze,
11682,1964,Tokyo,Wrestling,Wrestling Gre-R,Boyan Aleksandrov Radev,BUL,Men,87 - 97KG (Light-Heavyweight),Gold,Bulgaria
11683,1964,Tokyo,Wrestling,Wrestling Gre-R,Per Oscar Svensson,SWE,Men,87 - 97KG (Light-Heavyweight),Silver,Sweden
11684,1968,Mexico,Aquatics,Diving,Edwin Frank Young,USA,Men,10M Platform,Bronze,United States
11685,1968,Mexico,Aquatics,Diving,Klaus Dibiasi,ITA,Men,10M Platform,Gold,Italy
11686,1968,Mexico,Aquatics,Diving,Alvaro Gaxiola Robles,MEX,Men,10M Platform,Silver,Mexico
11687,1968,Mexico,Aquatics,Diving,Ann Stewart Peterson,USA,Women,10M Platform,Bronze,United States
11688,1968,Mexico,Aquatics,Diving,Milena Duchkova,TCH,Women,10M Platform,Gold,
11689,1968,Mexico,Aquatics,Diving,Natalya Kuznetsova-Lobanova,URS,Women,10M Platform,Silver,
11690,1968,Mexico,Aquatics,Diving,James Edward Henry,USA,Men,3M Springboard,Bronze,United States
11691,1968,Mexico,Aquatics,Diving,Bernard Charles Wrightson,USA,Men,3M Springboard,Gold,United States
11692,1968,Mexico,Aquatics,Diving,Klaus Dibiasi,ITA,Men,3M Springboard,Silver,Italy
11693,1968,Mexico,Aquatics,Diving,Keala O'Sullivan,USA,Women,3M Springboard,Bronze,United States
11694,1968,Mexico,Aquatics,Diving,Susanne Gossick,USA,Women,3M Springboard,Gold,United States
11695,1968,Mexico,Aquatics,Diving,Tamara Fedosova-Pogozheva,URS,Women,3M Springboard,Silver,
11696,1968,Mexico,Aquatics,Swimming,Ronald P. Mills,USA,Men,100M Backstroke,Bronze,United States
11697,1968,Mexico,Aquatics,Swimming,Roland Matthes,GDR,Men,100M Backstroke,Gold,
11698,1968,Mexico,Aquatics,Swimming,Charles Buchanan Hickcox,USA,Men,100M Backstroke,Silver,United States
11699,1968,Mexico,Aquatics,Swimming,Jane Ellen Swagerty,USA,Women,100M Backstroke,Bronze,United States
11700,1968,Mexico,Aquatics,Swimming,Kaye Marie Hall,USA,Women,100M Backstroke,Gold,United States
11701,1968,Mexico,Aquatics,Swimming,Elaine Tanner,CAN,Women,100M Backstroke,Silver,Canada
11702,1968,Mexico,Aquatics,Swimming,Nikolai Pankin,URS,Men,100M Breaststroke,Bronze,
11703,1968,Mexico,Aquatics,Swimming,Donald Ward Jr. Mckenzie,USA,Men,100M Breaststroke,Gold,United States
11704,1968,Mexico,Aquatics,Swimming,Vladimir Kosinsky,URS,Men,100M Breaststroke,Silver,
11705,1968,Mexico,Aquatics,Swimming,Sharon Lynn Wichman,USA,Women,100M Breaststroke,Bronze,United States
11706,1968,Mexico,Aquatics,Swimming,Djurdjica Bjedov,YUG,Women,100M Breaststroke,Gold,
11707,1968,Mexico,Aquatics,Swimming,Galina Prozumenschikova-Stepanova,URS,Women,100M Breaststroke,Silver,
11708,1968,Mexico,Aquatics,Swimming,Ross Elliott Wales,USA,Men,100M Butterfly,Bronze,United States
11709,1968,Mexico,Aquatics,Swimming,Douglas Albert Russell,USA,Men,100M Butterfly,Gold,United States
11710,1968,Mexico,Aquatics,Swimming,Mark Spitz,USA,Men,100M Butterfly,Silver,United States
11711,1968,Mexico,Aquatics,Swimming,Susanne Marie Shields,USA,Women,100M Butterfly,Bronze,United States
11712,1968,Mexico,Aquatics,Swimming,Lynette Mcclements,AUS,Women,100M Butterfly,Gold,Australia
11713,1968,Mexico,Aquatics,Swimming,Eleanor Suzanne Daniel,USA,Women,100M Butterfly,Silver,United States
11714,1968,Mexico,Aquatics,Swimming,Mark Spitz,USA,Men,100M Freestyle,Bronze,United States
11715,1968,Mexico,Aquatics,Swimming,Michael Vincent Wenden,AUS,Men,100M Freestyle,Gold,Australia
11716,1968,Mexico,Aquatics,Swimming,Kenneth Marshall Walsh,USA,Men,100M Freestyle,Silver,United States
11717,1968,Mexico,Aquatics,Swimming,Linda Lee Gustavson,USA,Women,100M Freestyle,Bronze,United States
11718,1968,Mexico,Aquatics,Swimming,Jane Margo Henne,USA,Women,100M Freestyle,Gold,United States
11719,1968,Mexico,Aquatics,Swimming,Susan Jane Pedersen,USA,Women,100M Freestyle,Silver,United States
11720,1968,Mexico,Aquatics,Swimming,Gregory Brough,AUS,Men,1500M Freestyle,Bronze,Australia
11721,1968,Mexico,Aquatics,Swimming,Michael Jay Burton,USA,Men,1500M Freestyle,Gold,United States
11722,1968,Mexico,Aquatics,Swimming,John Pitann Kinsella,USA,Men,1500M Freestyle,Silver,United States
11723,1968,Mexico,Aquatics,Swimming,Jack S. Horsley,USA,Men,200M Backstroke,Bronze,United States
11724,1968,Mexico,Aquatics,Swimming,Roland Matthes,GDR,Men,200M Backstroke,Gold,
11725,1968,Mexico,Aquatics,Swimming,Mitchell Ivey,USA,Men,200M Backstroke,Silver,United States
11726,1968,Mexico,Aquatics,Swimming,Kaye Marie Hall,USA,Women,200M Backstroke,Bronze,United States
11727,1968,Mexico,Aquatics,Swimming,Lillian Debra Watson,USA,Women,200M Backstroke,Gold,United States
11728,1968,Mexico,Aquatics,Swimming,Elaine Tanner,CAN,Women,200M Backstroke,Silver,Canada
11729,1968,Mexico,Aquatics,Swimming,Brian Gregory Job,USA,Men,200M Breaststroke,Bronze,United States
11730,1968,Mexico,Aquatics,Swimming,Felipe Munoz,MEX,Men,200M Breaststroke,Gold,Mexico
