merchant_id,label_is_bad,total_fraud_loss,label_generated_ts,label_generated_stage
m_02020,0,1.62,,
m_02021,0,128.61,,
m_02022,0,7.13,,
m_02023,0,54.4,,
m_02024,0,0.63,,
m_02025,0,0.46,,
m_02026,0,0.52,,
m_02027,0,156.84,,
m_02028,0,233.59,,
m_02029,0,1.48,,
m_02030,0,2.01,,
m_02031,0,1.64,,
m_02032,1,1.09,2025-07-16 00:00:00,onboarding
m_02033,0,0.24,,
m_02034,0,32.62,,
m_02035,0,2.66,,
m_02036,0,3.16,,
m_02037,0,79.18,,
m_02038,0,0.17,,
m_02039,0,0.48,,
m_02040,0,1.71,,
m_02041,0,41.98,,
m_02042,0,0.92,,
m_02043,0,1.24,,
m_02044,0,4.19,,
m_02045,0,0.57,,
m_02046,0,1.55,,
m_02047,0,0.57,,
m_02048,0,1.68,,
m_02049,0,3.3,,
m_02050,0,194.67,,
m_02051,0,0.31,,
m_02052,0,2.48,,
m_02053,0,0.85,,
m_02054,0,5.11,,
m_02055,0,4.95,,
m_02056,0,1.45,,
m_02057,0,12.23,,
m_02058,1,1.33,2026-05-05 09:00:00,post onboarding
m_02059,0,4.5,,
m_02060,0,2.08,,
m_02061,0,1.67,,
m_02062,0,1.51,,
m_02063,1,1.57,2025-12-15 01:00:00,post onboarding
m_02064,0,4.94,,
m_02065,0,2.41,,
m_02066,0,0.52,,
m_02067,0,1.85,,
m_02068,0,1.29,,
m_02069,0,7.34,,
m_02070,0,1.39,,
m_02071,0,0.24,,
m_02072,0,62.42,,
m_02073,0,7.25,,
m_02074,0,5.51,,
m_02075,0,1.94,,
m_02076,0,3.15,,
m_02077,0,9.02,,
m_02078,0,3.04,,
m_02079,0,270.87,,
m_02080,0,0.6,,
m_02081,1,0.5,2025-03-31 00:00:00,onboarding
m_02082,0,2.69,,
m_02083,0,0.83,,
m_02084,0,0.25,,
m_02085,0,0.21,,
m_02086,0,18.6,,
m_02087,0,1.36,,
m_02088,0,12.56,,
m_02089,0,617.95,,
m_02090,0,6.45,,
m_02091,0,7.54,,
m_02092,0,1.91,,
m_02093,0,13.11,,
m_02094,0,0.42,,
m_02095,0,0.42,,
m_02096,0,21.28,,
m_02097,0,0.18,,
m_02098,0,1.52,,
m_02099,0,0.39,,
m_02100,0,3.66,,
m_02101,0,4.9,,
m_02102,0,0.77,,
m_02103,0,3.3,,
m_02104,0,8.31,,
m_02105,0,0.56,,
m_02106,0,56.89,,
m_02107,0,9.32,,
m_02108,0,0.76,,
m_02109,0,1.65,,
m_02110,0,1.56,,
m_02111,0,1.74,,
m_02112,0,2.29,,
m_02113,0,2.42,,
m_02114,0,9.38,,
m_02115,0,11.82,,
m_02116,0,0.95,,
m_02117,0,2.5,,
m_02118,0,0.19,,
m_02119,0,199.4,,
m_02120,0,0.71,,
m_02121,0,3.33,,
m_02122,0,3.37,,
m_02123,0,0.59,,
m_02124,0,0.81,,
m_02125,0,114.55,,
m_02126,0,1.4,,
m_02127,0,2.73,,
m_02128,0,1.47,,
m_02129,0,0.98,,
m_02130,0,0.07,,
m_02131,0,4.14,,
m_02132,0,0.05,,
m_02133,0,2.92,,
m_02134,0,0.87,,
m_02135,0,1.93,,
m_02136,0,16.5,,
m_02137,0,6.17,,
m_02138,0,37.78,,
m_02139,0,0.93,,
m_02140,1,0.9,2025-08-07 00:00:00,onboarding
m_02141,0,1.4,,
m_02142,0,0.65,,
m_02143,0,2.05,,
m_02144,0,1.36,,
m_02145,0,6.0,,
m_02146,0,0.5,,
m_02147,0,0.17,,
m_02148,0,2.15,,
m_02149,0,6.69,,
m_02150,0,5.44,,
m_02151,0,34.13,,
m_02152,0,5.0,,
m_02153,0,1.99,,
m_02154,0,0.51,,
m_02155,0,1.04,,
m_02156,0,1.69,,
m_02157,0,0.26,,
m_02158,1,0.34,2025-07-21 16:00:00,post onboarding
m_02159,0,0.11,,
m_02160,0,4.26,,
m_02161,0,3.06,,
m_02162,0,8.9,,
m_02163,0,2.73,,
m_02164,0,5.03,,
m_02165,0,2.74,,
m_02166,0,0.51,,
m_02167,0,4.09,,
m_02168,0,243.07,,
m_02169,0,1.88,,
m_02170,0,0.69,,
m_02171,0,0.29,,
m_02172,0,5.26,,
m_02173,0,3.94,,
m_02174,0,0.05,,
m_02175,0,82.98,,
m_02176,0,2.35,,
m_02177,0,0.11,,
m_02178,0,0.67,,
m_02179,0,7.87,,
m_02180,0,223.62,,
m_02181,0,1.0,,
m_02182,0,5.78,,
m_02183,0,2.35,,
m_02184,0,2.36,,
m_02185,0,4.69,,
m_02186,0,0.41,,
m_02187,0,1.11,,
m_02188,0,2.7,,
m_02189,0,11.5,,
m_02190,0,1.45,,
m_02191,0,10.41,,
m_02192,0,1.35,,
m_02193,1,886.24,2025-09-03 13:00:00,post onboarding
m_02194,0,1.79,,
m_02195,0,2.65,,
m_02196,0,3.34,,
m_02197,0,2.76,,
m_02198,0,6.62,,
m_02199,0,0.36,,
m_02200,0,2.7,,
m_02201,0,2.17,,
m_02202,0,1.06,,
m_02203,0,0.7,,
m_02204,1,0.05,2025-11-24 10:00:00,post onboarding
m_02205,0,0.92,,
m_02206,0,6.33,,
m_02207,0,5.01,,
m_02208,0,315.67,,
m_02209,0,2.08,,
m_02210,0,2.22,,
m_02211,0,4.91,,
m_02212,0,68.49,,
m_02213,0,14.38,,
m_02214,0,4.96,,
m_02215,0,5.53,,
m_02216,1,9.88,2025-04-28 08:00:00,post onboarding
m_02217,0,0.19,,
m_02218,0,3.19,,
m_02219,0,7.26,,
m_02220,0,50.94,,
m_02221,0,0.86,,
m_02222,0,0.99,,
m_02223,0,101.66,,
m_02224,1,47.85,2026-01-26 13:00:00,post onboarding
m_02225,0,2.11,,
m_02226,0,2.38,,
m_02227,0,3.12,,
m_02228,0,0.26,,
m_02229,0,29.35,,
m_02230,0,0.29,,
m_02231,0,101.11,,
m_02232,0,0.67,,
m_02233,0,5.05,,
m_02234,0,3.67,,
m_02235,0,1.06,,
m_02236,0,1.77,,
m_02237,0,24.61,,
m_02238,0,0.53,,
m_02239,0,3.72,,
m_02240,0,0.39,,
m_02241,0,2.11,,
m_02242,0,0.91,,
m_02243,0,7.67,,
m_02244,0,145.73,,
m_02245,0,12.56,,
m_02246,0,3.58,,
m_02247,0,231.97,,
m_02248,0,1.13,,
m_02249,0,0.28,,
m_02250,0,1.79,,
m_02251,0,2.22,,
m_02252,0,2.52,,
m_02253,0,72.28,,
m_02254,0,3.69,,
m_02255,1,0.32,2025-07-28 00:00:00,onboarding
m_02256,0,74.83,,
m_02257,0,0.93,,
m_02258,0,5.28,,
m_02259,0,1.8,,
m_02260,0,190.75,,
m_02261,0,5.36,,
m_02262,0,11.35,,
m_02263,0,2.43,,
m_02264,0,54.12,,
m_02265,0,17.41,,
m_02266,0,2.54,,
m_02267,0,0.23,,
m_02268,0,9.18,,
m_02269,0,1.61,,
m_02270,0,1.0,,
m_02271,0,169.84,,
m_02272,0,1.53,,
m_02273,0,1.31,,
m_02274,0,0.8,,
m_02275,0,2.64,,
m_02276,0,1.28,,
m_02277,0,0.57,,
m_02278,0,1.68,,
m_02279,0,40.58,,
m_02280,0,2.71,,
m_02281,0,0.23,,
m_02282,0,3.89,,
m_02283,0,0.51,,
m_02284,0,244.92,,
m_02285,1,7.83,2025-08-16 14:00:00,post onboarding
m_02286,0,2.03,,
m_02287,0,1.94,,
m_02288,0,1.98,,
m_02289,0,11.5,,
m_02290,0,0.04,,
m_02291,0,2.98,,
m_02292,0,44.06,,
m_02293,0,3.32,,
m_02294,1,1.54,2025-10-03 23:00:00,post onboarding
m_02295,0,34.73,,
m_02296,0,164.36,,
m_02297,0,1.05,,
m_02298,0,0.43,,
m_02299,0,153.72,,
m_02300,0,1.19,,
m_02301,0,1.98,,
m_02302,0,4.42,,
m_02303,0,0.42,,
m_02304,0,0.12,,
m_02305,0,4.02,,
m_02306,0,17.67,,
m_02307,0,3.46,,
m_02308,0,35.5,,
m_02309,0,4.43,,
m_02310,0,2.02,,
m_02311,0,1.7,,
m_02312,0,6.86,,
m_02313,0,6.03,,
m_02314,0,1.61,,
m_02315,0,124.48,,
m_02316,0,1.38,,
m_02317,0,29.84,,
m_02318,0,4.78,,
m_02319,0,4.26,,
m_02320,0,0.1,,
m_02321,0,0.7,,
m_02322,0,1.7,,
m_02323,0,3.45,,
m_02324,0,0.06,,
m_02325,0,4.98,,
m_02326,0,1.68,,
m_02327,0,8.26,,
m_02328,0,2.93,,
m_02329,0,4.12,,
m_02330,0,1.37,,
m_02331,0,0.99,,
m_02332,0,1.92,,
m_02333,1,1.89,2026-04-03 12:00:00,post onboarding
m_02334,0,6.25,,
m_02335,0,0.69,,
m_02336,0,1.09,,
m_02337,0,1.1,,
m_02338,0,111.19,,
m_02339,0,4.75,,
m_02340,0,2.91,,
m_02341,0,7.23,,
m_02342,0,1.48,,
m_02343,0,0.71,,
m_02344,0,2.24,,
m_02345,1,0.72,2025-05-21 00:00:00,onboarding
m_02346,0,53.96,,
m_02347,0,9.86,,
m_02348,0,1.66,,
m_02349,0,3.04,,
m_02350,0,1.01,,
m_02351,0,0.2,,
m_02352,0,0.24,,
m_02353,0,5.15,,
m_02354,0,0.88,,
m_02355,0,1.74,,
m_02356,0,0.6,,
m_02357,1,1.66,2026-03-16 15:00:00,post onboarding
m_02358,1,0.48,2025-02-04 00:00:00,onboarding
m_02359,0,3.12,,
m_02360,0,0.63,,
m_02361,0,3.45,,
m_02362,0,2.18,,
m_02363,0,5.75,,
m_02364,0,1.91,,
m_02365,0,1.52,,
m_02366,0,5.17,,
m_02367,0,66.58,,
m_02368,0,3.13,,
m_02369,0,4.43,,
m_02370,0,2.13,,
m_02371,0,53.9,,
m_02372,0,5.55,,
m_02373,0,2.04,,
m_02374,0,0.52,,
m_02375,0,1.85,,
m_02376,0,2.4,,
m_02377,0,4.23,,
m_02378,0,1.26,,
m_02379,0,2.88,,
m_02380,0,1.1,,
m_02381,0,3.0,,
m_02382,0,0.12,,
m_02383,0,86.69,,
m_02384,0,0.97,,
m_02385,0,0.42,,
m_02386,0,0.53,,
m_02387,0,0.61,,
m_02388,0,1.63,,
m_02389,0,0.51,,
m_02390,0,2.25,,
m_02391,0,0.8,,
m_02392,0,1.29,,
m_02393,0,4.37,,
m_02394,0,1.93,,
m_02395,0,1.65,,
m_02396,0,4.99,,
m_02397,1,0.52,2025-10-08 08:00:00,post onboarding
m_02398,0,3.54,,
m_02399,0,2.64,,
m_02400,0,0.54,,
m_02401,0,0.64,,
m_02402,0,23.6,,
m_02403,0,1.92,,
m_02404,0,0.32,,
m_02405,0,1.38,,
m_02406,0,8.57,,
m_02407,0,3.35,,
m_02408,0,0.33,,
m_02409,0,2.66,,
m_02410,0,1.3,,
m_02411,0,2.15,,
m_02412,0,4.14,,
m_02413,0,3.46,,
m_02414,0,2.78,,
m_02415,0,6.96,,
m_02416,0,97.81,,
m_02417,0,0.76,,
m_02418,0,5.6,,
m_02419,0,0.7,,
m_02420,0,0.29,,
m_02421,0,0.26,,
m_02422,0,3.94,,
m_02423,0,431.44,,
m_02424,0,5.14,,
m_02425,0,1.86,,
m_02426,0,2.36,,
m_02427,0,2.68,,
m_02428,0,3.42,,
m_02429,0,0.8,,
m_02430,0,2.43,,
m_02431,0,3.52,,
m_02432,0,4.08,,
m_02433,0,5.5,,
m_02434,0,13.18,,
m_02435,0,1.11,,
m_02436,0,2.68,,
m_02437,0,2.7,,
m_02438,0,1.63,,
m_02439,0,0.84,,
m_02440,0,0.46,,
m_02441,0,2.79,,
m_02442,0,2.38,,
m_02443,0,4.25,,
m_02444,0,3.11,,
m_02445,1,691.11,2026-01-15 04:00:00,post onboarding
m_02446,0,1.99,,
m_02447,1,0.24,2025-08-14 00:00:00,onboarding
m_02448,0,3.15,,
m_02449,0,0.02,,
m_02450,0,1.02,,
m_02451,0,115.61,,
m_02452,0,3.69,,
m_02453,0,3.33,,
m_02454,0,1.31,,
m_02455,0,0.25,,
m_02456,0,1.78,,
m_02457,0,2.1,,
m_02458,1,102.98,2026-03-01 01:00:00,post onboarding
m_02459,0,3.72,,
m_02460,0,2.38,,
m_02461,0,2.33,,
m_02462,0,0.92,,
m_02463,0,1.56,,
m_02464,0,2.67,,
m_02465,0,3.28,,
m_02466,0,6.57,,
m_02467,0,3.76,,
m_02468,0,44.49,,
m_02469,0,1.42,,
m_02470,0,0.32,,
m_02471,0,15.53,,
m_02472,0,0.1,,
m_02473,0,0.31,,
m_02474,0,3.18,,
m_02475,0,1.2,,
m_02476,0,2.32,,
m_02477,0,9.94,,
m_02478,0,0.4,,
m_02479,0,0.69,,
m_02480,0,21.55,,
m_02481,0,3.2,,
m_02482,0,0.61,,
m_02483,0,1.06,,
m_02484,0,82.67,,
m_02485,0,0.05,,
m_02486,0,3.53,,
m_02487,0,4.01,,
m_02488,0,0.32,,
m_02489,0,1.86,,
m_02490,0,293.06,,
m_02491,0,1.6,,
m_02492,0,0.89,,
m_02493,0,2.49,,
m_02494,0,3.08,,
m_02495,0,0.66,,
m_02496,0,1.07,,
m_02497,0,5.67,,
m_02498,0,0.31,,
m_02499,0,5.4,,
m_02500,0,1.47,,
m_02501,0,15.21,,
m_02502,0,3.03,,
m_02503,0,5.36,,
m_02504,0,4.6,,
m_02505,0,3.84,,
m_02506,0,1.08,,
m_02507,0,2.07,,
m_02508,0,3.33,,
m_02509,0,4.21,,
m_02510,0,2.31,,
m_02511,0,7.04,,
m_02512,0,407.54,,
m_02513,0,1.7,,
m_02514,0,0.03,,
m_02515,0,107.16,,
m_02516,0,4.21,,
m_02517,0,5.68,,
m_02518,0,0.15,,
m_02519,0,5.0,,
m_02520,0,0.53,,
m_02521,0,0.08,,
m_02522,0,4.66,,
m_02523,0,1.94,,
m_02524,0,1.19,,
m_02525,0,3.68,,
m_02526,0,1.92,,
m_02527,0,9.17,,
m_02528,0,43.04,,
m_02529,0,0.9,,
m_02530,0,0.67,,
m_02531,0,9.39,,
m_02532,1,203.36,2025-10-01 10:00:00,post onboarding
m_02533,0,0.53,,
m_02534,0,1.17,,
m_02535,0,2.69,,
m_02536,1,46.84,2025-10-08 09:00:00,post onboarding
m_02537,0,7.34,,
m_02538,0,3.05,,
m_02539,0,1.25,,
m_02540,0,2.79,,
m_02541,0,1.22,,
m_02542,0,197.74,,
m_02543,0,4.57,,
m_02544,0,2.05,,
m_02545,0,9.19,,
m_02546,0,1.16,,
m_02547,0,2.01,,
m_02548,0,4.79,,
m_02549,0,2.69,,
m_02550,0,3.69,,
m_02551,0,12.18,,
m_02552,0,4.39,,
m_02553,0,4.55,,
m_02554,0,1.24,,
m_02555,0,48.69,,
m_02556,0,0.15,,
m_02557,0,1.78,,
m_02558,0,2.29,,
m_02559,0,0.59,,
m_02560,0,1.45,,
m_02561,0,0.78,,
m_02562,0,1.17,,
m_02563,0,3.18,,
m_02564,0,4.61,,
m_02565,0,1.34,,
m_02566,0,3.73,,
m_02567,0,0.92,,
m_02568,0,1.37,,
m_02569,0,0.8,,
m_02570,0,1.69,,
m_02571,0,1.19,,
m_02572,0,0.11,,
m_02573,0,3.43,,
m_02574,0,1.91,,
m_02575,0,0.13,,
m_02576,0,17.68,,
m_02577,0,2.0,,
m_02578,0,0.23,,
m_02579,0,1.74,,
m_02580,0,3.28,,
m_02581,0,7.41,,
m_02582,0,102.3,,
m_02583,0,2.63,,
m_02584,0,14.35,,
m_02585,0,3.23,,
m_02586,0,1.24,,
m_02587,0,4.8,,
m_02588,0,1.49,,
m_02589,0,0.85,,
m_02590,0,0.38,,
m_02591,0,0.13,,
m_02592,0,2.54,,
m_02593,0,0.44,,
m_02594,0,2.3,,
m_02595,0,0.59,,
m_02596,0,0.04,,
m_02597,0,4.41,,
m_02598,0,62.51,,
m_02599,0,35.3,,
m_02600,0,1.8,,
m_02601,0,0.77,,
m_02602,0,0.71,,
m_02603,1,0.42,2025-08-06 00:00:00,onboarding
m_02604,0,9.19,,
m_02605,0,4.54,,
m_02606,0,6.38,,
m_02607,0,4.61,,
m_02608,0,5.25,,
m_02609,0,1.61,,
m_02610,0,1.19,,
m_02611,0,1.0,,
m_02612,0,3.2,,
m_02613,0,0.59,,
m_02614,0,0.27,,
m_02615,0,1.28,,
m_02616,0,1.43,,
m_02617,0,3.85,,
m_02618,0,114.35,,
m_02619,0,6.93,,
m_02620,0,3.12,,
m_02621,0,0.25,,
m_02622,0,0.41,,
m_02623,0,1.57,,
m_02624,0,1.15,,
m_02625,0,6.35,,
m_02626,0,0.01,,
m_02627,0,0.24,,
m_02628,0,5.32,,
m_02629,0,2.22,,
m_02630,0,27.73,,
m_02631,0,1.43,,
m_02632,0,8.22,,
m_02633,0,3.56,,
m_02634,0,1.94,,
m_02635,0,0.41,,
m_02636,0,0.55,,
m_02637,0,3.68,,
m_02638,0,0.98,,
m_02639,0,5.13,,
m_02640,0,1.6,,
m_02641,0,2.28,,
m_02642,0,0.75,,
m_02643,0,3.07,,
m_02644,0,1.2,,
m_02645,0,1.69,,
m_02646,0,0.29,,
m_02647,0,4.75,,
m_02648,1,0.33,2025-09-27 00:00:00,onboarding
m_02649,0,153.0,,
m_02650,0,0.38,,
m_02651,0,82.26,,
m_02652,0,9.36,,
m_02653,0,4.33,,
m_02654,0,5.03,,
m_02655,0,5.5,,
m_02656,0,2.41,,
m_02657,0,9.02,,
m_02658,0,3.84,,
m_02659,1,135.9,2025-05-20 10:00:00,post onboarding
m_02660,1,0.22,2025-04-17 00:00:00,onboarding
m_02661,0,0.95,,
m_02662,1,120.07,2026-02-08 15:00:00,post onboarding
m_02663,0,2.33,,
m_02664,0,1.35,,
m_02665,0,3.63,,
m_02666,0,3.66,,
m_02667,0,1.65,,
m_02668,0,0.04,,
m_02669,0,1.08,,
m_02670,0,5.8,,
m_02671,0,3.55,,
m_02672,0,1.39,,
m_02673,1,3.51,2026-01-01 23:00:00,post onboarding
m_02674,0,1.04,,
m_02675,0,1.79,,
m_02676,0,8.8,,
m_02677,0,1.24,,
m_02678,0,4.39,,
m_02679,0,4.26,,
m_02680,0,1.15,,
m_02681,0,89.6,,
m_02682,0,88.95,,
m_02683,0,2.28,,
m_02684,0,1.34,,
m_02685,0,2.67,,
m_02686,0,2.02,,
m_02687,0,0.53,,
m_02688,0,7.75,,
m_02689,0,253.57,,
m_02690,1,1.58,2026-01-25 13:00:00,post onboarding
m_02691,0,0.9,,
m_02692,0,2.78,,
m_02693,0,0.48,,
m_02694,0,5.94,,
m_02695,0,0.45,,
m_02696,0,1.5,,
m_02697,0,0.28,,
m_02698,0,1.07,,
m_02699,0,5.03,,
m_02700,0,0.5,,
m_02701,0,0.12,,
m_02702,0,1.57,,
m_02703,0,8.35,,
m_02704,0,1.82,,
m_02705,0,1.19,,
m_02706,0,0.42,,
m_02707,0,2.99,,
m_02708,0,0.35,,
m_02709,0,3.18,,
m_02710,0,2.09,,
m_02711,0,1.95,,
m_02712,0,1.75,,
m_02713,0,9.07,,
m_02714,0,3.97,,
m_02715,0,2.82,,
m_02716,0,57.87,,
m_02717,0,0.6,,
m_02718,0,2.12,,
m_02719,0,4.8,,
m_02720,0,2.36,,
m_02721,0,0.08,,
m_02722,0,3.59,,
m_02723,0,1.02,,
m_02724,0,59.11,,
m_02725,0,0.81,,
m_02726,0,15.68,,
m_02727,0,3.12,,
m_02728,0,160.6,,
m_02729,0,2.61,,
m_02730,0,7.29,,
m_02731,0,0.04,,
m_02732,0,26.31,,
m_02733,0,0.98,,
m_02734,0,1.74,,
m_02735,0,0.12,,
m_02736,0,0.4,,
m_02737,0,1.49,,
m_02738,0,0.32,,
m_02739,0,2.45,,
m_02740,0,1.22,,
m_02741,0,9.21,,
m_02742,0,211.83,,
m_02743,0,9.17,,
m_02744,0,1.99,,
m_02745,0,6.49,,
m_02746,0,7.46,,
m_02747,0,1.81,,
m_02748,1,6.09,2025-11-29 10:00:00,post onboarding
m_02749,0,4.2,,
m_02750,0,1.01,,
m_02751,0,7.56,,
m_02752,0,0.8,,
m_02753,0,2.03,,
m_02754,0,187.26,,
m_02755,0,27.75,,
m_02756,0,1.41,,
m_02757,0,0.71,,
m_02758,0,0.03,,
m_02759,0,2.94,,
m_02760,0,4.24,,
m_02761,0,27.49,,
m_02762,0,0.92,,
m_02763,0,0.78,,
m_02764,1,5.62,2025-11-28 09:00:00,post onboarding
m_02765,0,1.92,,
m_02766,0,0.28,,
m_02767,0,2.43,,
m_02768,0,4.22,,
m_02769,0,1.68,,
m_02770,0,188.23,,
m_02771,0,0.21,,
m_02772,0,1.04,,
m_02773,0,2.07,,
m_02774,0,0.39,,
m_02775,0,0.25,,
m_02776,0,0.62,,
m_02777,0,3.27,,
m_02778,0,6.5,,
m_02779,0,4.32,,
m_02780,0,0.37,,
m_02781,0,43.97,,
m_02782,0,0.25,,
m_02783,0,0.55,,
m_02784,0,5.32,,
m_02785,0,13.88,,
m_02786,0,1.32,,
m_02787,0,0.44,,
m_02788,0,0.0,,
m_02789,0,5.24,,
m_02790,0,0.73,,
m_02791,0,1.07,,
m_02792,0,1.72,,
m_02793,0,2.81,,
m_02794,0,2.43,,
m_02795,0,5.17,,
m_02796,0,458.22,,
m_02797,0,1.28,,
m_02798,0,1.18,,
m_02799,0,0.79,,
m_02800,0,4.84,,
m_02801,0,99.82,,
m_02802,0,330.03,,
m_02803,0,2.43,,
m_02804,0,2.64,,
m_02805,0,3.38,,
m_02806,0,0.39,,
m_02807,0,0.03,,
m_02808,0,6.01,,
m_02809,0,0.89,,
m_02810,0,0.31,,
m_02811,0,1.3,,
m_02812,0,2.38,,
m_02813,0,1.5,,
m_02814,0,0.92,,
m_02815,0,1.36,,
m_02816,0,5.27,,
m_02817,0,0.44,,
m_02818,0,6.01,,
m_02819,0,3.77,,
m_02820,0,1.01,,
m_02821,0,0.32,,
m_02822,0,0.77,,
m_02823,0,0.85,,
m_02824,0,4.18,,
m_02825,0,1.97,,
m_02826,0,2.14,,
m_02827,0,0.91,,
m_02828,0,2.36,,
m_02829,0,1.69,,
m_02830,0,5.8,,
m_02831,0,217.26,,
m_02832,0,0.91,,
m_02833,0,0.38,,
m_02834,0,0.02,,
m_02835,0,2.11,,
m_02836,0,0.38,,
m_02837,0,3.09,,
m_02838,0,1.13,,
m_02839,0,9.19,,
m_02840,0,3.91,,
m_02841,0,6.28,,
m_02842,0,3.85,,
m_02843,0,2.73,,
m_02844,0,6.34,,
m_02845,0,75.93,,
m_02846,0,7.48,,
m_02847,0,1.14,,
m_02848,0,21.93,,
m_02849,0,9.44,,
m_02850,0,4.0,,
m_02851,0,0.38,,
m_02852,1,0.48,2026-03-15 11:00:00,post onboarding
m_02853,0,0.31,,
m_02854,0,0.52,,
m_02855,0,0.45,,
m_02856,0,3.73,,
m_02857,0,1.43,,
m_02858,0,1.2,,
m_02859,0,2.93,,
m_02860,0,3.8,,
m_02861,0,0.96,,
m_02862,0,3.34,,
m_02863,0,14.26,,
m_02864,0,17.65,,
m_02865,0,0.63,,
m_02866,0,4.28,,
m_02867,0,94.0,,
m_02868,0,0.94,,
m_02869,0,3.42,,
m_02870,0,4.12,,
m_02871,0,48.53,,
m_02872,0,160.83,,
m_02873,0,3.89,,
m_02874,0,2.09,,
m_02875,0,6.17,,
m_02876,0,0.4,,
m_02877,0,2.22,,
m_02878,0,2.87,,
m_02879,0,1.73,,
m_02880,0,114.9,,
m_02881,0,7.08,,
m_02882,0,0.27,,
m_02883,0,0.31,,
m_02884,0,0.1,,
m_02885,0,0.14,,
m_02886,0,0.56,,
m_02887,0,1.74,,
m_02888,0,4.36,,
m_02889,0,6.52,,
m_02890,0,2.02,,
m_02891,0,2.17,,
m_02892,0,2.61,,
m_02893,0,1.62,,
m_02894,0,2.84,,
m_02895,0,114.66,,
m_02896,1,1.17,2025-07-29 00:00:00,onboarding
m_02897,0,17.98,,
m_02898,0,5.38,,
m_02899,0,5.76,,
m_02900,0,1.45,,
m_02901,0,2.52,,
m_02902,0,2.89,,
m_02903,0,1.82,,
m_02904,0,0.08,,
m_02905,0,0.18,,
m_02906,0,1.54,,
m_02907,0,2.68,,
m_02908,0,3.65,,
m_02909,0,25.88,,
m_02910,0,343.76,,
m_02911,0,4.89,,
m_02912,0,1.96,,
m_02913,0,3.89,,
m_02914,0,1.34,,
m_02915,0,2.95,,
m_02916,0,4.32,,
m_02917,0,0.42,,
m_02918,0,3.77,,
m_02919,0,1.92,,
m_02920,0,31.47,,
m_02921,0,19.58,,
m_02922,1,41.62,2025-09-30 09:00:00,post onboarding
m_02923,0,53.04,,
m_02924,0,2.87,,
m_02925,0,3.25,,
m_02926,0,4.68,,
m_02927,0,2.14,,
m_02928,0,4.44,,
m_02929,0,137.46,,
m_02930,0,0.26,,
m_02931,0,8.82,,
m_02932,0,9.07,,
m_02933,0,0.66,,
m_02934,0,16.7,,
m_02935,0,2.82,,
m_02936,0,0.41,,
m_02937,0,5.48,,
m_02938,0,0.32,,
m_02939,0,6.35,,
m_02940,0,1.12,,
m_02941,0,4.15,,
m_02942,0,4.3,,
m_02943,0,7.21,,
m_02944,0,3.47,,
m_02945,0,1.33,,
m_02946,0,6.32,,
m_02947,0,1.51,,
m_02948,0,0.01,,
m_02949,0,2.74,,
m_02950,0,5.62,,
m_02951,0,0.98,,
m_02952,0,5.38,,
m_02953,0,1.49,,
m_02954,0,0.82,,
m_02955,0,1.84,,
m_02956,0,70.47,,
m_02957,0,2.07,,
m_02958,0,6.71,,
m_02959,0,1.61,,
m_02960,0,0.52,,
m_02961,0,0.19,,
m_02962,1,0.4,2025-06-22 00:00:00,onboarding
m_02963,0,5.51,,
m_02964,0,0.46,,
m_02965,0,5.94,,
m_02966,0,1.22,,
m_02967,0,2.99,,
m_02968,0,1.09,,
m_02969,0,4.99,,
m_02970,0,2.32,,
m_02971,0,3.58,,
m_02972,0,2.37,,
m_02973,0,2.68,,
m_02974,0,2.11,,
m_02975,0,0.6,,
m_02976,0,4.57,,
m_02977,0,0.83,,
m_02978,0,1.05,,
m_02979,0,49.3,,
m_02980,0,2.66,,
m_02981,0,0.38,,
m_02982,0,2.72,,
m_02983,0,0.24,,
m_02984,0,71.58,,
m_02985,0,2.07,,
m_02986,0,0.31,,
m_02987,0,1.04,,
m_02988,0,1.46,,
m_02989,0,12.72,,
m_02990,0,2.4,,
m_02991,0,0.6,,
m_02992,0,2.41,,
m_02993,0,0.03,,
m_02994,0,2.55,,
m_02995,0,274.13,,
m_02996,0,6.14,,
m_02997,0,2.86,,
m_02998,0,4.19,,
m_02999,0,0.28,,
m_03000,0,0.73,,
m_03001,1,0.09,2025-01-08 00:00:00,onboarding
m_03002,0,0.37,,
m_03003,0,3.26,,
m_03004,0,3.37,,
m_03005,0,1.13,,
m_03006,0,3.76,,
m_03007,0,0.08,,
m_03008,0,0.43,,
m_03009,0,3.04,,
m_03010,0,2.19,,
m_03011,0,1.08,,
m_03012,0,0.21,,
m_03013,0,4.64,,
m_03014,0,6.11,,
m_03015,0,3.55,,
m_03016,0,2.04,,
m_03017,0,0.11,,
m_03018,0,0.49,,
m_03019,0,2.8,,
m_03020,0,2.65,,
m_03021,1,160.72,2025-11-10 08:00:00,post onboarding
m_03022,0,2.66,,
m_03023,0,5.65,,
m_03024,0,1.46,,
m_03025,0,1.07,,
m_03026,0,3.06,,
m_03027,0,4.95,,
m_03028,0,4.73,,
m_03029,0,2.07,,
m_03030,0,0.49,,
m_03031,0,2.02,,
m_03032,0,3.68,,
m_03033,0,5.08,,
m_03034,0,1.86,,
m_03035,0,1.07,,
m_03036,0,3.07,,
m_03037,0,2.67,,
m_03038,0,9.77,,
m_03039,0,204.59,,
m_03040,0,0.57,,
m_03041,0,2.76,,
m_03042,0,0.88,,
m_03043,0,3.25,,
m_03044,0,0.02,,
