dispute_id,transaction_id,merchant_id,dispute_open_ts,dispute_amount,dispute_reason,dispute_outcome,dispute_close_ts,is_fraud_dispute
d_0000515,t_0046145,m_03021,2026-01-17 04:59:00,164.04,processing_error,lost,2026-02-15 04:59:00,False
d_0000516,t_0046148,m_03021,2026-02-18 11:19:00,190.14,not_received,won,2026-03-12 11:19:00,False
d_0000517,t_0046391,m_03037,2025-08-09 10:51:00,405.81,fraud,won,2025-09-01 10:51:00,True
d_0000518,t_0046434,m_03039,2026-03-10 02:08:00,431.22,other,lost,2026-04-03 02:08:00,False
d_0000519,t_0046776,m_03067,2026-05-08 18:37:00,96.89,not_received,won,2026-06-08 18:37:00,False
d_0000520,t_0046798,m_03069,2025-03-12 23:38:00,536.46,not_as_described,lost,2025-04-07 23:38:00,False
d_0000521,t_0046871,m_03078,2025-11-17 22:09:00,129.16,not_received,won,2025-12-11 22:09:00,False
d_0000522,t_0046945,m_03083,2026-01-29 18:20:00,283.33,not_received,won,2026-03-07 18:20:00,False
d_0000523,t_0046947,m_03083,2026-03-11 10:06:00,235.1,fraud,lost,2026-04-12 10:06:00,True
d_0000524,t_0047103,m_03097,2025-07-13 14:16:00,707.19,fraud,won,2025-08-01 14:16:00,True
d_0000525,t_0047176,m_03100,2025-06-18 15:52:00,279.52,not_received,lost,2025-07-11 15:52:00,False
d_0000526,t_0047179,m_03100,2025-06-03 04:14:00,170.57,other,won,2025-07-04 04:14:00,False
d_0000527,t_0047417,m_03116,2025-08-04 16:08:00,164.64,fraud,lost,2025-08-16 16:08:00,True
d_0000528,t_0047424,m_03117,2025-02-20 08:26:00,426.06,fraud,lost,2025-03-05 08:26:00,True
d_0000529,t_0047454,m_03119,2026-01-03 06:14:00,171.97,fraud,lost,2026-02-03 06:14:00,True
d_0000530,t_0047498,m_03121,2025-11-20 21:42:00,375.36,not_as_described,won,2025-12-25 21:42:00,False
d_0000531,t_0047573,m_03126,2025-03-15 04:59:00,382.83,processing_error,lost,2025-04-11 04:59:00,False
d_0000532,t_0047610,m_03126,2025-05-06 05:54:00,246.3,not_received,lost,2025-06-16 05:54:00,False
d_0000533,t_0047655,m_03129,2026-01-23 22:13:00,386.81,other,pending,,False
d_0000534,t_0047723,m_03130,2025-06-05 15:38:00,215.99,processing_error,lost,2025-06-25 15:38:00,False
d_0000535,t_0047735,m_03130,2025-05-29 05:50:00,180.73,fraud,lost,2025-06-22 05:50:00,True
d_0000536,t_0047797,m_03132,2025-11-08 23:21:00,64.93,fraud,lost,2025-12-14 23:21:00,True
d_0000537,t_0047959,m_03144,2025-12-25 03:12:00,218.43,not_as_described,pending,,False
d_0000538,t_0048049,m_03151,2026-01-14 22:27:00,56.32,not_as_described,lost,2026-02-21 22:27:00,False
d_0000539,t_0048093,m_03154,2025-10-07 00:20:00,201.52,not_as_described,lost,2025-11-02 00:20:00,False
d_0000540,t_0048169,m_03156,2025-05-30 04:47:00,337.33,not_received,won,2025-06-12 04:47:00,False
d_0000541,t_0048253,m_03163,2026-01-04 00:29:00,582.6,not_received,lost,2026-02-04 00:29:00,True
d_0000542,t_0048320,m_03167,2026-01-03 18:20:00,172.15,not_received,pending,,False
d_0000543,t_0048510,m_03181,2025-06-21 16:40:00,942.59,not_as_described,lost,2025-07-20 16:40:00,False
d_0000544,t_0048600,m_03191,2025-04-19 04:56:00,47.65,not_as_described,won,2025-05-08 04:56:00,False
d_0000545,t_0048954,m_03227,2026-01-23 09:36:00,274.31,not_received,won,2026-02-03 09:36:00,False
d_0000546,t_0049226,m_03240,2025-11-09 07:41:00,115.17,not_received,lost,2025-12-01 07:41:00,False
d_0000547,t_0049246,m_03240,2025-12-28 01:28:00,149.67,fraud,pending,,True
d_0000548,t_0049251,m_03240,2026-01-24 19:23:00,164.56,not_received,won,2026-02-10 19:23:00,False
d_0000549,t_0049280,m_03242,2025-07-08 17:14:00,376.56,fraud,lost,2025-07-31 17:14:00,True
d_0000550,t_0049312,m_03242,2025-09-25 08:29:00,228.46,fraud,lost,2025-10-18 08:29:00,True
d_0000551,t_0049324,m_03242,2025-09-28 10:47:00,147.39,other,won,2025-10-09 10:47:00,False
d_0000552,t_0049523,m_03258,2026-04-23 23:28:00,231.01,other,lost,2026-05-26 23:28:00,False
d_0000553,t_0049544,m_03260,2026-02-22 09:46:00,72.6,fraud,lost,2026-03-13 09:46:00,True
d_0000554,t_0049604,m_03265,2025-07-09 06:51:00,239.31,other,pending,,False
d_0000555,t_0049623,m_03266,2025-06-13 22:02:00,618.19,fraud,lost,2025-07-22 22:02:00,True
d_0000556,t_0049709,m_03268,2025-08-03 08:58:00,742.96,not_as_described,won,2025-09-12 08:58:00,False
d_0000557,t_0049749,m_03273,2026-05-22 07:33:00,184.75,processing_error,pending,,False
d_0000558,t_0049963,m_03284,2025-06-30 09:34:00,406.93,fraud,pending,,True
d_0000559,t_0049973,m_03286,2025-10-07 23:41:00,360.38,other,won,2025-11-15 23:41:00,False
d_0000560,t_0050006,m_03286,2025-12-27 02:37:00,127.49,other,pending,,False
d_0000561,t_0050042,m_03287,2025-08-14 02:13:00,285.16,processing_error,won,2025-09-15 02:13:00,False
d_0000562,t_0050112,m_03290,2025-06-10 23:51:00,196.11,not_received,won,2025-07-13 23:51:00,False
d_0000563,t_0050120,m_03292,2025-12-25 02:11:00,354.9,other,lost,2026-01-04 02:11:00,False
d_0000564,t_0050234,m_03298,2025-09-04 22:31:00,96.77,not_received,lost,2025-09-17 22:31:00,False
d_0000565,t_0050359,m_03303,2026-03-01 00:11:00,998.26,processing_error,won,2026-03-18 00:11:00,False
d_0000566,t_0050504,m_03313,2025-07-02 19:52:00,251.16,not_received,lost,2025-07-30 19:52:00,False
d_0000567,t_0050574,m_03315,2025-04-26 10:42:00,171.86,fraud,lost,2025-05-11 10:42:00,True
d_0000568,t_0050599,m_03316,2026-03-30 09:19:00,47.02,other,pending,,False
d_0000569,t_0050716,m_03323,2025-10-03 18:10:00,654.53,not_as_described,lost,2025-10-21 18:10:00,False
d_0000570,t_0050731,m_03324,2025-12-26 21:29:00,185.88,not_received,won,2026-01-09 21:29:00,False
d_0000571,t_0050996,m_03348,2025-05-01 02:44:00,83.23,not_received,lost,2025-05-22 02:44:00,False
d_0000572,t_0051141,m_03362,2026-03-17 04:55:00,305.13,not_as_described,pending,,False
d_0000573,t_0051219,m_03370,2025-06-30 11:56:00,185.32,processing_error,won,2025-07-19 11:56:00,False
d_0000574,t_0051317,m_03379,2025-11-05 05:25:00,287.92,fraud,lost,2025-12-15 05:25:00,True
d_0000575,t_0051434,m_03387,2026-02-25 02:05:00,171.36,other,won,2026-04-02 02:05:00,False
d_0000576,t_0051462,m_03389,2026-02-21 14:56:00,239.17,fraud,lost,2026-03-30 14:56:00,True
d_0000577,t_0051581,m_03397,2026-05-08 12:54:00,2075.2,not_received,pending,,False
d_0000578,t_0051782,m_03415,2025-12-08 11:24:00,58.0,fraud,lost,2026-01-04 11:24:00,True
d_0000579,t_0051859,m_03416,2025-06-09 18:37:00,127.35,fraud,lost,2025-07-02 18:37:00,True
d_0000580,t_0051862,m_03416,2025-06-24 16:23:00,61.95,fraud,pending,,True
d_0000581,t_0052100,m_03428,2025-07-14 23:34:00,360.12,processing_error,won,2025-07-26 23:34:00,False
d_0000582,t_0052106,m_03429,2025-08-23 23:41:00,43.52,not_received,lost,2025-09-08 23:41:00,False
d_0000583,t_0052242,m_03439,2025-08-03 14:50:00,130.35,not_received,lost,2025-09-13 14:50:00,False
d_0000584,t_0052316,m_03447,2025-08-12 13:25:00,246.44,fraud,lost,2025-08-26 13:25:00,True
d_0000585,t_0052324,m_03447,2025-09-05 12:04:00,366.51,not_received,won,2025-10-09 12:04:00,False
d_0000586,t_0052347,m_03448,2025-09-26 09:30:00,299.36,not_received,won,2025-11-07 09:30:00,False
d_0000587,t_0052464,m_03462,2025-05-08 03:50:00,156.86,not_received,lost,2025-06-01 03:50:00,False
d_0000588,t_0052514,m_03463,2025-11-07 17:47:00,169.6,not_received,won,2025-11-25 17:47:00,False
d_0000589,t_0052539,m_03464,2025-05-22 23:20:00,322.13,fraud,won,2025-06-01 23:20:00,True
d_0000590,t_0052567,m_03466,2025-07-06 18:00:00,274.28,other,pending,,False
d_0000591,t_0052601,m_03468,2025-12-16 23:41:00,308.4,fraud,lost,2026-01-07 23:41:00,True
d_0000592,t_0052769,m_03475,2026-01-09 07:06:00,865.86,not_received,won,2026-02-06 07:06:00,False
d_0000593,t_0052879,m_03479,2026-03-02 21:00:00,337.52,not_received,won,2026-03-22 21:00:00,False
d_0000594,t_0053427,m_03512,2025-10-12 02:50:00,291.2,fraud,won,2025-10-31 02:50:00,True
d_0000595,t_0053652,m_03525,2026-03-25 23:29:00,69.62,not_as_described,won,2026-04-23 23:29:00,False
d_0000596,t_0053669,m_03526,2026-02-23 08:28:00,143.97,processing_error,won,2026-04-01 08:28:00,False
d_0000597,t_0053744,m_03531,2025-05-08 11:55:00,115.14,not_as_described,pending,,False
d_0000598,t_0053891,m_03537,2026-02-19 13:48:00,59.65,fraud,lost,2026-03-01 13:48:00,True
d_0000599,t_0053900,m_03538,2025-04-24 09:51:00,420.55,fraud,won,2025-05-30 09:51:00,True
d_0000600,t_0053939,m_03542,2025-08-22 22:56:00,334.71,not_received,lost,2025-10-05 22:56:00,False
d_0000601,t_0053969,m_03543,2025-08-13 18:31:00,1071.52,not_received,won,2025-09-18 18:31:00,False
d_0000602,t_0053980,m_03543,2025-08-02 15:41:00,2003.43,not_received,won,2025-09-05 15:41:00,False
d_0000603,t_0054084,m_03547,2026-02-16 03:12:00,479.14,fraud,lost,2026-03-31 03:12:00,True
d_0000604,t_0054230,m_03562,2025-04-30 09:40:00,52.89,not_as_described,won,2025-05-15 09:40:00,False
d_0000605,t_0054331,m_03570,2025-04-16 12:54:00,124.64,fraud,won,2025-05-04 12:54:00,True
d_0000606,t_0054356,m_03571,2025-04-03 23:14:00,582.37,other,won,2025-04-23 23:14:00,False
d_0000607,t_0054360,m_03571,2025-03-16 04:21:00,648.26,not_received,lost,2025-04-13 04:21:00,False
d_0000608,t_0054424,m_03572,2026-02-03 17:50:00,213.63,fraud,lost,2026-02-15 17:50:00,True
d_0000609,t_0054439,m_03572,2026-02-05 14:50:00,107.6,not_received,won,2026-03-13 14:50:00,False
d_0000610,t_0054440,m_03572,2026-03-06 14:21:00,168.31,not_as_described,won,2026-04-16 14:21:00,False
d_0000611,t_0054455,m_03572,2026-02-14 08:17:00,133.63,other,lost,2026-03-28 08:17:00,False
d_0000612,t_0054491,m_03577,2026-04-18 07:15:00,652.14,other,lost,2026-04-30 07:15:00,False
d_0000613,t_0054794,m_03598,2025-09-01 02:38:00,261.77,fraud,pending,,True
d_0000614,t_0054841,m_03600,2026-02-24 12:29:00,1030.03,fraud,pending,,True
d_0000615,t_0054908,m_03606,2026-03-26 21:55:00,116.64,not_as_described,won,2026-04-11 21:55:00,False
d_0000616,t_0054961,m_03609,2025-03-05 14:11:00,125.21,not_as_described,lost,2025-04-10 14:11:00,False
d_0000617,t_0055117,m_03620,2025-04-24 08:30:00,128.89,not_received,pending,,False
d_0000618,t_0055153,m_03623,2025-04-09 11:58:00,161.4,not_received,lost,2025-05-14 11:58:00,False
d_0000619,t_0055341,m_03635,2025-10-06 20:55:00,402.38,fraud,lost,2025-10-21 20:55:00,True
d_0000620,t_0055381,m_03641,2025-06-16 16:30:00,527.46,fraud,lost,2025-07-02 16:30:00,True
d_0000621,t_0055432,m_03644,2025-07-16 18:29:00,187.21,processing_error,pending,,False
d_0000622,t_0055481,m_03648,2025-08-15 00:08:00,206.19,not_as_described,lost,2025-09-13 00:08:00,False
d_0000623,t_0055690,m_03665,2025-06-07 08:07:00,296.24,fraud,lost,2025-06-21 08:07:00,True
d_0000624,t_0055737,m_03667,2025-10-03 17:21:00,61.71,fraud,lost,2025-10-30 17:21:00,True
d_0000625,t_0055860,m_03680,2025-08-06 04:46:00,225.75,not_received,won,2025-08-28 04:46:00,False
d_0000626,t_0055894,m_03683,2026-01-05 07:28:00,355.79,processing_error,won,2026-02-01 07:28:00,False
d_0000627,t_0056049,m_03692,2025-11-14 16:50:00,382.18,fraud,lost,2025-12-18 16:50:00,True
d_0000628,t_0056069,m_03692,2026-01-28 03:41:00,461.25,other,lost,2026-02-26 03:41:00,False
d_0000629,t_0056148,m_03696,2025-04-17 15:34:00,96.5,not_as_described,pending,,False
d_0000630,t_0056209,m_03699,2026-01-04 02:19:00,183.83,not_received,lost,2026-02-01 02:19:00,False
d_0000631,t_0056383,m_03707,2026-01-05 07:09:00,338.88,other,won,2026-02-05 07:09:00,False
d_0000632,t_0056454,m_03713,2025-05-31 22:22:00,118.68,not_as_described,won,2025-06-18 22:22:00,False
d_0000633,t_0056561,m_03718,2025-08-15 17:51:00,283.56,not_received,pending,,False
d_0000634,t_0056592,m_03718,2025-09-21 10:01:00,106.76,processing_error,pending,,False
d_0000635,t_0056608,m_03719,2025-03-25 00:37:00,1271.19,fraud,pending,,True
d_0000636,t_0056762,m_03736,2025-08-13 15:23:00,555.42,fraud,lost,2025-09-12 15:23:00,True
d_0000637,t_0056808,m_03738,2025-08-04 22:32:00,216.53,not_as_described,won,2025-08-27 22:32:00,False
d_0000638,t_0056845,m_03739,2025-07-17 02:24:00,488.13,fraud,lost,2025-08-16 02:24:00,True
d_0000639,t_0056918,m_03745,2025-07-21 19:15:00,138.2,not_received,lost,2025-08-18 19:15:00,False
d_0000640,t_0056967,m_03749,2025-12-07 02:15:00,192.02,fraud,won,2025-12-19 02:15:00,True
d_0000641,t_0056980,m_03749,2026-01-24 09:46:00,640.29,not_as_described,lost,2026-02-20 09:46:00,False
d_0000642,t_0057232,m_03759,2025-10-13 19:30:00,1511.25,other,lost,2025-11-16 19:30:00,False
d_0000643,t_0057315,m_03762,2025-08-25 10:47:00,360.32,fraud,pending,,True
d_0000644,t_0057417,m_03771,2026-01-22 11:09:00,244.92,fraud,lost,2026-03-02 11:09:00,True
d_0000645,t_0057719,m_03788,2025-06-17 00:39:00,76.09,not_received,won,2025-07-15 00:39:00,False
d_0000646,t_0057759,m_03793,2025-03-19 06:34:00,102.18,not_received,won,2025-04-15 06:34:00,False
d_0000647,t_0057821,m_03797,2025-04-12 14:03:00,368.76,fraud,lost,2025-05-06 14:03:00,True
d_0000648,t_0057833,m_03797,2025-05-29 18:58:00,214.34,other,lost,2025-06-08 18:58:00,False
d_0000649,t_0057882,m_03801,2026-04-22 09:17:00,211.65,not_received,lost,2026-05-18 09:17:00,False
d_0000650,t_0057921,m_03803,2026-01-27 10:14:00,92.47,fraud,pending,,True
d_0000651,t_0058015,m_03813,2026-04-05 17:03:00,543.04,not_as_described,won,2026-05-15 17:03:00,False
d_0000652,t_0058043,m_03816,2025-10-10 16:18:00,428.98,fraud,pending,,True
d_0000653,t_0058121,m_03821,2025-09-30 00:16:00,183.24,not_received,won,2025-10-11 00:16:00,False
d_0000654,t_0058139,m_03822,2025-08-16 13:19:00,576.18,fraud,won,2025-09-13 13:19:00,True
d_0000655,t_0058280,m_03827,2026-03-15 11:45:00,660.08,fraud,won,2026-04-27 11:45:00,True
d_0000656,t_0058435,m_03841,2025-10-18 17:26:00,692.01,processing_error,lost,2025-10-29 17:26:00,False
d_0000657,t_0058444,m_03841,2025-12-18 03:02:00,811.87,fraud,lost,2026-01-21 03:02:00,True
d_0000658,t_0058657,m_03862,2025-03-14 12:26:00,129.67,processing_error,won,2025-04-04 12:26:00,False
d_0000659,t_0058938,m_03876,2025-10-02 08:39:00,336.09,not_as_described,pending,,False
d_0000660,t_0059075,m_03886,2025-06-27 18:57:00,159.68,fraud,pending,,True
d_0000661,t_0059166,m_03893,2026-02-22 07:30:00,473.89,not_as_described,lost,2026-03-24 07:30:00,False
d_0000662,t_0059265,m_03895,2025-08-30 16:13:00,113.73,not_received,pending,,False
d_0000663,t_0059566,m_03910,2025-06-18 11:30:00,92.93,not_received,pending,,False
d_0000664,t_0059649,m_03916,2025-11-02 09:05:00,414.0,not_received,lost,2025-12-10 09:05:00,False
d_0000665,t_0059663,m_03916,2026-01-01 14:59:00,600.5,fraud,lost,2026-02-05 14:59:00,True
d_0000666,t_0059676,m_03917,2025-07-04 11:00:00,26.74,not_received,won,2025-07-26 11:00:00,False
d_0000667,t_0059783,m_03923,2025-10-05 01:50:00,112.51,not_received,pending,,False
d_0000668,t_0059994,m_03941,2025-06-02 15:42:00,431.42,other,lost,2025-06-30 15:42:00,False
d_0000669,t_0060147,m_03948,2025-11-20 01:21:00,407.47,fraud,pending,,True
d_0000670,t_0060211,m_03950,2026-04-25 12:56:00,262.45,fraud,pending,,True
d_0000671,t_0060345,m_03960,2025-05-15 03:48:00,544.4,other,won,2025-06-20 03:48:00,False
d_0000672,t_0060410,m_03961,2026-03-23 08:38:00,355.84,fraud,lost,2026-04-02 08:38:00,True
d_0000673,t_0060653,m_03975,2025-06-08 10:45:00,452.83,not_as_described,won,2025-06-26 10:45:00,False
d_0000674,t_0060808,m_03989,2026-02-01 02:16:00,2658.65,processing_error,won,2026-02-25 02:16:00,False
d_0000675,t_0060826,m_03993,2026-01-28 09:11:00,133.84,other,won,2026-03-03 09:11:00,False
d_0000676,t_0061054,m_04009,2026-03-05 06:40:00,393.75,not_received,won,2026-04-03 06:40:00,False
d_0000677,t_0061610,m_04045,2025-12-26 22:22:00,166.89,not_received,lost,2026-01-17 22:22:00,False
d_0000678,t_0061862,m_04060,2025-07-22 01:36:00,187.1,fraud,lost,2025-08-25 01:36:00,True
d_0000679,t_0062146,m_04073,2026-01-03 13:55:00,473.78,not_as_described,won,2026-02-01 13:55:00,False
d_0000680,t_0062369,m_04084,2025-08-16 00:04:00,148.24,processing_error,pending,,False
d_0000681,t_0062544,m_04089,2025-12-07 16:05:00,277.9,not_as_described,pending,,False
d_0000682,t_0062593,m_04097,2026-05-05 23:07:00,17.54,other,lost,2026-05-30 23:07:00,False
d_0000683,t_0062811,m_04120,2026-02-18 04:23:00,1496.11,not_received,won,2026-03-17 04:23:00,False
d_0000684,t_0062914,m_04130,2026-03-10 08:40:00,196.9,not_as_described,won,2026-04-05 08:40:00,False
d_0000685,t_0062940,m_04131,2025-11-21 21:02:00,79.84,fraud,lost,2025-12-19 21:02:00,True
d_0000686,t_0062983,m_04135,2025-12-20 04:09:00,253.57,not_received,won,2026-01-19 04:09:00,False
d_0000687,t_0063102,m_04142,2025-05-24 23:11:00,381.27,not_received,pending,,False
d_0000688,t_0063386,m_04161,2026-01-05 23:26:00,77.81,processing_error,lost,2026-02-06 23:26:00,False
d_0000689,t_0063549,m_04170,2025-10-20 18:06:00,64.62,processing_error,won,2025-11-08 18:06:00,False
d_0000690,t_0063651,m_04175,2026-03-01 05:48:00,175.92,not_received,won,2026-03-11 05:48:00,False
d_0000691,t_0063861,m_04193,2025-12-15 13:26:00,187.01,not_received,won,2026-01-02 13:26:00,False
d_0000692,t_0064085,m_04204,2025-09-20 08:57:00,184.07,fraud,lost,2025-10-16 08:57:00,True
d_0000693,t_0064104,m_04204,2025-12-22 09:35:00,186.82,not_received,won,2026-01-24 09:35:00,False
d_0000694,t_0064195,m_04210,2025-06-18 19:49:00,110.06,other,won,2025-07-30 19:49:00,False
d_0000695,t_0064482,m_04225,2025-10-19 18:38:00,156.99,fraud,lost,2025-10-29 18:38:00,True
d_0000696,t_0064572,m_04227,2025-10-25 15:23:00,305.62,not_as_described,pending,,False
d_0000697,t_0064658,m_04232,2025-08-24 09:33:00,530.22,not_received,lost,2025-09-04 09:33:00,True
d_0000698,t_0064782,m_04245,2025-06-14 20:53:00,38.58,other,lost,2025-07-23 20:53:00,False
d_0000699,t_0064998,m_04260,2025-07-23 08:24:00,100.47,not_as_described,won,2025-08-26 08:24:00,False
d_0000700,t_0065107,m_04269,2025-08-08 09:46:00,1620.97,not_received,lost,2025-09-15 09:46:00,False
d_0000701,t_0065109,m_04269,2025-10-16 04:50:00,137.66,other,lost,2025-11-27 04:50:00,False
d_0000702,t_0065163,m_04270,2026-04-26 07:15:00,199.87,not_received,won,2026-06-09 07:15:00,False
d_0000703,t_0065336,m_04282,2025-10-01 03:41:00,228.59,fraud,lost,2025-10-24 03:41:00,True
d_0000704,t_0065421,m_04287,2025-03-11 02:35:00,203.89,processing_error,pending,,False
d_0000705,t_0065790,m_04305,2025-09-11 10:51:00,116.42,not_received,won,2025-10-23 10:51:00,False
d_0000706,t_0065945,m_04312,2025-05-25 01:46:00,144.57,fraud,lost,2025-06-27 01:46:00,True
d_0000707,t_0066006,m_04315,2025-07-11 02:50:00,1214.82,fraud,lost,2025-07-21 02:50:00,True
d_0000708,t_0066030,m_04318,2025-06-22 10:23:00,490.88,not_as_described,won,2025-07-03 10:23:00,False
d_0000709,t_0066089,m_04324,2025-07-06 18:15:00,912.33,not_received,won,2025-08-07 18:15:00,False
d_0000710,t_0066144,m_04328,2025-04-21 20:15:00,128.78,not_received,lost,2025-06-03 20:15:00,False
d_0000711,t_0066205,m_04329,2026-02-17 00:15:00,146.31,not_received,won,2026-03-03 00:15:00,False
d_0000712,t_0066224,m_04329,2026-05-07 06:13:00,91.73,not_as_described,won,2026-05-25 06:13:00,False
d_0000713,t_0066698,m_04364,2025-07-03 06:03:00,268.25,not_as_described,won,2025-07-27 06:03:00,False
d_0000714,t_0066819,m_04371,2026-02-21 10:23:00,125.89,fraud,lost,2026-04-01 10:23:00,True
d_0000715,t_0067084,m_04384,2026-02-08 19:45:00,129.1,fraud,lost,2026-03-24 19:45:00,True
d_0000716,t_0067175,m_04385,2025-09-08 10:47:00,344.89,not_as_described,lost,2025-10-03 10:47:00,False
d_0000717,t_0067255,m_04393,2026-04-10 11:52:00,51.11,other,lost,2026-05-10 11:52:00,False
d_0000718,t_0067450,m_04407,2025-07-26 15:24:00,384.49,processing_error,won,2025-08-31 15:24:00,False
d_0000719,t_0067519,m_04415,2025-07-21 02:01:00,472.93,not_received,won,2025-08-14 02:01:00,False
d_0000720,t_0067671,m_04425,2025-06-13 11:53:00,62.25,not_as_described,won,2025-07-20 11:53:00,False
d_0000721,t_0067674,m_04425,2025-05-27 03:22:00,88.49,not_received,won,2025-06-20 03:22:00,False
d_0000722,t_0067799,m_04433,2025-11-17 09:14:00,123.74,not_as_described,lost,2025-12-06 09:14:00,False
d_0000723,t_0067855,m_04439,2025-07-26 00:38:00,291.73,processing_error,won,2025-08-17 00:38:00,False
d_0000724,t_0067926,m_04443,2025-03-23 09:58:00,199.17,fraud,won,2025-04-03 09:58:00,True
d_0000725,t_0068006,m_04448,2025-09-10 12:21:00,438.48,fraud,lost,2025-09-24 12:21:00,True
d_0000726,t_0068097,m_04457,2025-12-08 05:03:00,218.52,fraud,lost,2025-12-23 05:03:00,True
d_0000727,t_0068306,m_04472,2025-08-07 10:06:00,219.64,fraud,lost,2025-08-27 10:06:00,True
d_0000728,t_0068568,m_04488,2026-03-26 02:46:00,751.0,other,lost,2026-04-26 02:46:00,False
d_0000729,t_0068578,m_04488,2026-05-12 14:24:00,746.54,other,pending,,False
d_0000730,t_0069097,m_04534,2026-03-15 04:42:00,145.04,fraud,lost,2026-04-21 04:42:00,True
d_0000731,t_0069115,m_04536,2025-08-13 10:25:00,232.61,fraud,lost,2025-09-02 10:25:00,True
d_0000732,t_0069204,m_04550,2026-04-12 16:12:00,147.42,not_received,won,2026-04-23 16:12:00,False
d_0000733,t_0069351,m_04558,2025-12-26 09:06:00,482.84,not_as_described,won,2026-01-12 09:06:00,False
d_0000734,t_0069363,m_04560,2025-12-03 10:02:00,109.8,processing_error,won,2026-01-02 10:02:00,False
d_0000735,t_0069459,m_04572,2026-03-20 14:54:00,138.09,fraud,pending,,True
d_0000736,t_0069668,m_04585,2026-04-29 12:13:00,242.22,not_received,lost,2026-05-23 12:13:00,False
d_0000737,t_0069787,m_04593,2025-08-27 22:05:00,677.31,fraud,lost,2025-10-07 22:05:00,True
d_0000738,t_0069808,m_04593,2026-01-05 06:03:00,477.99,not_received,lost,2026-01-22 06:03:00,False
d_0000739,t_0070134,m_04617,2025-09-05 23:26:00,265.78,not_as_described,lost,2025-10-04 23:26:00,True
d_0000740,t_0070258,m_04623,2025-12-14 13:18:00,322.2,not_received,pending,,False
d_0000741,t_0070274,m_04625,2025-03-01 03:08:00,259.91,other,lost,2025-03-17 03:08:00,False
d_0000742,t_0070415,m_04630,2026-01-21 20:31:00,183.16,fraud,lost,2026-02-28 20:31:00,True
d_0000743,t_0070426,m_04630,2026-03-05 20:22:00,116.63,other,won,2026-04-05 20:22:00,False
d_0000744,t_0070613,m_04651,2025-09-22 17:53:00,250.37,not_received,won,2025-10-20 17:53:00,False
d_0000745,t_0070616,m_04651,2025-12-02 01:56:00,292.17,fraud,pending,,True
d_0000746,t_0070636,m_04652,2026-01-07 02:42:00,161.37,fraud,pending,,True
d_0000747,t_0070693,m_04657,2025-10-13 12:35:00,130.99,fraud,lost,2025-11-03 12:35:00,True
d_0000748,t_0070741,m_04661,2025-08-23 04:18:00,337.04,fraud,lost,2025-10-06 04:18:00,True
d_0000749,t_0070786,m_04664,2026-01-03 11:10:00,274.6,fraud,lost,2026-01-25 11:10:00,True
d_0000750,t_0070790,m_04664,2026-02-14 07:08:00,155.87,not_received,won,2026-03-30 07:08:00,False
d_0000751,t_0070814,m_04667,2025-10-15 15:06:00,297.93,fraud,pending,,True
d_0000752,t_0070949,m_04671,2025-11-11 15:19:00,100.44,fraud,lost,2025-12-05 15:19:00,True
d_0000753,t_0071000,m_04674,2025-11-21 10:19:00,83.73,not_received,won,2025-12-04 10:19:00,False
d_0000754,t_0071099,m_04685,2026-01-24 16:26:00,183.84,not_as_described,pending,,False
d_0000755,t_0071212,m_04688,2025-11-08 09:12:00,308.61,other,won,2025-12-07 09:12:00,False
d_0000756,t_0071273,m_04694,2025-10-29 02:07:00,977.57,not_received,won,2025-11-24 02:07:00,False
d_0000757,t_0071330,m_04696,2025-02-05 01:43:00,1269.97,not_as_described,lost,2025-03-17 01:43:00,False
d_0000758,t_0071416,m_04699,2026-05-16 02:54:00,106.32,other,lost,2026-06-03 02:54:00,False
d_0000759,t_0071424,m_04700,2025-05-09 08:44:00,294.16,processing_error,won,2025-06-14 08:44:00,False
d_0000760,t_0071491,m_04706,2025-11-06 02:07:00,143.21,other,won,2025-12-05 02:07:00,False
d_0000761,t_0071510,m_04709,2025-07-10 15:10:00,958.95,not_as_described,won,2025-07-25 15:10:00,False
d_0000762,t_0071512,m_04709,2025-06-03 17:50:00,219.73,fraud,won,2025-07-09 17:50:00,True
d_0000763,t_0071572,m_04715,2025-12-03 07:13:00,347.6,other,won,2026-01-11 07:13:00,False
d_0000764,t_0071594,m_04720,2025-10-12 15:03:00,56.29,other,won,2025-10-23 15:03:00,False
d_0000765,t_0071727,m_04729,2025-09-17 08:39:00,378.84,not_as_described,lost,2025-10-30 08:39:00,False
d_0000766,t_0071935,m_04744,2025-07-29 16:06:00,220.7,not_as_described,pending,,False
d_0000767,t_0072005,m_04749,2025-07-30 10:19:00,247.78,not_as_described,pending,,False
d_0000768,t_0072047,m_04753,2025-04-15 01:55:00,93.41,not_received,won,2025-05-09 01:55:00,False
d_0000769,t_0072213,m_04760,2026-01-17 16:00:00,200.01,fraud,pending,,True
d_0000770,t_0072250,m_04761,2026-02-05 03:37:00,379.6,fraud,lost,2026-03-16 03:37:00,True
d_0000771,t_0072355,m_04770,2025-04-28 11:05:00,555.11,fraud,lost,2025-06-05 11:05:00,True
d_0000772,t_0072723,m_04799,2025-11-24 13:08:00,161.73,not_received,lost,2025-12-11 13:08:00,False
d_0000773,t_0072766,m_04805,2025-12-26 04:24:00,291.27,other,lost,2026-01-19 04:24:00,False
