merchant_id,merchant_name,merchant_email,onboarding_date,industry,country,platform,acquisition_channel,requested_limit,expected_aov,kyb_tier,approval_method,uw_decision,uw_decision_date,uw_reason_code
m_03557,Sunrise Depot,sdeufnoh@company.com,2025-12-20,digital_goods,GB,bigcommerce,inbound,54262,65.48,low,auto,declined,2025-12-22,MISSING_DOCS
m_03558,Orbit Direct,wuluwlwh@gmail.com,2025-08-14,auto_parts,AU,custom,outbound,38378,307.79,low,auto,declined,2025-08-14,LIMIT_TOO_HIGH
m_03559,Lumen Depot,hxghama@company.com,2025-08-31,fashion,US,shopify,partner,107494,185.47,low,auto,declined,2025-09-06,POLICY
m_03560,Acme Collective,wwdojp@company.com,2025-03-27,health_beauty,US,custom,self_serve,251840,99.1,low,manual,approved,2025-03-30,
m_03561,Nimbus Market,imramuv@outlook.com,2025-01-09,fashion,US,shopify,inbound,24400,137.39,low,auto,approved,2025-01-10,
m_03562,Apex Direct,iljljkf@store.com,2025-03-01,digital_goods,US,salesforce_cc,inbound,120141,76.84,low,manual,approved,2025-03-07,
m_03563,Apex Co,dxweioabbp@company.com,2025-10-28,marketplace,US,salesforce_cc,self_serve,54221,182.9,low,auto,declined,2025-11-04,HIGH_RISK
m_03564,Sunrise Goods,ftaiprj@store.com,2025-04-13,travel,US,shopify,outbound,43588,891.24,med,manual,approved,2025-04-13,
m_03565,Blue Works,jauarfrv@outlook.com,2025-01-04,travel,US,woocommerce,inbound,91706,352.25,med,manual,approved,2025-01-04,
m_03566,Oak Works,mceack@store.com,2025-06-25,services,GB,magento,outbound,67035,205.8,med,auto,declined,2025-06-29,HIGH_RISK
m_03567,Lumen Supply,evwwxhd@gmail.com,2025-01-13,electronics,US,woocommerce,inbound,43323,554.9,low,auto,approved,2025-01-14,
m_03568,Marlin Labs,ucpynacxm@merchant.com,2025-03-19,travel,US,magento,inbound,76779,856.49,low,auto,declined,2025-03-21,MISSING_DOCS
m_03569,Apex Store,euhxbigv@merchant.com,2025-04-02,services,US,bigcommerce,self_serve,61843,197.14,med,manual,approved,2025-04-06,
m_03570,Pioneer Boutique,nocxzony@company.com,2025-01-03,marketplace,US,magento,inbound,33489,149.83,low,manual,approved,2025-01-08,
m_03571,Evergreen Depot,lbcwpgfwqz@store.com,2025-01-22,electronics,US,shopify,inbound,95373,414.94,med,auto,approved,2025-01-23,
m_03572,Vertex Shop,jhhpxvko@merchant.com,2025-10-16,marketplace,US,custom,outbound,44640,154.98,low,auto,approved,2025-10-19,
m_03573,Lumen Depot,dgmerok@yahoo.com,2025-08-11,marketplace,US,shopify,self_serve,40061,128.75,med,auto,declined,2025-08-13,POLICY
m_03574,Cedar Outlet,zpmjexvo@store.com,2025-07-24,travel,US,shopify,inbound,39192,503.84,low,auto,declined,2025-07-27,KYC_FAIL
m_03575,Marlin Labs,rnvhlzblcj@yahoo.com,2025-09-02,digital_goods,US,custom,inbound,95974,45.77,med,auto,declined,2025-09-03,LIMIT_TOO_HIGH
m_03576,Pioneer Market,jhhopnj@yahoo.com,2025-09-23,marketplace,US,salesforce_cc,partner,26080,107.98,med,auto,declined,2025-09-27,HIGH_RISK
m_03577,Cedar Works,laosaejeur@company.com,2025-12-24,jewelry,US,woocommerce,self_serve,63499,579.15,med,auto,approved,2025-12-24,
m_03578,River Depot,gmokvbrn@store.com,2025-05-25,health_beauty,US,salesforce_cc,self_serve,54294,61.96,low,auto,declined,2025-05-29,HIGH_RISK
m_03579,Cedar Hub,,2025-11-21,home_goods,US,custom,inbound,63775,243.5,med,auto,declined,2025-11-28,POLICY
m_03580,Oak Hub,mqccphpzh@company.com,2025-03-24,electronics,US,salesforce_cc,inbound,100022,349.53,low,manual,approved,2025-03-29,
m_03581,Blue Boutique,,2025-06-29,marketplace,US,magento,self_serve,53106,162.7,low,auto,declined,2025-07-01,HIGH_RISK
m_03582,Sunrise Hub,bvjyupn@merchant.com,2025-08-10,health_beauty,US,salesforce_cc,inbound,200713,90.02,med,manual,declined,2025-08-15,KYC_FAIL
m_03583,Summit Hub,tveifqdgpg@company.com,2025-08-11,travel,US,bigcommerce,inbound,37853,467.99,low,manual,approved,2025-08-13,
m_03584,Orbit Labs,adpfazovq@store.com,2025-06-02,home_goods,US,custom,partner,38698,321.71,high,auto,approved,2025-06-06,
m_03585,Vertex Co,wekybo@merchant.com,2025-07-03,marketplace,US,shopify,self_serve,52119,240.44,low,auto,declined,2025-07-09,LIMIT_TOO_HIGH
m_03586,Orbit Direct,ngjgpdgijt@store.com,2025-04-13,digital_goods,US,magento,inbound,32848,74.02,med,auto,approved,2025-04-14,
m_03587,Marlin Goods,ijuksraka@merchant.com,2025-10-15,fashion,US,custom,inbound,66252,132.82,low,manual,approved,2025-10-22,
m_03588,Oak Boutique,bkyzfi@store.com,2025-11-07,marketplace,US,shopify,inbound,97351,175.68,low,manual,approved,2025-11-13,
m_03589,Apex Collective,pytydd@mailinator.com,2025-07-28,digital_goods,US,shopify,outbound,82435,59.61,low,auto,approved,2025-08-04,
m_03590,Oak Labs,eouvavk@sharklasers.com,2025-12-21,electronics,AU,magento,inbound,94513,342.68,low,auto,approved,2025-12-21,
m_03591,Vertex Works,mzmkfflwl@store.com,2025-05-17,services,US,magento,outbound,28280,273.16,low,auto,approved,2025-05-21,
m_03592,Acme Labs,nlljqzm@store.com,2025-10-14,digital_goods,US,shopify,self_serve,33442,58.29,high,auto,approved,2025-10-21,
m_03593,Blue Labs,kzxuch@outlook.com,2025-06-11,jewelry,US,shopify,inbound,31963,578.1,med,auto,declined,2025-06-17,HIGH_RISK
m_03594,Pioneer Goods,zbmckuol@store.com,2025-11-24,marketplace,US,custom,inbound,127204,112.19,low,auto,declined,2025-11-26,INCONCLUSIVE
m_03595,Apex Outlet,fmamwj@temp-mail.org,2025-12-28,electronics,AU,bigcommerce,self_serve,38485,405.65,low,auto,approved,2025-12-31,
m_03596,Summit Co,qclhkj@company.com,2025-08-05,services,US,magento,inbound,86964,246.04,low,manual,approved,2025-08-12,
m_03597,Apex Goods,mciuwvxza@gmail.com,2025-11-22,electronics,US,woocommerce,inbound,83978,374.25,low,manual,approved,2025-11-26,
m_03598,Orbit Store,nizehlic@outlook.com,2025-04-02,marketplace,US,shopify,partner,71595,143.85,low,manual,approved,2025-04-05,
m_03599,Sunrise Goods,aazkvqlpq@company.com,2025-05-17,fashion,US,custom,partner,27040,121.52,med,manual,approved,2025-05-24,
m_03600,Vertex Supply,thvsuyjfnd@gmail.com,2025-11-05,electronics,GB,shopify,partner,136812,445.12,med,auto,approved,2025-11-11,
m_03601,Acme Market,ieogmgr@store.com,2025-09-01,home_goods,AU,salesforce_cc,inbound,103312,446.37,low,auto,approved,2025-09-04,
m_03602,Oak Depot,drwukz@outlook.com,2025-09-23,electronics,US,bigcommerce,inbound,45418,311.69,med,auto,declined,2025-09-24,MISSING_DOCS
m_03603,Marlin Supply,fjbspicye@gmail.com,2025-09-17,fashion,US,custom,inbound,26021,136.76,low,auto,approved,2025-09-23,
m_03604,Apex Collective,rhdfnbb@company.com,2025-02-22,marketplace,US,shopify,inbound,47991,194.87,low,manual,approved,2025-03-01,
m_03605,Oak Co,jjgahwrhfg@company.com,2025-03-25,marketplace,GB,shopify,self_serve,25163,175.83,med,manual,declined,2025-03-30,INCONCLUSIVE
m_03606,Lumen Works,wtnjrjh@gmail.com,2025-12-25,electronics,US,custom,inbound,50814,287.3,med,auto,approved,2025-12-31,
m_03607,Oak Trading,mtdbgyikrt@company.com,2025-07-14,travel,US,custom,self_serve,64842,457.61,low,auto,approved,2025-07-19,
m_03608,Vertex Collective,sefhmuzyui@outlook.com,2025-12-10,auto_parts,GB,shopify,inbound,58438,332.27,low,auto,approved,2025-12-11,
m_03609,Oak Depot,sztmyw@gmail.com,2025-01-13,services,AU,shopify,inbound,117463,312.95,med,manual,approved,2025-01-14,
m_03610,Sunrise Store,cihelsdfk@gmail.com,2025-05-17,home_goods,US,shopify,partner,113866,268.9,med,manual,approved,2025-05-22,
m_03611,Sunrise Store,xczglz@merchant.com,2025-08-29,home_goods,US,shopify,outbound,97509,325.32,low,manual,approved,2025-09-02,
m_03612,Marlin Works,yuvreuf@store.com,2025-06-13,health_beauty,US,shopify,partner,48177,109.33,low,auto,approved,2025-06-19,
m_03613,Orbit Trading,psoozgp@gmail.com,2025-11-05,electronics,US,custom,outbound,77685,625.27,med,auto,declined,2025-11-09,KYC_FAIL
m_03614,Summit Market,llwayg@merchant.com,2025-05-30,fashion,US,bigcommerce,inbound,71794,158.22,low,auto,approved,2025-06-01,
m_03615,Vertex Co,sbpxzgvzx@merchant.com,2025-10-10,auto_parts,US,shopify,inbound,97545,298.58,low,manual,declined,2025-10-17,HIGH_RISK
m_03616,Vertex Trading,btkhvtaqic@company.com,2025-07-03,electronics,US,custom,inbound,81358,422.57,low,manual,declined,2025-07-04,INCONCLUSIVE
m_03617,Cedar Goods,erqhrow@company.com,2025-11-12,auto_parts,US,salesforce_cc,inbound,58861,424.39,low,auto,declined,2025-11-17,LIMIT_TOO_HIGH
m_03618,Orbit Labs,eabvwysw@merchant.com,2025-04-09,services,US,woocommerce,outbound,67635,173.47,high,manual,declined,2025-04-16,MISSING_DOCS
m_03619,River Direct,bletkxq@outlook.com,2025-09-27,fashion,CA,shopify,inbound,109885,174.4,low,manual,declined,2025-10-02,KYC_FAIL
m_03620,Oak Outlet,cgyfif@outlook.com,2025-02-28,marketplace,US,custom,inbound,106048,215.87,med,manual,approved,2025-03-07,
m_03621,Blue Co,lqmjte@company.com,2025-05-15,auto_parts,US,bigcommerce,partner,91124,291.58,med,auto,declined,2025-05-17,HIGH_RISK
m_03622,River Depot,rhcwlwzpn@merchant.com,2025-12-09,electronics,US,salesforce_cc,inbound,16350,520.04,med,auto,approved,2025-12-10,
m_03623,Pioneer Direct,sdmfmelzn@outlook.com,2025-02-06,fashion,US,shopify,inbound,125960,118.92,low,auto,approved,2025-02-07,
m_03624,Oak Goods,nwsnkcwwc@outlook.com,2025-09-02,marketplace,US,woocommerce,inbound,34513,189.96,med,auto,approved,2025-09-09,
m_03625,Nimbus Works,bapbwpxi@company.com,2025-03-19,fashion,US,bigcommerce,inbound,57270,133.03,low,auto,approved,2025-03-19,
m_03626,Summit Boutique,qsnoztic@company.com,2025-12-26,home_goods,US,magento,outbound,85322,316.59,med,manual,approved,2026-01-02,
m_03627,Lumen Outlet,mjgati@mailinator.com,2025-05-27,fashion,US,custom,partner,174021,99.03,med,manual,declined,2025-06-02,KYC_FAIL
m_03628,Sunrise Shop,hvlcejyie@company.com,2025-09-12,auto_parts,US,shopify,inbound,37655,377.26,low,manual,approved,2025-09-18,
m_03629,Cedar Market,ieoqrf@merchant.com,2025-11-30,digital_goods,CA,shopify,partner,24459,108.92,low,manual,approved,2025-12-07,
m_03630,Vertex Labs,hvyscvw@gmail.com,2025-04-29,fashion,US,woocommerce,outbound,31777,110.06,low,auto,approved,2025-05-02,
m_03631,Lumen Co,ctgzthxljh@outlook.com,2025-08-19,electronics,US,woocommerce,partner,15179,577.08,low,auto,approved,2025-08-22,
m_03632,Oak Outlet,czgnoagx@example.net,2025-10-20,services,CA,woocommerce,inbound,124001,242.97,med,auto,approved,2025-10-26,
m_03633,Cedar Trading,obrbcxabd@store.com,2025-09-05,marketplace,US,custom,outbound,29599,137.2,high,auto,approved,2025-09-12,
m_03634,Evergreen Works,rkhabjjr@store.com,2025-03-30,electronics,GB,shopify,partner,22247,547.57,low,manual,approved,2025-04-01,
m_03635,Summit Collective,loydmv@gmail.com,2025-06-16,jewelry,US,bigcommerce,inbound,34067,477.57,med,auto,approved,2025-06-21,
m_03636,Evergreen Collective,yexxsir@store.com,2025-12-31,electronics,US,custom,partner,148425,431.07,low,manual,declined,2026-01-07,MISSING_DOCS
m_03637,Summit Collective,tjofdkyjoh@company.com,2025-01-26,home_goods,US,salesforce_cc,self_serve,73800,232.37,low,auto,approved,2025-01-26,
m_03638,Sunrise Goods,tcbveghdh@gmail.com,2025-05-21,electronics,US,woocommerce,inbound,68452,357.71,low,auto,declined,2025-05-27,MISSING_DOCS
m_03639,Oak Outlet,sjcplxfm@company.com,2025-04-20,electronics,US,woocommerce,outbound,29014,330.76,med,auto,approved,2025-04-24,
m_03640,Apex Outlet,zfgffl@merchant.com,2025-06-01,services,GB,shopify,inbound,142173,151.96,low,auto,approved,2025-06-06,
m_03641,Nimbus Co,hkxyfwgi@company.com,2025-02-11,home_goods,US,shopify,inbound,47574,270.78,low,manual,approved,2025-02-18,
m_03642,Summit Labs,icfwxmyuhw@company.com,2025-09-10,marketplace,US,salesforce_cc,inbound,20160,153.59,low,auto,approved,2025-09-13,
m_03643,Sunrise Goods,ymxdyya@mailinator.com,2025-02-07,marketplace,US,bigcommerce,partner,56296,272.64,low,auto,approved,2025-02-09,
m_03644,Orbit Collective,pvsjzqr@gmail.com,2025-04-22,digital_goods,CA,shopify,outbound,58759,96.14,low,auto,approved,2025-04-27,
m_03645,Marlin Hub,vwrssxcraf@company.com,2025-06-29,electronics,US,woocommerce,partner,30674,296.11,low,auto,approved,2025-07-02,
m_03646,Acme Co,uakmhtqhe@outlook.com,2025-06-12,home_goods,US,shopify,inbound,72574,221.48,high,manual,approved,2025-06-12,
m_03647,Lumen Co,mkqjnrgwg@merchant.com,2025-02-28,fashion,US,custom,inbound,54009,133.69,low,manual,approved,2025-03-02,
m_03648,Blue Direct,hqoakun@company.com,2025-05-08,fashion,US,custom,inbound,44729,171.74,low,auto,approved,2025-05-15,
m_03649,Vertex Trading,howwpt@store.com,2025-09-05,fashion,US,salesforce_cc,inbound,75657,160.31,high,auto,approved,2025-09-05,
m_03650,Orbit Hub,moyctbpw@company.com,2025-01-09,fashion,US,bigcommerce,self_serve,39613,192.79,low,auto,approved,2025-01-16,
m_03651,Vertex Direct,udgtvdwbgw@merchant.com,2025-11-07,services,US,shopify,partner,82610,150.56,low,auto,approved,2025-11-14,
m_03652,Vertex Supply,cxukdyg@mailinator.com,2025-08-03,electronics,US,woocommerce,inbound,23385,388.62,low,manual,approved,2025-08-04,
m_03653,Sunrise Supply,vyagpm@store.com,2025-10-06,marketplace,CA,shopify,inbound,94241,98.3,low,auto,declined,2025-10-09,LIMIT_TOO_HIGH
m_03654,River Hub,mnamynmwi@outlook.com,2025-07-30,auto_parts,AU,woocommerce,inbound,12444,375.57,low,auto,approved,2025-08-06,
m_03655,Sunrise Depot,frvlzeutey@store.com,2025-12-27,home_goods,US,salesforce_cc,inbound,140402,355.24,low,auto,approved,2025-12-30,
m_03656,Sunrise Market,rqvbaix@outlook.com,2025-05-08,services,US,woocommerce,inbound,162455,223.47,low,auto,declined,2025-05-13,MISSING_DOCS
m_03657,Vertex Depot,ydzryvxuo@company.com,2025-01-08,travel,US,salesforce_cc,outbound,161721,692.34,high,auto,approved,2025-01-13,
m_03658,Blue Co,zlknswvi@outlook.com,2025-05-16,health_beauty,US,shopify,partner,139965,98.34,low,auto,approved,2025-05-21,
m_03659,Orbit Labs,wzpsmy@yahoo.com,2025-10-09,marketplace,AU,salesforce_cc,self_serve,68467,204.53,med,manual,declined,2025-10-16,LIMIT_TOO_HIGH
m_03660,Sunrise Supply,bhlruv@outlook.com,2025-01-14,fashion,US,custom,partner,41763,135.01,low,manual,declined,2025-01-15,POLICY
m_03661,Summit Trading,wirlaknx@merchant.com,2025-07-30,electronics,US,woocommerce,inbound,26138,428.94,low,manual,approved,2025-08-04,
m_03662,Blue Store,vacncxhmel@example.net,2025-04-23,services,US,magento,outbound,71023,302.85,high,manual,approved,2025-04-29,
m_03663,Cedar Trading,qyzhrez@store.com,2025-10-01,home_goods,US,shopify,inbound,128171,265.26,low,auto,approved,2025-10-04,
m_03664,Cedar Works,ybumnmugza@outlook.com,2025-09-26,health_beauty,CA,salesforce_cc,inbound,28595,99.83,low,auto,declined,2025-09-28,KYC_FAIL
m_03665,River Trading,hwxcpgn@merchant.com,2025-02-14,jewelry,US,shopify,inbound,56860,395.14,low,auto,approved,2025-02-19,
m_03666,River Shop,qfzjkfh@company.com,2025-06-29,auto_parts,CA,woocommerce,inbound,110122,276.92,low,auto,approved,2025-07-03,
m_03667,Nimbus Hub,lkuitzpqfe@outlook.com,2025-07-01,health_beauty,US,bigcommerce,partner,47542,72.63,low,auto,approved,2025-07-07,
m_03668,Blue Collective,cavcynmjnr@merchant.com,2025-03-09,fashion,US,bigcommerce,outbound,210616,153.95,low,auto,approved,2025-03-11,
m_03669,Sunrise Labs,gamaati@store.com,2025-01-16,travel,US,magento,partner,67786,647.19,low,auto,approved,2025-01-18,
m_03670,Acme Co,ilrzgoarhx@gmail.com,2025-02-18,fashion,US,shopify,inbound,46835,184.81,low,auto,declined,2025-02-20,LIMIT_TOO_HIGH
m_03671,River Direct,hdmobngyfd@store.com,2025-03-15,services,US,custom,partner,39450,200.57,low,auto,approved,2025-03-17,
m_03672,Marlin Outlet,hdabcyzkrj@company.com,2025-06-26,services,AU,shopify,self_serve,32314,189.27,low,auto,approved,2025-06-26,
m_03673,Lumen Depot,uqtfttxjd@yahoo.com,2025-06-11,home_goods,US,shopify,inbound,99009,323.54,low,manual,approved,2025-06-12,
m_03674,Summit Outlet,sknnqyh@example.net,2025-06-22,services,US,shopify,inbound,91473,259.96,low,auto,declined,2025-06-24,HIGH_RISK
m_03675,Oak Goods,uejcyt@yahoo.com,2025-11-20,fashion,US,shopify,inbound,21219,247.69,med,auto,declined,2025-11-25,INCONCLUSIVE
m_03676,Nimbus Trading,tjuotvz@company.com,2025-06-17,marketplace,US,custom,self_serve,39063,148.45,low,manual,approved,2025-06-17,
m_03677,Vertex Supply,trhtkxvuv@merchant.com,2025-03-08,fashion,US,woocommerce,partner,31393,162.45,med,manual,declined,2025-03-11,LIMIT_TOO_HIGH
m_03678,Cedar Trading,bpbvqjbmuv@store.com,2025-08-04,fashion,US,salesforce_cc,inbound,73980,196.76,high,auto,declined,2025-08-05,INCONCLUSIVE
m_03679,Apex Goods,fojcxqts@company.com,2025-12-22,fashion,AU,custom,outbound,54160,127.04,med,auto,approved,2025-12-26,
m_03680,Summit Collective,scsiutp@store.com,2025-05-08,services,US,shopify,partner,58350,187.64,low,auto,approved,2025-05-11,
m_03681,Pioneer Goods,zzrmddp@outlook.com,2025-01-23,services,AU,bigcommerce,inbound,48999,160.83,low,manual,declined,2025-01-24,HIGH_RISK
m_03682,River Works,mukhwr@mailinator.com,2025-05-24,digital_goods,US,shopify,inbound,117654,63.64,med,auto,approved,2025-05-31,
m_03683,Lumen Shop,,2025-08-20,auto_parts,US,magento,inbound,86922,475.95,low,auto,approved,2025-08-22,
m_03684,Acme Store,sxujac@gmail.com,2025-05-01,travel,US,woocommerce,self_serve,92206,675.76,low,manual,approved,2025-05-05,
m_03685,Cedar Goods,izhglppkqk@example.net,2025-07-12,jewelry,US,woocommerce,self_serve,47785,588.26,med,auto,approved,2025-07-19,
m_03686,Evergreen Direct,zfswrw@store.com,2025-08-16,jewelry,US,magento,partner,18102,828.57,med,auto,approved,2025-08-16,
m_03687,Vertex Supply,gxbclogot@merchant.com,2025-01-20,home_goods,CA,custom,inbound,68069,214.99,high,manual,approved,2025-01-20,
m_03688,Marlin Depot,nzqvbukifn@merchant.com,2025-01-13,health_beauty,US,bigcommerce,inbound,25345,102.82,high,auto,approved,2025-01-19,
m_03689,Marlin Boutique,ffolsg@store.com,2025-09-08,electronics,US,custom,partner,59425,603.13,low,manual,approved,2025-09-11,
m_03690,Nimbus Depot,bqlamqy@gmail.com,2025-09-14,travel,US,shopify,inbound,28805,464.3,high,auto,approved,2025-09-21,
m_03691,Summit Store,lsmucxcuut@store.com,2025-04-22,fashion,US,woocommerce,inbound,48330,89.73,low,manual,declined,2025-04-28,LIMIT_TOO_HIGH
m_03692,Marlin Store,bpavkrv@gmail.com,2025-10-20,services,US,shopify,inbound,34471,230.11,low,auto,approved,2025-10-27,
m_03693,Orbit Store,ouhdtcerxk@gmail.com,2025-09-14,travel,US,salesforce_cc,inbound,89003,534.78,med,auto,approved,2025-09-16,
m_03694,Summit Co,axjobeqptj@gmail.com,2025-05-14,electronics,US,shopify,inbound,35359,425.5,med,manual,declined,2025-05-16,LIMIT_TOO_HIGH
m_03695,Vertex Direct,cafukg@sharklasers.com,2025-02-19,travel,US,shopify,inbound,332569,594.33,low,auto,approved,2025-02-24,
m_03696,Marlin Outlet,,2025-01-11,fashion,US,custom,self_serve,60355,127.66,high,auto,approved,2025-01-13,
m_03697,Nimbus Works,iwxifpuubb@outlook.com,2025-04-04,auto_parts,US,shopify,inbound,30880,221.86,med,manual,approved,2025-04-05,
m_03698,Sunrise Outlet,fbgqtryrp@company.com,2025-09-14,electronics,US,woocommerce,partner,32275,299.98,low,auto,approved,2025-09-20,
m_03699,Nimbus Labs,yhttcrgm@company.com,2025-08-21,health_beauty,US,shopify,self_serve,92971,127.53,med,manual,approved,2025-08-28,
m_03700,Nimbus Outlet,pjifrnlef@store.com,2025-08-20,fashion,US,magento,outbound,122659,214.97,low,auto,approved,2025-08-23,
m_03701,Acme Goods,erwwiy@merchant.com,2025-04-25,marketplace,US,magento,partner,42860,182.44,med,auto,declined,2025-04-29,HIGH_RISK
m_03702,River Trading,trffsgqmr@store.com,2025-10-03,marketplace,US,shopify,partner,92637,134.84,low,manual,approved,2025-10-03,
m_03703,Nimbus Trading,gigcqt@temp-mail.org,2025-02-01,travel,US,woocommerce,outbound,13127,568.58,high,manual,approved,2025-02-01,
m_03704,Cedar Supply,kuqvrqmhrs@gmail.com,2025-02-21,services,US,shopify,self_serve,123325,262.09,med,manual,approved,2025-02-25,
m_03705,Sunrise Works,llwzdgum@store.com,2025-06-28,home_goods,US,custom,inbound,205101,222.26,med,manual,approved,2025-07-02,
m_03706,Summit Depot,zopaskn@company.com,2025-07-28,services,US,woocommerce,partner,41506,163.91,med,auto,approved,2025-07-31,
m_03707,Pioneer Store,acazbya@merchant.com,2025-09-02,electronics,GB,bigcommerce,self_serve,57897,382.77,low,auto,approved,2025-09-08,
m_03708,Acme Shop,fqdupww@gmail.com,2025-05-21,jewelry,US,woocommerce,self_serve,67159,708.9,high,manual,approved,2025-05-23,
m_03709,Pioneer Supply,mbkhcquwp@company.com,2025-02-18,health_beauty,US,magento,partner,64301,87.76,high,auto,approved,2025-02-21,
m_03710,Blue Hub,dqgociciwe@store.com,2025-01-23,electronics,US,woocommerce,self_serve,58196,412.2,med,manual,approved,2025-01-28,
m_03711,Summit Outlet,lxzckxi@company.com,2025-11-18,digital_goods,US,custom,outbound,17562,95.72,low,auto,declined,2025-11-22,MISSING_DOCS
m_03712,Evergreen Collective,mklseh@company.com,2025-08-20,home_goods,US,magento,outbound,27805,387.82,med,manual,approved,2025-08-20,
m_03713,Apex Goods,uvqdcrhum@sharklasers.com,2025-03-29,fashion,US,custom,outbound,41974,131.94,med,manual,approved,2025-03-30,
m_03714,Sunrise Store,ypezxoaumy@temp-mail.org,2025-07-04,electronics,US,shopify,inbound,87261,324.25,low,auto,approved,2025-07-05,
m_03715,River Co,kslbdvu@gmail.com,2025-12-12,marketplace,CA,magento,inbound,71916,176.75,low,manual,declined,2025-12-15,MISSING_DOCS
m_03716,Orbit Trading,fuvalpspr@yahoo.com,2025-10-21,home_goods,US,bigcommerce,partner,50131,355.36,low,auto,approved,2025-10-22,
m_03717,Lumen Co,cjuldhua@gmail.com,2025-08-15,fashion,GB,shopify,outbound,42355,121.09,med,auto,declined,2025-08-22,LIMIT_TOO_HIGH
m_03718,Acme Outlet,arubkwiz@gmail.com,2025-05-09,marketplace,US,bigcommerce,self_serve,66796,177.73,low,manual,approved,2025-05-15,
m_03719,Acme Hub,dyrfvtkv@gmail.com,2025-02-26,travel,US,magento,self_serve,55369,407.4,med,auto,approved,2025-03-05,
m_03720,Blue Outlet,nbvbtep@store.com,2025-05-30,digital_goods,GB,woocommerce,partner,91758,68.53,high,manual,approved,2025-06-04,
m_03721,Blue Goods,niqfghels@merchant.com,2025-04-12,digital_goods,US,magento,inbound,68107,54.22,low,auto,approved,2025-04-18,
m_03722,Lumen Trading,tnrujc@outlook.com,2025-04-05,services,US,shopify,inbound,75568,262.51,high,auto,approved,2025-04-10,
m_03723,Acme Boutique,rugeyb@gmail.com,2025-08-24,fashion,US,shopify,outbound,44587,90.32,low,auto,approved,2025-08-24,
m_03724,River Hub,lnpvfhbi@yahoo.com,2025-06-28,electronics,US,woocommerce,inbound,40793,356.76,low,manual,declined,2025-07-04,HIGH_RISK
m_03725,Vertex Collective,quojyvi@company.com,2025-07-04,services,CA,bigcommerce,partner,61094,167.85,low,auto,declined,2025-07-06,HIGH_RISK
m_03726,Apex Shop,sazwrj@yahoo.com,2025-06-23,digital_goods,US,custom,outbound,56916,69.26,low,auto,approved,2025-06-29,
m_03727,Vertex Market,xzmujsh@outlook.com,2025-01-08,auto_parts,US,custom,inbound,71556,285.18,low,manual,declined,2025-01-10,POLICY
m_03728,Acme Trading,pievxp@sharklasers.com,2025-01-27,services,US,woocommerce,inbound,78284,238.32,low,manual,approved,2025-01-28,
m_03729,Cedar Depot,buxitdm@outlook.com,2025-05-03,marketplace,US,custom,inbound,47813,179.47,low,auto,approved,2025-05-10,
m_03730,Vertex Co,jpeodapzi@gmail.com,2025-12-16,digital_goods,US,woocommerce,self_serve,32561,72.09,high,auto,approved,2025-12-20,
m_03731,Cedar Co,jwnnyoqp@merchant.com,2025-11-08,health_beauty,US,magento,inbound,49446,58.6,low,auto,declined,2025-11-11,LIMIT_TOO_HIGH
m_03732,River Boutique,ffyjcqnal@gmail.com,2025-10-28,services,US,bigcommerce,self_serve,108700,283.06,med,auto,declined,2025-11-03,KYC_FAIL
m_03733,Lumen Goods,vdandqv@gmail.com,2025-12-15,services,US,shopify,inbound,54214,246.13,low,manual,approved,2025-12-15,
m_03734,River Trading,spjwkkbmzg@outlook.com,2025-11-07,services,GB,bigcommerce,inbound,100196,138.83,low,auto,approved,2025-11-13,
m_03735,Blue Outlet,ocyoipz@merchant.com,2025-11-01,electronics,US,bigcommerce,outbound,37004,348.53,low,auto,approved,2025-11-07,
m_03736,Marlin Trading,dfcgnkgfl@gmail.com,2025-06-28,auto_parts,US,bigcommerce,inbound,111793,345.34,med,auto,approved,2025-07-02,
m_03737,Evergreen Outlet,dhviytspg@company.com,2025-03-01,travel,US,shopify,partner,36850,610.86,low,auto,approved,2025-03-01,
m_03738,Nimbus Co,txfudixrea@company.com,2025-05-18,marketplace,GB,salesforce_cc,inbound,217188,148.95,med,auto,approved,2025-05-21,
m_03739,Nimbus Direct,sncgzc@company.com,2025-04-08,electronics,AU,custom,inbound,80214,553.93,low,auto,approved,2025-04-14,
m_03740,Pioneer Hub,wzmvpsd@gmail.com,2025-09-22,digital_goods,US,bigcommerce,outbound,43777,76.86,low,manual,declined,2025-09-24,HIGH_RISK
m_03741,Acme Store,yonpmzbzja@company.com,2025-07-10,marketplace,US,magento,inbound,85472,126.94,low,auto,approved,2025-07-13,
m_03742,Evergreen Market,aurdunv@merchant.com,2025-12-27,fashion,US,shopify,inbound,43510,154.0,med,auto,approved,2026-01-02,
m_03743,Acme Market,sopelwia@mailinator.com,2025-04-09,electronics,US,woocommerce,inbound,91203,454.19,low,auto,approved,2025-04-11,
m_03744,Oak Goods,hhenbfr@gmail.com,2025-10-03,home_goods,CA,magento,outbound,35923,272.59,med,auto,approved,2025-10-05,
m_03745,Vertex Supply,bjzzykpamn@merchant.com,2025-03-07,marketplace,US,shopify,partner,52170,114.44,low,manual,approved,2025-03-10,
m_03746,Sunrise Supply,sxrwtq@merchant.com,2025-02-03,fashion,US,bigcommerce,self_serve,51119,178.35,low,auto,approved,2025-02-10,
