refund_id,transaction_id,merchant_id,refund_ts,refund_amount,refund_reason,is_partial_refund
r_0001750,t_0056337,m_03705,2025-08-20 20:44:00,290.29,customer_request,False
r_0001751,t_0056384,m_03707,2025-11-20 05:14:00,251.38,suspected_fraud,False
r_0001752,t_0056394,m_03707,2025-12-16 18:38:00,535.94,service_issue,False
r_0001753,t_0056420,m_03709,2025-05-13 15:22:00,97.17,return,False
r_0001754,t_0056455,m_03713,2025-06-07 11:27:00,67.96,other,True
r_0001755,t_0056483,m_03714,2025-08-18 16:09:00,431.17,return,True
r_0001756,t_0056532,m_03716,2026-01-30 05:57:00,689.91,customer_request,False
r_0001757,t_0056666,m_03721,2025-08-19 09:50:00,45.62,customer_request,False
r_0001758,t_0056676,m_03722,2025-05-30 05:58:00,320.96,other,False
r_0001759,t_0056776,m_03736,2025-09-06 04:46:00,144.3,customer_request,False
r_0001760,t_0056830,m_03738,2025-08-12 06:44:00,22.1,customer_request,True
r_0001761,t_0056875,m_03741,2025-10-15 18:27:00,72.8,service_issue,True
r_0001762,t_0056886,m_03743,2025-04-22 05:18:00,634.6,return,False
r_0001763,t_0056986,m_03749,2026-01-16 04:42:00,38.82,other,True
r_0001764,t_0057000,m_03749,2026-02-14 11:37:00,220.2,return,False
r_0001765,t_0057002,m_03749,2026-03-17 10:08:00,91.95,suspected_fraud,True
r_0001766,t_0057095,m_03753,2025-05-04 05:29:00,424.01,customer_request,False
r_0001767,t_0057126,m_03754,2025-05-24 07:51:00,334.97,return,True
r_0001768,t_0057134,m_03754,2025-06-14 08:42:00,415.05,customer_request,False
r_0001769,t_0057210,m_03757,2026-03-16 17:58:00,468.41,customer_request,True
r_0001770,t_0057248,m_03760,2025-11-09 05:20:00,509.04,customer_request,False
r_0001771,t_0057277,m_03761,2025-09-21 09:10:00,498.15,return,False
r_0001772,t_0057278,m_03761,2025-09-09 12:22:00,430.98,customer_request,False
r_0001773,t_0057342,m_03764,2025-01-18 16:22:00,178.67,return,True
r_0001774,t_0057389,m_03768,2025-07-30 11:11:00,54.22,customer_request,True
r_0001775,t_0057393,m_03769,2025-12-22 05:01:00,72.84,return,False
r_0001776,t_0057429,m_03772,2025-10-24 04:59:00,469.08,other,False
r_0001777,t_0057462,m_03774,2025-12-18 09:59:00,68.28,other,False
r_0001778,t_0057515,m_03776,2025-06-30 16:47:00,95.75,customer_request,True
r_0001779,t_0057521,m_03776,2025-07-12 23:41:00,58.42,return,True
r_0001780,t_0057526,m_03776,2025-08-03 05:00:00,323.98,service_issue,False
r_0001781,t_0057533,m_03777,2025-11-08 09:11:00,706.76,customer_request,False
r_0001782,t_0057548,m_03778,2025-03-23 23:18:00,369.0,customer_request,False
r_0001783,t_0057558,m_03778,2025-03-20 01:49:00,192.69,customer_request,False
r_0001784,t_0057660,m_03783,2026-05-11 14:53:00,370.9,service_issue,False
r_0001785,t_0057675,m_03785,2025-06-11 07:18:00,388.78,return,False
r_0001786,t_0057736,m_03790,2026-01-05 00:44:00,93.78,customer_request,True
r_0001787,t_0057826,m_03797,2025-05-03 05:41:00,243.46,other,False
r_0001788,t_0057884,m_03801,2026-04-14 20:27:00,232.26,customer_request,False
r_0001789,t_0057908,m_03803,2025-12-24 11:42:00,100.24,other,False
r_0001790,t_0057916,m_03803,2026-01-25 05:52:00,335.81,return,False
r_0001791,t_0057963,m_03807,2025-12-26 09:37:00,91.35,customer_request,False
r_0001792,t_0057998,m_03811,2025-07-04 16:30:00,797.74,return,False
r_0001793,t_0058010,m_03813,2026-02-22 02:43:00,1003.11,customer_request,False
r_0001794,t_0058155,m_03823,2025-05-21 21:51:00,205.12,customer_request,True
r_0001795,t_0058164,m_03823,2025-07-10 19:26:00,518.08,service_issue,False
r_0001796,t_0058166,m_03823,2025-07-24 16:42:00,625.11,customer_request,False
r_0001797,t_0058175,m_03824,2025-02-05 17:37:00,443.49,customer_request,False
r_0001798,t_0058182,m_03824,2025-02-19 23:09:00,296.53,other,True
r_0001799,t_0058183,m_03824,2025-02-26 08:29:00,296.25,return,False
r_0001800,t_0058231,m_03826,2025-11-18 13:25:00,226.6,other,False
r_0001801,t_0058245,m_03826,2025-12-12 05:19:00,242.43,return,False
r_0001802,t_0058286,m_03827,2026-02-18 04:22:00,364.3,return,False
r_0001803,t_0058301,m_03830,2025-06-26 05:22:00,58.57,suspected_fraud,False
r_0001804,t_0058323,m_03832,2026-01-03 16:14:00,148.18,customer_request,False
r_0001805,t_0058358,m_03834,2025-05-18 10:52:00,380.56,customer_request,False
r_0001806,t_0058405,m_03838,2025-09-01 23:25:00,74.99,customer_request,False
r_0001807,t_0058446,m_03841,2025-11-08 20:09:00,1680.75,customer_request,False
r_0001808,t_0058451,m_03842,2025-11-28 20:22:00,421.67,customer_request,False
r_0001809,t_0058466,m_03843,2025-03-04 09:47:00,242.58,customer_request,False
r_0001810,t_0058603,m_03858,2025-09-28 18:13:00,858.91,customer_request,False
r_0001811,t_0058668,m_03862,2025-02-23 20:35:00,129.28,customer_request,False
r_0001812,t_0058713,m_03864,2025-08-27 08:21:00,150.8,customer_request,False
r_0001813,t_0058742,m_03866,2026-01-03 22:30:00,88.2,return,True
r_0001814,t_0058749,m_03867,2026-04-14 00:12:00,425.56,customer_request,False
r_0001815,t_0058759,m_03868,2025-09-27 09:48:00,118.81,customer_request,False
r_0001816,t_0058874,m_03872,2025-09-21 17:17:00,201.3,return,False
r_0001817,t_0058935,m_03876,2025-07-23 05:31:00,47.97,return,False
r_0001818,t_0058997,m_03878,2026-01-23 01:51:00,199.62,customer_request,False
r_0001819,t_0059029,m_03882,2025-07-29 09:58:00,307.1,return,False
r_0001820,t_0059047,m_03885,2025-08-08 22:31:00,254.08,suspected_fraud,False
r_0001821,t_0059079,m_03886,2025-06-18 19:26:00,175.93,service_issue,False
r_0001822,t_0059081,m_03886,2025-06-19 10:22:00,213.88,return,False
r_0001823,t_0059146,m_03891,2025-06-26 17:07:00,520.94,return,False
r_0001824,t_0059172,m_03893,2025-12-25 09:29:00,185.69,return,False
r_0001825,t_0059200,m_03893,2026-02-20 23:04:00,64.48,customer_request,True
r_0001826,t_0059204,m_03893,2026-03-28 15:12:00,111.67,customer_request,False
r_0001827,t_0059215,m_03893,2026-03-24 16:03:00,212.71,return,False
r_0001828,t_0059253,m_03895,2025-07-30 03:41:00,361.57,return,False
r_0001829,t_0059302,m_03896,2025-04-08 02:33:00,153.44,service_issue,False
r_0001830,t_0059313,m_03896,2025-06-11 09:24:00,197.93,other,False
r_0001831,t_0059320,m_03897,2025-06-01 11:41:00,1217.29,service_issue,False
r_0001832,t_0059353,m_03899,2025-07-15 10:54:00,99.51,customer_request,False
r_0001833,t_0059363,m_03900,2025-10-04 20:08:00,251.53,customer_request,False
r_0001834,t_0059480,m_03906,2025-12-17 05:07:00,805.06,customer_request,False
r_0001835,t_0059494,m_03907,2025-03-24 00:03:00,9.19,customer_request,True
r_0001836,t_0059518,m_03907,2025-05-24 23:10:00,29.65,suspected_fraud,True
r_0001837,t_0059552,m_03908,2025-11-07 04:21:00,332.91,return,True
r_0001838,t_0059581,m_03910,2025-07-03 14:51:00,92.57,customer_request,False
r_0001839,t_0059649,m_03916,2025-10-30 23:05:00,185.01,other,True
r_0001840,t_0059718,m_03920,2025-10-28 15:45:00,89.96,customer_request,False
r_0001841,t_0059777,m_03922,2026-03-22 04:30:00,498.82,return,False
r_0001842,t_0059798,m_03924,2026-01-11 11:02:00,96.71,service_issue,False
r_0001843,t_0059840,m_03930,2025-03-08 10:40:00,81.52,customer_request,False
r_0001844,t_0059850,m_03930,2025-05-12 20:58:00,32.72,return,False
r_0001845,t_0059969,m_03938,2025-03-23 14:10:00,40.28,customer_request,False
r_0001846,t_0059993,m_03941,2025-04-15 00:56:00,203.73,other,False
r_0001847,t_0060038,m_03945,2025-10-08 11:16:00,117.71,customer_request,False
r_0001848,t_0060041,m_03945,2025-09-29 11:36:00,69.63,service_issue,False
r_0001849,t_0060083,m_03946,2025-04-05 12:28:00,107.95,return,False
r_0001850,t_0060104,m_03946,2025-05-07 22:37:00,24.2,suspected_fraud,True
r_0001851,t_0060161,m_03948,2025-12-08 20:26:00,517.51,other,False
r_0001852,t_0060164,m_03948,2026-01-01 09:26:00,895.81,customer_request,False
r_0001853,t_0060190,m_03949,2025-03-29 02:44:00,264.8,customer_request,False
r_0001854,t_0060199,m_03949,2025-05-21 05:55:00,136.85,service_issue,False
r_0001855,t_0060227,m_03951,2026-03-03 08:18:00,405.15,customer_request,False
r_0001856,t_0060228,m_03951,2026-03-21 01:03:00,191.56,suspected_fraud,False
r_0001857,t_0060293,m_03954,2026-05-02 04:54:00,196.7,customer_request,False
r_0001858,t_0060393,m_03961,2025-12-26 11:49:00,123.14,return,False
r_0001859,t_0060445,m_03963,2025-03-05 12:04:00,258.2,other,False
r_0001860,t_0060455,m_03963,2025-05-07 22:47:00,67.14,other,False
r_0001861,t_0060468,m_03965,2025-04-19 02:15:00,128.39,other,True
r_0001862,t_0060556,m_03971,2025-09-07 08:10:00,60.71,return,True
r_0001863,t_0060557,m_03971,2025-09-07 17:23:00,154.09,customer_request,False
r_0001864,t_0060582,m_03972,2025-06-08 03:40:00,972.29,customer_request,False
r_0001865,t_0060602,m_03973,2025-10-29 15:23:00,421.69,return,True
r_0001866,t_0060644,m_03975,2025-05-09 14:45:00,184.85,customer_request,False
r_0001867,t_0060699,m_03980,2025-03-30 08:41:00,133.62,return,False
r_0001868,t_0060737,m_03982,2025-12-13 14:07:00,270.74,service_issue,False
r_0001869,t_0060739,m_03983,2025-12-08 02:00:00,246.18,other,False
r_0001870,t_0060766,m_03985,2025-04-21 19:43:00,107.71,customer_request,False
r_0001871,t_0060770,m_03985,2025-04-18 17:33:00,65.21,other,False
r_0001872,t_0060810,m_03989,2026-01-28 22:56:00,1038.06,other,False
r_0001873,t_0060821,m_03993,2026-01-04 22:05:00,284.97,customer_request,False
r_0001874,t_0060854,m_03995,2026-02-16 15:03:00,63.89,service_issue,True
r_0001875,t_0060860,m_03997,2025-12-12 05:56:00,367.99,return,False
r_0001876,t_0060896,m_03998,2025-07-10 11:59:00,115.81,service_issue,False
r_0001877,t_0060983,m_04005,2025-08-18 20:21:00,131.57,service_issue,False
r_0001878,t_0061047,m_04006,2025-06-07 02:50:00,52.62,customer_request,True
r_0001879,t_0061055,m_04009,2026-02-17 07:14:00,227.44,customer_request,False
r_0001880,t_0061077,m_04010,2026-01-29 03:39:00,498.91,customer_request,False
r_0001881,t_0061088,m_04010,2026-04-22 04:09:00,1215.88,other,False
r_0001882,t_0061174,m_04015,2025-09-09 20:15:00,28.77,service_issue,True
r_0001883,t_0061179,m_04015,2025-10-05 05:43:00,55.43,service_issue,False
r_0001884,t_0061219,m_04016,2026-01-29 22:31:00,64.96,other,True
r_0001885,t_0061251,m_04020,2026-01-19 13:39:00,27.83,other,False
r_0001886,t_0061280,m_04022,2025-05-13 08:28:00,177.49,return,True
r_0001887,t_0061304,m_04025,2025-10-21 20:57:00,214.08,return,False
r_0001888,t_0061356,m_04028,2025-05-07 15:15:00,189.3,customer_request,False
r_0001889,t_0061363,m_04028,2025-07-09 15:40:00,360.29,customer_request,False
r_0001890,t_0061520,m_04036,2026-01-23 18:44:00,252.35,customer_request,False
r_0001891,t_0061552,m_04039,2025-07-19 17:51:00,347.3,return,False
r_0001892,t_0061559,m_04039,2025-08-11 22:28:00,277.2,return,True
r_0001893,t_0061565,m_04039,2025-08-05 17:30:00,175.72,other,False
r_0001894,t_0061606,m_04045,2025-10-25 05:56:00,147.78,customer_request,False
r_0001895,t_0061639,m_04046,2026-01-13 01:27:00,192.13,customer_request,False
r_0001896,t_0061653,m_04047,2025-09-04 01:58:00,1062.78,customer_request,False
r_0001897,t_0061748,m_04054,2025-02-21 04:18:00,82.2,return,False
r_0001898,t_0061762,m_04056,2025-11-25 04:20:00,610.65,other,False
r_0001899,t_0061773,m_04056,2026-01-18 11:11:00,110.89,customer_request,False
r_0001900,t_0061793,m_04057,2025-05-11 11:21:00,97.04,customer_request,True
r_0001901,t_0061819,m_04058,2026-02-05 13:19:00,140.46,customer_request,False
r_0001902,t_0061853,m_04060,2025-07-12 00:18:00,729.37,suspected_fraud,False
r_0001903,t_0061918,m_04064,2025-06-06 23:06:00,91.56,customer_request,False
r_0001904,t_0061955,m_04064,2025-08-06 11:39:00,53.41,customer_request,True
r_0001905,t_0061979,m_04066,2025-10-02 17:30:00,423.47,customer_request,True
r_0001906,t_0061992,m_04066,2025-12-09 11:09:00,279.58,return,False
r_0001907,t_0062133,m_04072,2025-08-03 10:12:00,100.46,customer_request,False
r_0001908,t_0062154,m_04073,2026-02-18 05:19:00,55.13,customer_request,True
r_0001909,t_0062204,m_04075,2026-03-21 23:20:00,74.42,return,True
r_0001910,t_0062206,m_04076,2025-09-30 07:49:00,146.57,customer_request,True
r_0001911,t_0062232,m_04077,2025-09-18 08:34:00,202.24,return,False
r_0001912,t_0062245,m_04077,2025-10-05 07:58:00,140.88,return,False
r_0001913,t_0062288,m_04080,2025-09-12 19:27:00,50.96,service_issue,False
r_0001914,t_0062471,m_04086,2025-08-04 03:57:00,373.96,suspected_fraud,False
r_0001915,t_0062522,m_04089,2025-10-01 03:34:00,299.89,return,False
r_0001916,t_0062546,m_04089,2025-10-23 12:09:00,729.03,return,False
r_0001917,t_0062812,m_04120,2026-03-02 21:26:00,488.94,customer_request,False
r_0001918,t_0062825,m_04120,2026-04-26 08:47:00,302.97,return,True
r_0001919,t_0062869,m_04122,2026-01-10 07:46:00,131.02,other,False
r_0001920,t_0062883,m_04126,2025-12-26 21:16:00,68.51,customer_request,False
r_0001921,t_0062896,m_04128,2025-10-25 14:24:00,15.35,return,True
r_0001922,t_0062921,m_04130,2026-02-24 11:05:00,10.05,customer_request,True
r_0001923,t_0062927,m_04131,2025-08-08 08:57:00,267.06,customer_request,False
r_0001924,t_0062979,m_04135,2025-11-06 02:37:00,102.6,return,False
r_0001925,t_0063146,m_04149,2025-06-04 04:26:00,221.89,other,False
r_0001926,t_0063172,m_04152,2025-10-08 05:20:00,1282.04,suspected_fraud,False
r_0001927,t_0063181,m_04152,2025-12-25 03:38:00,535.15,return,False
r_0001928,t_0063219,m_04153,2026-03-05 07:18:00,83.94,suspected_fraud,False
r_0001929,t_0063253,m_04156,2025-08-11 20:25:00,18.4,return,True
r_0001930,t_0063296,m_04159,2025-07-10 22:11:00,330.24,customer_request,False
r_0001931,t_0063306,m_04160,2025-06-10 00:09:00,149.09,service_issue,True
r_0001932,t_0063318,m_04160,2025-07-31 14:11:00,210.74,return,False
r_0001933,t_0063363,m_04161,2025-11-07 16:50:00,334.86,customer_request,False
r_0001934,t_0063382,m_04161,2025-11-16 14:16:00,180.52,return,False
r_0001935,t_0063485,m_04168,2025-03-10 23:24:00,166.9,suspected_fraud,False
r_0001936,t_0063502,m_04169,2025-10-25 11:51:00,91.15,return,False
r_0001937,t_0063608,m_04175,2025-12-03 17:31:00,510.52,customer_request,False
r_0001938,t_0063720,m_04180,2025-08-28 19:26:00,392.96,service_issue,False
r_0001939,t_0063787,m_04184,2025-12-20 01:42:00,146.31,service_issue,False
r_0001940,t_0063827,m_04188,2025-11-20 08:38:00,419.76,customer_request,False
r_0001941,t_0063882,m_04195,2025-10-01 10:38:00,30.46,customer_request,True
r_0001942,t_0063909,m_04195,2025-11-05 17:46:00,49.05,customer_request,False
r_0001943,t_0063928,m_04196,2025-03-29 20:06:00,56.22,customer_request,True
r_0001944,t_0063961,m_04198,2025-08-22 10:52:00,965.54,customer_request,False
r_0001945,t_0063967,m_04198,2025-09-17 15:02:00,341.91,customer_request,False
r_0001946,t_0063989,m_04201,2026-01-17 15:51:00,220.94,customer_request,False
r_0001947,t_0064011,m_04202,2025-05-21 20:06:00,283.36,suspected_fraud,False
r_0001948,t_0064024,m_04202,2025-06-29 21:43:00,982.51,service_issue,False
r_0001949,t_0064050,m_04202,2025-08-27 09:55:00,709.51,service_issue,False
r_0001950,t_0064072,m_04203,2025-11-29 15:26:00,936.35,customer_request,False
r_0001951,t_0064146,m_04208,2025-12-10 16:37:00,127.41,return,False
r_0001952,t_0064167,m_04208,2026-01-28 21:54:00,72.46,customer_request,False
r_0001953,t_0064286,m_04214,2025-11-29 06:14:00,243.05,suspected_fraud,True
r_0001954,t_0064314,m_04214,2025-12-08 08:57:00,510.26,customer_request,False
r_0001955,t_0064325,m_04218,2025-12-22 04:34:00,318.71,customer_request,False
r_0001956,t_0064328,m_04218,2026-01-02 09:41:00,634.98,customer_request,False
r_0001957,t_0064349,m_04219,2025-03-22 19:27:00,196.56,suspected_fraud,True
r_0001958,t_0064356,m_04219,2025-04-17 09:37:00,514.78,customer_request,False
r_0001959,t_0064415,m_04223,2025-07-15 17:20:00,53.19,return,False
r_0001960,t_0064441,m_04224,2025-10-14 21:42:00,109.74,other,False
r_0001961,t_0064475,m_04225,2025-10-11 08:01:00,188.31,customer_request,False
r_0001962,t_0064489,m_04225,2025-10-27 08:07:00,119.49,customer_request,False
r_0001963,t_0064497,m_04225,2025-11-16 12:18:00,239.95,return,True
r_0001964,t_0064586,m_04227,2025-10-08 08:51:00,93.2,customer_request,True
r_0001965,t_0064612,m_04230,2025-12-30 06:58:00,217.84,customer_request,False
r_0001966,t_0064667,m_04233,2026-02-15 06:16:00,427.12,customer_request,False
r_0001967,t_0064760,m_04243,2025-06-19 23:52:00,223.45,return,False
r_0001968,t_0064857,m_04254,2025-02-09 02:40:00,1422.04,return,False
r_0001969,t_0064867,m_04254,2025-03-18 02:51:00,182.62,customer_request,False
r_0001970,t_0064891,m_04255,2026-02-20 05:08:00,84.84,customer_request,True
r_0001971,t_0064906,m_04255,2026-04-10 09:28:00,835.99,suspected_fraud,False
r_0001972,t_0064927,m_04256,2025-12-20 17:18:00,1305.77,customer_request,False
r_0001973,t_0064948,m_04259,2026-02-25 08:47:00,221.75,customer_request,False
r_0001974,t_0064982,m_04260,2025-04-09 09:37:00,61.73,return,False
r_0001975,t_0064993,m_04260,2025-05-13 03:37:00,138.12,customer_request,False
r_0001976,t_0065018,m_04263,2025-12-22 07:23:00,902.3,customer_request,False
r_0001977,t_0065040,m_04264,2026-02-24 07:59:00,1852.16,service_issue,False
r_0001978,t_0065052,m_04264,2026-05-23 02:28:00,425.28,service_issue,False
r_0001979,t_0065069,m_04265,2026-03-22 09:53:00,264.84,customer_request,False
r_0001980,t_0065085,m_04267,2025-11-28 11:54:00,108.57,service_issue,False
r_0001981,t_0065093,m_04268,2025-07-25 18:05:00,204.24,customer_request,False
r_0001982,t_0065102,m_04269,2025-08-03 18:17:00,774.71,service_issue,False
r_0001983,t_0065107,m_04269,2025-08-18 04:46:00,1620.97,return,False
r_0001984,t_0065116,m_04269,2025-09-13 01:01:00,1153.78,customer_request,False
r_0001985,t_0065133,m_04270,2026-01-01 03:19:00,138.11,suspected_fraud,False
r_0001986,t_0065138,m_04270,2025-12-17 03:10:00,74.39,service_issue,False
r_0001987,t_0065173,m_04272,2025-07-05 09:13:00,108.41,customer_request,True
r_0001988,t_0065175,m_04272,2025-07-02 22:34:00,192.17,customer_request,False
r_0001989,t_0065185,m_04272,2025-07-31 04:28:00,226.04,return,False
r_0001990,t_0065186,m_04272,2025-07-12 07:42:00,134.21,service_issue,False
r_0001991,t_0065222,m_04273,2025-05-17 00:04:00,346.91,suspected_fraud,False
r_0001992,t_0065293,m_04278,2025-09-29 14:58:00,27.34,return,True
r_0001993,t_0065382,m_04286,2025-11-29 04:27:00,43.01,return,True
r_0001994,t_0065393,m_04286,2025-12-28 06:48:00,95.01,suspected_fraud,False
r_0001995,t_0065570,m_04293,2025-05-08 01:03:00,60.11,customer_request,False
r_0001996,t_0065599,m_04296,2026-03-28 10:47:00,78.53,customer_request,True
r_0001997,t_0065701,m_04301,2025-03-12 04:58:00,165.69,suspected_fraud,False
r_0001998,t_0065710,m_04301,2025-05-07 15:46:00,203.74,service_issue,False
r_0001999,t_0065752,m_04303,2025-12-09 08:21:00,691.35,service_issue,False
r_0002000,t_0065848,m_04310,2025-09-01 05:03:00,808.84,other,False
r_0002001,t_0065962,m_04314,2026-01-14 09:33:00,393.48,customer_request,False
r_0002002,t_0065984,m_04314,2026-05-07 18:25:00,143.41,suspected_fraud,True
r_0002003,t_0065989,m_04315,2025-04-05 12:27:00,1248.58,customer_request,False
r_0002004,t_0066009,m_04315,2025-06-17 22:09:00,529.76,customer_request,False
r_0002005,t_0066016,m_04315,2025-07-07 03:14:00,1017.3,customer_request,False
r_0002006,t_0066029,m_04318,2025-06-17 20:36:00,538.87,customer_request,False
r_0002007,t_0066049,m_04322,2025-07-28 01:27:00,347.03,other,False
r_0002008,t_0066078,m_04323,2025-09-03 15:37:00,193.76,customer_request,False
r_0002009,t_0066179,m_04328,2025-05-22 20:09:00,87.88,customer_request,False
r_0002010,t_0066191,m_04328,2025-05-31 08:20:00,32.69,customer_request,False
r_0002011,t_0066199,m_04329,2025-12-31 21:51:00,284.71,customer_request,False
r_0002012,t_0066222,m_04329,2026-03-05 16:18:00,120.97,other,False
r_0002013,t_0066232,m_04329,2026-04-19 18:22:00,170.58,customer_request,False
r_0002014,t_0066240,m_04329,2026-04-18 07:18:00,168.05,customer_request,False
r_0002015,t_0066247,m_04330,2025-09-24 05:44:00,195.57,return,True
r_0002016,t_0066290,m_04332,2026-01-10 13:28:00,218.66,return,False
r_0002017,t_0066301,m_04332,2026-02-12 22:48:00,437.34,return,False
r_0002018,t_0066310,m_04332,2026-03-06 21:41:00,199.46,service_issue,False
r_0002019,t_0066401,m_04338,2025-07-10 08:55:00,167.36,customer_request,False
r_0002020,t_0066405,m_04338,2025-07-06 20:34:00,93.1,return,False
r_0002021,t_0066413,m_04338,2025-08-01 21:29:00,74.57,suspected_fraud,False
r_0002022,t_0066460,m_04340,2025-06-05 08:34:00,102.09,customer_request,False
r_0002023,t_0066472,m_04342,2025-05-19 23:44:00,195.7,return,False
r_0002024,t_0066484,m_04345,2025-06-13 11:07:00,961.17,customer_request,False
r_0002025,t_0066506,m_04346,2025-07-04 17:40:00,98.65,customer_request,False
r_0002026,t_0066563,m_04350,2025-06-02 13:01:00,175.87,customer_request,False
r_0002027,t_0066582,m_04351,2026-01-17 12:41:00,107.56,service_issue,False
r_0002028,t_0066608,m_04356,2026-03-12 16:51:00,619.31,return,False
r_0002029,t_0066631,m_04359,2025-06-12 07:39:00,116.87,suspected_fraud,True
r_0002030,t_0066671,m_04363,2025-12-09 04:18:00,445.92,customer_request,False
r_0002031,t_0066723,m_04367,2026-03-04 19:18:00,194.36,other,False
r_0002032,t_0066728,m_04367,2026-03-07 22:34:00,856.91,customer_request,False
r_0002033,t_0066790,m_04370,2025-07-04 04:54:00,433.52,service_issue,False
r_0002034,t_0066815,m_04371,2025-12-20 00:48:00,91.06,service_issue,False
r_0002035,t_0066838,m_04373,2025-03-21 17:58:00,205.12,service_issue,True
r_0002036,t_0066847,m_04373,2025-04-12 15:04:00,51.29,customer_request,True
r_0002037,t_0066849,m_04373,2025-04-25 11:40:00,296.51,customer_request,False
r_0002038,t_0066853,m_04373,2025-04-21 17:47:00,91.37,customer_request,True
r_0002039,t_0066876,m_04374,2025-11-26 07:37:00,530.06,customer_request,False
r_0002040,t_0066881,m_04374,2025-12-01 00:32:00,70.16,return,False
r_0002041,t_0066966,m_04377,2025-06-11 20:22:00,144.32,customer_request,False
r_0002042,t_0066971,m_04377,2025-07-21 19:20:00,251.13,customer_request,False
r_0002043,t_0066975,m_04377,2025-07-07 18:27:00,220.32,service_issue,False
r_0002044,t_0067040,m_04380,2025-10-29 06:51:00,353.9,other,False
r_0002045,t_0067045,m_04380,2025-12-03 10:25:00,359.19,customer_request,False
r_0002046,t_0067068,m_04382,2025-10-23 08:36:00,150.83,customer_request,False
r_0002047,t_0067071,m_04382,2025-11-02 08:23:00,70.02,return,False
r_0002048,t_0067073,m_04382,2025-11-15 08:45:00,71.54,suspected_fraud,False
r_0002049,t_0067134,m_04384,2026-03-29 19:47:00,156.12,return,False
r_0002050,t_0067193,m_04385,2025-10-04 06:23:00,259.09,suspected_fraud,True
r_0002051,t_0067333,m_04398,2026-02-03 19:28:00,33.56,customer_request,True
r_0002052,t_0067335,m_04398,2026-02-19 05:36:00,84.47,return,False
r_0002053,t_0067337,m_04398,2026-02-20 07:22:00,147.4,return,True
r_0002054,t_0067421,m_04405,2026-04-10 07:05:00,421.76,other,False
r_0002055,t_0067438,m_04407,2025-06-08 20:44:00,28.31,suspected_fraud,True
r_0002056,t_0067453,m_04407,2025-07-15 19:34:00,72.04,customer_request,True
r_0002057,t_0067466,m_04412,2025-07-31 23:26:00,38.7,return,False
r_0002058,t_0067486,m_04413,2025-10-13 12:03:00,400.52,customer_request,False
r_0002059,t_0067497,m_04413,2025-12-13 20:16:00,157.17,return,True
r_0002060,t_0067511,m_04415,2025-05-18 22:00:00,455.64,customer_request,False
r_0002061,t_0067525,m_04418,2025-05-10 13:49:00,57.73,customer_request,False
r_0002062,t_0067554,m_04419,2026-03-01 16:40:00,497.8,return,False
r_0002063,t_0067653,m_04422,2026-02-18 19:04:00,318.0,customer_request,False
r_0002064,t_0067656,m_04422,2026-02-28 15:45:00,129.79,customer_request,False
r_0002065,t_0067668,m_04425,2025-03-20 01:18:00,16.54,customer_request,False
r_0002066,t_0067696,m_04426,2025-09-09 04:26:00,243.43,customer_request,False
r_0002067,t_0067701,m_04426,2025-09-21 05:11:00,388.54,return,False
r_0002068,t_0067746,m_04427,2025-12-15 02:12:00,364.24,return,False
r_0002069,t_0067771,m_04432,2025-03-17 21:06:00,647.47,return,False
r_0002070,t_0067782,m_04432,2025-05-06 10:20:00,445.54,return,False
r_0002071,t_0067794,m_04433,2025-10-22 11:40:00,91.9,service_issue,False
r_0002072,t_0067797,m_04433,2025-10-23 23:07:00,70.65,return,False
r_0002073,t_0067846,m_04439,2025-06-07 17:36:00,162.5,return,False
r_0002074,t_0067847,m_04439,2025-06-07 12:05:00,213.71,service_issue,False
r_0002075,t_0067880,m_04439,2025-09-09 11:28:00,203.88,customer_request,False
r_0002076,t_0067913,m_04442,2025-04-11 10:30:00,342.27,return,True
r_0002077,t_0067937,m_04443,2025-04-14 18:19:00,109.02,customer_request,False
r_0002078,t_0067938,m_04443,2025-04-24 12:37:00,63.66,service_issue,False
r_0002079,t_0067957,m_04446,2026-02-23 18:03:00,236.98,customer_request,False
r_0002080,t_0067959,m_04446,2026-03-28 17:01:00,340.79,suspected_fraud,False
r_0002081,t_0067970,m_04447,2025-04-14 03:11:00,393.52,customer_request,True
r_0002082,t_0068046,m_04452,2026-02-27 04:46:00,97.09,service_issue,False
r_0002083,t_0068080,m_04457,2025-09-30 12:04:00,1073.45,return,False
r_0002084,t_0068134,m_04459,2025-05-03 00:34:00,75.85,suspected_fraud,True
r_0002085,t_0068135,m_04459,2025-04-23 05:54:00,200.01,other,False
r_0002086,t_0068140,m_04459,2025-05-06 14:47:00,140.63,return,False
r_0002087,t_0068193,m_04464,2025-07-06 21:45:00,151.02,suspected_fraud,False
r_0002088,t_0068209,m_04465,2025-03-18 09:18:00,175.57,return,False
r_0002089,t_0068358,m_04476,2025-02-03 05:22:00,163.79,customer_request,False
r_0002090,t_0068529,m_04482,2026-03-09 00:34:00,78.28,customer_request,False
r_0002091,t_0068539,m_04484,2026-01-26 13:06:00,171.59,return,False
r_0002092,t_0068559,m_04486,2025-08-30 08:43:00,193.66,return,False
r_0002093,t_0068595,m_04490,2026-01-04 19:35:00,552.52,other,False
r_0002094,t_0068639,m_04491,2025-08-03 07:32:00,229.74,service_issue,False
r_0002095,t_0068675,m_04492,2025-09-05 19:12:00,153.8,customer_request,False
r_0002096,t_0068676,m_04492,2025-08-21 12:55:00,78.58,other,False
