day,symbol,name,day,total_aum_usd
9/19/2025,DFDVx,DFDV xStock,45919,311588.7887
9/19/2025,PFEx,Pfizer xStock,45919,291225.2084
9/19/2025,XOMx,Exxon Mobil xStock,45919,283035.1059
9/19/2025,JPMx,JPMorgan Chase xStock,45919,277731.058
9/19/2025,OPENx,OPEN xStock,45919,254645.2031
9/19/2025,GSx,Goldman Sachs xStock,45919,236378.3559
9/19/2025,ORCLx,Oracle xStock,45919,232455.2529
9/19/2025,ABBVx,AbbVie xStock,45919,232023.0879
9/19/2025,APPx,AppLovin xStock,45919,231687.1157
9/19/2025,MRKx,Merck xStock,45919,227045.9072
9/19/2025,HONx,Honeywell xStock,45919,209543.6602
9/19/2025,TMOx,Thermo Fisher xStock,45919,204504.7245
9/19/2025,CRMx,Salesforce xStock,45919,192749.7202
9/19/2025,MRVLx,Marvell xStock,45919,189984.0107
9/19/2025,IBMx,International Business Machines,45919,186456.4341
9/19/2025,WMTx,Walmart xStock,45919,181453.8561
9/19/2025,KOx,Coca-Cola xStock,45919,178320.2379
9/19/2025,AZNx,AstraZeneca xStock,45919,175830.5172
9/19/2025,JNJx,Johnson & Johnson xStock,45919,172439.2506
9/19/2025,CVXx,Chevron xStock,45919,169647.093
9/19/2025,CSCOx,Cisco xStock,45919,168956.7541
9/19/2025,BACx,Bank of America xStock,45919,165874.9573
9/19/2025,PGx,Procter & Gamble xStock,45919,164358.0421
9/19/2025,PMx,Philip Morris xStock,45919,161626.2878
9/19/2025,CMCSAx,Comcast xStock,45919,155238.2553
9/19/2025,ACNx,Accenture xStock,45919,152482.3935
9/19/2025,CRWDx,CrowdStrike xStock,45919,151550.1753
9/19/2025,DHRx,Danaher xStock,45919,151060.1825
9/19/2025,MAx,Mastercard xStock,45919,146128.98
9/19/2025,PEPx,PepsiCo xStock,45919,143814.5009
9/19/2025,AMBRx,Amber xStock,45919,142434.8888
9/19/2025,TQQQx,TQQQ xStock,45919,141871.0836
9/19/2025,MDTx,Medtronic xStock,45919,141523.0204
9/19/2025,Vx,Visa xStock,45919,141264.1408
9/19/2025,HDx,Home Depot xStock,45919,129142.5262
9/19/2025,ABTx,Abbott xStock,45919,126773.6806
9/19/2025,LINx,Linde xStock,45919,125143.8751
9/19/2025,NFLXx,Netflix xStock,45919,24393.98791
9/19/2025,TBLLx,TBLL xStock,45919,0
9/20/2025,TSLAx,Tesla xStock,45920,20620456.12
9/20/2025,SPYx,SP500 xStock,45920,7990175.304
9/20/2025,NVDAx,NVIDIA xStock,45920,7732697.847
9/20/2025,GOOGLx,Alphabet xStock,45920,5310760.198
9/20/2025,CRCLx,Circle xStock,45920,3247969.112
9/20/2025,AAPLx,Apple xStock,45920,3239926.616
9/20/2025,MSTRx,MicroStrategy xStock,45920,2803605.554
9/20/2025,QQQx,Nasdaq xStock,45920,2624878.218
9/20/2025,METAx,Meta xStock,45920,1961404.554
9/20/2025,HOODx,Robinhood xStock,45920,1713076.265
9/20/2025,AMZNx,Amazon.com xStock,45920,1443615.627
9/20/2025,COINx,Coinbase xStock,45920,1345975.425
9/20/2025,GLDx,Gold xStock,45920,946242.8396
9/20/2025,PLTRx,Palantir xStock,45920,919385.2722
9/20/2025,INTCx,Intel xStock,45920,861295.7164
9/20/2025,MCDx,McDonald's xStock,45920,770748.7101
9/20/2025,MSFTx,Microsoft xStock,45920,643828.2093
9/20/2025,VTIx,Vanguard xStock,45920,603456.1563
9/20/2025,NVOx,Novo Nordisk xStock,45920,566426.0529
9/20/2025,BRK.Bx,Berkshire Hathaway xStock,45920,468493.7062
9/20/2025,AVGOx,Broadcom xStock,45920,462753.5559
9/20/2025,UNHx,UnitedHealth xStock,45920,385550.887
9/20/2025,LLYx,Eli Lilly xStock,45920,356521.4356
9/20/2025,GMEx,Gamestop xStock,45920,329959.358
9/20/2025,DFDVx,DFDV xStock,45920,311588.7887
9/20/2025,PFEx,Pfizer xStock,45920,291225.2084
9/20/2025,XOMx,Exxon Mobil xStock,45920,283035.1059
9/20/2025,JPMx,JPMorgan Chase xStock,45920,277731.058
9/20/2025,OPENx,OPEN xStock,45920,254645.2031
9/20/2025,GSx,Goldman Sachs xStock,45920,236378.3559
9/20/2025,ORCLx,Oracle xStock,45920,232455.2529
9/20/2025,ABBVx,AbbVie xStock,45920,232023.0879
9/20/2025,APPx,AppLovin xStock,45920,231687.1157
9/20/2025,MRKx,Merck xStock,45920,227045.9072
9/20/2025,HONx,Honeywell xStock,45920,209543.6602
9/20/2025,TMOx,Thermo Fisher xStock,45920,204504.7245
9/20/2025,CRMx,Salesforce xStock,45920,192749.7202
9/20/2025,MRVLx,Marvell xStock,45920,189984.0107
9/20/2025,IBMx,International Business Machines,45920,186456.4341
9/20/2025,WMTx,Walmart xStock,45920,181453.8561
9/20/2025,KOx,Coca-Cola xStock,45920,178320.2379
9/20/2025,AZNx,AstraZeneca xStock,45920,175830.5172
9/20/2025,JNJx,Johnson & Johnson xStock,45920,172439.2506
9/20/2025,CVXx,Chevron xStock,45920,169647.093
9/20/2025,CSCOx,Cisco xStock,45920,168956.7541
9/20/2025,BACx,Bank of America xStock,45920,165874.9573
9/20/2025,PGx,Procter & Gamble xStock,45920,164358.0421
9/20/2025,PMx,Philip Morris xStock,45920,161626.2878
9/20/2025,CMCSAx,Comcast xStock,45920,155238.2553
9/20/2025,ACNx,Accenture xStock,45920,152482.3935
9/20/2025,CRWDx,CrowdStrike xStock,45920,151550.1753
9/20/2025,DHRx,Danaher xStock,45920,151060.1825
9/20/2025,MAx,Mastercard xStock,45920,146128.98
9/20/2025,PEPx,PepsiCo xStock,45920,143814.5009
9/20/2025,AMBRx,Amber xStock,45920,142434.8888
9/20/2025,TQQQx,TQQQ xStock,45920,141871.0836
9/20/2025,MDTx,Medtronic xStock,45920,141523.0204
9/20/2025,Vx,Visa xStock,45920,141264.1408
9/20/2025,HDx,Home Depot xStock,45920,129142.5262
9/20/2025,ABTx,Abbott xStock,45920,126773.6806
9/20/2025,LINx,Linde xStock,45920,125143.8751
9/20/2025,NFLXx,Netflix xStock,45920,24393.98791
9/20/2025,TBLLx,TBLL xStock,45920,0
9/21/2025,TSLAx,Tesla xStock,45921,20620455.81
9/21/2025,SPYx,SP500 xStock,45921,7990174.737
9/21/2025,NVDAx,NVIDIA xStock,45921,7732697.847
9/21/2025,GOOGLx,Alphabet xStock,45921,5310760.198
9/21/2025,CRCLx,Circle xStock,45921,3247969.106
9/21/2025,AAPLx,Apple xStock,45921,3239926.355
9/21/2025,MSTRx,MicroStrategy xStock,45921,2803605.517
9/21/2025,QQQx,Nasdaq xStock,45921,2624878.218
9/21/2025,METAx,Meta xStock,45921,1961404.554
9/21/2025,HOODx,Robinhood xStock,45921,1713076.265
9/21/2025,AMZNx,Amazon.com xStock,45921,1443615.627
9/21/2025,COINx,Coinbase xStock,45921,1345975.425
9/21/2025,GLDx,Gold xStock,45921,946242.8396
9/21/2025,PLTRx,Palantir xStock,45921,919385.2722
9/21/2025,INTCx,Intel xStock,45921,861295.7164
9/21/2025,MCDx,McDonald's xStock,45921,770748.7101
9/21/2025,MSFTx,Microsoft xStock,45921,643828.2093
9/21/2025,VTIx,Vanguard xStock,45921,603456.1563
9/21/2025,NVOx,Novo Nordisk xStock,45921,566426.0529
9/21/2025,BRK.Bx,Berkshire Hathaway xStock,45921,468493.7062
9/21/2025,AVGOx,Broadcom xStock,45921,462753.5559
9/21/2025,UNHx,UnitedHealth xStock,45921,385550.887
9/21/2025,LLYx,Eli Lilly xStock,45921,356521.4356
9/21/2025,GMEx,Gamestop xStock,45921,329959.358
9/21/2025,DFDVx,DFDV xStock,45921,311588.7887
9/21/2025,PFEx,Pfizer xStock,45921,291225.2084
9/21/2025,XOMx,Exxon Mobil xStock,45921,283035.1059
9/21/2025,JPMx,JPMorgan Chase xStock,45921,277731.058
9/21/2025,OPENx,OPEN xStock,45921,254645.2031
9/21/2025,GSx,Goldman Sachs xStock,45921,236378.3559
9/21/2025,ORCLx,Oracle xStock,45921,232455.2529
9/21/2025,ABBVx,AbbVie xStock,45921,232023.0879
9/21/2025,APPx,AppLovin xStock,45921,231687.1157
9/21/2025,MRKx,Merck xStock,45921,227045.9072
9/21/2025,HONx,Honeywell xStock,45921,209543.6602
9/21/2025,TMOx,Thermo Fisher xStock,45921,204504.7245
9/21/2025,CRMx,Salesforce xStock,45921,192749.7202
9/21/2025,MRVLx,Marvell xStock,45921,189984.0107
9/21/2025,IBMx,International Business Machines,45921,186456.4341
9/21/2025,WMTx,Walmart xStock,45921,181453.8561
9/21/2025,KOx,Coca-Cola xStock,45921,178320.2379
9/21/2025,AZNx,AstraZeneca xStock,45921,175830.5172
9/21/2025,JNJx,Johnson & Johnson xStock,45921,172439.2506
9/21/2025,CVXx,Chevron xStock,45921,169647.093
9/21/2025,CSCOx,Cisco xStock,45921,168956.7541
9/21/2025,BACx,Bank of America xStock,45921,165874.9573
9/21/2025,PGx,Procter & Gamble xStock,45921,164358.0421
9/21/2025,PMx,Philip Morris xStock,45921,161626.2878
9/21/2025,CMCSAx,Comcast xStock,45921,155238.2553
9/21/2025,ACNx,Accenture xStock,45921,152482.3935
9/21/2025,CRWDx,CrowdStrike xStock,45921,151550.1753
9/21/2025,DHRx,Danaher xStock,45921,151060.1825
9/21/2025,MAx,Mastercard xStock,45921,146128.98
9/21/2025,PEPx,PepsiCo xStock,45921,143814.5009
9/21/2025,AMBRx,Amber xStock,45921,142434.8888
9/21/2025,TQQQx,TQQQ xStock,45921,141871.0836
9/21/2025,MDTx,Medtronic xStock,45921,141523.0204
9/21/2025,Vx,Visa xStock,45921,141264.1408
9/21/2025,HDx,Home Depot xStock,45921,129142.5262
9/21/2025,ABTx,Abbott xStock,45921,126773.6806
9/21/2025,LINx,Linde xStock,45921,125143.8751
9/21/2025,NFLXx,Netflix xStock,45921,24393.98791
9/21/2025,TBLLx,TBLL xStock,45921,0
9/22/2025,TSLAx,Tesla xStock,45922,20662716.25
9/22/2025,SPYx,SP500 xStock,45922,8199224.841
9/22/2025,NVDAx,NVIDIA xStock,45922,7732687.926
9/22/2025,GOOGLx,Alphabet xStock,45922,5310759.715
9/22/2025,AAPLx,Apple xStock,45922,3239916.459
9/22/2025,CRCLx,Circle xStock,45922,3035450.258
9/22/2025,MSTRx,MicroStrategy xStock,45922,2803272.918
9/22/2025,QQQx,Nasdaq xStock,45922,2639676.003
9/22/2025,METAx,Meta xStock,45922,1983787.513
9/22/2025,HOODx,Robinhood xStock,45922,1713076.265
9/22/2025,AMZNx,Amazon.com xStock,45922,1443615.186
9/22/2025,COINx,Coinbase xStock,45922,1345975.425
9/22/2025,GLDx,Gold xStock,45922,1055768.761
9/22/2025,INTCx,Intel xStock,45922,861295.7164
9/22/2025,PLTRx,Palantir xStock,45922,844695.8948
9/22/2025,MCDx,McDonald's xStock,45922,770748.7101
9/22/2025,MSFTx,Microsoft xStock,45922,643828.2093
9/22/2025,VTIx,Vanguard xStock,45922,603456.1563
9/22/2025,NVOx,Novo Nordisk xStock,45922,577970.2924
9/22/2025,BRK.Bx,Berkshire Hathaway xStock,45922,496446.1465
9/22/2025,AVGOx,Broadcom xStock,45922,475937.1638
9/22/2025,UNHx,UnitedHealth xStock,45922,385550.887
9/22/2025,LLYx,Eli Lilly xStock,45922,356521.4356
9/22/2025,GMEx,Gamestop xStock,45922,329959.358
9/22/2025,DFDVx,DFDV xStock,45922,311588.7887
9/22/2025,PFEx,Pfizer xStock,45922,291225.2084
9/22/2025,XOMx,Exxon Mobil xStock,45922,283035.1059
9/22/2025,JPMx,JPMorgan Chase xStock,45922,277731.058
9/22/2025,OPENx,OPEN xStock,45922,254645.2031
9/22/2025,APPx,AppLovin xStock,45922,240462.8456
9/22/2025,GSx,Goldman Sachs xStock,45922,236378.3559
9/22/2025,ORCLx,Oracle xStock,45922,232455.2529
9/22/2025,ABBVx,AbbVie xStock,45922,232023.0879
9/22/2025,MRKx,Merck xStock,45922,227045.9072
9/22/2025,HONx,Honeywell xStock,45922,209543.6602
9/22/2025,TMOx,Thermo Fisher xStock,45922,204504.7245
9/22/2025,CRMx,Salesforce xStock,45922,192749.7202
9/22/2025,MRVLx,Marvell xStock,45922,189984.0107
9/22/2025,IBMx,International Business Machines,45922,186456.4341
9/22/2025,WMTx,Walmart xStock,45922,181453.8561
9/22/2025,KOx,Coca-Cola xStock,45922,178320.2379
9/22/2025,AZNx,AstraZeneca xStock,45922,175830.5172
9/22/2025,JNJx,Johnson & Johnson xStock,45922,172439.2506
9/22/2025,CVXx,Chevron xStock,45922,169647.093
9/22/2025,CSCOx,Cisco xStock,45922,168956.7541
9/22/2025,BACx,Bank of America xStock,45922,165874.9573
9/22/2025,PGx,Procter & Gamble xStock,45922,164358.0421
9/22/2025,PMx,Philip Morris xStock,45922,161626.2878
9/22/2025,TQQQx,TQQQ xStock,45922,155424.7371
9/22/2025,CMCSAx,Comcast xStock,45922,155238.2553
9/22/2025,ACNx,Accenture xStock,45922,152482.3935
9/22/2025,CRWDx,CrowdStrike xStock,45922,151550.1753
9/22/2025,DHRx,Danaher xStock,45922,151060.1825
9/22/2025,MAx,Mastercard xStock,45922,146128.98
9/22/2025,PEPx,PepsiCo xStock,45922,143814.5009
9/22/2025,AMBRx,Amber xStock,45922,142434.8888
9/22/2025,MDTx,Medtronic xStock,45922,141523.0204
9/22/2025,Vx,Visa xStock,45922,141264.1408
9/22/2025,HDx,Home Depot xStock,45922,129142.5262
9/22/2025,ABTx,Abbott xStock,45922,126773.6806
9/22/2025,LINx,Linde xStock,45922,125143.8751
9/22/2025,NFLXx,Netflix xStock,45922,24393.98791
9/22/2025,TBLLx,TBLL xStock,45922,0
9/23/2025,TSLAx,Tesla xStock,45923,20823116.42
9/23/2025,SPYx,SP500 xStock,45923,8199222.912
9/23/2025,NVDAx,NVIDIA xStock,45923,7609287.144
9/23/2025,GOOGLx,Alphabet xStock,45923,5310759.358
9/23/2025,MSTRx,MicroStrategy xStock,45923,3489505.193
9/23/2025,AAPLx,Apple xStock,45923,3239916.333
9/23/2025,CRCLx,Circle xStock,45923,3035469.264
9/23/2025,QQQx,Nasdaq xStock,45923,2639676.003
9/23/2025,METAx,Meta xStock,45923,1983787.513
9/23/2025,HOODx,Robinhood xStock,45923,1713076.265
9/23/2025,AMZNx,Amazon.com xStock,45923,1443614.222
9/23/2025,COINx,Coinbase xStock,45923,1345975.425
9/23/2025,GLDx,Gold xStock,45923,1069165.376
9/23/2025,INTCx,Intel xStock,45923,954089.2862
9/23/2025,PLTRx,Palantir xStock,45923,844695.8948
9/23/2025,MCDx,McDonald's xStock,45923,770748.7101
9/23/2025,MSFTx,Microsoft xStock,45923,643828.2093
9/23/2025,VTIx,Vanguard xStock,45923,603456.1563
9/23/2025,NVOx,Novo Nordisk xStock,45923,577970.2924
9/23/2025,BRK.Bx,Berkshire Hathaway xStock,45923,496446.1465
9/23/2025,AVGOx,Broadcom xStock,45923,475937.1638
9/23/2025,UNHx,UnitedHealth xStock,45923,395669.2392
9/23/2025,LLYx,Eli Lilly xStock,45923,356521.4356
9/23/2025,DFDVx,DFDV xStock,45923,330102.5454
9/23/2025,GMEx,Gamestop xStock,45923,329959.358
9/23/2025,ORCLx,Oracle xStock,45923,300161.7938
9/23/2025,PFEx,Pfizer xStock,45923,291225.2084
9/23/2025,XOMx,Exxon Mobil xStock,45923,283035.1059
9/23/2025,JPMx,JPMorgan Chase xStock,45923,277731.058
9/23/2025,OPENx,OPEN xStock,45923,254645.2031
9/23/2025,APPx,AppLovin xStock,45923,240462.8456
9/23/2025,GSx,Goldman Sachs xStock,45923,236378.3559
9/23/2025,ABBVx,AbbVie xStock,45923,232023.0879
9/23/2025,MRKx,Merck xStock,45923,227045.9072
9/23/2025,HONx,Honeywell xStock,45923,209543.6602
9/23/2025,TMOx,Thermo Fisher xStock,45923,204504.7245
9/23/2025,CRMx,Salesforce xStock,45923,192749.7202
9/23/2025,MRVLx,Marvell xStock,45923,189984.0107
9/23/2025,IBMx,International Business Machines,45923,186456.4341
9/23/2025,WMTx,Walmart xStock,45923,181453.8561
9/23/2025,KOx,Coca-Cola xStock,45923,178320.2379
9/23/2025,AZNx,AstraZeneca xStock,45923,175830.5172
9/23/2025,JNJx,Johnson & Johnson xStock,45923,172439.2506
9/23/2025,CVXx,Chevron xStock,45923,169647.093
9/23/2025,CSCOx,Cisco xStock,45923,168956.7541
9/23/2025,BACx,Bank of America xStock,45923,165874.9573
9/23/2025,PGx,Procter & Gamble xStock,45923,164358.0421
9/23/2025,PMx,Philip Morris xStock,45923,161626.2878
9/23/2025,TQQQx,TQQQ xStock,45923,155424.7371
9/23/2025,CMCSAx,Comcast xStock,45923,155238.2553
9/23/2025,ACNx,Accenture xStock,45923,152482.3935
9/23/2025,CRWDx,CrowdStrike xStock,45923,151550.1753
9/23/2025,DHRx,Danaher xStock,45923,151060.1825
9/23/2025,AMBRx,Amber xStock,45923,148994.6845
9/23/2025,MAx,Mastercard xStock,45923,146128.98
9/23/2025,PEPx,PepsiCo xStock,45923,143814.5009
9/23/2025,MDTx,Medtronic xStock,45923,141523.0204
9/23/2025,Vx,Visa xStock,45923,141264.1408
9/23/2025,HDx,Home Depot xStock,45923,129142.5262
9/23/2025,ABTx,Abbott xStock,45923,126773.6806
9/23/2025,LINx,Linde xStock,45923,125143.8751
9/23/2025,NFLXx,Netflix xStock,45923,24393.98791
9/23/2025,TBLLx,TBLL xStock,45923,0
9/24/2025,TSLAx,Tesla xStock,45924,20823115.36
9/24/2025,SPYx,SP500 xStock,45924,8199222.256
9/24/2025,NVDAx,NVIDIA xStock,45924,7726305.177
9/24/2025,GOOGLx,Alphabet xStock,45924,5310759.357
9/24/2025,MSTRx,MicroStrategy xStock,45924,3599602.284
9/24/2025,AAPLx,Apple xStock,45924,3222565.19
9/24/2025,CRCLx,Circle xStock,45924,3083122.095
9/24/2025,QQQx,Nasdaq xStock,45924,2656083.255
9/24/2025,METAx,Meta xStock,45924,1983787.312
9/24/2025,HOODx,Robinhood xStock,45924,1578607.922
9/24/2025,AMZNx,Amazon.com xStock,45924,1465500.701
9/24/2025,COINx,Coinbase xStock,45924,1343513.863
9/24/2025,INTCx,Intel xStock,45924,1132789.214
9/24/2025,GLDx,Gold xStock,45924,1099873.003
9/24/2025,PLTRx,Palantir xStock,45924,916040.2605
9/24/2025,MCDx,McDonald's xStock,45924,770748.7101
9/24/2025,MSFTx,Microsoft xStock,45924,653152.467
9/24/2025,VTIx,Vanguard xStock,45924,603456.1563
9/24/2025,NVOx,Novo Nordisk xStock,45924,577970.2924
9/24/2025,BRK.Bx,Berkshire Hathaway xStock,45924,496446.1465
9/24/2025,AVGOx,Broadcom xStock,45924,475937.1638
9/24/2025,UNHx,UnitedHealth xStock,45924,395669.2392
9/24/2025,GMEx,Gamestop xStock,45924,369031.4756
9/24/2025,LLYx,Eli Lilly xStock,45924,356521.4356
9/24/2025,DFDVx,DFDV xStock,45924,330102.3125
9/24/2025,ORCLx,Oracle xStock,45924,300161.7938
9/24/2025,PFEx,Pfizer xStock,45924,291225.2084
9/24/2025,XOMx,Exxon Mobil xStock,45924,283035.1059
9/24/2025,JPMx,JPMorgan Chase xStock,45924,277731.058
9/24/2025,OPENx,OPEN xStock,45924,254645.2031
9/24/2025,APPx,AppLovin xStock,45924,240462.8456
9/24/2025,GSx,Goldman Sachs xStock,45924,236378.3559
9/24/2025,ABBVx,AbbVie xStock,45924,232023.0879
9/24/2025,MRKx,Merck xStock,45924,227045.9072
9/24/2025,HONx,Honeywell xStock,45924,209543.6602
9/24/2025,TMOx,Thermo Fisher xStock,45924,204504.7245
9/24/2025,CRMx,Salesforce xStock,45924,192749.7202
9/24/2025,MRVLx,Marvell xStock,45924,189984.0107
9/24/2025,IBMx,International Business Machines,45924,186456.4341
9/24/2025,WMTx,Walmart xStock,45924,181453.8561
9/24/2025,KOx,Coca-Cola xStock,45924,178320.2379
9/24/2025,AZNx,AstraZeneca xStock,45924,175830.5172
9/24/2025,JNJx,Johnson & Johnson xStock,45924,172439.2506
9/24/2025,CVXx,Chevron xStock,45924,169647.093
9/24/2025,CSCOx,Cisco xStock,45924,168956.7541
9/24/2025,BACx,Bank of America xStock,45924,165874.9573
9/24/2025,PGx,Procter & Gamble xStock,45924,164358.0421
9/24/2025,PMx,Philip Morris xStock,45924,161626.2878
9/24/2025,MDTx,Medtronic xStock,45924,159696.7972
9/24/2025,TQQQx,TQQQ xStock,45924,155424.7371
9/24/2025,CMCSAx,Comcast xStock,45924,155238.2553
9/24/2025,ACNx,Accenture xStock,45924,152482.3935
9/24/2025,CRWDx,CrowdStrike xStock,45924,151550.1753
9/24/2025,DHRx,Danaher xStock,45924,151060.1825
9/24/2025,AMBRx,Amber xStock,45924,148994.6845
9/24/2025,MAx,Mastercard xStock,45924,146128.98
9/24/2025,PEPx,PepsiCo xStock,45924,143814.5009
9/24/2025,Vx,Visa xStock,45924,141264.1408
9/24/2025,HDx,Home Depot xStock,45924,129142.5262
9/24/2025,ABTx,Abbott xStock,45924,126773.6806
9/24/2025,LINx,Linde xStock,45924,125143.8751
9/24/2025,NFLXx,Netflix xStock,45924,24393.98791
9/24/2025,TBLLx,TBLL xStock,45924,0
9/25/2025,TSLAx,Tesla xStock,45925,20602099.81
9/25/2025,SPYx,SP500 xStock,45925,8379118.497
9/25/2025,NVDAx,NVIDIA xStock,45925,7472879.966
9/25/2025,GOOGLx,Alphabet xStock,45925,5310759.357
9/25/2025,MSTRx,MicroStrategy xStock,45925,3863139.966
9/25/2025,CRCLx,Circle xStock,45925,3083121.995
9/25/2025,AAPLx,Apple xStock,45925,3046525.676
9/25/2025,QQQx,Nasdaq xStock,45925,2656083.255
9/25/2025,METAx,Meta xStock,45925,1983787.312
9/25/2025,HOODx,Robinhood xStock,45925,1626286.934
9/25/2025,COINx,Coinbase xStock,45925,1479069.655
9/25/2025,AMZNx,Amazon.com xStock,45925,1465500.701
9/25/2025,GLDx,Gold xStock,45925,1114051.155
9/25/2025,INTCx,Intel xStock,45925,936588.9799
9/25/2025,PLTRx,Palantir xStock,45925,927501.2336
9/25/2025,MCDx,McDonald's xStock,45925,770748.7101
9/25/2025,MSFTx,Microsoft xStock,45925,653152.467
9/25/2025,VTIx,Vanguard xStock,45925,603456.1563
9/25/2025,NVOx,Novo Nordisk xStock,45925,577970.2924
9/25/2025,BRK.Bx,Berkshire Hathaway xStock,45925,496446.1465
9/25/2025,AVGOx,Broadcom xStock,45925,475937.1638
9/25/2025,UNHx,UnitedHealth xStock,45925,410084.0345
9/25/2025,GMEx,Gamestop xStock,45925,369031.4756
9/25/2025,LLYx,Eli Lilly xStock,45925,356521.4356
9/25/2025,DFDVx,DFDV xStock,45925,330102.3124
9/25/2025,ORCLx,Oracle xStock,45925,324465.6694
9/25/2025,PFEx,Pfizer xStock,45925,291225.2084
9/25/2025,XOMx,Exxon Mobil xStock,45925,283035.1059
9/25/2025,JPMx,JPMorgan Chase xStock,45925,277731.058
9/25/2025,OPENx,OPEN xStock,45925,254645.2031
9/25/2025,APPx,AppLovin xStock,45925,240462.8456
9/25/2025,GSx,Goldman Sachs xStock,45925,236378.3559
9/25/2025,ABBVx,AbbVie xStock,45925,232023.0879
9/25/2025,MRKx,Merck xStock,45925,227045.9072
9/25/2025,HONx,Honeywell xStock,45925,209543.6602
9/25/2025,TMOx,Thermo Fisher xStock,45925,204504.7245
9/25/2025,CRMx,Salesforce xStock,45925,192749.7202
9/25/2025,MRVLx,Marvell xStock,45925,189984.0107
9/25/2025,IBMx,International Business Machines,45925,186456.4341
9/25/2025,WMTx,Walmart xStock,45925,181453.8561
9/25/2025,KOx,Coca-Cola xStock,45925,178320.2379
9/25/2025,AZNx,AstraZeneca xStock,45925,175830.5172
9/25/2025,JNJx,Johnson & Johnson xStock,45925,172439.2506
9/25/2025,CVXx,Chevron xStock,45925,169647.093
9/25/2025,CSCOx,Cisco xStock,45925,168956.7541
9/25/2025,BACx,Bank of America xStock,45925,165874.9573
9/25/2025,PGx,Procter & Gamble xStock,45925,164358.0421
9/25/2025,TQQQx,TQQQ xStock,45925,161789.3756
9/25/2025,PMx,Philip Morris xStock,45925,161626.2878
9/25/2025,MDTx,Medtronic xStock,45925,159696.7972
9/25/2025,CMCSAx,Comcast xStock,45925,155238.2553
9/25/2025,ACNx,Accenture xStock,45925,152482.3935
9/25/2025,CRWDx,CrowdStrike xStock,45925,151550.1753
9/25/2025,DHRx,Danaher xStock,45925,151060.1825
9/25/2025,AMBRx,Amber xStock,45925,148994.6845
9/25/2025,MAx,Mastercard xStock,45925,146128.98
9/25/2025,PEPx,PepsiCo xStock,45925,143814.5009
9/25/2025,Vx,Visa xStock,45925,141264.1408
9/25/2025,HDx,Home Depot xStock,45925,129142.5262
9/25/2025,ABTx,Abbott xStock,45925,126773.6806
9/25/2025,LINx,Linde xStock,45925,125143.8751
9/25/2025,NFLXx,Netflix xStock,45925,24393.98791
9/25/2025,TBLLx,TBLL xStock,45925,0
9/26/2025,TSLAx,Tesla xStock,45926,20602095.61
9/26/2025,SPYx,SP500 xStock,45926,8205920.694
9/26/2025,NVDAx,NVIDIA xStock,45926,7352831.661
9/26/2025,GOOGLx,Alphabet xStock,45926,5310758.643
9/26/2025,MSTRx,MicroStrategy xStock,45926,4028157.931
9/26/2025,AAPLx,Apple xStock,45926,3106416.121
9/26/2025,CRCLx,Circle xStock,45926,3102970.031
9/26/2025,QQQx,Nasdaq xStock,45926,2714602.062
9/26/2025,METAx,Meta xStock,45926,1983787.312
9/26/2025,HOODx,Robinhood xStock,45926,1559187.118
9/26/2025,COINx,Coinbase xStock,45926,1479069.655
9/26/2025,AMZNx,Amazon.com xStock,45926,1465500.606
9/26/2025,GLDx,Gold xStock,45926,1114051.155
9/26/2025,INTCx,Intel xStock,45926,1073815.237
9/26/2025,PLTRx,Palantir xStock,45926,976422.4763
9/26/2025,MCDx,McDonald's xStock,45926,770748.7101
9/26/2025,NVOx,Novo Nordisk xStock,45926,670966.0442
9/26/2025,MSFTx,Microsoft xStock,45926,653152.467
9/26/2025,VTIx,Vanguard xStock,45926,603456.1563
9/26/2025,BRK.Bx,Berkshire Hathaway xStock,45926,496446.1465
9/26/2025,AVGOx,Broadcom xStock,45926,475937.1638
9/26/2025,UNHx,UnitedHealth xStock,45926,410084.0345
9/26/2025,GMEx,Gamestop xStock,45926,369031.4756
9/26/2025,LLYx,Eli Lilly xStock,45926,356521.4356
9/26/2025,DFDVx,DFDV xStock,45926,330102.3124
9/26/2025,ORCLx,Oracle xStock,45926,324465.6694
9/26/2025,XOMx,Exxon Mobil xStock,45926,283035.1059
9/26/2025,JPMx,JPMorgan Chase xStock,45926,277731.058
9/26/2025,OPENx,OPEN xStock,45926,254645.2031
9/26/2025,APPx,AppLovin xStock,45926,240462.8456
9/26/2025,GSx,Goldman Sachs xStock,45926,236378.3559
9/26/2025,ABBVx,AbbVie xStock,45926,232023.0879
9/26/2025,MRKx,Merck xStock,45926,227045.9072
9/26/2025,HONx,Honeywell xStock,45926,209543.6602
9/26/2025,TMOx,Thermo Fisher xStock,45926,204504.7245
9/26/2025,CRMx,Salesforce xStock,45926,192749.7202
9/26/2025,MRVLx,Marvell xStock,45926,189984.0107
9/26/2025,IBMx,International Business Machines,45926,186456.4341
9/26/2025,PFEx,Pfizer xStock,45926,186087.6075
9/26/2025,WMTx,Walmart xStock,45926,181453.833
9/26/2025,KOx,Coca-Cola xStock,45926,178320.2379
9/26/2025,AZNx,AstraZeneca xStock,45926,175830.5172
9/26/2025,JNJx,Johnson & Johnson xStock,45926,172439.2506
9/26/2025,CVXx,Chevron xStock,45926,169647.093
9/26/2025,CSCOx,Cisco xStock,45926,168956.7541
