id,variant_id,ch_allowed_plan_tiers,meditation_type,published_at,position,title,subtitle,language,content_group,description,icon_asset_id,is_hidden,should_play_as_guide,search_category,upsell_variant,is_clinical,created_at,updated_at,content_type,author_id,author_name,author_should_display,narrator_id,narrator_name,narrator_bio,narrator_is_composer,narrator_created_at,narrator_updated_at,narrator_headshot_id,narrator_headshot_type,narrator_headshot_content_type,narrator_headshot_size,narrator_headshot_url,narrator_headshot_width,narrator_headshot_height,narrator_headshot_dominant_colors,background_image_id,background_image_type,background_image_content_type,background_image_size,background_image_url,background_image_width,background_image_height,background_image_dominant_colors,titled_background_image_id,titled_background_image_type,titled_background_image_content_type,titled_background_image_size,titled_background_image_url,titled_background_image_width,titled_background_image_height,titled_background_image_dominant_colors,cell_image_id,cell_image_type,cell_image_content_type,cell_image_size,cell_image_url,cell_image_width,cell_image_height,cell_image_dominant_colors,untitled_cell_image_id,untitled_cell_image_type,untitled_cell_image_content_type,untitled_cell_image_size,untitled_cell_image_url,untitled_cell_image_width,untitled_cell_image_height,untitled_cell_image_dominant_colors,cell_background_image_id,cell_background_image_type,cell_background_image_content_type,cell_background_image_size,cell_background_image_url,cell_background_image_width,cell_background_image_height,cell_background_image_dominant_colors,featured_start_at,featured_end_at,narrator_medium_bio,restricted_to_products,narrator_short_bio,featured_home_icon_id,featured_home_icon_type,featured_home_icon_content_type,featured_home_icon_size,featured_home_icon_url,featured_home_icon_width,featured_home_icon_height,featured_home_icon_dominant_colors
_loUOATb6l,yTC07UF-aG,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2023-10-18T08:00:00.000Z,11022,The Artist: Basquiat in New York,fr,0-default,A journey through the eyes of a brilliant artist and the city that inspired him.,c39d97cb207878c9961def2e4e7879b0,False,True,sleep_stories,generic,False,2023-07-27T16:03:03.573Z,2023-09-28T17:53:44.829Z,Schlafgeschichte,E2PP77Oq,Faith Adiele,True,3_DQDYmn9R,Jean-Michel Richaud,"Jean-Michel Richaud ist in zahlreichen Film- und Fernsehproduktionen zu sehen, zuletzt in einer Gastrolle in der Apple TV-Serie „Government Cheese“ an der Seite von David Oyelowo und in „For All Mankind“. Er ist Gründungsmitglied der Theatergruppe „The Next Arena“ in Los Angeles. Außerdem hat er eine umfangreiche Karriere als Synchronsprecher hinter sich und hat über 400 Filme in seine französische Muttersprache synchronisiert. Besonders stolz ist er auf seine Synchronisationsrollen als Al Pacino in der Jubiläumsausgabe von „Scarface“ und Colin Firth in „The King's Speech“. Seine zahllosen Rollen als Synchronsprecher reichen vom Zeichentrickfilm als französischer Baron in „Frozen“ über die TV-Stimme des Sire in „What We Do in the Shadows“ bis hin zu Videospielen, Werbespots, Hörbüchern... also eigentlich alles, was mit Synchronisation zu tun hat.",False,2019-04-16T02:50:47.180Z,2024-11-01T10:36:02.712Z,ce5c03ce6860bcb52b8adf06e1f362f8,image,image/jpeg,2271192,https://assets.calm.com/ce5c03ce6860bcb52b8adf06e1f362f8.jpeg,4515,4517,"['#bd7c54', '#6c351c']",25eceae2516d48430d94f10bccd1faa9,image,image/jpeg,2632138,https://assets.calm.com/25eceae2516d48430d94f10bccd1faa9.jpeg,2000,2000,"['#e0c318', '#967a12']",,,,,,,,,574b359f463afabdbdd26f2cfc6f5cf4,image,image/jpeg,2660317,https://assets.calm.com/574b359f463afabdbdd26f2cfc6f5cf4.jpeg,2000,2000,"['#dec218', '#977d12']",574b359f463afabdbdd26f2cfc6f5cf4,image,image/jpeg,2660317,https://assets.calm.com/574b359f463afabdbdd26f2cfc6f5cf4.jpeg,2000,2000,"['#dec218', '#977d12']",,,574b359f463afabdbdd26f2cfc6f5cf4,image,image/jpeg,2660317.0,https://assets.calm.com/574b359f463afabdbdd26f2cfc6f5cf4.jpeg,2000.0,2000.0,"['#dec218', '#977d12']",,,,
BBsA-nq5t5,XmcrncQhDy,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-05-25T17:00:00.000Z,4,Mr. Calm,fr,0-default,"Get ready to chill out with the one and only, Mr. Calm.",cb7e6452ec8838d5a1ac970ba3c2040b,False,True,sleep_stories,generic,False,2022-05-20T11:04:52.029Z,2022-05-24T19:03:59.236Z,Schlafgeschichte,Y1K4Lnl9,Jacob Young,True,VHJYfTUdy,Mr. Calm,"Mr. Calm ist der Meister der Gelassenheit. Mr. Calm stammt aus der liebenswerten Stadt namens Chaos. Den größten Teil seines Tages verbringt er damit, Zen und tiefes Atmen auf der gesamten Welt zu verbreiten. In seiner Freizeit beobachtet Mr. Calm gerne verschiedene Wolkenformationen oder gönnt sich ein Dutzend Bagels aus seinem Lieblingsshop.",False,2021-10-06T21:09:35.994Z,2021-10-06T21:11:31.741Z,cee90d9814632b63eb44581c3a717aac,image,image/jpeg,218983,https://assets.calm.com/cee90d9814632b63eb44581c3a717aac.jpeg,500,500,"['#1e63e9', '#062891']",f2e6959b47b1791cd96e022c2b938fd1,image,image/jpeg,4825024,https://assets.calm.com/f2e6959b47b1791cd96e022c2b938fd1.jpeg,2500,2542,"['#2a6ae9', '#1c3484']",3be7f750e8c985c644da856658cd3db5,image,image/jpeg,3397095.0,https://assets.calm.com/3be7f750e8c985c644da856658cd3db5.jpeg,2000.0,2000.0,"['#1656d8', '#0a2ca6']",3be7f750e8c985c644da856658cd3db5,image,image/jpeg,3397095,https://assets.calm.com/3be7f750e8c985c644da856658cd3db5.jpeg,2000,2000,"['#1656d8', '#0a2ca6']",f2e6959b47b1791cd96e022c2b938fd1,image,image/jpeg,4825024,https://assets.calm.com/f2e6959b47b1791cd96e022c2b938fd1.jpeg,2500,2542,"['#2a6ae9', '#1c3484']",,,,,,,,,,,,,,
PWY2xjGHje,UcG48Y8bx_,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2024-04-10T08:00:00.000Z,11416,An Evening in Hyde Park,fr,0-default,Stroll along the paths of these idyllic London gardens where magic awaits around every bend.,a6560d5fcbd128e30556a492a7e7d2f2,False,True,sleep_stories,generic,False,2024-03-21T09:10:10.234Z,2024-04-04T15:45:36.590Z,Schlafgeschichte,63PB06XR,Andrew Martin,True,SBuaTDAiAx,Hyppolite Audouy,"Comédien depuis une quinzaine d’années et pratiquant d'arts martiaux depuis toujours. Etudes supérieures aux Beaux-Arts, puis l'ESCOM et enfin l’école d’arts plastiques Emile Cohl ; tout en faisant parti d’un groupe de théâtre musical qui a joué dans toute la France pendant 10 ans, c’est donc sur scène que j’ai appris mon métier de comédien. J’ai commencé par faire des voix de jeux vidéo, puis des narrations de documentaires (Arte, France télévision, Histoire), des publicités (Armée de terre, Panzani, Loxam), des doublages (films et séries) ainsi que de nombreux films « corporate ».
",False,2021-01-21T20:50:21.288Z,2021-01-22T08:34:58.858Z,3ca581805ccb067655fa510674f48bd4,image,image/jpeg,169767,https://assets.calm.com/3ca581805ccb067655fa510674f48bd4.jpeg,1301,1300,"['#3e63c0', '#203364']",cc0893a763a6744585b750b059c50ccb,image,image/jpeg,1342450,https://assets.calm.com/cc0893a763a6744585b750b059c50ccb.jpeg,1920,1920,"['#076ecf', '#405904']",f31e474ed170a45a24a8e30636e5f142,image,image/jpeg,4102304.0,https://assets.calm.com/f31e474ed170a45a24a8e30636e5f142.jpeg,2000.0,2000.0,"['#0583ef', '#4a6204']",f31e474ed170a45a24a8e30636e5f142,image,image/jpeg,4102304,https://assets.calm.com/f31e474ed170a45a24a8e30636e5f142.jpeg,2000,2000,"['#0583ef', '#4a6204']",cc0893a763a6744585b750b059c50ccb,image,image/jpeg,1342450,https://assets.calm.com/cc0893a763a6744585b750b059c50ccb.jpeg,1920,1920,"['#076ecf', '#405904']",,,,,,,,,,,,,,
05IQQ3voyd,FcMURVpweC,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-07-25T17:24:43.545Z,133,Stargazing on Stewart Island,fr,0-default,"Tonight, embark on a magical trip Down Under to explore the colorful cosmos from its most breathtaking vantage point, Stewart Island.",c363d92e39690307cc21bd85a2557db5,False,True,sleep_stories,generic,False,2019-04-16T03:06:37.534Z,2019-10-28T13:35:33.695Z,Schlafgeschichte,A49ZOW1A,Phoebe Smith,True,3_DQDYmn9R,Jean-Michel Richaud,"Jean-Michel Richaud ist in zahlreichen Film- und Fernsehproduktionen zu sehen, zuletzt in einer Gastrolle in der Apple TV-Serie „Government Cheese“ an der Seite von David Oyelowo und in „For All Mankind“. Er ist Gründungsmitglied der Theatergruppe „The Next Arena“ in Los Angeles. Außerdem hat er eine umfangreiche Karriere als Synchronsprecher hinter sich und hat über 400 Filme in seine französische Muttersprache synchronisiert. Besonders stolz ist er auf seine Synchronisationsrollen als Al Pacino in der Jubiläumsausgabe von „Scarface“ und Colin Firth in „The King's Speech“. Seine zahllosen Rollen als Synchronsprecher reichen vom Zeichentrickfilm als französischer Baron in „Frozen“ über die TV-Stimme des Sire in „What We Do in the Shadows“ bis hin zu Videospielen, Werbespots, Hörbüchern... also eigentlich alles, was mit Synchronisation zu tun hat.",False,2019-04-16T02:50:47.180Z,2024-11-01T10:36:02.712Z,ce5c03ce6860bcb52b8adf06e1f362f8,image,image/jpeg,2271192,https://assets.calm.com/ce5c03ce6860bcb52b8adf06e1f362f8.jpeg,4515,4517,"['#bd7c54', '#6c351c']",53cc3c6461ef3c3b3aedad17d0a6d8b3,image,image/jpeg,11482777,https://assets.calm.com/53cc3c6461ef3c3b3aedad17d0a6d8b3.jpeg,1920,1920,"['#803cd4', '#0c2e66']",3cb015c73b59d5a5bd3a7726075f7f1c,image,image/jpeg,11037719.0,https://assets.calm.com/3cb015c73b59d5a5bd3a7726075f7f1c.jpeg,1920.0,1920.0,"['#7a54b8', '#2c1470']",3cb015c73b59d5a5bd3a7726075f7f1c,image,image/jpeg,11037719,https://assets.calm.com/3cb015c73b59d5a5bd3a7726075f7f1c.jpeg,1920,1920,"['#7a54b8', '#2c1470']",53cc3c6461ef3c3b3aedad17d0a6d8b3,image,image/jpeg,11482777,https://assets.calm.com/53cc3c6461ef3c3b3aedad17d0a6d8b3.jpeg,1920,1920,"['#803cd4', '#0c2e66']",,,,,,,,,,,,,,
OYLmqUaigX,Rny0z5JD03,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2025-07-02T08:00:00.000Z,12551,Minor Mysteries: The Lucky Hat,fr,0-default,"Following their previous adventures in Whitby, a bookshop owner and his niece dive into a new mystery involving a lost hat, uncovering secrets of the past and a surprising family connection.",23ebaf77b493f90e12f15d1bde3725ea,False,True,sleep_stories,generic,False,2025-05-23T15:53:27.951Z,2025-07-01T16:24:17.341Z,Schlafgeschichte,63PB06XR,Andrew Martin,True,pEgLfzLgv,Luc Chambon,"En plus de mon métier de comédien (plus 1200 représentations, Festival d'Avignon, Série TV Kaamelott...) je développe, conçois et anime depuis plus de 20 ans des interventions et formations en communication professionnelle destinées aux personnes et aux organisations qui souhaitent travailler leur rôle et être à l'aise en représentation. Que ce soit pour l'apprentie coiffeuse ou le député, j'accompagne la délivrance d'un service. M'appuyant sur la notion de ""Rôle social"" dans les interactions quotidiennes, j'invite les professionnels à passer de ""Être au service"" à ""Être le service"". ",False,2021-01-27T13:44:48.170Z,2021-01-27T15:30:51.346Z,1dfc14d01fa6981f7a2e17a28c14223b,image,image/jpeg,35909,https://assets.calm.com/1dfc14d01fa6981f7a2e17a28c14223b.jpeg,454,452,"['#7f7f7f', '#424242']",b2aa689e760debf6d514bb069f422ba8,image,image/jpeg,3316552,https://assets.calm.com/b2aa689e760debf6d514bb069f422ba8.jpeg,2000,2000,"['#dd772c', '#781a04']",54b5bda9b17392f046f2d5cb7a4daac5,image,image/jpeg,3041795.0,https://assets.calm.com/54b5bda9b17392f046f2d5cb7a4daac5.jpeg,2000.0,2000.0,"['#c4753c', '#74230d']",54b5bda9b17392f046f2d5cb7a4daac5,image,image/jpeg,3041795,https://assets.calm.com/54b5bda9b17392f046f2d5cb7a4daac5.jpeg,2000,2000,"['#c4753c', '#74230d']",b2aa689e760debf6d514bb069f422ba8,image,image/jpeg,3316552,https://assets.calm.com/b2aa689e760debf6d514bb069f422ba8.jpeg,2000,2000,"['#dd772c', '#781a04']",,,,,,,,,,,,,,
7jCpqRhGF7,7DoJJKpy2E,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-12-01T18:00:00.000Z,60,Kingdom of the Sky,fr,0-default,"Trek across the mountains of Lesotho with David Duclos, in partnership with (RED)",ca024d60c0d4b1a433733f7725b7df41,False,True,sleep_stories,generic,False,2020-12-01T18:00:00.000Z,2020-12-21T22:32:29.601Z,Schlafgeschichte,E2PP77Oq,Faith Adiele,True,prm5k4vaQg,David Duclos,"David Duclos ist ein Synchronsprecher und Musiker, der in Lyon, Frankreich, lebt und an verschiedenen Projekten wie Filmen, Werbungen, Cartoons, Hörbüchern, E-Learning-Inhalten, Schlafgeschichten und Meditationen arbeitet. Seine auf französische und englische Synchronisation spezialisierten Arbeiten reichen von den klassischen Referenzen wie „Die Bibel“ über große Werbespots wie „Mobile Strike“ (Arnold Schwarzeneggers französische Synchronstimme) bis hin zu großen Konzernen wie „Franklin Templeton“ , „Apple“, „Microsoft“, „Poltrone Sofa“, „Calm.com“ und viele weitere Marken.",False,2019-12-12T19:03:19.130Z,2025-02-06T19:55:16.805Z,0efd78a7ff1290f3837346ceb2252cae,image,image/png,81358,https://assets.calm.com/0efd78a7ff1290f3837346ceb2252cae.png,250,250,"['#8a8174', '#48433c']",484cb2d13facd2e3861462a78c4a6558,image,image/jpeg,12104945,https://assets.calm.com/484cb2d13facd2e3861462a78c4a6558.jpeg,2000,2000,"['#06235b', '#a9b3c0', '#599bd3']",003324e0d222a6809eed9b35c65acb88,image,image/jpeg,12035959.0,https://assets.calm.com/003324e0d222a6809eed9b35c65acb88.jpeg,2000.0,2000.0,"['#07235b', '#aeb7c4', '#599bd2']",003324e0d222a6809eed9b35c65acb88,image,image/jpeg,12035959,https://assets.calm.com/003324e0d222a6809eed9b35c65acb88.jpeg,2000,2000,"['#07235b', '#aeb7c4', '#599bd2']",484cb2d13facd2e3861462a78c4a6558,image,image/jpeg,12104945,https://assets.calm.com/484cb2d13facd2e3861462a78c4a6558.jpeg,2000,2000,"['#06235b', '#a9b3c0', '#599bd3']",,,,,,,,,,,2020-12-01T18:00:00.000Z,2020-12-08T18:00:00.000Z,,
n261sGDtIB,ltBq6sEnfD,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-05-14T00:02:29.399Z,138,The Cornish Riviera Express,fr,0-default,Step aboard the Cornish Riviera Express for a relaxing train ride from London’s Paddington Station to the sleepy seaside town of Penzance.,abb267bb5780f36eacec478d851e8184,False,True,sleep_stories,generic,False,2019-04-16T03:16:41.335Z,2019-10-28T13:36:06.322Z,Schlafgeschichte,63PB06XR,Andrew Martin,True,r4Zs3CvrkI,Jean-Didier Aissy,"Jean-Didier Aïssy wurde 1967 in Bénin in Westafrika geboren. Von dort aus ging es für ihn nach Paris, wo er seine ersten 33 Lebensjahre verbrachte. Heute lebt er in Barcelona, hat aber auch in andern Ländern gelebt, darunter in Kanada. Er hat jede Möglichkeit genutzt, zu reisen und die Welt kennenzulernen. Sein beruflicher Werdegang begann in den Bereichen Wirtschaft und Business, doch seine Leidenschaft galt schon immer den Buchstaben und Wörtern. Als Praktikant hat er französische Texte korrigiert und schließlich in seiner Stimme seine Berufung gefunden. Zunächst arbeitete er für mehrere erstklassige Agenturen in der Übersetzungs- und Lektoratsbranche und schrieb Artikel für Pressepublikationen und Sport-Websites. Heute arbeitet er als Sprecher in den unterschiedlichsten Bereichen.",False,2019-04-16T02:50:56.720Z,2019-04-17T16:08:46.309Z,d1f270c4d1791b16b1e2b1b528cbdddf,image,image/png,1950771,https://assets.calm.com/d1f270c4d1791b16b1e2b1b528cbdddf.png,1081,1081,"['#344565', '#dcdfe2', '#9bb6d2']",15fc9070c7fef4db33dd23307c117c8e,image,image/jpeg,11027122,https://assets.calm.com/15fc9070c7fef4db33dd23307c117c8e.jpeg,1920,1920,"['#93b22e', '#405d0b']",7c6524b60e9b791e75a21b020a058eed,image,image/jpeg,10905620.0,https://assets.calm.com/7c6524b60e9b791e75a21b020a058eed.jpeg,1920.0,1920.0,"['#8db452', '#658c0c']",7c6524b60e9b791e75a21b020a058eed,image,image/jpeg,10905620,https://assets.calm.com/7c6524b60e9b791e75a21b020a058eed.jpeg,1920,1920,"['#8db452', '#658c0c']",15fc9070c7fef4db33dd23307c117c8e,image,image/jpeg,11027122,https://assets.calm.com/15fc9070c7fef4db33dd23307c117c8e.jpeg,1920,1920,"['#93b22e', '#405d0b']",,,,,,,,,,,,,,
h0fhb_8CZM,VH_5lkTZl2,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2023-07-19T08:00:00.000Z,10941,Seven Islands,fr,0-default,"Escape to the north of Brittany and discover an extraordinary bird reserve, off the pink granite coast.",55dbe814d33d898bf60f494ebe7331c3,False,True,sleep_stories,generic,False,2023-06-14T14:16:54.763Z,2023-07-14T16:23:49.506Z,Schlafgeschichte,LqPw0wpY,Eurydice Da Silva,True,prm5k4vaQg,David Duclos,"David Duclos ist ein Synchronsprecher und Musiker, der in Lyon, Frankreich, lebt und an verschiedenen Projekten wie Filmen, Werbungen, Cartoons, Hörbüchern, E-Learning-Inhalten, Schlafgeschichten und Meditationen arbeitet. Seine auf französische und englische Synchronisation spezialisierten Arbeiten reichen von den klassischen Referenzen wie „Die Bibel“ über große Werbespots wie „Mobile Strike“ (Arnold Schwarzeneggers französische Synchronstimme) bis hin zu großen Konzernen wie „Franklin Templeton“ , „Apple“, „Microsoft“, „Poltrone Sofa“, „Calm.com“ und viele weitere Marken.",False,2019-12-12T19:03:19.130Z,2025-02-06T19:55:16.805Z,0efd78a7ff1290f3837346ceb2252cae,image,image/png,81358,https://assets.calm.com/0efd78a7ff1290f3837346ceb2252cae.png,250,250,"['#8a8174', '#48433c']",99beed1f9b6a2ec6db5a11b1f24ec9c6,image,image/jpeg,2416142,https://assets.calm.com/99beed1f9b6a2ec6db5a11b1f24ec9c6.jpeg,2000,2000,"['#bf9f64', '#686125']",67f930e43aabe89fbfb214b7c7e824f9,image,image/jpeg,2553625.0,https://assets.calm.com/67f930e43aabe89fbfb214b7c7e824f9.jpeg,2000.0,2000.0,"['#b7975d', '#5f5b1e']",67f930e43aabe89fbfb214b7c7e824f9,image,image/jpeg,2553625,https://assets.calm.com/67f930e43aabe89fbfb214b7c7e824f9.jpeg,2000,2000,"['#b7975d', '#5f5b1e']",99beed1f9b6a2ec6db5a11b1f24ec9c6,image,image/jpeg,2416142,https://assets.calm.com/99beed1f9b6a2ec6db5a11b1f24ec9c6.jpeg,2000,2000,"['#bf9f64', '#686125']",,,,,,,,,,,,,,
3hFaZfPBAV,HpGqXdPeDA,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-02-09T23:30:00.000Z,51,Into the Library,fr,0-default,Explore the ancient book collection inside one of the world’s most magical libraries.,89cf19e704ba023466d49dfcc7ba172b,False,True,sleep_stories,generic,False,2021-01-26T14:31:38.368Z,2021-02-17T17:33:23.606Z,Schlafgeschichte,xY9kj1j5,Marion Katrina Poerio,True,3_DQDYmn9R,Jean-Michel Richaud,"Jean-Michel Richaud ist in zahlreichen Film- und Fernsehproduktionen zu sehen, zuletzt in einer Gastrolle in der Apple TV-Serie „Government Cheese“ an der Seite von David Oyelowo und in „For All Mankind“. Er ist Gründungsmitglied der Theatergruppe „The Next Arena“ in Los Angeles. Außerdem hat er eine umfangreiche Karriere als Synchronsprecher hinter sich und hat über 400 Filme in seine französische Muttersprache synchronisiert. Besonders stolz ist er auf seine Synchronisationsrollen als Al Pacino in der Jubiläumsausgabe von „Scarface“ und Colin Firth in „The King's Speech“. Seine zahllosen Rollen als Synchronsprecher reichen vom Zeichentrickfilm als französischer Baron in „Frozen“ über die TV-Stimme des Sire in „What We Do in the Shadows“ bis hin zu Videospielen, Werbespots, Hörbüchern... also eigentlich alles, was mit Synchronisation zu tun hat.",False,2019-04-16T02:50:47.180Z,2024-11-01T10:36:02.712Z,ce5c03ce6860bcb52b8adf06e1f362f8,image,image/jpeg,2271192,https://assets.calm.com/ce5c03ce6860bcb52b8adf06e1f362f8.jpeg,4515,4517,"['#bd7c54', '#6c351c']",f6ace248c4da9590bb86228056022125,image,image/jpeg,8090452,https://assets.calm.com/f6ace248c4da9590bb86228056022125.jpeg,1920,1920,"['#bc6523', '#792e13']",73b1a9c1a849fee1dc9e80dfa78550c5,image,image/jpeg,11118224.0,https://assets.calm.com/73b1a9c1a849fee1dc9e80dfa78550c5.jpeg,1920.0,1920.0,"['#b2622d', '#702c11']",73b1a9c1a849fee1dc9e80dfa78550c5,image,image/jpeg,11118224,https://assets.calm.com/73b1a9c1a849fee1dc9e80dfa78550c5.jpeg,1920,1920,"['#b2622d', '#702c11']",f6ace248c4da9590bb86228056022125,image,image/jpeg,8090452,https://assets.calm.com/f6ace248c4da9590bb86228056022125.jpeg,1920,1920,"['#bc6523', '#792e13']",,,,,,,,,,,,,,
fDTVpG37lp,LKUo22HUnK,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-05-26T19:00:00.000Z,92,Into The Canadian Wilderness,fr,0-default,"Drift off as you float through the scenic wilderness of Canada’s Pacific Coast, one of nature’s most pristine refuges. ",a2f5e483a7ff5375a19e664544113e0a,False,True,sleep_stories,generic,False,2020-05-26T21:55:42.457Z,2020-06-09T23:44:36.419Z,Schlafgeschichte,A49ZOW1A,Phoebe Smith,True,ivZr6f0SzJ,Patrick Chouinard,"Patrick Chouinard hat sich immer darum bemüht, das Wesentliche der von ihm interpretierten Figuren herauszubringen. Viele erinnern sich an ihn als der unglaublich alberne Jean-Régis Cossette in der Jugend-Kultserie „Une grenade avec ça?“ oder als der sexy Unruhestifter Roy de Gaspé in der TV-Dramaserie „Diva“. Vor kurzem verkörperte er Phillipe Lévesque in „Toute la vérité“.
Patrick ist auch ein sehr aktiver Synchronsprecher. Als einer der führenden Synchronsprecher in Quebec hat er viele Hollywood-Schauspieler auf der großen Leinwand synchronisiert, wie zum Beispiel Jimmy Fallon, Robert Downy Jr., Liev Schreiber, Jason Momoa, John Hamm, und Idris Elba, um nur einige zu nennen. Er synchronisiert auch zahlreiche Cartoon-Figuren, wie Otto von den Simpsons oder vor kurzem Fluke in „Findet Dorie“. Als Erzähler hat er an faszinierenden Projekten gearbeitet, wie zum Beispiel dem IMAX-Film „The Trolley“. Auch die Werbewelt hat das vielseitige Sprechertalent zur Stimme von zahlreichen Kampagnen gemacht, wie zum Beispiel Desjardins, Lexus und Lotto-Max. Patrick ist ein sehr erfahrener MC. Er hat in den letzten 15 Jahren durch über 50 Events geführt, unter anderem den 2006 „Vue sur Bond“ am Grand théâtre de Québec sowie 2008 die Quebec Tourism Awards im Château Frontenac. 2015 wurde Patrick die Ehre des Live-Moderators der Gala du Cinéma Québécois-Preisverleihung zuteil.
Mit einer so umfassenden und vielseitigen Erfahrung in der Schauspielerei und einer tiefen Leidenschaft für die Arbeit als Sprecher hat sich Patrick Chouinard dazu entschieden, jungen Talenten als Sprach-Coach zu fördern und die Werbetrommel für sie zu rühren. Dabei entdeckte er ein weiteres Betätigungsfeld, indem er damit begann, Schauspieler in ihrer Entwicklung zu unterstützen.",False,2020-05-08T23:24:53.493Z,2020-05-08T23:41:56.268Z,42de7a598a1e16995bc5c5b331544c3d,image,image/jpeg,4446981,https://assets.calm.com/42de7a598a1e16995bc5c5b331544c3d.jpeg,5266,5473,"['#121112', '#caa190', '#7f8f94']",295eac78e99a18d6ecc3010e97eeee62,image,image/jpeg,9574802,https://assets.calm.com/295eac78e99a18d6ecc3010e97eeee62.jpeg,1920,1920,"['#046cb4', '#073c5a']",e46ec2591f41ad6b89c6ec43c81e03c9,image,image/jpeg,7874835.0,https://assets.calm.com/e46ec2591f41ad6b89c6ec43c81e03c9.jpeg,1920.0,1920.0,"['#067ac9', '#045ca4']",e46ec2591f41ad6b89c6ec43c81e03c9,image,image/jpeg,7874835,https://assets.calm.com/e46ec2591f41ad6b89c6ec43c81e03c9.jpeg,1920,1920,"['#067ac9', '#045ca4']",295eac78e99a18d6ecc3010e97eeee62,image,image/jpeg,9574802,https://assets.calm.com/295eac78e99a18d6ecc3010e97eeee62.jpeg,1920,1920,"['#046cb4', '#073c5a']",,,,,,,,,,,,,,
6sDH0zXTU6,sPMUhu0KX4,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-06-22T09:00:00.000Z,10239,An Oasis in Granada,fr,0-default,Discover star-strewn waters hidden within a city of light and fountains.,2248ca1e79ebea8c9111f99999c9d7b9,False,True,sleep_stories,generic,False,2022-06-07T19:40:32.234Z,2022-06-21T01:26:54.774Z,Schlafgeschichte,ZjwoADw6,Felicia Craddock,True,MhMZ-B5cAK,Julien Chettle,"Mein Name ist Julien, ich bin ein französischer Toningenieur und Synchronsprecher. Ich bin nun seit 15 Jahren in der audiovisuellen Welt tätig und habe vor sechs oder sieben Jahren begonnen, meine Stimme als Synchronsprecher einzusetzen. Ich bin außerdem Musiker. Ich spiele seit über 25 Jahren Gitarre und produziere alle möglichen Musikrichtungen in meiner Freizeit.",False,2020-09-01T20:55:30.994Z,2022-06-06T12:33:44.169Z,f1c2cb3465fb5d6308c1b7a6009dc568,image,image/jpeg,268775,https://assets.calm.com/f1c2cb3465fb5d6308c1b7a6009dc568.jpeg,2269,2243,"['#a44454', '#4e141c']",91a8c588a55b418735a46c7db9122f77,image,image/jpeg,2652365,https://assets.calm.com/91a8c588a55b418735a46c7db9122f77.jpeg,2000,2000,"['#276cb9', '#0b396d']",8e5cf52adbf14623300de867fdeb09c7,image,image/jpeg,2700772.0,https://assets.calm.com/8e5cf52adbf14623300de867fdeb09c7.jpeg,2000.0,2000.0,"['#c16d39', '#0b3a6d']",8e5cf52adbf14623300de867fdeb09c7,image,image/jpeg,2700772,https://assets.calm.com/8e5cf52adbf14623300de867fdeb09c7.jpeg,2000,2000,"['#c16d39', '#0b3a6d']",91a8c588a55b418735a46c7db9122f77,image,image/jpeg,2652365,https://assets.calm.com/91a8c588a55b418735a46c7db9122f77.jpeg,2000,2000,"['#276cb9', '#0b396d']",,,,,,,,,,,,,,
