开始日期,2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
截止日期,2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收盘价,close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日期,农林牧渔(申万),基础化工(申万),钢铁(申万),有色金属(申万),电子(申万),家用电器(申万),食品饮料(申万),纺织服饰(申万),轻工制造(申万),医药生物(申万),公用事业(申万),交通运输(申万),房地产(申万),商贸零售(申万),社会服务(申万),综合(申万),建筑材料(申万),建筑装饰(申万),电力设备(申万),国防军工(申万),计算机(申万),传媒(申万),通信(申万),银行(申万),非银金融(申万),汽车(申万),机械设备(申万),煤炭(申万),石油石化(申万),环保(申万),美容护理(申万)
2025-05-18,2620.5500,3448.9200,2159.4100,4723.7500,4354.0500,8588.5900,18105.4700,1525.4100,2028.2400,7401.2300,2379.0100,2204.6200,2000.5400,2145.1400,8043.0600,2662.8100,4411.3900,1900.2000,6836.6800,1484.7500,4539.4400,660.1400,2878.7200,4183.2300,1759.3600,7179.7600,1661.6000,2560.8900,2167.2300,1723.9600,4942.2100
2025-05-19,2642.2000,3462.3400,2175.0600,4711.8000,4360.4600,8637.9300,17942.5800,1537.7100,2045.2700,7387.9500,2399.0100,2223.9700,2035.5700,2159.6100,8125.3800,2715.7200,4442.9100,1914.9900,6849.8300,1500.3600,4548.2300,663.0700,2872.1700,4169.7600,1758.5300,7156.4000,1661.1500,2568.6300,2171.7600,1756.2500,4987.7500
2025-05-20,2677.8700,3467.1400,2172.2800,4737.3300,4391.3500,8780.9400,18065.2300,1561.5400,2078.5700,7509.3500,2424.4000,2227.1800,2033.2400,2186.6600,8230.7500,2773.2700,4446.2200,1923.4700,6889.2700,1492.8200,4557.3500,676.1900,2893.4400,4177.7800,1763.0600,7235.7600,1667.1600,2560.1400,2177.1300,1773.2100,5112.3700
2025-05-21,2670.0900,3463.7200,2169.6900,4834.5400,4350.3200,8755.6800,18045.9100,1561.0100,2067.7800,7556.9300,2430.9300,2239.9000,2022.5200,2172.9900,8159.2100,2787.6100,4452.0700,1925.1100,6966.0500,1490.7900,4530.6600,670.2900,2875.6600,4207.6200,1760.2200,7272.0900,1653.2900,2625.4000,2188.5600,1766.4900,5056.4700
2025-05-22,2645.2000,3404.7800,2150.3200,4786.6100,4324.5700,8759.4800,17988.0400,1547.8800,2055.1200,7501.7200,2415.5700,2238.4700,1994.4100,2145.6400,8012.4300,2751.0800,4403.7600,1904.7100,6874.1600,1487.2100,4490.7200,671.0900,2853.9600,4249.7000,1753.6800,7238.3400,1635.4300,2614.1000,2183.5500,1740.3800,4954.0300
2025-05-23,2611.2400,3406.5300,2139.2000,4783.3000,4259.5300,8692.1200,17875.6700,1523.7000,2042.9800,7533.0200,2383.6400,2201.1600,1971.2200,2110.5900,7914.4500,2700.4300,4362.7900,1881.7100,6788.2500,1471.2800,4402.2600,659.1000,2812.2800,4208.6200,1729.0200,7268.9800,1620.4500,2587.3400,2164.3400,1730.0000,4869.0600
2025-05-24,2611.2400,3406.5300,2139.2000,4783.3000,4259.5300,8692.1200,17875.6700,1523.7000,2042.9800,7533.0200,2383.6400,2201.1600,1971.2200,2110.5900,7914.4500,2700.4300,4362.7900,1881.7100,6788.2500,1471.2800,4402.2600,659.1000,2812.2800,4208.6200,1729.0200,7268.9800,1620.4500,2587.3400,2164.3400,1730.0000,4869.0600
2025-05-25,2611.2400,3406.5300,2139.2000,4783.3000,4259.5300,8692.1200,17875.6700,1523.7000,2042.9800,7533.0200,2383.6400,2201.1600,1971.2200,2110.5900,7914.4500,2700.4300,4362.7900,1881.7100,6788.2500,1471.2800,4402.2600,659.1000,2812.2800,4208.6200,1729.0200,7268.9800,1620.4500,2587.3400,2164.3400,1730.0000,4869.0600
2025-05-26,2623.9200,3413.8300,2142.6100,4799.2800,4296.6700,8630.4600,17782.3000,1525.4400,2064.2000,7451.5600,2397.9100,2217.9500,1975.2900,2119.7000,7974.7700,2677.3400,4364.6400,1891.5300,6745.1300,1486.3900,4463.4500,673.1800,2843.2600,4176.9000,1731.2500,7139.9300,1632.7300,2580.2900,2168.9200,1751.0700,4868.6900
2025-05-27,2636.7900,3431.4300,2132.0500,4700.0200,4241.5300,8605.0900,17812.0600,1545.3300,2072.6300,7524.1500,2396.8400,2216.7400,1987.6400,2126.3900,7971.6100,2679.4400,4352.3800,1888.0700,6708.5700,1482.5800,4427.4900,669.5800,2819.8200,4199.2500,1728.1600,7065.1800,1618.3100,2561.8000,2170.5700,1764.3400,4911.6200
2025-05-28,2616.1900,3404.2400,2118.9900,4700.0900,4225.5000,8650.9500,17881.0900,1563.4200,2067.6900,7493.8700,2390.5100,2232.5400,1974.1800,2133.2800,7925.3900,2667.7900,4342.0700,1881.6600,6673.0700,1471.8800,4397.8600,668.4700,2837.2000,4193.4700,1722.3700,7014.3800,1620.2700,2580.6600,2181.1200,1779.9700,4924.3100
2025-05-29,2626.4500,3429.5700,2128.7200,4714.4800,4314.3900,8651.8200,17839.7000,1567.6600,2080.5900,7671.5900,2393.0100,2245.7200,1993.0400,2150.7700,8024.3700,2698.4000,4373.5900,1901.5600,6725.5400,1500.1500,4557.0700,679.4600,2888.4900,4183.5200,1740.8500,7106.2500,1643.2100,2593.1200,2176.9400,1803.0600,4895.0200
2025-05-30,2658.0000,3383.9100,2124.1700,4668.3900,4234.5900,8605.1400,17685.3500,1547.3800,2045.9000,7699.7500,2379.4000,2238.7800,1989.8600,2125.0500,7928.7500,2647.9700,4370.5400,1902.7900,6622.5900,1502.6800,4480.1600,670.5400,2855.2000,4210.3500,1731.9900,6970.5000,1613.5400,2578.7500,2173.0800,1789.2300,4833.9400
2025-05-31,2658.0000,3383.9100,2124.1700,4668.3900,4234.5900,8605.1400,17685.3500,1547.3800,2045.9000,7699.7500,2379.4000,2238.7800,1989.8600,2125.0500,7928.7500,2647.9700,4370.5400,1902.7900,6622.5900,1502.6800,4480.1600,670.5400,2855.2000,4210.3500,1731.9900,6970.5000,1613.5400,2578.7500,2173.0800,1789.2300,4833.9400
2025-06-01,2658.0000,3383.9100,2124.1700,4668.3900,4234.5900,8605.1400,17685.3500,1547.3800,2045.9000,7699.7500,2379.4000,2238.7800,1989.8600,2125.0500,7928.7500,2647.9700,4370.5400,1902.7900,6622.5900,1502.6800,4480.1600,670.5400,2855.2000,4210.3500,1731.9900,6970.5000,1613.5400,2578.7500,2173.0800,1789.2300,4833.9400
2025-06-02,2658.0000,3383.9100,2124.1700,4668.3900,4234.5900,8605.1400,17685.3500,1547.3800,2045.9000,7699.7500,2379.4000,2238.7800,1989.8600,2125.0500,7928.7500,2647.9700,4370.5400,1902.7900,6622.5900,1502.6800,4480.1600,670.5400,2855.2000,4210.3500,1731.9900,6970.5000,1613.5400,2578.7500,2173.0800,1789.2300,4833.9400
2025-06-03,2705.9200,3406.7900,2095.0000,4733.8200,4246.3500,8424.8100,17662.1500,1586.5900,2063.2900,7836.6300,2373.8500,2244.4700,1983.7700,2143.6700,8037.2200,2701.5100,4347.9100,1905.2500,6630.9800,1509.9000,4494.2900,679.7000,2849.0700,4293.5800,1748.7700,6951.4000,1610.7100,2557.0000,2174.1400,1782.1200,5020.6600
2025-06-04,2726.4200,3438.3900,2119.6800,4798.9600,4296.1800,8458.3100,17743.4000,1624.8500,2096.4700,7879.8200,2371.1100,2231.4900,2003.4900,2174.5200,8146.7000,2769.8500,4409.6900,1915.1700,6692.0700,1506.2500,4529.1900,685.0400,2900.0700,4295.3000,1766.0500,6976.5600,1619.1200,2569.9400,2181.6500,1801.5000,5152.8700
2025-06-05,2677.7000,3446.4700,2113.3300,4787.4800,4395.4500,8450.8000,17658.6100,1595.5000,2094.3600,7799.9600,2368.9800,2223.6900,2004.3400,2158.7500,8148.3600,2733.8100,4370.2200,1911.4300,6725.9500,1511.2500,4625.3500,693.7700,2976.0100,4264.0100,1781.5600,7026.5400,1634.9500,2555.6200,2176.0600,1799.4800,4994.5900
2025-06-06,2682.2200,3472.0900,2119.3900,4842.8800,4387.0900,8450.7400,17497.0100,1576.7000,2090.5400,7786.4700,2376.1900,2226.6700,2006.9500,2152.4400,8094.1700,2724.4300,4398.2500,1926.6000,6713.7800,1508.7900,4605.3800,687.8800,3005.8100,4276.1400,1766.5400,6982.3900,1628.5300,2565.7500,2195.2800,1797.4500,4909.4400
2025-06-07,2682.2200,3472.0900,2119.3900,4842.8800,4387.0900,8450.7400,17497.0100,1576.7000,2090.5400,7786.4700,2376.1900,2226.6700,2006.9500,2152.4400,8094.1700,2724.4300,4398.2500,1926.6000,6713.7800,1508.7900,4605.3800,687.8800,3005.8100,4276.1400,1766.5400,6982.3900,1628.5300,2565.7500,2195.2800,1797.4500,4909.4400
2025-06-08,2682.2200,3472.0900,2119.3900,4842.8800,4387.0900,8450.7400,17497.0100,1576.7000,2090.5400,7786.4700,2376.1900,2226.6700,2006.9500,2152.4400,8094.1700,2724.4300,4398.2500,1926.6000,6713.7800,1508.7900,4605.3800,687.8800,3005.8100,4276.1400,1766.5400,6982.3900,1628.5300,2565.7500,2195.2800,1797.4500,4909.4400
2025-06-09,2728.3100,3509.6300,2135.9100,4864.7600,4412.2700,8454.3400,17421.4500,1602.1600,2121.6400,7965.7700,2379.6800,2229.6100,2008.1300,2159.7000,8216.1700,2747.2400,4400.6900,1930.2700,6766.8600,1531.7500,4645.1300,695.0900,3038.7400,4287.0700,1787.7000,6984.6100,1640.2200,2569.1700,2210.9100,1812.3900,4943.0000
2025-06-10,2725.9600,3484.5700,2128.2300,4869.7100,4339.6600,8407.4700,17297.4700,1588.0400,2107.9000,7991.7300,2378.6400,2233.3700,2001.4000,2142.4900,8161.8100,2737.4300,4351.8900,1915.9000,6712.0200,1501.6300,4558.4700,696.1500,2995.2800,4307.5200,1767.7700,6937.9900,1622.5300,2564.8400,2206.4600,1797.7000,4997.3600
2025-06-11,2780.9000,3492.4700,2147.9500,4977.2400,4355.0200,8440.1000,17333.8500,1602.0300,2124.3300,7959.2200,2380.8600,2238.4300,2013.7300,2157.7000,8249.2200,2750.3600,4372.0200,1923.6400,6780.3900,1506.6300,4575.8700,707.2600,2986.9400,4321.0800,1801.4400,7055.7400,1628.2600,2580.5400,2220.4600,1802.7900,4992.4400
2025-06-12,2749.9500,3495.5400,2140.2600,5047.0300,4343.2800,8290.8900,17138.0700,1606.2000,2128.3400,8060.0000,2371.1500,2237.9400,2002.6200,2158.3200,8227.6700,2758.9000,4360.1000,1917.8500,6768.3900,1498.6300,4575.8300,716.6600,3016.1900,4333.9600,1804.9500,7063.1700,1629.3000,2551.1600,2226.3900,1801.2000,5057.7200
2025-06-13,2725.6300,3471.8600,2120.2200,5026.6000,4302.7800,8175.4800,16732.2400,1577.5400,2082.8200,7895.7900,2382.4300,2230.1200,1971.6200,2120.4300,8093.2400,2741.7200,4276.6300,1899.4900,6683.0600,1524.3800,4489.3000,698.5500,2982.2600,4294.1800,1787.0900,6923.1500,1609.5300,2542.4100,2272.1100,1776.0700,4849.5400
2025-06-14,2725.6300,3471.8600,2120.2200,5026.6000,4302.7800,8175.4800,16732.2400,1577.5400,2082.8200,7895.7900,2382.4300,2230.1200,1971.6200,2120.4300,8093.2400,2741.7200,4276.6300,1899.4900,6683.0600,1524.3800,4489.3000,698.5500,2982.2600,4294.1800,1787.0900,6923.1500,1609.5300,2542.4100,2272.1100,1776.0700,4849.5400
2025-06-15,2725.6300,3471.8600,2120.2200,5026.6000,4302.7800,8175.4800,16732.2400,1577.5400,2082.8200,7895.7900,2382.4300,2230.1200,1971.6200,2120.4300,8093.2400,2741.7200,4276.6300,1899.4900,6683.0600,1524.3800,4489.3000,698.5500,2982.2600,4294.1800,1787.0900,6923.1500,1609.5300,2542.4100,2272.1100,1776.0700,4849.5400
2025-06-16,2704.9900,3483.8200,2117.8700,5005.0100,4338.6500,8172.4600,16703.0400,1572.3200,2097.1800,7873.4700,2378.9000,2230.5800,2008.0800,2128.1000,8123.0600,2789.8400,4287.0000,1904.3600,6718.3800,1524.6700,4578.5000,717.4100,3045.0500,4350.9100,1806.5000,6908.2200,1613.7800,2540.6300,2269.8500,1773.4000,4825.6500
2025-06-17,2702.7500,3475.6300,2124.2600,5002.8700,4336.1800,8211.9800,16697.7400,1560.4800,2083.1000,7760.3300,2398.4700,2242.0700,2002.2100,2138.9300,8090.4300,2797.1600,4305.4000,1906.6600,6731.4500,1525.2700,4575.1800,708.6400,3041.6900,4343.5700,1810.9400,6869.9400,1613.4200,2563.3300,2286.2800,1776.9100,4765.8400
2025-06-18,2678.6900,3449.7800,2101.4400,4976.0600,4401.0600,8216.5800,16707.7400,1543.2200,2059.5100,7694.3700,2393.9600,2231.6700,1975.2400,2121.1100,8055.7600,2783.3000,4252.8300,1892.3100,6752.7700,1539.7600,4566.2000,702.6300,3083.8300,4383.5500,1789.9800,6890.4800,1616.5800,2539.7200,2268.2300,1768.2100,4683.3200
2025-06-19,2647.9700,3403.4500,2074.1400,4880.6200,4375.1000,8136.1000,16590.1300,1506.8100,2019.0900,7551.5700,2370.7800,2201.5100,1939.7300,2082.5200,7921.1600,2743.5500,4202.4500,1859.6000,6654.7200,1513.4200,4487.6100,699.2300,3058.3800,4377.0500,1758.0600,6789.4700,1591.4300,2516.3300,2287.7200,1738.2700,4576.4800
2025-06-20,2640.2300,3385.4400,2076.8400,4846.9500,4343.8200,8156.4300,16711.9200,1496.8200,2019.0400,7552.1200,2355.4000,2220.9700,1938.2600,2062.2000,7827.1000,2728.9100,4215.6900,1856.8500,6629.9500,1493.7600,4407.3000,685.8800,3029.5100,4407.1300,1767.5300,6746.1900,1574.8400,2522.7900,2248.6800,1731.4900,4565.4400
2025-06-21,2640.2300,3385.4400,2076.8400,4846.9500,4343.8200,8156.4300,16711.9200,1496.8200,2019.0400,7552.1200,2355.4000,2220.9700,1938.2600,2062.2000,7827.1000,2728.9100,4215.6900,1856.8500,6629.9500,1493.7600,4407.3000,685.8800,3029.5100,4407.1300,1767.5300,6746.1900,1574.8400,2522.7900,2248.6800,1731.4900,4565.4400
2025-06-22,2640.2300,3385.4400,2076.8400,4846.9500,4343.8200,8156.4300,16711.9200,1496.8200,2019.0400,7552.1200,2355.4000,2220.9700,1938.2600,2062.2000,7827.1000,2728.9100,4215.6900,1856.8500,6629.9500,1493.7600,4407.3000,685.8800,3029.5100,4407.1300,1767.5300,6746.1900,1574.8400,2522.7900,2248.6800,1731.4900,4565.4400
2025-06-23,2648.1100,3416.3600,2074.6300,4897.2700,4387.7500,8121.1200,16578.6200,1511.9300,2036.4100,7619.0800,2357.8800,2230.1000,1949.4800,2085.3600,7905.3800,2752.5300,4228.7000,1867.7900,6704.6800,1523.2000,4506.5100,689.5300,3035.2700,4460.8800,1786.6400,6766.3700,1587.7600,2565.2600,2270.8400,1752.3100,4591.0300
2025-06-24,2670.9700,3469.1400,2098.7100,4936.9900,4465.1100,8267.0500,16756.4500,1525.6700,2077.1800,7702.5800,2364.4100,2235.9500,1973.6500,2140.4800,8035.7200,2798.9100,4296.4300,1906.1100,6895.8900,1525.2500,4615.2900,703.1100,3083.1900,4479.0300,1834.4400,6944.2200,1626.3100,2559.7300,2223.1300,1782.0700,4642.8900
2025-06-25,2678.9800,3482.3600,2115.4300,4980.5600,4534.5000,8363.6400,16799.0200,1536.9200,2090.6300,7733.8600,2382.8600,2231.3100,2001.2800,2174.0200,8144.3000,2808.5000,4329.8100,1922.0100,7010.1100,1576.5600,4753.0600,708.8600,3116.8300,4525.8700,1916.2200,7042.7300,1642.8600,2534.1600,2210.4200,1794.6600,4651.0900
2025-06-26,2666.5600,3472.2800,2099.4400,4986.5600,4503.0300,8344.4200,16697.3800,1536.6200,2087.3400,7652.9900,2381.7300,2218.9500,1992.6300,2173.4400,8178.7500,2813.7900,4319.6700,1918.4600,6957.8100,1585.2600,4763.8200,707.3000,3140.9100,4571.5800,1893.2400,6945.9500,1634.2100,2521.9100,2216.4700,1794.5600,4602.8500
2025-06-27,2661.4600,3490.5900,2112.3400,5094.6400,4544.2600,8320.9900,16564.4200,1555.5000,2092.4800,7672.8800,2357.5700,2215.7200,1997.8200,2156.1700,8188.0200,2827.2400,4317.3400,1923.8600,6968.8200,1596.8200,4746.8800,706.9000,3197.0100,4436.6500,1885.1800,6940.7800,1639.4000,2539.5500,2202.1800,1799.8800,4613.0400
2025-06-28,2661.4600,3490.5900,2112.3400,5094.6400,4544.2600,8320.9900,16564.4200,1555.5000,2092.4800,7672.8800,2357.5700,2215.7200,1997.8200,2156.1700,8188.0200,2827.2400,4317.3400,1923.8600,6968.8200,1596.8200,4746.8800,706.9000,3197.0100,4436.6500,1885.1800,6940.7800,1639.4000,2539.5500,2202.1800,1799.8800,4613.0400
2025-06-29,2661.4600,3490.5900,2112.3400,5094.6400,4544.2600,8320.9900,16564.4200,1555.5000,2092.4800,7672.8800,2357.5700,2215.7200,1997.8200,2156.1700,8188.0200,2827.2400,4317.3400,1923.8600,6968.8200,1596.8200,4746.8800,706.9000,3197.0100,4436.6500,1885.1800,6940.7800,1639.4000,2539.5500,2202.1800,1799.8800,4613.0400
2025-06-30,2671.6600,3522.6400,2123.0900,5100.4900,4609.9000,8343.7400,16642.7600,1577.3700,2119.9600,7754.0100,2366.4500,2213.8200,2008.3500,2182.6800,8256.3900,2828.9100,4336.6600,1930.5500,7065.2900,1666.3200,4798.6400,726.8700,3257.6100,4421.5400,1870.6300,6992.0300,1659.0500,2548.0200,2204.5800,1808.4800,4659.3900
2025-07-01,2685.7200,3546.5000,2139.0000,5176.4200,4614.8500,8364.5200,16609.2400,1587.9400,2124.0600,7893.8800,2391.2000,2217.6300,2001.3700,2165.4800,8276.3200,2902.4800,4381.0900,1926.1600,7038.9200,1662.3200,4741.9200,724.1300,3242.8700,4489.4100,1864.1200,6989.3900,1659.5300,2548.9800,2211.9300,1819.8600,4690.1500
2025-07-02,2708.1900,3554.2800,2211.1900,5214.5500,4522.0500,8417.4600,16616.2200,1575.6300,2118.5800,7815.8600,2393.3600,2215.1900,2012.3800,2155.7100,8230.4600,2886.0000,4443.3600,1933.6400,7069.9900,1630.1000,4664.1500,718.8700,3179.2200,4523.2500,1856.9100,6940.2600,1654.2100,2599.5900,2223.2000,1823.7500,4638.9900
2025-07-03,2724.7700,3561.9400,2208.2600,5230.8500,4598.5400,8462.0700,16644.8300,1588.5300,2129.5600,7921.4600,2394.7800,2208.9500,2012.1600,2155.6700,8265.3100,2886.4500,4484.6400,1938.4000,7167.7200,1633.4300,4688.5300,719.4500,3221.2200,4520.6200,1864.2200,6985.0400,1659.8600,2569.4500,2220.7900,1833.3400,4674.8900
2025-07-04,2729.2600,3518.5500,2219.2600,5147.3300,4577.8300,8464.5800,16666.7900,1576.6600,2104.6100,7952.0200,2410.9000,2211.3000,2003.5400,2152.7200,8248.6300,2906.8600,4488.4300,1936.0100,7107.2400,1618.5100,4686.2000,726.0200,3193.8300,4603.9100,1871.5500,6947.8800,1643.7300,2580.1700,2213.3300,1814.4000,4587.5900
2025-07-05,2729.2600,3518.5500,2219.2600,5147.3300,4577.8300,8464.5800,16666.7900,1576.6600,2104.6100,7952.0200,2410.9000,2211.3000,2003.5400,2152.7200,8248.6300,2906.8600,4488.4300,1936.0100,7107.2400,1618.5100,4686.2000,726.0200,3193.8300,4603.9100,1871.5500,6947.8800,1643.7300,2580.1700,2213.3300,1814.4000,4587.5900
2025-07-06,2729.2600,3518.5500,2219.2600,5147.3300,4577.8300,8464.5800,16666.7900,1576.6600,2104.6100,7952.0200,2410.9000,2211.3000,2003.5400,2152.7200,8248.6300,2906.8600,4488.4300,1936.0100,7107.2400,1618.5100,4686.2000,726.0200,3193.8300,4603.9100,1871.5500,6947.8800,1643.7300,2580.1700,2213.3300,1814.4000,4587.5900
2025-07-07,2719.8400,3539.2700,2218.2900,5116.6600,4547.3700,8405.6800,16566.8400,1593.0300,2136.6600,7874.9500,2455.9100,2213.7400,2037.1700,2160.6100,8273.4500,2981.6300,4534.8400,1948.4600,7104.0700,1619.9700,4691.1200,731.4500,3169.0800,4623.8700,1875.8200,6940.1200,1643.2200,2527.5400,2203.4000,1834.3600,4608.6900
2025-07-08,2729.1600,3587.1000,2255.1200,5177.6400,4650.6700,8423.7500,16644.3100,1608.7100,2149.7700,7899.1400,2446.7300,2218.6800,2057.0800,2169.8900,8350.7600,3009.1200,4631.2000,1959.9600,7267.6500,1630.3900,4772.1600,744.1100,3260.7500,4612.6400,1892.7900,6988.3900,1666.4600,2535.4900,2224.2800,1849.6500,4658.7700
2025-07-09,2747.0100,3556.4500,2240.9300,5060.5700,4612.5600,8370.1600,16706.3700,1613.2800,2153.2500,7933.1100,2445.0100,2220.6800,2056.8900,2180.3000,8386.1600,3003.8000,4624.9800,1967.2000,7279.7900,1618.4800,4757.8800,754.1300,3266.3100,4627.8700,1881.3100,6951.5700,1664.6700,2539.8100,2224.6600,1857.2500,4659.6000
2025-07-10,2746.0500,3578.3800,2273.3100,5110.3500,4598.2700,8366.4000,16751.2700,1611.2400,2147.7200,7991.0200,2437.5800,2237.0900,2122.6000,2193.1600,8412.7800,3006.6700,4669.4600,1987.8600,7298.4700,1611.8200,4745.1600,750.0700,3263.8500,4670.3100,1907.1300,6908.6700,1663.9100,2567.6200,2258.9300,1864.2100,4647.4900
2025-07-11,2759.1400,3572.4700,2317.1300,5199.6100,4620.3800,8439.5700,16807.4500,1602.1400,2147.3600,8096.6800,2437.7100,2228.1900,2126.0800,2200.1200,8422.4700,3016.7300,4638.3100,1986.2400,7285.1500,1632.7200,4836.9400,748.6300,3261.7600,4557.8700,1945.5900,6919.3300,1674.5300,2552.2500,2247.2600,1871.8600,4657.4000
2025-07-12,2759.1400,3572.4700,2317.1300,5199.6100,4620.3800,8439.5700,16807.4500,1602.1400,2147.3600,8096.6800,2437.7100,2228.1900,2126.0800,2200.1200,8422.4700,3016.7300,4638.3100,1986.2400,7285.1500,1632.7200,4836.9400,748.6300,3261.7600,4557.8700,1945.5900,6919.3300,1674.5300,2552.2500,2247.2600,1871.8600,4657.4000
2025-07-13,2759.1400,3572.4700,2317.1300,5199.6100,4620.3800,8439.5700,16807.4500,1602.1400,2147.3600,8096.6800,2437.7100,2228.1900,2126.0800,2200.1200,8422.4700,3016.7300,4638.3100,1986.2400,7285.1500,1632.7200,4836.9400,748.6300,3261.7600,4557.8700,1945.5900,6919.3300,1674.5300,2552.2500,2247.2600,1871.8600,4657.4000
2025-07-14,2757.9100,3593.7400,2320.6900,5228.7500,4620.1400,8525.4900,16818.1100,1612.3100,2156.0900,8139.5400,2462.9400,2231.0400,2098.5600,2179.4400,8381.2800,3048.1800,4662.5400,1995.2200,7302.9700,1625.1300,4794.4000,739.3600,3273.0300,4581.2400,1925.5300,6952.5600,1695.0600,2563.4400,2266.5100,1868.8300,4677.7300
2025-07-15,2713.2900,3557.8900,2291.8700,5184.9800,4656.4900,8575.5700,16649.0100,1587.3200,2130.7300,8129.3100,2423.5000,2210.3500,2078.0000,2156.8700,8302.8300,3015.6600,4601.2600,1978.5600,7248.6500,1615.1000,4862.3900,739.6700,3424.0000,4536.9800,1914.1900,6992.5900,1692.3900,2514.1100,2243.6200,1858.3100,4606.1400
2025-07-16,2736.2300,3556.8000,2262.5800,5161.6200,4641.7300,8562.7700,16707.8000,1600.2900,2150.8500,8206.6200,2418.5900,2213.9800,2071.9800,2169.3900,8396.6000,3031.5700,4593.3100,1970.3100,7235.1600,1612.9400,4857.6300,737.9700,3436.7000,4503.6300,1906.0200,7067.6700,1705.0500,2503.7600,2253.4300,1851.3400,4637.9200
2025-07-17,2745.0000,3587.1300,2294.6900,5185.1100,4742.9900,8594.0300,16797.9700,1606.2100,2157.8000,8352.2500,2412.6900,2205.4300,2070.1100,2197.2500,8455.7100,3074.7400,4641.3800,1966.5600,7295.0800,1657.1100,4922.2300,739.1300,3519.3800,4484.7500,1915.0300,7158.3300,1721.4600,2506.4800,2256.4100,1846.5100,4652.7700
2025-07-18,2755.3200,3635.8700,2325.5300,5294.2100,4719.7100,8596.8000,16921.1800,1605.9600,2149.0500,8420.7300,2404.3600,2225.3000,2080.0000,2205.1300,8510.7300,3083.8300,4627.7300,1972.1100,7326.9200,1669.6300,4939.7000,731.8900,3508.3600,4511.1400,1921.3700,7145.9900,1723.2500,2530.0700,2272.5500,1862.6100,4650.7800
2025-07-19,2755.3200,3635.8700,2325.5300,5294.2100,4719.7100,8596.8000,16921.1800,1605.9600,2149.0500,8420.7300,2404.3600,2225.3000,2080.0000,2205.1300,8510.7300,3083.8300,4627.7300,1972.1100,7326.9200,1669.6300,4939.7000,731.8900,3508.3600,4511.1400,1921.3700,7145.9900,1723.2500,2530.0700,2272.5500,1862.6100,4650.7800
2025-07-20,2755.3200,3635.8700,2325.5300,5294.2100,4719.7100,8596.8000,16921.1800,1605.9600,2149.0500,8420.7300,2404.3600,2225.3000,2080.0000,2205.1300,8510.7300,3083.8300,4627.7300,1972.1100,7326.9200,1669.6300,4939.7000,731.8900,3508.3600,4511.1400,1921.3700,7145.9900,1723.2500,2530.0700,2272.5500,1862.6100,4650.7800
2025-07-21,2814.6100,3716.3800,2405.6200,5421.6900,4741.7100,8594.0300,16933.2900,1615.8300,2176.4500,8436.5400,2428.2200,2243.6400,2098.6200,2222.2900,8545.5900,3073.4200,4908.2300,2046.8500,7477.5700,1684.1600,4924.3700,737.6700,3512.9100,4476.3800,1937.3500,7203.8500,1756.9400,2584.6100,2316.6400,1882.7800,4687.0200
2025-07-22,2867.9100,3772.4500,2467.9300,5531.1800,4730.3800,8638.5700,17226.0700,1612.6100,2174.9500,8443.4000,2440.9000,2267.0800,2121.4300,2224.6100,8629.6600,3073.3400,5128.7300,2116.0200,7616.0400,1686.9700,4888.4900,736.3300,3497.6800,4432.3500,1935.1500,7207.4500,1777.9000,2744.2400,2363.3400,1886.9800,4760.4300
2025-07-23,2856.9800,3741.8000,2467.6800,5509.1800,4728.8500,8688.3800,17211.5200,1606.3600,2165.2500,8436.1100,2418.9700,2267.4900,2110.6800,2219.5700,8526.9000,3079.6900,5012.4100,2095.3200,7524.4800,1659.9000,4893.7900,736.2800,3490.3900,4450.1500,1960.0800,7168.0600,1754.9600,2723.9800,2344.0100,1893.9700,4788.4300
2025-07-24,2860.7000,3775.4700,2533.7200,5662.1100,4788.6500,8693.9400,17333.3900,1623.7800,2179.4100,8598.1200,2416.8900,2301.0900,2151.0300,2277.4700,8698.1500,3120.9700,5093.1900,2126.7600,7612.8100,1688.8400,4961.4600,745.1500,3485.1400,4387.0200,2000.4500,7225.7600,1774.7500,2768.8600,2344.3200,1903.8500,4936.8800
2025-07-25,2855.0400,3782.3200,2503.9000,5648.9100,4854.4100,8599.9800,17046.5400,1629.2600,2188.5900,8580.7500,2397.8800,2290.9700,2164.6200,2263.5100,8706.7100,3082.8000,5007.1800,2082.9700,7548.7900,1691.0500,5024.0900,747.6600,3481.3500,4381.5000,1989.0300,7219.2700,1767.2800,2731.9300,2331.1500,1893.5000,4903.0200
2025-07-26,2855.0400,3782.3200,2503.9000,5648.9100,4854.4100,8599.9800,17046.5400,1629.2600,2188.5900,8580.7500,2397.8800,2290.9700,2164.6200,2263.5100,8706.7100,3082.8000,5007.1800,2082.9700,7548.7900,1691.0500,5024.0900,747.6600,3481.3500,4381.5000,1989.0300,7219.2700,1767.2800,2731.9300,2331.1500,1893.5000,4903.0200
