customer_id,gender,age,city,signup_date,order_id,order_date,restaurant_name,dish_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,rating_date,delivery_status
C6297,Female,Adult,Islamabad,10/16/2024,O10297,8/20/2024,Pizza Hut,Fries,Dessert,1,371.78,Card,50,12/1/2024,452,Inactive,5,11/6/2024,Cancelled
C6549,Female,Senior,Multan,5/25/2024,O10549,8/20/2024,Subway,Burger,Italian,1,1025.18,Wallet,45,3/25/2025,9,Inactive,3,5/8/2025,Cancelled
C3718,Female,Senior,Karachi,2/12/2024,O7718,8/20/2024,Burger King,Pizza,Dessert,2,863.68,Card,19,7/21/2025,449,Inactive,3,5/23/2025,Cancelled
C3086,Male,Senior,Multan,9/10/2024,O7086,8/21/2024,KFC,Pizza,Fast Food,4,276.45,Cash,41,10/4/2024,190,Active,2,9/27/2024,Cancelled
C3428,Female,Teenager,Islamabad,7/19/2025,O7428,8/21/2024,McDonald's,Sandwich,Continental,1,417.52,Card,21,11/28/2024,6,Inactive,2,11/24/2024,Delivered
C4364,Male,Senior,Peshawar,6/19/2025,O8364,8/21/2024,Pizza Hut,Pasta,Chinese,1,291.22,Wallet,40,7/19/2025,182,Active,2,11/11/2024,Cancelled
C1642,Other,Teenager,Multan,2/20/2025,O5642,8/21/2024,Burger King,Burger,Dessert,1,162.13,Card,19,8/12/2025,161,Inactive,4,2/17/2025,Delayed
C5540,Other,Adult,Lahore,8/11/2024,O9540,8/21/2024,Burger King,Sandwich,Fast Food,1,479.68,Wallet,26,3/3/2025,69,Active,1,9/7/2024,Cancelled
C3035,Female,Adult,Islamabad,3/29/2024,O7035,8/21/2024,Pizza Hut,Burger,Fast Food,4,494.24,Cash,36,6/22/2025,377,Active,3,11/8/2024,Delayed
C1335,Male,Adult,Peshawar,5/11/2024,O5335,8/21/2024,Pizza Hut,Fries,Dessert,2,1363.64,Cash,2,6/10/2025,385,Inactive,1,4/13/2025,Cancelled
C2912,Other,Senior,Lahore,5/22/2024,O6912,8/21/2024,KFC,Fries,Italian,5,1487.71,Wallet,27,12/11/2024,445,Inactive,3,2/1/2025,Delivered
C2916,Other,Adult,Multan,7/7/2025,O6916,8/21/2024,McDonald's,Fries,Continental,3,402.44,Cash,11,5/31/2025,164,Active,3,8/28/2024,Cancelled
C1306,Other,Teenager,Multan,9/28/2023,O5306,8/22/2024,Subway,Sandwich,Continental,2,495.25,Wallet,30,10/27/2024,41,Inactive,5,11/29/2024,Delivered
C1428,Female,Senior,Karachi,2/25/2024,O5428,8/22/2024,Subway,Fries,Continental,3,893.54,Cash,38,6/24/2025,489,Inactive,2,1/18/2025,Cancelled
C4520,Male,Teenager,Islamabad,11/29/2023,O8520,8/22/2024,Pizza Hut,Fries,Italian,2,604.42,Card,37,6/5/2025,423,Active,2,8/27/2024,Cancelled
C3852,Female,Adult,Karachi,9/20/2023,O7852,8/22/2024,KFC,Pizza,Fast Food,1,1382.53,Wallet,20,10/24/2024,328,Active,3,2/18/2025,Cancelled
C2934,Female,Senior,Karachi,1/21/2025,O6934,8/22/2024,KFC,Burger,Italian,2,1069.58,Cash,47,5/28/2025,51,Active,2,11/17/2024,Delivered
C4644,Female,Senior,Lahore,9/21/2023,O8644,8/22/2024,Burger King,Burger,Fast Food,1,1122.32,Cash,37,5/6/2025,402,Active,4,3/11/2025,Delayed
C5118,Female,Adult,Lahore,10/30/2023,O9118,8/22/2024,KFC,Pasta,Continental,3,431.52,Cash,14,1/23/2025,292,Inactive,5,12/24/2024,Cancelled
C3731,Female,Teenager,Karachi,12/17/2023,O7731,8/22/2024,Subway,Pizza,Continental,3,896.42,Cash,25,12/27/2024,471,Active,3,1/23/2025,Cancelled
C3612,Other,Senior,Karachi,6/16/2024,O7612,8/22/2024,Burger King,Burger,Italian,2,737.23,Wallet,39,4/10/2025,28,Inactive,3,11/5/2024,Delivered
C5184,Male,Adult,Lahore,11/16/2023,O9184,8/23/2024,McDonald's,Pasta,Continental,5,1114.25,Wallet,26,6/30/2025,0,Active,4,9/16/2024,Delivered
C5626,Female,Teenager,Peshawar,9/17/2024,O9626,8/23/2024,Burger King,Pizza,Continental,1,981.21,Wallet,8,8/7/2025,15,Active,4,8/1/2025,Delivered
C4024,Male,Teenager,Lahore,3/2/2025,O8024,8/23/2024,Subway,Pasta,Chinese,4,1382.56,Card,18,12/10/2024,452,Active,2,3/26/2025,Delivered
C5875,Other,Senior,Islamabad,2/29/2024,O9875,8/23/2024,McDonald's,Fries,Italian,4,1064.56,Cash,7,9/24/2024,148,Active,3,3/30/2025,Cancelled
C5586,Female,Adult,Multan,8/20/2025,O9586,8/24/2024,McDonald's,Pasta,Fast Food,3,607.6,Cash,9,4/15/2025,373,Active,1,7/6/2025,Delivered
C6948,Male,Senior,Lahore,5/25/2025,O10948,8/24/2024,Burger King,Burger,Dessert,5,1220.05,Cash,48,1/9/2025,189,Inactive,3,9/8/2024,Cancelled
C1235,Male,Adult,Multan,5/19/2025,O5235,8/24/2024,Burger King,Fries,Continental,2,940.78,Wallet,34,9/3/2024,75,Active,2,6/27/2025,Delayed
C2879,Other,Teenager,Karachi,8/19/2025,O6879,8/24/2024,McDonald's,Sandwich,Fast Food,5,229.13,Wallet,39,3/29/2025,435,Inactive,4,5/31/2025,Delivered
C1625,Other,Adult,Karachi,7/12/2025,O5625,8/24/2024,KFC,Pasta,Dessert,4,852.01,Wallet,8,12/16/2024,161,Inactive,4,4/10/2025,Delivered
C4333,Male,Adult,Islamabad,12/5/2023,O8333,8/24/2024,Pizza Hut,Pasta,Continental,5,851.46,Wallet,3,10/27/2024,195,Inactive,4,8/7/2025,Delivered
C1752,Male,Senior,Lahore,2/28/2024,O5752,8/25/2024,Subway,Pasta,Chinese,4,651.37,Card,24,12/9/2024,71,Inactive,1,9/29/2024,Cancelled
C6020,Other,Teenager,Multan,12/23/2023,O10020,8/25/2024,Subway,Burger,Italian,3,919.21,Wallet,4,7/31/2025,131,Inactive,5,7/22/2025,Delivered
C5969,Male,Adult,Lahore,5/23/2025,O9969,8/25/2024,Pizza Hut,Burger,Chinese,5,456.64,Card,41,2/4/2025,273,Active,2,2/20/2025,Delivered
C1069,Male,Teenager,Karachi,6/20/2024,O5069,8/25/2024,Burger King,Pizza,Continental,4,778.31,Cash,32,8/8/2025,52,Active,2,5/7/2025,Delivered
C5201,Other,Senior,Karachi,6/12/2025,O9201,8/25/2024,Subway,Burger,Fast Food,1,819.41,Cash,24,5/10/2025,417,Active,4,11/13/2024,Cancelled
C3873,Male,Teenager,Peshawar,12/21/2023,O7873,8/25/2024,KFC,Pizza,Dessert,5,862.35,Card,39,3/22/2025,131,Active,3,4/27/2025,Delayed
C4918,Other,Teenager,Multan,10/17/2023,O8918,8/25/2024,Burger King,Burger,Fast Food,5,991.87,Cash,13,11/19/2024,303,Inactive,3,10/28/2024,Delayed
C3566,Female,Senior,Islamabad,1/3/2025,O7566,8/25/2024,KFC,Burger,Italian,3,516.58,Cash,20,3/22/2025,209,Active,5,12/3/2024,Delivered
C1873,Female,Teenager,Multan,1/26/2025,O5873,8/25/2024,Subway,Sandwich,Italian,5,111.39,Cash,11,9/11/2024,408,Inactive,4,6/14/2025,Cancelled
C2262,Female,Adult,Islamabad,9/5/2023,O6262,8/25/2024,Subway,Burger,Fast Food,1,119.72,Wallet,2,9/25/2024,302,Active,5,11/7/2024,Delayed
C6075,Male,Adult,Islamabad,11/12/2023,O10075,8/25/2024,McDonald's,Sandwich,Continental,3,1438.67,Wallet,25,11/17/2024,266,Inactive,1,11/17/2024,Delivered
C2395,Male,Adult,Peshawar,5/5/2025,O6395,8/25/2024,Pizza Hut,Pasta,Dessert,1,1289.8,Cash,28,7/6/2025,459,Inactive,3,8/8/2025,Delayed
C5236,Other,Adult,Karachi,2/10/2025,O9236,8/25/2024,Subway,Sandwich,Italian,1,1138.15,Cash,10,1/27/2025,101,Active,3,8/29/2024,Delivered
C1663,Female,Adult,Karachi,2/14/2025,O5663,8/25/2024,KFC,Sandwich,Fast Food,1,121.23,Card,27,4/16/2025,481,Inactive,2,2/1/2025,Cancelled
C5920,Female,Adult,Karachi,4/15/2024,O9920,8/25/2024,Burger King,Burger,Fast Food,5,616.98,Card,26,9/22/2024,9,Inactive,2,5/23/2025,Cancelled
C3659,Female,Senior,Peshawar,3/19/2024,O7659,8/26/2024,McDonald's,Pasta,Dessert,2,482.49,Wallet,18,12/6/2024,323,Inactive,3,1/8/2025,Delayed
C2278,Other,Adult,Lahore,4/13/2024,O6278,8/26/2024,KFC,Sandwich,Fast Food,4,1008.46,Wallet,10,2/12/2025,490,Inactive,2,3/26/2025,Delayed
C6336,Female,Senior,Islamabad,3/15/2024,O10336,8/26/2024,KFC,Pizza,Fast Food,3,926.02,Wallet,45,6/4/2025,79,Active,1,12/24/2024,Cancelled
C5880,Female,Senior,Peshawar,10/12/2023,O9880,8/26/2024,Subway,Burger,Continental,5,358.1,Wallet,22,8/22/2024,186,Inactive,1,12/4/2024,Delivered
C4115,Female,Adult,Multan,7/30/2024,O8115,8/26/2024,Burger King,Sandwich,Chinese,3,495.84,Card,27,11/7/2024,41,Inactive,2,7/25/2025,Cancelled
C5091,Other,Senior,Lahore,11/4/2024,O9091,8/26/2024,Burger King,Burger,Continental,5,1226.24,Wallet,39,7/16/2025,234,Inactive,3,4/3/2025,Delayed
C6011,Male,Teenager,Peshawar,11/16/2024,O10011,8/27/2024,Burger King,Fries,Continental,4,1418.31,Wallet,7,9/28/2024,441,Inactive,5,4/12/2025,Delayed
C1408,Male,Teenager,Islamabad,6/12/2025,O5408,8/27/2024,KFC,Fries,Chinese,4,1331.15,Cash,27,4/3/2025,28,Inactive,1,9/20/2024,Delivered
C5796,Other,Adult,Islamabad,1/16/2024,O9796,8/27/2024,KFC,Pizza,Continental,3,244.37,Cash,38,3/11/2025,370,Inactive,5,4/21/2025,Cancelled
C4337,Male,Adult,Multan,2/12/2024,O8337,8/27/2024,McDonald's,Pizza,Fast Food,1,1415.56,Card,6,8/27/2024,23,Inactive,3,3/22/2025,Delayed
C6539,Male,Senior,Islamabad,2/25/2024,O10539,8/27/2024,McDonald's,Burger,Chinese,3,454.92,Card,22,12/7/2024,253,Inactive,1,6/14/2025,Cancelled
C1172,Other,Teenager,Karachi,2/23/2025,O5172,8/27/2024,McDonald's,Pasta,Continental,4,463.36,Cash,23,6/9/2025,99,Inactive,5,4/19/2025,Delayed
C5493,Male,Adult,Peshawar,6/29/2024,O9493,8/27/2024,KFC,Sandwich,Italian,4,1244.28,Card,25,4/16/2025,240,Active,3,3/18/2025,Delayed
C4575,Female,Senior,Karachi,4/30/2024,O8575,8/27/2024,Burger King,Sandwich,Fast Food,4,670.74,Card,6,2/1/2025,94,Active,4,8/19/2025,Delivered
C1657,Male,Adult,Karachi,3/27/2024,O5657,8/27/2024,Pizza Hut,Sandwich,Dessert,3,954.71,Card,8,8/1/2025,249,Active,1,12/30/2024,Cancelled
C4013,Other,Senior,Islamabad,12/1/2024,O8013,8/28/2024,Burger King,Pizza,Italian,5,1279.01,Cash,25,5/5/2025,132,Inactive,2,6/5/2025,Cancelled
C5682,Other,Teenager,Peshawar,3/6/2024,O9682,8/28/2024,KFC,Fries,Continental,1,1392.6,Card,6,3/8/2025,182,Inactive,4,6/24/2025,Delayed
C5754,Other,Senior,Peshawar,3/31/2024,O9754,8/28/2024,Subway,Fries,Continental,1,1229.1,Wallet,18,4/17/2025,100,Inactive,5,10/24/2024,Cancelled
C2187,Female,Senior,Lahore,12/22/2024,O6187,8/28/2024,Burger King,Burger,Chinese,1,1061.75,Wallet,41,7/4/2025,365,Inactive,2,3/13/2025,Delayed
C6499,Female,Teenager,Karachi,8/4/2024,O10499,8/28/2024,Burger King,Pasta,Continental,3,815.41,Wallet,18,3/9/2025,355,Active,4,5/18/2025,Delayed
C1882,Male,Adult,Lahore,10/25/2024,O5882,8/28/2024,Subway,Fries,Fast Food,4,645.32,Wallet,26,4/15/2025,168,Inactive,3,11/5/2024,Cancelled
C6736,Other,Senior,Islamabad,1/5/2024,O10736,8/28/2024,Subway,Pasta,Chinese,2,685.75,Wallet,6,6/25/2025,236,Active,3,3/24/2025,Delivered
C4704,Male,Senior,Peshawar,4/29/2025,O8704,8/28/2024,McDonald's,Pizza,Fast Food,1,1388.82,Card,4,8/24/2024,192,Inactive,1,7/29/2025,Cancelled
C1418,Male,Teenager,Lahore,7/5/2024,O5418,8/28/2024,Pizza Hut,Pasta,Continental,2,482.56,Cash,39,9/9/2024,455,Inactive,2,2/14/2025,Delayed
C2120,Male,Adult,Multan,8/27/2023,O6120,8/29/2024,KFC,Fries,Italian,1,467.23,Card,8,11/12/2024,70,Active,3,8/10/2025,Cancelled
C1723,Other,Adult,Islamabad,7/21/2024,O5723,8/29/2024,Subway,Pasta,Continental,2,1404.74,Wallet,21,9/9/2024,166,Inactive,3,11/9/2024,Delayed
C4421,Other,Adult,Karachi,12/7/2023,O8421,8/29/2024,McDonald's,Fries,Chinese,1,734.61,Wallet,34,2/13/2025,70,Inactive,4,11/8/2024,Cancelled
C2000,Female,Senior,Islamabad,11/18/2024,O6000,8/29/2024,McDonald's,Sandwich,Chinese,3,233.22,Card,38,10/3/2024,113,Inactive,3,5/8/2025,Cancelled
C2980,Female,Teenager,Multan,11/18/2024,O6980,8/29/2024,Burger King,Pasta,Dessert,3,439.68,Wallet,18,4/3/2025,356,Active,1,10/25/2024,Delivered
C2557,Female,Senior,Multan,6/3/2025,O6557,8/29/2024,Burger King,Fries,Fast Food,3,532.51,Cash,48,12/14/2024,9,Inactive,3,11/10/2024,Delayed
C3528,Female,Adult,Islamabad,5/20/2025,O7528,8/29/2024,KFC,Fries,Dessert,2,162.61,Cash,10,12/28/2024,366,Inactive,1,11/30/2024,Cancelled
C2528,Other,Senior,Peshawar,7/27/2025,O6528,8/30/2024,McDonald's,Pizza,Fast Food,3,1140.72,Cash,32,1/14/2025,392,Inactive,1,8/19/2025,Cancelled
C1794,Other,Senior,Karachi,12/30/2024,O5794,8/30/2024,KFC,Pasta,Fast Food,3,445.62,Cash,28,6/20/2025,38,Inactive,4,6/13/2025,Delayed
C5111,Male,Adult,Islamabad,11/27/2023,O9111,8/30/2024,Burger King,Pizza,Continental,4,415.68,Card,13,6/26/2025,199,Inactive,2,12/4/2024,Cancelled
C1178,Female,Adult,Lahore,5/8/2025,O5178,8/30/2024,Pizza Hut,Sandwich,Chinese,3,125.52,Wallet,22,7/24/2025,354,Active,2,1/13/2025,Delayed
C4121,Male,Teenager,Karachi,5/9/2025,O8121,8/30/2024,Subway,Fries,Italian,3,894.05,Cash,37,8/31/2024,272,Inactive,2,3/28/2025,Cancelled
C1059,Male,Teenager,Karachi,8/2/2025,O5059,8/30/2024,Burger King,Burger,Dessert,2,408.57,Card,29,2/4/2025,226,Inactive,4,8/29/2024,Cancelled
C3404,Male,Senior,Lahore,12/20/2023,O7404,8/30/2024,KFC,Pasta,Italian,5,522.36,Cash,12,10/4/2024,384,Inactive,1,1/7/2025,Cancelled
C2752,Other,Teenager,Peshawar,10/1/2023,O6752,8/30/2024,KFC,Sandwich,Dessert,5,775.73,Card,14,7/31/2025,312,Active,3,3/25/2025,Cancelled
C3128,Male,Adult,Islamabad,4/1/2024,O7128,8/30/2024,Subway,Pizza,Chinese,1,213.48,Wallet,10,7/26/2025,277,Inactive,1,8/9/2025,Delivered
C6583,Male,Adult,Lahore,6/5/2025,O10583,8/30/2024,Burger King,Pasta,Chinese,5,530.44,Wallet,2,7/6/2025,454,Active,4,5/16/2025,Delivered
C6384,Male,Adult,Karachi,1/6/2024,O10384,8/30/2024,Pizza Hut,Sandwich,Dessert,5,824.82,Cash,22,7/31/2025,114,Active,5,10/6/2024,Delivered
C1030,Other,Adult,Lahore,2/14/2025,O5030,8/31/2024,Burger King,Sandwich,Continental,1,1269.19,Cash,36,12/7/2024,454,Active,1,6/23/2025,Cancelled
C5938,Female,Teenager,Islamabad,8/4/2025,O9938,8/31/2024,Pizza Hut,Sandwich,Continental,3,691.35,Card,41,10/18/2024,108,Active,2,9/11/2024,Delivered
C3002,Other,Adult,Lahore,7/10/2024,O7002,8/31/2024,McDonald's,Sandwich,Fast Food,1,1231.63,Cash,26,10/26/2024,251,Active,5,1/1/2025,Delivered
C5757,Other,Teenager,Karachi,7/30/2024,O9757,8/31/2024,McDonald's,Sandwich,Continental,2,489.05,Card,6,4/5/2025,357,Active,5,6/6/2025,Delayed
C5759,Female,Teenager,Peshawar,11/16/2024,O9759,9/1/2024,KFC,Fries,Italian,3,1449.13,Wallet,44,2/28/2025,472,Active,2,1/12/2025,Delivered
C6825,Male,Senior,Lahore,10/4/2023,O10825,9/1/2024,McDonald's,Pizza,Dessert,4,344.08,Cash,49,3/20/2025,310,Active,5,3/27/2025,Delayed
C6616,Female,Adult,Islamabad,9/4/2023,O10616,9/1/2024,McDonald's,Pasta,Italian,5,547.45,Card,40,1/20/2025,392,Inactive,1,11/23/2024,Delayed
C3295,Female,Senior,Lahore,7/19/2025,O7295,9/1/2024,Pizza Hut,Sandwich,Chinese,1,240.77,Card,14,8/30/2024,179,Inactive,1,7/10/2025,Delivered
C6504,Female,Senior,Islamabad,7/11/2025,O10504,9/1/2024,Subway,Pizza,Italian,1,114.73,Card,20,3/19/2025,386,Active,5,10/7/2024,Delivered
C6891,Male,Senior,Peshawar,4/23/2024,O10891,9/1/2024,McDonald's,Pizza,Dessert,4,831.01,Card,49,11/9/2024,112,Active,3,12/19/2024,Cancelled
C5955,Male,Adult,Karachi,6/26/2024,O9955,9/1/2024,Pizza Hut,Burger,Fast Food,2,849.17,Card,15,4/20/2025,67,Active,1,6/22/2025,Cancelled
C3280,Other,Senior,Islamabad,8/7/2024,O7280,9/1/2024,KFC,Burger,Fast Food,4,1292.12,Wallet,40,5/18/2025,214,Active,3,12/18/2024,Delivered
C3253,Male,Adult,Karachi,1/18/2025,O7253,9/1/2024,Pizza Hut,Pasta,Italian,5,914.54,Cash,33,7/9/2025,181,Active,4,8/8/2025,Cancelled
C2376,Female,Teenager,Peshawar,8/26/2023,O6376,9/2/2024,McDonald's,Burger,Dessert,3,983.95,Cash,45,11/2/2024,164,Active,4,7/21/2025,Delivered
C3405,Male,Teenager,Islamabad,3/17/2025,O7405,9/2/2024,McDonald's,Sandwich,Dessert,2,733.38,Card,19,8/7/2025,85,Active,1,7/14/2025,Cancelled
C4428,Other,Adult,Lahore,12/5/2024,O8428,9/2/2024,Pizza Hut,Pizza,Fast Food,3,280.69,Wallet,21,11/5/2024,95,Active,1,3/13/2025,Delivered
C6115,Female,Adult,Lahore,1/4/2025,O10115,9/2/2024,Subway,Burger,Chinese,3,1261.71,Wallet,2,5/12/2025,198,Active,1,7/1/2025,Delayed
C5351,Other,Adult,Lahore,1/7/2024,O9351,9/2/2024,McDonald's,Sandwich,Continental,4,330.64,Cash,19,11/15/2024,73,Active,4,3/31/2025,Delivered
C2550,Female,Teenager,Peshawar,2/6/2024,O6550,9/2/2024,Subway,Pizza,Chinese,3,1490.53,Wallet,38,10/3/2024,455,Inactive,4,7/27/2025,Delayed
C2639,Male,Teenager,Lahore,12/7/2024,O6639,9/2/2024,Subway,Fries,Italian,5,929.29,Wallet,37,3/5/2025,265,Active,3,4/27/2025,Delayed
C1787,Female,Senior,Peshawar,11/21/2024,O5787,9/2/2024,McDonald's,Burger,Chinese,1,278.92,Wallet,31,11/5/2024,476,Inactive,4,11/30/2024,Cancelled
C4557,Male,Senior,Islamabad,5/17/2025,O8557,9/3/2024,Subway,Fries,Fast Food,2,170.02,Wallet,27,9/18/2024,314,Inactive,2,6/9/2025,Delivered
C5830,Other,Senior,Multan,11/8/2024,O9830,9/3/2024,Pizza Hut,Pasta,Italian,2,686.84,Card,5,5/23/2025,224,Active,2,12/24/2024,Delivered
C5007,Female,Senior,Multan,7/8/2024,O9007,9/3/2024,McDonald's,Pizza,Dessert,3,784.77,Card,31,8/19/2025,43,Inactive,4,3/31/2025,Delayed
C6633,Female,Adult,Lahore,4/14/2024,O10633,9/3/2024,Burger King,Pasta,Dessert,5,121.22,Card,15,10/17/2024,257,Inactive,5,12/9/2024,Cancelled
C1569,Male,Teenager,Lahore,6/2/2025,O5569,9/3/2024,McDonald's,Pizza,Fast Food,4,1028.97,Wallet,12,12/13/2024,177,Inactive,1,5/2/2025,Delivered
C2147,Other,Teenager,Islamabad,11/10/2023,O6147,9/3/2024,Burger King,Pizza,Dessert,1,179.46,Card,1,12/29/2024,258,Active,3,11/19/2024,Delayed
C2185,Female,Senior,Lahore,10/1/2024,O6185,9/3/2024,Pizza Hut,Pasta,Italian,2,1085.28,Cash,8,12/18/2024,46,Inactive,1,6/12/2025,Delayed
C6205,Female,Adult,Lahore,5/8/2024,O10205,9/3/2024,McDonald's,Pasta,Continental,5,1349.28,Wallet,28,8/16/2025,297,Inactive,2,9/17/2024,Delayed
C6878,Other,Teenager,Peshawar,7/4/2025,O10878,9/3/2024,KFC,Burger,Dessert,1,1161.95,Card,41,11/22/2024,263,Inactive,3,7/28/2025,Delivered
C6651,Male,Senior,Multan,3/29/2024,O10651,9/3/2024,McDonald's,Burger,Chinese,2,138.03,Card,46,9/21/2024,472,Active,1,7/15/2025,Cancelled
C4893,Female,Adult,Karachi,10/8/2023,O8893,9/4/2024,Pizza Hut,Pasta,Dessert,2,1184.16,Wallet,10,9/4/2024,453,Inactive,1,12/1/2024,Delivered
C2095,Other,Teenager,Lahore,2/19/2025,O6095,9/4/2024,KFC,Burger,Chinese,1,1030.3,Card,35,10/15/2024,381,Inactive,5,12/27/2024,Delivered
C4895,Other,Senior,Lahore,8/19/2024,O8895,9/4/2024,KFC,Pizza,Italian,3,640.14,Card,38,2/11/2025,495,Active,1,1/25/2025,Delayed
C1830,Other,Senior,Karachi,7/27/2024,O5830,9/4/2024,Pizza Hut,Fries,Fast Food,5,422.59,Card,11,4/14/2025,390,Inactive,4,8/5/2025,Delivered
C4406,Male,Teenager,Peshawar,10/11/2023,O8406,9/4/2024,Subway,Burger,Dessert,5,633.97,Wallet,8,7/27/2025,382,Inactive,4,6/16/2025,Delivered
C5851,Male,Senior,Karachi,3/1/2025,O9851,9/4/2024,Pizza Hut,Sandwich,Italian,5,1006.63,Wallet,36,6/7/2025,154,Inactive,3,9/15/2024,Delivered
C1687,Male,Adult,Lahore,7/11/2024,O5687,9/4/2024,McDonald's,Pizza,Italian,3,719.71,Cash,29,8/11/2025,402,Active,2,11/23/2024,Delayed
C2203,Other,Adult,Multan,12/12/2024,O6203,9/5/2024,Burger King,Fries,Italian,5,386.89,Card,38,10/21/2024,272,Active,2,1/15/2025,Cancelled
C6730,Other,Teenager,Multan,10/21/2023,O10730,9/5/2024,Burger King,Fries,Chinese,2,915.08,Card,44,9/22/2024,459,Inactive,2,12/17/2024,Delayed
C4322,Male,Teenager,Peshawar,10/2/2024,O8322,9/5/2024,Subway,Pizza,Dessert,4,720.99,Card,41,5/13/2025,62,Active,4,4/18/2025,Delivered
C6068,Other,Senior,Multan,4/9/2025,O10068,9/5/2024,Subway,Burger,Dessert,3,1281.68,Card,31,4/28/2025,281,Active,3,6/24/2025,Delivered
C4501,Male,Adult,Islamabad,9/25/2023,O8501,9/5/2024,Burger King,Pizza,Italian,3,798.92,Wallet,40,12/17/2024,147,Inactive,3,2/12/2025,Cancelled
C3317,Other,Teenager,Karachi,4/9/2025,O7317,9/5/2024,Subway,Pasta,Fast Food,5,1410.26,Card,28,4/29/2025,477,Inactive,2,9/28/2024,Delayed
C6739,Other,Adult,Peshawar,1/12/2024,O10739,9/5/2024,Subway,Pasta,Continental,2,1127.22,Cash,8,1/14/2025,311,Active,4,8/20/2025,Delayed
C5543,Other,Teenager,Multan,7/1/2025,O9543,9/5/2024,Subway,Pasta,Continental,3,650.33,Cash,27,10/27/2024,32,Inactive,1,1/27/2025,Delivered
C3133,Other,Senior,Lahore,12/7/2024,O7133,9/5/2024,Subway,Pasta,Continental,5,969.9,Cash,32,11/7/2024,376,Active,4,6/26/2025,Delayed
C6036,Male,Adult,Multan,2/10/2025,O10036,9/6/2024,McDonald's,Pizza,Continental,4,521.34,Cash,42,8/3/2025,206,Active,2,5/15/2025,Delayed
C6603,Other,Adult,Multan,8/30/2023,O10603,9/6/2024,KFC,Burger,Chinese,1,1327.48,Card,1,11/5/2024,165,Inactive,1,6/22/2025,Delivered
C3557,Male,Teenager,Islamabad,10/5/2024,O7557,9/6/2024,Subway,Fries,Dessert,1,736.08,Card,26,12/10/2024,367,Active,2,4/21/2025,Delivered
C3584,Female,Teenager,Lahore,7/9/2025,O7584,9/6/2024,Burger King,Pasta,Chinese,5,846.33,Wallet,35,2/9/2025,35,Active,1,6/29/2025,Delivered
C6770,Other,Teenager,Islamabad,12/16/2024,O10770,9/6/2024,Burger King,Sandwich,Chinese,5,283.86,Card,48,8/25/2024,459,Active,3,2/24/2025,Delayed
C6993,Female,Adult,Peshawar,2/11/2024,O10993,9/6/2024,Burger King,Pasta,Continental,5,697.34,Wallet,34,2/11/2025,394,Inactive,1,11/11/2024,Delivered
C1300,Male,Adult,Islamabad,7/7/2025,O5300,9/6/2024,Pizza Hut,Burger,Continental,4,1041.88,Wallet,3,10/29/2024,461,Inactive,2,9/6/2024,Delayed
C1753,Male,Teenager,Multan,5/9/2024,O5753,9/6/2024,Subway,Pizza,Dessert,2,940.85,Wallet,37,3/17/2025,487,Active,2,10/5/2024,Delayed
C6347,Male,Senior,Peshawar,4/18/2024,O10347,9/7/2024,KFC,Pizza,Continental,2,1042.68,Card,24,11/27/2024,354,Inactive,1,12/23/2024,Cancelled
C3555,Female,Adult,Islamabad,8/10/2024,O7555,9/7/2024,Subway,Sandwich,Continental,1,900.46,Cash,1,10/8/2024,111,Active,4,2/22/2025,Cancelled
C6715,Other,Adult,Peshawar,8/16/2024,O10715,9/7/2024,McDonald's,Fries,Fast Food,1,1336.21,Cash,49,10/12/2024,44,Inactive,2,10/4/2024,Delivered
C4963,Male,Teenager,Lahore,10/24/2023,O8963,9/7/2024,Subway,Sandwich,Fast Food,3,1457.58,Wallet,4,1/12/2025,496,Inactive,2,10/10/2024,Delivered
C6447,Male,Senior,Peshawar,10/5/2023,O10447,9/7/2024,KFC,Pasta,Fast Food,3,397.04,Wallet,24,1/23/2025,491,Inactive,4,12/23/2024,Cancelled
C1725,Other,Teenager,Multan,1/14/2024,O5725,9/7/2024,Subway,Sandwich,Chinese,2,1439.3,Cash,29,12/13/2024,286,Active,3,12/14/2024,Cancelled
C4014,Male,Teenager,Karachi,4/29/2025,O8014,9/7/2024,McDonald's,Pasta,Continental,1,512.22,Cash,49,4/25/2025,20,Inactive,1,11/5/2024,Delivered
C3696,Male,Senior,Multan,12/17/2024,O7696,9/7/2024,Burger King,Burger,Fast Food,2,1247.51,Wallet,3,7/24/2025,305,Inactive,5,10/31/2024,Delivered
C2197,Female,Senior,Multan,4/22/2025,O6197,9/7/2024,Burger King,Pizza,Italian,1,1085.57,Card,25,1/27/2025,238,Inactive,4,12/2/2024,Delivered
C6785,Other,Teenager,Peshawar,8/13/2024,O10785,9/8/2024,Pizza Hut,Sandwich,Italian,1,1396.57,Cash,29,12/10/2024,236,Active,5,2/22/2025,Cancelled
C4779,Female,Teenager,Multan,9/6/2023,O8779,9/8/2024,KFC,Pizza,Continental,2,463.41,Cash,34,6/12/2025,415,Inactive,4,2/16/2025,Delivered
C1616,Male,Adult,Peshawar,12/11/2023,O5616,9/8/2024,KFC,Fries,Fast Food,1,769.19,Cash,31,11/8/2024,67,Active,4,9/12/2024,Delivered
C5106,Male,Adult,Lahore,6/29/2024,O9106,9/8/2024,KFC,Pasta,Italian,4,151.13,Wallet,15,6/19/2025,397,Active,1,3/4/2025,Delivered
