date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS
2024-12-24,Google Ads,Search,Healthcare,Australia,155840,4566,0.0293,1.12,5113.92,312,16.39,40138.5,7.85
2024-07-21,TikTok Ads,Display,E-commerce,India,21956,1611,0.0734,1.41,2271.51,79,28.75,9545.28,4.2
2024-05-06,Meta Ads,Search,E-commerce,USA,177224,2374,0.0134,1.57,3727.18,142,26.25,18303.42,4.91
2024-11-04,Google Ads,Search,EdTech,UAE,93720,2661,0.0284,1.7,4523.7,104,43.5,18904.07,4.18
2024-05-28,Google Ads,Display,EdTech,USA,169909,7781,0.0458,2.5,19452.5,124,156.88,26123.28,1.34
2024-08-05,Meta Ads,Video,Healthcare,USA,46548,1047,0.0225,1.55,1622.85,28,57.96,7800.92,4.81
2024-12-08,Meta Ads,Search,Healthcare,USA,6875,158,0.0231,1.83,289.14,2,144.57,386.94,1.34
2024-12-26,Google Ads,Search,SaaS,India,106975,4300,0.0402,2.39,10277.0,335,30.68,35904.36,3.49
2024-02-08,Google Ads,Shopping,SaaS,UK,10574,389,0.0368,2.59,1007.51,6,167.92,908.68,0.9
2024-07-16,TikTok Ads,Video,Fintech,Australia,147658,6939,0.047,0.86,5967.54,282,21.16,39581.75,6.63
2024-06-02,Meta Ads,Shopping,SaaS,Canada,52013,1565,0.0301,1.03,1611.95,23,70.08,6481.69,4.02
2024-10-18,Google Ads,Search,E-commerce,India,49484,1118,0.0226,2.05,2291.9,79,29.01,18417.53,8.04
2024-07-04,Google Ads,Search,Healthcare,USA,18877,545,0.0289,3.2,1744.0,26,67.08,5981.0,3.43
2024-04-15,Meta Ads,Shopping,Healthcare,UK,106505,1022,0.0096,1.8,1839.6,27,68.13,2467.18,1.34
2024-05-25,Google Ads,Search,E-commerce,India,65107,1777,0.0273,1.63,2896.51,128,22.63,29612.56,10.22
2024-03-02,Google Ads,Shopping,SaaS,India,69839,1620,0.0232,1.26,2041.2,80,25.52,22785.52,11.16
2024-02-27,Google Ads,Video,SaaS,USA,104794,5920,0.0565,3.66,21667.2,359,60.35,21837.83,1.01
2024-04-14,Meta Ads,Video,EdTech,USA,33549,1224,0.0365,0.76,930.24,89,10.45,26101.34,28.06
2024-02-17,Google Ads,Video,SaaS,Germany,133027,7808,0.0587,1.26,9838.08,153,64.3,22193.12,2.26
2024-11-12,Meta Ads,Video,EdTech,Germany,27419,1192,0.0435,1.83,2181.36,38,57.4,5935.39,2.72
2024-05-24,Google Ads,Video,Healthcare,Canada,102648,2330,0.0227,2.55,5941.5,157,37.84,28653.63,4.82
2024-01-20,Google Ads,Display,E-commerce,Canada,181687,8321,0.0458,3.14,26127.94,651,40.14,189283.47,7.24
2024-07-22,Google Ads,Display,SaaS,UK,166792,6071,0.0364,3.15,19123.65,323,59.21,23590.83,1.23
2024-06-26,TikTok Ads,Search,SaaS,USA,7889,416,0.0528,1.0,416.0,16,26.0,2147.95,5.16
2024-11-14,Meta Ads,Video,E-commerce,India,129746,4891,0.0377,1.81,8852.71,117,75.66,26101.17,2.95
2024-03-17,Google Ads,Display,E-commerce,Germany,94506,3269,0.0346,1.56,5099.64,193,26.42,7342.38,1.44
2024-05-17,Google Ads,Display,EdTech,Canada,12086,594,0.0492,2.46,1461.24,21,69.58,3418.15,2.34
2024-05-07,TikTok Ads,Display,SaaS,UK,145497,4743,0.0326,0.35,1660.05,313,5.3,81349.35,49.0
2024-05-18,Meta Ads,Search,EdTech,UAE,14491,259,0.0179,1.7,440.3,3,146.77,260.32,0.59
2024-03-13,Meta Ads,Shopping,Fintech,UAE,156043,4478,0.0287,1.33,5955.74,193,30.86,22322.38,3.75
2024-07-19,TikTok Ads,Display,Healthcare,UK,115304,3551,0.0308,1.56,5539.56,232,23.88,22178.1,4.0
2024-09-24,TikTok Ads,Shopping,Fintech,UAE,132571,9147,0.069,1.02,9329.94,502,18.59,55471.3,5.95
2024-11-13,Google Ads,Display,E-commerce,UAE,92502,2960,0.032,2.06,6097.6,201,30.34,47885.36,7.85
2024-11-23,Google Ads,Display,EdTech,USA,133792,6943,0.0519,2.35,16316.05,186,87.72,17630.23,1.08
2024-12-26,Google Ads,Display,EdTech,UK,77258,3963,0.0513,1.8,7133.4,135,52.84,34518.13,4.84
2024-05-10,Google Ads,Display,EdTech,UAE,74672,2665,0.0357,1.56,4157.4,129,32.23,32318.91,7.77
2024-04-18,TikTok Ads,Search,Healthcare,Australia,41558,1757,0.0423,1.21,2125.97,72,29.53,18414.15,8.66
2024-12-05,Google Ads,Shopping,Healthcare,Australia,134560,5947,0.0442,2.84,16889.48,144,117.29,23257.77,1.38
2024-05-26,TikTok Ads,Search,E-commerce,Canada,143518,10491,0.0731,0.85,8917.35,313,28.49,46285.52,5.19
2024-10-09,Meta Ads,Video,Fintech,UK,7402,91,0.0124,2.08,189.28,6,31.55,1105.17,5.84
2024-09-25,Google Ads,Shopping,EdTech,Australia,49225,2367,0.0481,1.84,4355.28,137,31.79,8811.53,2.02
2024-07-28,Google Ads,Video,Healthcare,India,173678,11428,0.0658,2.11,24113.08,310,77.78,83080.36,3.45
2024-03-07,Meta Ads,Display,Healthcare,Australia,92793,1261,0.0136,0.37,466.57,80,5.83,13024.34,27.92
2024-08-09,TikTok Ads,Video,SaaS,UK,122408,6671,0.0545,1.17,7805.07,293,26.64,67215.82,8.61
2024-07-04,TikTok Ads,Search,E-commerce,UAE,162826,7815,0.048,1.64,12816.6,120,106.81,13520.75,1.05
2024-07-10,Meta Ads,Shopping,Healthcare,India,134614,3190,0.0237,1.78,5678.2,188,30.2,41736.54,7.35
2024-03-18,Google Ads,Shopping,Fintech,India,116451,3388,0.0291,3.39,11485.32,188,61.09,28791.61,2.51
2024-02-13,Google Ads,Search,E-commerce,Germany,188276,11277,0.0599,2.48,27966.96,554,50.48,89376.47,3.2
2024-07-14,Meta Ads,Search,Fintech,Australia,165552,4337,0.0262,2.22,9628.14,132,72.94,21448.35,2.23
2024-08-18,Meta Ads,Video,EdTech,UK,82271,3397,0.0413,0.52,1766.44,36,49.07,6412.73,3.63
2024-12-30,TikTok Ads,Search,Fintech,Germany,61921,3814,0.0616,0.31,1182.34,50,23.65,8842.35,7.48
2024-09-26,Google Ads,Shopping,E-commerce,Canada,161089,6540,0.0406,2.1,13734.0,285,48.19,49746.79,3.62
2024-09-13,Google Ads,Shopping,Healthcare,USA,85618,2679,0.0313,0.92,2464.68,74,33.31,6024.46,2.44
2024-12-12,Meta Ads,Search,Healthcare,Australia,30457,606,0.0199,0.58,351.48,34,10.34,4981.94,14.17
2024-01-25,TikTok Ads,Search,E-commerce,India,46420,1880,0.0405,1.9,3572.0,113,31.61,5769.59,1.62
2024-08-21,Google Ads,Search,E-commerce,UK,180746,5024,0.0278,1.28,6430.72,64,100.48,17709.21,2.75
2024-06-26,TikTok Ads,Search,SaaS,Germany,131244,5604,0.0427,0.38,2129.52,229,9.3,65541.49,30.78
2024-03-01,Google Ads,Search,E-commerce,Germany,86678,2158,0.0249,1.45,3129.1,163,19.2,27708.88,8.86
2024-11-03,Google Ads,Display,EdTech,Canada,70226,4037,0.0575,2.16,8719.92,240,36.33,68153.47,7.82
2024-12-01,Google Ads,Search,Fintech,Germany,124119,6416,0.0517,2.55,16360.8,358,45.7,48445.72,2.96
2024-05-16,Google Ads,Shopping,Healthcare,UAE,126292,5165,0.0409,1.49,7695.85,110,69.96,14074.18,1.83
2024-02-23,Google Ads,Video,E-commerce,Canada,189935,10161,0.0535,1.49,15139.89,615,24.62,31748.86,2.1
2024-04-16,Google Ads,Display,EdTech,UAE,103066,2380,0.0231,2.49,5926.2,121,48.98,20395.26,3.44
2024-03-30,Meta Ads,Shopping,E-commerce,USA,11083,193,0.0175,0.83,160.19,11,14.56,912.82,5.7
2024-04-25,Meta Ads,Display,EdTech,UAE,6074,128,0.0212,1.51,193.28,5,38.66,1253.71,6.49
2024-10-11,TikTok Ads,Video,Healthcare,Canada,54752,2814,0.0514,0.86,2420.04,137,17.66,13580.22,5.61
2024-02-10,Meta Ads,Video,Healthcare,UK,141313,4762,0.0337,1.05,5000.1,207,24.16,26737.15,5.35
2024-11-28,TikTok Ads,Display,EdTech,USA,34669,1965,0.0567,1.61,3163.65,74,42.75,12153.4,3.84
2024-03-17,Meta Ads,Display,E-commerce,Australia,104714,1015,0.0097,0.93,943.95,78,12.1,20952.03,22.2
2024-05-30,TikTok Ads,Video,Healthcare,UAE,109733,6616,0.0603,0.91,6020.56,516,11.67,53965.61,8.96
2024-09-16,TikTok Ads,Display,SaaS,USA,67502,5859,0.0868,0.48,2812.32,395,7.12,42271.31,15.03
2024-04-24,Google Ads,Display,E-commerce,Canada,129121,4893,0.0379,2.56,12526.08,137,91.43,7241.16,0.58
2024-03-25,Google Ads,Video,Fintech,USA,173102,4414,0.0255,3.4,15007.6,341,44.01,52487.34,3.5
2024-03-27,Google Ads,Shopping,EdTech,Canada,140607,6397,0.0455,1.43,9147.71,393,23.28,82224.93,8.99
2024-01-11,Google Ads,Search,Healthcare,Germany,48351,2156,0.0446,3.16,6812.96,83,82.08,7504.87,1.1
2024-04-06,TikTok Ads,Video,Fintech,Germany,118135,8151,0.069,0.69,5624.19,428,13.14,64189.34,11.41
2024-06-25,TikTok Ads,Search,Fintech,UK,20185,878,0.0435,0.61,535.58,27,19.84,7476.28,13.96
2024-11-29,TikTok Ads,Video,E-commerce,Australia,50802,3617,0.0712,0.42,1519.14,279,5.44,22644.29,14.91
2024-08-14,Meta Ads,Shopping,E-commerce,Canada,34048,694,0.0204,1.45,1006.3,49,20.54,12555.06,12.48
2024-02-23,TikTok Ads,Video,SaaS,UAE,56672,2397,0.0423,0.48,1150.56,138,8.34,33165.74,28.83
2024-05-15,Google Ads,Video,Fintech,UAE,128962,7337,0.0569,1.35,9904.95,226,43.83,26098.81,2.63
2024-09-22,Meta Ads,Video,Healthcare,UK,15532,593,0.0382,1.43,847.99,45,18.84,2243.79,2.65
2024-08-15,Google Ads,Video,Fintech,Australia,154666,5939,0.0384,1.28,7601.92,366,20.77,24965.13,3.28
2024-08-22,TikTok Ads,Video,E-commerce,USA,9722,455,0.0469,1.21,550.55,29,18.98,3533.89,6.42
2024-08-10,Google Ads,Display,Fintech,Australia,24464,511,0.0209,1.12,572.32,20,28.62,5921.83,10.35
2024-02-09,Meta Ads,Video,E-commerce,India,170413,3936,0.0231,0.71,2794.56,63,44.36,12671.79,4.53
2024-03-12,TikTok Ads,Video,Fintech,Germany,109205,4499,0.0412,0.84,3779.16,49,77.13,13660.38,3.61
2024-08-20,Google Ads,Shopping,E-commerce,Germany,161926,5424,0.0335,3.29,17844.96,87,205.11,11807.21,0.66
2024-10-14,Meta Ads,Search,E-commerce,UK,125725,1646,0.0131,0.81,1333.26,19,70.17,2319.58,1.74
2024-05-17,TikTok Ads,Video,Healthcare,UAE,116301,4198,0.0361,1.45,6087.1,212,28.71,37780.9,6.21
2024-12-12,Google Ads,Shopping,SaaS,Canada,88251,2665,0.0302,1.29,3437.85,151,22.77,17509.21,5.09
2024-10-12,Google Ads,Video,EdTech,Germany,185378,3244,0.0175,1.82,5904.08,246,24.0,67552.8,11.44
2024-08-13,Meta Ads,Shopping,SaaS,USA,177905,5532,0.0311,0.98,5421.36,370,14.65,14673.05,2.71
2024-08-16,Meta Ads,Video,E-commerce,Canada,122845,2714,0.0221,0.57,1546.98,143,10.82,36419.79,23.54
2024-06-17,Meta Ads,Video,Healthcare,Germany,36017,1210,0.0336,1.01,1222.1,28,43.65,1258.31,1.03
2024-05-13,Google Ads,Search,EdTech,USA,71267,3962,0.0556,0.93,3684.66,287,12.84,50107.59,13.6
2024-01-04,Meta Ads,Display,EdTech,India,97152,1156,0.0119,0.54,624.24,43,14.52,4965.75,7.95
2024-09-03,Meta Ads,Shopping,E-commerce,USA,33834,906,0.0268,0.88,797.28,23,34.66,2361.23,2.96
2024-12-14,TikTok Ads,Shopping,E-commerce,Canada,183775,7093,0.0386,1.0,7093.0,373,19.02,88634.0,12.5
2024-08-31,Meta Ads,Search,Fintech,UAE,199405,5204,0.0261,0.96,4995.84,333,15.0,25169.83,5.04
2024-03-19,TikTok Ads,Search,Healthcare,Germany,169512,9475,0.0559,1.41,13359.75,203,65.81,26995.02,2.02
2024-11-06,Google Ads,Display,EdTech,India,14884,541,0.0364,3.25,1758.25,43,40.89,4123.58,2.35
2024-11-19,TikTok Ads,Shopping,Healthcare,Germany,47623,1695,0.0356,1.85,3135.75,36,87.1,9884.86,3.15
2024-11-24,Meta Ads,Search,E-commerce,USA,102780,1952,0.019,1.2,2342.4,63,37.18,16160.9,6.9
2024-02-10,Google Ads,Shopping,Healthcare,Australia,167717,4142,0.0247,1.73,7165.66,71,100.92,15937.54,2.22
2024-09-05,Meta Ads,Search,E-commerce,UK,189598,6673,0.0352,1.99,13279.27,170,78.11,36177.68,2.72
2024-01-21,TikTok Ads,Display,SaaS,Germany,92273,6237,0.0676,1.41,8794.17,291,30.22,72065.02,8.19
2024-09-05,Google Ads,Display,Fintech,UK,118884,5932,0.0499,2.95,17499.4,450,38.89,121374.91,6.94
2024-04-04,Google Ads,Search,Healthcare,Australia,84303,4417,0.0524,3.12,13781.04,100,137.81,20354.89,1.48
2024-01-04,Google Ads,Video,EdTech,Germany,89730,4621,0.0515,2.68,12384.28,277,44.71,13483.54,1.09
2024-11-30,Google Ads,Search,SaaS,UK,174737,5207,0.0298,1.44,7498.08,398,18.84,90351.24,12.05
2024-09-10,Google Ads,Shopping,Healthcare,Germany,145508,7158,0.0492,1.44,10307.52,566,18.21,76404.29,7.41
2024-04-24,Google Ads,Shopping,EdTech,Australia,75649,1792,0.0237,2.78,4981.76,110,45.29,12588.99,2.53
2024-03-25,TikTok Ads,Display,E-commerce,UK,85522,3378,0.0395,0.35,1182.3,167,7.08,30312.31,25.64
2024-11-19,Meta Ads,Shopping,Healthcare,Canada,19588,434,0.0222,1.77,768.18,5,153.64,560.03,0.73
2024-11-02,TikTok Ads,Video,E-commerce,Canada,92985,8024,0.0863,0.85,6820.4,520,13.12,150774.99,22.11
2024-03-21,Google Ads,Video,E-commerce,USA,134198,2670,0.0199,3.15,8410.5,71,118.46,14769.75,1.76
2024-12-06,TikTok Ads,Search,E-commerce,Canada,25951,809,0.0312,0.48,388.32,61,6.37,10397.04,26.77
2024-10-19,Google Ads,Shopping,E-commerce,UK,55385,1678,0.0303,1.44,2416.32,64,37.76,18110.48,7.5
2024-01-01,Google Ads,Search,SaaS,India,21702,1000,0.0461,3.17,3170.0,17,186.47,3670.88,1.16
2024-02-27,TikTok Ads,Search,SaaS,UAE,195972,13796,0.0704,0.5,6898.0,645,10.69,54701.33,7.93
2024-09-12,Meta Ads,Search,Healthcare,UAE,73447,2401,0.0327,1.44,3457.44,93,37.18,11150.38,3.23
2024-10-17,Meta Ads,Search,Healthcare,UAE,55867,1681,0.0301,1.98,3328.38,32,104.01,3790.94,1.14
2024-05-19,Google Ads,Display,Fintech,UK,64567,1439,0.0223,2.29,3295.31,64,51.49,4231.38,1.28
2024-07-02,TikTok Ads,Shopping,SaaS,Canada,97254,3374,0.0347,1.65,5567.1,63,88.37,17255.15,3.1
2024-01-20,Meta Ads,Shopping,Healthcare,UK,147897,2144,0.0145,1.94,4159.36,24,173.31,3826.61,0.92
2024-09-13,Meta Ads,Display,Healthcare,Germany,115379,5134,0.0445,2.41,12372.94,391,31.64,109895.16,8.88
2024-03-03,Google Ads,Search,Fintech,UK,51566,1531,0.0297,1.39,2128.09,112,19.0,6716.48,3.16
2024-06-18,Google Ads,Search,Healthcare,UAE,184889,6212,0.0336,2.17,13480.04,73,184.66,2434.91,0.18
2024-04-17,TikTok Ads,Shopping,EdTech,Australia,100028,7402,0.074,0.73,5403.46,100,54.03,7280.48,1.35
2024-07-31,TikTok Ads,Search,EdTech,India,29741,1287,0.0433,1.23,1583.01,55,28.78,6012.36,3.8
2024-03-12,Google Ads,Shopping,Fintech,Australia,155033,5782,0.0373,2.17,12546.94,248,50.59,71470.23,5.7
2024-08-15,TikTok Ads,Shopping,Fintech,Canada,13562,790,0.0583,1.18,932.2,40,23.3,7014.55,7.52
2024-01-18,Meta Ads,Shopping,Healthcare,UAE,84830,2612,0.0308,1.98,5171.76,84,61.57,6284.59,1.22
2024-05-21,Meta Ads,Shopping,Healthcare,Germany,119427,1146,0.0096,1.93,2211.78,27,81.92,5094.36,2.3
2024-08-15,Google Ads,Shopping,EdTech,India,175623,9483,0.054,0.97,9198.51,268,34.32,79311.56,8.62
2024-07-25,Google Ads,Search,SaaS,Australia,93919,4968,0.0529,2.55,12668.4,308,41.13,66254.75,5.23
2024-11-04,TikTok Ads,Display,Fintech,UAE,46190,3030,0.0656,0.42,1272.6,183,6.95,38945.83,30.6
2024-10-29,Meta Ads,Display,Healthcare,Australia,152996,3136,0.0205,1.79,5613.44,82,68.46,6472.17,1.15
2024-06-03,TikTok Ads,Shopping,E-commerce,UAE,62600,3142,0.0502,0.71,2230.82,245,9.11,17495.08,7.84
2024-02-29,Meta Ads,Search,E-commerce,UAE,36127,610,0.0169,1.11,677.1,45,15.05,6906.4,10.2
2024-04-28,TikTok Ads,Video,EdTech,India,110940,6512,0.0587,1.41,9181.92,108,85.02,14612.87,1.59
2024-04-01,Meta Ads,Search,E-commerce,UK,91332,3762,0.0412,0.65,2445.3,125,19.56,31285.11,12.79
2024-08-27,TikTok Ads,Video,EdTech,UAE,149526,4321,0.0289,0.78,3370.38,120,28.09,25118.55,7.45
2024-04-29,Meta Ads,Search,Healthcare,USA,77746,2861,0.0368,1.04,2975.44,82,36.29,21523.93,7.23
2024-04-17,Google Ads,Video,Healthcare,UK,105804,3110,0.0294,0.97,3016.7,200,15.08,49067.29,16.27
2024-09-15,Meta Ads,Video,Fintech,Germany,37599,1225,0.0326,1.3,1592.5,73,21.82,19164.89,12.03
2024-04-14,Google Ads,Shopping,E-commerce,India,9791,519,0.0531,3.95,2050.05,40,51.25,2255.24,1.1
2024-02-29,Google Ads,Search,Healthcare,USA,34802,1708,0.0491,2.9,4953.2,72,68.79,6827.25,1.38
2024-10-17,TikTok Ads,Display,Healthcare,India,81394,5192,0.0638,0.94,4880.48,253,19.29,41499.01,8.5
2024-09-06,Google Ads,Shopping,E-commerce,Germany,101299,3504,0.0346,1.8,6307.2,250,25.23,36776.35,5.83
2024-08-30,Meta Ads,Video,Healthcare,Germany,140431,1544,0.011,0.52,802.88,74,10.85,2904.54,3.62
2024-06-04,Google Ads,Video,SaaS,Canada,113368,5260,0.0464,1.31,6890.6,168,41.02,8983.58,1.3
2024-06-18,Google Ads,Display,E-commerce,Germany,89263,3695,0.0414,1.77,6540.15,155,42.19,19291.23,2.95
2024-08-01,Meta Ads,Display,E-commerce,USA,168947,4510,0.0267,1.94,8749.4,179,48.88,48341.14,5.53
2024-06-13,TikTok Ads,Search,EdTech,UAE,139511,8384,0.0601,1.35,11318.4,209,54.16,26357.3,2.33
2024-09-12,Google Ads,Search,Fintech,UK,25927,1501,0.0579,1.01,1516.01,44,34.45,4091.03,2.7
2024-11-20,Meta Ads,Shopping,E-commerce,Germany,165322,4529,0.0274,1.73,7835.17,167,46.92,38358.92,4.9
2024-12-13,Meta Ads,Video,Healthcare,India,149542,2497,0.0167,1.04,2596.88,70,37.1,12612.87,4.86
2024-09-17,Meta Ads,Video,Healthcare,UK,20021,462,0.0231,1.57,725.34,20,36.27,4554.08,6.28
2024-01-16,Google Ads,Shopping,SaaS,UAE,31783,781,0.0246,1.16,905.96,49,18.49,4886.84,5.39
2024-01-14,Meta Ads,Display,EdTech,India,171020,2616,0.0153,0.44,1151.04,41,28.07,9636.88,8.37
2024-01-24,Google Ads,Shopping,Fintech,Australia,31325,858,0.0274,2.12,1818.96,43,42.3,2004.67,1.1
2024-12-30,Meta Ads,Display,SaaS,Australia,49134,1026,0.0209,0.8,820.8,16,51.3,1025.05,1.25
2024-04-30,Google Ads,Display,SaaS,India,114599,2028,0.0177,2.43,4928.04,29,169.93,5366.72,1.09
2024-10-08,Meta Ads,Video,Fintech,UK,198581,1985,0.01,1.76,3493.6,38,91.94,8029.71,2.3
2024-07-21,Google Ads,Video,SaaS,Canada,157890,9204,0.0583,3.37,31017.48,321,96.63,10260.33,0.33
2024-04-04,Google Ads,Search,EdTech,Germany,161215,5948,0.0369,2.27,13501.96,439,30.76,105685.25,7.83
2024-01-30,TikTok Ads,Video,Fintech,India,48147,3562,0.074,0.42,1496.04,163,9.18,41382.29,27.66
2024-04-04,Meta Ads,Video,EdTech,USA,90818,3287,0.0362,0.8,2629.6,123,21.38,11242.68,4.28
2024-06-28,Google Ads,Video,SaaS,India,118415,6500,0.0549,1.74,11310.0,458,24.69,110383.15,9.76
2024-11-13,TikTok Ads,Shopping,SaaS,Germany,113886,4965,0.0436,1.34,6653.1,141,47.19,24007.44,3.61
2024-03-29,Meta Ads,Display,Healthcare,USA,113668,2864,0.0252,1.57,4496.48,81,55.51,6109.21,1.36
2024-06-21,Meta Ads,Shopping,Healthcare,Australia,76880,1798,0.0234,1.18,2121.64,91,23.31,8926.11,4.21
2024-09-28,Google Ads,Search,EdTech,Australia,138438,4734,0.0342,3.54,16758.36,191,87.74,38220.88,2.28
2024-11-10,Google Ads,Search,E-commerce,Germany,34764,1251,0.036,0.83,1038.33,83,12.51,3361.16,3.24
2024-03-27,Meta Ads,Video,Fintech,Canada,61387,1608,0.0262,2.09,3360.72,96,35.01,12312.27,3.66
2024-11-01,TikTok Ads,Shopping,SaaS,UAE,139607,10289,0.0737,0.91,9362.99,580,16.14,94107.07,10.05
2024-02-03,Meta Ads,Shopping,EdTech,UK,48271,1182,0.0245,1.94,2293.08,30,76.44,2529.5,1.1
2024-11-21,TikTok Ads,Search,EdTech,Australia,181833,10018,0.0551,0.48,4808.64,686,7.01,153650.81,31.95
2024-05-20,Meta Ads,Video,E-commerce,USA,83678,2761,0.033,1.66,4583.26,35,130.95,4630.48,1.01
2024-04-25,Google Ads,Search,SaaS,Australia,32898,1743,0.053,1.17,2039.31,130,15.69,31968.71,15.68
2024-09-03,Meta Ads,Search,Healthcare,Germany,36153,882,0.0244,1.68,1481.76,62,23.9,16744.05,11.3
2024-06-14,Meta Ads,Search,Healthcare,USA,140372,4548,0.0324,1.44,6549.12,125,52.39,23552.19,3.6
2024-01-27,TikTok Ads,Video,SaaS,UAE,196889,9568,0.0486,0.93,8898.24,137,64.95,34964.66,3.93
2024-02-11,TikTok Ads,Display,EdTech,UK,77467,3300,0.0426,1.01,3333.0,180,18.52,42781.66,12.84
2024-02-11,Google Ads,Shopping,Fintech,UAE,29016,1088,0.0375,2.06,2241.28,56,40.02,9936.27,4.43
2024-07-11,Meta Ads,Shopping,Healthcare,Canada,117200,1699,0.0145,1.94,3296.06,113,29.17,30970.48,9.4
2024-05-05,Google Ads,Shopping,SaaS,Germany,134157,3407,0.0254,2.41,8210.87,147,55.86,41434.67,5.05
2024-03-26,Google Ads,Display,Fintech,India,161434,6328,0.0392,0.77,4872.56,263,18.53,25426.86,5.22
2024-07-14,TikTok Ads,Shopping,SaaS,Canada,62888,3307,0.0526,0.61,2017.27,55,36.68,12898.32,6.39
2024-05-13,Google Ads,Video,SaaS,Canada,108187,2423,0.0224,2.67,6469.41,179,36.14,29012.87,4.48
2024-08-19,Meta Ads,Search,E-commerce,Canada,199363,3847,0.0193,0.9,3462.3,73,47.43,11133.49,3.22
2024-04-29,Meta Ads,Video,SaaS,Australia,59160,958,0.0162,1.0,958.0,35,27.37,7848.99,8.19
2024-11-21,Google Ads,Shopping,E-commerce,Australia,78551,2411,0.0307,3.38,8149.18,92,88.58,8262.09,1.01
2024-10-03,Meta Ads,Display,SaaS,USA,186711,7748,0.0415,0.58,4493.84,536,8.38,89187.58,19.85
2024-10-04,Meta Ads,Shopping,SaaS,UK,5528,108,0.0196,2.02,218.16,7,31.17,2000.84,9.17
2024-12-07,Google Ads,Shopping,SaaS,Canada,144535,7588,0.0525,3.1,23522.8,445,52.86,105358.98,4.48
2024-08-08,Meta Ads,Search,E-commerce,UAE,8188,272,0.0333,1.16,315.52,14,22.54,3745.84,11.87
2024-08-05,Google Ads,Display,Fintech,Canada,71151,4368,0.0614,3.23,14108.64,202,69.84,51341.85,3.64
2024-03-06,Meta Ads,Shopping,EdTech,Germany,171797,5153,0.03,0.54,2782.62,255,10.91,52673.17,18.93
2024-02-18,TikTok Ads,Search,EdTech,Australia,173050,8565,0.0495,0.69,5909.85,414,14.28,118511.79,20.05
2024-09-04,TikTok Ads,Video,E-commerce,Canada,178269,8646,0.0485,0.63,5446.98,93,58.57,10627.54,1.95
2024-12-21,Google Ads,Display,E-commerce,UAE,164028,5905,0.036,1.0,5905.0,377,15.66,25718.59,4.36
2024-02-01,TikTok Ads,Video,Healthcare,Australia,184504,15479,0.0839,0.8,12383.2,538,23.02,112251.74,9.06
2024-10-19,TikTok Ads,Shopping,Healthcare,India,119515,6824,0.0571,0.86,5868.64,89,65.94,25992.88,4.43
2024-10-18,Meta Ads,Search,EdTech,USA,108591,2084,0.0192,2.16,4501.44,31,145.21,6469.19,1.44
2024-05-11,Meta Ads,Shopping,EdTech,UK,68472,2601,0.038,1.38,3589.38,63,56.97,17508.47,4.88
2024-09-21,TikTok Ads,Shopping,Fintech,USA,170201,7931,0.0466,1.05,8327.55,182,45.76,10360.55,1.24
2024-03-09,Google Ads,Video,EdTech,Australia,92340,2502,0.0271,1.96,4903.92,153,32.05,27593.24,5.63
2024-04-11,TikTok Ads,Search,SaaS,USA,136940,4683,0.0342,0.69,3231.27,137,23.59,12153.39,3.76
2024-12-24,Google Ads,Search,EdTech,Australia,106311,5762,0.0542,0.92,5301.04,434,12.21,55571.88,10.48
2024-03-15,TikTok Ads,Shopping,E-commerce,Canada,120016,3336,0.0278,1.33,4436.88,43,103.18,5864.19,1.32
2024-10-22,Meta Ads,Display,SaaS,Germany,193946,7854,0.0405,1.89,14844.06,461,32.2,86871.54,5.85
2024-09-24,TikTok Ads,Shopping,E-commerce,Australia,138780,4135,0.0298,0.85,3514.75,86,40.87,7373.66,2.1
2024-07-27,Meta Ads,Display,SaaS,UK,51365,873,0.017,0.7,611.1,19,32.16,2655.69,4.35
2024-03-06,Google Ads,Shopping,Healthcare,UK,185903,4647,0.025,2.96,13755.12,342,40.22,58276.63,4.24
2024-03-01,TikTok Ads,Display,SaaS,Australia,61232,2951,0.0482,0.75,2213.25,51,43.4,15061.62,6.81
2024-10-06,TikTok Ads,Display,SaaS,USA,122286,7642,0.0625,1.47,11233.74,201,55.89,60002.91,5.34
2024-03-06,TikTok Ads,Shopping,Healthcare,UK,60114,4917,0.0818,1.35,6637.95,279,23.79,15410.94,2.32
2024-02-04,Meta Ads,Display,Healthcare,Australia,124004,2083,0.0168,1.51,3145.33,49,64.19,9959.37,3.17
2024-02-05,TikTok Ads,Search,E-commerce,UK,168322,4965,0.0295,0.91,4518.15,228,19.82,49052.14,10.86
2024-05-09,Meta Ads,Display,Healthcare,Germany,113957,3008,0.0264,2.33,7008.64,127,55.19,17960.45,2.56
2024-02-04,Google Ads,Search,SaaS,USA,137290,5011,0.0365,1.56,7817.16,323,24.2,28440.57,3.64
2024-05-21,Meta Ads,Video,Fintech,UAE,12253,468,0.0382,0.77,360.36,9,40.04,1433.96,3.98
2024-12-21,Google Ads,Video,EdTech,Australia,109216,5777,0.0529,3.06,17677.62,140,126.27,11237.04,0.64
2024-03-03,Google Ads,Shopping,Fintech,Canada,166215,9158,0.0551,0.72,6593.76,112,58.87,29121.09,4.42
2024-11-29,Meta Ads,Shopping,SaaS,India,140678,5655,0.0402,2.07,11705.85,154,76.01,7932.09,0.68
