Sample,YZ3_AB_1,YZ3_AB_2,YZ3_AB_3,YZ1_AB_1,YZ1_AB_2,YZ1_AB_3,YZ4_AB_1,YZ4_AB_2,YZ4_AB_3,YZ6_AB_1,YZ6_AB_2,YZ6_AB_3,YZ8_A_1,YZ8_A_2,YZ8_A_3,YZ10_AB_1,YZ10_AB_2,YZ10_AB_3,YZ13_AB_1,YZ13_AB_2,YZ13_AB_3,YZ14_AB_1,YZ14_AB_2,YZ14_AB_3,YZ15_AB_1,YZ15_AB_2,YZ15_AB_3,YZ17_AB_1,YZ17_AB_2,YZ17_AB_3,YZ18_AB_1,YZ18_AB_2,YZ18_AB_3,YZ19_AB_1,YZ19_AB_2,YZ19_AB_3,YZ20_AB_1,YZ20_AB_2,YZ20_AB_3,YZ22_AB_1,YZ22_AB_2,YZ22_AB_3,YZ23_AB_1,YZ23_AB_2,YZ23_AB_3,YZ24_AB_1,YZ24_AB_2,YZ24_AB_3,YZ25_A_1,YZ25_A_2,YZ25_A_3
1373.00,0.9367,0.9369,0.937,0.8902,0.8902,0.8903,0.6251,0.6252,0.6252,1.0999,1.1,1.1,0.8855,0.8855,0.8855,0.9962,0.9962,0.9962,1.1847,1.185,1.185,0.8954,0.8954,0.8954,0.5675,0.5676,0.5677,0.5924,0.5924,0.5925,1.0029,1.0029,1.0029,1.1254,1.1255,1.1254,0.9688,0.9689,0.9688,0.9671,0.9672,0.9673,1.2322,1.2321,1.2321,0.9541,0.9541,0.9541,1.1775,1.1774,1.1773
1373.50,0.9365,0.9366,0.9367,0.8899,0.8899,0.89,0.6249,0.625,0.625,1.0996,1.0997,1.0998,0.8853,0.8853,0.8853,0.9959,0.9959,0.9959,1.1846,1.1849,1.1849,0.8951,0.8951,0.8952,0.5673,0.5674,0.5675,0.5922,0.5923,0.5923,1.0027,1.0026,1.0027,1.1252,1.1253,1.1252,0.9685,0.9686,0.9686,0.9669,0.967,0.967,1.2321,1.232,1.232,0.9539,0.9539,0.9539,1.1773,1.1772,1.1771
1374.00,0.9362,0.9364,0.9364,0.8896,0.8897,0.8898,0.6248,0.6248,0.6249,1.0994,1.0995,1.0995,0.885,0.885,0.885,0.9957,0.9957,0.9957,1.1845,1.1848,1.1848,0.8948,0.8948,0.8949,0.5672,0.5673,0.5673,0.5921,0.5921,0.5922,1.0024,1.0024,1.0024,1.125,1.125,1.125,0.9683,0.9683,0.9683,0.9667,0.9667,0.9668,1.232,1.2319,1.2318,0.9537,0.9537,0.9537,1.1771,1.177,1.1769
1374.50,0.9359,0.9361,0.9362,0.8894,0.8894,0.8895,0.6246,0.6247,0.6247,1.0992,1.0993,1.0993,0.8847,0.8848,0.8847,0.9954,0.9954,0.9955,1.1844,1.1847,1.1848,0.8946,0.8946,0.8946,0.567,0.5671,0.5672,0.5919,0.592,0.592,1.0022,1.0022,1.0022,1.1248,1.1248,1.1248,0.968,0.9681,0.9681,0.9664,0.9665,0.9665,1.2319,1.2318,1.2317,0.9535,0.9535,0.9535,1.1769,1.1768,1.1767
1375.00,0.9356,0.9358,0.9359,0.8891,0.8891,0.8892,0.6244,0.6245,0.6245,1.099,1.0991,1.0991,0.8845,0.8845,0.8845,0.9952,0.9952,0.9952,1.1843,1.1846,1.1847,0.8943,0.8943,0.8944,0.5668,0.5669,0.567,0.5918,0.5919,0.5919,1.002,1.0019,1.002,1.1246,1.1246,1.1246,0.9678,0.9678,0.9678,0.9662,0.9663,0.9663,1.2317,1.2316,1.2316,0.9533,0.9533,0.9533,1.1767,1.1766,1.1765
1375.50,0.9354,0.9356,0.9356,0.8888,0.8889,0.889,0.6242,0.6243,0.6243,1.0987,1.0988,1.0989,0.8842,0.8842,0.8842,0.995,0.995,0.995,1.1843,1.1845,1.1846,0.894,0.894,0.8941,0.5667,0.5668,0.5669,0.5917,0.5917,0.5918,1.0017,1.0017,1.0017,1.1244,1.1244,1.1244,0.9675,0.9676,0.9676,0.966,0.966,0.9661,1.2316,1.2315,1.2315,0.9531,0.9531,0.9531,1.1765,1.1764,1.1763
1376.00,0.9351,0.9353,0.9354,0.8886,0.8886,0.8887,0.624,0.6241,0.6242,1.0985,1.0986,1.0986,0.884,0.884,0.884,0.9947,0.9948,0.9948,1.1842,1.1844,1.1845,0.8938,0.8938,0.8938,0.5665,0.5666,0.5667,0.5915,0.5916,0.5917,1.0015,1.0015,1.0015,1.1242,1.1242,1.1242,0.9673,0.9673,0.9673,0.9657,0.9658,0.9658,1.2315,1.2314,1.2314,0.9529,0.9529,0.9529,1.1763,1.1762,1.1761
1376.50,0.9348,0.935,0.9351,0.8883,0.8883,0.8884,0.6239,0.6239,0.624,1.0983,1.0984,1.0984,0.8837,0.8837,0.8837,0.9945,0.9945,0.9945,1.1841,1.1844,1.1845,0.8935,0.8935,0.8936,0.5664,0.5665,0.5666,0.5914,0.5915,0.5915,1.0013,1.0012,1.0013,1.124,1.124,1.124,0.967,0.967,0.967,0.9655,0.9655,0.9656,1.2314,1.2313,1.2313,0.9527,0.9527,0.9527,1.1761,1.176,1.1759
1377.00,0.9346,0.9348,0.9348,0.888,0.8881,0.8881,0.6237,0.6238,0.6238,1.0981,1.0981,1.0982,0.8834,0.8834,0.8834,0.9943,0.9943,0.9943,1.1841,1.1843,1.1844,0.8932,0.8933,0.8933,0.5662,0.5663,0.5664,0.5913,0.5914,0.5914,1.001,1.001,1.001,1.1238,1.1238,1.1238,0.9668,0.9668,0.9668,0.9652,0.9653,0.9653,1.2313,1.2312,1.2312,0.9525,0.9525,0.9524,1.1759,1.1758,1.1757
1377.50,0.9343,0.9345,0.9346,0.8878,0.8878,0.8879,0.6235,0.6236,0.6236,1.0978,1.0979,1.098,0.8832,0.8832,0.8832,0.994,0.9941,0.9941,1.184,1.1842,1.1843,0.893,0.893,0.893,0.5661,0.5662,0.5663,0.5912,0.5913,0.5913,1.0008,1.0008,1.0008,1.1235,1.1235,1.1236,0.9665,0.9665,0.9665,0.965,0.9651,0.9651,1.2311,1.2311,1.231,0.9523,0.9523,0.9522,1.1757,1.1756,1.1756
1378.00,0.934,0.9342,0.9343,0.8875,0.8875,0.8876,0.6233,0.6234,0.6235,1.0976,1.0977,1.0977,0.8829,0.8829,0.8829,0.9938,0.9938,0.9938,1.1839,1.1841,1.1842,0.8927,0.8927,0.8927,0.566,0.566,0.5661,0.591,0.5911,0.5912,1.0006,1.0006,1.0006,1.1233,1.1233,1.1234,0.9663,0.9663,0.9663,0.9647,0.9648,0.9648,1.231,1.231,1.2309,0.9521,0.9521,0.952,1.1755,1.1754,1.1754
1378.50,0.9338,0.934,0.934,0.8872,0.8873,0.8873,0.6232,0.6232,0.6233,1.0974,1.0975,1.0975,0.8826,0.8826,0.8826,0.9935,0.9936,0.9936,1.1838,1.184,1.1841,0.8924,0.8925,0.8924,0.5658,0.5659,0.566,0.5909,0.591,0.5911,1.0003,1.0003,1.0003,1.1231,1.1231,1.1232,0.966,0.966,0.966,0.9645,0.9646,0.9646,1.2309,1.2309,1.2308,0.9519,0.9519,0.9518,1.1753,1.1752,1.1752
1379.00,0.9335,0.9337,0.9337,0.8869,0.887,0.887,0.623,0.6231,0.6231,1.0971,1.0972,1.0973,0.8823,0.8824,0.8824,0.9933,0.9934,0.9934,1.1837,1.1839,1.184,0.8922,0.8922,0.8922,0.5657,0.5657,0.5658,0.5908,0.5909,0.591,1.0001,1.0001,1.0001,1.1229,1.1229,1.123,0.9657,0.9658,0.9658,0.9642,0.9644,0.9644,1.2308,1.2308,1.2307,0.9517,0.9517,0.9516,1.1751,1.175,1.1749
1379.50,0.9332,0.9334,0.9335,0.8867,0.8867,0.8867,0.6228,0.6229,0.6229,1.0969,1.097,1.097,0.8821,0.8821,0.8821,0.9931,0.9931,0.9931,1.1837,1.1839,1.184,0.8919,0.8919,0.8919,0.5655,0.5656,0.5657,0.5907,0.5908,0.5908,0.9998,0.9999,0.9999,1.1227,1.1227,1.1228,0.9655,0.9655,0.9655,0.964,0.9641,0.9641,1.2307,1.2306,1.2306,0.9515,0.9515,0.9514,1.1749,1.1748,1.1747
1380.00,0.933,0.9331,0.9332,0.8864,0.8864,0.8865,0.6226,0.6227,0.6228,1.0967,1.0968,1.0968,0.8818,0.8818,0.8818,0.9928,0.9929,0.9929,1.1836,1.1838,1.1839,0.8916,0.8916,0.8916,0.5654,0.5654,0.5655,0.5906,0.5907,0.5907,0.9996,0.9996,0.9996,1.1225,1.1225,1.1225,0.9652,0.9652,0.9652,0.9637,0.9639,0.9638,1.2306,1.2305,1.2305,0.9513,0.9513,0.9512,1.1746,1.1746,1.1745
1380.50,0.9327,0.9329,0.9329,0.8861,0.8862,0.8862,0.6225,0.6225,0.6226,1.0964,1.0965,1.0966,0.8815,0.8815,0.8816,0.9926,0.9926,0.9926,1.1835,1.1837,1.1838,0.8913,0.8914,0.8913,0.5652,0.5653,0.5654,0.5905,0.5906,0.5906,0.9993,0.9994,0.9994,1.1223,1.1223,1.1223,0.9649,0.965,0.965,0.9635,0.9636,0.9636,1.2304,1.2304,1.2303,0.951,0.9511,0.951,1.1744,1.1744,1.1743
1381.00,0.9324,0.9326,0.9327,0.8858,0.8859,0.8859,0.6223,0.6224,0.6224,1.0962,1.0963,1.0963,0.8812,0.8813,0.8813,0.9923,0.9924,0.9924,1.1834,1.1836,1.1837,0.891,0.8911,0.891,0.5651,0.5651,0.5652,0.5904,0.5905,0.5905,0.9991,0.9991,0.9991,1.1221,1.122,1.1221,0.9646,0.9647,0.9647,0.9632,0.9634,0.9633,1.2303,1.2303,1.2302,0.9508,0.9509,0.9508,1.1742,1.1742,1.1741
1381.50,0.9322,0.9323,0.9324,0.8856,0.8856,0.8856,0.6221,0.6222,0.6222,1.0959,1.096,1.0961,0.881,0.881,0.881,0.9921,0.9921,0.9921,1.1833,1.1835,1.1836,0.8908,0.8908,0.8907,0.5649,0.565,0.5651,0.5903,0.5904,0.5904,0.9988,0.9989,0.9989,1.1218,1.1218,1.1218,0.9644,0.9644,0.9644,0.963,0.9631,0.9631,1.2302,1.2302,1.2301,0.9506,0.9506,0.9506,1.174,1.174,1.1739
1382.00,0.9319,0.932,0.9321,0.8853,0.8853,0.8853,0.6219,0.622,0.6221,1.0957,1.0958,1.0958,0.8807,0.8807,0.8807,0.9918,0.9919,0.9919,1.1832,1.1834,1.1835,0.8905,0.8905,0.8905,0.5647,0.5648,0.5649,0.5902,0.5903,0.5903,0.9986,0.9986,0.9987,1.1216,1.1216,1.1216,0.9641,0.9641,0.9641,0.9627,0.9628,0.9628,1.2301,1.2301,1.23,0.9504,0.9504,0.9504,1.1738,1.1737,1.1737
1382.50,0.9316,0.9318,0.9318,0.885,0.885,0.8851,0.6218,0.6218,0.6219,1.0954,1.0955,1.0956,0.8804,0.8804,0.8804,0.9916,0.9916,0.9916,1.1831,1.1834,1.1834,0.8902,0.8902,0.8902,0.5646,0.5647,0.5648,0.5901,0.5902,0.5902,0.9983,0.9984,0.9984,1.1214,1.1214,1.1214,0.9638,0.9638,0.9638,0.9625,0.9626,0.9626,1.23,1.2299,1.2298,0.9502,0.9502,0.9502,1.1736,1.1735,1.1735
1383.00,0.9314,0.9315,0.9316,0.8847,0.8847,0.8848,0.6216,0.6217,0.6217,1.0952,1.0953,1.0953,0.8801,0.8802,0.8802,0.9914,0.9914,0.9914,1.183,1.1833,1.1833,0.8899,0.8899,0.8899,0.5644,0.5645,0.5646,0.59,0.5901,0.5901,0.9981,0.9981,0.9982,1.1211,1.1211,1.1211,0.9635,0.9636,0.9636,0.9622,0.9623,0.9623,1.2298,1.2298,1.2297,0.95,0.95,0.95,1.1734,1.1733,1.1733
1383.50,0.9311,0.9313,0.9313,0.8845,0.8845,0.8845,0.6214,0.6215,0.6215,1.0949,1.095,1.0951,0.8799,0.8799,0.8799,0.9911,0.9911,0.9911,1.1829,1.1832,1.1832,0.8896,0.8896,0.8896,0.5643,0.5644,0.5645,0.5899,0.59,0.59,0.9978,0.9979,0.9979,1.1209,1.1209,1.1209,0.9632,0.9633,0.9633,0.962,0.962,0.962,1.2297,1.2297,1.2296,0.9498,0.9498,0.9497,1.1732,1.1731,1.173
1384.00,0.9308,0.931,0.931,0.8842,0.8842,0.8842,0.6213,0.6213,0.6213,1.0947,1.0948,1.0948,0.8796,0.8796,0.8796,0.9909,0.9908,0.9909,1.1828,1.1831,1.1831,0.8893,0.8893,0.8893,0.5641,0.5642,0.5643,0.5898,0.5899,0.5899,0.9976,0.9976,0.9977,1.1207,1.1207,1.1207,0.963,0.963,0.963,0.9617,0.9618,0.9618,1.2296,1.2295,1.2294,0.9496,0.9496,0.9495,1.1729,1.1729,1.1728
1384.50,0.9306,0.9307,0.9308,0.8839,0.8839,0.8839,0.6211,0.6212,0.6212,1.0944,1.0946,1.0946,0.8793,0.8793,0.8793,0.9906,0.9906,0.9907,1.1827,1.183,1.183,0.889,0.8891,0.8891,0.564,0.5641,0.5642,0.5897,0.5898,0.5899,0.9973,0.9974,0.9974,1.1204,1.1205,1.1204,0.9627,0.9627,0.9627,0.9615,0.9615,0.9615,1.2295,1.2294,1.2293,0.9493,0.9493,0.9493,1.1727,1.1726,1.1726
1385.00,0.9303,0.9305,0.9305,0.8836,0.8836,0.8837,0.6209,0.621,0.621,1.0942,1.0943,1.0943,0.879,0.8791,0.8791,0.9904,0.9903,0.9904,1.1826,1.1829,1.1829,0.8888,0.8888,0.8888,0.5638,0.564,0.564,0.5897,0.5897,0.5898,0.9971,0.9971,0.9972,1.1202,1.1202,1.1202,0.9624,0.9625,0.9624,0.9612,0.9612,0.9613,1.2293,1.2292,1.2292,0.9491,0.9491,0.9491,1.1725,1.1724,1.1724
1385.50,0.93,0.9302,0.9302,0.8833,0.8833,0.8834,0.6208,0.6208,0.6208,1.0939,1.0941,1.0941,0.8788,0.8788,0.8788,0.9901,0.9901,0.9902,1.1825,1.1828,1.1828,0.8885,0.8885,0.8885,0.5637,0.5638,0.5639,0.5896,0.5897,0.5897,0.9969,0.9969,0.9969,1.12,1.12,1.12,0.9621,0.9622,0.9621,0.961,0.961,0.961,1.2292,1.2291,1.2291,0.9489,0.9489,0.9489,1.1723,1.1722,1.1722
1386.00,0.9298,0.93,0.93,0.8831,0.8831,0.8831,0.6206,0.6207,0.6207,1.0937,1.0938,1.0938,0.8785,0.8785,0.8785,0.9899,0.9899,0.9899,1.1824,1.1827,1.1827,0.8882,0.8882,0.8883,0.5636,0.5637,0.5638,0.5895,0.5896,0.5896,0.9966,0.9966,0.9967,1.1197,1.1198,1.1198,0.9619,0.9619,0.9619,0.9607,0.9607,0.9608,1.2291,1.229,1.229,0.9487,0.9487,0.9487,1.1721,1.172,1.1719
1386.50,0.9295,0.9297,0.9297,0.8828,0.8828,0.8828,0.6204,0.6205,0.6205,1.0934,1.0936,1.0936,0.8782,0.8782,0.8783,0.9897,0.9896,0.9897,1.1823,1.1826,1.1826,0.8879,0.8879,0.888,0.5634,0.5636,0.5636,0.5895,0.5895,0.5896,0.9964,0.9964,0.9964,1.1195,1.1196,1.1195,0.9616,0.9616,0.9616,0.9605,0.9605,0.9605,1.2289,1.2288,1.2288,0.9485,0.9485,0.9485,1.1718,1.1718,1.1717
1387.00,0.9292,0.9294,0.9294,0.8825,0.8825,0.8826,0.6203,0.6203,0.6204,1.0932,1.0934,1.0933,0.878,0.878,0.878,0.9894,0.9894,0.9894,1.1822,1.1825,1.1825,0.8877,0.8877,0.8877,0.5633,0.5634,0.5635,0.5894,0.5895,0.5895,0.9962,0.9962,0.9962,1.1193,1.1194,1.1193,0.9613,0.9614,0.9613,0.9602,0.9602,0.9603,1.2288,1.2287,1.2287,0.9483,0.9483,0.9483,1.1716,1.1716,1.1715
1387.50,0.929,0.9292,0.9292,0.8822,0.8823,0.8823,0.6201,0.6202,0.6202,1.0929,1.0931,1.0931,0.8777,0.8777,0.8777,0.9892,0.9891,0.9892,1.1822,1.1824,1.1824,0.8874,0.8874,0.8875,0.5632,0.5633,0.5634,0.5894,0.5895,0.5895,0.9959,0.9959,0.996,1.119,1.1191,1.1191,0.9611,0.9611,0.961,0.96,0.96,0.9601,1.2287,1.2286,1.2286,0.948,0.948,0.9481,1.1714,1.1713,1.1713
1388.00,0.9287,0.9289,0.9289,0.882,0.882,0.882,0.62,0.62,0.6201,1.0927,1.0929,1.0928,0.8774,0.8774,0.8775,0.9889,0.9889,0.989,1.1821,1.1824,1.1823,0.8871,0.8871,0.8872,0.5631,0.5632,0.5633,0.5894,0.5894,0.5895,0.9957,0.9957,0.9957,1.1188,1.1189,1.1189,0.9608,0.9608,0.9608,0.9597,0.9598,0.9598,1.2285,1.2284,1.2285,0.9478,0.9478,0.9479,1.1712,1.1711,1.171
1388.50,0.9284,0.9286,0.9286,0.8817,0.8817,0.8817,0.6198,0.6199,0.6199,1.0925,1.0926,1.0926,0.8772,0.8772,0.8772,0.9887,0.9887,0.9887,1.182,1.1823,1.1822,0.8869,0.8869,0.8869,0.5629,0.5631,0.5631,0.5893,0.5894,0.5894,0.9955,0.9954,0.9955,1.1186,1.1187,1.1186,0.9605,0.9605,0.9605,0.9595,0.9595,0.9596,1.2284,1.2283,1.2283,0.9476,0.9476,0.9477,1.171,1.1709,1.1708
1389.00,0.9282,0.9284,0.9284,0.8814,0.8815,0.8815,0.6197,0.6197,0.6198,1.0922,1.0924,1.0923,0.8769,0.8769,0.877,0.9885,0.9885,0.9885,1.1819,1.1822,1.1821,0.8866,0.8866,0.8867,0.5628,0.5629,0.563,0.5893,0.5894,0.5894,0.9953,0.9952,0.9953,1.1184,1.1185,1.1184,0.9603,0.9603,0.9603,0.9592,0.9593,0.9593,1.2283,1.2281,1.2282,0.9474,0.9474,0.9474,1.1708,1.1707,1.1706
1389.50,0.9279,0.9281,0.9281,0.8811,0.8812,0.8812,0.6196,0.6196,0.6196,1.092,1.0922,1.0921,0.8767,0.8767,0.8767,0.9882,0.9882,0.9883,1.1818,1.1821,1.182,0.8863,0.8864,0.8864,0.5627,0.5628,0.5629,0.5893,0.5893,0.5894,0.995,0.995,0.995,1.1182,1.1182,1.1182,0.96,0.96,0.96,0.959,0.959,0.9591,1.2282,1.228,1.2281,0.9472,0.9472,0.9472,1.1706,1.1705,1.1704
1390.00,0.9277,0.9279,0.9279,0.8809,0.8809,0.8809,0.6194,0.6195,0.6195,1.0918,1.0919,1.0919,0.8764,0.8764,0.8765,0.988,0.988,0.988,1.1817,1.182,1.182,0.8861,0.8861,0.8862,0.5626,0.5627,0.5628,0.5892,0.5893,0.5894,0.9948,0.9947,0.9948,1.1179,1.118,1.118,0.9598,0.9597,0.9598,0.9588,0.9588,0.9589,1.228,1.2279,1.228,0.947,0.947,0.947,1.1704,1.1703,1.1702
1390.50,0.9274,0.9276,0.9276,0.8806,0.8807,0.8807,0.6193,0.6193,0.6193,1.0915,1.0917,1.0916,0.8762,0.8762,0.8762,0.9878,0.9878,0.9878,1.1816,1.1819,1.1819,0.8858,0.8858,0.8859,0.5625,0.5626,0.5627,0.5892,0.5893,0.5893,0.9946,0.9945,0.9946,1.1177,1.1178,1.1178,0.9595,0.9595,0.9595,0.9585,0.9586,0.9586,1.2279,1.2278,1.2278,0.9468,0.9468,0.9468,1.1701,1.1701,1.17
1391.00,0.9271,0.9273,0.9273,0.8803,0.8804,0.8804,0.6191,0.6192,0.6192,1.0913,1.0914,1.0914,0.8759,0.8759,0.8759,0.9875,0.9875,0.9876,1.1815,1.1818,1.1818,0.8856,0.8856,0.8857,0.5624,0.5625,0.5626,0.5892,0.5893,0.5893,0.9943,0.9943,0.9943,1.1175,1.1176,1.1176,0.9592,0.9592,0.9592,0.9583,0.9583,0.9584,1.2278,1.2276,1.2277,0.9466,0.9466,0.9466,1.1699,1.1699,1.1698
1391.50,0.9269,0.9271,0.9271,0.8801,0.8801,0.8801,0.619,0.619,0.6191,1.0911,1.0912,1.0912,0.8757,0.8757,0.8757,0.9873,0.9873,0.9874,1.1814,1.1817,1.1817,0.8853,0.8853,0.8854,0.5623,0.5624,0.5625,0.5892,0.5893,0.5893,0.9941,0.9941,0.9941,1.1173,1.1173,1.1173,0.959,0.959,0.959,0.9581,0.9581,0.9581,1.2277,1.2275,1.2276,0.9464,0.9463,0.9464,1.1697,1.1697,1.1696
1392.00,0.9266,0.9268,0.9268,0.8798,0.8799,0.8799,0.6189,0.6189,0.6189,1.0908,1.0909,1.0909,0.8754,0.8754,0.8754,0.9871,0.9871,0.9871,1.1813,1.1816,1.1816,0.885,0.8851,0.8851,0.5622,0.5623,0.5624,0.5892,0.5893,0.5893,0.9939,0.9938,0.9939,1.1171,1.1171,1.1171,0.9587,0.9587,0.9587,0.9578,0.9578,0.9579,1.2275,1.2274,1.2274,0.9461,0.9461,0.9462,1.1695,1.1695,1.1694
1392.50,0.9263,0.9265,0.9265,0.8795,0.8796,0.8796,0.6187,0.6188,0.6188,1.0906,1.0907,1.0907,0.8751,0.8752,0.8752,0.9868,0.9869,0.9869,1.1813,1.1815,1.1815,0.8848,0.8848,0.8849,0.5621,0.5622,0.5623,0.5892,0.5893,0.5893,0.9936,0.9936,0.9937,1.1169,1.1169,1.1169,0.9585,0.9584,0.9585,0.9576,0.9576,0.9577,1.2274,1.2273,1.2273,0.9459,0.9459,0.946,1.1693,1.1693,1.1691
1393.00,0.9261,0.9263,0.9263,0.8792,0.8793,0.8793,0.6186,0.6187,0.6187,1.0904,1.0905,1.0905,0.8749,0.8749,0.8749,0.9866,0.9866,0.9867,1.1812,1.1814,1.1814,0.8845,0.8845,0.8846,0.562,0.5621,0.5622,0.5892,0.5893,0.5893,0.9934,0.9934,0.9934,1.1167,1.1167,1.1167,0.9582,0.9582,0.9582,0.9574,0.9574,0.9574,1.2273,1.2271,1.2272,0.9457,0.9457,0.9458,1.1691,1.1691,1.1689
1393.50,0.9258,0.926,0.926,0.879,0.879,0.8791,0.6185,0.6185,0.6186,1.0901,1.0902,1.0902,0.8746,0.8746,0.8747,0.9864,0.9864,0.9864,1.1811,1.1813,1.1814,0.8842,0.8843,0.8844,0.5619,0.562,0.5621,0.5892,0.5893,0.5893,0.9932,0.9931,0.9932,1.1165,1.1164,1.1165,0.9579,0.9579,0.9579,0.9571,0.9571,0.9572,1.2272,1.227,1.2271,0.9455,0.9455,0.9456,1.1688,1.1689,1.1687
1394.00,0.9255,0.9257,0.9258,0.8787,0.8788,0.8788,0.6184,0.6184,0.6184,1.0899,1.09,1.09,0.8744,0.8744,0.8744,0.9861,0.9862,0.9862,1.181,1.1812,1.1813,0.884,0.884,0.8841,0.5618,0.5619,0.562,0.5892,0.5893,0.5894,0.9929,0.9929,0.993,1.1163,1.1162,1.1163,0.9577,0.9577,0.9577,0.9569,0.9569,0.9569,1.227,1.2269,1.227,0.9453,0.9453,0.9453,1.1686,1.1687,1.1685
1394.50,0.9253,0.9255,0.9255,0.8784,0.8785,0.8785,0.6182,0.6183,0.6183,1.0896,1.0898,1.0898,0.8741,0.8741,0.8741,0.9859,0.986,0.986,1.1809,1.1811,1.1812,0.8837,0.8838,0.8838,0.5617,0.5618,0.5619,0.5892,0.5893,0.5894,0.9927,0.9927,0.9927,1.1161,1.116,1.116,0.9574,0.9574,0.9574,0.9566,0.9567,0.9567,1.2269,1.2268,1.2268,0.9451,0.9451,0.9451,1.1684,1.1684,1.1683
1395.00,0.925,0.9252,0.9252,0.8782,0.8782,0.8783,0.6181,0.6182,0.6182,1.0894,1.0895,1.0896,0.8739,0.8739,0.8739,0.9857,0.9857,0.9857,1.1808,1.1811,1.1811,0.8835,0.8835,0.8835,0.5616,0.5617,0.5618,0.5892,0.5893,0.5894,0.9925,0.9924,0.9925,1.1159,1.1158,1.1158,0.9572,0.9571,0.9572,0.9564,0.9564,0.9564,1.2268,1.2267,1.2267,0.9448,0.9448,0.9449,1.1682,1.1682,1.1681
1395.50,0.9247,0.9249,0.925,0.8779,0.878,0.878,0.618,0.618,0.6181,1.0892,1.0893,1.0893,0.8736,0.8736,0.8736,0.9855,0.9855,0.9855,1.1807,1.181,1.181,0.8832,0.8832,0.8833,0.5615,0.5616,0.5617,0.5892,0.5893,0.5894,0.9922,0.9922,0.9923,1.1156,1.1155,1.1156,0.9569,0.9569,0.9569,0.9561,0.9562,0.9562,1.2267,1.2266,1.2266,0.9446,0.9446,0.9447,1.168,1.168,1.1679
1396.00,0.9245,0.9247,0.9247,0.8777,0.8777,0.8777,0.6179,0.6179,0.6179,1.0889,1.089,1.0891,0.8733,0.8733,0.8734,0.9852,0.9853,0.9853,1.1806,1.1809,1.1809,0.8829,0.883,0.883,0.5614,0.5615,0.5616,0.5893,0.5893,0.5894,0.992,0.992,0.992,1.1154,1.1153,1.1154,0.9566,0.9566,0.9566,0.9559,0.956,0.956,1.2265,1.2265,1.2265,0.9444,0.9444,0.9445,1.1678,1.1678,1.1677
1396.50,0.9242,0.9244,0.9244,0.8774,0.8774,0.8775,0.6177,0.6178,0.6178,1.0887,1.0888,1.0889,0.8731,0.8731,0.8731,0.985,0.985,0.985,1.1805,1.1808,1.1807,0.8827,0.8827,0.8827,0.5613,0.5614,0.5615,0.5893,0.5894,0.5894,0.9918,0.9917,0.9918,1.1152,1.1151,1.1152,0.9564,0.9563,0.9563,0.9557,0.9557,0.9557,1.2264,1.2263,1.2264,0.9442,0.9442,0.9442,1.1676,1.1676,1.1675
1397.00,0.9239,0.9241,0.9241,0.8771,0.8772,0.8772,0.6176,0.6177,0.6177,1.0885,1.0886,1.0886,0.8728,0.8728,0.8728,0.9848,0.9848,0.9848,1.1804,1.1807,1.1806,0.8824,0.8824,0.8825,0.5612,0.5613,0.5614,0.5893,0.5894,0.5894,0.9916,0.9915,0.9916,1.115,1.1149,1.115,0.9561,0.9561,0.9561,0.9554,0.9555,0.9555,1.2263,1.2262,1.2262,0.944,0.944,0.944,1.1674,1.1674,1.1673
1397.50,0.9237,0.9239,0.9239,0.8769,0.8769,0.8769,0.6175,0.6175,0.6176,1.0882,1.0883,1.0884,0.8725,0.8725,0.8726,0.9845,0.9846,0.9846,1.1803,1.1806,1.1805,0.8821,0.8822,0.8822,0.5612,0.5613,0.5613,0.5893,0.5894,0.5895,0.9913,0.9913,0.9914,1.1147,1.1147,1.1147,0.9558,0.9558,0.9558,0.9552,0.9553,0.9553,1.2262,1.2261,1.2261,0.9438,0.9438,0.9438,1.1672,1.1672,1.1671
1398.00,0.9234,0.9236,0.9236,0.8766,0.8766,0.8767,0.6174,0.6174,0.6175,1.088,1.0881,1.0882,0.8723,0.8723,0.8723,0.9843,0.9843,0.9844,1.1802,1.1805,1.1804,0.8818,0.8819,0.8819,0.5611,0.5612,0.5612,0.5893,0.5894,0.5895,0.9911,0.9911,0.9911,1.1145,1.1145,1.1145,0.9556,0.9555,0.9555,0.9549,0.955,0.955,1.226,1.226,1.226,0.9435,0.9436,0.9436,1.167,1.167,1.1669
1398.50,0.9231,0.9233,0.9233,0.8763,0.8764,0.8764,0.6173,0.6173,0.6173,1.0878,1.0878,1.0879,0.872,0.872,0.8721,0.9841,0.9841,0.9841,1.1801,1.1804,1.1803,0.8816,0.8816,0.8817,0.561,0.5611,0.5612,0.5894,0.5895,0.5895,0.9909,0.9908,0.9909,1.1143,1.1142,1.1143,0.9553,0.9553,0.9553,0.9547,0.9548,0.9548,1.2259,1.2259,1.2259,0.9433,0.9433,0.9434,1.1668,1.1668,1.1667
