Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin
EK3732,2024-05-16,DXB,BAH,DXB-BAH,Boeing 737-800,189,144,0.7631,1.3,Normal,Short Haul,High,31222.82,3997.65,35220.47,3255.28,1560.0,1040.0,2340.0,390.0,3534.31,3072.81,3027.31,556.14,5693.19,4144.87,5612.3,2084.57,1296.79,37607.58,-2387.11,-6.78
EK4282,2024-05-09,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,292,0.7377,16.0,Normal,Long Haul,Medium,415058.16,44935.32,459993.49,139652.84,56000.0,24000.0,72000.0,12800.0,4335.12,7756.72,3435.99,12147.7,56142.77,8571.63,96111.37,18003.5,3203.5,514161.15,-54167.66,-11.78
EK7127,2024-10-20,DXB,CAI,DXB-CAI,Boeing 787-9,296,235,0.7972,3.5,Shoulder,Short Haul,Medium,63937.67,9119.44,73057.11,19801.35,7700.0,4200.0,11200.0,2100.0,4992.81,4182.7,2035.12,1966.46,9080.55,6984.43,15784.15,4275.64,2440.94,96744.17,-23687.06,-32.42
EK7017,2024-10-03,DXB,MCT,DXB-MCT,Airbus A320,180,153,0.8519,1.2,Shoulder,Short Haul,High,47637.72,6550.0,54187.72,2624.33,1380.0,936.0,2040.0,336.0,2067.0,2190.31,5277.18,855.07,8046.07,4030.89,4359.43,2923.41,1778.42,38844.12,15343.6,28.32
EK5101,2024-07-24,DXB,RUH,DXB-RUH,Airbus A320,180,124,0.6897,2.2,Low,Short Haul,Medium,31356.14,3321.31,34677.45,5296.62,2530.0,1716.0,3740.0,616.0,4243.59,2910.66,2668.09,1429.87,5082.26,2342.08,7916.64,1814.34,1072.63,43378.8,-8701.34,-25.09
EK4172,2024-05-05,DXB,HKG,DXB-HKG,Airbus A380,517,426,0.8255,8.5,Normal,Long Haul,High,1002462.06,149247.33,1151709.39,111178.99,42500.0,17000.0,51000.0,8500.0,4660.89,5468.84,2927.81,3548.6,204684.15,8836.53,61845.66,61911.18,3948.54,588011.19,563698.2,48.94
EK6235,2024-08-05,DXB,CDG,DXB-CDG,Airbus A380,517,408,0.7901,7.5,Low,Long Haul,High,501815.66,69296.41,571112.08,89200.9,37500.0,15000.0,45000.0,7500.0,10854.79,9196.32,5344.26,4767.22,85050.58,9312.65,66315.25,25661.15,4981.2,415684.31,155427.76,27.21
EK7086,2024-10-06,DXB,RUH,DXB-RUH,Airbus A320,180,121,0.6753,2.2,Shoulder,Short Haul,Medium,32096.94,3985.43,36082.37,5037.9,2530.0,1716.0,3740.0,616.0,4743.24,2862.28,2534.68,880.77,4364.4,1944.76,7038.88,1262.37,1213.93,40485.21,-4402.84,-12.2
EK4113,2024-05-10,DXB,MEL,DXB-MEL,Airbus A350-900,325,225,0.6936,13.5,Normal,Long Haul,Medium,395538.67,56668.88,452207.54,74701.61,32400.0,17550.0,47250.0,8775.0,4029.02,3561.09,3286.17,8700.83,65918.25,4583.06,53150.61,26544.06,3150.82,353600.52,98607.02,21.81
EK4346,2024-06-22,DXB,MCT,DXB-MCT,Airbus A320,180,133,0.7424,1.2,Low,Short Haul,High,42595.78,6116.12,48711.9,2735.06,1380.0,936.0,2040.0,336.0,3713.31,3335.61,4760.41,929.19,5853.13,3778.27,6677.17,1641.75,1198.53,39314.42,9397.48,19.29
EK6873,2024-09-08,DXB,CDG,DXB-CDG,Airbus A380,517,406,0.7861,7.5,Normal,Long Haul,High,603404.39,62873.5,666277.89,84346.22,37500.0,15000.0,45000.0,7500.0,8294.85,11539.48,5081.3,4593.62,83243.11,8607.42,68646.09,22832.05,3292.68,405476.82,260801.07,39.14
EK1657,2024-01-03,DXB,ORD,DXB-ORD,Boeing 777-300ER,396,293,0.7401,14.5,Peak,Long Haul,Medium,292238.41,43181.09,335419.5,124465.95,50750.0,21750.0,65250.0,11600.0,2683.22,6794.76,4894.92,11420.78,48961.64,8558.52,76653.06,10663.93,4315.91,448762.69,-113343.2,-33.79
EK1790,2024-02-02,DXB,RUH,DXB-RUH,Airbus A320,180,139,0.7725,2.2,Peak,Short Haul,Medium,29272.12,3084.14,32356.26,5521.75,2530.0,1716.0,3740.0,616.0,3098.33,,5270.16,1089.57,4806.57,3848.65,8164.13,1384.44,1940.57,48227.02,-15870.76,-49.05
EK4039,2024-05-12,DXB,CMB,DXB-CMB,Boeing 787-9,296,211,0.7147,4.5,Normal,Medium Haul,Medium,75599.02,8448.39,84047.41,24215.59,9900.0,5400.0,14400.0,2700.0,2607.94,4235.99,3261.19,3122.15,13989.84,5876.66,18249.41,4860.62,2003.43,114822.82,-30775.41,-36.62
EK5851,2024-08-17,DXB,BOM,DXB-BOM,Boeing 787-9,296,233,0.789,3.2,Low,Medium Haul,High,108075.92,11190.37,119266.28,17211.4,7040.0,3840.0,10240.0,1920.0,4843.32,4252.18,2912.0,2360.06,16053.14,4115.95,13618.02,5853.81,3241.72,97501.6,21764.69,18.25
EK7577,2024-10-30,DXB,FRA,DXB-FRA,Airbus A380,517,464,0.8983,6.5,Shoulder,Long Haul,High,904038.7,123755.03,1027793.74,79800.87,32500.0,13000.0,39000.0,6500.0,8752.1,7083.6,4658.77,4611.82,166955.27,12704.4,62789.62,46767.69,6793.98,491918.12,535875.62,52.14
EK3561,2024-04-10,DXB,CDG,DXB-CDG,Airbus A380,517,417,0.8084,7.5,Shoulder,Long Haul,High,717380.31,87522.05,804902.36,94546.44,37500.0,15000.0,45000.0,7500.0,7293.97,11364.74,3926.09,3034.53,107562.39,6551.64,70212.23,31531.46,5602.8,446626.28,358276.08,44.51
EK7637,2024-11-02,DXB,DOH,DXB-DOH,Boeing 737-800,189,171,0.9077,1.5,Shoulder,Short Haul,High,33177.77,3623.41,36801.19,3778.52,1800.0,1200.0,2700.0,450.0,4626.88,2132.0,5414.63,715.12,5893.02,3397.86,6993.41,2114.08,1585.36,42800.88,-5999.69,-16.3
EK2359,2024-03-27,DXB,DOH,DXB-DOH,Boeing 737-800,189,169,0.8955,1.5,Shoulder,Short Haul,High,41755.54,5915.28,47670.82,3469.42,1800.0,1200.0,2700.0,450.0,2785.1,2625.78,2132.21,1056.28,6900.61,4054.97,4381.68,2456.71,1669.55,37682.32,9988.5,20.95
EK8692,2024-12-30,DXB,CMB,DXB-CMB,Boeing 787-9,296,216,0.7316,4.5,Peak,Medium Haul,Medium,130639.68,16937.3,147576.97,22565.36,9900.0,5400.0,14400.0,2700.0,4267.37,4324.81,5915.72,2382.08,23863.28,5902.74,21042.66,6008.77,3136.67,131809.47,15767.51,10.68
EK3347,2024-04-10,DXB,KHI,DXB-KHI,Airbus A320,180,139,0.7733,2.5,Shoulder,Medium Haul,Medium,110123.0,12337.29,122460.29,6004.82,2875.0,1950.0,4250.0,700.0,4082.67,1757.24,4452.79,1292.96,21420.19,2804.18,8349.07,5057.89,1641.49,66638.31,55821.97,45.58
EK6410,2024-09-09,DXB,BAH,DXB-BAH,Boeing 737-800,189,161,0.852,1.3,Normal,Short Haul,High,38108.78,5078.46,43187.24,3006.67,1560.0,1040.0,2340.0,390.0,3125.22,4910.83,5272.93,929.06,6346.74,2640.36,7536.31,1982.64,1454.32,42535.09,652.15,1.51
EK8612,2024-12-25,DXB,BLR,DXB-BLR,Boeing 787-9,296,215,0.7271,4.5,Peak,Medium Haul,Medium,172680.65,21442.35,194123.0,25585.52,9900.0,5400.0,14400.0,2700.0,4398.09,3404.16,3240.03,2581.2,33424.52,5984.0,19152.35,9017.87,2998.95,142186.68,51936.31,26.75
EK3781,2024-05-04,DXB,JED,DXB-JED,Airbus A320,180,133,0.742,3.0,Normal,Short Haul,Medium,34133.43,4148.29,38281.72,7073.08,3450.0,2340.0,5100.0,840.0,2800.76,3349.86,3118.17,2270.94,5156.12,3600.78,8456.75,1553.24,1736.61,50846.31,-12564.59,-32.82
EK5404,2024-07-26,DXB,SYD,DXB-SYD,Boeing 787-9,296,212,0.7179,14.5,Low,Long Haul,High,310263.37,39222.96,349486.33,79905.02,31900.0,17400.0,46400.0,8700.0,7090.85,4724.23,3557.71,8843.0,48510.06,5786.09,62673.83,15000.64,2985.59,343477.03,6009.3,1.72
EK6858,2024-09-27,DXB,KUL,DXB-KUL,Airbus A350-900,325,214,0.6599,7.5,Normal,Long Haul,Medium,398642.89,50001.17,448644.06,40562.28,18000.0,9750.0,26250.0,4875.0,2616.75,3811.39,3780.22,3343.8,69238.8,4810.09,36772.22,13979.42,2791.11,240581.06,208063.0,46.38
EK7059,2024-10-01,DXB,BAH,DXB-BAH,Boeing 737-800,189,164,0.8686,1.3,Shoulder,Short Haul,High,34598.28,4381.33,38979.61,3456.1,1560.0,1040.0,2340.0,390.0,3444.64,4376.47,2670.0,566.65,5625.09,4891.55,6532.4,1618.34,2089.2,40600.43,-1620.82,-4.16
EK8461,2024-12-15,DXB,CAI,DXB-CAI,Boeing 787-9,296,218,0.7375,3.5,Peak,Short Haul,Medium,62225.34,6319.86,68545.21,18495.72,7700.0,4200.0,11200.0,2100.0,4182.52,6100.84,3069.25,2308.73,8822.2,4529.92,18305.3,3309.1,2538.13,96861.7,-28316.49,-41.31
EK6061,2024-08-09,DXB,JFK,DXB-JFK,Boeing 777-300ER,396,302,0.7648,14.0,Low,Long Haul,High,505655.37,53501.74,559157.11,115387.95,49000.0,21000.0,63000.0,11200.0,10585.63,6516.5,3834.86,6859.77,82921.43,4860.25,96399.74,27859.84,4342.77,503768.74,55388.36,9.91
EK1615,2024-01-04,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,299,0.7562,16.0,Peak,Long Haul,Medium,448653.9,55809.45,504463.34,138900.62,56000.0,24000.0,72000.0,12800.0,3696.86,7759.78,5481.57,11764.52,80741.08,4673.82,83616.12,24860.12,2598.32,528892.83,-24429.48,-4.84
EK3575,2024-04-19,DXB,FRA,DXB-FRA,Boeing 787-9,296,260,0.8801,6.5,Shoulder,Long Haul,High,301242.02,32043.03,333285.04,36911.44,14300.0,7800.0,20800.0,3900.0,11998.99,6407.78,5293.24,5180.32,44814.41,5421.89,35572.2,16234.44,2533.12,217167.81,116117.23,34.84
EK7099,2024-10-06,DXB,RUH,DXB-RUH,Airbus A320,180,124,0.6903,2.2,Shoulder,Short Haul,Medium,26241.01,3227.47,29468.48,5253.04,2530.0,1716.0,3740.0,616.0,2159.79,1809.61,4462.36,1478.66,4942.31,2850.66,6267.49,1547.28,1389.6,40762.8,-11294.32,-38.33
EK8862,2024-12-07,DXB,KUL,DXB-KUL,Boeing 777-300ER,396,320,0.809,7.5,Peak,Long Haul,Medium,327058.8,40352.24,367411.04,66393.47,26250.0,11250.0,33750.0,6000.0,2293.86,3927.81,2741.49,3150.18,54378.07,6843.08,40985.51,14630.87,3454.09,276048.43,91362.6,24.87
EK2705,2024-03-27,DXB,CMB,DXB-CMB,Boeing 787-9,296,227,0.7689,4.5,Shoulder,Medium Haul,Medium,135310.76,,150209.62,22460.24,9900.0,5400.0,14400.0,2700.0,2486.68,7249.15,3027.77,3599.68,18526.34,3707.92,21614.59,8204.88,2195.87,125473.13,24736.49,16.47
EK6875,2024-09-01,DXB,CDG,DXB-CDG,Airbus A380,517,432,0.8369,7.5,Normal,Long Haul,High,690356.32,102703.02,793059.34,89599.01,37500.0,15000.0,45000.0,7500.0,8920.7,14672.6,3226.66,5959.98,112229.6,7427.75,57688.95,39630.15,6438.68,450794.09,342265.25,43.16
EK4941,2024-06-02,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,262,0.6626,16.0,Low,Long Haul,Medium,277685.0,28771.92,306456.92,126521.45,56000.0,24000.0,72000.0,12800.0,2624.21,6806.09,4695.55,11486.33,52388.54,4095.86,97699.53,14081.52,3592.24,488791.31,-182334.4,-59.5
EK7811,2024-11-03,DXB,AMM,DXB-AMM,Boeing 787-9,296,229,0.7762,3.2,Shoulder,Short Haul,Medium,65200.33,8814.94,74015.28,17488.95,7040.0,3840.0,10240.0,1920.0,2795.66,3551.04,3844.38,2253.06,11458.3,6425.0,17691.63,2601.01,2793.78,93942.81,-19927.53,-26.92
EK2780,2024-03-03,DXB,MEL,DXB-MEL,Boeing 777-300ER,396,307,0.7773,13.5,Shoulder,Long Haul,Medium,402687.27,47728.42,450415.7,106015.66,47250.0,20250.0,60750.0,10800.0,3239.96,9782.01,2287.01,6411.77,59645.4,6144.09,90718.57,17036.51,3254.25,443585.23,6830.47,1.52
EK4352,2024-06-10,DXB,MCT,DXB-MCT,Boeing 737-800,189,147,0.7808,1.2,Low,Short Haul,High,21829.02,2344.11,24173.13,3090.32,1440.0,960.0,2160.0,360.0,2216.22,1865.57,2155.97,485.41,3021.61,2973.81,4064.33,1274.66,1951.48,28019.38,-3846.25,-15.91
EK1803,2024-02-24,DXB,JED,DXB-JED,Airbus A320,180,157,0.8757,3.0,Peak,Short Haul,Medium,30123.08,4243.59,34366.67,6679.12,3450.0,2340.0,5100.0,840.0,4853.71,5299.3,4075.78,2366.5,4393.44,2421.12,10363.25,1169.89,1656.37,55008.49,-20641.82,-60.06
EK1857,2024-02-13,DXB,BOM,DXB-BOM,Boeing 777-300ER,396,357,0.9038,3.2,Peak,Medium Haul,High,325186.67,48696.81,373883.48,28072.64,11200.0,4800.0,14400.0,2560.0,5941.18,,3456.34,1860.52,53188.57,8521.74,21380.2,12086.17,3991.72,180787.64,193095.84,51.65
EK5553,2024-07-09,DXB,CDG,DXB-CDG,Airbus A380,517,389,0.7525,7.5,Low,Long Haul,High,536066.42,75125.41,611191.83,88705.91,37500.0,15000.0,45000.0,7500.0,11224.42,8943.64,3760.46,3737.91,108732.07,8523.86,55790.35,30007.93,4726.15,429152.7,182039.13,29.78
EK5656,2024-08-15,DXB,DOH,DXB-DOH,Airbus A320,180,137,0.7638,1.5,Low,Short Haul,High,40190.02,4339.48,44529.5,3652.92,1725.0,1170.0,2550.0,420.0,3649.66,2383.37,,722.28,7204.25,2281.23,5454.19,2605.44,1814.16,37654.8,6874.7,15.44
EK1990,2024-02-10,DXB,HYD,DXB-HYD,Airbus A350-900,325,282,0.8696,4.2,Peak,Medium Haul,Medium,128398.7,16999.64,145398.34,22757.6,10080.0,5460.0,14700.0,2730.0,3026.96,4776.37,4350.85,3253.35,24037.21,4830.3,21943.25,7548.03,3407.52,132901.46,12496.88,8.59
EK6362,2024-09-30,DXB,MCT,DXB-MCT,Airbus A320,180,146,0.8163,1.2,Normal,Short Haul,High,41347.53,4719.34,46066.87,2946.89,1380.0,936.0,2040.0,336.0,4152.86,4527.4,3895.02,513.56,6979.59,3973.52,6158.75,1396.11,2087.95,41323.66,4743.21,10.3
EK5207,2024-07-16,DXB,DEL,DXB-DEL,Boeing 787-9,296,229,0.7756,3.5,Low,Medium Haul,High,142198.81,18808.97,161007.78,20853.02,7700.0,4200.0,11200.0,2100.0,4575.53,7936.66,5716.69,1537.8,27244.2,4955.16,20904.01,6089.64,2763.48,127776.19,33231.59,20.64
EK8434,2024-12-07,DXB,RUH,DXB-RUH,Boeing 737-800,189,160,0.8471,2.2,Peak,Short Haul,Medium,30473.65,3276.48,33750.13,5461.14,2640.0,1760.0,3960.0,660.0,4241.58,3678.76,4985.07,1040.01,5781.52,4629.22,7423.38,1056.09,1917.06,49233.83,-15483.7,-45.88
EK7804,2024-11-28,DXB,AMM,DXB-AMM,Airbus A350-900,325,233,0.7184,3.2,Shoulder,Short Haul,Medium,57852.85,7958.97,65811.82,19122.44,7680.0,4160.0,11200.0,2080.0,4867.55,4203.73,4499.06,1557.47,8671.91,5415.0,17583.59,2868.52,2033.39,95942.67,-30130.85,-45.78
EK1219,2024-01-06,DXB,DEL,DXB-DEL,Airbus A350-900,325,308,0.95,3.5,Peak,Medium Haul,High,240445.05,29112.13,269557.18,19464.78,8400.0,4550.0,12250.0,2275.0,7573.08,8163.54,,2601.9,37453.25,6868.19,18379.9,8472.53,2677.39,143265.49,126291.69,46.85
EK4238,2024-05-25,DXB,CDG,DXB-CDG,Boeing 777-300ER,396,320,0.8102,7.5,Normal,Long Haul,High,391184.72,47978.84,439163.56,62656.24,26250.0,11250.0,33750.0,6000.0,9648.32,7314.63,4983.28,5084.7,62956.73,7712.63,55254.67,19259.19,2824.15,314944.54,124219.01,28.29
EK2288,2024-02-03,DXB,LAX,DXB-LAX,Airbus A350-900,325,288,0.8879,16.0,Peak,Long Haul,Medium,413862.62,45598.47,459461.09,93436.2,38400.0,20800.0,56000.0,10400.0,3516.45,4700.64,2565.42,12611.17,69308.33,5164.97,78154.49,24431.1,3381.58,422870.34,36590.75,7.96
EK1582,2024-01-09,DXB,CDG,DXB-CDG,Boeing 777-300ER,396,376,0.95,7.5,Peak,Long Haul,High,457689.77,53321.45,511011.21,66219.88,26250.0,11250.0,33750.0,6000.0,8749.45,10644.15,5010.01,3991.98,84530.88,7571.38,53538.11,22234.75,3686.85,343427.45,167583.76,32.79
EK3618,2024-04-19,DXB,SFO,DXB-SFO,Boeing 777-300ER,396,285,0.7204,16.5,Shoulder,Long Haul,Medium,479244.45,57798.53,537042.98,134856.84,57750.0,24750.0,74250.0,13200.0,3198.85,3545.04,,11903.14,73936.61,5167.59,84489.98,29760.9,2282.87,522877.65,14165.33,2.64
EK1043,2024-01-01,DXB,MCT,DXB-MCT,Airbus A320,180,171,0.95,1.2,Peak,Short Haul,High,46477.58,,51670.92,2986.21,1380.0,936.0,2040.0,336.0,2862.14,2946.7,2361.52,528.24,9233.61,4515.35,5077.71,1808.01,1726.46,38737.95,12932.96,25.03
EK2234,2024-02-12,DXB,CDG,DXB-CDG,Airbus A380,517,472,0.9141,7.5,Peak,Long Haul,High,738532.79,101791.94,840324.72,98582.38,37500.0,15000.0,45000.0,7500.0,10789.12,14607.14,4503.24,4996.69,130314.21,9375.19,60200.79,48482.35,4912.64,491763.76,348560.96,41.48
EK6623,2024-09-16,DXB,BLR,DXB-BLR,Boeing 787-9,296,199,0.674,4.5,Normal,Medium Haul,Medium,125646.38,16544.83,142191.22,22418.83,9900.0,5400.0,14400.0,2700.0,3583.7,3069.73,3064.73,2913.59,17895.19,4003.77,18217.75,6799.93,2906.14,117273.36,24917.85,17.52
EK4396,2024-06-14,DXB,KWI,DXB-KWI,Boeing 737-800,189,144,0.7632,2.0,Low,Short Haul,High,37793.34,5145.89,42939.23,4634.31,2400.0,1600.0,3600.0,600.0,4630.55,5016.47,5125.74,1228.25,5513.72,2724.99,7343.07,1989.28,1263.03,47669.42,-4730.19,-11.02
EK4260,2024-05-19,DXB,FRA,DXB-FRA,Boeing 787-9,296,262,0.8878,6.5,Normal,Long Haul,High,526229.05,69314.01,595543.05,32897.13,14300.0,7800.0,20800.0,3900.0,7104.23,3334.29,2871.58,4433.2,74461.42,4257.05,24951.21,20557.05,3537.25,225204.42,370338.63,62.19
EK8712,2024-12-14,DXB,JFK,DXB-JFK,Airbus A380,517,471,0.9117,14.0,Peak,Long Haul,High,626087.78,93739.96,719827.74,165601.68,70000.0,28000.0,84000.0,14000.0,10496.9,14038.72,5838.25,8979.18,110264.47,12451.92,111537.38,38110.17,6625.42,679944.1,39883.63,5.54
EK2892,2024-03-07,DXB,CDG,DXB-CDG,Boeing 787-9,296,240,0.813,7.5,Shoulder,Long Haul,High,318770.46,39357.76,358128.22,45215.57,16500.0,9000.0,24000.0,4500.0,7130.66,4173.3,5750.95,4008.7,62535.06,6389.2,37939.09,12916.02,3393.83,243452.38,114675.84,32.02
EK5857,2024-08-25,DXB,BOM,DXB-BOM,Airbus A350-900,325,262,0.8082,3.2,Low,Medium Haul,High,105075.91,13585.05,118660.96,19493.29,7680.0,4160.0,11200.0,2080.0,7344.76,8966.13,2774.21,2022.16,14745.75,6286.31,19379.98,5926.08,3308.69,115367.37,3293.6,2.78
EK7984,2024-11-24,DXB,KHI,DXB-KHI,Boeing 737-800,189,140,0.745,2.5,Shoulder,Medium Haul,Medium,98017.51,14044.97,112062.48,5868.76,3000.0,2000.0,4500.0,750.0,3385.73,3807.17,2550.87,1228.22,17146.78,3183.93,6482.3,3901.24,1778.33,59583.33,52479.15,46.83
EK5781,2024-08-27,DXB,JED,DXB-JED,Boeing 737-800,189,121,0.6422,3.0,Low,Short Haul,Medium,31884.89,4168.58,36053.47,7910.38,3600.0,2400.0,5400.0,900.0,4376.72,1771.46,5313.5,1656.74,5989.82,3155.97,8894.92,1545.28,1240.66,54155.45,-18101.98,-50.21
EK7594,2024-10-09,DXB,LAX,DXB-LAX,Airbus A350-900,325,253,0.7808,16.0,Shoulder,Long Haul,Medium,397897.72,52030.96,449928.68,86659.93,38400.0,20800.0,56000.0,10400.0,2015.67,6720.46,5201.45,12319.66,60723.48,6310.7,60064.73,17593.4,2600.07,385809.56,64119.12,14.25
EK2071,2024-02-29,DXB,JFK,DXB-JFK,Boeing 787-9,296,272,0.9218,14.0,Peak,Long Haul,High,291784.28,34122.41,325906.69,78000.18,30800.0,16800.0,44800.0,8400.0,9849.52,6185.09,3102.44,8917.08,40580.51,6282.53,57856.7,10875.51,3318.1,325767.66,139.03,0.04
EK1718,2024-02-05,DXB,MCT,DXB-MCT,Boeing 737-800,189,166,0.8792,1.2,Peak,Short Haul,High,43171.86,4706.84,47878.7,2723.07,1440.0,960.0,2160.0,360.0,2027.68,3369.26,3371.85,850.35,7511.81,3329.58,4274.63,2828.59,1562.39,36769.21,11109.49,23.2
EK3364,2024-04-06,DXB,LHE,DXB-LHE,Airbus A350-900,325,259,0.7985,3.5,Shoulder,Medium Haul,Medium,114780.57,15587.35,130367.92,19329.28,8400.0,4550.0,12250.0,2275.0,2426.66,5876.13,2000.23,2260.36,21891.06,6368.36,14434.46,4617.04,2388.88,109067.47,21300.44,16.34
EK2505,2024-03-23,DXB,AMM,DXB-AMM,Airbus A350-900,325,251,0.7747,3.2,Shoulder,Short Haul,Medium,72511.03,7846.5,80357.53,19195.05,7680.0,4160.0,11200.0,2080.0,4521.96,7355.96,2140.49,1925.9,14290.31,7116.3,15951.74,3842.38,3189.38,104649.47,-24291.93,-30.23
EK1670,2024-02-14,DXB,DOH,DXB-DOH,Airbus A320,180,171,0.95,1.5,Peak,Short Haul,High,28771.58,2922.04,31693.62,3276.02,1725.0,1170.0,2550.0,420.0,2033.64,3130.55,2000.04,658.34,4649.57,4434.24,5643.59,1300.75,2140.99,35132.72,-3439.1,-10.85
EK5593,2024-07-06,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,236,0.598,16.0,Low,Long Haul,Medium,254223.88,31771.0,285994.89,135066.94,56000.0,24000.0,72000.0,12800.0,4398.33,4445.37,2601.63,10542.87,50536.73,4793.57,107993.76,14535.92,2099.58,501814.71,-215819.83,-75.46
EK3952,2024-05-26,DXB,BLR,DXB-BLR,Airbus A350-900,325,252,0.777,4.5,Normal,Medium Haul,Medium,159614.6,19029.52,178644.12,28579.82,10800.0,5850.0,15750.0,2925.0,4636.34,3594.81,4647.28,2734.24,29817.48,4793.36,19276.29,9252.02,2929.27,145585.91,33058.21,18.51
EK5814,2024-08-21,DXB,AMM,DXB-AMM,Airbus A350-900,325,205,0.6315,3.2,Low,Short Haul,Medium,34707.35,3744.34,38451.69,20210.98,7680.0,4160.0,11200.0,2080.0,2329.78,5945.57,2437.94,1292.02,6616.01,3211.34,17381.31,1157.06,2163.47,87865.49,-49413.8,-128.51
EK7381,2024-10-19,DXB,JFK,DXB-JFK,Airbus A380,517,448,0.8672,14.0,Shoulder,Long Haul,High,876272.45,127046.81,1003319.26,166393.05,70000.0,28000.0,84000.0,14000.0,11266.43,10517.11,3659.87,6915.65,153974.33,6746.83,133127.74,39799.72,4884.69,733285.42,270033.83,26.91
EK5690,2024-08-15,DXB,MCT,DXB-MCT,Airbus A320,180,141,0.785,1.2,Low,Short Haul,High,23775.38,2786.72,26562.1,3120.4,1380.0,936.0,2040.0,336.0,2545.76,2148.97,2383.24,554.83,3930.6,2951.21,3750.19,1443.07,1393.01,28913.28,-2351.18,-8.85
EK1897,2024-02-21,DXB,DEL,DXB-DEL,Boeing 777-300ER,396,344,0.8709,3.5,Peak,Medium Haul,High,215860.2,31150.04,247010.24,28045.27,12250.0,5250.0,15750.0,2800.0,7238.37,7710.59,3650.6,2670.44,39390.01,7522.75,21535.8,14106.76,2824.21,170744.81,76265.42,30.88
EK8943,2024-12-18,DXB,SFO,DXB-SFO,Boeing 777-300ER,396,295,0.7458,16.5,Peak,Long Haul,Medium,595563.03,71661.67,667224.7,143455.97,57750.0,24750.0,74250.0,13200.0,4667.22,8776.06,4178.57,9866.07,104077.67,4815.07,88250.51,20082.47,2673.1,560792.7,106432.0,15.95
EK3666,2024-05-26,DXB,DOH,DXB-DOH,Airbus A320,180,156,0.8667,1.5,Normal,Short Haul,High,50644.1,5267.94,55912.04,3428.98,1725.0,1170.0,2550.0,420.0,2354.16,3192.31,2561.77,1030.74,9201.8,2557.74,4581.15,2481.91,1487.6,38743.16,17168.88,30.71
EK3890,2024-05-27,DXB,IST,DXB-IST,Airbus A350-900,325,280,0.8634,5.0,Normal,Medium Haul,High,216361.81,26032.34,242394.15,29490.78,12000.0,6500.0,17500.0,3250.0,3637.45,7763.82,,3522.96,35223.59,5912.39,22766.28,8385.27,4162.38,165441.71,76952.44,31.75
EK6402,2024-09-16,DXB,BAH,DXB-BAH,Airbus A320,180,147,0.8206,1.3,Normal,Short Haul,High,32798.24,3385.5,36183.74,3149.67,1495.0,1014.0,2210.0,364.0,2115.38,4279.2,2552.56,693.5,6020.68,4266.45,5857.72,1583.55,2009.65,37611.37,-1427.63,-3.95
EK2530,2024-03-30,DXB,BOM,DXB-BOM,Airbus A350-900,325,282,0.8702,3.2,Shoulder,Medium Haul,High,183646.58,18469.96,202116.54,18474.97,7680.0,4160.0,11200.0,2080.0,7791.68,7259.03,2816.03,1994.88,26229.91,7764.49,21255.02,10401.25,3798.51,132905.77,69210.77,34.24
EK4413,2024-06-12,DXB,BAH,DXB-BAH,Boeing 737-800,189,150,0.796,1.3,Low,Short Haul,High,32378.55,3581.48,35960.04,3275.46,1560.0,1040.0,2340.0,390.0,4016.4,4284.45,3036.95,593.56,5227.34,2770.7,6317.09,1099.38,2130.69,38082.02,-2121.98,-5.9
EK7672,2024-11-17,DXB,MCT,DXB-MCT,Airbus A320,180,150,0.8364,1.2,Shoulder,Short Haul,High,42411.67,5250.04,47661.71,3120.46,1380.0,936.0,2040.0,336.0,3184.77,2754.33,4019.22,547.07,7540.31,3232.12,5318.43,2261.01,2218.27,38887.99,8773.72,18.41
EK8181,2024-11-23,DXB,KUL,DXB-KUL,Boeing 777-300ER,396,297,0.7525,7.5,Shoulder,Long Haul,Medium,258758.13,32672.16,291430.29,62811.95,26250.0,11250.0,33750.0,6000.0,2807.17,5979.42,4972.34,4114.4,39928.56,6785.05,43501.64,13980.74,2954.81,265086.08,26344.2,9.04
EK7368,2024-10-08,DXB,CMB,DXB-CMB,Boeing 787-9,296,233,0.7889,4.5,Shoulder,Medium Haul,Medium,145947.76,17469.06,163416.81,27118.21,9900.0,5400.0,14400.0,2700.0,2201.02,5361.65,2096.41,2993.27,28961.01,6658.65,23226.75,7219.14,2295.34,140531.46,22885.35,14.0
