year,ranking_system,rank,university_name,country,overall_score,academic_reputation,employer_reputation,faculty_student_ratio,citations_per_faculty,international_faculty_score,international_students_score
2025,QS World University Rankings,545,University 0545,Switzerland,79.17,84.0,74.65,71.49,82.3,85.55,78.82
2025,QS World University Rankings,546,University 0546,South Korea,75.09,72.97,73.5,81.75,79.0,76.81,71.45
2025,QS World University Rankings,547,University 0547,Switzerland,77.3,79.88,76.64,82.18,79.73,77.02,81.34
2025,QS World University Rankings,548,University 0548,Sweden,79.13,80.0,77.44,80.38,81.41,78.77,79.09
2025,QS World University Rankings,549,University 0549,India,76.5,78.63,73.76,80.89,85.87,72.73,70.0
2025,QS World University Rankings,550,University 0550,UK,79.16,83.38,83.66,84.21,84.17,72.44,78.72
2025,QS World University Rankings,551,University 0551,India,77.8,73.93,75.81,82.15,85.83,77.16,82.17
2025,QS World University Rankings,552,University 0552,UK,78.61,75.63,83.14,75.73,78.84,84.52,78.67
2025,QS World University Rankings,553,University 0553,Switzerland,76.69,73.6,79.88,82.69,80.72,80.01,81.38
2025,QS World University Rankings,554,University 0554,India,79.09,82.67,83.85,74.96,82.21,79.17,78.98
2025,QS World University Rankings,555,University 0555,Switzerland,81.89,84.41,79.67,88.24,73.68,83.51,82.51
2025,QS World University Rankings,556,University 0556,Italy,71.98,73.95,70.42,73.0,71.56,70.15,76.94
2025,QS World University Rankings,557,University 0557,Netherlands,79.21,75.57,80.25,81.04,79.84,80.46,82.09
2025,QS World University Rankings,558,University 0558,Australia,79.58,77.55,83.2,81.54,88.85,77.8,74.87
2025,QS World University Rankings,559,University 0559,China,78.35,73.7,78.74,75.44,82.95,80.7,81.11
2025,QS World University Rankings,560,University 0560,Sweden,75.39,73.45,77.88,79.96,71.14,69.94,71.9
2025,QS World University Rankings,561,University 0561,India,77.73,76.15,78.47,71.63,84.38,74.5,72.77
2025,QS World University Rankings,562,University 0562,South Korea,74.2,73.15,74.78,77.92,83.46,70.71,67.75
2025,QS World University Rankings,563,University 0563,France,76.28,76.54,78.52,73.31,73.21,73.89,73.16
2025,QS World University Rankings,564,University 0564,Australia,75.32,79.16,77.73,81.52,73.79,68.63,72.5
2025,QS World University Rankings,565,University 0565,Singapore,78.39,74.76,76.05,82.34,70.6,84.81,80.48
2025,QS World University Rankings,566,University 0566,France,74.9,76.74,74.75,81.33,77.45,72.98,78.78
2025,QS World University Rankings,567,University 0567,Japan,74.74,73.13,76.82,73.22,75.9,68.34,71.99
2025,QS World University Rankings,568,University 0568,Sweden,77.94,82.44,73.2,75.02,81.1,83.44,84.36
2025,QS World University Rankings,569,University 0569,Sweden,76.4,78.22,75.45,82.19,71.69,70.28,76.99
2025,QS World University Rankings,570,University 0570,China,77.46,74.13,80.08,71.47,72.44,70.8,73.47
2025,QS World University Rankings,571,University 0571,Sweden,77.79,80.95,83.3,80.85,80.42,81.43,84.65
2025,QS World University Rankings,572,University 0572,Japan,78.11,73.81,75.51,77.32,71.63,72.6,77.96
2025,QS World University Rankings,573,University 0573,USA,76.42,74.25,81.08,75.35,84.52,72.27,81.49
2025,QS World University Rankings,574,University 0574,South Korea,77.96,78.67,73.0,72.51,68.99,73.41,83.19
2025,QS World University Rankings,575,University 0575,India,78.66,80.39,73.07,83.51,83.08,78.74,75.22
2025,QS World University Rankings,576,University 0576,France,75.44,73.07,81.24,80.04,76.56,75.63,76.95
2025,QS World University Rankings,577,University 0577,Australia,79.61,83.47,84.79,77.72,76.67,79.51,85.57
2025,QS World University Rankings,578,University 0578,Sweden,79.19,83.52,83.79,80.36,73.47,73.29,84.93
2025,QS World University Rankings,579,University 0579,Netherlands,76.28,77.08,81.44,81.47,78.17,74.91,80.31
2025,QS World University Rankings,580,University 0580,Switzerland,75.26,73.63,73.61,76.5,83.39,75.9,74.09
2025,QS World University Rankings,581,University 0581,India,74.43,69.78,71.29,82.21,83.04,80.77,73.07
2025,QS World University Rankings,582,University 0582,Spain,75.94,72.76,79.41,68.39,69.52,73.35,80.69
2025,QS World University Rankings,583,University 0583,Sweden,73.56,74.47,73.6,70.69,76.01,71.31,77.49
2025,QS World University Rankings,584,University 0584,South Korea,78.44,82.28,73.95,70.57,77.26,72.33,80.71
2025,QS World University Rankings,585,University 0585,UK,76.29,81.11,80.27,75.97,69.18,80.38,72.18
2025,QS World University Rankings,586,University 0586,Singapore,78.16,74.52,82.11,74.35,83.51,80.29,75.5
2025,QS World University Rankings,587,University 0587,Sweden,71.91,72.24,71.11,71.16,67.44,66.04,69.49
2025,QS World University Rankings,588,University 0588,France,76.88,81.72,72.16,74.96,67.99,76.89,78.73
2025,QS World University Rankings,589,University 0589,South Korea,80.45,82.81,74.85,82.89,86.96,73.83,76.24
2025,QS World University Rankings,590,University 0590,China,76.94,80.91,77.23,74.69,82.93,74.91,70.6
2025,QS World University Rankings,591,University 0591,Sweden,74.41,72.65,73.47,70.01,68.5,77.41,77.93
2025,QS World University Rankings,592,University 0592,Sweden,79.75,79.6,82.23,83.0,82.23,84.84,83.06
2025,QS World University Rankings,593,University 0593,UK,77.3,74.69,82.32,81.79,74.88,71.54,76.05
2025,QS World University Rankings,594,University 0594,China,78.16,78.64,75.77,73.22,77.73,72.64,76.54
2025,QS World University Rankings,595,University 0595,Australia,75.49,71.33,76.55,72.42,85.11,76.36,68.99
2025,QS World University Rankings,596,University 0596,France,78.13,73.27,73.94,82.67,68.18,77.25,80.88
2025,QS World University Rankings,597,University 0597,UK,75.81,76.67,71.78,74.97,82.06,68.91,79.3
2025,QS World University Rankings,598,University 0598,Spain,75.32,79.05,73.21,68.26,68.08,79.4,70.17
2025,QS World University Rankings,599,University 0599,Switzerland,74.82,73.96,75.42,82.34,84.66,80.01,69.59
2025,QS World University Rankings,600,University 0600,Netherlands,74.87,77.2,75.55,73.95,81.71,69.85,70.76
2025,QS World University Rankings,601,University 0601,UK,79.39,83.09,78.25,79.01,84.78,74.57,84.49
2025,QS World University Rankings,602,University 0602,Sweden,76.39,74.53,72.34,68.82,71.87,78.73,82.17
2025,QS World University Rankings,603,University 0603,India,73.52,73.82,75.14,70.5,80.87,70.46,72.87
2025,QS World University Rankings,604,University 0604,USA,75.86,80.16,74.53,70.52,79.4,76.04,77.64
2025,QS World University Rankings,605,University 0605,Spain,72.87,72.82,68.0,72.27,82.1,71.92,69.69
2025,QS World University Rankings,606,University 0606,Germany,75.14,77.45,80.28,70.87,77.59,80.84,78.9
2025,QS World University Rankings,607,University 0607,Australia,78.61,78.35,79.27,84.22,73.16,75.93,81.63
2025,QS World University Rankings,608,University 0608,Japan,74.35,78.06,71.11,81.9,65.25,68.39,73.24
2025,QS World University Rankings,609,University 0609,USA,78.6,79.48,74.91,74.23,81.79,77.69,74.76
2025,QS World University Rankings,610,University 0610,USA,78.35,81.39,74.2,81.31,72.96,71.58,72.27
2025,QS World University Rankings,611,University 0611,USA,77.16,76.5,71.18,80.08,67.69,72.1,71.22
2025,QS World University Rankings,612,University 0612,Spain,77.8,75.92,73.03,75.14,84.07,79.54,74.5
2025,QS World University Rankings,613,University 0613,Switzerland,77.22,79.94,76.78,72.84,73.27,77.45,75.63
2025,QS World University Rankings,614,University 0614,France,72.84,72.33,70.36,66.19,70.97,72.96,72.96
2025,QS World University Rankings,615,University 0615,South Korea,73.49,78.19,76.15,69.13,67.77,77.27,70.8
2025,QS World University Rankings,616,University 0616,Germany,73.7,74.1,69.57,65.77,74.12,66.95,72.54
2025,QS World University Rankings,617,University 0617,South Korea,76.47,76.79,75.09,80.6,77.14,81.65,73.87
2025,QS World University Rankings,618,University 0618,Singapore,76.18,77.44,79.29,75.18,84.85,76.58,73.0
2025,QS World University Rankings,619,University 0619,USA,76.06,74.21,74.96,83.71,68.41,74.41,73.54
2025,QS World University Rankings,620,University 0620,Japan,76.94,78.93,75.16,73.25,71.17,71.2,71.71
2025,QS World University Rankings,621,University 0621,Italy,74.06,78.75,72.08,69.72,64.06,73.94,71.38
2025,QS World University Rankings,622,University 0622,Italy,73.35,70.87,73.74,65.53,73.19,67.58,78.52
2025,QS World University Rankings,623,University 0623,Canada,78.06,81.0,76.23,85.01,72.03,74.49,71.16
2025,QS World University Rankings,624,University 0624,Australia,74.2,75.76,73.1,66.66,68.88,70.15,74.94
2025,QS World University Rankings,625,University 0625,Switzerland,72.84,70.09,70.45,69.58,79.97,73.99,67.82
2025,QS World University Rankings,626,University 0626,USA,74.0,75.74,79.54,80.89,72.92,71.39,68.59
2025,QS World University Rankings,627,University 0627,Canada,77.24,79.99,82.42,81.91,87.05,75.5,81.3
2025,QS World University Rankings,628,University 0628,Switzerland,72.2,68.01,76.23,71.2,69.43,78.97,77.89
2025,QS World University Rankings,629,University 0629,France,73.24,74.48,68.79,67.01,66.98,74.02,68.22
2025,QS World University Rankings,630,University 0630,Singapore,73.06,68.85,68.94,67.27,69.61,76.61,79.08
2025,QS World University Rankings,631,University 0631,Singapore,73.76,78.61,76.85,75.5,83.0,79.83,77.05
2025,QS World University Rankings,632,University 0632,Australia,73.77,70.11,79.55,81.56,76.28,78.11,74.75
2025,QS World University Rankings,633,University 0633,UK,69.28,73.49,70.57,61.99,70.23,70.68,65.87
2025,QS World University Rankings,634,University 0634,Switzerland,78.03,80.35,73.11,70.75,72.3,82.21,74.09
2025,QS World University Rankings,635,University 0635,France,75.49,76.73,76.76,76.19,78.89,69.87,68.55
2025,QS World University Rankings,636,University 0636,USA,73.22,72.04,69.02,75.93,80.15,77.72,69.79
2025,QS World University Rankings,637,University 0637,China,75.28,72.6,77.48,67.4,84.39,77.33,73.19
2025,QS World University Rankings,638,University 0638,USA,73.41,77.27,73.53,65.46,78.84,79.74,69.55
2025,QS World University Rankings,639,University 0639,Italy,75.25,74.53,73.95,71.89,67.94,77.76,73.05
2025,QS World University Rankings,640,University 0640,UK,74.85,76.4,77.57,71.28,75.36,79.17,78.71
2025,QS World University Rankings,641,University 0641,France,77.22,75.93,80.24,83.54,86.75,73.28,75.33
2025,QS World University Rankings,642,University 0642,Spain,72.46,69.12,75.55,71.47,67.44,67.53,70.26
2025,QS World University Rankings,643,University 0643,France,75.21,74.27,77.81,81.57,80.19,78.77,79.4
2025,QS World University Rankings,644,University 0644,Switzerland,76.66,72.45,79.74,69.38,77.96,72.24,80.38
2025,QS World University Rankings,645,University 0645,USA,73.25,75.06,68.9,70.59,69.7,76.45,79.9
2025,QS World University Rankings,646,University 0646,Netherlands,73.78,68.87,74.85,71.65,82.85,80.22,66.88
2025,QS World University Rankings,647,University 0647,Switzerland,71.21,69.57,69.83,68.37,71.0,74.39,69.41
2025,QS World University Rankings,648,University 0648,Switzerland,75.43,73.78,80.81,77.22,81.57,81.75,69.67
2025,QS World University Rankings,649,University 0649,France,73.27,69.5,72.06,67.29,70.82,78.63,74.8
2025,QS World University Rankings,650,University 0650,Switzerland,76.76,75.36,72.26,83.22,67.81,78.48,78.02
2025,QS World University Rankings,651,University 0651,Canada,75.09,75.75,79.36,82.61,79.74,74.75,75.36
2025,QS World University Rankings,652,University 0652,Netherlands,74.26,73.64,73.31,78.48,69.95,80.14,77.14
2025,QS World University Rankings,653,University 0653,Japan,74.27,77.76,71.54,69.69,69.22,70.24,77.68
2025,QS World University Rankings,654,University 0654,Singapore,74.05,73.39,69.96,67.82,82.71,77.39,69.07
2025,QS World University Rankings,655,University 0655,France,72.12,71.41,68.64,69.42,76.72,71.27,68.86
2025,QS World University Rankings,656,University 0656,Canada,72.66,76.04,74.52,68.35,74.65,66.88,72.97
2025,QS World University Rankings,657,University 0657,UK,72.16,68.86,76.49,70.91,76.47,67.52,76.34
2025,QS World University Rankings,658,University 0658,Germany,73.48,73.6,77.21,80.43,74.49,74.86,79.4
2025,QS World University Rankings,659,University 0659,Sweden,75.62,80.53,76.54,69.6,78.9,76.53,80.06
2025,QS World University Rankings,660,University 0660,Netherlands,71.66,68.61,74.38,63.98,72.28,67.54,77.47
2025,QS World University Rankings,661,University 0661,Sweden,72.7,76.62,67.41,79.46,72.92,72.47,69.32
2025,QS World University Rankings,662,University 0662,Australia,77.01,75.72,77.4,75.01,84.69,82.81,76.64
2025,QS World University Rankings,663,University 0663,China,73.0,75.7,75.03,70.71,66.72,77.72,78.96
2025,QS World University Rankings,664,University 0664,UK,70.78,75.12,66.14,64.42,70.61,71.04,67.36
2025,QS World University Rankings,665,University 0665,Canada,73.03,69.94,75.06,69.28,75.47,77.38,66.11
2025,QS World University Rankings,666,University 0666,South Korea,73.89,77.47,73.41,72.09,82.49,73.07,69.82
2025,QS World University Rankings,667,University 0667,USA,72.33,70.42,78.18,72.69,72.28,66.2,75.22
2025,QS World University Rankings,668,University 0668,USA,67.71,66.85,72.74,64.81,68.6,63.83,62.76
2025,QS World University Rankings,669,University 0669,UK,72.25,70.86,74.05,77.97,72.99,70.42,65.93
2025,QS World University Rankings,670,University 0670,Switzerland,69.26,67.98,64.37,70.86,76.38,66.79,72.09
2025,QS World University Rankings,671,University 0671,Sweden,72.55,75.41,72.71,78.08,70.5,71.33,74.73
2025,QS World University Rankings,672,University 0672,Canada,75.7,73.98,79.85,82.28,82.53,73.26,72.91
2025,QS World University Rankings,673,University 0673,USA,75.91,77.73,72.03,73.88,67.12,77.9,76.4
2025,QS World University Rankings,674,University 0674,Italy,72.32,76.86,72.42,70.67,63.06,69.99,77.29
2025,QS World University Rankings,675,University 0675,Australia,73.69,71.86,77.79,66.37,77.77,66.72,79.23
2025,QS World University Rankings,676,University 0676,Switzerland,73.31,77.94,68.35,68.59,71.59,70.58,74.11
2025,QS World University Rankings,677,University 0677,Germany,76.2,72.46,71.38,69.73,67.88,74.79,75.91
2025,QS World University Rankings,678,University 0678,Japan,74.75,72.93,71.45,77.72,68.33,79.95,75.42
2025,QS World University Rankings,679,University 0679,Sweden,73.26,72.48,73.83,71.62,76.01,77.5,67.31
2025,QS World University Rankings,680,University 0680,Australia,73.08,72.91,72.44,72.66,71.18,68.94,76.0
2025,QS World University Rankings,681,University 0681,Italy,71.55,72.45,70.79,66.62,65.63,74.86,77.12
2025,QS World University Rankings,682,University 0682,Netherlands,71.7,74.48,67.31,74.12,61.99,78.6,67.65
2025,QS World University Rankings,683,University 0683,Italy,69.91,70.78,74.49,62.31,69.8,69.23,71.8
2025,QS World University Rankings,684,University 0684,Japan,68.45,63.45,66.86,69.63,62.16,65.3,67.43
2025,QS World University Rankings,685,University 0685,UK,76.54,74.92,70.69,71.89,82.62,75.88,72.79
2025,QS World University Rankings,686,University 0686,France,68.94,72.88,71.65,66.77,60.07,66.09,63.27
2025,QS World University Rankings,687,University 0687,Italy,75.32,71.42,75.59,79.07,80.57,80.3,69.81
2025,QS World University Rankings,688,University 0688,Italy,71.23,69.2,71.45,66.16,62.61,66.76,73.68
2025,QS World University Rankings,689,University 0689,India,72.89,68.58,77.21,65.89,74.57,66.4,69.34
2025,QS World University Rankings,690,University 0690,Japan,73.6,70.98,75.73,73.15,82.96,66.63,75.97
2025,QS World University Rankings,691,University 0691,Switzerland,73.23,76.17,72.19,73.08,78.51,78.59,73.58
2025,QS World University Rankings,692,University 0692,Sweden,73.41,77.95,73.62,69.95,66.7,79.64,78.88
2025,QS World University Rankings,693,University 0693,UK,70.16,71.36,65.53,77.06,78.9,71.09,77.07
2025,QS World University Rankings,694,University 0694,USA,74.47,78.46,72.14,69.87,81.31,73.91,79.22
2025,QS World University Rankings,695,University 0695,India,70.68,67.45,72.74,62.97,60.73,77.03,74.67
2025,QS World University Rankings,696,University 0696,USA,75.16,71.58,69.97,81.89,72.21,75.03,71.07
2025,QS World University Rankings,697,University 0697,Japan,71.78,76.72,67.67,71.75,66.19,77.46,78.44
2025,QS World University Rankings,698,University 0698,Australia,72.06,75.78,73.89,70.77,75.64,71.99,69.31
2025,QS World University Rankings,699,University 0699,Italy,71.51,70.62,73.33,65.84,76.64,77.34,66.31
2025,QS World University Rankings,700,University 0700,Singapore,70.02,73.69,68.28,75.32,71.82,64.77,66.69
2025,QS World University Rankings,701,University 0701,Singapore,69.49,66.29,74.2,64.1,63.56,68.82,69.03
2025,QS World University Rankings,702,University 0702,Sweden,71.11,74.36,68.73,67.06,78.27,68.68,66.12
2025,QS World University Rankings,703,University 0703,Germany,73.73,78.41,73.28,74.65,74.2,77.8,70.21
2025,QS World University Rankings,704,University 0704,Netherlands,69.91,73.19,69.44,61.93,75.43,71.02,72.58
2025,QS World University Rankings,705,University 0705,Netherlands,70.63,73.25,74.61,67.37,63.96,64.39,64.87
2025,QS World University Rankings,706,University 0706,South Korea,72.58,73.17,78.04,75.39,71.0,69.99,74.49
2025,QS World University Rankings,707,University 0707,China,73.63,73.96,76.36,79.2,64.68,69.02,75.18
2025,QS World University Rankings,708,University 0708,Switzerland,72.76,68.87,68.57,74.0,72.59,74.63,67.69
2025,QS World University Rankings,709,University 0709,Germany,70.7,74.71,69.4,65.84,79.62,66.89,72.8
2025,QS World University Rankings,710,University 0710,Switzerland,74.4,73.27,69.32,71.16,67.99,78.89,76.01
2025,QS World University Rankings,711,University 0711,Germany,68.71,71.75,64.38,71.61,77.7,63.99,65.62
2025,QS World University Rankings,712,University 0712,Japan,73.41,76.89,71.86,78.23,71.62,72.43,72.93
2025,QS World University Rankings,713,University 0713,Japan,69.36,65.63,63.45,72.23,61.6,65.08,74.97
2025,QS World University Rankings,714,University 0714,Netherlands,76.95,81.82,77.76,78.86,85.56,78.8,72.71
2025,QS World University Rankings,715,University 0715,Australia,68.58,66.22,70.85,63.02,75.41,71.59,63.75
2025,QS World University Rankings,716,University 0716,USA,73.42,70.26,76.98,79.17,67.9,67.51,67.44
2025,QS World University Rankings,717,University 0717,Canada,70.35,69.12,69.4,64.52,72.44,75.09,70.09
2025,QS World University Rankings,718,University 0718,Sweden,70.38,70.52,71.26,67.5,66.43,74.84,72.28
2025,QS World University Rankings,719,University 0719,Australia,71.99,69.85,76.72,78.08,66.79,69.21,71.33
2025,QS World University Rankings,720,University 0720,Sweden,72.84,72.15,76.89,80.18,80.12,71.81,79.07
2025,QS World University Rankings,721,University 0721,Sweden,75.81,73.59,71.41,83.5,69.4,80.53,82.68
2025,QS World University Rankings,722,University 0722,France,71.85,74.12,76.13,74.06,75.76,76.49,77.87
2025,QS World University Rankings,723,University 0723,USA,70.35,68.76,68.72,73.89,76.89,72.38,64.49
2025,QS World University Rankings,724,University 0724,USA,66.0,67.81,63.31,71.07,68.9,68.16,69.91
2025,QS World University Rankings,725,University 0725,Japan,72.61,76.0,72.5,68.52,64.43,69.95,65.7
2025,QS World University Rankings,726,University 0726,Sweden,71.57,70.2,67.21,70.79,69.6,76.14,67.96
2025,QS World University Rankings,727,University 0727,Italy,74.03,75.35,69.5,71.86,65.24,70.79,76.67
2025,QS World University Rankings,728,University 0728,UK,71.26,76.02,75.52,66.26,62.23,64.64,76.86
2025,QS World University Rankings,729,University 0729,Germany,71.26,73.55,69.01,73.41,66.04,69.28,71.92
2025,QS World University Rankings,730,University 0730,UK,70.96,75.96,70.9,74.85,74.44,71.64,70.72
2025,QS World University Rankings,731,University 0731,USA,71.81,76.44,66.58,68.6,79.38,73.45,75.63
2025,QS World University Rankings,732,University 0732,India,72.75,75.66,73.27,76.18,69.39,75.75,73.04
2025,QS World University Rankings,733,University 0733,South Korea,70.02,67.62,64.31,76.0,70.14,64.28,66.92
2025,QS World University Rankings,734,University 0734,Japan,76.62,80.37,73.96,82.99,76.41,76.47,72.81
2025,QS World University Rankings,735,University 0735,Australia,67.92,65.06,66.79,63.0,62.22,63.35,62.96
2025,QS World University Rankings,736,University 0736,Australia,68.98,65.22,69.92,74.95,73.2,75.04,68.06
2025,QS World University Rankings,737,University 0737,Australia,68.44,71.06,68.26,68.15,75.96,66.49,65.66
2025,QS World University Rankings,738,University 0738,Australia,70.05,70.03,66.07,68.19,71.94,75.86,75.45
2025,QS World University Rankings,739,University 0739,Singapore,69.95,69.04,71.47,68.59,71.88,76.75,69.51
2025,QS World University Rankings,740,University 0740,Switzerland,70.55,69.43,71.48,73.68,67.15,68.85,73.61
2025,QS World University Rankings,741,University 0741,Germany,72.62,76.39,78.3,77.64,79.25,69.89,76.62
2025,QS World University Rankings,742,University 0742,Spain,72.09,75.06,77.0,78.05,69.31,68.14,73.5
2025,QS World University Rankings,743,University 0743,UK,67.83,67.25,72.04,63.15,59.51,68.99,62.36
2025,QS World University Rankings,744,University 0744,Canada,70.82,72.42,68.13,68.39,73.76,74.07,66.91
2025,QS World University Rankings,745,University 0745,Singapore,72.95,70.96,71.05,76.44,79.11,78.46,75.21
2025,QS World University Rankings,746,University 0746,UK,69.12,67.41,64.15,74.37,61.01,70.51,73.28
2025,QS World University Rankings,747,University 0747,South Korea,75.13,74.7,72.99,75.75,80.56,72.73,76.39
2025,QS World University Rankings,748,University 0748,Japan,70.27,73.27,74.06,70.98,80.12,76.48,66.38
2025,QS World University Rankings,749,University 0749,Singapore,70.28,70.54,69.48,66.16,61.57,63.31,71.5
2025,QS World University Rankings,750,University 0750,Sweden,71.91,67.19,66.28,68.8,64.31,77.07,78.77
2025,QS World University Rankings,751,University 0751,USA,69.18,70.1,71.04,63.22,76.54,64.94,71.11
2025,QS World University Rankings,752,University 0752,France,69.6,73.14,67.51,62.66,73.17,71.88,66.71
2025,QS World University Rankings,753,University 0753,France,69.93,71.54,64.34,72.44,70.25,67.08,73.99
2025,QS World University Rankings,754,University 0754,Spain,70.66,68.36,64.85,72.13,70.47,70.17,64.57
2025,QS World University Rankings,755,University 0755,India,71.3,75.54,65.82,68.9,70.0,67.18,68.42
2025,QS World University Rankings,756,University 0756,Switzerland,70.16,71.71,67.22,63.03,76.92,67.15,69.71
2025,QS World University Rankings,757,University 0757,USA,69.33,69.33,67.92,65.7,60.56,64.58,70.95
2025,QS World University Rankings,758,University 0758,Sweden,69.75,67.68,68.17,71.6,74.71,75.88,66.94
2025,QS World University Rankings,759,University 0759,China,70.45,69.76,69.56,66.36,77.5,63.47,66.87
2025,QS World University Rankings,760,University 0760,Switzerland,74.36,70.16,68.93,78.4,81.9,72.84,74.85
2025,QS World University Rankings,761,University 0761,USA,71.29,68.1,68.67,71.92,68.36,73.84,64.38
2025,QS World University Rankings,762,University 0762,Germany,67.14,62.9,64.85,73.34,68.39,73.15,64.63
2025,QS World University Rankings,763,University 0763,Australia,67.34,63.5,64.52,61.98,77.27,66.81,61.35
2025,QS World University Rankings,764,University 0764,UK,70.4,66.15,68.94,73.53,75.85,68.68,74.54
2025,QS World University Rankings,765,University 0765,France,68.95,68.52,64.13,74.43,59.92,67.44,67.14
2025,QS World University Rankings,766,University 0766,Canada,74.2,72.01,79.82,69.65,68.54,80.81,76.62
2025,QS World University Rankings,767,University 0767,Singapore,68.46,63.91,63.46,68.91,68.15,61.64,62.77
2025,QS World University Rankings,768,University 0768,Italy,67.76,63.53,65.11,65.77,76.52,67.4,68.02
2025,QS World University Rankings,769,University 0769,Switzerland,64.48,64.18,65.98,70.82,60.81,59.19,59.26
2025,QS World University Rankings,770,University 0770,Japan,66.91,67.23,67.5,68.61,74.24,63.01,73.51
2025,QS World University Rankings,771,University 0771,South Korea,71.4,71.14,68.22,69.39,64.63,68.34,75.24
2025,QS World University Rankings,772,University 0772,Sweden,68.72,66.57,72.89,74.36,75.23,63.99,69.01
2025,QS World University Rankings,773,University 0773,Italy,70.01,72.35,67.48,64.05,63.96,70.1,69.72
2025,QS World University Rankings,774,University 0774,Spain,69.36,65.17,72.16,68.65,77.73,68.24,63.75
2025,QS World University Rankings,775,University 0775,Australia,67.35,67.39,62.46,63.04,74.94,63.56,68.15
2025,QS World University Rankings,776,University 0776,Singapore,69.16,67.01,69.84,69.78,73.1,71.88,70.71
2025,QS World University Rankings,777,University 0777,Australia,67.26,71.65,63.24,70.06,63.2,69.45,71.89
2025,QS World University Rankings,778,University 0778,USA,69.54,70.33,69.56,67.45,75.8,74.48,70.06
2025,QS World University Rankings,779,University 0779,Germany,68.48,64.47,65.05,68.67,74.76,64.05,69.17
2025,QS World University Rankings,780,University 0780,China,71.64,68.5,74.15,70.07,79.21,64.79,67.18
2025,QS World University Rankings,781,University 0781,India,68.98,73.54,64.77,63.86,72.27,66.7,64.21
2025,QS World University Rankings,782,University 0782,Japan,63.37,68.18,59.94,55.84,59.98,57.17,70.36
2025,QS World University Rankings,783,University 0783,India,68.74,68.3,64.16,74.08,66.48,64.24,72.88
2025,QS World University Rankings,784,University 0784,Switzerland,70.84,72.59,66.85,69.12,74.75,70.44,75.19
2025,QS World University Rankings,785,University 0785,South Korea,63.33,67.14,58.75,71.1,56.62,66.14,64.44
2025,QS World University Rankings,786,University 0786,France,68.72,72.07,68.11,68.14,66.26,63.9,65.09
2025,QS World University Rankings,787,University 0787,Australia,70.13,71.29,67.84,69.88,67.69,68.13,69.67
2025,QS World University Rankings,788,University 0788,Singapore,66.58,66.69,66.48,69.7,74.15,67.0,63.9
2025,QS World University Rankings,789,University 0789,China,66.1,62.13,71.67,67.03,74.38,71.58,61.07
2025,QS World University Rankings,790,University 0790,Australia,69.44,69.52,68.2,76.16,69.52,70.81,69.97
2025,QS World University Rankings,791,University 0791,Japan,65.32,64.45,66.8,57.46,67.97,58.93,65.3
2025,QS World University Rankings,792,University 0792,South Korea,67.66,71.18,71.71,63.53,60.99,74.07,64.52
2025,QS World University Rankings,793,University 0793,Australia,68.0,68.45,63.11,65.97,71.42,68.21,72.84
2025,QS World University Rankings,794,University 0794,Canada,68.12,71.0,69.68,60.71,62.01,64.06,64.18
2025,QS World University Rankings,795,University 0795,UK,66.85,70.49,70.92,74.02,69.72,62.14,68.57
2025,QS World University Rankings,796,University 0796,France,66.01,65.01,71.75,68.67,60.2,60.81,71.0
2025,QS World University Rankings,797,University 0797,India,67.61,71.06,65.3,70.06,66.28,63.07,64.54
2025,QS World University Rankings,798,University 0798,Germany,67.84,63.49,72.96,65.08,72.08,69.81,66.23
2025,QS World University Rankings,799,University 0799,Japan,69.0,69.21,69.88,61.75,70.63,63.19,75.2
2025,QS World University Rankings,800,University 0800,Japan,67.55,67.74,66.67,73.72,70.89,62.33,74.12
2025,QS World University Rankings,801,University 0801,South Korea,69.93,67.22,74.33,63.8,78.15,71.54,76.73
2025,QS World University Rankings,802,University 0802,Singapore,68.94,73.19,71.96,64.17,74.51,63.13,64.33
2025,QS World University Rankings,803,University 0803,Switzerland,71.22,66.28,72.01,79.13,78.35,73.76,67.33
2025,QS World University Rankings,804,University 0804,Germany,65.36,68.87,67.31,67.58,63.6,59.87,64.71
2025,QS World University Rankings,805,University 0805,Sweden,72.45,70.52,72.0,76.28,75.08,71.03,68.6
2025,QS World University Rankings,806,University 0806,UK,66.01,70.98,62.95,66.91,67.42,66.74,62.72
2025,QS World University Rankings,807,University 0807,Spain,68.69,66.76,67.87,70.47,72.51,65.07,68.61
2025,QS World University Rankings,808,University 0808,Italy,70.53,74.14,71.06,64.66,69.62,66.31,76.19
2025,QS World University Rankings,809,University 0809,Australia,64.86,63.17,67.9,70.64,59.52,66.99,63.37
2025,QS World University Rankings,810,University 0810,Japan,67.33,70.44,62.43,64.1,66.58,72.76,61.75
2025,QS World University Rankings,811,University 0811,Canada,67.75,67.99,68.37,64.5,70.12,66.35,61.42
2025,QS World University Rankings,812,University 0812,Australia,64.72,63.59,63.33,61.08,70.9,59.35,70.72
2025,QS World University Rankings,813,University 0813,South Korea,67.56,63.0,66.74,71.62,63.09,67.46,73.23
2025,QS World University Rankings,814,University 0814,Sweden,68.76,67.8,67.78,61.0,64.15,69.33,69.49
2025,QS World University Rankings,815,University 0815,Japan,69.17,73.28,74.55,63.42,59.56,72.91,74.8
2025,QS World University Rankings,816,University 0816,China,68.62,70.27,63.72,73.5,75.43,70.13,75.18
2025,QS World University Rankings,817,University 0817,Spain,65.68,68.79,67.39,67.07,71.14,58.75,60.89
