Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Carmelo Barone,M,Italy,ITA,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual",No medal
Carmelo Barone,M,Italy,ITA,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal
Marian (twining-),F,United States,USA,1948,London,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Marian (twining-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Marian (twining-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,No medal
Marian (twining-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,No medal
Marian (twining-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Marian (twining-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Horse Vault,No medal
Marian (twining-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Marian (twining-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Balance Beam,No medal
Ottavio Barone,M,Italy,ITA,2000,Sydney,Boxing,Boxing Men's Middleweight,No medal
Angela Baroni,F,Italy,ITA,2004,Athina,Sailing,Sailing Women's Three Person Keelboat,No medal
Roberto Baronio,M,Italy,ITA,2000,Sydney,Football,Football Men's Football,No medal
Alexander Baronjan,M,Germany,GER,2000,Sydney,Sailing,Sailing Men's Windsurfer,No medal
Andrs Baronyi,M,Hungary,HUN,1908,London,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Andrs Baronyi,M,Hungary,HUN,1912,Stockholm,Swimming,Swimming Men's 100 metres Backstroke,No medal
Andrs Baronyi,M,Hungary,HUN,1912,Stockholm,Athletics,Athletics Men's Standing Long Jump,No medal
Milan Baro,M,Czech Republic,CZE,2000,Sydney,Football,Football Men's Football,No medal
Raoul Barouch,M,Tunisia,TUN,1960,Roma,Fencing,"Fencing Men's Foil, Individual",No medal
Raoul Barouch,M,Tunisia,TUN,1960,Roma,Fencing,"Fencing Men's epee, Individual",No medal
Raoul Barouch,M,Tunisia,TUN,1960,Roma,Fencing,"Fencing Men's Sabre, Individual",No medal
Franois Barouh,M,France,FRA,1980,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Franois Barouh,M,France,FRA,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
Thomas Baroukh,M,France,FRA,2012,London,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Thomas Baroukh,M,France,FRA,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Georgios Barous,M,"Lemzos Thorichton ""Psara""-3",GRE,1906,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,No medal
Khasan Baroyev,M,Russia,RUS,2004,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
Khasan Baroyev,M,Russia,RUS,2008,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
Khasan Baroyev,M,Russia,RUS,2012,London,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",No medal
Umberto Barozzi,M,Italy,ITA,1908,London,Athletics,Athletics Men's 100 metres,No medal
Umberto Barozzi,M,Italy,ITA,1908,London,Athletics,Athletics Men's 200 metres,No medal
Rafael Chaves,M,Costa Rica,CRC,1964,Tokyo,Judo,Judo Men's Middleweight,No medal
Bradley Barquist,M,United States,USA,1996,Atlanta,Athletics,"Athletics Men's 10,000 metres",No medal
Elizabeth (-isaak),F,United States,USA,1988,Seoul,Swimming,Swimming Women's 100 metres Backstroke,No medal
Elizabeth (-isaak),F,United States,USA,1988,Seoul,Swimming,Swimming Women's 200 metres Backstroke,No medal
Elizabeth (-isaak),F,United States,USA,1988,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Jessie Barr,F,Ireland,IRL,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,No medal
Oslen Barr,M,Guyana,GUY,1984,Los Angeles,Athletics,Athletics Men's 800 metres,No medal
Oslen Barr,M,Guyana,GUY,1984,Los Angeles,Athletics,"Athletics Men's 1,500 metres",No medal
Oslen Barr,M,Guyana,GUY,1988,Seoul,Athletics,Athletics Men's 800 metres,No medal
Peter Barr,M,Canada,CAN,1972,Munich,Rowing,Rowing Men's Double Sculls,No medal
Thomas Barr,M,Ireland,IRL,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,No medal
Jean-Pierre Barra,M,Belgium,BEL,1960,Roma,Athletics,Athletics Men's 200 metres,No medal
Guy Barrabino,M,France,FRA,1960,Roma,Fencing,"Fencing Men's Foil, Team",No medal
Richard Barraclough,M,Great Britain,GBR,1972,Munich,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
Abdelaziz Barrada,M,Morocco,MAR,2012,London,Football,Football Men's Football,No medal
Eduardo Barragan,M,Colombia,COL,1972,Munich,Boxing,Boxing Men's Bantamweight,No medal
Enrique Mndez,M,Uruguay,URU,1968,Mexico City,Shooting,"Shooting Mixed Free Pistol, 50 metres",No medal
Andr Barrais,M,France,FRA,1948,London,Basketball,Basketball Men's Basketball,Silver
mile Barral,M,Monaco,MON,1920,Antwerpen,Athletics,Athletics Men's 800 metres,No medal
mile Barral,M,Monaco,MON,1924,Paris,Sailing,Sailing Mixed One Person Dinghy,No medal
mile Barral,M,Monaco,MON,1928,Amsterdam,Sailing,Sailing Mixed One Person Dinghy,No medal
Joseph Barral,M,Monaco,MON,1968,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Joseph Barral,M,Monaco,MON,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Joseph Barral,M,Monaco,MON,1976,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Alicia Barrancos,F,Argentina,ARG,1996,Atlanta,Swimming,Swimming Women's 400 metres Freestyle,No medal
Alicia Barrancos,F,Argentina,ARG,1996,Atlanta,Swimming,Swimming Women's 800 metres Freestyle,No medal
Alicia Barrancos,F,Argentina,ARG,1996,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,No medal
Grard Barras,M,Switzerland,SUI,1960,Roma,Athletics,Athletics Men's Pole Vault,No medal
Romain Barras,M,France,FRA,2004,Athina,Athletics,Athletics Men's Decathlon,No medal
Romain Barras,M,France,FRA,2008,Beijing,Athletics,Athletics Men's Decathlon,No medal
Bronte Barratt,F,Australia,AUS,2008,Beijing,Swimming,Swimming Women's 200 metres Freestyle,No medal
Bronte Barratt,F,Australia,AUS,2008,Beijing,Swimming,Swimming Women's 400 metres Freestyle,No medal
Bronte Barratt,F,Australia,AUS,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Bronte Barratt,F,Australia,AUS,2012,London,Swimming,Swimming Women's 200 metres Freestyle,Bronze
Bronte Barratt,F,Australia,AUS,2012,London,Swimming,Swimming Women's 400 metres Freestyle,No medal
Bronte Barratt,F,Australia,AUS,2012,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Bronte Barratt,F,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,No medal
Bronte Barratt,F,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Toms Barraza,M,Chile,CHI,1936,Berlin,Fencing,"Fencing Men's epee, Individual",No medal
Toms Barraza,M,Chile,CHI,1936,Berlin,Fencing,"Fencing Men's epee, Team",No medal
Toms Barraza,M,Chile,CHI,1936,Berlin,Fencing,"Fencing Men's Sabre, Team",No medal
Alexandra (sandor-),F,Canada,CAN,1984,Los Angeles,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
Alexandra (sandor-),F,Canada,CAN,1984,Los Angeles,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
Denis Barr,M,Canada,CAN,1972,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Denis Barr,M,Canada,CAN,1972,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Denis Barr,M,Canada,CAN,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Denis Barr,M,Canada,CAN,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Jean Barr,M,Canada,CAN,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Jean Barr,M,Canada,CAN,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Jean Barr,M,Canada,CAN,1972,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Jean Barr,M,Canada,CAN,1972,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Mylanie Barr,F,Canada,CAN,2004,Athina,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
Mylanie Barr,F,Canada,CAN,2008,Beijing,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
Odile Barre,F,France,FRA,1992,Barcelona,Sailing,Sailing Women's Two Person Dinghy,No medal
Pascal Barr,M,France,FRA,1980,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Patrick Barr,M,France,FRA,1980,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Patrick Barr,M,France,FRA,1984,Los Angeles,Athletics,Athletics Men's 200 metres,No medal
Stphane Barr,M,France,FRA,1996,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Jacques Barreau,M,France,FRA,1952,Helsinki,Football,Football Men's Football,No medal
ngeles Rico,F,Spain,ESP,1992,Barcelona,Athletics,Athletics Women's Discus Throw,No medal
Ernesto Barreiros,M,Argentina,ARG,1972,Munich,Hockey,Hockey Men's Hockey,No medal
Onn Rodrguez,M,Spain,ESP,2008,Beijing,Sailing,Sailing Men's Two Person Dinghy,No medal
Onn Rodrguez,M,Spain,ESP,2012,London,Sailing,Sailing Men's Two Person Dinghy,No medal
Hermann Barrelet,M,France,FRA,1900,Paris,Rowing,Rowing Men's Single Sculls,Gold
scar Gonzlez,M,Spain,ESP,1996,Atlanta,Hockey,Hockey Men's Hockey,Silver
Hernn Ros,M,Colombia,COL,1972,Munich,Athletics,Athletics Men's Marathon,No medal
Alejandro Jayo,M,Spain,ESP,2000,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,No medal
Alejandro Jayo,M,Spain,ESP,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,No medal
Alejandro Jayo,M,Spain,ESP,2000,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,No medal
Alejandro Jayo,M,Spain,ESP,2000,Sydney,Gymnastics,Gymnastics Men's Horse Vault,No medal
Alejandro Jayo,M,Spain,ESP,2000,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,No medal
Alejandro Jayo,M,Spain,ESP,2000,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
Alejandro Jayo,M,Spain,ESP,2000,Sydney,Gymnastics,Gymnastics Men's Rings,No medal
Alejandro Jayo,M,Spain,ESP,2000,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
Alejandro Jayo,M,Spain,ESP,2004,Athina,Gymnastics,Gymnastics Men's Individual All-Around,No medal
Alejandro Jayo,M,Spain,ESP,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,No medal
Alejandro Jayo,M,Spain,ESP,2004,Athina,Gymnastics,Gymnastics Men's Floor Exercise,No medal
Alejandro Jayo,M,Spain,ESP,2004,Athina,Gymnastics,Gymnastics Men's Horse Vault,No medal
Alejandro Jayo,M,Spain,ESP,2004,Athina,Gymnastics,Gymnastics Men's Parallel Bars,No medal
Alejandro Jayo,M,Spain,ESP,2004,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
Alejandro Jayo,M,Spain,ESP,2004,Athina,Gymnastics,Gymnastics Men's Rings,No medal
Alejandro Jayo,M,Spain,ESP,2004,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
Miguel Barrenechea,M,Mexico,MEX,1968,Mexico City,Shooting,Shooting Mixed Trap,No medal
Rafael Martnez,M,Venezuela,VEN,2000,Sydney,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",No medal
Rafael Martnez,M,Venezuela,VEN,2004,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",No medal
Joo Barrento,M,Portugal,POR,1948,London,Equestrianism,"Equestrianism Men's Jumping, Individual",No medal
Joo Barrento,M,Portugal,POR,1948,London,Equestrianism,"Equestrianism Men's Jumping, Team",No medal
Cesreo Moya,M,Spain,ESP,1960,Roma,Boxing,Boxing Men's Light-Middleweight,No medal
Domingo Corpas,M,Spain,ESP,1964,Tokyo,Boxing,Boxing Men's Lightweight,No medal
Humberto Barrera,M,United States,USA,1960,Roma,Boxing,Boxing Men's Flyweight,No medal
Karla Barrera,F,Puerto Rico,PUR,2004,Athina,Sailing,Sailing Women's Windsurfer,No medal
Sixto Ochoa,M,Peru,PER,2008,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal
Juan Benitez,M,Cuba,CUB,1992,Barcelona,Water Polo,Water Polo Men's Water Polo,No medal
Augusto Barreto,M,Portugal,POR,1952,Helsinki,Fencing,"Fencing Men's Sabre, Team",No medal
Carlos Hernndez,M,Venezuela,VEN,1996,Atlanta,Boxing,Boxing Men's Bantamweight,No medal
Diego Cceres,M,Paraguay,PAR,2004,Athina,Football,Football Men's Football,Silver
dgar Cceres,M,Paraguay,PAR,2004,Athina,Football,Football Men's Football,Silver
Herman Avellaneda,M,Venezuela,VEN,1952,Helsinki,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",No medal
Marcos Luis,M,Mexico,MEX,1988,Seoul,Athletics,"Athletics Men's 5,000 metres",No medal
Marcos Luis,M,Mexico,MEX,1988,Seoul,Athletics,"Athletics Men's 10,000 metres",No medal
Nuno Barreto,M,Portugal,POR,1996,Atlanta,Sailing,Sailing Men's Two Person Dinghy,Bronze
Nuno Barreto,M,Portugal,POR,2000,Sydney,Sailing,Sailing Mixed Multihull,No medal
Nuno Barreto,M,Portugal,POR,2004,Athina,Sailing,Sailing Mixed Multihull,No medal
Ysis Rodrguez,F,Venezuela,VEN,2008,Beijing,Judo,Judo Women's Half-Middleweight,No medal
Alan Barrett,M,Great Britain,GBR,1936,Berlin,Rowing,Rowing Men's Coxless Fours,Silver
Brigetta Barrett,F,United States,USA,2012,London,Athletics,Athletics Women's High Jump,Silver
Casey Barrett,M,Canada,CAN,1996,Atlanta,Swimming,Swimming Men's 200 metres Butterfly,No medal
Charles Barrett,M,Ireland,IRL,1924,Paris,Water Polo,Water Polo Men's Water Polo,No medal
Craig Barrett,M,New Zealand,NZL,1996,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,No medal
Craig Barrett,M,New Zealand,NZL,2000,Sydney,Athletics,Athletics Men's 50 kilometres Walk,No medal
Craig Barrett,M,New Zealand,NZL,2004,Athina,Athletics,Athletics Men's 50 kilometres Walk,No medal
Danny Barrett,M,United States,USA,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,No medal
Francis Barrett,M,Ireland,IRL,1996,Atlanta,Boxing,Boxing Men's Light-Welterweight,No medal
Frederick Barrett,M,Great Britain,GBR,1920,Antwerpen,Polo,Polo Men's Polo,Gold
Frederick Barrett,M,Great Britain,GBR,1924,Paris,Polo,Polo Men's Polo,Bronze
Gerard Barrett,M,Australia,AUS,1980,Moskva,Athletics,Athletics Men's Marathon,No medal
Henry Barrett,M,Great Britain,GBR,1908,London,Athletics,Athletics Men's Marathon,No medal
Henry Barrett,M,Great Britain,GBR,1912,Stockholm,Athletics,Athletics Men's Marathon,No medal
James Barrett,M,Great Britain,GBR,1908,London,Athletics,Athletics Men's Shot Put,No medal
James Barrett,M,Great Britain,GBR,1908,London,Athletics,"Athletics Men's Discus Throw, Greek Style",No medal
John Barrett,M,Canada,CAN,1984,Los Angeles,Volleyball,Volleyball Men's Volleyball,No medal
Kenneth Barrett,M,United States,USA,1984,Los Angeles,Hockey,Hockey Men's Hockey,No medal
Kimberly Barrett,F,Jamaica,JAM,2004,Athina,Athletics,Athletics Women's Shot Put,No medal
Michael Barrett,M,United States,USA,1968,Mexico City,Basketball,Basketball Men's Basketball,Gold
Edward Barrett,M,London City Police-1,GBR,1908,London,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Edward Barrett,M,Great Britain,GBR,1908,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",No medal
Edward Barrett,M,Great Britain,GBR,1908,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
Edward Barrett,M,Great Britain,GBR,1908,London,Athletics,Athletics Men's Shot Put,No medal
Edward Barrett,M,Great Britain,GBR,1908,London,Athletics,Athletics Men's Discus Throw,No medal
Edward Barrett,M,Great Britain,GBR,1908,London,Athletics,"Athletics Men's Javelin Throw, Freestyle",No medal
Edward Barrett,M,Great Britain,GBR,1912,Stockholm,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",No medal
Peter Barrett,M,United States,USA,1960,Roma,Sailing,Sailing Mixed One Person Dinghy,No medal
Peter Barrett,M,United States,USA,1964,Tokyo,Sailing,Sailing Mixed One Person Dinghy,Silver
Peter Barrett,M,United States,USA,1968,Mexico City,Sailing,Sailing Mixed Two Person Keelboat,Gold
Herbert Barrett,M,Great Britain-1,GBR,1908,London,Tennis,"Tennis Men's Doubles, Covered Courts",Gold
Herbert Barrett,M,Great Britain-1,GBR,1912,Stockholm,Tennis,"Tennis Mixed Doubles, Covered Courts",Silver
Herbert Barrett,M,Great Britain,GBR,1912,Stockholm,Tennis,"Tennis Men's Singles, Covered Courts",No medal
Herbert Barrett,M,Great Britain-3,GBR,1912,Stockholm,Tennis,"Tennis Men's Doubles, Covered Courts",No medal
John Barrett,M,New Zealand,NZL,1976,Montreal,Weightlifting,Weightlifting Men's Heavyweight,No medal
Rowan Barrett,M,Canada,CAN,2000,Sydney,Basketball,Basketball Men's Basketball,No medal
Timothy Barrett,M,Bahamas,BAH,1968,Mexico City,Athletics,Athletics Men's Triple Jump,No medal
Timothy Barrett,M,Bahamas,BAH,1972,Munich,Athletics,Athletics Men's Triple Jump,No medal
W. Barrett,M,Great Britain,GBR,1908,London,Gymnastics,Gymnastics Men's Team All-Around,No medal
Hugo Barrette,M,Canada,CAN,2016,Rio de Janeiro,Cycling,Cycling Men's Keirin,No medal
Rafael Barretto,M,Philippines,PHI,1956,Melbourne,Basketball,Basketball Men's Basketball,No medal
Francisco Jnior,M,Brazil,BRA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,No medal
Francisco Jnior,M,Brazil,BRA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,No medal
Francisco Jnior,M,Brazil,BRA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,No medal
Francisco Jnior,M,Brazil,BRA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,No medal
Francisco Jnior,M,Brazil,BRA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
Francisco Jnior,M,Brazil,BRA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,No medal
Francisco Jnior,M,Brazil,BRA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
Jean Barrez,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Jean Barrez,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Jean Barrez,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Jean Barrez,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Jean Barrez,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Jean Barrez,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Robert Barrie,M,Australia,AUS,1972,Munich,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal
Robert Barrie,M,Australia,AUS,1980,Moskva,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal
Armando Schweyer,M,Cuba,CUB,1948,London,Fencing,"Fencing Men's Foil, Individual",No medal
Armando Schweyer,M,Cuba,CUB,1948,London,Fencing,"Fencing Men's epee, Team",No medal
Claudio Negrn,M,Chile,CHI,1956,Melbourne,Boxing,Boxing Men's Bantamweight,Bronze
Hernando Gmez,M,Colombia,COL,1992,Barcelona,Shooting,"Shooting Men's Running Target, 10 metres",No medal
Isaac Flores,M,Puerto Rico,PUR,1984,Los Angeles,Boxing,Boxing Men's Super-Heavyweight,No medal
Jos Schweyer,M,Cuba,CUB,1928,Amsterdam,Athletics,Athletics Men's 100 metres,No medal
Marcelo Cardenas,M,Chile,CHI,1996,Atlanta,Athletics,Athletics Men's Marathon,No medal
Adrien Barrier,M,France,FRA,1912,Stockholm,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",No medal
Mark Barriga,M,Philippines,PHI,2012,London,Boxing,Boxing Men's Light-Flyweight,No medal
Armando Barriguete,M,Mexico,MEX,1932,Los Angeles,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",No medal
James Jr.,M,United States,USA,1976,Montreal,Athletics,Athletics Men's High Jump,No medal
Jennifer Barringer-simpson,F,United States,USA,2008,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",No medal
Jennifer Barringer-simpson,F,United States,USA,2012,London,Athletics,"Athletics Women's 1,500 metres",No medal
Jennifer Barringer-simpson,F,United States,USA,2016,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Bronze
John Barrington-ward,M,Sabre,GBR,1952,Helsinki,Sailing,Sailing Mixed Three Person Keelboat,No medal
Sonia Gutirrez,F,Spain,ESP,1992,Barcelona,Hockey,Hockey Women's Hockey,Gold
Sonia Gutirrez,F,Spain,ESP,1996,Atlanta,Hockey,Hockey Women's Hockey,No medal
Sonia Gutirrez,F,Spain,ESP,2000,Sydney,Hockey,Hockey Women's Hockey,No medal
Luis Barrionuevo,M,Argentina,ARG,1972,Munich,Athletics,Athletics Men's High Jump,No medal
Mara Barrionuevo,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze
Mara Barrionuevo,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver
Mara Barrionuevo,F,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal
Arturo Flores,M,Mexico,MEX,1988,Seoul,Athletics,"Athletics Men's 5,000 metres",No medal
Arturo Flores,M,Mexico,MEX,1988,Seoul,Athletics,"Athletics Men's 10,000 metres",No medal
Arturo Flores,M,Mexico,MEX,1992,Barcelona,Athletics,"Athletics Men's 10,000 metres",No medal
Jos Olivero,M,Spain,ESP,1968,Mexico City,Football,Football Men's Football,No medal
Juan Nieves,M,Mexico,MEX,2008,Beijing,Athletics,"Athletics Men's 5,000 metres",No medal
Juan Nieves,M,Mexico,MEX,2012,London,Athletics,"Athletics Men's 5,000 metres",No medal
Pablo Linares,M,Venezuela,VEN,2008,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
Pablo Linares,M,Venezuela,VEN,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
Tala Barrios,F,Peru,PER,2000,Sydney,Swimming,Swimming Women's 50 metres Freestyle,No medal
Wilmar Tern,M,Colombia,COL,2016,Rio de Janeiro,Football,Football Men's Football,No medal
Yarelis Castaeda,F,Cuba,CUB,2008,Beijing,Athletics,Athletics Women's Discus Throw,Silver
Yarelis Castaeda,F,Cuba,CUB,2012,London,Athletics,Athletics Women's Discus Throw,No medal
Toms Ballestn,M,Spain,ESP,1960,Roma,Athletics,"Athletics Men's 1,500 metres",No medal
Juan Ordovas,M,Spain,ESP,1980,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
Gonzalo Costabal,M,Chile,CHI,2008,Beijing,Athletics,Athletics Men's Decathlon,No medal
Gonzalo Costabal,M,Chile,CHI,2012,London,Athletics,Athletics Men's Decathlon,No medal
Blanca Serrano,F,Mexico,MEX,1956,Melbourne,Swimming,Swimming Women's 100 metres Freestyle,No medal
Blanca Serrano,F,Mexico,MEX,1960,Roma,Swimming,Swimming Women's 100 metres Freestyle,No medal
Blanca Serrano,F,Mexico,MEX,1960,Roma,Swimming,Swimming Women's 400 metres Freestyle,No medal
Blanca Serrano,F,Mexico,MEX,1960,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
Brett Barron,M,United States,USA,1984,Los Angeles,Judo,Judo Men's Half-Middleweight,No medal
Carlos Barron,M,Mexico,MEX,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,No medal
Harold Barron,M,United States,USA,1920,Antwerpen,Athletics,Athletics Men's 110 metres Hurdles,Silver
Scott Barron,M,Ireland,IRL,1996,Atlanta,Tennis,Tennis Men's Doubles,No medal
Trevor Barron,M,United States,USA,2012,London,Athletics,Athletics Men's 20 kilometres Walk,No medal
Erick Garca,M,Guatemala,GUA,2012,London,Athletics,Athletics Men's 20 kilometres Walk,Silver
Erick Garca,M,Guatemala,GUA,2012,London,Athletics,Athletics Men's 50 kilometres Walk,No medal
Erick Garca,M,Guatemala,GUA,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,No medal
Ana Barros,F,Angola,ANG,2012,London,Handball,Handball Women's Handball,No medal
Ana Barros,F,Portugal,POR,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual",No medal
Ana Barros,F,Portugal,POR,1992,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,No medal
Ana Barros,F,Portugal,POR,1992,Barcelona,Swimming,Swimming Women's 200 metres Backstroke,No medal
Csar Luther,M,Chile,CHI,1936,Berlin,Fencing,"Fencing Men's Foil, Individual",No medal
Csar Luther,M,Chile,CHI,1936,Berlin,Fencing,"Fencing Men's epee, Team",No medal
Laudelino Barros,M,Brazil,BRA,2000,Sydney,Boxing,Boxing Men's Light-Heavyweight,No medal
Elsa Rodrigues,F,Portugal,POR,2008,Beijing,Athletics,Athletics Women's Marathon,No medal
Elsa Rodrigues,F,Portugal,POR,2012,London,Athletics,Athletics Women's Marathon,No medal
Milton Barros,M,Angola,ANG,2008,Beijing,Basketball,Basketball Men's Basketball,No medal
Zoila Fernndez,F,Cuba,CUB,2004,Athina,Volleyball,Volleyball Women's Volleyball,Bronze
Zoila Fernndez,F,Cuba,CUB,2008,Beijing,Volleyball,Volleyball Women's Volleyball,No medal
Jaime Ramrez,M,Spain,ESP,1992,Barcelona,Athletics,Athletics Men's 50 kilometres Walk,No medal
Jaime Ramrez,M,Spain,ESP,1996,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,No medal
Lus Barroso,M,Portugal,POR,1984,Los Angeles,Athletics,Athletics Men's 100 metres,No medal
Lus Barroso,M,Portugal,POR,1984,Los Angeles,Athletics,Athletics Men's 200 metres,No medal
Lus Barroso,M,Portugal,POR,1988,Seoul,Athletics,Athletics Men's 200 metres,No medal
Lus Barroso,M,Portugal,POR,1988,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Lus Barroso,M,Portugal,POR,1992,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
