Category,AWB Number,Dispatch Date,Delivered Date,Courier Partner,Tracking Link,Type of Return,Suborder Number Masked
"Cups, Mugs & Saucers",M00814332240,2025-01-09,2025-01-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00814332240&searchBy=referenceNumber,Courier Return (RTO),10806591964191****
"Cups, Mugs & Saucers",VL0080296309239,2025-01-13,2025-01-25,PocketShip,https://www.valmo.in/track/VL0080296309239,Courier Return (RTO),10928614798609****
"Cups, Mugs & Saucers",M00809631634,2025-01-07,2025-01-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00809631634&searchBy=referenceNumber,Courier Return (RTO),10708009236210****
"Cups, Mugs & Saucers",M00809631654,2025-01-07,2025-01-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00809631654&searchBy=referenceNumber,Courier Return (RTO),10713129066249****
"Cups, Mugs & Saucers",VL0080302824710,2025-01-14,2025-01-24,PocketShip,https://www.valmo.in/track/VL0080302824710,Courier Return (RTO),11038558364663****
"Cups, Mugs & Saucers",M00807131239,2025-01-06,2025-01-24,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00807131239&searchBy=referenceNumber,Courier Return (RTO),10601910013174****
"Cups, Mugs & Saucers",VL0080281718279,2025-01-10,2025-01-24,PocketShip,https://www.valmo.in/track/VL0080281718279,Courier Return (RTO),10836960985339****
Jars & Containers,M00802530730,2025-01-03,2025-01-24,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00802530730&searchBy=referenceNumber,Courier Return (RTO),10588705430011****
"Cups, Mugs & Saucers",VL0080309940895,2025-01-15,2025-01-23,PocketShip,https://www.valmo.in/track/VL0080309940895,Courier Return (RTO),10994018360835****
"Cups, Mugs & Saucers",VL0080272755601,2025-01-08,2025-01-23,PocketShip,https://www.valmo.in/track/VL0080272755601,Courier Return (RTO),10787352218517****
Jars & Containers,VL0080281718329,2025-01-10,2025-01-23,PocketShip,https://www.valmo.in/track/VL0080281718329,Courier Return (RTO),10848239572097****
Jars & Containers,VL0080289349001,2025-01-11,2025-01-23,PocketShip,https://www.valmo.in/track/VL0080289349001,Courier Return (RTO),10879468542774****
"Cups, Mugs & Saucers",M00811490054,2025-01-08,2025-01-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00811490054&searchBy=referenceNumber,Courier Return (RTO),10703951521398****
Jars & Containers,VL0080289348998,2025-01-11,2025-01-22,PocketShip,https://www.valmo.in/track/VL0080289348998,Courier Return (RTO),10876401238546****
"Cups, Mugs & Saucers",M00817610522,2025-01-11,2025-01-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00817610522&searchBy=referenceNumber,Courier Return (RTO),10881949051158****
Jars & Containers,VL0080289348997,2025-01-11,2025-01-22,PocketShip,https://www.valmo.in/track/VL0080289348997,Courier Return (RTO),10876379710753****
"Cups, Mugs & Saucers",VL0080272755599,2025-01-08,2025-01-22,PocketShip,https://www.valmo.in/track/VL0080272755599,Courier Return (RTO),10735463646969****
"Cups, Mugs & Saucers",M00817610527,2025-01-11,2025-01-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00817610527&searchBy=referenceNumber,Courier Return (RTO),10875815419579****
"Cups, Mugs & Saucers",VL0080272755615,2025-01-08,2025-01-22,PocketShip,https://www.valmo.in/track/VL0080272755615,Courier Return (RTO),10739579593401****
"Cups, Mugs & Saucers",VL0080289348912,2025-01-11,2025-01-22,PocketShip,https://www.valmo.in/track/VL0080289348912,Courier Return (RTO),10882624927488****
"Cups, Mugs & Saucers",VL0080272755651,2025-01-08,2025-01-22,PocketShip,https://www.valmo.in/track/VL0080272755651,Courier Return (RTO),10749107512534****
"Cups, Mugs & Saucers",M00811489941,2025-01-08,2025-01-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00811489941&searchBy=referenceNumber,Courier Return (RTO),10731440806522****
"Cups, Mugs & Saucers",M00807131202,2025-01-06,2025-01-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00807131202&searchBy=referenceNumber,Courier Return (RTO),10658176740179****
"Cups, Mugs & Saucers",VL0080236898442,2025-01-02,2025-01-22,PocketShip,https://www.valmo.in/track/VL0080236898442,Courier Return (RTO),10532694307196****
"Cups, Mugs & Saucers",VL0080241618491,2025-01-02,2025-01-22,PocketShip,https://www.valmo.in/track/VL0080241618491,Courier Return (RTO),10474805276750****
"Cups, Mugs & Saucers",VL0080208388272,2024-12-27,2025-01-22,PocketShip,https://www.valmo.in/track/VL0080208388272,Courier Return (RTO),10341182176906****
"Cups, Mugs & Saucers",VL0080279102940,2025-01-09,2025-01-21,PocketShip,https://www.valmo.in/track/VL0080279102940,Courier Return (RTO),10820981315839****
"Cups, Mugs & Saucers",M00819637480,2025-01-13,2025-01-21,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00819637480&searchBy=referenceNumber,Courier Return (RTO),10919963290376****
"Cups, Mugs & Saucers",M00811489966,2025-01-08,2025-01-21,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00811489966&searchBy=referenceNumber,Courier Return (RTO),10731645828903****
"Cups, Mugs & Saucers",VL0080223112372,2024-12-30,2025-01-21,PocketShip,https://www.valmo.in/track/VL0080223112372,Courier Return (RTO),10414560883064****
"Cups, Mugs & Saucers",VL0080203434990,2024-12-26,2025-01-21,PocketShip,https://www.valmo.in/track/VL0080203434990,Courier Return (RTO),10315171695578****
"Cups, Mugs & Saucers",VL0080261937136,2025-01-06,2025-01-20,PocketShip,https://www.valmo.in/track/VL0080261937136,Courier Return (RTO),10661158610672****
Jars & Containers,VL0080241618495,2025-01-02,2025-01-20,PocketShip,https://www.valmo.in/track/VL0080241618495,Courier Return (RTO),10553287611770****
"Cups, Mugs & Saucers",VL0080246913044,2025-01-03,2025-01-20,PocketShip,https://www.valmo.in/track/VL0080246913044,Courier Return (RTO),10537352679961****
"Cups, Mugs & Saucers",VL0080251326194,2025-01-04,2025-01-20,PocketShip,https://www.valmo.in/track/VL0080251326194,Courier Return (RTO),10631866875897****
"Cups, Mugs & Saucers",M00802530712,2025-01-03,2025-01-20,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00802530712&searchBy=referenceNumber,Courier Return (RTO),10607986335121****
"Cups, Mugs & Saucers",VL0080246913047,2025-01-03,2025-01-20,PocketShip,https://www.valmo.in/track/VL0080246913047,Courier Return (RTO),10602442880391****
"Cups, Mugs & Saucers",VL0080246913036,2025-01-03,2025-01-20,PocketShip,https://www.valmo.in/track/VL0080246913036,Courier Return (RTO),10595500238794****
"Cups, Mugs & Saucers",VL0080246913040,2025-01-03,2025-01-18,PocketShip,https://www.valmo.in/track/VL0080246913040,Courier Return (RTO),10596474837106****
"Cups, Mugs & Saucers",M00796592013,2024-12-31,2025-01-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00796592013&searchBy=referenceNumber,Courier Return (RTO),10446328940193****
"Cups, Mugs & Saucers",M00811490138,2025-01-08,2025-01-17,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00811490138&searchBy=referenceNumber,Courier Return (RTO),10742874470432****
"Cups, Mugs & Saucers",M00802530747,2025-01-03,2025-01-17,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00802530747&searchBy=referenceNumber,Courier Return (RTO),10604583675736****
"Cups, Mugs & Saucers",M00796592010,2024-12-31,2025-01-17,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00796592010&searchBy=referenceNumber,Courier Return (RTO),10454937476769****
"Cups, Mugs & Saucers",M00807131274,2025-01-06,2025-01-16,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00807131274&searchBy=referenceNumber,Courier Return (RTO),10672796061958****
"Cups, Mugs & Saucers",M00786916817,2024-12-25,2025-01-16,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00786916817&searchBy=referenceNumber,Courier Return (RTO),10243392472628****
"Cups, Mugs & Saucers",VL0080223112375,2024-12-30,2025-01-16,PocketShip,https://www.valmo.in/track/VL0080223112375,Courier Return (RTO),10426440464498****
Jars & Containers,M00800659297,2025-01-02,2025-01-16,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00800659297&searchBy=referenceNumber,Courier Return (RTO),10563274841656****
"Cups, Mugs & Saucers",M00786916769,2024-12-25,2025-01-16,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00786916769&searchBy=referenceNumber,Courier Return (RTO),10266279543617****
"Cups, Mugs & Saucers",M00802530689,2025-01-03,2025-01-15,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00802530689&searchBy=referenceNumber,Courier Return (RTO),10556833064071****
"Cups, Mugs & Saucers",M00794677875,2024-12-30,2025-01-15,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00794677875&searchBy=referenceNumber,Courier Return (RTO),10420721854794****
"Cups, Mugs & Saucers",VL0080213583210,2024-12-28,2025-01-15,PocketShip,https://www.valmo.in/track/VL0080213583210,Courier Return (RTO),10380601062948****
"Cups, Mugs & Saucers",VL0080213583213,2024-12-28,2025-01-15,PocketShip,https://www.valmo.in/track/VL0080213583213,Courier Return (RTO),10372085518951****
"Cups, Mugs & Saucers",M00794677871,2024-12-30,2025-01-14,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00794677871&searchBy=referenceNumber,Courier Return (RTO),10405803223288****
"Cups, Mugs & Saucers",VL0080223112376,2024-12-30,2025-01-14,PocketShip,https://www.valmo.in/track/VL0080223112376,Courier Return (RTO),10404403056400****
"Cups, Mugs & Saucers",VL0080241618498,2025-01-02,2025-01-14,PocketShip,https://www.valmo.in/track/VL0080241618498,Courier Return (RTO),10479416814947****
"Cups, Mugs & Saucers",M00794677883,2024-12-30,2025-01-14,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00794677883&searchBy=referenceNumber,Courier Return (RTO),10392942305269****
"Cups, Mugs & Saucers",VL0080203435007,2024-12-26,2025-01-14,PocketShip,https://www.valmo.in/track/VL0080203435007,Courier Return (RTO),10314181650064****
"Cups, Mugs & Saucers",M00790387568,2024-12-27,2025-01-14,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00790387568&searchBy=referenceNumber,Courier Return (RTO),10332593121021****
"Cups, Mugs & Saucers",VL0080197609248,2024-12-25,2025-01-14,PocketShip,https://www.valmo.in/track/VL0080197609248,Courier Return (RTO),10269952639074****
"Cups, Mugs & Saucers",VL0080189894639,2024-12-23,2025-01-14,PocketShip,https://www.valmo.in/track/VL0080189894639,Courier Return (RTO),10148852199865****
"Cups, Mugs & Saucers",VL0080246913039,2025-01-03,2025-01-13,PocketShip,https://www.valmo.in/track/VL0080246913039,Courier Return (RTO),10594542334852****
"Cups, Mugs & Saucers",M00800659276,2025-01-02,2025-01-13,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00800659276&searchBy=referenceNumber,Courier Return (RTO),10570431437867****
"Cups, Mugs & Saucers",M00796116885,2024-12-30,2025-01-13,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00796116885&searchBy=referenceNumber,Courier Return (RTO),10458926092087****
"Cups, Mugs & Saucers",VL0080197609245,2024-12-25,2025-01-13,PocketShip,https://www.valmo.in/track/VL0080197609245,Courier Return (RTO),10243363671790****
"Cups, Mugs & Saucers",VL0080197609240,2024-12-25,2025-01-13,PocketShip,https://www.valmo.in/track/VL0080197609240,Courier Return (RTO),10225191506427****
"Cups, Mugs & Saucers",M00786916848,2024-12-25,2025-01-13,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00786916848&searchBy=referenceNumber,Courier Return (RTO),10270421285249****
"Cups, Mugs & Saucers",VL0080179837767,2024-12-21,2025-01-11,PocketShip,https://www.valmo.in/track/VL0080179837767,Courier Return (RTO),10132915098762****
"Cups, Mugs & Saucers",M00790387567,2024-12-27,2025-01-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00790387567&searchBy=referenceNumber,Courier Return (RTO),10348546546774****
"Cups, Mugs & Saucers",M00784198656,2024-12-23,2025-01-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00784198656&searchBy=referenceNumber,Courier Return (RTO),10158714438595****
"Cups, Mugs & Saucers",M00786916802,2024-12-25,2025-01-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00786916802&searchBy=referenceNumber,Courier Return (RTO),10279852650679****
"Cups, Mugs & Saucers",M00790387564,2024-12-27,2025-01-10,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00790387564&searchBy=referenceNumber,Courier Return (RTO),10337479444728****
"Cups, Mugs & Saucers",VL0080197609213,2024-12-25,2025-01-10,PocketShip,https://www.valmo.in/track/VL0080197609213,Courier Return (RTO),10259943694684****
"Cups, Mugs & Saucers",VL0080203434987,2024-12-26,2025-01-10,PocketShip,https://www.valmo.in/track/VL0080203434987,Courier Return (RTO),10311645637738****
"Cups, Mugs & Saucers",VL0080197609247,2024-12-25,2025-01-09,PocketShip,https://www.valmo.in/track/VL0080197609247,Courier Return (RTO),10271970683145****
"Cups, Mugs & Saucers",VL0080168913715,2024-12-20,2025-01-09,PocketShip,https://www.valmo.in/track/VL0080168913715,Courier Return (RTO),10046843699975****
"Cups, Mugs & Saucers",M00790387562,2024-12-27,2025-01-09,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00790387562&searchBy=referenceNumber,Courier Return (RTO),10330110856228****
"Cups, Mugs & Saucers",VL0080197609250,2024-12-25,2025-01-09,PocketShip,https://www.valmo.in/track/VL0080197609250,Courier Return (RTO),10272207755273****
"Cups, Mugs & Saucers",M00786916788,2024-12-25,2025-01-09,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00786916788&searchBy=referenceNumber,Courier Return (RTO),10237269215118****
Jars & Containers,VL0080192772054,2024-12-24,2025-01-09,PocketShip,https://www.valmo.in/track/VL0080192772054,Courier Return (RTO),10184937824052****
"Cups, Mugs & Saucers",M00785251823,2024-12-24,2025-01-09,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00785251823&searchBy=referenceNumber,Courier Return (RTO),10193202872702****
"Cups, Mugs & Saucers",VL0080213583207,2024-12-28,2025-01-08,PocketShip,https://www.valmo.in/track/VL0080213583207,Courier Return (RTO),10387397455933****
"Cups, Mugs & Saucers",VL0080197609237,2024-12-25,2025-01-08,PocketShip,https://www.valmo.in/track/VL0080197609237,Courier Return (RTO),10281296045554****
"Cups, Mugs & Saucers",M00766358207,2024-12-13,2025-01-08,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00766358207&searchBy=referenceNumber,Courier Return (RTO),9821294160604****
Jars & Containers,M00786916847,2024-12-25,2025-01-07,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00786916847&searchBy=referenceNumber,Courier Return (RTO),10270568142513****
"Cups, Mugs & Saucers",VL0080203435011,2024-12-26,2025-01-07,PocketShip,https://www.valmo.in/track/VL0080203435011,Courier Return (RTO),10302683366811****
"Cups, Mugs & Saucers",M00768572362,2024-12-14,2025-01-07,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00768572362&searchBy=referenceNumber,Courier Return (RTO),9868301328337****
Graters & Slicers,M00792024152,2024-12-28,2025-01-06,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00792024152&searchBy=referenceNumber,Courier Return (RTO),10385689524020****
"Cups, Mugs & Saucers",M00786916767,2024-12-25,2025-01-06,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00786916767&searchBy=referenceNumber,Courier Return (RTO),10240826283963****
"Cups, Mugs & Saucers",M00781072964,2024-12-21,2025-01-06,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00781072964&searchBy=referenceNumber,Courier Return (RTO),10129046851755****
"Cups, Mugs & Saucers",M00786916777,2024-12-25,2025-01-06,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00786916777&searchBy=referenceNumber,Courier Return (RTO),10267064821763****
"Cups, Mugs & Saucers",M00788720718,2024-12-26,2025-01-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00788720718&searchBy=referenceNumber,Courier Return (RTO),10305647066443****
"Cups, Mugs & Saucers",M00784198658,2024-12-23,2025-01-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00784198658&searchBy=referenceNumber,Courier Return (RTO),10159957366898****
"Cups, Mugs & Saucers",M00781072984,2024-12-21,2025-01-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00781072984&searchBy=referenceNumber,Courier Return (RTO),10131097091115****
"Cups, Mugs & Saucers",M00784198657,2024-12-23,2025-01-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00784198657&searchBy=referenceNumber,Courier Return (RTO),10174409143739****
"Cups, Mugs & Saucers",M00770785321,2024-12-16,2025-01-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00770785321&searchBy=referenceNumber,Courier Return (RTO),9897662416833****
"Cups, Mugs & Saucers",M00785251839,2024-12-24,2025-01-04,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00785251839&searchBy=referenceNumber,Courier Return (RTO),10194882884580****
"Cups, Mugs & Saucers",VL0080192771995,2024-12-24,2025-01-04,PocketShip,https://www.valmo.in/track/VL0080192771995,Courier Return (RTO),10198494632050****
"Cups, Mugs & Saucers",M00781072940,2024-12-21,2025-01-04,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00781072940&searchBy=referenceNumber,Courier Return (RTO),10114706484015****
"Cups, Mugs & Saucers",VL0080189894630,2024-12-23,2025-01-04,PocketShip,https://www.valmo.in/track/VL0080189894630,Courier Return (RTO),10155975194669****
Jars & Containers,VL0080179837772,2024-12-21,2025-01-04,PocketShip,https://www.valmo.in/track/VL0080179837772,Courier Return (RTO),10134988284277****
"Cups, Mugs & Saucers",M00784198648,2024-12-23,2025-01-03,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00784198648&searchBy=referenceNumber,Courier Return (RTO),10160347383904****
"Cups, Mugs & Saucers",M00768572373,2024-12-14,2025-01-03,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00768572373&searchBy=referenceNumber,Courier Return (RTO),9874929604147****
"Cups, Mugs & Saucers",M00776110817,2024-12-19,2025-01-03,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00776110817&searchBy=referenceNumber,Courier Return (RTO),9969024083212****
"Cups, Mugs & Saucers",M00773028638,2024-12-19,2025-01-02,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00773028638&searchBy=referenceNumber,Courier Return (RTO),9947426165718****
"Cups, Mugs & Saucers",M00764489192,2024-12-12,2025-01-02,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00764489192&searchBy=referenceNumber,Courier Return (RTO),9800319081900****
"Cups, Mugs & Saucers",VL0080174603896,2024-12-20,2025-01-01,PocketShip,https://www.valmo.in/track/VL0080174603896,Courier Return (RTO),10100367442096****
Jars & Containers,VL0080168913787,2024-12-20,2025-01-01,PocketShip,https://www.valmo.in/track/VL0080168913787,Courier Return (RTO),10042869464395****
"Cups, Mugs & Saucers",M00770785318,2024-12-16,2024-12-31,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00770785318&searchBy=referenceNumber,Courier Return (RTO),9908030913740****
"Cups, Mugs & Saucers",M00764489195,2024-12-12,2024-12-31,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00764489195&searchBy=referenceNumber,Courier Return (RTO),9792270783247****
"Cups, Mugs & Saucers",M00753871814,2024-12-06,2024-12-31,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00753871814&searchBy=referenceNumber,Courier Return (RTO),9580003227329****
"Cups, Mugs & Saucers",M00777092081,2024-12-20,2024-12-30,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00777092081&searchBy=referenceNumber,Courier Return (RTO),9975531187092****
"Cups, Mugs & Saucers",M00777092103,2024-12-20,2024-12-30,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00777092103&searchBy=referenceNumber,Courier Return (RTO),10064299808957****
"Cups, Mugs & Saucers",M00768572411,2024-12-14,2024-12-30,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00768572411&searchBy=referenceNumber,Courier Return (RTO),9877518165417****
Jars & Containers,M00776110833,2024-12-19,2024-12-28,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00776110833&searchBy=referenceNumber,Courier Return (RTO),10023272551802****
"Cups, Mugs & Saucers",M00766358200,2024-12-13,2024-12-28,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00766358200&searchBy=referenceNumber,Courier Return (RTO),9845818692044****
"Cups, Mugs & Saucers",VL0080168913713,2024-12-20,2024-12-27,PocketShip,https://www.valmo.in/track/VL0080168913713,Courier Return (RTO),10047557015378****
"Cups, Mugs & Saucers",M00770785319,2024-12-16,2024-12-27,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00770785319&searchBy=referenceNumber,Courier Return (RTO),9913838701058****
"Cups, Mugs & Saucers",M00744630800,2024-12-02,2024-12-27,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00744630800&searchBy=referenceNumber,Courier Return (RTO),9443982590339****
Jars & Containers,M00766358214,2024-12-13,2024-12-27,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00766358214&searchBy=referenceNumber,Courier Return (RTO),9831038210370****
Jars & Containers,M00766358218,2024-12-13,2024-12-26,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00766358218&searchBy=referenceNumber,Courier Return (RTO),9830914486533****
"Cups, Mugs & Saucers",M00763467321,2024-12-11,2024-12-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00763467321&searchBy=referenceNumber,Courier Return (RTO),9762400713146****
"Cups, Mugs & Saucers",M00763467323,2024-12-11,2024-12-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00763467323&searchBy=referenceNumber,Courier Return (RTO),9752054029975****
"Cups, Mugs & Saucers",M00762046908,2024-12-10,2024-12-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00762046908&searchBy=referenceNumber,Courier Return (RTO),9688986291478****
"Cups, Mugs & Saucers",M00763467326,2024-12-11,2024-12-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00763467326&searchBy=referenceNumber,Courier Return (RTO),9717673390972****
Jars & Containers,M00762047000,2024-12-11,2024-12-24,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00762047000&searchBy=referenceNumber,Courier Return (RTO),9738235286016****
"Cups, Mugs & Saucers",M00751738149,2024-12-05,2024-12-24,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00751738149&searchBy=referenceNumber,Courier Return (RTO),9536613756850****
"Cups, Mugs & Saucers",M00762046862,2024-12-10,2024-12-24,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00762046862&searchBy=referenceNumber,Courier Return (RTO),9691876558938****
"Cups, Mugs & Saucers",M00744630787,2024-12-02,2024-12-24,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00744630787&searchBy=referenceNumber,Courier Return (RTO),9428373079057****
"Cups, Mugs & Saucers",M00751112034,2024-12-04,2024-12-24,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00751112034&searchBy=referenceNumber,Courier Return (RTO),9520446968530****
"Cups, Mugs & Saucers",M00742160952,2024-11-30,2024-12-24,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00742160952&searchBy=referenceNumber,Courier Return (RTO),9395017152440****
"Cups, Mugs & Saucers",M00768572350,2024-12-14,2024-12-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00768572350&searchBy=referenceNumber,Courier Return (RTO),9870800916676****
"Cups, Mugs & Saucers",M00755647796,2024-12-07,2024-12-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00755647796&searchBy=referenceNumber,Courier Return (RTO),9617827299742****
"Cups, Mugs & Saucers",M00753871813,2024-12-06,2024-12-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00753871813&searchBy=referenceNumber,Courier Return (RTO),9573108386727****
"Cups, Mugs & Saucers",M00768572409,2024-12-14,2024-12-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00768572409&searchBy=referenceNumber,Courier Return (RTO),9879084395285****
"Cups, Mugs & Saucers",M00763467322,2024-12-11,2024-12-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00763467322&searchBy=referenceNumber,Courier Return (RTO),9740418099124****
"Cups, Mugs & Saucers",M00760328889,2024-12-10,2024-12-21,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00760328889&searchBy=referenceNumber,Courier Return (RTO),9653480805828****
"Cups, Mugs & Saucers",M00744630788,2024-12-02,2024-12-21,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00744630788&searchBy=referenceNumber,Courier Return (RTO),9434011960914****
"Cups, Mugs & Saucers",M00747473750,2024-12-03,2024-12-21,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00747473750&searchBy=referenceNumber,Courier Return (RTO),9469133810610****
"Cups, Mugs & Saucers",M00740324974,2024-11-29,2024-12-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00740324974&searchBy=referenceNumber,Courier Return (RTO),9360150967786****
"Cups, Mugs & Saucers",M00751112015,2024-12-04,2024-12-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00751112015&searchBy=referenceNumber,Courier Return (RTO),9508989272111****
"Cups, Mugs & Saucers",M00755647790,2024-12-07,2024-12-17,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00755647790&searchBy=referenceNumber,Courier Return (RTO),9621225770926****
"Cups, Mugs & Saucers",M00751738139,2024-12-05,2024-12-17,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00751738139&searchBy=referenceNumber,Courier Return (RTO),9543846715819****
"Cups, Mugs & Saucers",M00742160949,2024-11-30,2024-12-17,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00742160949&searchBy=referenceNumber,Courier Return (RTO),9407363280161****
"Cups, Mugs & Saucers",M00744630803,2024-12-02,2024-12-17,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00744630803&searchBy=referenceNumber,Courier Return (RTO),9406295980788****
"Cups, Mugs & Saucers",M00751738142,2024-12-05,2024-12-16,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00751738142&searchBy=referenceNumber,Courier Return (RTO),9549868678437****
"Cups, Mugs & Saucers",M00747473745,2024-12-03,2024-12-16,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00747473745&searchBy=referenceNumber,Courier Return (RTO),9478969471947****
"Cups, Mugs & Saucers",M00734128337,2024-11-26,2024-12-16,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00734128337&searchBy=referenceNumber,Courier Return (RTO),9157060389951****
"Cups, Mugs & Saucers",M00731778010,2024-11-25,2024-12-16,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00731778010&searchBy=referenceNumber,Courier Return (RTO),9100536864725****
Jars & Containers,M00739105155,2024-11-28,2024-12-16,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00739105155&searchBy=referenceNumber,Courier Return (RTO),9338146963370****
"Cups, Mugs & Saucers",M00736400593,2024-11-27,2024-12-16,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00736400593&searchBy=referenceNumber,Courier Return (RTO),9243145487844****
"Cups, Mugs & Saucers",M00731778019,2024-11-25,2024-12-16,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00731778019&searchBy=referenceNumber,Courier Return (RTO),9096537703950****
